"Player Details","","","","","","Overall","","","","","","","","","","","","","","","Wide","","","","","Slot","","","","","Inline","","","","","Backfield","","","",""
"Rank","Name","Team","POS","G","Season","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","+1 Rate","+2 Rate","+3 Rate","Neg Rate","TGT","REC","YDS","TD","AY","ADOR","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","SEP SCORE","YPRR","TPRR","WIN RATE"
"304","Laquon Treadwell","SEA","WR","6","2022","71","0.127","0.57","0.11","21.1","18.3","1.4","1.4","11.3","8","6","42","0","27","6.0","49","0.041","0.63","0.10","16.3","22","0.318","0.41","0.14","31.8","","","","","0.0","","","","","0.0"
"305","Chris Manhertz","JAX","TE","17","2022","71","-0.070","0.58","0.11","2.8","2.8","0.0","0.0","9.9","8","6","42","0","-15","2.8","2","0.500","","","50.0","2","-0.500","","","0.0","67","-0.075","0.63","0.12","1.5","","","","","0.0"
"306","DeSean Jackson","BLT","WR","7","2022","70","0.100","2.13","0.24","22.9","21.4","1.4","0.0","14.3","17","9","153","0","149","8.3","52","0.154","1.52","0.26","26.9","18","-0.056","3.94","0.17","11.1","","","","","0.0","","","","","0.0"
"307","Kevin White","NO","WR","7","2022","69","-0.043","1.06","0.07","13.0","13.0","0.0","0.0","15.9","5","2","74","0","90","6.6","56","-0.036","1.32","0.09","16.1","13","-0.077","","","0.0","","","","","0.0","","","","","0.0"
"308","Brian Robinson","WAS","RB","12","2022","69","0.043","0.87","0.17","5.8","5.8","0.0","0.0","1.4","12","9","60","1","-103","-1.5","2","0.000","-1.00","0.50","0.0","2","-0.500","2.50","0.50","0.0","","","","","0.0","65","0.062","0.88","0.15","6.2"
"309","Marcedes Lewis","GB","TE","17","2022","69","-0.159","0.90","0.10","2.9","2.9","0.0","0.0","18.8","7","6","66","2","31","3.4","5","-0.200","","","0.0","4","-0.250","-0.25","0.25","0.0","60","-0.150","1.05","0.09","3.3","","","","","0.0"
"310","Samori Toure","GB","WR","11","2022","68","0.176","1.15","0.13","25.0","19.1","4.4","1.5","14.7","9","5","82","1","146","6.2","26","0.038","","0.04","23.1","42","0.262","1.91","0.19","26.2","","","","","0.0","","","","","0.0"
"311","Velus Jones","CHI","WR","12","2022","68","-0.059","1.57","0.18","11.8","10.3","1.5","0.0","19.1","12","7","107","1","229","5.5","54","-0.074","1.48","0.15","13.0","14","0.000","1.93","0.29","7.1","","","","","0.0","","","","","0.0"
"312","Cole Turner","WAS","TE","10","2022","68","-0.074","0.34","0.12","4.4","4.4","0.0","0.0","11.8","8","2","23","0","71","3.9","12","0.000","","0.17","16.7","35","-0.057","","0.09","2.9","21","-0.143","1.10","0.14","0.0","","","","","0.0"
"313","Brock Wright","DET","TE","9","2022","67","-0.060","1.29","0.11","9.0","9.0","0.0","0.0","14.9","8","7","90","1","24","3.8","11","-0.182","","","0.0","15","0.000","3.00","0.13","20.0","38","-0.053","1.05","0.15","7.9","3","0.000","","","0.0"
"314","Trent Taylor","CIN","WR","16","2022","66","0.212","0.91","0.15","27.3","25.8","1.5","0.0","7.6","10","6","62","0","44","6.0","10","0.100","0.50","0.10","20.0","56","0.232","0.98","0.16","28.6","","","","","0.0","","","","","0.0"
"315","Mike Boone","DEN","RB","9","2022","65","0.000","1.45","0.20","1.5","0.0","1.5","0.0","3.1","13","9","96","0","12","-1.9","9","-0.111","1.70","0.30","0.0","5","0.000","","0.20","0.0","","","","","0.0","51","0.020","1.55","0.18","2.0"
"316","James Mitchell","DET","TE","14","2022","65","-0.031","1.71","0.17","9.2","7.7","1.5","0.0","13.8","11","11","113","1","58","3.7","15","-0.067","","","6.7","13","0.077","2.31","0.23","23.1","36","-0.083","2.24","0.22","2.8","1","1.000","","","100.0"
"317","N'Keal Harry","CHI","WR","7","2022","64","-0.031","1.76","0.14","12.5","10.9","0.0","1.6","18.8","9","7","116","1","70","9.2","49","-0.041","1.39","0.10","14.3","15","0.000","3.00","0.27","6.7","","","","","0.0","","","","","0.0"
"318","Boston Scott","PHI","RB","15","2022","64","0.016","0.23","0.09","1.6","1.6","0.0","0.0","0.0","6","5","15","0","-50","-1.6","10","0.000","0.60","0.20","0.0","6","0.000","","","0.0","","","","","0.0","48","0.021","0.19","0.08","2.1"
"319","Grant Calcaterra","PHI","TE","14","2022","64","-0.047","1.21","0.12","9.4","7.8","1.6","0.0","15.6","8","5","81","0","23","5.0","10","-0.100","-0.20","0.20","0.0","26","0.038","1.11","0.11","15.4","28","-0.107","1.77","0.10","7.1","","","","","0.0"
"320","Jamison Crowder","BUF","WR","4","2022","63","0.159","0.92","0.18","30.2","27.0","3.2","0.0","17.5","12","6","60","0","115","5.0","9","0.222","1.78","0.11","22.2","54","0.148","0.79","0.20","31.5","","","","","0.0","","","","","0.0"
"321","Mike Strachan","IND","WR","13","2022","62","0.048","0.89","0.14","25.8","24.2","1.6","0.0","22.6","9","3","59","0","159","9.3","57","0.053","0.97","0.11","26.3","5","0.000","","0.40","20.0","","","","","0.0","","","","","0.0"
"322","Stephen Sullivan","CAR","TE","14","2022","62","0.065","0.71","0.08","17.7","17.7","0.0","0.0","11.3","5","2","46","0","77","7.5","4","0.000","","0.25","25.0","26","0.000","","","11.5","32","0.125","1.39","0.12","21.9","","","","","0.0"
"323","Keith Kirkwood","NO","WR","5","2022","62","0.000","0.29","0.06","17.7","16.1","1.6","0.0","17.7","4","2","18","0","54","5.2","24","-0.167","","","4.2","37","0.108","0.49","0.11","27.0","1","0.000","","","0.0","","","","","0.0"
"324","Zonovan Knight","NYJ","RB","7","2022","61","0.016","1.61","0.23","3.3","3.3","0.0","0.0","1.6","14","13","100","0","-121","-1.5","5","-0.200","","","0.0","","","","","0.0","1","0.000","","","0.0","55","0.036","1.79","0.25","3.6"
"325","Jeff Smith","NYJ","WR","11","2022","61","0.443","2.16","0.18","44.3","32.8","11.5","0.0","11.5","11","8","134","0","140","9.0","43","0.395","2.66","0.23","44.2","17","0.588","","","47.1","1","0.000","","","0.0","","","","","0.0"
"326","Anthony Schwartz","CLV","WR","10","2022","60","0.383","0.84","0.16","33.3","21.7","6.7","5.0","11.7","10","4","51","0","99","7.9","30","0.400","0.73","0.17","33.3","30","0.367","0.94","0.16","33.3","","","","","0.0","","","","","0.0"
"327","Andre Baccellia","ARZ","WR","8","2022","59","0.085","0.74","0.16","15.3","15.3","0.0","0.0","6.8","10","7","45","0","84","7.9","50","0.100","0.73","0.17","18.0","9","0.000","0.78","0.11","0.0","","","","","0.0","","","","","0.0"
"328","Freddie Swain","DEN, MIA","WR","4","2022","59","0.034","1.19","0.10","11.9","10.2","0.0","1.7","11.9","6","4","74","0","65","4.7","16","0.313","3.06","0.06","25.0","42","-0.071","0.50","0.11","7.1","1","0.000","","","0.0","","","","","0.0"
"329","Javonte Williams","DEN","RB","4","2022","58","0.000","1.27","0.35","1.7","1.7","0.0","0.0","1.7","21","16","76","0","-22","-2.2","2","0.000","","","0.0","1","0.000","","","0.0","","","","","0.0","55","0.000","1.33","0.37","1.8"
"330","Avery Williams","ATL","RB","17","2022","58","-0.034","1.05","0.24","3.4","3.4","0.0","0.0","5.2","14","13","61","0","-29","-1.2","7","-0.143","1.29","0.57","0.0","18","0.000","1.67","0.28","5.6","2","0.000","","0.50","0.0","31","-0.032","0.71","0.13","3.2"
"331","D'Onta Foreman","CAR","RB","17","2022","57","0.053","0.44","0.15","7.0","7.0","0.0","0.0","1.8","9","5","26","0","0","-0.4","","","","","0.0","","","","","0.0","","","","","0.0","57","0.053","0.44","0.15","7.0"
"332","Chris Myarick","NYG","TE","15","2022","56","-0.125","1.16","0.14","0.0","0.0","0.0","0.0","12.5","8","7","65","1","22","3.1","6","-0.167","","","0.0","5","0.000","","","0.0","44","-0.136","1.48","0.18","0.0","1","0.000","","","0.0"
"333","Sony Michel","LAC","RB","10","2022","56","-0.036","0.95","0.25","0.0","0.0","0.0","0.0","3.6","14","9","53","0","15","-1.4","","","","","0.0","10","-0.100","0.60","0.10","0.0","","","","","0.0","46","-0.022","1.02","0.28","0.0"
"334","J.K. Dobbins","BLT","RB","8","2022","56","-0.018","0.74","0.14","0.0","0.0","0.0","0.0","1.8","8","7","42","1","2","-1.9","5","0.000","","","0.0","12","0.000","2.42","0.25","0.0","","","","","0.0","39","-0.026","0.33","0.13","0.0"
"335","Donald Parham","LAC","TE","6","2022","55","-0.055","2.24","0.21","10.9","10.9","0.0","0.0","16.4","12","10","130","1","134","6.1","13","-0.308","","0.08","7.7","20","0.100","2.64","0.18","20.0","21","-0.048","3.27","0.32","4.8","1","0.000","","","0.0"
"336","Rashaad Penny","SEA","RB","5","2022","53","0.075","0.30","0.09","5.7","3.8","1.9","0.0","0.0","5","4","16","0","-12","-2.3","12","0.167","","","16.7","7","0.000","0.57","0.14","0.0","","","","","0.0","34","0.059","0.35","0.12","2.9"
"337","Brandon Bolden","LV","RB","13","2022","53","0.019","1.08","0.17","3.8","1.9","1.9","0.0","3.8","9","9","57","1","30","1.0","2","-0.500","","","0.0","2","0.000","","","0.0","","","","","0.0","49","0.041","1.16","0.18","4.1"
"338","Dan Arnold","JAX","TE","16","2022","52","-0.077","2.41","0.20","9.6","9.6","0.0","0.0","17.3","11","9","135","0","74","5.9","10","-0.100","0.50","0.20","10.0","20","-0.150","1.22","0.13","5.0","21","0.000","4.64","0.27","14.3","1","0.000","","","0.0"
"339","Montrell Washington","DEN","WR","15","2022","51","-0.020","0.04","0.17","11.8","5.9","5.9","0.0","19.6","9","4","2","0","104","5.3","14","-0.286","0.13","0.20","7.1","34","0.088","","0.14","14.7","","","","","0.0","3","0.000","","0.33","0.0"
"340","Ko Kieft","TB","TE","17","2022","51","0.039","1.57","0.20","7.8","7.8","0.0","0.0","3.9","10","7","80","1","-15","3.2","","","","","0.0","","","","","0.0","34","0.059","1.68","0.18","11.8","17","0.000","1.35","0.24","0.0"
"341","Giovanni Ricci","CAR","TE","15","2022","49","0.122","2.00","0.18","12.2","8.2","2.0","2.0","6.1","9","8","100","0","42","4.3","3","0.000","","","0.0","11","0.182","6.00","0.36","18.2","30","0.133","0.55","0.10","13.3","5","0.000","3.40","0.40","0.0"
"342","Jonathan Williams","WAS","RB","9","2022","49","-0.020","0.82","0.20","0.0","0.0","0.0","0.0","2.0","10","7","40","0","-11","-0.8","1","0.000","","","0.0","19","-0.053","0.68","0.21","0.0","","","","","0.0","29","0.000","0.93","0.21","0.0"
"343","Tyler Kroft","SF","TE","11","2022","49","0.061","1.04","0.11","14.3","12.2","2.0","0.0","10.2","6","4","57","0","11","3.3","10","-0.200","0.55","0.09","20.0","8","0.000","","","12.5","31","0.161","1.55","0.15","12.9","","","","","0.0"
"344","Armani Rogers","WAS","TE","10","2022","47","-0.043","1.33","0.13","6.4","6.4","0.0","0.0","10.6","6","5","64","0","11","3.4","7","0.143","","","14.3","17","-0.059","1.53","0.12","5.9","20","-0.150","1.81","0.19","0.0","3","0.333","","","33.3"
"345","Keaontay Ingram","ARZ","RB","11","2022","46","-0.022","0.45","0.11","0.0","0.0","0.0","0.0","2.2","5","4","21","0","-13","-1.6","4","-0.250","","","0.0","9","0.000","","","0.0","1","0.000","","","0.0","32","0.000","0.64","0.15","0.0"
"346","Craig Reynolds","DET","RB","7","2022","46","0.000","2.52","0.22","6.5","6.5","0.0","0.0","6.5","10","9","116","0","7","-0.4","4","-0.250","","","0.0","","","","","0.0","","","","","0.0","42","0.024","2.76","0.24","7.1"
"347","Kyle Philips","TEN","WR","4","2022","46","0.326","1.70","0.28","37.0","26.1","10.9","0.0","13.0","13","8","78","0","94","7.8","17","0.412","1.94","0.24","29.4","27","0.296","1.67","0.33","44.4","","","","","0.0","2","0.000","","","0.0"
"348","Jalen Reagor","MIN","WR","17","2022","46","0.043","2.17","0.27","19.6","19.6","0.0","0.0","15.2","13","8","104","1","115","6.5","28","0.071","2.32","0.25","21.4","17","0.000","2.05","0.32","17.6","","","","","0.0","1","0.000","","","0.0"
"349","Andrew Beck","DEN","TE","13","2022","45","-0.067","1.53","0.22","4.4","4.4","0.0","0.0","11.1","10","5","69","0","51","1.4","2","0.000","","","0.0","5","-0.200","1.20","0.60","0.0","24","-0.083","1.58","0.17","4.2","14","0.000","1.79","0.21","7.1"
"350","Malcolm Brown","LA","RB","9","2022","44","0.045","0.84","0.14","4.5","4.5","0.0","0.0","0.0","6","5","37","0","1","-1.1","5","0.000","","","0.0","6","0.000","1.67","0.17","0.0","","","","","0.0","33","0.061","0.82","0.15","6.1"
"351","Racey McMath","TEN","WR","4","2022","43","-0.116","0.93","0.16","9.3","7.0","2.3","0.0","23.3","7","2","40","0","175","7.0","36","-0.167","1.11","0.19","8.3","7","0.143","","","14.3","","","","","0.0","","","","","0.0"
"352","Tim Jones","JAX","WR","16","2022","43","0.000","0.70","0.09","11.6","11.6","0.0","0.0","11.6","4","3","30","0","-31","7.0","35","0.000","0.86","0.09","14.3","7","0.000","","0.14","0.0","1","0.000","","","0.0","","","","","0.0"
"353","Dennis Houston","DAL","WR","2","2022","43","0.093","0.36","0.14","27.9","27.9","0.0","0.0","18.6","6","2","16","0","83","9.1","40","0.100","0.39","0.15","27.5","3","0.000","","","33.3","","","","","0.0","","","","","0.0"
"354","Cody Hollister","TEN","WR","11","2022","43","0.093","1.23","0.11","18.6","14.0","4.7","0.0","14.0","5","3","54","0","79","7.7","37","0.108","1.42","0.13","21.6","6","0.000","","","0.0","","","","","0.0","","","","","0.0"
"355","Jalen Virgil","DEN","WR","9","2022","42","0.119","1.74","0.09","21.4","21.4","0.0","0.0","9.5","4","2","75","1","75","7.4","32","0.063","2.27","0.12","18.8","10","0.300","","","30.0","","","","","0.0","","","","","0.0"
"356","Bryan Edwards","ATL","WR","7","2022","42","0.000","0.34","0.11","14.3","11.9","2.4","0.0","14.3","5","3","15","0","45","6.8","35","0.086","0.35","0.08","17.1","7","-0.429","0.29","0.29","0.0","","","","","0.0","","","","","0.0"
"357","Ross Dwelley","SF","TE","10","2022","41","-0.073","2.44","0.12","17.1","17.1","0.0","0.0","24.4","5","3","105","1","73","4.7","4","-0.500","11.20","0.40","0.0","20","-0.100","0.55","0.05","25.0","15","0.067","2.38","0.13","13.3","2","0.000","","","0.0"
"358","Gary Brightwell","NYG","RB","15","2022","41","-0.049","0.95","0.17","2.4","2.4","0.0","0.0","7.3","7","5","39","0","3","-0.8","2","0.500","","","50.0","1","0.000","","","0.0","","","","","0.0","38","-0.079","1.03","0.18","0.0"
"359","Jake Kumerow","BUF","WR","6","2022","41","0.463","1.42","0.16","41.5","34.1","7.3","0.0","2.4","7","4","64","0","76","8.7","36","0.444","1.54","0.15","38.9","3","0.333","","","33.3","2","1.000","2.00","0.50","100.0","","","","","0.0"
"360","Tylan Wallace","BLT","WR","8","2022","40","0.275","0.79","0.14","20.0","15.0","0.0","5.0","2.5","6","4","33","0","86","5.3","30","0.333","0.39","0.10","23.3","10","0.100","1.91","0.27","10.0","","","","","0.0","","","","","0.0"
"361","Andy Isabella","ARZ, BLT","WR","5","2022","40","0.050","0.50","0.12","15.0","15.0","0.0","0.0","10.0","5","2","21","0","65","5.6","23","0.000","0.44","0.08","8.7","17","0.118","0.59","0.18","23.5","","","","","0.0","","","","","0.0"
"362","Ryan Griffin","CHI","TE","15","2022","40","0.125","0.65","0.18","15.0","10.0","2.5","2.5","10.0","7","4","26","0","30","3.2","","","","","0.0","7","0.000","2.57","0.29","14.3","32","0.156","0.22","0.13","15.6","1","0.000","1.00","1.00","0.0"
"363","Darrel Williams","ARZ","RB","5","2022","40","0.000","0.21","0.16","5.0","5.0","0.0","0.0","5.0","7","4","9","0","-15","-1.7","3","0.000","","0.33","33.3","9","0.111","","","11.1","","","","","0.0","28","-0.036","0.29","0.19","0.0"
"364","Tony Jones","NO, SEA","RB","4","2022","40","-0.025","0.75","0.20","0.0","0.0","0.0","0.0","2.5","8","5","30","0","-142","-0.7","2","0.000","","","0.0","1","0.000","","","0.0","","","","","0.0","37","-0.027","0.81","0.22","0.0"
"365","Jaelon Darden","CLV, TB","WR","14","2022","39","0.103","0.65","0.05","17.9","17.9","0.0","0.0","7.7","2","2","26","0","11","4.4","28","0.107","0.89","0.04","21.4","11","0.091","0.08","0.08","9.1","","","","","0.0","","","","","0.0"
"366","Stephen Anderson","ARZ","TE","14","2022","39","-0.051","0.23","0.18","2.6","2.6","0.0","0.0","7.7","7","3","9","0","37","3.9","4","0.000","1.50","0.25","0.0","7","-0.143","","","0.0","26","-0.038","0.12","0.23","3.8","2","0.000","","","0.0"
"367","Lil'Jordan Humphrey","NE","WR","5","2022","38","0.132","0.49","0.10","34.2","34.2","0.0","0.0","18.4","4","2","20","0","22","9.3","9","0.333","1.10","0.10","44.4","28","0.036","0.30","0.10","28.6","1","1.000","","","100.0","","","","","0.0"
"368","Jalen Tolbert","DAL","WR","7","2022","38","0.316","0.31","0.08","31.6","28.9","2.6","0.0","2.6","3","2","12","0","45","8.5","34","0.294","0.34","0.09","29.4","4","0.500","","","50.0","","","","","0.0","","","","","0.0"
"369","Devin Asiasi","CIN","TE","12","2022","38","0.132","0.13","0.10","13.2","10.5","2.6","0.0","2.6","4","2","5","0","54","4.5","5","0.200","","","20.0","4","0.250","","","25.0","29","0.103","0.17","0.13","10.3","","","","","0.0"
"370","Jameson Williams","DET","WR","6","2022","37","0.162","1.08","0.24","21.6","16.2","5.4","0.0","10.8","9","1","41","1","102","13.7","28","0.143","1.41","0.28","21.4","9","0.222","","0.11","22.2","","","","","0.0","","","","","0.0"
"371","Corey Clement","ARZ","RB","5","2022","36","0.056","1.50","0.19","5.6","5.6","0.0","0.0","0.0","7","5","54","0","-3","-1.2","4","0.000","","","0.0","6","0.167","4.83","0.50","16.7","","","","","0.0","26","0.038","0.96","0.15","3.8"
"372","Tyrie Cleveland","DEN","WR","5","2022","36","0.000","0.78","0.19","16.7","16.7","0.0","0.0","16.7","7","2","28","0","102","7.5","24","0.042","","0.17","20.8","12","-0.083","2.33","0.25","8.3","","","","","0.0","","","","","0.0"
"373","Tyler Davis","GB","TE","17","2022","35","0.000","0.74","0.14","8.6","8.6","0.0","0.0","8.6","5","4","26","0","14","1.6","10","-0.200","0.30","0.10","0.0","9","0.111","","","22.2","16","0.063","1.44","0.25","6.3","","","","","0.0"
"374","Stone Smartt","LAC","TE","7","2022","35","-0.057","0.49","0.14","5.7","5.7","0.0","0.0","11.4","5","4","17","0","-87","2.9","11","0.000","0.55","0.09","9.1","15","-0.067","0.33","0.13","6.7","9","-0.111","0.67","0.22","0.0","","","","","0.0"
"375","T.Y. Hilton","DAL","WR","3","2022","34","0.088","3.46","0.29","20.6","20.6","0.0","0.0","11.8","10","7","121","0","170","9.2","20","0.050","4.86","0.29","20.0","14","0.143","1.36","0.29","21.4","","","","","0.0","","","","","0.0"
"376","Raheem Blackshear","CAR","RB","13","2022","34","0.088","2.66","0.31","11.8","11.8","0.0","0.0","2.9","11","10","93","0","-11","-0.9","4","0.000","1.00","0.25","0.0","2","0.500","5.00","0.50","50.0","","","","","0.0","28","0.071","2.72","0.31","10.7"
"377","Maxx Williams","ARZ","TE","11","2022","33","0.030","0.55","0.09","3.0","3.0","0.0","0.0","0.0","3","3","18","0","12","2.5","1","0.000","","","0.0","2","0.000","","","0.0","27","0.037","0.67","0.11","3.7","3","0.000","","","0.0"
"378","Dax Milne","WAS","WR","15","2022","33","0.091","1.09","0.21","18.2","15.2","3.0","0.0","12.1","7","6","37","1","36","5.4","15","0.067","1.63","0.25","20.0","18","0.111","0.61","0.17","16.7","","","","","0.0","","","","","0.0"
"379","Deven Thompkins","TB","WR","5","2022","33","0.030","0.97","0.30","21.2","18.2","3.0","0.0","21.2","10","5","32","0","83","5.5","28","0.036","1.07","0.32","21.4","4","0.000","0.50","0.25","25.0","","","","","0.0","1","0.000","","","0.0"
"380","Marlon Mack","SF, DEN","RB","7","2022","32","-0.031","3.09","0.28","0.0","0.0","0.0","0.0","3.1","9","8","99","1","-45","-1.1","","","","","0.0","1","0.000","5.00","1.00","0.0","","","","","0.0","31","-0.032","3.03","0.26","0.0"
"381","Cade Johnson","SEA","WR","3","2022","31","0.000","0.68","0.13","9.7","9.7","0.0","0.0","9.7","4","2","21","0","34","6.4","9","-0.222","","0.11","0.0","21","0.095","1.00","0.14","14.3","1","0.000","","","0.0","","","","","0.0"
"382","Zander Horvath","LAC","RB","15","2022","30","-0.167","0.27","0.23","0.0","0.0","0.0","0.0","16.7","7","5","8","2","11","1.1","4","0.000","","","0.0","2","0.000","","","0.0","8","-0.250","0.63","0.25","0.0","16","-0.188","0.19","0.31","0.0"
"383","Jason Moore","LAC","WR","6","2022","29","-0.276","0.17","0.07","10.3","10.3","0.0","0.0","37.9","2","1","5","0","26","6.3","23","-0.348","","","8.7","5","0.000","1.00","0.40","20.0","1","0.000","","","0.0","","","","","0.0"
"384","Royce Freeman","HST","RB","4","2022","29","0.000","1.14","0.24","3.4","3.4","0.0","0.0","3.4","7","6","33","0","-2","-2.6","2","0.000","","","0.0","5","0.000","1.00","0.20","0.0","","","","","0.0","22","0.000","1.27","0.27","4.5"
"385","Trestan Ebner","CHI","RB","15","2022","29","0.034","0.27","0.23","3.4","3.4","0.0","0.0","0.0","7","2","8","0","-5","-2.6","1","0.000","","","0.0","8","0.000","","0.13","0.0","","","","","0.0","20","0.050","0.40","0.30","5.0"
"386","David Johnson","NO","RB","5","2022","28","-0.036","1.62","0.14","0.0","0.0","0.0","0.0","3.6","4","4","47","0","0","-0.9","1","0.000","","","0.0","","","","","0.0","","","","","0.0","27","-0.037","1.74","0.15","0.0"
"387","Kyle Rudolph","TB","TE","9","2022","28","-0.036","1.00","0.18","17.9","17.9","0.0","0.0","21.4","5","3","28","1","50","6.5","2","0.000","4.00","0.50","0.0","3","-0.333","","","0.0","23","0.000","0.87","0.17","21.7","","","","","0.0"
"388","Phillip Lindsay","IND","RB","3","2022","28","0.000","0.68","0.21","3.6","3.6","0.0","0.0","3.6","6","6","19","0","6","-1.0","3","0.333","4.33","0.67","33.3","","","","","0.0","","","","","0.0","25","-0.040","0.24","0.16","0.0"
"389","Austin Trammell","LA","WR","6","2022","28","0.143","0.46","0.14","25.0","17.9","7.1","0.0","17.9","4","2","13","0","-53","7.7","11","0.364","0.45","0.18","45.5","17","0.000","0.47","0.12","11.8","","","","","0.0","","","","","0.0"
"390","Dareke Young","SEA","WR","12","2022","28","0.179","0.83","0.07","17.9","14.3","0.0","3.6","7.1","2","2","24","0","0","5.6","14","0.357","0.80","0.07","35.7","13","0.000","0.92","0.08","0.0","","","","","0.0","1","0.000","","","0.0"
"391","Miles Boykin","PIT","WR","16","2022","27","0.037","0.41","0.11","14.8","14.8","0.0","0.0","11.1","3","2","11","0","45","5.8","19","0.053","0.58","0.11","21.1","8","0.000","","0.13","0.0","","","","","0.0","","","","","0.0"
"392","Ihmir Smith-Marsette","KC, CHI","WR","8","2022","27","0.222","0.54","0.11","33.3","33.3","0.0","0.0","11.1","3","1","15","0","25","8.0","20","0.150","0.75","0.10","30.0","7","0.429","","0.13","42.9","","","","","0.0","","","","","0.0"
"393","Gus Edwards","BLT","RB","9","2022","26","0.038","","0.04","3.8","3.8","0.0","0.0","0.0","1","0","0","0","3","-0.9","2","0.000","","","0.0","3","0.000","","","0.0","","","","","0.0","21","0.048","","0.05","4.8"
"394","Lance McCutcheon","LA","WR","9","2022","26","-0.077","","0.15","19.2","19.2","0.0","0.0","26.9","4","0","0","0","59","10.2","22","-0.091","","0.18","18.2","4","0.000","","","25.0","","","","","0.0","","","","","0.0"
"395","Danny Gray","SF","WR","13","2022","26","-0.038","0.38","0.23","19.2","19.2","0.0","0.0","23.1","6","1","10","0","146","8.8","22","0.000","0.45","0.18","22.7","4","-0.250","","0.50","0.0","","","","","0.0","","","","","0.0"
"396","Tyrion Davis-Price","SF","RB","6","2022","25","0.040","","0.08","4.0","4.0","0.0","0.0","0.0","2","0","0","0","0","-0.1","4","0.000","","","0.0","3","0.000","","","0.0","1","0.000","","","0.0","17","0.059","","0.12","5.9"
"397","Malik Davis","DAL","RB","7","2022","25","-0.040","2.52","0.24","0.0","0.0","0.0","0.0","4.0","6","6","63","0","-5","-1.6","2","-0.500","","","0.0","1","0.000","8.00","1.00","0.0","","","","","0.0","22","0.000","2.50","0.23","0.0"
"398","Jesper Horsted","LV","TE","11","2022","25","0.080","0.76","0.16","16.0","12.0","4.0","0.0","12.0","4","3","19","0","27","4.7","5","-0.200","","","0.0","10","0.200","1.90","0.30","30.0","10","0.100","","0.10","10.0","","","","","0.0"
"399","Richard Rodgers","LAC","TE","10","2022","24","-0.042","0.17","0.08","8.3","4.2","4.2","0.0","16.7","2","1","4","0","10","2.1","7","0.000","","0.14","14.3","3","0.000","","","0.0","14","-0.071","0.29","0.07","7.1","","","","","0.0"
"400","Charlie Kolar","BLT","TE","2","2022","24","0.125","1.96","0.24","25.0","25.0","0.0","0.0","12.5","6","4","49","0","48","5.6","2","-0.500","","","0.0","19","0.158","1.40","0.20","26.3","3","0.333","7.00","0.67","33.3","","","","","0.0"
"401","Charlie Woerner","SF","TE","17","2022","24","0.000","","0.08","16.7","12.5","4.2","0.0","16.7","2","0","0","0","39","3.3","5","0.000","","","0.0","7","-0.143","","","28.6","12","0.083","","0.17","16.7","","","","","0.0"
"402","Kavontae Turpin","DAL","WR","17","2022","23","0.348","0.36","0.04","26.1","17.4","8.7","0.0","0.0","1","1","9","0","3","9.2","3","0.000","1.80","0.20","0.0","20","0.400","","","30.0","","","","","0.0","","","","","0.0"
"403","Jalen Nailor","MIN","WR","9","2022","23","0.522","7.46","0.50","34.8","21.7","0.0","13.0","8.7","12","9","179","1","148","8.9","19","0.421","5.75","0.40","31.6","4","1.000","12.75","0.50","50.0","","","","","0.0","","","","","0.0"
"404","Pierre Strong","NE","RB","12","2022","22","0.045","1.91","0.32","4.5","4.5","0.0","0.0","0.0","7","7","42","0","2","-0.2","2","0.000","4.00","1.00","0.0","4","0.000","","","0.0","","","","","0.0","16","0.063","2.13","0.31","6.3"
"405","Jordan Wilkins","IND","RB","4","2022","22","0.000","1.32","0.36","0.0","0.0","0.0","0.0","0.0","8","6","29","0","-19","-2.8","2","0.000","","","0.0","2","0.000","5.50","1.00","0.0","","","","","0.0","18","0.000","1.00","0.33","0.0"
"406","Juwann Winfree","GB","WR","3","2022","22","-0.091","0.77","0.18","4.5","4.5","0.0","0.0","9.1","4","1","17","0","49","9.4","9","-0.222","1.89","0.33","11.1","13","0.000","","0.08","0.0","","","","","0.0","","","","","0.0"
"407","Demetric Felton","CLV","RB","6","2022","22","0.045","0.35","0.17","9.1","9.1","0.0","0.0","4.5","4","2","8","0","-32","3.2","7","0.000","","","0.0","14","0.071","0.53","0.27","14.3","","","","","0.0","1","0.000","","","0.0"
"408","Mason Schreck","HST","TE","3","2022","21","-0.190","0.29","0.10","4.8","4.8","0.0","0.0","23.8","2","2","6","0","7","5.5","1","0.000","","","0.0","1","0.000","","1.00","0.0","19","-0.211","0.32","0.05","5.3","","","","","0.0"
"409","Simi Fehoko","DAL","WR","5","2022","21","0.000","1.14","0.19","14.3","14.3","0.0","0.0","14.3","4","3","24","0","51","6.4","14","-0.071","1.36","0.21","7.1","7","0.143","0.71","0.14","28.6","","","","","0.0","","","","","0.0"
"410","Darrynton Evans","CHI","RB","4","2022","21","0.000","1.57","0.05","0.0","0.0","0.0","0.0","0.0","1","1","33","0","2","-1.4","","","","","0.0","5","0.000","","","0.0","1","0.000","","","0.0","15","0.000","2.20","0.07","0.0"
