"Player Details","","","","","","Overall","","","","","","","","","","","","","","","Wide","","","","","Slot","","","","","Inline","","","","","Backfield","","","",""
"Rank","Name","Team","POS","G","Season","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","+1 Rate","+2 Rate","+3 Rate","Neg Rate","TGT","REC","YDS","TD","AY","ADOR","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","SEP SCORE","YPRR","TPRR","WIN RATE"
"317","Keelan Doss","LAC","WR","5","2023","63","0.016","0.52","0.17","12.7","12.7","0.0","0.0","11.1","11","6","33","0","93","8.2","28","0.071","0.50","0.14","21.4","35","-0.029","0.54","0.20","5.7","","","","","0.0","","","","","0.0"
"318","Ronnie Bell","SF","WR","16","2023","62","0.016","1.10","0.21","16.1","12.9","3.2","0.0","17.7","13","6","68","3","156","9.9","47","0.000","0.40","0.15","14.9","15","0.067","3.27","0.40","20.0","","","","","0.0","","","","","0.0"
"319","River Cracraft","MIA","WR","10","2023","61","0.033","1.92","0.19","11.5","9.8","1.6","0.0","9.8","12","9","121","1","109","6.3","45","0.000","2.19","0.21","11.1","15","0.133","1.20","0.13","13.3","","","","","0.0","","","","","0.0"
"320","Mitchell Wilcox","CIN","TE","17","2023","60","0.033","0.92","0.20","6.7","6.7","0.0","0.0","3.3","12","9","56","0","12","3.0","9","0.000","","","0.0","6","-0.167","","","0.0","45","0.067","1.24","0.24","8.9","","","","","0.0"
"321","Royce Freeman","LA","RB","11","2023","59","0.000","0.22","0.03","0.0","0.0","0.0","0.0","0.0","2","1","13","0","3","-2.0","4","0.000","","","0.0","13","0.000","","","0.0","","","","","0.0","","","","","0.0"
"322","Brenton Strange","JAX","TE","14","2023","59","0.034","0.56","0.13","6.8","6.8","0.0","0.0","3.4","8","5","35","1","51","3.9","12","0.083","","0.08","16.7","22","0.000","0.13","0.08","0.0","22","0.000","1.39","0.17","4.5","","","","","0.0"
"323","Pierre Strong","CLV","RB","17","2023","59","0.034","0.80","0.14","5.1","5.1","0.0","0.0","1.7","8","5","47","0","-4","-0.6","7","0.286","","0.14","28.6","","","","","0.0","8","0.000","","","0.0","","","","","0.0"
"324","Devin Duvernay","BLT","WR","13","2023","58","0.000","0.30","0.15","13.8","13.8","0.0","0.0","13.8","9","4","18","0","82","6.1","28","-0.036","","0.04","14.3","30","0.033","0.56","0.25","13.3","","","","","0.0","","","","","0.0"
"325","Keith Kirkwood","NO","WR","13","2023","57","0.000","0.65","0.16","14.0","12.3","1.8","0.0","15.8","9","5","37","1","101","8.2","32","0.031","0.28","0.09","15.6","24","0.000","1.17","0.21","12.5","1","-1.000","","1.00","0.0","","","","","0.0"
"326","Blake Bell","KC","TE","17","2023","56","-0.018","0.46","0.16","7.1","7.1","0.0","0.0","8.9","9","5","26","1","32","3.7","3","0.000","","0.33","33.3","10","0.100","0.80","0.20","10.0","42","-0.048","0.43","0.12","4.8","","","","","0.0"
"327","D.J. Montgomery","IND","WR","7","2023","56","0.054","0.98","0.14","16.1","10.7","5.4","0.0","16.1","8","3","56","1","103","6.3","39","0.051","1.08","0.13","17.9","17","0.059","0.78","0.17","11.8","","","","","0.0","","","","","0.0"
"328","Robbie Chosen","MIA","WR","9","2023","56","0.036","2.25","0.11","10.7","8.9","0.0","1.8","8.9","6","4","126","1","140","9.3","43","0.047","2.93","0.12","11.6","13","0.000","","0.08","7.7","","","","","0.0","","","","","0.0"
"329","Josiah Deguara","GB","TE","15","2023","55","0.000","1.16","0.14","1.8","1.8","0.0","0.0","1.8","8","8","65","0","23","2.5","7","0.000","","","0.0","28","-0.036","1.83","0.17","0.0","14","0.071","0.36","0.14","7.1","","","","","0.0"
"330","Peyton Hendershot","DAL","TE","8","2023","55","0.018","0.67","0.11","10.9","10.9","0.0","0.0","7.3","6","4","38","0","29","4.9","4","0.000","","","0.0","31","0.032","0.16","0.09","12.9","20","0.000","1.57","0.14","10.0","","","","","0.0"
"331","Isaiah McKenzie","IND","WR","13","2023","54","0.074","1.52","0.26","11.1","11.1","0.0","0.0","3.7","14","11","82","0","31","2.6","11","0.000","1.09","0.09","0.0","40","0.100","1.50","0.28","15.0","","","","","0.0","","","","","0.0"
"332","MyCole Pruitt","ATL","TE","17","2023","54","0.148","2.04","0.20","11.1","7.4","0.0","3.7","3.7","11","9","110","1","83","3.7","3","0.000","3.67","0.33","0.0","8","0.000","2.75","0.38","25.0","43","0.186","1.79","0.16","9.3","","","","","0.0"
"333","Ihmir Smith-Marsette","CAR","WR","17","2023","53","0.075","0.96","0.19","9.4","5.7","3.8","0.0","5.7","10","8","51","0","8","3.6","19","-0.053","1.16","0.16","5.3","33","0.152","0.88","0.21","12.1","","","","","0.0","","","","","0.0"
"334","Charlie Kolar","BLT","TE","14","2023","53","0.075","1.64","0.17","11.3","11.3","0.0","0.0","3.8","9","7","87","1","84","3.7","2","0.000","","","0.0","18","0.111","1.56","0.22","16.7","32","0.063","1.84","0.16","9.4","","","","","0.0"
"335","Trent Taylor","CHI","WR","16","2023","52","0.192","","0.04","26.9","25.0","1.9","0.0","9.6","2","0","0","0","2","6.4","20","0.100","","0.10","25.0","31","0.258","","","29.0","","","","","0.0","","","","","0.0"
"336","Kendre Miller","NO","RB","8","2023","52","0.000","2.21","0.21","0.0","0.0","0.0","0.0","0.0","11","10","117","0","-15","-2.1","3","0.000","","","0.0","","","","","0.0","","","","","0.0","","","","","0.0"
"337","Jalen Nailor","MIN","WR","5","2023","49","0.163","0.57","0.12","24.5","22.4","2.0","0.0","10.2","6","3","29","0","56","11.1","34","0.176","0.26","0.11","29.4","15","0.133","1.25","0.13","13.3","","","","","0.0","","","","","0.0"
"338","Chris Manhertz","DEN","TE","16","2023","49","-0.020","0.31","0.06","6.1","6.1","0.0","0.0","8.2","3","2","16","0","19","4.2","2","0.000","","","0.0","8","0.000","","","0.0","38","-0.026","0.41","0.08","7.9","","","","","0.0"
"339","Darrell Henderson","LA","RB","4","2023","49","-0.020","2.06","0.28","2.0","2.0","0.0","0.0","4.1","14","10","103","0","-14","-2.4","2","0.000","","","0.0","10","0.100","2.60","0.30","10.0","","","","","0.0","","","","","0.0"
"340","Craig Reynolds","DET","RB","15","2023","49","-0.020","0.96","0.10","0.0","0.0","0.0","0.0","2.0","5","5","47","0","-12","-2.2","7","0.000","4.00","0.14","0.0","3","0.000","","","0.0","","","","","0.0","","","","","0.0"
"341","Trishton Jackson","MIN","WR","6","2023","49","0.020","0.18","0.08","10.2","8.2","2.0","0.0","10.2","4","2","9","0","15","7.5","33","0.030","0.27","0.12","15.2","16","0.000","","","0.0","","","","","0.0","","","","","0.0"
"342","Keaontay Ingram","ARZ","RB","7","2023","49","0.000","0.53","0.08","0.0","0.0","0.0","0.0","0.0","4","4","26","0","-7","-0.3","8","0.000","","","0.0","4","0.000","","","0.0","","","","","0.0","","","","","0.0"
"343","Elijah Cooks","JAX","WR","9","2023","48","0.063","0.79","0.08","14.6","12.5","2.1","0.0","10.4","4","3","38","0","33","8.1","41","0.073","0.88","0.07","14.6","7","0.000","0.29","0.14","14.3","","","","","0.0","","","","","0.0"
"344","Velus Jones","CHI","WR","14","2023","47","-0.064","0.39","0.14","4.3","4.3","0.0","0.0","10.6","7","4","20","0","91","6.9","32","-0.031","0.11","0.09","6.3","14","-0.143","1.07","0.20","0.0","","","","","0.0","","","","","0.0"
"345","DeeJay Dallas","SEA","RB","17","2023","46","-0.022","0.55","0.17","0.0","0.0","0.0","0.0","2.2","8","6","26","0","-7","-2.7","3","0.000","4.67","0.33","0.0","3","0.000","-0.33","0.67","0.0","3","0.000","","","0.0","","","","","0.0"
"346","Chris Conley","SF","WR","8","2023","46","0.109","1.50","0.11","21.7","21.7","0.0","0.0","10.9","5","3","69","0","76","5.6","32","0.188","2.16","0.16","28.1","13","-0.077","","","7.7","","","","","0.0","","","","","0.0"
"347","Antoine Green","DET","WR","9","2023","45","-0.067","0.04","0.04","6.7","6.7","0.0","0.0","13.3","2","1","2","0","13","8.9","30","-0.100","","0.03","6.7","15","0.000","0.13","0.07","6.7","","","","","0.0","","","","","0.0"
"348","Ben Sims","GB","TE","15","2023","45","0.022","0.46","0.11","2.2","0.0","2.2","0.0","2.2","5","4","21","1","29","2.5","4","0.000","","","0.0","","","","","0.0","41","0.024","0.50","0.12","2.4","","","","","0.0"
"349","Josh Whyle","TEN","TE","11","2023","45","0.000","2.04","0.33","11.1","8.9","2.2","0.0","13.3","15","9","94","1","141","3.8","1","0.000","","","0.0","21","-0.048","1.14","0.33","9.5","22","0.045","3.04","0.35","13.6","","","","","0.0"
"350","Quintin Morris","BUF","TE","14","2023","45","0.022","0.58","0.07","8.9","8.9","0.0","0.0","6.7","3","2","26","1","32","3.5","9","0.000","1.67","0.11","22.2","20","0.100","0.55","0.10","10.0","14","-0.071","","","0.0","","","","","0.0"
"351","James Mitchell","DET","TE","14","2023","43","-0.070","0.65","0.05","2.3","2.3","0.0","0.0","9.3","2","2","28","0","15","4.5","9","0.000","","","0.0","4","-0.250","","","0.0","30","-0.067","0.93","0.07","3.3","","","","","0.0"
"352","Rakim Jarrett","TB","WR","10","2023","43","0.047","1.36","0.16","16.3","16.3","0.0","0.0","11.6","7","4","60","0","124","10.4","30","0.033","0.63","0.20","13.3","13","0.077","2.93","0.07","23.1","","","","","0.0","","","","","0.0"
"353","Israel Abanikanda","NYJ","RB","6","2023","43","0.000","1.00","0.23","0.0","0.0","0.0","0.0","0.0","10","7","43","0","1","-1.0","4","0.000","","","0.0","1","0.000","","","0.0","3","0.000","","","0.0","","","","","0.0"
"354","Payne Durham","TB","TE","13","2023","42","0.000","1.38","0.17","7.1","4.8","2.4","0.0","9.5","7","5","58","0","67","2.1","7","0.000","","0.14","14.3","19","-0.053","1.11","0.21","5.3","16","0.063","2.31","0.13","6.3","","","","","0.0"
"355","Cam Akers","LA, MIN","RB","7","2023","41","-0.024","1.71","0.29","0.0","0.0","0.0","0.0","2.4","12","11","70","0","-12","-2.2","3","-0.333","","","0.0","1","0.000","","","0.0","2","0.000","1.00","0.50","0.0","","","","","0.0"
"356","Keaton Mitchell","BLT","RB","7","2023","41","0.049","2.21","0.24","4.9","4.9","0.0","0.0","0.0","10","9","93","0","-7","-1.1","7","0.000","1.14","0.14","0.0","4","0.000","","","0.0","1","0.000","9.00","1.00","0.0","","","","","0.0"
"357","Laviska Shenault","CAR","WR","8","2023","41","0.073","1.46","0.24","7.3","4.9","2.4","0.0","2.4","10","10","60","0","-27","1.4","19","0.158","2.47","0.32","15.8","13","0.000","0.31","0.08","0.0","","","","","0.0","","","","","0.0"
"358","Grant Calcaterra","PHI","TE","14","2023","40","-0.125","0.98","0.10","0.0","0.0","0.0","0.0","12.5","4","4","39","0","6","3.7","8","-0.125","","","0.0","19","-0.158","0.58","0.05","0.0","13","-0.077","2.15","0.23","0.0","","","","","0.0"
"359","Trevon Wesco","TEN","TE","15","2023","40","-0.050","0.53","0.05","2.5","2.5","0.0","0.0","7.5","2","1","21","0","13","4.2","1","0.000","","","0.0","4","0.000","","","0.0","35","-0.057","0.60","0.06","2.9","","","","","0.0"
"360","Trey Sermon","IND","RB","12","2023","39","0.000","0.33","0.15","0.0","0.0","0.0","0.0","0.0","6","3","13","0","9","-1.7","2","0.000","","0.50","0.0","2","0.000","","","0.0","","","","","0.0","","","","","0.0"
"361","DeAndre Carter","LV","WR","17","2023","39","0.128","0.98","0.18","12.8","7.7","5.1","0.0","5.1","7","4","39","0","6","3.6","13","0.077","2.38","0.23","15.4","24","0.167","0.32","0.16","12.5","","","","","0.0","","","","","0.0"
"362","Lawrence Cager","NYG","TE","9","2023","38","0.026","0.92","0.13","7.9","5.3","2.6","0.0","7.9","5","4","36","1","26","4.5","4","0.250","2.50","0.25","25.0","18","0.111","","","11.1","15","-0.133","1.73","0.27","0.0","","","","","0.0"
"363","Elijah Mitchell","SF","RB","11","2023","37","-0.054","0.37","0.21","0.0","0.0","0.0","0.0","2.7","8","6","14","0","-22","-1.0","6","-0.333","","","0.0","3","0.000","-1.00","0.33","0.0","1","0.000","","","0.0","","","","","0.0"
"364","David Moore","TB","WR","7","2023","37","0.054","2.54","0.16","10.8","5.4","5.4","0.0","8.1","6","5","94","1","40","7.1","29","0.138","1.45","0.14","13.8","8","-0.250","6.50","0.25","0.0","","","","","0.0","","","","","0.0"
"365","Malik Taylor","NYJ","WR","3","2023","37","0.054","0.34","0.11","16.2","16.2","0.0","0.0","10.8","4","2","13","0","88","7.0","19","-0.105","0.35","0.15","5.3","18","0.222","0.33","0.06","27.8","","","","","0.0","","","","","0.0"
"366","Albert Okwuegbunam","PHI","TE","4","2023","36","0.028","","0.03","5.6","5.6","0.0","0.0","2.8","1","0","0","0","9","7.6","5","0.000","","","0.0","24","0.000","","0.04","4.2","7","0.143","","","14.3","","","","","0.0"
"367","Brycen Hopkins","LA","TE","15","2023","36","0.000","2.11","0.19","5.6","5.6","0.0","0.0","5.6","7","5","78","0","58","4.5","6","-0.167","4.83","0.17","0.0","8","0.125","2.88","0.38","12.5","21","0.000","1.18","0.14","4.8","","","","","0.0"
"368","Ko Kieft","TB","TE","16","2023","36","-0.028","0.06","0.11","0.0","0.0","0.0","0.0","2.8","4","1","2","1","50","1.8","6","0.000","","","0.0","4","0.000","","","0.0","21","0.000","","0.14","0.0","","","","","0.0"
"369","Laquon Treadwell","BLT","WR","4","2023","35","0.057","0.43","0.08","17.1","17.1","0.0","0.0","11.4","3","1","16","0","35","10.3","29","0.034","","0.06","17.2","6","0.167","2.67","0.17","16.7","","","","","0.0","","","","","0.0"
"370","Chase Brown","CIN","RB","12","2023","34","0.029","4.46","0.43","2.9","2.9","0.0","0.0","0.0","15","14","156","1","-45","-2.9","2","0.000","","","0.0","5","0.200","5.40","0.60","20.0","","","","","0.0","","","","","0.0"
"371","Isaiah Spiller","LAC","RB","9","2023","33","0.000","1.03","0.18","0.0","0.0","0.0","0.0","0.0","6","6","34","0","-9","-2.7","3","0.000","1.67","0.33","0.0","1","0.000","","","0.0","","","","","0.0","","","","","0.0"
"372","Austin Trammell","LA","WR","15","2023","32","0.156","0.91","0.19","15.6","15.6","0.0","0.0","0.0","6","4","29","0","28","8.3","13","0.231","-0.23","0.15","23.1","19","0.105","1.68","0.21","10.5","","","","","0.0","","","","","0.0"
"373","Marcedes Lewis","CHI","TE","17","2023","32","0.094","0.91","0.16","3.1","0.0","0.0","3.1","0.0","5","4","29","1","15","2.8","","","","","0.0","","","","","0.0","32","0.094","0.91","0.16","3.1","","","","","0.0"
"374","Tank Bigsby","JAX","RB","16","2023","32","0.000","0.18","0.12","0.0","0.0","0.0","0.0","0.0","4","1","6","0","-5","-1.0","4","0.000","","","0.0","3","0.000","","","0.0","","","","","0.0","","","","","0.0"
"375","James Proche","CLV","WR","10","2023","31","0.000","","0.09","12.9","9.7","3.2","0.0","16.1","3","0","0","0","70","5.7","20","0.100","","0.10","20.0","9","-0.222","","0.10","0.0","1","0.000","","","0.0","","","","","0.0"
"376","Eric Gray","NYG","RB","11","2023","31","0.000","0.71","0.23","0.0","0.0","0.0","0.0","0.0","7","6","22","0","-7","-2.1","3","0.000","","0.33","0.0","1","0.000","","","0.0","1","0.000","","","0.0","","","","","0.0"
"377","Ty Johnson","BUF","RB","9","2023","31","0.065","1.88","0.21","9.7","9.7","0.0","0.0","3.2","7","7","62","1","0","0.7","9","0.222","0.73","0.18","22.2","2","-0.500","","","0.0","1","0.000","","","0.0","","","","","0.0"
"378","Darrynton Evans","CHI, MIA","RB","6","2023","30","-0.033","1.58","0.35","0.0","0.0","0.0","0.0","3.3","11","7","49","0","-3","-2.0","2","-0.500","1.00","1.00","0.0","1","0.000","","","0.0","2","0.000","8.50","0.50","0.0","","","","","0.0"
"379","Tyler Goodson","IND","RB","6","2023","30","0.000","1.13","0.30","3.3","3.3","0.0","0.0","3.3","9","6","34","0","-5","-2.4","4","0.250","1.75","0.25","25.0","2","0.000","","","0.0","","","","","0.0","","","","","0.0"
"380","Kenny Yeboah","NYJ","TE","5","2023","29","-0.034","0.97","0.14","0.0","0.0","0.0","0.0","3.4","4","2","28","0","17","3.0","2","0.000","","","0.0","4","0.000","5.00","0.25","0.0","23","-0.043","0.35","0.13","0.0","","","","","0.0"
"381","Ty Montgomery","NE","WR","12","2023","29","0.138","1.38","0.38","20.7","17.2","3.4","0.0","10.3","11","5","40","0","92","5.1","7","0.000","","0.29","14.3","19","0.211","2.21","0.42","26.3","","","","","0.0","","","","","0.0"
"382","Miles Boykin","PIT","WR","16","2023","29","0.103","0.55","0.13","17.2","13.8","3.4","0.0","10.3","4","3","17","0","20","6.4","25","0.080","0.65","0.15","16.0","3","0.000","","","0.0","1","1.000","","","100.0","","","","","0.0"
"383","Hunter Luepke","DAL","RB","17","2023","28","0.036","0.64","0.11","3.6","3.6","0.0","0.0","0.0","3","3","18","0","3","1.4","2","0.500","","","50.0","2","0.000","","","0.0","3","0.000","","","0.0","","","","","0.0"
"384","Britain Covey","PHI","WR","16","2023","27","0.148","1.56","0.22","14.8","11.1","3.7","0.0","3.7","6","4","42","0","46","3.5","3","0.333","2.67","0.33","33.3","24","0.125","1.42","0.21","12.5","","","","","0.0","","","","","0.0"
"385","Jordan Mason","SF","RB","16","2023","27","0.000","1.15","0.15","0.0","0.0","0.0","0.0","0.0","4","3","31","0","11","-0.2","1","0.000","","","0.0","3","0.000","","","0.0","","","","","0.0","","","","","0.0"
"386","Ronnie Rivers","LA","RB","8","2023","27","0.000","0.79","0.18","0.0","0.0","0.0","0.0","0.0","5","5","22","0","-20","-2.5","1","0.000","","","0.0","3","0.000","3.33","0.33","0.0","","","","","0.0","","","","","0.0"
"387","Sean McKeon","DAL","TE","9","2023","26","0.000","","0.04","0.0","0.0","0.0","0.0","0.0","1","0","0","0","3","2.3","6","0.000","","","0.0","","","","","0.0","16","0.000","","","0.0","","","","","0.0"
"388","Eric Saubert","HST","TE","8","2023","25","0.040","0.48","0.12","4.0","0.0","4.0","0.0","4.0","3","3","12","0","5","2.8","1","0.000","","","0.0","","","","","0.0","24","0.042","0.50","0.13","4.2","","","","","0.0"
"389","Kristian Wilkerson","LV","WR","2","2023","25","0.040","","","20.0","16.0","4.0","0.0","16.0","0","0","0","0","0","9.5","24","0.083","","","20.8","1","-1.000","","","0.0","","","","","0.0","","","","","0.0"
"390","La'Mical Perine","KC","RB","5","2023","25","0.000","1.32","0.20","4.0","4.0","0.0","0.0","4.0","5","3","33","0","4","-1.2","4","0.000","","","0.0","","","","","0.0","","","","","0.0","","","","","0.0"
"391","Tylan Wallace","BLT","WR","9","2023","25","0.040","0.44","0.08","12.0","12.0","0.0","0.0","8.0","2","1","11","0","21","6.8","17","0.059","0.65","0.06","11.8","7","0.000","","0.14","14.3","1","0.000","","","0.0","","","","","0.0"
"392","Gary Brightwell","NYG","RB","4","2023","25","0.000","1.88","0.24","0.0","0.0","0.0","0.0","0.0","6","5","47","0","-8","-2.2","","","","","0.0","1","0.000","13.00","1.00","0.0","2","0.000","","","0.0","","","","","0.0"
"393","Mike Strachan","CAR","WR","4","2023","25","-0.240","1.80","0.12","8.0","8.0","0.0","0.0","32.0","3","1","45","0","75","8.2","20","-0.300","","0.10","5.0","5","0.000","9.00","0.20","20.0","","","","","0.0","","","","","0.0"
"394","Raheem Blackshear","CAR","RB","12","2023","24","-0.042","1.88","0.29","4.2","4.2","0.0","0.0","8.3","7","6","45","0","11","0.5","9","-0.111","0.67","0.22","0.0","1","0.000","","","0.0","","","","","0.0","","","","","0.0"
"395","Charlie Jones","CIN","WR","11","2023","24","0.083","2.56","0.36","8.3","8.3","0.0","0.0","0.0","9","7","64","0","78","2.8","8","0.125","1.63","0.50","12.5","16","0.063","3.00","0.29","6.3","","","","","0.0","","","","","0.0"
"396","Kevin Rader","TEN","TE","14","2023","24","-0.083","0.25","0.13","0.0","0.0","0.0","0.0","8.3","3","1","6","0","25","2.5","","","","","0.0","3","-0.333","","","0.0","19","-0.053","0.32","0.16","0.0","","","","","0.0"
"397","Teagan Quitoriano","HST","TE","7","2023","24","0.000","1.38","0.13","8.3","4.2","0.0","4.2","12.5","3","2","33","0","12","3.1","3","0.000","","","0.0","3","-0.667","","","0.0","18","0.111","1.83","0.17","11.1","","","","","0.0"
"398","Boston Scott","PHI","RB","12","2023","23","0.000","2.26","0.26","0.0","0.0","0.0","0.0","0.0","6","4","52","0","28","-1.2","7","0.000","1.00","0.14","0.0","2","0.000","","","0.0","","","","","0.0","","","","","0.0"
"399","Willie Snead","SF","WR","4","2023","23","-0.087","0.61","0.13","4.3","4.3","0.0","0.0","13.0","3","2","14","0","18","6.4","11","0.000","0.82","0.09","9.1","12","-0.167","0.42","0.17","0.0","","","","","0.0","","","","","0.0"
"400","Jalen Brooks","DAL","WR","7","2023","23","0.087","2.67","0.25","17.4","17.4","0.0","0.0","8.7","6","6","64","0","28","6.6","20","0.050","2.38","0.19","10.0","3","0.333","4.67","0.67","66.7","","","","","0.0","","","","","0.0"
"401","Deon Jackson","NYG, IND","RB","2","2023","23","0.000","0.61","0.26","0.0","0.0","0.0","0.0","0.0","6","5","14","0","-8","-3.0","2","0.000","","","0.0","","","","","0.0","","","","","0.0","","","","","0.0"
"402","Chris Rodriguez","WAS","RB","10","2023","23","-0.043","0.52","0.09","0.0","0.0","0.0","0.0","4.3","2","2","12","0","-6","-2.2","","","","","0.0","1","0.000","","","0.0","","","","","0.0","","","","","0.0"
"403","Nick Vannett","LAC","TE","8","2023","22","-0.045","0.14","0.05","0.0","0.0","0.0","0.0","4.5","1","1","3","0","3","5.0","1","-1.000","","","0.0","5","0.000","","","0.0","16","0.000","0.19","0.06","0.0","","","","","0.0"
"404","Nate Adkins","DEN","TE","10","2023","21","-0.095","1.00","0.23","4.8","4.8","0.0","0.0","14.3","5","4","22","0","-5","1.8","4","-0.250","","","0.0","4","-0.250","","","0.0","10","0.000","1.60","0.30","10.0","","","","","0.0"
"405","Amari Rodgers","IND","WR","3","2023","20","-0.100","","0.10","0.0","0.0","0.0","0.0","10.0","2","0","0","0","38","9.2","18","-0.111","","0.11","0.0","2","0.000","","","0.0","","","","","0.0","","","","","0.0"
"406","Ke'Shawn Vaughn","TB","RB","5","2023","19","0.000","0.11","0.21","5.3","5.3","0.0","0.0","5.3","4","2","2","0","3","-0.8","2","0.000","","","0.0","2","0.500","","","50.0","","","","","0.0","","","","","0.0"
"407","Chris Evans","CIN","RB","7","2023","17","0.000","-0.06","0.06","0.0","0.0","0.0","0.0","0.0","1","1","-1","0","-1","1.8","8","0.000","","","0.0","3","0.000","","","0.0","","","","","0.0","","","","","0.0"
"408","Phillip Dorsett","DEN","WR","2","2023","17","0.000","","0.17","0.0","0.0","0.0","0.0","0.0","3","0","0","0","80","9.1","11","0.000","","0.25","0.0","6","0.000","","","0.0","","","","","0.0","","","","","0.0"
"409","Hunter Long","LA","TE","3","2023","17","-0.118","","","0.0","0.0","0.0","0.0","11.8","0","0","0","0","0","4.1","","","","","0.0","5","-0.400","","","0.0","12","0.000","","","0.0","","","","","0.0"
"410","Deuce Vaughn","DAL","RB","6","2023","17","0.000","2.35","0.41","0.0","0.0","0.0","0.0","0.0","7","7","40","0","-10","-0.5","3","0.000","","","0.0","1","0.000","","","0.0","","","","","0.0","","","","","0.0"
"411","Greg Dulcich","DEN","TE","2","2023","16","0.188","1.56","0.19","12.5","6.3","6.3","0.0","0.0","3","3","25","0","20","5.6","1","0.000","","","0.0","9","0.111","1.00","0.11","11.1","6","0.333","2.67","0.33","16.7","","","","","0.0"
"412","Ross Dwelley","SF","TE","12","2023","15","0.000","0.80","0.20","6.7","6.7","0.0","0.0","6.7","3","1","12","0","42","3.5","3","0.000","","","0.0","5","0.000","","","0.0","7","0.000","1.71","0.43","14.3","","","","","0.0"
"413","Alex Armah","WAS","RB","7","2023","14","0.000","0.93","0.21","0.0","0.0","0.0","0.0","0.0","3","3","13","0","-14","-2.1","1","0.000","","","0.0","2","0.000","","","0.0","2","0.000","","","0.0","","","","","0.0"
"414","Emanuel Wilson","GB","RB","7","2023","14","0.000","1.64","0.36","0.0","0.0","0.0","0.0","0.0","5","4","23","0","-4","-2.7","3","0.000","","0.33","0.0","","","","","0.0","","","","","0.0","","","","","0.0"
"415","Melvin Gordon","BLT","RB","4","2023","14","0.071","2.88","0.19","14.3","14.3","0.0","0.0","7.1","3","3","46","0","15","-0.4","1","-1.000","","","0.0","","","","","0.0","","","","","0.0","","","","","0.0"
"416","Andre Baccellia","ARZ","WR","5","2023","13","0.077","","","7.7","7.7","0.0","0.0","0.0","0","0","0","0","0","7.2","13","0.077","","","7.7","","","","","0.0","","","","","0.0","","","","","0.0"
"417","Colton Dowell","TEN","WR","9","2023","12","-0.083","0.25","0.17","8.3","8.3","0.0","0.0","16.7","2","1","3","0","44","8.6","11","-0.091","0.27","0.18","9.1","1","0.000","","","0.0","","","","","0.0","","","","","0.0"
"418","Derrick Gore","WAS","RB","5","2023","12","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","-2.5","","","","","0.0","","","","","0.0","","","","","0.0","","","","","0.0"
"419","Marquez Callaway","NO","WR","3","2023","12","0.083","","","8.3","0.0","8.3","0.0","8.3","0","0","0","0","0","9.1","9","0.222","","","11.1","3","-0.333","","","0.0","","","","","0.0","","","","","0.0"
"420","Collin Johnson","CHI","WR","3","2023","12","-0.250","0.85","0.08","8.3","8.3","0.0","0.0","33.3","1","1","11","0","7","6.8","9","-0.111","","","11.1","3","-0.667","2.75","0.25","0.0","","","","","0.0","","","","","0.0"
"421","Nick Chubb","CLV","RB","2","2023","11","0.000","1.91","0.36","0.0","0.0","0.0","0.0","0.0","4","4","21","0","0","-0.4","2","0.000","","","0.0","1","0.000","-2.00","1.00","0.0","1","0.000","","","0.0","","","","","0.0"
"422","Erik Ezukanma","MIA","WR","2","2023","11","0.000","","0.09","0.0","0.0","0.0","0.0","0.0","1","0","0","0","6","5.5","5","0.000","","0.20","0.0","5","0.000","","","0.0","","","","","0.0","","","","","0.0"
"423","Tyler Johnson","LA","WR","1","2023","11","-0.182","0.73","0.27","0.0","0.0","0.0","0.0","18.2","3","2","8","1","24","10.2","9","-0.222","0.89","0.22","0.0","2","0.000","","0.50","0.0","","","","","0.0","","","","","0.0"
"424","J.K. Dobbins","BLT","RB","1","2023","10","0.000","1.50","0.30","0.0","0.0","0.0","0.0","0.0","3","2","15","0","2","-0.4","1","0.000","","","0.0","2","0.000","","","0.0","","","","","0.0","","","","","0.0"
"425","Damien Harris","BUF","RB","6","2023","10","0.000","1.45","0.18","0.0","0.0","0.0","0.0","0.0","2","2","16","0","-1","-4.2","1","0.000","13.00","1.00","0.0","1","0.000","","","0.0","","","","","0.0","","","","","0.0"
"426","Sean Tucker","TB","RB","4","2023","10","0.000","0.90","0.20","0.0","0.0","0.0","0.0","0.0","2","2","9","0","-3","-1.6","","","","","0.0","1","0.000","","","0.0","","","","","0.0","","","","","0.0"
"427","Damiere Byrd","ATL","WR","1","2023","10","-0.100","","0.20","0.0","0.0","0.0","0.0","10.0","2","0","0","0","40","11.5","9","-0.111","","0.22","0.0","1","0.000","","","0.0","","","","","0.0","","","","","0.0"
"428","Kevin Harris","NE","RB","4","2023","9","-0.111","6.44","0.33","0.0","0.0","0.0","0.0","11.1","3","3","58","0","-2","-1.2","","","","","0.0","","","","","0.0","","","","","0.0","","","","","0.0"
"429","Kenyan Drake","GB, BLT","RB","3","2023","9","0.000","3.44","0.33","0.0","0.0","0.0","0.0","0.0","3","2","31","0","-6","-1.8","","","","","0.0","","","","","0.0","","","","","0.0","","","","","0.0"
