"Player Details","","","","","","Overall","","","","","","","","","","","","","","","Wide","","","","","Slot","","","","","Inline","","","","","Backfield","","","",""
"Rank","Name","Team","POS","G","Season","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","+1 Rate","+2 Rate","+3 Rate","Neg Rate","TGT","REC","YDS","TD","AY","ADOR","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","SEP SCORE","YPRR","TPRR","WIN RATE"
"100","Kenneth Gainwell","PIT","RB","17","2025","297","0.000","1.60","0.27","1.7","1.3","0.3","0.0","2.0","82","73","486","3","-16","-1.1","25","0.000","2.48","0.16","0.0","43","0.023","2.75","0.45","9.3","59","-0.017","0.69","0.18","0.0","170","0.000","1.50","0.27","0.6"
"101","David Sills","ATL","WR","17","2025","295","0.047","0.64","0.11","11.2","9.2","1.7","0.3","8.5","34","18","191","2","373","8.7","177","0.062","0.54","0.12","12.4","117","0.034","0.81","0.11","9.4","1","-1.000","","","0.0","","","","","0.0"
"102","Olamide Zaccheaus","CHI","WR","16","2025","295","-0.041","1.03","0.20","5.8","4.4","1.4","0.0","11.2","62","39","313","2","445","8.5","154","-0.078","0.62","0.18","3.9","140","0.000","1.48","0.23","7.9","1","0.000","","","0.0","","","","","0.0"
"103","Kyren Williams","LA","RB","17","2025","294","0.017","0.95","0.16","1.4","1.0","0.3","0.0","0.0","47","36","281","3","131","-0.9","2","0.000","","","0.0","29","0.069","1.66","0.14","6.9","","","","","0.0","263","0.011","0.88","0.16","0.8"
"104","Rashod Bateman","BLT","WR","13","2025","290","0.024","0.76","0.12","12.8","12.1","0.7","0.0","11.0","36","19","224","2","444","9.5","255","0.027","0.70","0.13","13.7","34","0.000","1.17","0.09","5.9","","","","","0.0","1","0.000","","","0.0"
"105","Pat Freiermuth","PIT","TE","17","2025","289","-0.059","1.64","0.18","3.5","3.1","0.3","0.0","9.3","53","41","486","4","334","4.9","49","-0.122","0.33","0.08","4.1","178","-0.051","2.26","0.20","4.5","62","-0.032","0.94","0.19","0.0","","","","","0.0"
"106","Brenton Strange","JAX","TE","12","2025","278","0.011","1.89","0.21","6.5","6.5","0.0","0.0","5.4","59","46","540","3","405","4.2","45","0.022","2.67","0.35","8.9","97","-0.010","1.62","0.16","4.1","135","0.015","1.50","0.18","6.7","1","1.000","24.50","1.00","100.0"
"107","Cedric Tillman","CLV","WR","13","2025","277","0.087","0.95","0.13","13.4","11.6","1.8","0.0","6.5","37","21","270","2","414","9.1","193","0.047","0.49","0.13","10.9","84","0.179","1.98","0.13","19.0","","","","","0.0","","","","","0.0"
"108","Rachaad White","TB","RB","17","2025","276","-0.004","0.78","0.15","1.1","1.1","0.0","0.0","1.4","42","40","218","0","-94","-3.2","18","-0.056","0.85","0.20","11.1","27","0.000","1.04","0.19","3.7","","","","","0.0","231","0.000","0.74","0.14","0.0"
"109","Dawson Knox","BUF","TE","17","2025","276","0.011","1.48","0.17","6.2","6.2","0.0","0.0","5.1","48","36","417","4","337","5.1","38","0.079","0.38","0.08","13.2","97","-0.031","1.26","0.11","4.1","135","0.022","2.01","0.24","5.9","6","0.000","","","0.0"
"110","Elijah Higgins","ARZ","TE","17","2025","275","-0.007","1.08","0.13","3.3","3.3","0.0","0.0","4.0","35","30","301","0","133","4.3","30","-0.067","0.87","0.07","6.7","115","-0.009","0.78","0.10","2.6","123","0.008","1.32","0.15","3.3","7","0.000","2.71","0.29","0.0"
"111","Adonai Mitchell","IND, NYJ","WR","16","2025","274","0.058","1.61","0.26","13.1","11.7","1.5","0.0","8.8","73","33","453","2","1115","10.7","227","0.084","1.82","0.26","14.5","47","-0.064","0.66","0.26","6.4","","","","","0.0","","","","","0.0"
"112","Calvin Austin","PIT","WR","14","2025","272","-0.011","1.32","0.19","7.4","6.3","1.1","0.0","9.2","54","31","372","3","568","6.8","135","-0.037","1.37","0.18","7.4","135","0.000","1.16","0.20","6.7","","","","","0.0","2","1.000","9.00","0.50","50.0"
"113","Keon Coleman","BUF","WR","13","2025","272","-0.022","1.44","0.21","7.4","6.3","1.1","0.0","10.3","58","38","404","4","691","7.9","221","-0.032","1.49","0.22","7.7","49","0.020","1.25","0.13","6.1","2","0.000","","","0.0","","","","","0.0"
"114","Pat Bryant","DEN","WR","15","2025","271","0.011","1.35","0.17","8.1","7.7","0.4","0.0","7.4","47","31","378","1","460","8.0","114","0.044","1.54","0.17","11.4","155","-0.019","1.25","0.16","5.2","2","0.500","","0.33","50.0","","","","","0.0"
"115","Tez Johnson","TB","WR","16","2025","270","0.067","1.17","0.15","8.9","6.3","1.9","0.7","5.2","42","28","322","5","497","9.0","164","0.067","1.02","0.17","10.4","104","0.067","1.43","0.13","6.7","","","","","0.0","2","0.000","","","0.0"
"116","Isaac TeSlaa","DET","WR","17","2025","269","0.011","0.88","0.10","8.9","8.6","0.0","0.4","8.6","27","16","239","6","393","9.0","201","0.020","0.97","0.10","10.0","67","-0.015","0.63","0.10","6.0","1","0.000","","","0.0","","","","","0.0"
"117","George Kittle","SF","TE","11","2025","268","0.019","2.30","0.25","8.6","7.1","1.5","0.0","7.8","67","57","628","7","475","5.3","23","-0.130","0.91","0.13","4.3","76","0.013","2.18","0.22","9.2","166","0.042","2.59","0.28","9.0","3","0.000","","","0.0"
"118","Tre Harris","LAC","WR","17","2025","265","-0.023","1.19","0.15","9.4","9.1","0.4","0.0","12.1","42","30","324","1","403","6.4","160","-0.019","1.32","0.17","10.6","101","-0.020","0.99","0.13","7.9","3","-0.333","1.00","0.33","0.0","1","0.000","","","0.0"
"119","Saquon Barkley","PHI","RB","16","2025","265","0.008","1.02","0.19","0.8","0.4","0.0","0.4","0.8","50","37","273","2","34","-1.4","36","0.000","0.35","0.16","2.8","24","0.000","0.25","0.13","0.0","1","0.000","","","0.0","204","0.010","1.24","0.20","0.5"
"120","Jonnu Smith","PIT","TE","17","2025","264","-0.045","0.81","0.19","1.1","1.1","0.0","0.0","5.7","52","38","222","2","229","3.8","46","-0.109","0.63","0.20","2.2","118","-0.034","0.80","0.17","1.7","96","-0.031","0.94","0.22","0.0","4","0.000","","","0.0"
"121","Jalen Coker","CAR","WR","11","2025","263","0.008","1.45","0.15","10.3","9.9","0.4","0.0","9.9","41","33","394","3","392","7.4","105","-0.038","2.40","0.21","10.5","157","0.038","0.83","0.11","10.2","","","","","0.0","1","0.000","","","0.0"
"122","Christian Kirk","HST","WR","13","2025","262","0.069","0.90","0.18","11.1","9.2","1.9","0.0","6.1","47","28","239","1","319","5.2","74","0.014","0.89","0.15","8.1","186","0.091","0.87","0.18","12.4","","","","","0.0","2","0.000","3.00","0.50","0.0"
"123","Ricky Pearsall","SF","WR","9","2025","260","0.115","2.02","0.20","19.6","17.3","1.9","0.4","10.4","53","36","528","0","742","10.0","200","0.085","1.94","0.18","19.0","60","0.217","2.28","0.28","21.7","","","","","0.0","","","","","0.0"
"124","D'Andre Swift","CHI","RB","16","2025","256","0.008","1.15","0.17","1.6","1.6","0.0","0.0","0.8","45","34","299","1","-51","-1.7","21","0.000","0.36","0.14","4.8","12","0.000","4.83","0.17","0.0","16","0.063","0.75","0.13","6.3","207","0.005","1.06","0.18","1.0"
"125","Ryan Flournoy","DAL","WR","15","2025","254","0.004","1.84","0.21","7.5","6.3","0.8","0.4","8.7","54","40","475","4","518","7.1","167","0.012","1.54","0.17","8.4","87","-0.011","2.41","0.28","5.7","","","","","0.0","","","","","0.0"
"126","David Njoku","CLV","TE","12","2025","253","-0.020","1.14","0.17","4.3","4.0","0.4","0.0","6.7","45","33","293","4","238","3.3","36","-0.083","0.89","0.11","5.6","80","0.038","1.10","0.21","7.5","137","-0.036","1.22","0.17","2.2","","","","","0.0"
"127","Jalen Tolbert","DAL","WR","13","2025","253","-0.040","0.80","0.13","5.9","5.5","0.4","0.0","9.9","32","18","203","1","368","7.5","137","-0.058","1.09","0.16","5.8","116","-0.017","0.45","0.09","6.0","","","","","0.0","","","","","0.0"
"128","Tommy Tremble","CAR","TE","17","2025","250","-0.008","0.97","0.14","2.8","2.8","0.0","0.0","3.6","36","27","249","2","147","3.6","32","0.000","0.25","0.03","6.3","89","-0.045","1.18","0.15","2.2","122","0.016","1.04","0.17","2.5","7","0.000","","","0.0"
"129","Marvin Mims","DEN","WR","15","2025","247","0.061","1.27","0.20","7.7","6.1","1.2","0.4","3.6","51","37","322","1","478","5.5","159","0.038","1.05","0.14","7.5","77","0.117","1.38","0.29","9.1","","","","","0.0","11","0.000","3.73","0.45","0.0"
"130","Travis Etienne","JAX","RB","17","2025","244","0.012","1.19","0.19","0.4","0.0","0.0","0.4","0.0","47","36","292","6","-65","-2.6","9","0.000","1.22","0.11","0.0","28","0.107","1.96","0.29","3.6","","","","","0.0","207","0.000","1.09","0.18","0.0"
"131","Terry McLaurin","WAS","WR","10","2025","243","0.053","2.38","0.24","14.0","11.5","1.6","0.8","11.9","58","38","582","3","787","9.0","209","0.062","2.63","0.22","14.4","34","0.000","0.86","0.31","11.8","","","","","0.0","","","","","0.0"
"132","Rashee Rice","KC","WR","8","2025","242","0.000","2.28","0.31","9.9","9.9","0.0","0.0","9.9","77","53","571","5","377","5.5","132","-0.015","1.60","0.26","9.8","106","0.019","3.02","0.36","10.4","","","","","0.0","4","0.000","5.00","0.50","0.0"
"133","Tyrone Tracy","NYG","RB","15","2025","242","-0.008","1.18","0.18","0.4","0.4","0.0","0.0","1.2","44","36","288","2","18","-1.9","25","0.000","0.12","0.04","0.0","15","0.067","1.00","0.19","6.7","","","","","0.0","202","-0.015","1.32","0.20","0.0"
"134","Tony Pollard","TEN","RB","17","2025","241","0.000","0.85","0.17","0.4","0.4","0.0","0.0","0.4","41","33","206","0","2","-2.3","9","0.000","-0.11","0.11","0.0","15","-0.067","0.20","0.13","0.0","1","0.000","8.00","1.00","0.0","216","0.005","0.91","0.17","0.5"
"135","Rhamondre Stevenson","NE","RB","14","2025","240","0.021","1.41","0.15","2.9","1.7","1.3","0.0","2.1","37","32","345","2","149","0.4","18","0.111","2.28","0.33","16.7","1","0.000","","","0.0","","","","","0.0","221","0.014","1.35","0.14","1.8"
"136","Demarcus Robinson","SF","WR","14","2025","240","0.054","1.12","0.14","13.8","12.9","0.8","0.0","9.2","35","22","276","1","466","8.0","143","0.070","1.39","0.15","17.5","96","0.031","0.72","0.13","8.3","1","0.000","","","0.0","","","","","0.0"
"137","Matthew Golden","GB","WR","14","2025","237","0.093","1.46","0.17","10.5","6.8","3.4","0.4","5.5","42","29","361","0","568","8.6","139","0.115","1.14","0.16","10.8","93","0.054","1.95","0.18","9.7","5","0.200","1.60","0.20","20.0","","","","","0.0"
"138","Chris Godwin","TB","WR","9","2025","235","0.051","1.51","0.20","11.1","10.2","0.9","0.0","6.8","48","33","360","2","363","7.5","104","0.010","1.71","0.21","8.7","131","0.084","1.35","0.20","13.0","","","","","0.0","","","","","0.0"
"139","Mike Gesicki","CIN","TE","13","2025","234","-0.038","1.29","0.18","4.7","3.8","0.9","0.0","9.4","42","28","307","2","410","6.6","43","-0.070","0.98","0.18","2.3","186","-0.032","1.38","0.17","5.4","5","0.000","0.80","0.20","0.0","","","","","0.0"
"140","John Metchie","NYJ, PHI","WR","16","2025","234","-0.009","1.15","0.20","6.0","5.6","0.4","0.0","7.3","48","33","274","2","259","7.3","149","-0.040","0.87","0.17","5.4","83","0.048","1.57","0.24","7.2","","","","","0.0","2","0.000","3.50","0.50","0.0"
"141","KaVontae Turpin","DAL","WR","15","2025","231","0.134","1.69","0.16","14.3","10.8","3.5","0.0","4.3","38","26","396","2","368","6.5","54","0.222","2.48","0.29","22.2","174","0.109","1.42","0.12","12.1","","","","","0.0","3","0.000","2.33","0.33","0.0"
"142","Arian Smith","NYJ","WR","16","2025","229","0.017","0.23","0.07","6.6","5.2","1.3","0.0","6.1","15","7","52","0","215","9.6","131","-0.023","0.38","0.08","5.3","98","0.071","0.02","0.04","8.2","","","","","0.0","","","","","0.0"
"143","Sam LaPorta","DET","TE","9","2025","228","0.009","2.14","0.21","3.5","2.6","0.9","0.0","3.5","49","40","489","3","281","5.5","44","0.000","1.76","0.11","2.3","96","0.000","1.94","0.22","6.3","86","0.023","2.58","0.26","1.2","2","0.000","1.00","0.50","0.0"
"144","Colby Parkinson","LA","TE","15","2025","227","0.026","1.75","0.24","6.2","5.3","0.9","0.0","4.4","55","43","408","8","265","3.6","45","-0.044","0.91","0.07","2.2","30","0.100","0.34","0.16","10.0","152","0.033","2.28","0.30","6.6","","","","","0.0"
"145","Devaughn Vele","NO","WR","13","2025","226","-0.004","1.27","0.16","4.0","3.1","0.9","0.0","5.3","36","25","293","2","441","8.7","127","-0.024","1.14","0.15","3.1","91","0.033","1.51","0.15","5.5","8","-0.125","0.75","0.25","0.0","","","","","0.0"
"146","Luther Burden","CHI","WR","15","2025","225","0.098","2.83","0.26","12.4","10.7","1.8","0.0","4.4","60","47","652","2","450","8.0","123","0.114","3.33","0.29","13.8","99","0.081","2.19","0.22","11.1","","","","","0.0","3","0.000","3.33","0.33","0.0"
"147","Dont'e Thornton","LV","WR","15","2025","224","-0.040","0.60","0.13","7.6","5.4","2.2","0.0","13.8","30","10","135","0","517","9.2","154","-0.026","0.88","0.16","9.1","70","-0.071","","0.07","4.3","","","","","0.0","","","","","0.0"
"148","Gunnar Helm","TEN","TE","16","2025","224","-0.018","1.55","0.23","3.1","3.1","0.0","0.0","4.9","54","44","357","2","301","4.4","20","-0.050","0.57","0.14","0.0","83","-0.012","1.79","0.27","1.2","121","-0.017","1.57","0.22","5.0","","","","1.00","0.0"
"149","Tyquan Thornton","KC","WR","14","2025","223","0.072","1.94","0.16","15.2","13.9","1.3","0.0","9.4","36","19","438","3","992","9.4","140","0.064","1.68","0.17","16.4","83","0.084","2.37","0.14","13.3","","","","","0.0","","","","","0.0"
"150","Christian Watson","GB","WR","10","2025","223","0.013","2.67","0.24","12.1","10.3","1.8","0.0","12.6","55","35","611","6","990","9.3","153","0.026","2.07","0.22","11.8","65","-0.046","3.87","0.28","12.3","5","0.400","5.00","0.40","20.0","","","","","0.0"
"151","Adam Thielen","MIN, PIT","WR","16","2025","222","0.000","0.83","0.15","8.1","7.7","0.5","0.0","8.6","34","19","186","0","307","6.8","91","0.011","0.73","0.18","8.8","130","-0.008","0.91","0.13","7.7","","","","","0.0","1","0.000","","","0.0"
"152","Michael Carter","ARZ","RB","13","2025","222","0.014","1.20","0.19","1.4","0.9","0.5","0.0","0.5","43","33","267","0","83","-1.1","11","0.000","","0.09","0.0","8","0.000","2.00","0.25","0.0","1","0.000","","","0.0","202","0.015","1.24","0.20","1.5"
"153","TreVeyon Henderson","NE","RB","17","2025","221","0.000","0.98","0.18","0.0","0.0","0.0","0.0","0.0","41","35","221","1","3","-1.0","22","0.000","0.27","0.05","0.0","10","0.000","-0.10","0.10","0.0","2","0.000","0.50","0.50","0.0","187","0.000","1.13","0.20","0.0"
"154","Breece Hall","NYJ","RB","16","2025","220","0.014","1.56","0.18","0.9","0.5","0.5","0.0","0.0","41","36","350","1","68","-1.6","10","0.000","2.00","0.27","0.0","12","0.000","0.92","0.17","0.0","","","","","0.0","198","0.015","1.57","0.18","1.0"
"155","Garrett Wilson","NYJ","WR","7","2025","217","0.092","1.81","0.25","12.9","10.1","2.8","0.0","6.0","55","36","395","4","536","8.9","133","0.038","1.71","0.23","10.5","84","0.179","1.96","0.29","16.7","","","","","0.0","","","","","0.0"
"156","Isaiah Likely","BLT","TE","14","2025","216","0.014","1.40","0.16","5.6","4.2","1.4","0.0","5.6","36","27","307","1","275","5.2","25","0.000","2.04","0.23","8.0","162","0.019","1.41","0.15","5.6","29","0.000","0.79","0.17","3.4","","","","","0.0"
"157","Josh Palmer","BUF","WR","12","2025","216","0.032","1.38","0.17","11.1","9.7","0.9","0.5","9.7","37","22","303","0","409","8.4","172","0.017","1.43","0.17","9.9","42","0.095","1.23","0.19","16.7","2","0.000","","","0.0","","","","","0.0"
"158","Jake Tonges","SF","TE","16","2025","215","-0.009","1.34","0.21","3.7","3.7","0.0","0.0","4.7","45","34","293","5","242","4.0","18","-0.056","1.00","0.06","5.6","64","-0.031","1.26","0.24","4.7","131","0.008","1.36","0.20","3.1","2","0.000","5.50","0.50","0.0"
"159","Marquez Valdes-Scantling","SF, PIT","WR","10","2025","214","-0.070","0.56","0.14","5.1","5.1","0.0","0.0","12.1","29","14","120","1","351","6.1","156","-0.064","0.65","0.14","5.8","58","-0.086","0.33","0.12","3.4","","","","","0.0","","","","","0.0"
"160","RJ Harvey","DEN","RB","17","2025","214","0.005","1.64","0.27","0.9","0.5","0.0","0.5","0.9","58","47","356","5","24","-0.6","25","0.000","0.36","0.08","0.0","22","0.000","1.09","0.27","0.0","3","0.000","","","0.0","164","0.006","1.93","0.30","1.2"
"161","James Cook","BUF","RB","17","2025","213","-0.005","1.34","0.18","0.5","0.0","0.5","0.0","1.4","40","33","291","2","45","-1.7","","","","","0.0","6","0.000","4.50","0.17","0.0","1","0.000","","","0.0","206","-0.005","1.26","0.19","0.5"
"162","Travis Hunter","JAX","WR","7","2025","211","0.014","1.41","0.21","7.1","6.6","0.5","0.0","5.7","44","28","298","1","368","6.8","73","-0.027","1.10","0.21","4.1","134","0.037","1.53","0.20","9.0","","","","","0.0","4","0.000","3.00","0.50","0.0"
"163","Kareem Hunt","KC","RB","17","2025","211","-0.005","0.65","0.11","0.0","0.0","0.0","0.0","0.5","23","18","143","1","7","-2.0","9","0.000","","","0.0","11","0.000","","","0.0","3","0.000","","","0.0","188","-0.005","0.73","0.12","0.0"
"164","DeMario Douglas","NE","WR","17","2025","210","0.119","2.08","0.20","13.8","11.0","2.4","0.5","4.8","44","31","447","3","428","6.2","38","0.289","3.79","0.34","23.7","168","0.077","1.65","0.17","11.3","","","","","0.0","4","0.250","4.25","0.25","25.0"
"165","Rico Dowdle","CAR","RB","17","2025","210","-0.005","1.39","0.22","0.5","0.5","0.0","0.0","1.0","46","39","297","1","-56","-2.6","35","0.000","0.31","0.03","0.0","14","0.000","0.71","0.14","0.0","","","","","0.0","161","-0.006","1.68","0.26","0.6"
"166","Noah Gray","KC","TE","16","2025","209","-0.024","0.83","0.15","6.7","5.3","1.4","0.0","10.5","33","21","178","0","184","6.3","38","0.000","0.42","0.13","13.2","66","-0.015","0.96","0.16","6.1","102","-0.039","0.85","0.15","4.9","3","0.000","2.67","0.33","0.0"
"167","Dontayvion Wicks","GB","WR","14","2025","208","0.077","1.56","0.21","13.9","12.0","1.4","0.5","8.7","44","30","332","2","509","9.1","105","0.086","1.73","0.22","18.1","99","0.071","1.43","0.19","10.1","4","0.000","0.25","0.25","0.0","","","","","0.0"
"168","Ja'Tavion Sanders","CAR","TE","13","2025","208","0.014","0.90","0.16","6.3","5.3","1.0","0.0","5.8","34","29","190","1","183","5.4","36","0.083","0.35","0.11","16.7","125","-0.016","1.17","0.19","4.0","46","0.043","0.61","0.13","4.3","1","0.000","","","0.0"
"169","Michael Mayer","LV","TE","13","2025","207","0.024","1.57","0.23","5.8","4.8","1.0","0.0","4.3","49","35","328","1","227","4.1","19","-0.158","0.62","0.19","5.3","48","0.083","2.00","0.21","12.5","136","0.029","1.53","0.24","3.7","4","0.000","2.75","0.50","0.0"
"170","Greg Dortch","ARZ","WR","12","2025","206","0.039","1.00","0.16","5.3","4.4","1.0","0.0","2.4","33","29","206","3","55","3.0","52","0.019","0.92","0.19","5.8","149","0.047","1.03","0.14","5.4","","","","","0.0","5","0.000","0.60","0.40","0.0"
"171","Chris Moore","WAS","WR","14","2025","205","0.059","0.99","0.10","15.1","13.2","2.0","0.0","11.2","21","11","207","1","324","9.6","170","0.029","1.07","0.11","13.5","35","0.200","0.59","0.05","22.9","","","","","0.0","","","","","0.0"
"172","Mike Evans","TB","WR","8","2025","204","0.147","1.76","0.28","22.1","19.6","2.0","0.5","10.3","59","30","368","3","833","8.6","153","0.163","1.86","0.30","23.5","51","0.098","1.45","0.24","17.6","","","","","0.0","","","","","0.0"
"173","Woody Marks","HST","RB","16","2025","201","-0.010","1.02","0.18","2.0","1.5","0.5","0.0","3.5","36","24","208","3","54","-0.6","13","-0.231","","0.08","0.0","7","0.000","0.86","0.14","14.3","","","","","0.0","181","0.006","1.10","0.18","1.7"
"174","Isaiah Williams","NYJ","WR","15","2025","200","0.015","0.96","0.17","5.0","4.5","0.5","0.0","4.0","34","26","193","0","96","4.7","64","-0.016","1.41","0.17","6.3","135","0.030","0.74","0.16","4.4","","","","","0.0","1","0.000","2.00","1.00","0.0"
"175","Chuba Hubbard","CAR","RB","15","2025","199","-0.005","1.09","0.19","0.0","0.0","0.0","0.0","0.5","38","30","223","3","-43","-2.4","35","-0.029","0.44","0.08","0.0","8","0.000","3.56","0.22","0.0","","","","","0.0","156","0.000","1.10","0.21","0.0"
"176","Alvin Kamara","NO","RB","11","2025","197","0.005","0.93","0.20","0.5","0.0","0.5","0.0","0.5","39","33","186","0","41","-1.6","15","0.000","1.87","0.13","0.0","17","-0.059","0.12","0.12","0.0","","","","","0.0","165","0.012","0.93","0.21","0.6"
"177","Kalif Raymond","DET","WR","15","2025","194","0.077","1.49","0.14","8.8","7.7","0.5","0.5","2.6","28","24","289","1","165","7.7","112","0.063","1.36","0.13","8.9","81","0.099","1.69","0.16","8.6","1","0.000","","","0.0","","","","","0.0"
"178","Ty Johnson","BUF","RB","17","2025","194","0.015","1.34","0.16","2.6","2.6","0.0","0.0","1.0","31","24","263","2","-42","-0.5","28","0.000","","","0.0","36","0.028","2.92","0.22","2.8","11","0.000","0.82","0.09","9.1","119","0.017","1.21","0.18","2.5"
"179","Jordan Whittington","LA","WR","17","2025","193","0.021","0.88","0.12","7.8","7.8","0.0","0.0","5.7","24","18","171","0","156","7.0","81","0.062","0.48","0.09","11.1","110","-0.009","1.11","0.14","5.5","1","0.000","","","0.0","1","0.000","9.00","1.00","0.0"
"180","Jaylin Noel","HST","WR","17","2025","191","0.005","1.50","0.18","5.2","4.7","0.5","0.0","5.2","35","26","292","2","322","6.2","62","0.032","1.73","0.13","3.2","127","-0.008","1.41","0.20","6.3","","","","","0.0","2","0.000","","0.50","0.0"
"181","Luke Musgrave","GB","TE","17","2025","191","0.005","1.29","0.16","4.2","3.1","0.5","0.5","5.2","31","24","252","0","244","5.7","24","-0.125","","0.08","0.0","56","-0.018","1.22","0.17","1.8","111","0.045","1.61","0.17","6.3","","","","","0.0"
"182","Tyjae Spears","TEN","RB","13","2025","191","0.031","1.36","0.26","3.1","2.6","0.5","0.0","0.5","50","45","264","0","-138","-3.6","6","-0.167","3.50","0.67","0.0","18","0.056","2.00","0.44","5.6","5","0.200","2.20","0.20","20.0","162","0.031","1.19","0.22","2.5"
"183","Drew Sample","CIN","TE","17","2025","190","0.000","0.55","0.09","0.5","0.5","0.0","0.0","0.5","17","15","106","1","-5","0.9","9","0.000","","","0.0","13","0.000","","","0.0","124","0.000","0.46","0.10","0.8","44","0.000","1.09","0.11","0.0"
"184","Noah Fant","CIN","TE","15","2025","189","-0.011","1.49","0.20","2.6","2.1","0.5","0.0","4.2","39","34","288","3","142","3.4","17","0.059","","0.06","5.9","47","-0.064","0.24","0.08","4.3","123","0.000","2.21","0.27","1.6","2","0.000","","","0.0"
"185","DeAndre Hopkins","BLT","WR","17","2025","187","-0.064","1.75","0.19","8.0","6.4","1.6","0.0","16.0","35","22","330","2","490","6.9","137","-0.073","2.17","0.22","8.0","50","-0.040","0.59","0.10","8.0","","","","","0.0","","","","","0.0"
"186","Daniel Bellinger","NYG","TE","16","2025","187","-0.048","1.46","0.13","2.7","2.7","0.0","0.0","7.5","26","19","286","2","235","4.6","26","-0.038","0.44","0.07","3.8","75","-0.067","0.97","0.08","1.3","65","-0.062","2.33","0.18","3.1","21","0.048","1.78","0.26","4.8"
"187","Xavier Weaver","ARZ","WR","9","2025","186","0.065","0.36","0.07","8.1","5.9","2.2","0.0","3.8","13","7","67","0","198","9.2","145","0.048","0.40","0.08","6.9","41","0.122","0.22","0.05","12.2","","","","","0.0","","","","","0.0"
"188","Tucker Kraft","GB","TE","8","2025","185","0.070","2.57","0.22","9.2","8.1","1.1","0.0","2.7","42","32","489","6","193","3.1","23","0.130","0.33","0.08","13.0","62","0.048","3.15","0.23","8.1","100","0.070","2.73","0.25","9.0","","","","","0.0"
"189","Kimani Vidal","LAC","RB","13","2025","183","0.005","0.71","0.11","0.5","0.5","0.0","0.0","0.0","21","16","136","1","-16","-3.2","6","0.000","","0.17","0.0","9","0.000","1.44","0.11","0.0","2","0.000","","","0.0","166","0.006","0.71","0.11","0.6"
"190","Isaiah Hodgins","NYG","WR","7","2025","182","-0.016","0.62","0.09","5.5","5.5","0.0","0.0","7.1","17","10","115","1","190","9.1","111","-0.018","0.77","0.10","6.3","69","-0.014","0.40","0.09","4.3","2","0.000","","","0.0","","","","","0.0"
"191","Austin Hooper","NE","TE","16","2025","181","-0.022","1.42","0.14","2.2","2.2","0.0","0.0","4.4","25","21","263","2","224","4.7","29","-0.034","0.37","0.07","3.4","17","-0.118","0.71","0.12","0.0","134","-0.007","1.75","0.15","2.2","1","0.000","","","0.0"
"192","Josh Jacobs","GB","RB","15","2025","181","-0.006","1.55","0.24","0.6","0.6","0.0","0.0","1.1","43","36","282","1","-49","-3.0","11","0.000","3.64","0.27","9.1","4","-0.250","13.25","0.75","0.0","8","0.000","1.25","0.38","0.0","158","0.000","1.13","0.21","0.0"
"193","Dyami Brown","JAX","WR","14","2025","179","0.034","1.25","0.20","12.8","11.2","1.1","0.6","11.7","37","20","227","1","532","10.5","130","0.062","1.51","0.21","15.4","49","-0.041","0.58","0.18","6.1","","","","","0.0","","","","","0.0"
"194","Jaylin Lane","WAS","WR","15","2025","179","0.056","1.24","0.17","14.0","12.8","1.1","0.0","9.5","31","16","225","0","438","8.5","107","0.019","1.18","0.18","14.0","72","0.111","1.32","0.15","13.9","","","","","0.0","","","","","0.0"
"195","Davis Allen","LA","TE","17","2025","178","-0.028","1.16","0.18","1.7","1.7","0.0","0.0","4.5","33","24","208","3","134","5.2","47","-0.043","0.66","0.04","2.1","30","-0.033","","0.03","0.0","99","-0.010","1.79","0.30","2.0","2","-0.500","","","0.0"
"196","Kyle Monangai","CHI","RB","17","2025","178","0.011","0.90","0.14","1.1","1.1","0.0","0.0","0.0","26","18","164","0","10","-1.8","11","0.000","","","0.0","3","0.000","","","0.0","12","0.000","1.25","0.08","0.0","152","0.013","0.96","0.16","1.3"
"197","Isiah Pacheco","KC","RB","13","2025","175","0.000","0.56","0.15","0.0","0.0","0.0","0.0","0.0","26","19","101","1","-38","-2.7","12","0.000","","","0.0","12","0.000","","","0.0","","","","","0.0","151","0.000","0.66","0.17","0.0"
"198","Darnell Washington","PIT","TE","16","2025","175","0.000","2.00","0.24","5.1","5.1","0.0","0.0","5.1","43","31","364","1","223","4.1","31","0.000","1.42","0.29","9.7","31","-0.065","1.38","0.09","3.2","113","0.018","2.32","0.26","4.4","","","","","0.0"
"199","Nick Westbrook-Ikhine","MIA","WR","15","2025","175","-0.029","0.50","0.10","1.1","1.1","0.0","0.0","4.0","18","11","89","0","95","7.0","102","-0.049","0.67","0.13","1.0","73","0.000","0.25","0.07","1.4","","","","","0.0","","","","","0.0"
"200","Jack Bech","LV","WR","16","2025","174","-0.046","1.26","0.15","7.5","6.9","0.6","0.0","12.6","27","20","224","0","239","7.1","135","-0.074","1.07","0.15","6.7","38","0.053","1.93","0.17","10.5","1","0.000","","","0.0","","","","","0.0"
