"Player Details","","","","","","Overall","","","","Man","","","","Zone","","","","Single-High","","","","Two-High","","",""
"Rank","Name","Team","POS","G","Season","RTE","TPRR","YPRR","FP/RR","RTE","TPRR","YPRR","FP/RR","RTE","TPRR","YPRR","FP/RR","RTE","TPRR","YPRR","FP/RR","RTE","TPRR","YPRR","FP/RR"
"21","Michael Pittman","IND","WR","17","2021","528","0.23","2.05","0.45","3","","","0.00","37","0.08","0.78","0.16","13","0.08","1.08","0.18","0","","",""
"22","Chris Godwin","TB","WR","14","2021","525","0.23","2.10","0.47","20","0.30","2.85","0.79","26","0.27","1.85","0.34","24","0.38","2.13","0.63","0","","",""
"23","Jakobi Meyers","NE","WR","17","2021","518","0.24","1.67","0.36","16","0.44","2.44","0.56","21","0.10","0.24","0.07","23","0.17","1.26","0.21","0","","",""
"24","Brandin Cooks","HST","WR","16","2021","517","0.25","2.01","0.45","16","0.19","4.75","0.66","14","0.29","4.00","0.54","27","0.26","4.89","0.67","0","","",""
"25","Hunter Renfrow","LV","WR","17","2021","517","0.24","2.01","0.50","22","0.32","1.64","0.35","13","0.15","2.62","0.42","19","0.32","2.26","0.49","0","","",""
"26","Van Jefferson","LA","WR","17","2021","517","0.17","1.55","0.33","5","0.20","","0.00","14","0.14","5.71","1.14","10","0.20","1.30","0.23","0","","",""
"27","Christian Kirk","ARZ","WR","17","2021","516","0.20","1.90","0.40","10","0.30","5.90","2.09","7","0.29","1.57","0.44","12","0.33","5.17","1.85","0","","",""
"28","Dalton Schultz","DAL","TE","17","2021","513","0.20","1.58","0.41","6","0.17","1.00","0.27","24","0.21","1.63","0.37","18","0.22","2.06","0.43","0","","",""
"29","CeeDee Lamb","DAL","WR","16","2021","513","0.23","2.15","0.45","7","0.43","7.57","1.90","35","0.34","1.46","0.29","20","0.45","2.70","0.77","0","","",""
"30","Tyler Boyd","CIN","WR","16","2021","507","0.18","1.63","0.36","7","0.14","","0.00","17","0.18","1.88","0.36","10","0.20","0.90","0.19","0","","",""
"31","Mike Gesicki","MIA","TE","17","2021","502","0.22","1.55","0.33","12","0.25","","0.00","3","","","0.00","11","0.27","","0.00","0","","",""
"32","Amon-Ra St. Brown","DET","WR","17","2021","497","0.23","1.84","0.46","9","","","0.00","34","0.09","0.68","0.13","35","0.09","0.66","0.12","0","","",""
"33","A.J. Green","ARZ","WR","16","2021","497","0.18","1.71","0.32","13","0.23","0.31","0.11","11","0.18","1.91","0.28","19","0.16","0.21","0.07","0","","",""
"34","Kyle Pitts","ATL","TE","17","2021","495","0.21","2.07","0.36","0","","","0.00","30","0.23","1.03","0.24","7","0.57","2.71","0.56","0","","",""
"35","Bryan Edwards","LV","WR","16","2021","491","0.12","1.16","0.22","18","0.28","4.50","0.67","17","","","0.00","20","0.05","0.55","0.11","0","","",""
"36","Amari Cooper","DAL","WR","15","2021","488","0.21","1.77","0.41","9","0.44","4.44","2.11","41","0.29","2.41","0.49","22","0.36","3.91","0.98","0","","",""
"37","DK Metcalf","SEA","WR","17","2021","487","0.26","1.99","0.50","5","","","0.00","22","0.23","2.73","0.73","15","0.20","3.20","0.92","0","","",""
"38","Tim Patrick","DEN","WR","16","2021","485","0.17","1.51","0.32","9","0.33","3.67","1.37","13","0.08","0.46","0.12","13","0.08","1.15","0.19","0","","",""
"39","Cole Beasley","BUF","WR","16","2021","485","0.22","1.43","0.33","10","","","0.00","43","0.28","1.40","0.33","29","0.14","1.10","0.25","0","","",""
"40","K.J. Osborn","MIN","WR","17","2021","480","0.16","1.36","0.33","20","0.20","1.85","0.34","26","0.15","1.50","0.30","31","0.19","1.94","0.35","0","","",""
"41","Chase Claypool","PIT","WR","15","2021","478","0.21","1.80","0.35","15","0.33","3.00","0.50","11","","","0.00","18","0.28","2.50","0.42","0","","",""
"42","Zach Ertz","ARZ, PHI","TE","17","2021","474","0.23","1.61","0.38","2","","","0.00","17","0.12","2.00","0.32","10","0.20","3.40","0.54","0","","",""
"43","Tyler Lockett","SEA","WR","16","2021","473","0.22","2.48","0.51","5","0.40","4.60","1.86","19","0.16","4.05","0.88","14","0.14","0.29","0.10","0","","",""
"44","Cole Kmet","CHI","TE","17","2021","473","0.19","1.29","0.26","2","0.50","5.00","1.00","26","0.19","1.23","0.28","21","0.24","1.52","0.34","0","","",""
"45","Tyler Higbee","LA","TE","15","2021","473","0.17","1.18","0.31","5","0.40","2.60","0.66","13","0.23","4.23","0.65","9","0.33","4.89","0.82","0","","",""
"46","Emmanuel Sanders","BUF","WR","14","2021","472","0.15","1.33","0.28","9","0.11","1.78","0.29","40","0.15","0.90","0.17","28","0.18","1.39","0.25","0","","",""
"47","Tee Higgins","CIN","WR","14","2021","466","0.23","2.34","0.47","6","0.33","7.00","1.03","17","0.12","0.82","0.14","9","0.33","4.67","0.69","0","","",""
"48","DeVonta Smith","PHI","WR","17","2021","466","0.22","1.97","0.40","8","0.25","2.25","1.10","22","0.23","2.41","0.47","14","0.21","1.50","0.72","0","","",""
"49","Dawson Knox","BUF","TE","15","2021","464","0.15","1.27","0.35","4","","","0.00","17","0.24","2.41","0.48","9","0.33","3.22","0.66","0","","",""
"50","Jared Cook","LAC","TE","16","2021","463","0.17","1.22","0.29","15","0.27","2.00","0.33","13","0.15","2.23","0.38","19","0.26","1.89","0.35","0","","",""
"51","Zach Pascal","IND","WR","16","2021","458","0.15","0.84","0.21","3","0.33","3.67","2.70","34","0.09","0.65","0.12","12","0.08","","0.00","0","","",""
"52","Brandon Aiyuk","SF","WR","17","2021","458","0.18","1.80","0.37","1","","","0.00","12","","","0.00","9","","","0.00","0","","",""
"53","Tyler Conklin","MIN","TE","17","2021","457","0.18","1.30","0.30","15","0.07","0.40","0.11","12","0.25","2.92","0.54","16","0.19","0.88","0.28","0","","",""
"54","Deebo Samuel","SF","WR","16","2021","456","0.26","3.08","0.75","3","0.67","26.33","4.97","19","0.53","5.79","0.95","17","0.59","10.18","1.78","0","","",""
"55","Kalif Raymond","DET","WR","16","2021","450","0.16","1.28","0.29","7","0.14","2.86","0.43","38","0.08","0.79","0.13","37","0.11","1.35","0.22","0","","",""
"56","Laviska Shenault","JAX","WR","16","2021","445","0.22","1.39","0.29","2","","","0.00","37","0.24","1.35","0.32","7","0.14","","0.00","0","","",""
"57","Marquez Callaway","NO","WR","17","2021","442","0.19","1.58","0.34","7","0.14","","0.00","11","0.09","1.27","0.22","14","0.07","","0.00","0","","",""
"58","C.J. Uzomah","CIN","TE","16","2021","441","0.14","1.12","0.29","6","0.17","5.33","0.70","15","0.07","0.20","0.09","9","0.11","0.33","0.14","0","","",""
"59","Demarcus Robinson","KC","WR","17","2021","440","0.09","0.60","0.16","6","0.17","","0.00","20","0.05","0.45","0.10","17","","","0.00","0","","",""
"60","Adam Thielen","MIN","WR","13","2021","432","0.21","1.68","0.46","19","0.26","3.00","0.83","28","0.14","1.07","0.25","32","0.16","1.34","0.29","0","","",""
"61","Noah Fant","DEN","TE","16","2021","431","0.20","1.55","0.37","6","0.17","1.33","0.30","17","0.29","2.76","0.51","13","0.38","4.23","0.81","0","","",""
"62","Adam Humphries","WAS","WR","17","2021","431","0.14","0.89","0.18","3","","","0.00","12","0.17","0.83","0.25","10","0.20","1.00","0.30","0","","",""
"63","Evan Engram","NYG","TE","15","2021","422","0.16","0.97","0.25","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"64","Mecole Hardman","KC","WR","17","2021","417","0.19","1.66","0.34","6","","","0.00","25","0.12","0.76","0.20","16","0.19","1.19","0.31","0","","",""
"65","Jalen Guyton","LAC","WR","16","2021","409","0.11","1.10","0.24","14","0.14","1.57","0.23","15","0.13","1.80","0.31","17","0.12","1.29","0.19","0","","",""
"66","Jalen Reagor","PHI","WR","17","2021","403","0.14","0.74","0.19","6","0.17","1.50","0.32","19","0.26","2.11","0.79","12","0.33","4.08","1.24","0","","",""
"67","Odell Beckham","CLV, LA","WR","14","2021","400","0.21","1.34","0.32","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"68","Donovan Peoples-Jones","CLV","WR","14","2021","400","0.15","1.49","0.28","8","0.13","0.50","0.18","16","","","0.00","10","0.10","0.40","0.14","0","","",""
"69","Nelson Agholor","NE","WR","15","2021","399","0.15","1.19","0.26","15","0.07","","0.00","19","0.21","3.42","0.55","21","0.14","0.90","0.19","0","","",""
"70","Hunter Henry","NE","TE","17","2021","398","0.18","1.52","0.41","8","0.25","2.75","0.53","14","0.07","0.64","0.14","11","0.09","1.45","0.24","0","","",""
"71","Rashod Bateman","BLT","WR","12","2021","398","0.16","1.29","0.26","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"72","Kenny Golladay","NYG","WR","14","2021","392","0.19","1.33","0.23","4","","","0.00","27","0.19","2.37","0.39","12","0.17","2.58","0.43","0","","",""
"73","Allen Lazard","GB","WR","15","2021","392","0.15","1.31","0.36","8","0.13","1.75","0.30","12","0.25","0.17","0.10","12","0.17","1.33","0.30","0","","",""
"74","Kendrick Bourne","NE","WR","17","2021","390","0.17","2.05","0.47","10","","","0.00","13","0.08","1.31","0.21","13","0.08","1.31","0.21","0","","",""
"75","Russell Gage","ATL","WR","14","2021","383","0.24","2.01","0.43","0","","","0.00","28","0.04","","0.00","8","","","0.00","0","","",""
"76","T.J. Hockenson","DET","TE","12","2021","379","0.22","1.54","0.38","11","0.45","3.73","1.28","39","0.15","1.44","0.25","42","0.24","2.00","0.51","0","","",""
"77","Darren Waller","LV","TE","11","2021","376","0.24","1.77","0.36","28","0.32","1.86","0.54","27","0.33","1.96","0.42","32","0.41","1.69","0.54","0","","",""
"78","Zay Jones","LV","WR","17","2021","374","0.19","1.46","0.29","10","0.10","3.10","1.01","6","0.17","2.50","0.42","9","0.11","1.67","0.28","0","","",""
"79","Jamison Crowder","NYJ","WR","12","2021","374","0.19","1.20","0.30","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"80","Rob Gronkowski","TB","TE","12","2021","373","0.24","2.15","0.46","16","0.19","2.06","1.14","21","0.24","2.71","0.51","18","0.22","2.33","0.73","0","","",""
"81","George Kittle","SF","TE","14","2021","372","0.25","2.45","0.53","3","0.33","11.67","1.50","13","0.31","3.31","0.56","11","0.18","4.27","0.61","0","","",""
"82","Byron Pringle","KC","WR","17","2021","371","0.16","1.53","0.35","0","","","0.00","7","0.14","0.86","0.23","1","","","0.00","0","","",""
"83","Devin Duvernay","BLT","WR","16","2021","371","0.12","0.73","0.21","0","","","0.00","20","0.10","0.30","0.08","18","0.11","0.33","0.09","0","","",""
"84","Quez Watkins","PHI","WR","17","2021","370","0.16","1.75","0.31","7","0.14","0.29","0.17","10","0.20","2.10","0.41","7","0.29","1.71","0.46","0","","",""
"85","Damiere Byrd","CHI","WR","17","2021","365","0.10","0.90","0.18","0","","","0.00","21","0.14","0.90","0.23","12","","","0.00","0","","",""
"86","Olamide Zaccheaus","ATL","WR","17","2021","364","0.14","1.12","0.25","0","","","0.00","5","","","0.00","3","","","0.00","0","","",""
"87","Tyler Johnson","TB","WR","17","2021","363","0.15","0.99","0.20","0","","","0.00","0","","","0.00","1","1.00","","0.00","0","","",""
"88","Nico Collins","HST","WR","14","2021","353","0.16","1.26","0.24","13","0.08","0.54","0.13","12","0.08","","0.00","23","0.09","0.30","0.07","0","","",""
"89","Allen Robinson","CHI","WR","12","2021","349","0.19","1.17","0.25","2","","","0.00","37","0.27","0.95","0.26","26","0.27","1.04","0.30","0","","",""
"90","Darius Slayton","NYG","WR","13","2021","349","0.16","0.97","0.20","4","0.25","10.50","1.30","21","0.29","1.10","0.20","10","0.50","4.20","0.52","0","","",""
"91","Pat Freiermuth","PIT","TE","16","2021","347","0.22","1.43","0.44","3","","","0.00","3","0.33","8.00","1.13","3","0.33","8.00","1.13","0","","",""
"92","Freddie Swain","SEA","WR","17","2021","345","0.11","0.99","0.25","4","0.25","","0.00","8","","","0.00","7","0.14","","0.00","0","","",""
"93","Cedrick Wilson","DAL","WR","16","2021","334","0.18","1.80","0.44","4","0.25","3.25","0.58","16","0.13","0.69","0.19","9","0.11","0.22","0.13","0","","",""
"94","Gerald Everett","SEA","TE","15","2021","334","0.18","1.43","0.36","4","","","0.00","12","0.08","0.92","0.18","8","","","0.00","0","","",""
"95","A.J. Brown","TEN","WR","13","2021","334","0.31","2.60","0.54","16","0.19","1.13","0.61","19","0.21","1.63","0.27","20","0.30","1.50","0.60","0","","",""
"96","DeVante Parker","MIA","WR","10","2021","329","0.21","1.57","0.31","18","0.22","3.22","0.49","9","0.22","2.56","0.37","22","0.27","3.68","0.55","0","","",""
"97","Foster Moreau","LV","TE","17","2021","325","0.13","1.15","0.26","16","","","0.00","13","","","0.00","18","","","0.00","0","","",""
"98","Ray-Ray McCloud","PIT","WR","16","2021","325","0.19","0.85","0.21","1","","","0.00","0","","","0.00","1","","","0.00","0","","",""
"99","Keelan Cole","NYJ","WR","15","2021","325","0.14","1.38","0.24","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"100","Nick Westbrook-Ikhine","TEN","WR","16","2021","322","0.17","1.48","0.34","6","0.17","","0.00","6","","","0.00","5","","","0.00","0","","",""
"101","James Washington","PIT","WR","15","2021","318","0.13","0.90","0.21","3","0.33","0.33","0.37","3","0.33","3.00","0.63","4","0.25","0.25","0.28","0","","",""
"102","Jarvis Landry","CLV","WR","12","2021","316","0.25","1.80","0.43","8","0.13","1.13","0.24","18","0.17","1.67","0.38","11","0.18","1.64","0.35","0","","",""
"103","Gabriel Davis","BUF","WR","16","2021","313","0.20","1.75","0.40","7","0.43","5.71","1.71","26","0.08","","0.00","19","0.05","1.95","0.25","0","","",""
"104","Dallas Goedert","PHI","TE","15","2021","311","0.23","2.67","0.53","5","0.40","1.80","1.58","14","0.14","1.50","0.29","8","0.25","2.63","0.51","0","","",""
"105","Tajae Sharpe","ATL","WR","15","2021","309","0.11","0.74","0.16","0","","","0.00","4","","","0.00","2","","","0.00","0","","",""
"106","Michael Gallup","DAL","WR","9","2021","308","0.19","1.44","0.30","6","0.17","2.00","0.37","26","0.23","0.92","0.21","12","0.25","1.67","0.33","0","","",""
"107","DeAndre Hopkins","ARZ","WR","10","2021","307","0.20","1.86","0.48","12","0.17","1.08","0.28","13","0.31","5.00","1.19","19","0.26","3.21","0.53","0","","",""
"108","Austin Hooper","CLV","TE","16","2021","305","0.19","1.13","0.30","3","","","0.00","12","0.25","2.25","0.48","6","0.33","3.17","0.65","0","","",""
"109","Chester Rogers","TEN","WR","16","2021","301","0.14","1.00","0.22","15","0.20","3.27","0.46","14","0.21","0.93","0.24","16","0.19","3.00","0.43","0","","",""
"110","Elijah Moore","NYJ","WR","11","2021","297","0.25","1.81","0.47","6","","","0.00","27","0.15","-0.11","0.03","17","0.06","-0.18","0.04","0","","",""
"111","Robert Woods","LA","WR","9","2021","297","0.22","1.87","0.46","3","","","0.00","10","0.20","2.50","0.45","4","0.25","4.75","0.73","0","","",""
"112","David Njoku","CLV","TE","16","2021","297","0.18","1.60","0.36","5","0.40","6.00","0.80","8","0.25","5.38","0.66","7","0.29","4.29","0.57","0","","",""
"113","Tre'Quan Smith","NO","WR","11","2021","295","0.16","1.28","0.30","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"114","Chris Conley","HST","WR","16","2021","295","0.12","1.09","0.22","3","","","0.00","6","0.33","4.50","0.78","8","0.25","3.38","0.59","0","","",""
"115","Rashard Higgins","CLV","WR","15","2021","286","0.16","0.96","0.20","0","","","0.00","1","","","0.00","0","","","0.00","0","","",""
"116","Josh Palmer","LAC","WR","17","2021","283","0.17","1.25","0.33","2","","","0.00","5","0.20","3.40","0.54","3","0.33","5.67","0.90","0","","",""
"117","Cameron Brate","TB","TE","17","2021","282","0.18","0.87","0.28","6","","","0.00","5","","","0.00","5","","","0.00","0","","",""
"118","Marquez Valdes-Scantling","GB","WR","11","2021","280","0.19","1.54","0.31","13","0.31","1.00","0.25","11","0.36","0.36","0.13","14","0.36","1.21","0.34","0","","",""
"119","Ricky Seals-Jones","WAS","TE","13","2021","273","0.17","0.99","0.25","0","","","0.00","2","","","0.00","1","","","0.00","0","","",""
"120","Corey Davis","NYJ","WR","9","2021","272","0.22","1.81","0.39","6","","","0.00","31","0.19","2.87","0.61","21","0.10","2.62","0.36","0","","",""
"121","Laquon Treadwell","JAX","WR","12","2021","272","0.19","1.60","0.30","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"122","Ian Thomas","CAR","TE","17","2021","272","0.11","0.69","0.14","5","0.20","3.40","0.54","5","0.20","","0.00","8","0.25","2.13","0.34","0","","",""
"123","Terrace Marshall","CAR","WR","13","2021","267","0.11","0.52","0.12","10","0.30","","0.00","12","0.17","1.58","0.33","12","0.33","0.92","0.18","0","","",""
"124","Josh Reynolds","TEN, DET","WR","12","2021","266","0.18","1.49","0.30","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"125","Sammy Watkins","BLT","WR","12","2021","263","0.18","1.50","0.27","0","","","0.00","36","0.19","2.67","0.38","33","0.18","2.61","0.35","0","","",""
"126","Jack Doyle","IND","TE","17","2021","255","0.17","1.18","0.31","1","1.00","9.00","1.90","21","0.14","0.57","0.15","8","0.13","1.13","0.24","0","","",""
"127","Braxton Berrios","NYJ","WR","16","2021","253","0.25","1.70","0.46","5","","","0.00","23","0.30","2.22","0.44","13","0.31","3.69","0.60","0","","",""
"128","Ryan Griffin","NYJ","TE","14","2021","253","0.16","1.03","0.26","1","1.00","8.00","1.80","10","0.40","1.40","0.34","8","0.63","2.75","0.65","0","","",""
"129","Rondale Moore","ARZ","WR","14","2021","250","0.26","1.74","0.44","4","","","0.00","7","0.57","8.00","1.23","11","0.45","6.18","0.98","0","","",""
"130","DeAndre Carter","WAS","WR","17","2021","249","0.16","1.19","0.32","0","","","0.00","1","","","0.00","1","","","0.00","0","","",""
"131","Jerry Jeudy","DEN","WR","10","2021","249","0.22","1.88","0.34","9","0.33","3.11","0.53","13","0.31","3.38","0.65","12","0.25","3.00","0.55","0","","",""
"132","Anthony Firkser","TEN","TE","15","2021","246","0.17","1.18","0.30","12","0.17","0.67","0.23","11","0.18","1.00","0.19","11","0.09","","0.00","0","","",""
"133","Marquise Goodwin","CHI","WR","14","2021","245","0.16","1.28","0.23","1","1.00","19.00","2.90","14","0.14","1.21","0.26","12","0.25","3.00","0.55","0","","",""
"134","Dan Arnold","JAX, CAR","TE","11","2021","244","0.20","1.67","0.31","8","0.25","0.13","0.14","13","0.08","0.38","0.12","12","0.17","0.08","0.09","0","","",""
"135","Adam Trautman","NO","TE","13","2021","243","0.16","1.08","0.26","5","0.20","","0.00","8","0.50","2.25","0.60","10","0.50","1.80","0.48","0","","",""
"136","Tommy Tremble","CAR","TE","16","2021","242","0.13","0.74","0.22","2","","","0.00","1","","","0.00","3","","","0.00","0","","",""
"137","Julio Jones","TEN","WR","10","2021","239","0.19","1.82","0.34","11","0.27","0.82","0.17","20","0.10","1.00","0.20","16","0.19","1.19","0.24","0","","",""
"138","Mo Alie-Cox","IND","TE","17","2021","237","0.18","1.33","0.34","1","1.00","","0.00","16","0.06","","0.00","6","0.17","","0.00","0","","",""
"139","Antoine Wesley","ARZ","WR","15","2021","236","0.13","0.88","0.24","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"140","Durham Smythe","MIA","TE","17","2021","230","0.17","1.55","0.30","4","0.25","","0.00","4","0.25","2.25","0.48","6","0.17","","0.00","0","","",""
"141","Randall Cobb","GB","WR","12","2021","225","0.17","1.67","0.42","3","","","0.00","7","0.14","4.57","0.60","5","0.20","6.40","0.84","0","","",""
"142","Hayden Hurst","ATL","TE","13","2021","219","0.15","1.01","0.30","1","","","0.00","24","0.17","1.17","0.28","6","0.17","1.17","0.28","0","","",""
"143","Sterling Shepard","NYG","WR","7","2021","218","0.23","1.68","0.36","5","0.40","7.00","1.10","28","0.25","2.79","0.67","14","0.29","5.71","1.29","0","","",""
"144","T.Y. Hilton","IND","WR","10","2021","214","0.17","1.55","0.35","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"145","Henry Ruggs","LV","WR","7","2021","209","0.17","2.24","0.40","15","0.27","3.07","0.44","16","0.06","","0.00","19","0.11","","0.00","0","","",""
"146","Mack Hollins","MIA","WR","17","2021","207","0.14","1.08","0.29","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"147","Deonte Harris","NO","WR","13","2021","207","0.28","2.75","0.56","3","","","0.00","11","0.18","6.55","1.38","10","","","0.00","0","","",""
"148","Albert Wilson","MIA","WR","14","2021","207","0.18","1.03","0.23","12","0.08","","0.00","4","","","0.00","13","0.08","","0.00","0","","",""
"149","Kyle Rudolph","NYG","TE","16","2021","201","0.18","1.28","0.30","4","","","0.00","15","0.20","0.53","0.19","8","","","0.00","0","","",""
"150","John Bates","WAS","TE","17","2021","201","0.11","1.24","0.25","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"151","Tavon Austin","JAX","WR","13","2021","195","0.19","1.09","0.27","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"152","Calvin Ridley","ATL","WR","5","2021","193","0.27","1.46","0.37","1","1.00","16.00","2.60","33","0.21","1.06","0.23","11","0.36","2.09","0.39","0","","",""
"153","DeSean Jackson","LV, LA","WR","16","2021","190","0.18","2.39","0.40","4","0.25","0.75","0.33","5","0.20","3.60","0.56","6","0.33","3.50","0.68","0","","",""
"154","Dyami Brown","WAS","WR","15","2021","189","0.13","0.87","0.15","4","0.75","-0.50","0.20","17","0.06","","0.00","14","0.21","","0.00","0","","",""
"155","Kadarius Toney","NYG","WR","10","2021","188","0.29","2.23","0.44","0","","","0.00","3","0.67","-0.67","0.60","2","0.50","-3.00","0.20","0","","",""
"156","Josiah Deguara","GB","TE","16","2021","186","0.17","1.32","0.33","1","","","0.00","1","","","0.00","0","","","0.00","0","","",""
"157","Geoff Swaim","TEN","TE","16","2021","185","0.21","1.14","0.38","3","0.33","","0.00","8","","","0.00","5","0.20","","0.00","0","","",""
"158","Jordan Akins","HST","TE","13","2021","184","0.17","1.16","0.24","14","0.14","","0.00","7","","","0.00","17","0.06","","0.00","0","","",""
"159","Antonio Brown","TB","WR","7","2021","184","0.33","2.96","0.66","15","0.20","3.33","0.87","17","0.24","4.18","0.59","18","0.17","1.72","0.28","0","","",""
"160","Jauan Jennings","SF","WR","16","2021","183","0.20","1.54","0.45","0","","","0.00","2","","","0.00","2","","","0.00","0","","",""
"161","Will Dissly","SEA","TE","15","2021","182","0.14","1.27","0.28","2","","","0.00","16","0.19","2.31","0.42","11","0.09","0.82","0.17","0","","",""
"162","Tyler Kroft","NYJ","TE","9","2021","182","0.14","0.95","0.22","5","0.20","","0.00","25","0.16","1.04","0.22","16","0.13","0.63","0.13","0","","",""
"163","Denzel Mims","NYJ","WR","11","2021","178","0.11","0.75","0.12","0","","","0.00","3","0.33","13.33","1.67","1","","","0.00","0","","",""
"164","James O'Shaughnessy","JAX","TE","7","2021","177","0.19","1.38","0.28","2","","","0.00","31","0.26","1.55","0.35","7","0.14","","0.00","0","","",""
"165","Pharaoh Brown","HST","TE","15","2021","175","0.18","0.98","0.22","7","0.43","5.57","0.84","5","0.40","5.60","0.96","10","0.40","3.80","0.68","0","","",""
"166","Jamal Agnew","JAX","WR","10","2021","173","0.21","1.32","0.40","1","","","0.00","7","","","0.00","1","","","0.00","0","","",""
"167","Robert Tonyan","GB","TE","8","2021","172","0.15","1.19","0.29","9","0.11","0.33","0.14","10","0.20","0.50","0.15","11","0.09","0.45","0.14","0","","",""
"168","Brandon Zylstra","CAR","WR","13","2021","169","0.14","1.48","0.29","0","","","0.00","1","","","0.00","1","","","0.00","0","","",""
"169","Trinity Benson","DET","WR","8","2021","167","0.13","0.62","0.12","5","","","0.00","32","0.19","0.59","0.15","30","0.20","0.63","0.16","0","","",""
"170","Albert Okwuegbunam","DEN","TE","14","2021","164","0.24","2.01","0.47","5","0.40","2.00","1.80","11","","","0.00","11","0.18","1.09","0.20","0","","",""
"171","Anthony Schwartz","CLV","WR","14","2021","161","0.14","0.84","0.21","7","0.43","2.29","0.37","9","0.22","5.89","0.81","8","0.25","2.00","0.33","0","","",""
