"Player Details","","","","","","Overall","","","","","","","","","","","","","","","Wide","","","","","Slot","","","","","Inline","","","","","Backfield","","","",""
"Rank","Name","Team","POS","G","Season","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","+1 Rate","+2 Rate","+3 Rate","Neg Rate","TGT","REC","YDS","TD","AY","ADOR","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","SEP SCORE","YPRR","TPRR","WIN RATE"
"92","Mack Hollins","BUF","WR","17","2024","330","0.079","1.12","0.14","11.8","10.0","1.2","0.6","6.4","49","31","378","5","669","8.0","223","0.085","1.19","0.15","13.0","","","","","0.0","5","0.200","","","20.0","","","","","0.0"
"93","DeAndre Hopkins","TEN, KC","WR","16","2024","329","0.076","1.83","0.24","15.2","12.8","2.4","0.0","10.0","80","56","610","5","930","7.7","243","0.091","1.82","0.27","16.5","","","","","0.0","","","","","0.0","","","","","0.0"
"94","Cooper Kupp","LA","WR","12","2024","328","0.095","2.14","0.29","14.6","12.2","2.4","0.0","7.6","97","67","710","6","777","6.7","114","0.149","1.72","0.24","18.4","","","","","0.0","","","","","0.0","","","","","0.0"
"95","A.J. Brown","PHI","WR","13","2024","326","0.163","3.22","0.29","23.3","20.6","2.1","0.6","10.4","96","67","1079","7","1190","7.5","266","0.169","3.67","0.32","24.4","","","","","0.0","","","","","0.0","","","","","0.0"
"96","Breece Hall","NYJ","RB","16","2024","325","0.025","1.46","0.22","2.8","2.8","0.0","0.0","0.3","74","57","483","3","12","-1.0","38","0.026","1.21","0.16","2.6","","","","","0.0","9","0.000","3.11","0.44","0.0","264","0.019","1.51","0.23","2.3"
"97","Theo Johnson","NYG","TE","12","2024","322","0.006","1.00","0.12","4.3","4.3","0.0","0.0","3.7","41","29","331","1","276","4.4","25","0.080","","0.04","8.0","","","","","0.0","120","0.008","1.36","0.18","6.7","6","0.000","","","0.0"
"98","Kyren Williams","LA","RB","16","2024","322","0.012","0.56","0.12","1.9","1.9","0.0","0.0","0.6","38","34","182","2","-31","-2.3","20","0.050","","0.05","5.0","","","","","0.0","2","0.000","","","0.0","284","0.011","0.62","0.13","1.4"
"99","David Moore","CAR","WR","17","2024","314","-0.048","1.10","0.17","8.0","7.6","0.0","0.3","13.4","55","32","351","3","635","7.9","236","-0.038","0.93","0.16","9.3","","","","","0.0","1","0.000","","","0.0","","","","","0.0"
"100","Romeo Doubs","GB","WR","13","2024","312","0.144","1.90","0.22","23.7","19.9","3.5","0.3","13.5","71","46","601","4","870","9.6","271","0.125","1.87","0.21","22.1","","","","","0.0","","","","","0.0","","","","","0.0"
"101","Mark Andrews","BLT","TE","17","2024","311","0.158","2.05","0.21","16.4","13.5","1.9","1.0","4.5","69","55","673","11","746","6.5","51","0.118","2.46","0.31","17.6","","","","","0.0","62","0.113","2.17","0.22","9.7","1","0.000","","","0.0"
"102","Chase Brown","CIN","RB","16","2024","308","0.010","1.15","0.20","1.3","1.3","0.0","0.0","0.3","63","54","360","4","75","-1.9","31","0.032","1.52","0.26","6.5","","","","","0.0","5","0.200","9.40","0.60","20.0","251","0.004","0.99","0.18","0.4"
"103","Sterling Shepard","TB","WR","14","2024","305","0.046","1.07","0.16","11.5","10.8","0.7","0.0","7.2","50","32","334","1","486","7.8","162","0.019","1.10","0.18","8.6","","","","","0.0","","","","","0.0","1","0.000","","","0.0"
"104","Tim Patrick","DET","WR","16","2024","305","-0.007","1.27","0.15","7.2","6.2","1.0","0.0","8.9","45","33","394","3","512","9.2","243","-0.025","1.38","0.15","6.6","","","","","0.0","","","","","0.0","","","","","0.0"
"105","Chuba Hubbard","CAR","RB","15","2024","303","0.000","0.56","0.17","0.3","0.3","0.0","0.0","0.3","52","43","171","1","-76","-1.9","57","0.000","","0.02","1.8","","","","","0.0","","","","","0.0","226","0.000","0.73","0.20","0.0"
"106","Mike Williams","NYJ, PIT","WR","18","2024","302","-0.030","0.97","0.11","7.9","7.9","0.0","0.0","10.9","34","21","298","1","551","6.0","235","-0.021","0.96","0.12","8.1","","","","","0.0","","","","","0.0","","","","","0.0"
"107","D'Andre Swift","CHI","RB","17","2024","291","0.003","1.31","0.17","1.4","1.4","0.0","0.0","1.0","51","42","386","0","3","-2.2","47","-0.021","0.57","0.09","2.1","","","","","0.0","","","","","0.0","231","0.009","1.51","0.20","1.3"
"108","Aaron Jones","MIN","RB","17","2024","289","0.021","1.40","0.20","3.1","2.4","0.7","0.0","1.7","59","51","408","2","35","-1.3","15","0.000","4.29","0.53","13.3","","","","","0.0","10","0.100","5.60","0.30","10.0","256","0.020","1.11","0.18","2.3"
"109","Adam Thielen","CAR","WR","10","2024","288","0.101","2.10","0.21","13.5","11.5","1.7","0.3","5.9","61","48","615","5","714","6.5","74","0.027","1.49","0.15","10.8","","","","","0.0","","","","","0.0","","","","","0.0"
"110","Keon Coleman","BUF","WR","13","2024","288","0.010","1.87","0.19","12.5","11.1","1.4","0.0","12.8","56","29","556","4","858","6.9","254","0.004","1.93","0.19","13.0","","","","","0.0","","","","","0.0","","","","","0.0"
"111","Jerome Ford","CLV","RB","14","2024","286","-0.021","0.78","0.15","0.0","0.0","0.0","0.0","2.1","42","37","225","0","-21","-1.5","22","-0.045","","","0.0","","","","","0.0","62","-0.032","0.68","0.11","0.0","183","-0.016","0.88","0.17","0.0"
"112","Ja'Tavion Sanders","CAR","TE","16","2024","286","-0.021","1.17","0.15","3.8","3.5","0.3","0.0","6.3","43","33","342","1","260","4.2","50","-0.060","1.12","0.06","6.0","","","","","0.0","86","-0.012","1.66","0.22","4.7","3","0.000","","","0.0"
"113","Jordan Akins","CLV","TE","17","2024","283","0.007","1.35","0.19","6.0","5.7","0.4","0.0","5.7","55","40","390","2","341","4.3","45","0.000","1.69","0.20","11.1","","","","","0.0","133","0.000","1.41","0.18","3.0","2","0.000","","","0.0"
"114","Colby Parkinson","LA","TE","17","2024","282","0.021","1.03","0.16","9.2","8.2","1.1","0.0","8.2","46","30","294","1","277","5.0","23","0.130","0.50","0.04","26.1","","","","","0.0","206","0.034","0.92","0.13","7.3","","","","","0.0"
"115","Alvin Kamara","NO","RB","14","2024","280","0.039","1.93","0.31","3.6","2.9","0.0","0.7","1.1","87","68","543","2","58","-0.5","16","-0.125","3.31","0.56","0.0","","","","","0.0","","","","","0.0","214","0.019","1.69","0.28","1.4"
"116","Jahmyr Gibbs","DET","RB","17","2024","274","0.029","1.85","0.22","2.9","2.2","0.4","0.4","1.1","61","52","517","4","-38","-1.7","28","-0.036","1.69","0.21","0.0","","","","","0.0","","","","","0.0","221","0.045","2.04","0.24","3.6"
"117","Puka Nacua","LA","WR","11","2024","273","0.103","3.59","0.38","15.8","13.6","1.8","0.4","8.1","104","79","990","3","836","6.5","187","0.107","3.65","0.38","17.1","","","","","0.0","","","","","0.0","1","0.000","9.00","1.00","0.0"
"118","Ricky Pearsall","SF","WR","11","2024","272","0.055","1.45","0.16","14.0","11.8","2.2","0.0","10.7","45","31","400","3","510","8.1","167","0.066","1.77","0.19","16.2","","","","","0.0","","","","","0.0","","","","","0.0"
"119","T.J. Hockenson","MIN","TE","10","2024","271","0.044","1.65","0.21","7.7","6.6","0.7","0.4","4.8","58","41","455","0","523","7.5","37","0.054","3.03","0.31","8.1","","","","","0.0","158","0.051","1.36","0.19","7.0","","","","","0.0"
"120","Tony Pollard","TEN","RB","16","2024","270","0.000","0.88","0.21","0.7","0.7","0.0","0.0","0.7","56","41","238","0","-9","-1.8","20","-0.050","1.80","0.20","0.0","","","","","0.0","2","0.000","","0.50","0.0","222","0.000","0.57","0.19","0.5"
"121","Rachaad White","TB","RB","16","2024","268","-0.007","1.44","0.21","0.4","0.4","0.0","0.0","1.1","56","51","393","6","-123","-3.3","19","0.000","","","0.0","","","","","0.0","","","","","0.0","216","-0.005","1.63","0.21","0.5"
"122","Marquez Valdes-Scantling","BUF, NO","WR","14","2024","266","0.056","1.52","0.15","10.9","9.8","1.1","0.0","6.4","42","19","411","4","786","8.6","209","0.024","1.47","0.15","9.6","","","","","0.0","","","","","0.0","","","","","0.0"
"123","Will Dissly","LAC","TE","15","2024","265","0.038","1.79","0.23","8.7","7.9","0.8","0.0","5.3","62","50","481","2","296","4.8","41","0.049","0.68","0.15","12.2","","","","","0.0","135","0.037","2.33","0.28","7.4","1","0.000","15.00","1.00","0.0"
"124","Greg Dortch","ARZ","WR","17","2024","265","0.057","1.28","0.18","10.2","9.1","1.1","0.0","5.3","48","37","342","3","197","3.2","87","0.069","0.60","0.13","11.5","","","","","0.0","","","","","0.0","9","0.000","1.33","0.33","0.0"
"125","Olamide Zaccheaus","WAS","WR","17","2024","264","0.053","1.87","0.23","11.4","9.8","1.1","0.4","7.6","63","45","506","3","409","6.2","128","0.039","2.14","0.25","10.9","","","","","0.0","","","","","0.0","1","0.000","27.00","1.00","0.0"
"126","Brandin Cooks","DAL","WR","10","2024","262","0.011","0.98","0.19","13.0","10.7","2.3","0.0","14.1","51","26","259","3","655","7.8","194","-0.005","1.05","0.20","13.4","","","","","0.0","","","","","0.0","","","","","0.0"
"127","Noah Gray","KC","TE","17","2024","262","0.019","1.62","0.17","5.0","4.6","0.4","0.0","3.4","47","40","437","5","323","5.7","42","0.024","0.76","0.10","7.1","","","","","0.0","133","0.000","1.84","0.18","2.3","9","0.000","0.11","0.22","0.0"
"128","Grant Calcaterra","PHI","TE","17","2024","260","-0.023","1.12","0.11","5.4","5.0","0.4","0.0","8.1","29","24","298","1","202","6.2","25","-0.160","0.40","0.08","0.0","","","","","0.0","105","-0.048","1.40","0.15","4.8","1","0.000","","","0.0"
"129","Austin Hooper","NE","TE","17","2024","259","0.004","1.80","0.23","5.8","5.0","0.8","0.0","6.2","60","45","476","3","467","5.3","34","0.088","0.63","0.09","17.6","","","","","0.0","166","0.006","2.10","0.25","4.8","","","","","0.0"
"130","Brenton Strange","JAX","TE","17","2024","258","0.054","1.56","0.21","7.4","6.2","0.8","0.4","3.5","54","40","411","2","394","4.6","38","0.053","2.02","0.17","10.5","","","","","0.0","99","0.061","1.44","0.17","5.1","3","0.000","","","0.0"
"131","Jalen Coker","CAR","WR","11","2024","257","0.058","1.83","0.17","12.1","11.3","0.8","0.0","7.0","45","32","478","2","517","7.6","100","0.070","1.59","0.18","14.0","","","","","0.0","","","","","0.0","","","","","0.0"
"132","Devaughn Vele","DEN","WR","13","2024","256","0.090","1.76","0.20","14.5","12.5","2.0","0.0","7.4","54","41","475","3","455","9.1","77","0.065","1.63","0.24","15.6","","","","","0.0","3","0.333","","","33.3","","","16.00","1.00","0.0"
"133","Dawson Knox","BUF","TE","16","2024","256","0.008","1.18","0.12","7.4","6.3","1.2","0.0","7.8","31","22","311","1","317","6.2","39","-0.051","1.03","0.10","7.7","","","","","0.0","110","0.073","1.80","0.15","9.1","2","0.000","","","0.0"
"134","Kendrick Bourne","NE","WR","12","2024","254","0.016","1.17","0.15","10.6","10.2","0.4","0.0","9.1","38","28","305","1","363","7.6","199","0.015","1.41","0.17","11.1","","","","","0.0","","","","","0.0","","","","","0.0"
"135","Javonte Williams","DEN","RB","17","2024","253","0.008","1.31","0.25","0.8","0.8","0.0","0.0","0.0","66","52","346","0","-24","-1.0","9","0.000","1.89","0.22","0.0","","","","","0.0","8","0.000","1.11","0.33","0.0","234","0.009","1.31","0.25","0.9"
"136","Rhamondre Stevenson","NE","RB","15","2024","252","0.004","0.66","0.16","0.8","0.8","0.0","0.0","0.4","41","33","168","1","-41","-1.5","26","0.000","0.54","0.12","0.0","","","","","0.0","11","0.000","2.00","0.18","0.0","203","0.005","0.64","0.17","1.0"
"137","Cedric Tillman","CLV","WR","11","2024","252","0.040","1.34","0.18","9.9","8.3","0.8","0.8","7.5","46","29","339","3","547","6.5","186","0.016","1.26","0.18","9.7","","","","","0.0","","","","","0.0","","","","","0.0"
"138","Tyrone Tracy","NYG","RB","17","2024","250","-0.008","1.12","0.20","0.0","0.0","0.0","0.0","0.4","51","38","284","1","16","-0.7","35","0.000","0.27","0.11","0.0","","","","","0.0","","","","","0.0","191","-0.010","1.27","0.22","0.0"
"139","Zach Charbonnet","SEA","RB","17","2024","248","-0.008","1.35","0.18","0.0","0.0","0.0","0.0","0.8","46","42","340","1","-46","-1.3","44","0.000","0.41","0.09","0.0","","","","","0.0","4","0.000","1.75","0.50","0.0","184","-0.011","1.60","0.19","0.0"
"140","Isaiah Likely","BLT","TE","16","2024","248","0.052","1.82","0.22","9.7","8.1","1.2","0.4","6.5","57","42","477","6","503","4.7","36","0.028","1.64","0.14","8.3","","","","","0.0","77","-0.013","1.87","0.23","1.3","2","0.000","4.50","0.50","0.0"
"141","Jonathan Mingo","DAL, CAR","WR","17","2024","246","-0.024","0.67","0.16","8.9","8.5","0.4","0.0","11.8","41","17","167","0","428","7.2","147","-0.075","0.59","0.18","9.5","","","","","0.0","1","0.000","","","0.0","","","","1.00","0.0"
"142","Stefon Diggs","HST","WR","8","2024","246","0.106","1.97","0.25","15.9","13.4","2.0","0.4","8.1","62","47","496","3","534","7.0","112","0.143","2.50","0.29","18.8","","","","","0.0","1","0.000","","","0.0","4","0.250","4.50","0.25","25.0"
"143","Tutu Atwell","LA","WR","17","2024","246","0.077","2.28","0.25","12.2","7.7","4.5","0.0","8.9","61","42","562","0","737","9.9","158","0.070","2.03","0.26","13.9","","","","","0.0","","","","","0.0","","","","","0.0"
"144","Saquon Barkley","PHI","RB","16","2024","244","0.020","1.09","0.15","2.9","2.0","0.8","0.0","1.6","39","33","278","2","109","-1.4","15","0.000","","","0.0","","","","","0.0","","","","","0.0","211","0.024","1.21","0.16","3.3"
"145","Dontayvion Wicks","GB","WR","17","2024","243","0.202","1.67","0.30","21.8","17.7","3.7","0.4","6.2","74","39","415","5","894","9.9","165","0.224","1.87","0.27","22.4","","","","","0.0","3","0.333","-0.33","0.33","33.3","","","","","0.0"
"146","Dalton Kincaid","BUF","TE","13","2024","243","0.053","1.76","0.28","10.7","10.3","0.4","0.0","5.8","71","44","448","2","591","5.5","33","0.030","1.51","0.23","9.1","","","","","0.0","64","0.031","2.46","0.35","7.8","3","0.000","","","0.0"
"147","Xavier Hutchinson","HST","WR","16","2024","241","0.046","0.48","0.10","17.0","17.0","0.0","0.0","12.4","24","12","117","0","276","9.5","161","0.000","0.28","0.09","15.5","","","","","0.0","","","","","0.0","1","0.000","","","0.0"
"148","Lil'Jordan Humphrey","DEN","WR","17","2024","240","0.038","1.16","0.17","11.3","10.4","0.4","0.4","8.8","44","31","293","1","282","6.9","90","0.033","1.24","0.19","8.9","","","","","0.0","3","0.000","0.33","0.33","0.0","","","","","0.0"
"149","Foster Moreau","NO","TE","17","2024","239","0.029","1.68","0.17","4.6","3.8","0.8","0.0","2.5","42","32","413","5","425","5.3","19","-0.053","","","0.0","","","","","0.0","155","0.058","1.87","0.19","6.5","","","","","0.0"
"150","Diontae Johnson","CAR, HST, BLT","WR","12","2024","237","0.072","1.56","0.27","17.3","15.6","1.7","0.0","11.8","65","33","375","3","695","8.2","186","0.059","1.39","0.24","15.6","","","","","0.0","","","","","0.0","","","","","0.0"
"151","Troy Franklin","DEN","WR","16","2024","236","0.089","1.06","0.20","12.7","9.7","2.5","0.4","7.2","49","28","263","2","691","7.3","156","0.083","0.83","0.19","12.8","","","","","0.0","","","","","0.0","","","","","0.0"
"152","Noah Brown","WAS","WR","11","2024","235","0.140","1.84","0.22","18.3","15.3","2.1","0.9","8.1","54","35","453","1","632","10.0","192","0.125","2.02","0.22","17.2","","","","","0.0","","","","","0.0","","","","","0.0"
"153","James Conner","ARZ","RB","16","2024","235","0.004","1.75","0.22","1.3","1.3","0.0","0.0","0.9","52","47","414","1","-84","-2.0","28","0.000","0.07","0.07","7.1","","","","","0.0","","","","","0.0","197","0.005","2.07","0.25","0.5"
"154","Jonathan Taylor","IND","RB","14","2024","234","0.000","0.58","0.13","0.4","0.4","0.0","0.0","0.4","30","18","136","1","-22","-1.7","18","-0.056","","0.06","0.0","","","","","0.0","","","","","0.0","210","0.005","0.61","0.13","0.5"
"155","Ameer Abdullah","LV","RB","16","2024","233","0.017","1.08","0.19","1.7","1.7","0.0","0.0","0.0","46","40","261","3","8","-1.5","14","0.000","0.57","0.21","0.0","","","","","0.0","","","","","0.0","208","0.014","1.13","0.20","1.4"
"156","Rico Dowdle","DAL","RB","16","2024","231","0.004","1.07","0.21","0.4","0.4","0.0","0.0","0.0","49","39","249","3","1","-2.3","10","0.000","","","0.0","","","","","0.0","1","0.000","","","0.0","204","0.005","1.04","0.22","0.5"
"157","Tommy Tremble","CAR","TE","12","2024","230","-0.009","1.01","0.13","4.3","4.3","0.0","0.0","5.2","31","23","234","2","180","3.7","30","-0.200","1.84","0.13","3.3","","","","","0.0","101","0.030","1.06","0.15","5.0","3","0.000","1.33","0.67","0.0"
"158","Evan Engram","JAX","TE","9","2024","228","0.053","1.57","0.27","8.3","7.5","0.4","0.4","4.4","62","47","365","1","347","4.8","46","0.174","1.22","0.18","17.4","","","","","0.0","88","0.034","1.92","0.30","5.7","1","0.000","","","0.0"
"159","Dyami Brown","WAS","WR","16","2024","227","0.084","1.32","0.17","14.1","12.3","0.9","0.9","8.4","39","30","308","1","299","7.8","174","0.069","1.28","0.15","13.8","","","","","0.0","","","","","0.0","","","","","0.0"
"160","Travis Etienne","JAX","RB","15","2024","225","-0.004","1.11","0.23","0.4","0.4","0.0","0.0","0.9","52","39","254","0","-2","-1.9","16","-0.063","","","0.0","","","","","0.0","","","","","0.0","205","0.000","1.22","0.25","0.5"
"161","Christian Watson","GB","WR","15","2024","225","0.187","2.65","0.22","22.2","18.7","3.6","0.0","7.1","51","29","620","2","935","10.4","159","0.214","2.73","0.22","23.3","","","","","0.0","2","-0.500","","","0.0","","","","","0.0"
"162","Ja'Lynn Polk","NE","WR","15","2024","223","0.067","0.38","0.13","16.6","15.7","0.9","0.0","10.3","31","12","87","2","375","7.2","181","0.099","0.44","0.13","18.8","","","","","0.0","","","","","0.0","","","","","0.0"
"163","Mason Tipton","NO","WR","11","2024","221","-0.018","0.44","0.12","6.3","5.9","0.5","0.0","8.1","26","14","99","0","315","8.5","163","-0.006","0.44","0.12","8.0","","","","","0.0","","","","","0.0","1","0.000","","","0.0"
"164","Gabe Davis","JAX","WR","10","2024","221","0.000","1.05","0.18","11.3","10.4","0.9","0.0","12.2","42","20","239","2","608","10.8","176","-0.006","0.97","0.19","11.9","","","","","0.0","","","","","0.0","","","","","0.0"
"165","John Metchie","HST","WR","13","2024","220","0.036","1.15","0.16","10.9","9.5","1.4","0.0","8.6","36","24","254","1","321","7.5","88","0.023","1.23","0.19","9.1","","","","","0.0","","","","","0.0","","","","","0.0"
"166","JuJu Smith-Schuster","KC","WR","14","2024","220","-0.018","1.04","0.12","7.3","6.4","0.5","0.5","10.5","26","18","231","2","136","6.5","125","-0.016","1.08","0.13","5.6","","","","","0.0","2","0.000","","","0.0","","","","","0.0"
"167","D.J. Turner","LV","WR","12","2024","219","0.000","0.71","0.12","6.4","5.9","0.5","0.0","6.4","27","16","158","1","234","6.4","56","0.000","1.09","0.12","7.1","","","","","0.0","1","0.000","","","0.0","3","0.333","","0.33","33.3"
"168","Chris Godwin","TB","WR","7","2024","216","0.079","2.62","0.28","17.6","16.7","0.9","0.0","10.6","61","50","576","5","337","6.6","77","0.039","1.82","0.25","13.0","","","","","0.0","","","","","0.0","","","","","0.0"
"169","Justice Hill","BLT","RB","16","2024","216","0.028","1.73","0.22","2.3","1.4","0.9","0.0","0.5","48","42","383","3","-41","-2.2","8","-0.125","0.75","0.25","0.0","","","","","0.0","3","0.000","4.33","0.33","0.0","189","0.037","1.65","0.21","2.6"
"170","Kylen Granson","IND","TE","17","2024","213","-0.009","0.82","0.14","6.1","6.1","0.0","0.0","7.0","30","14","182","0","327","6.0","25","0.040","1.22","0.15","12.0","","","","","0.0","90","0.000","0.84","0.13","6.7","2","0.500","","","50.0"
"171","Bucky Irving","TB","RB","17","2024","211","0.005","1.82","0.24","0.5","0.5","0.0","0.0","0.0","52","47","392","0","-160","-3.5","20","0.000","1.27","0.18","0.0","","","","","0.0","1","0.000","","","0.0","168","0.006","1.92","0.24","0.6"
"172","Josh Jacobs","GB","RB","17","2024","211","0.009","1.62","0.19","0.9","0.9","0.0","0.0","0.0","41","36","342","1","-70","-3.5","15","0.000","1.53","0.20","0.0","","","","","0.0","2","0.000","","","0.0","188","0.011","1.59","0.19","1.1"
"173","Kenneth Walker","SEA","RB","11","2024","209","0.000","1.43","0.24","0.5","0.5","0.0","0.0","0.5","51","46","299","1","-70","-1.0","40","-0.025","0.50","0.18","0.0","","","","","0.0","1","0.000","","","0.0","156","0.006","1.78","0.28","0.6"
"174","Malik Washington","MIA","WR","14","2024","208","0.014","1.07","0.17","5.8","5.8","0.0","0.0","4.3","36","26","223","0","194","6.1","93","0.032","1.50","0.19","7.5","","","","","0.0","2","0.000","","","0.0","","","","","0.0"
"175","Curtis Samuel","BUF","WR","14","2024","208","-0.010","1.20","0.21","9.1","8.7","0.5","0.0","10.6","45","31","253","1","206","5.1","100","-0.040","1.63","0.20","11.0","","","","","0.0","2","-0.500","4.50","1.00","0.0","6","0.167","-0.17","0.33","16.7"
"176","Luke McCaffrey","WAS","WR","17","2024","208","0.096","0.77","0.11","12.5","9.6","2.9","0.0","5.8","24","18","168","0","169","6.4","53","0.094","0.64","0.09","17.0","","","","","0.0","","","","","0.0","","","","","0.0"
"177","Michael Mayer","LV","TE","11","2024","205","0.000","0.74","0.15","2.9","2.4","0.0","0.5","3.9","32","21","156","0","187","3.8","17","-0.059","0.41","0.12","0.0","","","","","0.0","111","0.027","0.67","0.14","3.6","1","0.000","","","0.0"
"178","Jalen Brooks","DAL","WR","14","2024","203","0.020","0.86","0.14","10.3","9.4","1.0","0.0","8.9","29","12","177","1","412","8.2","164","0.024","1.07","0.16","11.6","","","","","0.0","1","0.000","","","0.0","","","","","0.0"
"179","Brandon Aiyuk","SF","WR","7","2024","200","0.245","1.82","0.21","30.5","24.0","6.5","0.0","12.5","43","25","374","0","536","10.1","159","0.264","1.65","0.18","32.1","","","","","0.0","","","","","0.0","","","","","0.0"
"180","Christian Kirk","JAX","WR","8","2024","199","0.141","1.84","0.23","17.6","13.6","3.5","0.5","8.0","47","27","379","1","640","7.9","39","0.179","2.54","0.15","15.4","","","","","0.0","","","","","0.0","","","","","0.0"
"181","Jaylen Warren","PIT","RB","15","2024","198","-0.005","1.52","0.22","0.0","0.0","0.0","0.0","0.5","44","38","310","0","-2","-1.6","6","0.000","","0.17","0.0","","","","","0.0","18","0.000","1.47","0.21","0.0","171","-0.006","1.55","0.22","0.0"
"182","Dallas Goedert","PHI","TE","10","2024","198","0.051","2.37","0.25","10.6","9.1","1.5","0.0","7.1","52","42","496","2","362","6.4","26","-0.077","5.38","0.38","7.7","","","","","0.0","78","0.103","2.43","0.29","11.5","3","0.000","2.00","0.33","0.0"
"183","Najee Harris","PIT","RB","17","2024","197","-0.005","1.42","0.23","0.0","0.0","0.0","0.0","0.5","46","36","283","0","-69","-2.3","6","0.000","","","0.0","","","","","0.0","8","0.000","4.25","0.38","0.0","182","-0.005","1.35","0.23","0.0"
"184","Joe Mixon","HST","RB","14","2024","197","0.036","1.55","0.25","4.6","4.1","0.5","0.0","1.5","49","36","309","1","-9","-1.1","7","-0.143","1.29","0.43","0.0","","","","","0.0","","","","","0.0","176","0.040","1.58","0.24","4.5"
"185","Austin Ekeler","WAS","RB","12","2024","197","0.010","1.84","0.21","2.0","2.0","0.0","0.0","1.0","41","35","366","0","-61","-1.2","14","0.000","4.57","0.57","0.0","","","","","0.0","2","0.000","","","0.0","119","-0.008","1.79","0.23","0.0"
"186","Drew Sample","CIN","TE","17","2024","194","-0.026","0.56","0.11","0.0","0.0","0.0","0.0","2.6","22","20","109","1","30","1.3","12","-0.167","","","0.0","","","","","0.0","132","0.000","0.73","0.13","0.0","36","0.000","0.22","0.08","0.0"
"187","Alexander Mattison","LV","RB","14","2024","193","-0.010","1.52","0.24","0.0","0.0","0.0","0.0","1.0","46","36","294","1","-4","-2.1","16","0.000","","","0.0","","","","","0.0","","","","","0.0","168","-0.012","1.70","0.27","0.0"
"188","KaVontae Turpin","DAL","WR","17","2024","191","0.068","2.15","0.25","11.0","9.4","1.6","0.0","5.8","48","31","420","2","450","6.5","41","0.000","1.67","0.29","9.8","","","","","0.0","","","","","0.0","3","0.333","","","33.3"
"189","James Cook","BUF","RB","16","2024","191","0.021","1.34","0.20","2.1","1.6","0.5","0.0","0.5","38","32","258","2","15","-2.3","7","0.000","4.14","0.29","0.0","","","","","0.0","1","0.000","","","0.0","171","0.029","1.32","0.20","2.3"
"190","Jalin Hyatt","NYG","WR","16","2024","191","0.016","0.32","0.10","8.4","7.3","1.0","0.0","7.9","19","8","62","0","349","9.9","173","0.012","0.35","0.11","8.7","","","","","0.0","","","","","0.0","","","","","0.0"
"191","Adonai Mitchell","IND","WR","17","2024","190","0.168","1.61","0.27","21.1","16.8","2.6","1.6","9.5","52","23","312","0","753","8.5","144","0.194","1.77","0.31","23.6","","","","","0.0","","","","","0.0","","","","","0.0"
"192","J.K. Dobbins","LAC","RB","13","2024","187","0.016","0.82","0.19","1.6","1.6","0.0","0.0","0.0","36","32","153","0","-46","-2.4","9","0.000","","","0.0","","","","","0.0","1","0.000","","","0.0","165","0.018","0.87","0.21","1.8"
"193","Cedrick Wilson","NO","WR","15","2024","185","0.076","1.12","0.14","9.7","8.6","1.1","0.0","3.2","27","20","211","1","199","7.5","103","0.117","0.90","0.13","12.6","","","","","0.0","","","","","0.0","","","","","0.0"
"194","Tyler Johnson","LA","WR","15","2024","184","0.011","1.56","0.21","13.0","13.0","0.0","0.0","12.0","40","26","291","1","256","6.8","125","0.040","1.95","0.24","15.2","","","","","0.0","1","0.000","","","0.0","","","","","0.0"
"195","Nelson Agholor","BLT","WR","14","2024","184","0.027","1.22","0.14","10.9","10.9","0.0","0.0","8.2","27","14","231","2","379","7.4","80","-0.025","1.15","0.15","5.0","","","","","0.0","9","0.000","","","0.0","","","","","0.0"
"196","AJ Barner","SEA","TE","17","2024","183","-0.038","1.32","0.20","3.3","3.3","0.0","0.0","7.1","37","30","245","4","137","5.3","23","0.000","0.74","0.17","4.3","","","","","0.0","79","-0.013","1.88","0.26","5.1","3","0.000","4.33","0.33","0.0"
"197","Josh Reynolds","DEN, JAX","WR","9","2024","182","0.011","1.03","0.13","11.5","11.5","0.0","0.0","10.4","24","13","194","1","259","8.5","144","0.000","1.07","0.13","12.5","","","","","0.0","","","","","0.0","","","","","0.0"
"198","Samaje Perine","KC","RB","17","2024","180","-0.006","1.70","0.17","0.6","0.6","0.0","0.0","1.1","33","28","322","1","21","-2.3","6","-0.167","","","0.0","","","","","0.0","3","0.000","4.67","0.33","0.0","163","0.000","1.74","0.18","0.6"
"199","Mike Woods","CLV","WR","5","2024","179","-0.050","0.36","0.09","3.9","3.4","0.6","0.0","9.5","17","7","65","0","176","8.1","132","-0.076","0.41","0.09","3.8","","","","","0.0","5","0.000","","","0.0","","","","","0.0"
"200","Marvin Mims","DEN","WR","17","2024","174","0.023","2.78","0.28","6.9","5.7","1.1","0.0","5.7","50","39","503","6","357","4.2","89","0.056","0.66","0.17","10.1","","","","","0.0","2","0.000","5.50","0.50","0.0","21","0.000","4.36","0.36","0.0"
"201","Johnny Mundt","MIN","TE","17","2024","174","0.006","0.79","0.13","6.9","6.9","0.0","0.0","6.3","24","19","142","2","98","4.4","31","0.000","0.50","0.13","6.5","","","","","0.0","95","0.000","0.87","0.14","7.4","1","0.000","","","0.0"
