"Player Details","","","","","","Overall","","","","","","","","","","","","","","","Wide","","","","","Slot","","","","","Inline","","","","","Backfield","","","",""
"Rank","Name","Team","POS","G","Season","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","+1 Rate","+2 Rate","+3 Rate","Neg Rate","TGT","REC","YDS","TD","AY","ADOR","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","SEP SCORE","YPRR","TPRR","WIN RATE"
"202","Dare Ogunbowale","HST","RB","17","2024","172","0.017","1.14","0.15","2.9","2.3","0.6","0.0","1.7","26","19","198","1","58","-1.1","12","0.083","","","16.7","","","","","0.0","","","","","0.0","141","0.014","1.14","0.16","2.1"
"203","Chris Olave","NO","WR","8","2024","172","0.134","2.26","0.24","17.4","14.0","2.9","0.6","8.1","42","32","400","1","468","9.5","123","0.187","2.18","0.23","22.0","","","","","0.0","","","","","0.0","2","0.000","6.00","0.50","0.0"
"204","Lucas Krull","DEN","TE","13","2024","172","-0.006","0.84","0.12","5.2","4.7","0.0","0.6","7.0","22","19","152","0","112","5.5","27","0.000","0.93","0.10","11.1","","","","","0.0","78","0.013","0.65","0.13","3.8","2","0.500","7.50","0.50","50.0"
"205","Ty Johnson","BUF","RB","17","2024","171","0.029","1.58","0.14","4.1","2.9","1.2","0.0","2.3","25","18","284","3","196","-0.4","16","0.063","1.50","0.06","6.3","","","","","0.0","7","-0.143","","0.14","0.0","122","0.025","1.76","0.16","3.3"
"206","Robert Woods","HST","WR","15","2024","170","0.006","1.18","0.17","12.4","11.8","0.6","0.0","12.4","29","20","203","0","266","7.4","103","0.000","1.16","0.16","14.6","","","","","0.0","","","","","0.0","","","","","0.0"
"207","Kareem Hunt","KC","RB","13","2024","168","-0.018","1.05","0.17","0.0","0.0","0.0","0.0","1.2","28","23","176","0","-46","-2.1","16","-0.125","","","0.0","","","","","0.0","5","0.000","3.40","0.60","0.0","140","-0.007","1.14","0.18","0.0"
"208","Luke Schoonmaker","DAL","TE","17","2024","167","0.030","1.43","0.20","7.8","6.0","1.8","0.0","6.6","34","27","241","1","203","5.3","16","0.125","1.19","0.19","12.5","","","","","0.0","85","0.071","1.64","0.22","9.4","1","0.000","","","0.0"
"209","Josh Oliver","MIN","TE","15","2024","164","0.067","1.54","0.16","11.6","11.6","0.0","0.0","4.9","27","22","258","3","220","5.1","6","0.000","","0.33","16.7","","","","","0.0","145","0.069","1.66","0.16","10.3","","","","","0.0"
"210","Trey Palmer","TB","WR","15","2024","158","0.019","1.06","0.13","10.1","8.9","1.3","0.0","9.5","21","12","172","1","267","9.9","115","-0.009","0.94","0.12","10.4","","","","","0.0","","","","","0.0","","","","","0.0"
"211","Rashid Shaheed","NO","WR","6","2024","158","0.076","2.17","0.25","13.3","8.2","3.8","1.3","12.0","40","20","349","3","708","8.1","118","0.042","2.21","0.21","11.9","","","","","0.0","","","","","0.0","1","0.000","","","0.0"
"212","Kevin Austin","NO","WR","8","2024","157","0.006","0.94","0.14","4.5","4.5","0.0","0.0","3.8","23","11","151","0","301","9.0","126","0.024","0.81","0.14","5.6","","","","","0.0","","","","","0.0","","","","","0.0"
"213","Brock Wright","DET","TE","17","2024","154","0.006","0.64","0.10","3.2","3.2","0.0","0.0","2.6","16","13","100","2","85","2.7","14","0.000","","","7.1","","","","","0.0","115","0.017","0.77","0.11","3.5","6","-0.167","","0.17","0.0"
"214","Zay Jones","ARZ","WR","11","2024","154","0.078","0.54","0.07","11.7","10.4","1.3","0.0","5.2","11","8","84","0","120","8.3","122","0.066","0.51","0.06","10.7","","","","","0.0","","","","","0.0","","","","","0.0"
"215","Josh Whyle","TEN","TE","17","2024","152","-0.033","1.60","0.24","1.3","1.3","0.0","0.0","4.6","37","28","248","1","194","4.6","26","0.000","1.12","0.19","3.8","","","","","0.0","72","-0.042","2.38","0.30","0.0","","","","","0.0"
"216","Tyjae Spears","TEN","RB","12","2024","152","0.007","1.45","0.23","0.7","0.7","0.0","0.0","0.0","35","30","224","1","-40","-3.0","7","0.000","-0.43","0.29","0.0","","","","","0.0","6","0.000","","","0.0","131","0.008","1.68","0.24","0.8"
"217","Jordan Mason","SF","RB","12","2024","149","-0.013","0.60","0.09","1.3","0.7","0.7","0.0","3.4","14","11","90","0","54","-0.4","12","-0.333","","0.08","0.0","","","","","0.0","1","0.000","","","0.0","124","0.024","0.73","0.10","1.6"
"218","Elijah Higgins","ARZ","TE","17","2024","148","0.047","1.14","0.15","8.8","6.8","1.4","0.7","6.8","23","20","172","2","123","3.8","21","0.000","0.86","0.05","4.8","","","","","0.0","82","0.110","1.37","0.18","12.2","3","0.000","0.33","0.33","0.0"
"219","Devin Singletary","NYG","RB","15","2024","145","-0.007","0.81","0.16","0.0","0.0","0.0","0.0","0.7","24","21","119","0","-63","-1.9","16","-0.063","","","0.0","","","","","0.0","","","","","0.0","121","0.000","0.93","0.19","0.0"
"220","Darnell Washington","PIT","TE","17","2024","144","-0.028","1.36","0.16","4.9","4.9","0.0","0.0","7.6","23","19","200","1","111","3.8","15","0.067","1.27","0.20","6.7","","","","","0.0","112","-0.045","1.43","0.16","3.6","","","","","0.0"
"221","Brian Robinson","WAS","RB","14","2024","144","0.007","1.09","0.16","2.1","2.1","0.0","0.0","1.4","24","20","159","0","-18","-0.8","10","-0.100","","","0.0","","","","","0.0","","","","","0.0","105","0.010","0.68","0.15","1.9"
"222","Adam Trautman","DEN","TE","17","2024","143","-0.007","1.24","0.13","6.3","6.3","0.0","0.0","7.0","20","13","188","2","129","4.7","17","0.059","","0.16","11.8","","","","","0.0","98","-0.020","1.45","0.14","4.1","1","0.000","","","0.0"
"223","Zack Moss","CIN","RB","8","2024","142","0.000","1.27","0.18","0.0","0.0","0.0","0.0","0.0","27","23","187","1","-13","-2.3","6","0.000","0.67","0.17","0.0","","","","","0.0","4","0.000","","","0.0","129","0.000","1.26","0.19","0.0"
"224","Daniel Bellinger","NYG","TE","17","2024","141","0.000","0.85","0.10","5.7","5.7","0.0","0.0","5.7","14","14","125","0","67","4.8","18","0.000","0.50","0.06","5.6","","","","","0.0","61","0.016","1.27","0.15","8.2","2","0.000","5.50","0.50","0.0"
"225","Eric Saubert","SF","TE","17","2024","139","0.007","0.71","0.10","5.8","5.8","0.0","0.0","5.0","14","11","100","1","108","4.7","11","-0.091","","0.09","9.1","","","","","0.0","77","0.013","0.73","0.09","6.5","3","0.000","","","0.0"
"226","Derrick Henry","BLT","RB","17","2024","136","-0.007","1.37","0.15","0.0","0.0","0.0","0.0","0.7","21","19","193","2","-22","-1.7","2","0.000","","","0.0","","","","","0.0","1","0.000","","","0.0","131","-0.008","1.42","0.15","0.0"
"227","Jeremy Ruckert","NYJ","TE","17","2024","134","0.037","0.75","0.20","6.7","6.0","0.7","0.0","3.7","28","18","105","0","106","3.9","15","0.200","0.94","0.19","13.3","","","","","0.0","69","0.014","0.95","0.23","4.3","5","0.200","","","20.0"
"228","Antonio Gibson","NE","RB","17","2024","133","0.038","1.53","0.21","3.8","3.0","0.8","0.0","0.8","28","23","206","0","44","-1.2","16","0.125","1.00","0.25","12.5","","","","","0.0","7","0.000","1.00","0.14","0.0","105","0.029","1.73","0.22","2.9"
"229","David Montgomery","DET","RB","14","2024","133","0.000","2.54","0.28","0.0","0.0","0.0","0.0","0.0","38","36","341","0","-17","-1.9","3","0.000","","","0.0","","","","","0.0","","","","","0.0","127","0.000","2.66","0.29","0.0"
"230","Jake Bobo","SEA","WR","17","2024","132","-0.015","0.80","0.12","4.5","3.8","0.8","0.0","6.1","16","13","107","1","134","8.2","96","-0.021","0.59","0.10","4.2","","","","","0.0","","","","","0.0","1","-1.000","","","0.0"
"231","Mo Alie-Cox","IND","TE","17","2024","126","-0.024","1.15","0.17","2.4","1.6","0.8","0.0","5.6","22","12","147","1","228","4.4","1","0.000","","1.00","0.0","","","","","0.0","99","-0.020","1.07","0.17","1.0","","","","","0.0"
"232","Davis Allen","LA","TE","14","2024","125","-0.016","0.31","0.10","3.2","3.2","0.0","0.0","4.8","13","6","39","0","61","5.0","19","-0.053","","","0.0","","","","","0.0","87","0.011","0.45","0.14","4.6","2","0.000","","","0.0"
"233","Johnny Wilson","PHI","WR","16","2024","125","0.024","0.29","0.12","12.0","12.0","0.0","0.0","9.6","15","5","38","1","158","8.8","86","0.047","0.33","0.13","14.0","","","","","0.0","2","0.000","","","0.0","2","-0.500","","","0.0"
"234","Pierre Strong","CLV","RB","13","2024","123","-0.016","0.84","0.17","0.0","0.0","0.0","0.0","1.6","21","14","104","0","12","-0.6","20","0.000","1.05","0.30","0.0","","","","","0.0","19","-0.053","0.15","0.05","0.0","70","0.000","0.94","0.14","0.0"
"235","Devin Duvernay","JAX","WR","13","2024","121","0.025","0.65","0.13","6.6","6.6","0.0","0.0","4.1","16","11","79","0","169","8.0","45","0.067","0.18","0.11","6.7","","","","","0.0","","","","","0.0","","","","","0.0"
"236","Raheem Mostert","MIA","RB","13","2024","119","0.008","1.34","0.18","1.7","1.7","0.0","0.0","0.8","21","19","161","0","23","-1.6","14","0.000","1.50","0.14","0.0","","","","","0.0","","","","","0.0","81","0.012","1.54","0.17","2.5"
"237","K.J. Osborn","WAS, NE","WR","9","2024","118","0.068","0.48","0.14","13.6","12.7","0.8","0.0","7.6","17","7","57","1","117","6.1","83","0.072","0.29","0.15","16.9","","","","","0.0","","","","","0.0","","","","","0.0"
"238","Cade Stover","HST","TE","15","2024","117","0.000","1.11","0.18","3.4","3.4","0.0","0.0","3.4","22","15","133","1","115","2.9","14","-0.143","","0.29","0.0","","","","","0.0","79","0.038","1.25","0.19","3.8","7","0.000","2.25","0.13","0.0"
"239","Roschon Johnson","CHI","RB","13","2024","117","0.000","0.88","0.15","0.0","0.0","0.0","0.0","0.0","18","16","104","0","-1","-1.5","6","0.000","","","0.0","","","","","0.0","","","","","0.0","109","0.000","0.95","0.16","0.0"
"240","Kalif Raymond","DET","WR","12","2024","115","0.217","1.84","0.19","25.2","21.7","1.7","1.7","7.8","22","17","215","2","175","8.9","64","0.094","1.56","0.14","20.3","","","","","0.0","","","","","0.0","","","","","0.0"
"241","Jeremy McNichols","WAS","RB","17","2024","114","0.000","0.24","0.09","0.0","0.0","0.0","0.0","0.0","10","9","27","0","-7","-1.6","6","0.000","","","0.0","","","","","0.0","1","0.000","","","0.0","74","0.000","0.23","0.09","0.0"
"242","Xavier Gipson","NYJ","WR","17","2024","114","0.000","0.33","0.09","7.9","6.1","0.9","0.9","10.5","10","6","39","1","106","5.2","61","-0.115","","0.05","3.3","","","","","0.0","","","","","0.0","","","","","0.0"
"243","Ryan Miller","TB","WR","11","2024","114","0.035","1.08","0.17","7.0","2.6","4.4","0.0","7.9","20","12","128","2","202","7.5","56","0.000","0.78","0.19","5.4","","","","","0.0","","","","","0.0","","","","","0.0"
"244","Ezekiel Elliott","DAL","RB","15","2024","114","0.000","0.61","0.13","0.0","0.0","0.0","0.0","0.0","15","12","69","0","-28","-2.2","10","0.000","","","0.0","","","","","0.0","","","","","0.0","90","0.000","0.71","0.14","0.0"
"245","Simi Fehoko","LAC","WR","8","2024","113","0.097","0.93","0.15","21.2","20.4","0.9","0.0","12.4","17","6","106","0","301","7.5","93","0.075","0.88","0.16","21.5","","","","","0.0","","","","","0.0","","","","","0.0"
"246","Julian Hill","MIA","TE","16","2024","112","0.018","0.86","0.16","4.5","4.5","0.0","0.0","2.7","18","12","100","0","113","2.3","6","-0.167","","","0.0","","","","","0.0","83","0.036","1.07","0.17","3.6","2","0.000","2.50","0.50","0.0"
"247","Jordan Whittington","LA","WR","15","2024","111","0.153","2.62","0.25","14.4","11.7","1.8","0.9","2.7","28","22","293","0","156","7.3","68","0.221","2.79","0.29","19.1","","","","","0.0","","","","","0.0","3","0.000","7.75","0.25","0.0"
"248","Trey Sermon","IND","RB","17","2024","108","-0.009","0.90","0.16","0.0","0.0","0.0","0.0","0.9","18","16","99","0","7","-2.3","6","-0.167","","","0.0","","","","","0.0","","","","","0.0","98","0.000","0.99","0.18","0.0"
"249","Chris Conley","SF","WR","15","2024","107","0.056","0.71","0.11","15.0","15.0","0.0","0.0","9.3","12","6","76","0","205","8.9","86","0.058","0.88","0.14","16.3","","","","","0.0","1","0.000","","","0.0","","","","","0.0"
"250","Braelon Allen","NYJ","RB","17","2024","107","-0.028","1.32","0.24","0.0","0.0","0.0","0.0","2.8","27","19","148","1","-5","-1.5","13","-0.077","0.79","0.14","0.0","","","","","0.0","","","","","0.0","86","-0.012","1.52","0.28","0.0"
"251","Miles Sanders","CAR","RB","11","2024","107","0.037","1.36","0.27","2.8","1.9","0.9","0.0","0.0","29","24","148","1","19","-1.8","17","0.000","1.50","0.39","0.0","","","","","0.0","","","","","0.0","74","0.041","1.63","0.25","2.7"
"252","Cam Akers","HST, MIN","RB","16","2024","107","0.009","0.64","0.15","0.9","0.0","0.9","0.0","0.9","16","14","68","3","-32","-2.2","2","0.000","","","0.0","","","","","0.0","3","0.000","3.00","0.33","0.0","99","-0.010","0.60","0.15","0.0"
"253","Payne Durham","TB","TE","16","2024","107","-0.047","1.06","0.13","0.9","0.9","0.0","0.0","5.6","14","11","115","2","133","2.9","15","0.000","0.67","0.07","6.7","","","","","0.0","65","-0.062","1.20","0.11","0.0","","","","","0.0"
"254","D'Ernest Johnson","JAX","RB","13","2024","106","0.009","0.90","0.16","1.9","1.9","0.0","0.0","0.9","17","12","96","0","8","-1.4","2","0.000","","","0.0","","","","","0.0","","","","","0.0","102","0.000","0.93","0.17","1.0"
"255","Tank Bigsby","JAX","RB","16","2024","105","-0.010","0.50","0.10","0.0","0.0","0.0","0.0","1.0","11","7","54","0","-10","-2.1","6","0.000","","","0.0","","","","","0.0","","","","","0.0","99","-0.010","0.53","0.11","0.0"
"256","Brandon Powell","MIN","WR","17","2024","104","0.029","0.68","0.10","12.5","11.5","1.0","0.0","9.6","10","7","71","0","103","7.5","48","0.083","0.46","0.06","16.7","","","","","0.0","","","","","0.0","","","","","0.0"
"257","Jaleel McLaughlin","DEN","RB","16","2024","103","0.000","0.71","0.23","0.0","0.0","0.0","0.0","0.0","25","24","76","2","-100","-1.7","24","0.000","-0.20","0.04","0.0","","","","","0.0","1","0.000","","","0.0","71","0.000","1.08","0.31","0.0"
"258","Kenneth Gainwell","PHI","RB","17","2024","103","0.010","1.09","0.21","1.9","1.9","0.0","0.0","1.0","22","16","116","0","9","-2.0","17","0.059","1.11","0.17","5.9","","","","","0.0","","","","","0.0","82","0.000","1.10","0.20","1.2"
"259","Gerald Everett","CHI","TE","17","2024","103","-0.019","0.35","0.12","4.9","4.9","0.0","0.0","6.8","12","8","36","0","40","4.3","15","-0.067","0.33","0.07","6.7","","","","","0.0","40","-0.025","0.35","0.13","2.5","11","0.000","1.64","0.27","0.0"
"260","KhaDarel Hodge","ATL","WR","16","2024","101","0.040","1.28","0.11","7.9","7.9","0.0","0.0","4.0","11","7","131","1","132","9.6","66","0.061","1.36","0.12","9.1","","","","","0.0","","","","","0.0","","","","","0.0"
"261","Taysom Hill","NO","TE","8","2024","101","0.069","1.83","0.29","8.9","8.9","0.0","0.0","2.0","30","23","187","0","101","3.0","23","0.043","2.50","0.25","8.7","","","","","0.0","22","0.045","3.86","0.41","4.5","11","0.000","0.55","0.27","0.0"
"262","Tip Reiman","ARZ","TE","17","2024","100","0.030","0.37","0.07","7.0","7.0","0.0","0.0","4.0","7","6","37","0","12","4.1","10","0.100","","","20.0","","","","","0.0","80","0.013","0.36","0.06","5.0","","","","","0.0"
"263","Andrew Ogletree","IND","TE","17","2024","100","0.000","1.07","0.14","3.0","3.0","0.0","0.0","3.0","14","9","109","1","143","4.2","13","-0.154","1.15","0.08","0.0","","","","","0.0","57","0.018","1.03","0.17","3.5","","","","","0.0"
"264","Odell Beckham","MIA","WR","9","2024","99","-0.020","0.54","0.19","10.1","10.1","0.0","0.0","12.1","19","9","55","0","175","6.6","49","0.000","0.74","0.22","14.3","","","","","0.0","","","","","0.0","","","","","0.0"
"265","Stone Smartt","LAC","TE","14","2024","98","0.031","2.06","0.19","7.1","6.1","1.0","0.0","5.1","19","16","208","0","192","6.0","17","-0.059","0.24","0.12","0.0","","","","","0.0","45","0.089","3.50","0.28","11.1","","","","","0.0"
"266","Dante Pettis","NO","WR","8","2024","95","0.189","1.21","0.24","13.7","8.4","4.2","1.1","1.1","24","12","120","1","247","8.6","57","0.158","1.29","0.29","10.5","","","","","0.0","","","","","0.0","","","","","0.0"
"267","Ray Davis","BUF","RB","17","2024","95","0.000","1.99","0.18","0.0","0.0","0.0","0.0","0.0","17","17","189","3","20","-1.8","4","0.000","-0.25","0.25","0.0","","","","","0.0","2","0.000","","","0.0","84","0.000","2.26","0.19","0.0"
"268","Brevyn Spann-Ford","DAL","TE","17","2024","94","-0.043","0.93","0.15","2.1","2.1","0.0","0.0","5.3","14","9","88","0","94","4.9","7","0.000","","","0.0","","","","","0.0","44","-0.114","0.89","0.20","0.0","1","0.000","","","0.0"
"269","John Bates","WAS","TE","17","2024","93","0.011","0.88","0.14","4.3","4.3","0.0","0.0","3.2","13","8","84","0","63","4.9","2","0.000","3.00","0.50","0.0","","","","","0.0","84","0.012","0.91","0.13","4.8","","","","","0.0"
"270","Erick All","CIN","TE","9","2024","93","0.022","1.68","0.22","5.4","4.3","1.1","0.0","4.3","21","20","158","0","61","3.2","9","0.000","","","0.0","","","","","0.0","61","0.016","2.05","0.24","6.6","4","0.250","","","25.0"
"271","Nate Adkins","DEN","TE","17","2024","92","-0.022","1.21","0.16","2.2","1.1","1.1","0.0","5.4","15","14","115","3","57","3.0","9","-0.111","","","0.0","","","","","0.0","77","-0.013","1.44","0.19","2.6","","","","","0.0"
"272","Isaac Guerendo","SF","RB","16","2024","92","0.054","1.63","0.17","4.3","2.2","2.2","0.0","1.1","16","15","152","0","52","-0.3","5","0.000","","","0.0","","","","","0.0","1","0.000","","","0.0","80","0.063","1.85","0.19","3.8"
"273","Tylan Wallace","BLT","WR","17","2024","90","0.122","2.08","0.13","13.3","10.0","3.3","0.0","4.4","12","11","193","1","73","8.0","63","0.127","2.17","0.11","14.3","","","","","0.0","1","0.000","8.00","1.00","0.0","","","","","0.0"
"274","Greg Dulcich","DEN, NYG","TE","9","2024","90","0.022","0.30","0.13","7.8","6.7","1.1","0.0","6.7","12","5","28","0","63","6.4","23","0.043","0.22","0.17","13.0","","","","","0.0","30","0.067","0.50","0.16","6.7","","","","","0.0"
"275","Jermaine Burton","CIN","WR","14","2024","89","0.079","1.15","0.15","18.0","15.7","2.2","0.0","12.4","14","4","107","0","300","7.0","81","0.062","1.26","0.15","17.3","","","","","0.0","","","","","0.0","","","","","0.0"
"276","Emari Demercado","ARZ","RB","13","2024","88","-0.011","1.14","0.22","0.0","0.0","0.0","0.0","1.1","20","16","104","0","30","-1.6","8","-0.125","1.44","0.11","0.0","","","","","0.0","","","","","0.0","78","0.000","1.10","0.23","0.0"
"277","Nick Vannett","TEN","TE","17","2024","87","0.057","1.52","0.21","6.9","5.7","1.1","0.0","2.3","19","17","135","3","38","3.1","6","0.000","","","0.0","","","","","0.0","76","0.066","1.62","0.23","7.9","","","","","0.0"
"278","Emanuel Wilson","GB","RB","17","2024","86","-0.012","0.55","0.15","0.0","0.0","0.0","0.0","1.2","13","11","48","1","-58","-2.9","8","0.000","","","0.0","","","","","0.0","1","0.000","","","0.0","72","0.000","0.67","0.17","0.0"
"279","Luke Farrell","JAX","TE","17","2024","85","0.024","0.78","0.20","4.7","4.7","0.0","0.0","2.4","17","12","67","0","74","3.8","3","0.000","","","0.0","","","","","0.0","75","0.040","0.88","0.21","5.3","","","","","0.0"
"280","Tyler Allgeier","ATL","RB","17","2024","85","0.000","1.02","0.15","0.0","0.0","0.0","0.0","0.0","13","13","88","0","-15","-3.9","4","0.000","","","0.0","","","","","0.0","","","","","0.0","79","0.000","1.10","0.16","0.0"
"281","Rakim Jarrett","TB","WR","10","2024","84","0.036","1.43","0.13","13.1","13.1","0.0","0.0","9.5","11","9","124","0","123","9.0","55","0.073","1.52","0.16","16.4","","","","","0.0","","","","","0.0","","","","","0.0"
"282","Bub Means","NO","WR","7","2024","83","0.072","1.40","0.18","15.7","14.5","1.2","0.0","9.6","15","9","118","1","176","10.0","55","0.091","0.61","0.13","16.4","","","","","0.0","","","","","0.0","","","","","0.0"
"283","Hayden Hurst","LAC","TE","9","2024","82","-0.049","0.88","0.16","6.1","6.1","0.0","0.0","11.0","13","8","73","0","73","5.6","17","-0.059","","","11.8","","","","","0.0","24","0.000","0.67","0.21","4.2","1","0.000","","","0.0"
"284","Jamari Thrash","CLV","WR","9","2024","81","0.000","0.27","0.09","4.9","4.9","0.0","0.0","4.9","7","3","22","0","53","5.8","30","0.000","0.47","0.17","3.3","","","","","0.0","","","","","0.0","","","","","0.0"
"285","Jalen Reagor","LAC","WR","8","2024","81","0.037","1.22","0.12","12.3","11.1","1.2","0.0","9.9","10","7","100","0","111","7.1","48","0.063","1.00","0.10","16.7","","","","","0.0","","","","","0.0","","","","","0.0"
"286","Scott Miller","PIT","WR","13","2024","81","0.000","0.84","0.11","6.2","6.2","0.0","0.0","6.2","9","5","69","0","109","8.0","57","-0.018","0.84","0.14","7.0","","","","","0.0","","","","","0.0","","","","","0.0"
"287","Ryan Flournoy","DAL","WR","11","2024","80","-0.050","1.26","0.17","6.3","5.0","1.3","0.0","11.3","14","10","102","0","114","7.1","70","-0.057","0.91","0.14","7.1","","","","","0.0","","","","","0.0","","","","","0.0"
"288","Ben Sinnott","WAS","TE","17","2024","80","0.100","0.34","0.06","6.3","3.8","1.3","1.3","0.0","5","5","28","1","10","4.2","7","0.429","0.86","0.29","28.6","","","","","0.0","45","0.044","0.07","0.02","4.4","6","0.000","1.71","0.14","0.0"
"289","Christian McCaffrey","SF","RB","4","2024","80","0.050","1.80","0.23","6.3","5.0","1.3","0.0","2.5","19","15","146","0","58","1.0","7","0.000","3.88","0.38","14.3","","","","","0.0","1","0.000","","","0.0","63","0.063","1.57","0.19","4.8"
"290","Bo Melton","GB","WR","17","2024","79","0.101","1.15","0.20","12.7","10.1","2.5","0.0","5.1","16","8","91","0","278","9.5","47","0.149","0.77","0.09","14.9","","","","","0.0","","","","","0.0","1","0.000","","","0.0"
"291","Rashee Rice","KC","WR","4","2024","79","0.063","3.47","0.35","15.2","13.9","1.3","0.0","10.1","29","24","288","2","140","4.5","38","-0.053","3.73","0.35","10.5","","","","","0.0","","","","","0.0","","","","","0.0"
"292","Isiah Pacheco","KC","RB","7","2024","79","0.025","1.00","0.20","1.3","0.0","1.3","0.0","0.0","16","12","79","0","-26","-3.8","9","0.000","","","0.0","","","","","0.0","","","","","0.0","63","0.032","1.17","0.24","1.6"
"293","Durham Smythe","MIA","TE","17","2024","78","0.000","0.68","0.22","9.0","7.7","1.3","0.0","10.3","17","9","53","0","112","3.4","6","0.333","","","33.3","","","","","0.0","36","0.000","0.31","0.22","8.3","3","0.000","1.00","0.33","0.0"
"294","Terrace Marshall","LV","WR","7","2024","78","-0.026","0.51","0.06","9.0","6.4","2.6","0.0","14.1","5","3","41","0","44","8.0","61","0.000","0.64","0.08","9.8","","","","","0.0","","","","","0.0","","","","","0.0"
"295","Kimani Vidal","LAC","RB","10","2024","77","0.013","0.79","0.10","1.3","0.0","1.3","0.0","1.3","8","5","62","1","27","-1.6","3","0.000","","","0.0","","","","","0.0","1","0.000","","","0.0","70","0.014","0.87","0.11","1.4"
"296","DeAndre Carter","CHI","WR","13","2024","77","-0.013","0.94","0.18","14.3","14.3","0.0","0.0","15.6","14","9","72","0","156","6.1","20","0.100","1.05","0.15","25.0","","","","","0.0","","","","","0.0","","","","","0.0"
"297","Charlie Woerner","ATL","TE","16","2024","74","0.000","0.62","0.15","1.4","1.4","0.0","0.0","1.4","11","7","46","0","39","4.2","12","0.000","","","0.0","","","","","0.0","36","0.000","0.56","0.17","0.0","1","0.000","","","0.0"
"298","Jamison Crowder","WAS","WR","6","2024","73","0.041","0.96","0.17","12.3","12.3","0.0","0.0","6.8","13","9","72","2","129","6.9","9","0.444","2.11","0.33","44.4","","","","","0.0","","","","","0.0","","","","","0.0"
"299","Nick Chubb","CLV","RB","8","2024","73","0.000","0.42","0.14","0.0","0.0","0.0","0.0","0.0","10","5","31","1","4","-1.9","","","","","0.0","","","","","0.0","2","0.000","","","0.0","68","0.000","0.38","0.13","0.0"
"300","Patrick Taylor","SF","RB","9","2024","72","-0.014","0.35","0.15","0.0","0.0","0.0","0.0","1.4","11","3","25","0","20","-1.2","3","0.000","","","0.0","","","","","0.0","1","0.000","","","0.0","66","0.000","0.38","0.17","0.0"
"301","Tyler Goodson","IND","RB","16","2024","70","0.014","0.86","0.20","2.9","2.9","0.0","0.0","1.4","14","11","61","1","16","-0.8","9","0.111","","0.11","11.1","","","","","0.0","","","","","0.0","52","0.000","1.02","0.23","1.9"
"302","Derius Davis","LAC","WR","15","2024","69","0.029","1.62","0.22","2.9","1.4","1.4","0.0","1.4","15","13","112","2","47","2.1","25","0.040","0.20","0.16","4.0","","","","","0.0","","","","","0.0","2","0.000","","","0.0"
"303","Carson Steele","KC","RB","16","2024","69","0.000","0.38","0.14","0.0","0.0","0.0","0.0","0.0","10","7","26","0","-11","-2.9","4","0.000","","","0.0","","","","","0.0","2","0.000","","","0.0","60","0.000","0.43","0.17","0.0"
"304","Parris Campbell","PHI","WR","5","2024","69","0.058","0.42","0.10","8.7","7.2","1.4","0.0","4.3","7","6","30","1","36","6.0","22","0.000","0.36","0.09","9.1","","","","","0.0","","","","","0.0","","","","","0.0"
"305","Blake Whiteheart","CLV","TE","11","2024","68","0.029","0.75","0.12","2.9","2.9","0.0","0.0","0.0","8","6","51","1","63","4.0","11","0.000","","0.09","0.0","","","","","0.0","40","0.050","1.28","0.15","5.0","4","0.000","","","0.0"
"306","Tanner Hudson","CIN","TE","11","2024","67","0.060","2.23","0.33","6.0","4.5","1.5","0.0","1.5","23","19","154","1","86","2.7","11","0.182","2.91","0.55","18.2","","","","","0.0","17","0.118","2.24","0.35","5.9","9","0.000","3.00","0.33","0.0"
"307","River Cracraft","MIA","WR","8","2024","67","0.090","0.99","0.12","10.4","9.0","1.5","0.0","3.0","8","7","66","0","65","8.4","45","0.044","0.78","0.11","6.7","","","","","0.0","","","","","0.0","1","0.000","","","0.0"
"308","Jamaal Williams","NO","RB","14","2024","67","-0.015","0.85","0.13","0.0","0.0","0.0","0.0","1.5","9","9","57","0","4","-1.3","3","0.000","","","0.0","","","","","0.0","1","0.000","","","0.0","54","-0.019","1.06","0.15","0.0"
"309","Hunter Long","LA","TE","17","2024","66","0.000","0.91","0.14","3.0","3.0","0.0","0.0","3.0","9","7","60","0","29","4.1","6","0.000","","","0.0","","","","","0.0","51","0.000","1.00","0.16","3.9","","","","","0.0"
"310","Will Mallory","IND","TE","10","2024","66","-0.045","0.42","0.12","6.1","6.1","0.0","0.0","10.6","8","4","29","0","81","6.2","13","0.077","","","23.1","","","","","0.0","6","0.167","","0.33","16.7","","","","","0.0"
"311","Michael Carter","ARZ","RB","3","2024","65","0.000","0.88","0.17","0.0","0.0","0.0","0.0","0.0","11","11","57","0","-16","-3.0","3","0.000","","","0.0","","","","","0.0","","","","","0.0","60","0.000","0.95","0.18","0.0"
"312","Mecole Hardman","KC","WR","12","2024","64","0.000","1.36","0.20","3.1","3.1","0.0","0.0","3.1","13","12","90","0","-9","4.3","34","-0.029","1.69","0.20","2.9","","","","","0.0","","","","","0.0","4","0.000","","","0.0"
