"Player Details","","","","","","Overall","","","","Man","","","","Zone","","","","Single-High","","","","Two-High","","",""
"Rank","Name","Team","POS","G","Season","RTE","TPRR","YPRR","FP/RR","RTE","TPRR","YPRR","FP/RR","RTE","TPRR","YPRR","FP/RR","RTE","TPRR","YPRR","FP/RR","RTE","TPRR","YPRR","FP/RR"
"295","Nikko Remigio","KC","WR","5","2024","21","0.29","2.29","0.32","10","0.20","2.50","0.35","11","0.36","2.09","0.30","13","0.15","1.92","0.27","8","0.50","2.88","0.41"
"296","John Samuel Shenker","LV","TE","7","2024","20","0.05","0.35","0.09","8","","","0.00","12","0.08","0.58","0.14","9","","","0.00","11","0.09","0.64","0.15"
"297","Laviska Shenault","LAC, SEA","WR","12","2024","20","0.25","1.80","0.44","7","0.14","1.43","0.29","13","0.31","2.00","0.51","15","0.20","1.20","0.32","5","0.40","3.60","0.76"
"298","Zach Davidson","BUF","TE","3","2024","19","0.05","0.26","0.08","5","","","0.00","13","0.08","0.38","0.12","11","","","0.00","8","0.13","0.63","0.19"
"299","Jared Wayne","HST","WR","3","2024","19","","","0.00","9","","","0.00","8","","","0.00","12","","","0.00","7","","","0.00"
"300","Equanimeous St. Brown","NO","WR","2","2024","18","","","0.00","4","","","0.00","13","","","0.00","6","","","0.00","12","","","0.00"
"301","Jared Wiley","KC","TE","7","2024","18","0.06","0.39","0.09","1","1.00","7.00","1.70","16","","","0.00","6","0.17","1.17","0.28","12","","","0.00"
"302","Robbie Chosen","MIA","WR","2","2024","17","0.24","0.29","0.09","7","0.14","","0.00","9","0.22","0.56","0.17","8","0.25","","0.00","9","0.22","0.56","0.17"
"303","Kameron Johnson","TB","WR","4","2024","17","0.06","","0.06","4","0.25","","0.00","12","","","0.00","6","","","0.00","11","0.09","","0.00"
"304","Brevin Jordan","HST","TE","2","2024","17","0.18","0.41","0.16","2","","","0.00","15","0.20","0.47","0.18","10","0.30","0.70","0.27","7","","","0.00"
"305","Devontez Walker","BLT","WR","7","2024","16","0.19","1.31","0.57","4","","","0.00","11","0.27","1.91","0.83","9","0.22","2.33","1.01","7","0.14","","0.00"
"306","John FitzPatrick","GB","TE","9","2024","15","0.07","0.13","0.08","8","","","0.00","7","0.14","0.29","0.17","11","0.09","0.18","0.11","4","","","0.00"
"307","Joseph Fortson","KC","TE","3","2024","15","0.07","0.33","0.10","3","","","0.00","11","0.09","0.45","0.14","6","","","0.00","9","0.11","0.56","0.17"
"308","D'Wayne Eskridge","MIA","WR","6","2024","14","0.21","3.14","0.53","2","0.50","15.00","2.00","12","0.17","1.17","0.28","6","","","0.00","8","0.38","5.50","0.93"
"309","C.J. Uzomah","PHI","TE","7","2024","14","","","0.00","6","","","0.00","8","","","0.00","10","","","0.00","4","","","0.00"
"310","Jaelon Darden","CLV, SEA","WR","11","2024","14","0.07","0.43","0.11","4","0.25","1.50","0.40","10","","","0.00","8","0.13","0.75","0.20","6","","","0.00"
"311","Zach Pascal","ARZ","WR","14","2024","14","","","0.00","6","","","0.00","8","","","0.00","8","","","0.00","6","","","0.00"
"312","Irv Smith","HST","TE","5","2024","13","","","0.00","3","","","0.00","9","","","0.00","7","","","0.00","6","","","0.00"
"313","Tanner Conner","MIA","TE","7","2024","13","0.31","1.23","0.35","3","","","0.00","9","0.33","1.67","0.39","4","","","0.00","9","0.44","1.78","0.51"
"314","Charlie Jones","CIN","WR","8","2024","13","0.08","0.38","0.12","3","","","0.00","10","0.10","0.50","0.15","5","","","0.00","8","0.13","0.63","0.19"
"315","Collin Johnson","CHI","WR","9","2024","13","0.15","0.46","0.12","2","","","0.00","10","0.20","0.60","0.16","9","0.22","0.67","0.18","4","","","0.00"
"316","Justyn Ross","KC","WR","2","2024","12","0.08","","0.00","4","0.25","","0.00","4","","","0.00","4","","","0.00","8","0.13","","0.00"
"317","Tyrell Shavers","BUF","WR","3","2024","12","0.08","5.75","1.16","3","","","0.00","9","0.11","7.67","1.54","5","0.20","13.80","2.78","7","","","0.00"
"318","Dan Chisena","CAR","WR","5","2024","12","0.33","3.08","0.56","7","0.29","3.29","0.47","5","0.40","2.80","0.68","9","0.33","4.11","0.74","3","0.33","","0.00"
"319","Jha'Quan Jackson","TEN","WR","12","2024","12","0.25","0.67","0.11","4","0.25","","0.00","8","0.25","1.00","0.23","8","0.25","1.00","0.23","4","0.25","","0.00"
"320","Marcedes Lewis","CHI","TE","17","2024","12","0.08","0.17","0.10","2","0.50","1.00","0.60","9","","","0.00","8","0.13","0.25","0.15","4","","","0.00"
"321","Ross Dwelley","ATL","TE","14","2024","12","0.08","0.42","0.13","1","","","0.00","11","0.09","0.45","0.14","5","","","0.00","7","0.14","0.71","0.21"
"322","Parker Hesse","DET","TE","5","2024","12","","","0.00","7","","","0.00","5","","","0.00","10","","","0.00","2","","","0.00"
"323","Jordan Matthews","CAR","TE","3","2024","11","0.09","","0.00","4","0.25","","0.00","7","","","0.00","9","0.11","","0.00","2","","","0.00"
"324","Brenden Bates","NYJ, CLV","TE","6","2024","11","0.09","","0.00","3","","","0.00","8","0.13","","0.00","5","","","0.00","6","0.17","","0.00"
"325","Anthony Firkser","NYJ, KC","TE","6","2024","11","","","0.00","5","","","0.00","5","","","0.00","6","","","0.00","5","","","0.00"
"326","Justin Shorter","LV","TE","7","2024","11","","","0.00","2","","","0.00","9","","","0.00","4","","","0.00","7","","","0.00"
"327","John Ross","PHI","WR","1","2024","10","0.20","0.60","0.16","0","","","0.00","10","0.20","0.60","0.16","7","0.14","0.86","0.23","3","0.33","","0.00"
"328","James Proche","CLV","WR","9","2024","10","0.30","2.10","0.51","1","","","0.00","9","0.33","2.33","0.57","3","0.67","6.00","1.27","7","0.14","0.43","0.19"
"329","Jake Tonges","SF","TE","10","2024","10","","","0.00","3","","","0.00","6","","","0.00","7","","","0.00","3","","","0.00"
"330","Feleipe Franks","CAR","TE","15","2024","10","0.30","1.20","0.22","2","0.50","","0.00","8","0.13","1.50","0.28","8","0.13","","0.00","2","1.00","6.00","1.10"
"331","Erik Ezukanma","MIA","WR","2","2024","10","0.20","","0.00","1","","","0.00","9","0.22","","0.00","3","","","0.00","7","0.29","","0.00"
"332","Brycen Tremayne","WAS","WR","2","2024","10","0.10","-0.20","0.08","2","0.50","-1.00","0.40","8","","","0.00","8","0.13","-0.25","0.10","2","","","0.00"
"333","Trent Taylor","SF","WR","2","2024","9","0.11","1.22","0.23","1","","","0.00","8","0.13","1.38","0.26","6","0.17","1.83","0.35","3","","","0.00"
"334","Kendric Pryor","CIN","WR","2","2024","8","0.13","1.13","0.24","4","","","0.00","3","0.33","3.00","0.63","4","0.25","2.25","0.48","4","","","0.00"
"335","Brandon Johnson","PIT","WR","3","2024","8","0.13","1.13","0.24","1","1.00","9.00","1.90","6","","","0.00","5","0.20","1.80","0.38","3","","","0.00"
"336","Isaiah Williams","DET, CIN","WR","8","2024","8","0.38","0.75","0.33","1","1.00","","0.00","6","0.33","1.00","0.43","3","0.67","1.33","0.47","5","0.20","0.40","0.24"
"337","David Martin-Robinson","TEN","TE","5","2024","8","0.13","0.75","0.20","2","","","0.00","6","0.17","1.00","0.27","4","0.25","1.50","0.40","4","","","0.00"
"338","Brayden Willis","SF","TE","9","2024","7","0.29","","0.00","1","","","0.00","5","0.40","","0.00","3","0.33","","0.00","4","0.25","","0.00"
"339","Anthony Gould","IND","WR","8","2024","7","0.14","3.29","0.47","1","","","0.00","6","0.17","3.83","0.55","2","0.50","11.50","1.65","5","","","0.00"
"340","Xavier Smith","LA","WR","15","2024","7","0.29","0.86","0.89","2","","","0.00","5","0.40","1.20","0.52","4","","","0.00","3","0.67","2.00","0.87"
"341","Tom Kennedy","DET","WR","4","2024","7","0.14","","0.00","0","","","0.00","6","","","0.00","3","0.33","","0.00","4","","","0.00"
"342","Chris Blair","ATL","WR","3","2024","7","0.29","2.43","0.39","2","0.50","","0.00","5","0.20","3.40","0.54","4","0.25","4.25","0.68","3","0.33","","0.00"
"343","Jalen Moreno-Cropper","DAL","WR","1","2024","7","","","0.00","1","","","0.00","6","","","0.00","4","","","0.00","3","","","0.00"
"344","Steven Sims","BLT, HST","WR","9","2024","6","","","0.00","2","","","0.00","3","","","0.00","4","","","0.00","2","","","0.00"
"345","Jalen Virgil","BUF","WR","7","2024","6","","","0.00","3","","","0.00","3","","","0.00","5","","","0.00","1","","","0.00"
"346","James Mitchell","DET","TE","1","2024","6","","","0.00","6","","","0.00","0","","","0.00","6","","","0.00","0","","","0.00"
"347","Kadarius Toney","CLV","WR","3","2024","6","0.17","","-0.07","0","","","0.00","6","0.17","","0.00","3","","","0.00","3","0.33","","0.00"
"348","Dareke Young","SEA","WR","12","2024","6","0.17","","0.00","2","0.50","","0.00","4","","","0.00","3","0.33","","0.00","3","","","0.00"
"349","David Bell","CLV","WR","1","2024","5","0.60","5.40","1.14","3","0.67","5.00","1.17","2","0.50","6.00","1.10","3","0.67","5.00","1.17","2","0.50","6.00","1.10"
"350","Chris Moore","ARZ","WR","5","2024","5","","","0.00","2","","","0.00","3","","","0.00","3","","","0.00","2","","","0.00"
"351","Laquon Treadwell","IND","WR","2","2024","5","","","0.00","2","","","0.00","3","","","0.00","4","","","0.00","1","","","0.00"
"352","Kaden Davis","CLV","WR","1","2024","5","","","0.00","2","","","0.00","3","","","0.00","4","","","0.00","1","","","0.00"
"353","Ihmir Smith-Marsette","NYG","WR","15","2024","5","","","0.00","1","","","0.00","4","","","0.00","2","","","0.00","3","","","0.00"
"354","Nick Muse","MIN","TE","2","2024","4","","","0.00","2","","","0.00","2","","","0.00","3","","","0.00","1","","","0.00"
"355","Irvin Charles","NYJ","WR","10","2024","4","0.25","","0.00","1","1.00","","0.00","3","","","0.00","1","1.00","","0.00","3","","","0.00"
"356","Brady Russell","SEA","TE","11","2024","3","","","0.00","0","","","0.00","3","","","0.00","1","","","0.00","2","","","0.00"
"357","Brenden Rice","LAC","WR","2","2024","3","","","0.00","0","","","0.00","3","","","0.00","1","","","0.00","2","","","0.00"
"358","Casey Washington","ATL","WR","2","2024","3","0.67","4.67","0.80","1","","","0.00","2","1.00","7.00","1.20","2","0.50","7.00","1.20","1","1.00","","0.00"
"359","Joshua Cephus","JAX","WR","1","2024","3","","","0.00","0","","","0.00","3","","","0.00","2","","","0.00","1","","","0.00"
"360","Velus Jones","CHI, CAR","WR","2","2024","3","0.33","2.67","0.97","1","","","0.00","2","0.50","4.00","0.90","2","0.50","4.00","0.90","1","","","0.00"
"361","Tay Martin","TEN","WR","1","2024","3","0.67","16.33","3.97","1","","","0.00","2","1.00","24.50","5.95","3","0.67","16.33","3.97","0","","","0.00"
"362","Deonte Harty","BLT","WR","5","2024","3","","","0.00","1","","","0.00","2","","","0.00","1","","","0.00","2","","","0.00"
"363","Robert Tonyan","MIN","TE","4","2024","3","","","0.00","0","","","0.00","2","","","0.00","2","","","0.00","1","","","0.00"
"364","Tyler Scott","CHI","WR","11","2024","3","0.33","1.67","0.50","1","","","0.00","1","1.00","5.00","1.50","2","","","0.00","1","1.00","5.00","1.50"
"365","Ko Kieft","TB","TE","17","2024","3","","","0.00","0","","","0.00","3","","","0.00","1","","","0.00","2","","","0.00"
"366","Alex Erickson","NE","WR","3","2024","3","","","0.00","2","","","0.00","0","","","0.00","2","","","0.00","1","","","0.00"
"367","Trishton Jackson","MIN","WR","2","2024","2","","","0.00","2","","","0.00","0","","","0.00","2","","","0.00","0","","","0.00"
"368","Anthony Miller","BLT","WR","2","2024","2","0.50","8.00","1.30","0","","","0.00","2","0.50","8.00","1.30","1","1.00","16.00","2.60","1","","","0.00"
"369","Elijah Cooks","JAX","WR","2","2024","2","","","0.00","1","","","0.00","1","","","0.00","1","","","0.00","1","","","0.00"
"370","Marquez Callaway","TB","WR","2","2024","2","","","0.00","0","","","0.00","2","","","0.00","1","","","0.00","1","","","0.00"
"371","Cody Thompson","TB","WR","1","2024","2","","","0.00","0","","","0.00","2","","","0.00","2","","","0.00","0","","","0.00"
"372","Stephen Sullivan","CAR","TE","1","2024","2","0.50","","0.00","1","1.00","","0.00","1","","","0.00","1","1.00","","0.00","1","","","0.00"
"373","Colson Yankoff","WAS","TE","4","2024","1","","","0.00","0","","","0.00","1","","","0.00","1","","","0.00","0","","","0.00"
"374","Bryce Ford-Wheaton","NYG","WR","8","2024","1","","","0.00","0","","","0.00","1","","","0.00","0","","","0.00","1","","","0.00"
"375","Tanner McLachlan","CIN","TE","2","2024","1","","","0.00","0","","","0.00","1","","","0.00","1","","","0.00","0","","","0.00"
"376","Tyreik McAllister","LV","WR","2","2024","1","","","1.10","1","","","0.00","0","","","0.00","1","","","0.00","0","","","0.00"
"377","Jack Westover","NE","TE","1","2024","1","","","0.00","1","","","0.00","0","","","0.00","1","","","0.00","0","","","0.00"
"378","Montrell Washington","KC","WR","1","2024","1","","","0.00","1","","","0.00","0","","","0.00","0","","","0.00","1","","","0.00"
"379","Baylor Cupp","KC","TE","1","2024","1","1.00","","0.00","0","","","0.00","1","1.00","","0.00","0","","","0.00","1","1.00","","0.00"
"380","Dez Fitzpatrick","LAC","WR","1","2024","1","","","0.00","0","","","0.00","1","","","0.00","1","","","0.00","0","","","0.00"
"381","Roman Wilson","PIT","WR","1","2024","1","","","0.00","0","","","0.00","1","","","0.00","1","","","0.00","0","","","0.00"
