"Player Details","","","","","","Overall","","","","Man","","","","Zone","","","","Single-High","","","","Two-High","","",""
"Rank","Name","Team","POS","G","Season","RTE","TPRR","YPRR","FP/RR","RTE","TPRR","YPRR","FP/RR","RTE","TPRR","YPRR","FP/RR","RTE","TPRR","YPRR","FP/RR","RTE","TPRR","YPRR","FP/RR"
"145","Kalif Raymond","DET","WR","17","2023","220","0.20","2.22","0.44","57","0.14","1.86","0.31","159","0.21","2.35","0.44","127","0.20","2.65","0.45","93","0.19","1.65","0.35"
"146","JuJu Smith-Schuster","NE","WR","11","2023","216","0.21","1.20","0.28","86","0.27","1.65","0.34","127","0.17","0.91","0.19","136","0.24","1.26","0.27","80","0.18","1.10","0.31"
"147","Tre Tucker","LV","WR","16","2023","215","0.16","1.54","0.33","67","0.22","3.01","0.54","141","0.13","0.91","0.20","116","0.16","2.20","0.38","99","0.15","0.77","0.20"
"148","Kendrick Bourne","NE","WR","8","2023","214","0.25","1.90","0.47","63","0.21","1.24","0.50","148","0.27","2.19","0.46","122","0.28","2.10","0.52","92","0.22","1.63","0.40"
"149","Calvin Austin","PIT","WR","17","2023","214","0.14","0.84","0.25","45","0.29","2.27","0.47","162","0.10","0.48","0.12","102","0.21","1.38","0.31","112","0.07","0.35","0.08"
"150","Tanner Hudson","CIN","TE","12","2023","210","0.23","1.68","0.38","43","0.09","","0.00","161","0.27","2.12","0.45","88","0.16","0.88","0.22","122","0.29","2.25","0.50"
"151","Dawson Knox","BUF","TE","12","2023","207","0.17","0.90","0.26","74","0.15","0.82","0.26","128","0.18","0.94","0.20","97","0.12","0.52","0.12","110","0.21","1.24","0.37"
"152","Jauan Jennings","SF","WR","13","2023","206","0.15","1.29","0.25","59","0.20","2.10","0.45","137","0.12","0.87","0.16","127","0.14","1.51","0.25","79","0.15","0.92","0.26"
"153","Terrace Marshall","CAR","WR","9","2023","205","0.15","0.68","0.16","38","0.11","","0.00","167","0.16","0.83","0.20","99","0.18","0.74","0.17","106","0.12","0.62","0.15"
"154","Hayden Hurst","CAR","TE","9","2023","205","0.15","0.90","0.21","42","0.07","0.10","0.18","158","0.17","1.14","0.22","106","0.11","0.92","0.22","99","0.18","0.87","0.19"
"155","Irv Smith","CIN","TE","12","2023","204","0.12","0.56","0.17","59","0.08","0.29","0.18","135","0.13","0.67","0.16","99","0.08","0.54","0.10","105","0.16","0.59","0.23"
"156","Colby Parkinson","SEA","TE","17","2023","196","0.17","1.26","0.31","37","0.05","0.05","0.06","152","0.19","1.58","0.34","96","0.15","1.29","0.24","100","0.19","1.23","0.38"
"157","Demarcus Robinson","LA","WR","13","2023","194","0.20","1.91","0.46","65","0.20","1.60","0.45","120","0.20","2.18","0.40","99","0.21","1.74","0.42","95","0.19","2.09","0.47"
"158","Alex Erickson","LAC","WR","8","2023","194","0.14","1.20","0.23","65","0.22","1.62","0.27","121","0.12","1.01","0.22","108","0.18","1.27","0.27","86","0.10","1.10","0.19"
"159","Lil'Jordan Humphrey","DEN","WR","17","2023","190","0.10","0.85","0.25","52","0.13","1.83","0.39","124","0.07","0.44","0.08","97","0.11","1.19","0.25","93","0.09","0.51","0.24"
"160","A.T. Perry","NO","WR","10","2023","190","0.09","1.29","0.32","56","0.13","1.04","0.28","129","0.09","1.46","0.35","115","0.12","1.39","0.31","75","0.05","1.15","0.33"
"161","Brandon Johnson","DEN","WR","13","2023","190","0.15","1.49","0.39","50","0.20","1.26","0.39","123","0.11","1.28","0.25","78","0.14","1.24","0.23","112","0.16","1.67","0.48"
"162","Connor Heyward","PIT","TE","17","2023","187","0.18","0.89","0.21","29","0.07","0.03","0.04","152","0.20","1.02","0.23","81","0.20","1.19","0.28","106","0.17","0.67","0.16"
"163","Jalen Reagor","NE","WR","10","2023","182","0.12","0.76","0.12","67","0.15","0.24","0.05","112","0.10","1.09","0.15","103","0.12","0.43","0.06","79","0.11","1.19","0.18"
"164","John Bates","WAS","TE","17","2023","182","0.15","0.83","0.19","42","0.19","-0.12","0.04","136","0.14","1.15","0.24","83","0.14","0.57","0.14","99","0.15","1.05","0.23"
"165","Quez Watkins","PHI","WR","9","2023","182","0.12","0.78","0.19","56","0.11","0.66","0.12","123","0.12","0.85","0.23","105","0.12","0.88","0.22","77","0.10","0.65","0.16"
"166","Zach Ertz","ARZ","TE","7","2023","179","0.24","1.04","0.29","46","0.24","0.57","0.17","126","0.24","1.28","0.35","92","0.25","1.10","0.34","87","0.23","0.99","0.24"
"167","Jason Brownlee","NYJ","WR","7","2023","167","0.05","0.34","0.10","41","0.07","0.78","0.27","118","0.03","0.20","0.05","77","0.04","0.47","0.07","90","0.06","0.22","0.12"
"168","Parker Washington","JAX","WR","9","2023","166","0.12","0.80","0.24","45","0.11","0.82","0.30","117","0.13","0.81","0.23","78","0.13","0.88","0.36","88","0.11","0.72","0.14"
"169","Trent Sherfield","BUF","WR","17","2023","162","0.15","0.53","0.16","55","0.16","0.75","0.27","103","0.15","0.44","0.10","87","0.16","0.30","0.06","75","0.13","0.80","0.27"
"170","KhaDarel Hodge","ATL","WR","17","2023","162","0.14","1.43","0.23","34","0.24","3.06","0.45","125","0.12","1.02","0.17","90","0.14","1.80","0.28","72","0.14","0.97","0.17"
"171","Jalen Guyton","LAC","WR","8","2023","162","0.14","0.55","0.15","56","0.13","0.57","0.13","103","0.14","0.55","0.17","101","0.12","0.59","0.19","61","0.16","0.48","0.10"
"172","John Metchie","HST","WR","16","2023","156","0.19","1.01","0.21","30","0.30","0.67","0.13","119","0.17","1.02","0.21","81","0.25","0.99","0.21","75","0.13","1.04","0.20"
"173","Taysom Hill","NO","TE","10","2023","155","0.19","1.29","0.53","25","0.12","2.44","0.56","124","0.19","1.10","0.28","83","0.16","1.41","0.29","72","0.22","1.15","0.44"
"174","Xavier Hutchinson","HST","WR","15","2023","152","0.13","0.59","0.14","38","0.16","0.37","0.12","106","0.12","0.72","0.12","82","0.15","0.59","0.11","70","0.10","0.60","0.12"
"175","Tim Jones","JAX","WR","17","2023","149","0.12","0.56","0.13","38","0.08","","0.00","106","0.13","0.66","0.16","74","0.12","0.39","0.11","75","0.12","0.72","0.15"
"176","Mack Hollins","ATL","WR","13","2023","147","0.20","1.71","0.29","26","0.12","0.62","0.14","115","0.23","2.04","0.34","95","0.21","1.98","0.32","52","0.19","1.21","0.24"
"177","Drew Sample","CIN","TE","17","2023","147","0.18","1.11","0.34","30","0.13","1.60","0.69","111","0.21","1.04","0.27","71","0.14","1.03","0.31","76","0.22","1.18","0.37"
"178","Dyami Brown","WAS","WR","17","2023","146","0.16","1.15","0.24","41","0.15","1.20","0.22","101","0.17","1.18","0.26","80","0.13","1.16","0.19","66","0.20","1.14","0.30"
"179","Foster Moreau","NO","TE","15","2023","144","0.17","1.34","0.32","33","0.06","0.03","0.03","107","0.21","1.74","0.35","79","0.19","1.35","0.27","65","0.15","1.32","0.38"
"180","Robert Tonyan","CHI","TE","17","2023","143","0.11","0.78","0.16","45","0.09","0.36","0.08","94","0.13","1.02","0.20","86","0.10","0.84","0.15","57","0.12","0.70","0.16"
"181","Kadarius Toney","KC","WR","13","2023","143","0.26","1.18","0.37","34","0.21","2.18","0.42","101","0.28","0.91","0.33","67","0.27","1.61","0.46","76","0.25","0.80","0.25"
"182","Jamal Agnew","JAX","WR","11","2023","140","0.14","1.61","0.30","25","0.12","1.92","0.23","110","0.15","1.61","0.32","72","0.14","2.19","0.37","68","0.15","0.99","0.22"
"183","Parris Campbell","NYG","WR","12","2023","136","0.20","0.76","0.22","39","0.10","0.18","0.09","94","0.24","1.03","0.28","83","0.19","0.49","0.18","53","0.21","1.19","0.29"
"184","Andrei Iosivas","CIN","WR","16","2023","134","0.19","0.87","0.38","31","0.19","1.06","0.62","100","0.18","0.81","0.24","67","0.22","1.09","0.51","67","0.15","0.64","0.24"
"185","Stone Smartt","LAC","TE","16","2023","133","0.15","1.17","0.24","45","0.11","0.18","0.04","81","0.19","1.81","0.38","70","0.14","1.50","0.31","63","0.16","0.79","0.17"
"186","Harrison Bryant","CLV","TE","17","2023","132","0.15","0.61","0.29","22","0.05","0.09","0.05","95","0.16","0.69","0.16","74","0.12","0.49","0.14","58","0.19","0.78","0.49"
"187","Julio Jones","PHI","WR","11","2023","132","0.14","0.56","0.28","39","0.15","0.56","0.31","88","0.13","0.50","0.19","65","0.15","0.40","0.21","67","0.13","0.72","0.34"
"188","Randall Cobb","NYJ","WR","11","2023","131","0.13","0.30","0.13","49","0.16","0.49","0.13","77","0.10","0.19","0.11","71","0.13","0.42","0.17","60","0.13","0.15","0.05"
"189","Will Dissly","SEA","TE","16","2023","130","0.15","1.32","0.31","21","0.10","","0.00","107","0.17","1.61","0.38","66","0.14","1.03","0.28","64","0.17","1.63","0.33"
"190","Jake Bobo","SEA","WR","17","2023","130","0.18","1.51","0.44","28","0.18","1.14","0.47","98","0.19","1.67","0.38","70","0.17","1.77","0.32","60","0.20","1.20","0.47"
"191","Brevin Jordan","HST","TE","13","2023","127","0.15","1.72","0.40","25","0.20","2.40","0.68","99","0.14","1.61","0.34","61","0.13","1.25","0.22","66","0.17","2.17","0.57"
"192","Tyquan Thornton","NE","WR","9","2023","127","0.18","0.72","0.21","52","0.17","0.29","0.07","73","0.19","1.04","0.25","79","0.22","0.71","0.17","48","0.13","0.73","0.18"
"193","Josh Oliver","MIN","TE","17","2023","126","0.21","1.69","0.43","23","0.17","2.70","0.36","97","0.22","1.52","0.40","67","0.22","1.61","0.55","59","0.19","1.78","0.30"
"194","Deven Thompkins","TB","WR","17","2023","126","0.20","0.66","0.28","19","0.26","0.95","0.57","106","0.18","0.61","0.18","57","0.25","1.05","0.37","69","0.16","0.33","0.13"
"195","David Bell","CLV","WR","15","2023","125","0.17","1.34","0.39","32","0.13","2.06","0.52","87","0.20","1.16","0.37","70","0.16","1.36","0.36","55","0.18","1.31","0.42"
"196","Jeremy Ruckert","NYJ","TE","15","2023","123","0.17","1.23","0.25","28","0.18","0.82","0.19","92","0.17","1.39","0.28","64","0.19","1.05","0.23","59","0.15","1.42","0.28"
"197","Mo Alie-Cox","IND","TE","17","2023","122","0.18","1.32","0.40","38","0.13","2.08","0.66","79","0.19","0.63","0.14","74","0.18","1.11","0.35","48","0.19","1.65","0.44"
"198","Darnell Washington","PIT","TE","17","2023","121","0.08","0.50","0.11","25","0.08","0.32","0.07","85","0.07","0.53","0.11","70","0.07","0.51","0.11","51","0.10","0.49","0.11"
"199","Scott Miller","ATL","WR","17","2023","120","0.13","1.34","0.33","22","0.14","0.27","0.39","96","0.11","1.53","0.24","63","0.08","0.87","0.25","57","0.18","1.86","0.41"
"200","Stephen Sullivan","CAR","TE","11","2023","119","0.20","1.05","0.21","37","0.30","1.54","0.29","79","0.16","0.86","0.17","72","0.21","0.99","0.18","47","0.19","1.15","0.24"
"201","Lucas Krull","DEN","TE","7","2023","116","0.11","0.82","0.20","23","0.04","","0.00","89","0.12","1.07","0.26","47","0.09","1.00","0.29","69","0.13","0.70","0.14"
"202","Will Mallory","IND","TE","12","2023","116","0.21","1.78","0.33","32","0.25","1.00","0.26","79","0.20","2.22","0.39","64","0.25","1.94","0.35","52","0.15","1.60","0.31"
"203","Johnny Mundt","MIN","TE","17","2023","112","0.21","1.54","0.36","25","0.24","1.84","0.34","79","0.19","1.52","0.30","53","0.21","1.89","0.34","59","0.20","1.22","0.38"
"204","Malik Heath","GB","WR","13","2023","110","0.22","1.14","0.30","37","0.19","1.08","0.41","67","0.24","1.27","0.28","62","0.27","1.65","0.36","48","0.15","0.48","0.24"
"205","Lynn Bowden","NO","WR","15","2023","109","0.15","0.76","0.21","34","","","0.00","73","0.22","1.14","0.26","73","0.14","0.75","0.17","36","0.17","0.78","0.19"
"206","Ray-Ray McCloud","SF","WR","12","2023","109","0.14","1.24","0.26","38","0.03","","0.00","67","0.19","1.40","0.30","72","0.14","0.68","0.17","37","0.14","2.32","0.37"
"207","Andrew Ogletree","IND","TE","12","2023","107","0.18","1.37","0.33","38","0.21","0.87","0.14","66","0.15","1.65","0.35","65","0.17","1.37","0.32","42","0.19","1.38","0.35"
"208","Brock Wright","DET","TE","14","2023","107","0.13","0.85","0.26","14","0.14","","0.14","87","0.13","0.99","0.28","61","0.08","0.38","0.12","46","0.20","1.48","0.45"
"209","Jack Stoll","PHI","TE","17","2023","107","0.07","0.36","0.08","33","0.06","0.61","0.12","74","0.07","0.24","0.06","51","0.06","0.39","0.08","56","0.07","0.32","0.09"
"210","Deonte Harty","BUF","WR","16","2023","106","0.19","1.42","0.34","30","0.10","0.83","0.12","70","0.21","1.57","0.33","43","0.19","1.47","0.29","63","0.19","1.38","0.38"
"211","Jordan Akins","CLV","TE","17","2023","103","0.20","1.28","0.27","20","0.05","0.35","0.09","83","0.24","1.51","0.32","65","0.18","1.25","0.26","38","0.24","1.34","0.29"
"212","Equanimeous St. Brown","CHI","WR","7","2023","101","0.06","0.61","0.11","34","0.06","1.15","0.17","62","0.06","0.37","0.09","54","0.06","0.83","0.14","47","0.06","0.36","0.08"
"213","Kyle Philips","TEN","WR","9","2023","99","0.22","1.83","0.33","22","0.32","1.36","0.23","73","0.19","2.07","0.38","42","0.21","1.81","0.30","57","0.23","1.84","0.36"
"214","Chase Claypool","CHI, MIA","WR","11","2023","98","0.20","0.79","0.22","18","0.17","","0.00","76","0.22","1.01","0.29","55","0.11","0.51","0.20","43","0.33","1.14","0.25"
"215","Byron Pringle","WAS","WR","17","2023","97","0.22","1.66","0.31","32","0.34","2.97","0.52","62","0.16","1.06","0.22","51","0.33","2.43","0.46","46","0.09","0.80","0.15"
"216","Luke Farrell","JAX","TE","17","2023","94","0.16","1.65","0.30","16","0.06","0.19","0.08","75","0.17","2.03","0.36","57","0.14","1.60","0.28","37","0.19","1.73","0.34"
"217","Mike Williams","LAC","WR","3","2023","94","0.28","2.65","0.53","36","0.31","3.61","0.72","52","0.27","2.29","0.46","53","0.32","1.96","0.40","41","0.22","3.54","0.70"
"218","Pharaoh Brown","NE","TE","17","2023","94","0.16","2.21","0.41","32","0.09","0.97","0.16","61","0.20","2.90","0.55","60","0.15","2.63","0.48","34","0.18","1.47","0.29"
"219","Luke Schoonmaker","DAL","TE","17","2023","94","0.16","0.69","0.28","19","0.16","","0.05","72","0.15","0.89","0.26","58","0.12","0.62","0.23","36","0.22","0.81","0.36"
"220","Mecole Hardman","NYJ, KC","WR","10","2023","93","0.25","1.33","0.30","28","0.29","2.96","0.51","63","0.24","0.65","0.21","48","0.25","1.79","0.33","45","0.24","0.84","0.26"
"221","C.J. Uzomah","NYJ","TE","12","2023","90","0.14","0.64","0.22","21","0.19","1.29","0.56","66","0.12","0.47","0.12","42","0.12","0.74","0.15","48","0.17","0.56","0.29"
"222","Richie James","KC","WR","9","2023","89","0.16","1.28","0.24","24","0.13","0.88","0.17","63","0.17","1.48","0.27","52","0.12","0.62","0.14","37","0.22","2.22","0.38"
"223","Geoff Swaim","ARZ","TE","14","2023","87","0.13","1.08","0.22","23","0.22","2.09","0.43","62","0.10","0.74","0.15","53","0.09","1.02","0.20","34","0.18","1.18","0.26"
"224","Marvin Jones","DET","WR","6","2023","84","0.11","0.42","0.09","25","","","0.00","55","0.16","0.64","0.14","49","0.04","0.10","0.03","35","0.20","0.86","0.17"
"225","Sterling Shepard","NYG","WR","14","2023","84","0.26","0.68","0.27","29","0.34","0.59","0.40","52","0.21","0.77","0.19","55","0.25","0.56","0.15","29","0.28","0.90","0.47"
"226","Jamison Crowder","WAS","WR","16","2023","83","0.24","1.92","0.46","31","0.29","1.23","0.32","52","0.21","2.33","0.54","47","0.21","0.91","0.22","36","0.28","3.22","0.77"
"227","Elijah Higgins","ARZ","TE","11","2023","82","0.22","1.99","0.44","10","0.30","0.90","0.29","68","0.22","2.26","0.49","39","0.23","1.72","0.33","43","0.21","2.23","0.55"
"228","Cole Turner","WAS","TE","12","2023","79","0.19","1.52","0.29","16","0.06","0.31","0.09","61","0.20","1.89","0.35","39","0.15","1.46","0.25","40","0.23","1.58","0.33"
"229","Zach Pascal","ARZ","WR","14","2023","78","0.18","0.24","0.08","12","0.08","0.75","0.16","61","0.20","0.23","0.06","38","0.18","0.47","0.10","40","0.18","0.03","0.05"
"230","Charlie Woerner","SF","TE","17","2023","76","0.04","0.42","0.08","13","","","0.00","61","0.05","0.52","0.10","45","0.04","0.27","0.07","31","0.03","0.65","0.10"
"231","Kavontae Turpin","DAL","WR","16","2023","76","0.24","1.67","0.79","18","0.39","2.61","1.15","53","0.17","1.25","0.35","36","0.28","1.53","0.65","40","0.20","1.80","0.48"
"232","Samori Toure","GB","WR","11","2023","76","0.24","1.03","0.23","22","0.14","0.27","0.07","53","0.26","1.47","0.26","44","0.18","0.25","0.09","32","0.31","2.09","0.37"
"233","Ben Skowronek","LA","WR","17","2023","75","0.16","0.88","0.29","21","0.14","1.43","0.52","52","0.15","0.69","0.18","44","0.11","0.80","0.28","31","0.23","1.00","0.26"
"234","Kayshon Boutte","NE","WR","5","2023","74","0.09","0.26","0.05","20","0.20","0.95","0.20","54","0.06","","0.00","50","0.12","0.38","0.08","24","0.04","","0.00"
"235","Julian Hill","MIA","TE","15","2023","73","0.11","0.66","0.13","10","0.10","","0.00","59","0.12","0.81","0.17","31","0.19","1.10","0.21","42","0.05","0.33","0.08"
"236","Justyn Ross","KC","WR","10","2023","72","0.15","0.74","0.16","19","0.11","","0.00","45","0.20","1.18","0.25","39","0.21","0.79","0.18","33","0.09","0.67","0.13"
"237","Marquise Goodwin","CLV","WR","12","2023","71","0.18","0.94","0.20","13","0.31","","0.08","57","0.16","1.18","0.17","37","0.22","0.27","0.11","34","0.15","1.68","0.20"
"238","Derius Davis","LAC","WR","17","2023","70","0.24","0.94","0.45","12","0.25","0.58","0.31","57","0.25","1.04","0.31","33","0.18","0.64","0.22","37","0.30","1.22","0.39"
"239","Davis Allen","LA","TE","13","2023","70","0.16","1.36","0.36","18","0.11","0.67","0.51","49","0.18","1.69","0.33","34","0.21","1.79","0.56","36","0.11","0.94","0.18"
"240","Bo Melton","GB","WR","5","2023","69","0.33","3.16","0.67","16","0.50","5.94","0.91","48","0.27","2.38","0.45","40","0.40","3.15","0.59","29","0.24","3.17","0.70"
"241","Ian Thomas","CAR","TE","12","2023","65","0.14","0.86","0.16","20","0.10","","0.00","43","0.16","1.30","0.25","38","0.16","1.03","0.18","27","0.11","0.63","0.14"
"242","Jimmy Graham","NO","TE","13","2023","65","0.11","0.60","0.52","13","0.15","0.77","1.15","47","0.06","0.43","0.09","31","","","0.00","34","0.21","1.15","1.00"
"243","Keelan Doss","LAC","WR","5","2023","63","0.17","0.52","0.15","24","0.21","0.63","0.19","38","0.16","0.47","0.13","29","0.21","0.72","0.21","34","0.15","0.35","0.09"
"244","River Cracraft","MIA","WR","10","2023","63","0.19","1.92","0.43","13","0.23","1.08","0.72","48","0.19","2.23","0.37","31","0.16","1.58","0.25","32","0.22","2.25","0.60"
"245","Ronnie Bell","SF","WR","16","2023","62","0.21","1.10","0.50","12","0.33","1.17","1.28","48","0.17","0.88","0.15","34","0.21","0.79","0.14","28","0.21","1.46","0.93"
"246","Brenton Strange","JAX","TE","14","2023","62","0.13","0.56","0.23","6","","","0.00","54","0.13","0.46","0.12","42","0.10","0.43","0.09","20","0.20","0.85","0.54"
"247","Mitchell Wilcox","CIN","TE","17","2023","61","0.20","0.92","0.24","13","0.08","0.92","0.17","46","0.22","0.96","0.27","29","0.17","0.86","0.22","32","0.22","0.97","0.25"
"248","Devin Duvernay","BLT","WR","13","2023","60","0.15","0.30","0.12","28","0.14","-0.07","0.03","29","0.14","0.69","0.17","44","0.18","0.41","0.13","16","0.06","","0.00"
"249","D.J. Montgomery","IND","WR","7","2023","57","0.14","0.98","0.26","16","0.19","0.88","0.53","41","0.12","1.02","0.15","34","0.09","0.65","0.30","23","0.22","1.48","0.19"
"250","Keith Kirkwood","NO","WR","13","2023","57","0.16","0.65","0.26","20","0.15","1.00","0.20","35","0.14","0.29","0.09","33","0.15","0.39","0.07","24","0.17","1.00","0.52"
"251","Peyton Hendershot","DAL","TE","8","2023","57","0.11","0.67","0.14","10","","","0.00","43","0.14","0.88","0.18","24","0.17","1.46","0.27","33","0.06","0.09","0.04"
"252","Josiah Deguara","GB","TE","15","2023","56","0.14","1.16","0.26","5","","","0.00","49","0.16","1.33","0.30","29","0.24","2.21","0.46","27","0.04","0.04","0.04"
"253","Robbie Chosen","MIA","WR","9","2023","56","0.11","2.25","0.40","7","","","0.00","47","0.13","2.68","0.48","15","0.13","2.00","0.27","41","0.10","2.34","0.45"
"254","Blake Bell","KC","TE","17","2023","56","0.16","0.46","0.23","12","","","0.00","40","0.20","0.55","0.13","30","0.10","0.10","0.04","26","0.23","0.88","0.43"
"255","Isaiah McKenzie","IND","WR","13","2023","54","0.26","1.52","0.38","16","0.25","2.75","0.46","36","0.28","1.06","0.33","36","0.25","1.78","0.37","18","0.28","1.00","0.32"
"256","MyCole Pruitt","ATL","TE","17","2023","54","0.20","2.04","0.48","14","0.36","3.57","1.07","35","0.14","1.71","0.31","33","0.18","2.55","0.59","21","0.24","1.24","0.31"
"257","Ihmir Smith-Marsette","CAR","WR","17","2023","53","0.19","0.96","0.50","12","0.17","2.25","0.39","41","0.20","0.59","0.20","32","0.16","1.28","0.25","21","0.24","0.48","0.24"
"258","Charlie Kolar","BLT","TE","14","2023","53","0.17","1.64","0.41","10","","","0.00","40","0.23","2.18","0.54","32","0.19","1.81","0.53","21","0.14","1.38","0.23"
"259","Trent Taylor","CHI","WR","16","2023","53","0.04","","0.00","17","","","0.00","34","0.06","","0.00","32","","","0.00","21","0.10","","0.00"
"260","Chris Manhertz","DEN","TE","16","2023","52","0.06","0.31","0.07","4","","","0.00","41","0.05","0.39","0.09","19","0.05","0.53","0.11","33","0.06","0.18","0.05"
"261","Velus Jones","CHI","WR","14","2023","51","0.14","0.39","0.22","11","0.09","1.00","0.19","38","0.16","0.24","0.10","28","0.18","0.71","0.18","23","0.09","","0.04"
"262","Jalen Nailor","MIN","WR","5","2023","51","0.12","0.57","0.12","12","0.17","1.33","0.22","37","0.11","0.35","0.09","24","0.25","1.21","0.25","27","","","0.00"
"263","Trishton Jackson","MIN","WR","6","2023","50","0.08","0.18","0.10","8","0.13","","0.00","39","0.05","0.23","0.07","20","0.10","0.10","0.06","30","0.07","0.23","0.06"
"264","Elijah Cooks","JAX","WR","9","2023","48","0.08","0.79","0.14","13","","","0.00","34","0.12","1.12","0.20","23","0.09","1.57","0.24","25","0.08","0.08","0.05"
"265","Ben Sims","GB","TE","15","2023","46","0.11","0.46","0.26","11","0.18","0.18","0.11","34","0.06","0.53","0.11","24","0.13","0.33","0.12","22","0.09","0.59","0.42"
"266","Chris Conley","SF","WR","8","2023","46","0.11","1.50","0.22","9","","","0.00","33","0.12","2.09","0.30","20","0.10","2.55","0.36","26","0.12","0.69","0.11"
"267","Josh Whyle","TEN","TE","11","2023","46","0.33","2.04","0.53","5","0.40","2.40","1.84","40","0.33","2.05","0.38","19","0.37","1.68","0.33","27","0.30","2.30","0.67"
"268","Quintin Morris","BUF","TE","14","2023","45","0.07","0.58","0.24","10","0.10","1.50","0.85","34","0.03","0.32","0.06","19","0.11","1.37","0.56","26","0.04","","0.00"
"269","Antoine Green","DET","WR","9","2023","45","0.04","0.04","0.03","9","","","0.00","35","0.06","0.06","0.03","22","","","0.00","23","0.09","0.09","0.05"
"270","Rakim Jarrett","TB","WR","10","2023","44","0.16","1.36","0.23","2","","","0.00","40","0.18","1.50","0.25","16","0.19","2.75","0.40","28","0.14","0.57","0.13"
"271","James Mitchell","DET","TE","14","2023","43","0.05","0.65","0.11","6","","","0.00","35","0.06","0.80","0.14","28","0.07","1.00","0.17","15","","","0.00"
"272","Payne Durham","TB","TE","13","2023","42","0.17","1.38","0.26","8","0.25","3.13","0.44","34","0.15","0.97","0.21","17","0.12","1.47","0.21","25","0.20","1.32","0.29"
"273","Laviska Shenault","CAR","WR","8","2023","41","0.24","1.46","0.52","8","","","0.00","32","0.28","1.66","0.45","23","0.17","1.43","0.32","18","0.33","1.50","0.48"
"274","DeAndre Carter","LV","WR","17","2023","40","0.18","0.98","0.24","11","0.27","0.73","0.25","26","0.12","1.19","0.20","23","0.09","0.91","0.18","17","0.29","1.06","0.22"
"275","Grant Calcaterra","PHI","TE","14","2023","40","0.10","0.98","0.20","14","0.14","1.14","0.26","26","0.08","0.88","0.17","18","0.17","1.78","0.34","22","0.05","0.32","0.08"
"276","Trevon Wesco","TEN","TE","15","2023","40","0.05","0.53","0.08","8","0.13","2.63","0.39","30","0.03","","0.00","25","0.04","0.84","0.12","15","0.07","","0.00"
"277","Lawrence Cager","NYG","TE","9","2023","39","0.13","0.92","0.35","8","","","0.00","28","0.11","0.93","0.20","32","0.13","0.88","0.37","7","0.14","1.14","0.26"
"278","Malik Taylor","NYJ","WR","3","2023","38","0.11","0.34","0.09","12","","","0.00","22","0.18","0.59","0.15","17","","","0.00","21","0.19","0.62","0.16"
"279","Laquon Treadwell","BLT","WR","4","2023","37","0.08","0.43","0.07","10","0.20","1.60","0.26","26","0.04","","0.00","28","0.11","0.57","0.09","9","","","0.00"
"280","Brycen Hopkins","LA","TE","15","2023","37","0.19","2.11","0.35","11","0.09","1.64","0.25","24","0.25","2.50","0.42","24","0.21","2.04","0.37","13","0.15","2.23","0.30"
"281","David Moore","TB","WR","7","2023","37","0.16","2.54","0.55","4","0.25","2.75","0.53","33","0.15","2.52","0.55","21","0.24","3.71","0.85","16","0.06","1.00","0.16"
"282","Albert Okwuegbunam","PHI","TE","4","2023","36","0.03","","0.00","6","","","0.00","30","0.03","","0.00","12","","","0.00","24","0.04","","0.00"
"283","Ko Kieft","TB","TE","16","2023","36","0.11","0.06","0.20","4","0.25","0.50","1.80","29","0.10","","0.00","16","0.13","0.13","0.45","20","0.10","","0.00"
"284","Marcedes Lewis","CHI","TE","17","2023","32","0.16","0.91","0.40","6","0.17","0.17","1.18","26","0.15","1.08","0.22","16","0.06","1.00","0.16","16","0.25","0.81","0.64"
"285","Austin Trammell","LA","WR","15","2023","32","0.19","0.91","0.22","2","0.50","","0.00","26","0.19","1.12","0.27","17","0.24","1.35","0.31","15","0.13","0.40","0.11"
"286","James Proche","CLV","WR","10","2023","32","0.09","","0.00","10","","","0.00","22","0.14","","0.00","23","0.04","","0.00","9","0.22","","0.00"
"287","Miles Boykin","PIT","WR","16","2023","31","0.13","0.55","0.15","6","0.17","0.83","0.25","22","0.14","0.55","0.15","17","0.18","1.00","0.28","14","0.07","","0.00"
"288","Kenny Yeboah","NYJ","TE","5","2023","29","0.14","0.97","0.17","6","","","0.00","22","0.18","1.27","0.22","12","0.08","","0.00","17","0.18","1.65","0.28"
"289","Ty Montgomery","NE","WR","12","2023","29","0.38","1.38","0.34","8","0.38","-0.25","0.10","21","0.38","2.00","0.39","15","0.33","1.20","0.32","14","0.43","1.57","0.30"
"290","Britain Covey","PHI","WR","16","2023","27","0.22","1.56","0.30","9","0.56","4.67","0.91","18","0.06","","0.00","17","0.18","1.76","0.29","10","0.30","1.20","0.32"
"291","Sean McKeon","DAL","TE","9","2023","26","0.04","","0.00","4","","","0.00","21","0.05","","0.00","13","0.08","","0.00","13","","","0.00"
"292","Kristian Wilkerson","LV","WR","2","2023","26","","","0.00","8","","","0.00","17","","","0.00","13","","","0.00","13","","","0.00"
"293","Eric Saubert","HST","TE","8","2023","25","0.12","0.48","0.17","4","","","0.00","21","0.14","0.57","0.20","19","0.11","0.37","0.14","6","0.17","0.83","0.25"
"294","Charlie Jones","CIN","WR","11","2023","25","0.36","2.56","0.59","5","0.20","7.00","0.90","20","0.40","1.45","0.45","13","0.23","1.00","0.33","12","0.50","4.25","0.76"
