"Player Details","","","","","","Overall","","","","Man","","","","Zone","","","","Single-High","","","","Two-High","","",""
"Rank","Name","Team","POS","G","Season","RTE","TPRR","YPRR","FP/RR","RTE","TPRR","YPRR","FP/RR","RTE","TPRR","YPRR","FP/RR","RTE","TPRR","YPRR","FP/RR","RTE","TPRR","YPRR","FP/RR"
"143","Isaiah Likely","BLT","TE","16","2022","247","0.22","1.51","0.37","72","0.24","1.44","0.39","163","0.22","1.52","0.32","154","0.23","1.68","0.36","93","0.22","1.23","0.38"
"144","Harrison Bryant","CLV","TE","17","2022","243","0.17","0.98","0.25","74","0.11","0.41","0.09","154","0.20","1.30","0.29","146","0.18","1.27","0.26","97","0.15","0.56","0.23"
"145","Isaiah Hodgins","BUF, NYG","WR","10","2022","242","0.19","1.62","0.42","69","0.20","1.49","0.40","168","0.18","1.65","0.34","141","0.23","1.64","0.41","101","0.14","1.59","0.41"
"146","Christian Watson","GB","WR","14","2022","242","0.27","2.52","0.68","75","0.29","2.73","0.67","156","0.24","2.50","0.54","135","0.25","2.40","0.50","107","0.29","2.68","0.72"
"147","Darren Waller","LV","TE","9","2022","241","0.17","1.61","0.35","65","0.18","2.12","0.40","156","0.17","1.54","0.32","96","0.20","2.39","0.45","145","0.16","1.10","0.29"
"148","Raheem Mostert","MIA","RB","16","2022","240","0.16","0.84","0.71","36","0.06","","0.00","196","0.17","0.94","0.27","102","0.15","0.63","0.23","138","0.17","1.00","0.29"
"149","Treylon Burks","TEN","WR","11","2022","240","0.23","1.85","0.37","72","0.26","2.32","0.47","160","0.20","1.69","0.30","148","0.24","1.70","0.36","92","0.22","2.10","0.33"
"150","Rachaad White","TB","RB","17","2022","239","0.24","1.21","0.60","51","0.16","0.51","0.17","177","0.26","1.41","0.37","98","0.17","0.76","0.22","141","0.28","1.53","0.49"
"151","Kareem Hunt","CLV","RB","17","2022","237","0.17","0.89","0.54","75","0.09","0.63","0.22","145","0.22","1.03","0.30","117","0.15","0.91","0.23","120","0.20","0.86","0.29"
"152","Equanimeous St. Brown","CHI","WR","16","2022","233","0.16","1.39","0.28","68","0.16","1.10","0.27","162","0.16","1.53","0.25","158","0.16","1.18","0.24","75","0.16","1.83","0.29"
"153","Keelan Cole","LV","WR","14","2022","231","0.09","0.61","0.13","65","0.11","0.77","0.12","152","0.09","0.60","0.15","103","0.06","0.40","0.06","128","0.12","0.78","0.19"
"154","Noah Gray","KC","TE","17","2022","231","0.15","1.29","0.30","62","0.18","1.35","0.25","148","0.14","1.35","0.30","122","0.16","1.51","0.27","109","0.14","1.06","0.28"
"155","Will Dissly","SEA","TE","15","2022","229","0.17","1.52","0.38","45","0.18","1.60","0.47","176","0.16","1.57","0.37","130","0.15","1.45","0.38","99","0.19","1.63","0.38"
"156","Jonathan Taylor","IND","RB","11","2022","229","0.15","0.62","0.65","67","0.07","0.13","0.03","151","0.19","0.86","0.26","115","0.13","0.44","0.13","114","0.18","0.81","0.24"
"157","Michael Carter","NYJ","RB","16","2022","228","0.22","1.26","0.56","53","0.06","0.42","0.10","168","0.26","1.58","0.38","109","0.20","1.23","0.29","119","0.24","1.29","0.32"
"158","D'Andre Swift","DET","RB","14","2022","227","0.30","1.71","0.84","47","0.32","1.17","0.46","175","0.29","1.82","0.42","127","0.25","1.42","0.42","100","0.35","2.09","0.52"
"159","Samaje Perine","CIN","RB","16","2022","223","0.22","1.29","0.64","56","0.11","0.18","0.16","163","0.24","1.56","0.40","81","0.17","0.86","0.27","142","0.24","1.53","0.48"
"160","Randall Cobb","GB","WR","13","2022","219","0.22","1.90","0.37","79","0.20","1.63","0.38","135","0.24","2.08","0.37","110","0.26","2.54","0.52","109","0.18","1.27","0.23"
"161","Antonio Gibson","WAS","RB","15","2022","218","0.26","1.62","0.76","56","0.21","0.79","0.20","150","0.29","1.93","0.48","113","0.26","1.69","0.43","105","0.27","1.54","0.43"
"162","Nick Chubb","CLV","RB","17","2022","216","0.15","1.11","1.31","51","0.12","0.84","0.16","159","0.17","1.23","0.31","131","0.21","1.61","0.33","85","0.06","0.33","0.16"
"163","Julio Jones","TB","WR","10","2022","215","0.20","1.39","0.33","45","0.18","1.47","0.21","164","0.20","1.37","0.30","85","0.29","1.95","0.40","130","0.14","1.02","0.25"
"164","Tony Pollard","DAL","RB","16","2022","212","0.24","1.75","1.17","31","0.16","0.19","0.12","163","0.26","2.18","0.50","95","0.26","1.83","0.37","117","0.21","1.68","0.50"
"165","Kylen Granson","IND","TE","13","2022","210","0.19","1.44","0.29","50","0.10","1.02","0.20","153","0.22","1.64","0.33","107","0.13","1.22","0.23","103","0.24","1.66","0.36"
"166","Cameron Brate","TB","TE","11","2022","210","0.17","0.83","0.18","61","0.15","0.25","0.07","143","0.17","1.11","0.23","97","0.12","0.66","0.14","113","0.20","0.97","0.21"
"167","Jeffery Wilson","MIA, SF","RB","16","2022","209","0.17","0.89","0.77","29","0.24","1.07","0.24","170","0.16","0.85","0.18","88","0.19","1.15","0.30","121","0.16","0.69","0.16"
"168","Tommy Tremble","CAR","TE","17","2022","207","0.14","0.84","0.26","43","0.12","0.42","0.30","157","0.16","0.99","0.26","130","0.14","0.94","0.26","77","0.16","0.68","0.26"
"169","David Montgomery","CHI","RB","16","2022","201","0.19","1.57","0.89","45","0.13","1.44","0.41","150","0.21","1.64","0.34","131","0.15","1.00","0.22","70","0.27","2.64","0.59"
"170","C.J. Uzomah","NYJ","TE","15","2022","199","0.13","1.17","0.28","64","0.11","0.77","0.26","129","0.15","1.42","0.30","125","0.13","1.11","0.26","74","0.14","1.26","0.31"
"171","Mecole Hardman","KC","WR","8","2022","198","0.17","1.50","0.47","77","0.22","1.95","0.58","107","0.13","1.24","0.23","110","0.19","1.87","0.37","88","0.14","1.03","0.43"
"172","Miles Sanders","PHI","RB","17","2022","198","0.13","0.39","1.10","59","0.05","0.08","0.04","136","0.17","0.54","0.18","111","0.13","0.39","0.12","87","0.14","0.40","0.16"
"173","Kenneth Walker","SEA","RB","15","2022","198","0.17","0.83","1.02","37","0.08","-0.11","0.04","150","0.21","1.13","0.28","94","0.15","0.65","0.18","104","0.19","1.00","0.25"
"174","Jelani Woods","IND","TE","15","2022","197","0.20","1.58","0.38","44","0.23","2.02","0.63","139","0.19","1.60","0.28","104","0.24","2.06","0.48","93","0.15","1.05","0.27"
"175","Jarvis Landry","NO","WR","9","2022","196","0.19","1.39","0.31","46","0.11","0.87","0.11","136","0.23","1.65","0.33","100","0.21","1.42","0.34","96","0.18","1.35","0.25"
"176","Colby Parkinson","SEA","TE","17","2022","195","0.17","1.65","0.35","42","0.21","1.52","0.46","143","0.15","1.80","0.35","105","0.16","1.70","0.35","90","0.18","1.59","0.36"
"177","Ezekiel Elliott","DAL","RB","15","2022","191","0.12","0.48","0.97","50","0.08","0.84","0.16","136","0.14","0.37","0.13","102","0.12","0.55","0.16","89","0.12","0.40","0.11"
"178","Kyle Pitts","ATL","TE","10","2022","190","0.30","1.87","0.40","30","0.27","1.40","0.74","148","0.31","2.12","0.35","103","0.33","2.30","0.40","87","0.26","1.37","0.40"
"179","Tre' McKitty","LAC","TE","17","2022","189","0.08","0.38","0.09","21","","","0.00","153","0.08","0.45","0.10","84","0.08","0.36","0.10","105","0.08","0.40","0.09"
"180","A.J. Dillon","GB","RB","17","2022","185","0.23","1.11","0.91","56","0.16","0.50","0.16","125","0.26","1.42","0.32","105","0.21","0.75","0.20","80","0.25","1.59","0.35"
"181","Marquez Callaway","NO","WR","14","2022","183","0.17","0.86","0.21","47","0.15","0.55","0.12","124","0.19","1.03","0.20","98","0.17","0.69","0.16","85","0.16","1.06","0.26"
"182","Rex Burkhead","HST","RB","16","2022","182","0.26","1.12","0.39","61","0.25","1.05","0.27","109","0.26","1.09","0.32","100","0.27","1.22","0.38","82","0.26","1.00","0.31"
"183","Jack Stoll","PHI","TE","17","2022","177","0.08","0.69","0.13","61","0.05","0.23","0.04","114","0.09","0.96","0.18","107","0.06","0.44","0.08","70","0.11","1.09","0.21"
"184","Rashid Shaheed","NO","WR","12","2022","175","0.19","2.78","0.57","47","0.17","1.81","0.31","123","0.20","3.24","0.58","95","0.26","3.22","0.53","80","0.11","2.26","0.46"
"185","Tre'Quan Smith","NO","WR","15","2022","172","0.15","1.62","0.31","51","0.20","1.84","0.42","115","0.13","1.60","0.27","96","0.21","2.40","0.46","76","0.08","0.63","0.12"
"186","Sammy Watkins","BLT, GB","WR","12","2022","171","0.16","1.90","0.28","50","0.16","2.96","0.42","117","0.15","1.51","0.23","87","0.16","2.76","0.37","84","0.15","1.01","0.18"
"187","Marcus Johnson","NYG","WR","14","2022","171","0.12","0.58","0.11","49","0.14","0.84","0.14","113","0.12","0.51","0.10","107","0.10","0.86","0.16","64","0.16","0.11","0.03"
"188","Trenton Irwin","CIN","WR","9","2022","170","0.13","1.36","0.37","50","0.16","1.34","0.47","117","0.12","1.40","0.33","72","0.10","1.32","0.22","98","0.15","1.39","0.48"
"189","Latavius Murray","DEN, NO","RB","13","2022","170","0.18","0.78","0.91","23","0.04","","0.00","141","0.21","0.94","0.29","68","0.10","0.71","0.16","102","0.24","0.82","0.29"
"190","Mitchell Wilcox","CIN","TE","16","2022","169","0.11","0.82","0.22","38","0.08","1.03","0.34","125","0.12","0.80","0.19","71","0.11","1.07","0.30","98","0.10","0.64","0.16"
"191","Braxton Berrios","NYJ","WR","17","2022","169","0.19","0.86","0.34","50","0.16","0.24","0.10","107","0.21","1.24","0.26","94","0.20","1.17","0.29","75","0.17","0.47","0.13"
"192","Scott Miller","TB","WR","14","2022","168","0.24","1.10","0.25","39","0.23","0.49","0.13","126","0.23","1.28","0.28","81","0.23","0.72","0.18","87","0.24","1.46","0.31"
"193","Eric Saubert","DEN","TE","17","2022","168","0.14","0.88","0.21","24","0.21","1.13","0.49","141","0.13","0.86","0.17","84","0.19","1.17","0.32","84","0.08","0.60","0.11"
"194","Kenneth Gainwell","PHI","RB","17","2022","167","0.17","1.01","0.53","45","0.07","","0.02","112","0.21","1.46","0.33","84","0.13","0.87","0.19","83","0.20","1.16","0.28"
"195","Eno Benjamin","HST, NO, ARZ","RB","14","2022","166","0.19","1.16","0.54","32","0.19","1.13","0.24","129","0.19","1.22","0.28","69","0.19","0.93","0.24","97","0.19","1.33","0.29"
"196","Darrell Henderson","LA","RB","10","2022","166","0.13","0.61","0.44","30","0.03","","0.00","128","0.14","0.74","0.20","90","0.09","0.40","0.11","76","0.17","0.87","0.23"
"197","Tutu Atwell","LA","WR","13","2022","166","0.21","1.80","0.38","46","0.28","1.57","0.27","115","0.18","1.97","0.36","109","0.23","1.76","0.30","57","0.18","1.86","0.38"
"198","Jaylen Warren","PIT","RB","16","2022","163","0.20","1.31","0.57","46","0.11","0.74","0.16","113","0.23","1.53","0.36","76","0.20","1.26","0.31","87","0.20","1.36","0.30"
"199","Zach Gentry","PIT","TE","17","2022","162","0.14","0.81","0.20","34","0.12","0.97","0.19","125","0.15","0.79","0.21","92","0.13","0.90","0.19","70","0.16","0.70","0.21"
"200","Irv Smith","MIN","TE","8","2022","159","0.21","1.14","0.35","59","0.20","0.81","0.28","91","0.23","1.46","0.34","68","0.18","1.04","0.33","91","0.24","1.22","0.36"
"201","Chigoziem Okonkwo","TEN","TE","17","2022","159","0.28","2.83","0.61","33","0.15","2.30","0.29","117","0.31","3.04","0.59","87","0.26","3.54","0.62","72","0.31","1.97","0.57"
"202","Dameon Pierce","HST","RB","13","2022","157","0.23","1.05","1.07","26","0.15","0.35","0.19","129","0.24","1.19","0.31","81","0.19","0.65","0.23","76","0.28","1.47","0.45"
"203","Cam Sims","WAS","WR","17","2022","156","0.10","0.57","0.11","42","0.10","0.29","0.05","107","0.11","0.72","0.14","71","0.07","0.06","0.03","85","0.13","1.00","0.17"
"204","Derrick Henry","TEN","RB","16","2022","155","0.26","2.57","1.97","26","0.19","1.42","0.33","122","0.27","2.86","0.49","91","0.29","3.40","0.56","64","0.22","1.39","0.39"
"205","Damiere Byrd","ATL","WR","14","2022","155","0.15","1.73","0.33","30","0.20","2.20","0.49","118","0.14","1.71","0.32","75","0.20","2.05","0.41","80","0.10","1.43","0.27"
"206","Skyy Moore","KC","WR","16","2022","153","0.21","1.63","0.32","48","0.23","1.83","0.31","100","0.21","1.62","0.32","85","0.24","2.14","0.39","68","0.18","1.00","0.20"
"207","Ray-Ray McCloud","SF","WR","17","2022","151","0.14","1.61","0.38","45","0.13","1.49","0.39","98","0.15","1.80","0.27","87","0.11","1.34","0.30","64","0.17","1.97","0.29"
"208","Tyler Allgeier","ATL","RB","16","2022","148","0.11","0.94","1.08","30","0.07","0.50","0.12","116","0.13","1.07","0.28","85","0.08","0.44","0.13","63","0.16","1.62","0.40"
"209","Steven Sims","PIT","WR","12","2022","147","0.15","0.71","0.21","36","0.17","0.64","0.15","106","0.15","0.76","0.18","79","0.18","0.86","0.21","68","0.12","0.53","0.11"
"210","Denzel Mims","NYJ","WR","10","2022","147","0.17","1.27","0.20","54","0.22","0.65","0.14","89","0.15","1.70","0.25","96","0.19","1.04","0.19","51","0.14","1.69","0.23"
"211","J.D. McKissic","WAS","RB","8","2022","147","0.27","1.18","0.38","31","0.16","0.52","0.15","108","0.28","1.40","0.35","56","0.27","1.07","0.25","91","0.27","1.24","0.33"
"212","Amari Rodgers","GB, HST","WR","16","2022","146","0.15","1.40","0.30","43","0.19","2.28","0.39","101","0.14","1.11","0.26","73","0.12","1.45","0.34","73","0.18","1.34","0.24"
"213","K.J. Hamler","DEN","WR","7","2022","146","0.10","1.13","0.18","32","0.03","0.13","0.04","107","0.11","1.50","0.21","78","0.08","0.85","0.14","68","0.12","1.46","0.19"
"214","Jonnu Smith","NE","TE","14","2022","145","0.26","1.69","0.36","39","0.23","2.85","0.39","100","0.27","1.26","0.35","82","0.27","2.24","0.42","63","0.24","0.97","0.27"
"215","Tanner Hudson","NYG","TE","11","2022","145","0.10","0.91","0.16","36","0.08","0.56","0.11","106","0.11","1.06","0.18","86","0.09","0.95","0.17","59","0.12","0.85","0.15"
"216","Chase Edmonds","MIA, DEN","RB","13","2022","144","0.16","1.09","0.52","32","0.16","1.53","0.25","103","0.16","0.91","0.20","72","0.15","0.94","0.21","72","0.17","1.24","0.32"
"217","Alexander Mattison","MIN","RB","17","2022","142","0.13","0.64","0.62","33","0.03","","0.03","103","0.15","0.74","0.25","53","0.08","0.42","0.12","89","0.16","0.78","0.27"
"218","Josh Oliver","BLT","TE","17","2022","139","0.17","1.07","0.29","27","0.22","1.48","0.48","108","0.15","1.00","0.19","92","0.13","1.14","0.27","47","0.26","0.94","0.35"
"219","Kenyan Drake","BLT","RB","12","2022","138","0.17","0.64","0.75","40","0.10","0.20","0.10","93","0.19","0.70","0.20","91","0.16","0.48","0.17","47","0.19","0.96","0.35"
"220","Cordarrelle Patterson","ATL","RB","13","2022","137","0.22","0.89","1.09","23","0.09","0.26","0.11","102","0.26","1.14","0.30","71","0.23","0.82","0.22","66","0.21","0.97","0.26"
"221","Deon Jackson","IND","RB","13","2022","137","0.24","1.53","0.62","42","0.29","2.60","0.69","91","0.23","1.10","0.31","74","0.26","2.11","0.47","63","0.22","0.84","0.35"
"222","Melvin Gordon","DEN","RB","10","2022","135","0.24","1.65","0.66","28","0.04","0.61","0.10","103","0.29","1.92","0.42","73","0.15","1.62","0.30","62","0.34","1.69","0.41"
"223","Durham Smythe","MIA","TE","16","2022","133","0.14","0.97","0.30","15","0.07","","0.00","114","0.14","1.05","0.22","58","0.10","0.67","0.14","75","0.17","1.20","0.35"
"224","Brandon Powell","LA","WR","17","2022","133","0.23","1.17","0.36","35","0.14","0.20","0.11","93","0.27","1.56","0.37","92","0.21","1.12","0.29","41","0.29","1.29","0.32"
"225","Johnny Mundt","MIN","TE","17","2022","132","0.16","1.06","0.30","30","0.13","1.03","0.20","95","0.17","1.14","0.27","57","0.19","1.21","0.30","75","0.13","0.95","0.29"
"226","Adam Trautman","NO","TE","15","2022","131","0.17","1.58","0.34","32","0.28","2.09","0.40","92","0.14","1.52","0.35","79","0.14","1.25","0.24","52","0.21","2.08","0.50"
"227","Byron Pringle","CHI","WR","11","2022","131","0.11","1.03","0.27","29","0.07","0.41","0.32","99","0.13","1.24","0.27","81","0.10","0.59","0.12","50","0.14","1.74","0.51"
"228","Kenny Golladay","NYG","WR","11","2022","131","0.13","0.62","0.15","42","0.10","","0.00","84","0.14","0.96","0.24","79","0.14","0.51","0.15","52","0.12","0.79","0.16"
"229","Ian Thomas","CAR","TE","17","2022","131","0.22","1.50","0.31","34","0.18","0.79","0.14","96","0.24","1.77","0.38","93","0.22","1.74","0.34","38","0.24","0.92","0.25"
"230","Michael Bandy","LAC","WR","10","2022","130","0.13","0.68","0.15","24","0.08","0.79","0.16","98","0.15","0.71","0.15","62","0.18","0.55","0.17","68","0.09","0.81","0.13"
"231","Cedrick Wilson","MIA","WR","15","2022","129","0.13","1.05","0.20","28","0.18","1.68","0.28","98","0.12","0.91","0.18","63","0.14","1.19","0.23","66","0.12","0.92","0.17"
"232","Dontrell Hilliard","TEN","RB","12","2022","128","0.20","1.38","0.60","33","0.12","0.48","0.35","88","0.23","1.83","0.58","68","0.19","2.15","0.74","60","0.22","0.52","0.20"
"233","Brevin Jordan","HST","TE","11","2022","126","0.21","1.02","0.21","21","0.14","0.14","0.06","96","0.25","1.30","0.27","70","0.23","0.90","0.22","56","0.20","1.16","0.21"
"234","Wan'Dale Robinson","NYG","WR","6","2022","126","0.24","1.80","0.41","42","0.29","1.38","0.50","82","0.22","2.06","0.38","82","0.30","2.18","0.51","44","0.11","1.09","0.22"
"235","James Proche","BLT","WR","15","2022","126","0.13","0.49","0.10","39","0.08","","0.00","78","0.15","0.72","0.15","78","0.13","0.40","0.09","48","0.13","0.65","0.13"
"236","Nyheim Hines","BUF, IND","RB","16","2022","125","0.30","1.93","0.56","37","0.22","1.97","0.55","83","0.34","1.92","0.46","70","0.29","2.03","0.52","55","0.31","1.80","0.43"
"237","Ameer Abdullah","LV","RB","17","2022","125","0.26","1.69","0.43","53","0.17","1.30","0.24","68","0.31","2.06","0.56","63","0.24","1.54","0.42","62","0.27","1.84","0.41"
"238","Zach Pascal","PHI","WR","17","2022","124","0.15","1.21","0.29","51","0.22","2.18","0.51","68","0.10","0.57","0.15","64","0.20","1.86","0.44","60","0.08","0.52","0.14"
"239","Breshad Perriman","TB","WR","11","2022","122","0.16","0.90","0.20","33","0.24","2.06","0.51","85","0.13","0.49","0.10","68","0.12","0.91","0.22","54","0.20","0.89","0.18"
"240","John Bates","WAS","TE","16","2022","121","0.17","0.89","0.25","31","0.10","0.16","0.05","85","0.21","1.21","0.34","61","0.15","0.61","0.24","60","0.20","1.18","0.27"
"241","Albert Okwuegbunam","DEN","TE","7","2022","121","0.14","0.79","0.21","22","0.09","","0.00","93","0.15","0.99","0.26","57","0.12","0.40","0.11","64","0.16","1.13","0.30"
"242","Quintin Morris","BUF","TE","14","2022","120","0.08","0.70","0.18","33","0.15","0.73","0.35","84","0.05","0.71","0.12","66","0.05","0.15","0.05","54","0.11","1.37","0.34"
"243","Brandon Johnson","DEN","WR","7","2022","119","0.08","0.35","0.14","28","0.11","0.04","0.25","86","0.08","0.48","0.11","50","0.10","0.26","0.07","69","0.07","0.42","0.19"
"244","Taysom Hill","NO","TE","16","2022","119","0.10","0.65","1.23","32","0.16","0.34","0.42","85","0.08","0.78","0.38","68","0.07","0.49","0.20","51","0.14","0.86","0.64"
"245","Joshua Kelley","LAC","RB","13","2022","117","0.20","0.86","0.55","24","0.04","0.92","0.13","92","0.24","0.86","0.23","60","0.12","1.00","0.22","57","0.28","0.72","0.19"
"246","Rashod Bateman","BLT","WR","6","2022","117","0.24","2.44","0.47","43","0.21","2.77","0.53","71","0.25","2.28","0.43","67","0.19","1.40","0.23","50","0.30","3.82","0.78"
"247","Isiah Pacheco","KC","RB","17","2022","117","0.11","1.11","1.17","24","0.17","1.29","0.30","87","0.10","1.14","0.22","63","0.14","1.46","0.29","54","0.07","0.70","0.14"
"248","Parker Hesse","ATL","TE","17","2022","116","0.09","0.77","0.15","21","0.10","","0.00","87","0.09","0.97","0.19","81","0.09","0.77","0.14","35","0.11","0.77","0.19"
"249","Ashton Dulin","IND","WR","12","2022","114","0.18","1.82","0.37","28","0.21","2.04","0.38","80","0.18","1.88","0.39","54","0.19","1.74","0.41","60","0.18","1.88","0.32"
"250","Khalil Shakir","BUF","WR","14","2022","114","0.16","1.41","0.30","33","0.24","2.91","0.62","80","0.11","0.81","0.14","64","0.17","1.08","0.19","50","0.14","1.84","0.40"
"251","David Sills","NYG","WR","9","2022","114","0.15","0.93","0.19","27","0.15","0.22","0.06","83","0.14","1.14","0.22","75","0.16","1.17","0.22","39","0.13","0.46","0.12"
"252","Cam Akers","LA","RB","15","2022","113","0.15","1.04","1.27","24","0.13","0.17","0.10","85","0.16","1.33","0.26","71","0.14","0.72","0.16","42","0.17","1.57","0.32"
"253","Shane Zylstra","DET","TE","13","2022","113","0.13","0.53","0.36","33","0.15","0.27","0.69","77","0.10","0.57","0.14","62","0.15","0.69","0.26","51","0.12","0.33","0.48"
"254","Matt Breida","NYG","RB","17","2022","113","0.21","1.04","0.53","28","0.25","0.64","0.28","81","0.20","1.23","0.30","61","0.23","0.89","0.27","52","0.19","1.23","0.30"
"255","James Cook","BUF","RB","16","2022","110","0.30","1.64","0.97","33","0.27","0.76","0.38","75","0.32","2.07","0.43","59","0.29","1.49","0.39","51","0.31","1.80","0.44"
"256","Justice Hill","BLT","RB","15","2022","110","0.11","0.53","0.39","29","0.07","0.24","0.09","79","0.13","0.65","0.19","72","0.08","0.51","0.13","38","0.16","0.55","0.21"
"257","O.J. Howard","HST","TE","13","2022","109","0.20","1.33","0.33","24","0.13","","0.00","76","0.24","1.91","0.48","59","0.17","1.20","0.39","50","0.24","1.48","0.27"
"258","Tom Kennedy","DET","WR","7","2022","108","0.13","1.31","0.20","48","0.19","1.90","0.29","53","0.09","0.94","0.15","70","0.14","1.30","0.20","38","0.11","1.32","0.21"
"259","DeeJay Dallas","SEA","RB","15","2022","106","0.18","1.19","0.45","37","0.14","1.51","0.29","65","0.22","1.08","0.29","48","0.17","1.44","0.31","58","0.19","0.98","0.24"
"260","Jamycal Hasty","JAX","RB","16","2022","105","0.25","1.20","0.67","25","0.16","1.28","0.25","78","0.28","1.21","0.42","51","0.29","1.57","0.41","54","0.20","0.85","0.33"
"261","Pharaoh Brown","HST, CLV","TE","16","2022","103","0.18","1.14","0.23","25","0.20","0.36","0.16","74","0.19","1.46","0.27","67","0.21","1.40","0.27","36","0.14","0.64","0.15"
"262","Jamaal Williams","DET","RB","17","2022","103","0.16","0.71","2.21","23","0.04","","0.00","76","0.18","0.92","0.24","68","0.13","0.49","0.14","35","0.20","1.14","0.29"
"263","Mike Thomas","CIN","WR","10","2022","102","0.08","0.37","0.08","36","0.14","1.06","0.16","61","0.03","","0.00","40","0.08","0.95","0.15","62","0.08","","0.00"
"264","Lawrence Cager","NYJ, NYG","WR","7","2022","101","0.18","1.17","0.30","28","0.14","1.32","0.49","68","0.21","1.19","0.25","60","0.18","1.33","0.38","41","0.17","0.93","0.19"
"265","Breece Hall","NYJ","RB","7","2022","100","0.30","2.18","1.16","33","0.30","3.76","0.50","60","0.30","1.33","0.33","61","0.31","2.75","0.42","39","0.28","1.28","0.51"
"266","Geoff Swaim","TEN","TE","17","2022","99","0.16","0.59","0.24","18","0.17","0.39","0.48","74","0.16","0.66","0.19","64","0.13","0.52","0.16","35","0.23","0.71","0.39"
"267","Clyde Edwards-Helaire","KC","RB","10","2022","99","0.22","1.53","0.99","28","0.29","2.14","0.64","65","0.17","1.17","0.33","51","0.25","2.31","0.66","48","0.19","0.69","0.34"
"268","Teagan Quitoriano","HST","TE","9","2022","98","0.13","1.15","0.31","20","0.15","2.60","0.31","69","0.12","0.74","0.13","55","0.11","1.47","0.20","43","0.16","0.74","0.45"
"269","Peyton Hendershot","DAL","TE","17","2022","98","0.15","1.05","0.40","23","0.04","0.17","0.06","70","0.19","1.39","0.35","58","0.10","0.64","0.12","40","0.23","1.65","0.67"
"270","Michael Thomas","NO","WR","3","2022","98","0.22","1.74","0.52","14","0.21","1.71","0.74","79","0.22","1.66","0.32","52","0.19","1.58","0.27","46","0.26","1.93","0.80"
"271","Ty Johnson","NYJ","RB","13","2022","94","0.23","0.94","0.46","25","0.20","1.48","0.35","66","0.26","0.77","0.18","44","0.20","1.11","0.25","50","0.26","0.78","0.20"
"272","Sterling Shepard","NYG","WR","3","2022","94","0.23","1.64","0.37","16","0.19","0.38","0.10","77","0.25","1.92","0.43","59","0.22","0.78","0.18","35","0.26","3.09","0.68"
"273","Eric Tomlinson","DEN","TE","17","2022","91","0.14","0.87","0.32","10","0.10","","0.00","79","0.13","0.96","0.27","41","0.07","0.51","0.25","50","0.20","1.16","0.38"
"274","Damien Harris","NE","RB","11","2022","91","0.24","1.07","1.00","29","0.17","0.41","0.18","58","0.24","1.50","0.34","49","0.18","0.90","0.25","42","0.31","1.26","0.34"
"275","Joe Fortson","KC","TE","13","2022","91","0.14","1.19","0.35","25","0.12","0.04","0.28","53","0.13","1.83","0.32","51","0.06","0.90","0.27","40","0.25","1.55","0.46"
"276","Chuba Hubbard","CAR","RB","15","2022","90","0.18","1.90","1.00","19","0.11","2.37","0.29","69","0.20","1.48","0.34","59","0.17","2.03","0.34","31","0.19","1.65","0.36"
"277","D'Wayne Eskridge","SEA","WR","10","2022","89","0.13","0.65","0.16","26","0.12","","0.00","54","0.17","1.07","0.24","46","0.17","0.78","0.19","43","0.09","0.51","0.10"
"278","Travis Homer","SEA","RB","10","2022","88","0.19","1.78","0.50","17","0.06","0.06","0.06","64","0.23","2.17","0.51","43","0.14","1.40","0.40","45","0.24","2.16","0.44"
"279","Mike Woods","CLV","WR","10","2022","88","0.09","0.51","0.10","30","0.10","0.17","0.05","50","0.10","0.80","0.16","45","0.16","0.91","0.18","43","0.02","0.09","0.03"
"280","Justin Jackson","DET","RB","15","2022","86","0.21","1.17","0.59","23","0.17","0.26","0.07","60","0.22","1.55","0.32","47","0.13","0.28","0.09","39","0.31","2.26","0.61"
"281","Jake Ferguson","DAL","TE","16","2022","85","0.26","2.05","0.57","22","0.18","1.68","0.53","57","0.30","2.39","0.52","56","0.29","2.46","0.60","29","0.21","1.24","0.50"
"282","Brock Wright","DET","TE","8","2022","84","0.19","1.50","0.50","26","0.19","2.58","1.14","56","0.20","1.05","0.21","53","0.21","2.17","0.59","31","0.16","0.35","0.33"
"283","Jamal Agnew","JAX","WR","15","2022","83","0.36","2.25","0.85","16","0.31","1.19","1.49","66","0.38","2.55","0.54","40","0.35","2.83","0.66","43","0.37","1.72","0.78"
"284","Anthony Firkser","ATL","TE","11","2022","83","0.16","1.20","0.23","21","0.10","1.24","0.22","56","0.18","1.32","0.26","40","0.08","0.78","0.15","43","0.23","1.60","0.30"
"285","Laviska Shenault","CAR","WR","13","2022","83","0.39","3.28","0.88","20","0.25","4.10","0.86","62","0.44","3.06","0.69","62","0.35","3.73","0.78","21","0.48","1.95","0.58"
"286","Khalil Herbert","CHI","RB","13","2022","83","0.13","0.69","1.42","23","0.04","1.09","0.41","59","0.17","0.54","0.19","51","0.10","0.49","0.13","32","0.19","1.00","0.44"
"287","Mark Ingram","NO","RB","10","2022","80","0.20","0.85","0.65","13","0.08","","0.08","60","0.22","1.03","0.30","38","0.16","0.53","0.21","42","0.24","1.14","0.33"
"288","Kadarius Toney","NYG, KC","WR","9","2022","80","0.24","2.14","0.74","20","0.15","0.40","0.41","54","0.24","2.70","0.49","46","0.24","1.63","0.47","34","0.24","2.82","0.71"
