"Player Details","","","","","","Overall","","","","Man","","","","Zone","","","","Single-High","","","","Two-High","","",""
"Rank","Name","Team","POS","G","Season","RTE","TPRR","YPRR","FP/RR","RTE","TPRR","YPRR","FP/RR","RTE","TPRR","YPRR","FP/RR","RTE","TPRR","YPRR","FP/RR","RTE","TPRR","YPRR","FP/RR"
"289","Zack Moss","BUF, IND","RB","13","2022","80","0.15","0.49","0.82","18","0.06","0.44","0.10","59","0.19","0.53","0.22","38","0.11","0.34","0.11","42","0.19","0.62","0.25"
"290","Dare Ogunbowale","HST","RB","15","2022","80","0.28","1.30","0.61","14","","","0.00","60","0.37","1.73","0.51","44","0.23","1.09","0.34","36","0.33","1.56","0.43"
"291","KhaDarel Hodge","ATL","WR","17","2022","79","0.24","2.56","0.52","8","0.13","2.25","0.35","69","0.26","2.67","0.53","46","0.24","2.72","0.45","33","0.24","2.33","0.57"
"292","Josiah Deguara","GB","TE","17","2022","79","0.19","1.44","0.31","15","0.13","0.33","0.10","61","0.21","1.79","0.38","36","0.22","1.39","0.33","43","0.16","1.49","0.29"
"293","Dyami Brown","WAS","WR","15","2022","79","0.16","1.81","0.42","14","0.29","3.36","0.91","61","0.15","1.57","0.30","38","0.18","1.63","0.40","41","0.15","1.98","0.39"
"294","River Cracraft","MIA","WR","11","2022","78","0.18","1.31","0.40","14","0.21","0.14","0.51","63","0.17","1.59","0.38","30","0.13","0.07","0.24","48","0.21","2.08","0.50"
"295","Connor Heyward","PIT","TE","17","2022","78","0.18","1.94","0.46","23","","","0.00","50","0.28","3.02","0.66","34","0.03","0.26","0.06","44","0.30","3.23","0.71"
"296","Nick Vannett","NO, NYG","TE","9","2022","77","0.12","0.71","0.15","21","0.14","0.52","0.15","54","0.11","0.81","0.16","39","0.15","0.51","0.13","38","0.08","0.92","0.17"
"297","Gunner Olszewski","PIT","WR","16","2022","77","0.08","0.69","0.18","21","0.05","","0.00","53","0.08","0.85","0.16","34","0.09","0.21","0.08","43","0.07","1.07","0.18"
"298","Hassan Haskins","TEN","RB","15","2022","74","0.16","0.77","0.35","9","0.11","0.56","0.17","64","0.17","0.81","0.24","29","0.14","0.62","0.17","45","0.18","0.87","0.26"
"299","James Robinson","JAX, NYJ","RB","11","2022","74","0.18","0.69","1.20","22","0.09","-0.09","0.04","45","0.20","0.96","0.27","40","0.18","0.63","0.21","34","0.18","0.76","0.58"
"300","Laquon Treadwell","SEA","WR","6","2022","74","0.11","0.57","0.14","25","0.16","0.96","0.18","44","0.09","0.41","0.13","25","0.08","0.12","0.09","49","0.12","0.80","0.16"
"301","Kyren Williams","LA","RB","8","2022","73","0.15","1.04","0.42","20","","","0.00","50","0.22","1.52","0.33","32","0.06","0.09","0.04","41","0.22","1.78","0.37"
"302","Brycen Hopkins","LA","TE","14","2022","73","0.15","1.49","0.25","14","0.07","1.14","0.19","54","0.19","1.72","0.28","41","0.15","1.44","0.22","32","0.16","1.56","0.28"
"303","MyCole Pruitt","ATL","TE","13","2022","73","0.29","2.05","0.75","15","0.27","0.60","0.99","50","0.26","2.48","0.45","49","0.27","1.86","0.47","24","0.33","2.46","1.33"
"304","Marcedes Lewis","GB","TE","17","2022","73","0.10","0.90","0.36","28","0.04","0.07","0.26","40","0.13","1.58","0.26","42","0.10","1.17","0.19","31","0.10","0.55","0.54"
"305","Chris Conley","HST, TEN","WR","9","2022","72","0.10","0.64","0.12","16","0.06","","0.00","56","0.11","0.82","0.15","32","0.09","0.16","0.05","40","0.10","1.03","0.18"
"306","DeSean Jackson","BLT","WR","7","2022","72","0.24","2.13","0.34","14","0.36","0.86","0.16","57","0.21","2.47","0.39","43","0.21","1.67","0.28","29","0.28","2.79","0.42"
"307","Chris Manhertz","JAX","TE","17","2022","72","0.11","0.58","0.14","14","","","0.00","56","0.14","0.75","0.18","45","0.09","0.44","0.09","27","0.15","0.81","0.23"
"308","Samori Toure","GB","WR","11","2022","71","0.13","1.15","0.27","21","0.10","1.62","0.26","50","0.14","0.96","0.28","34","0.09","1.21","0.21","37","0.16","1.11","0.33"
"309","Kevin White","NO","WR","7","2022","70","0.07","1.06","0.13","20","0.20","3.20","0.37","48","0.02","0.21","0.04","38","0.08","1.68","0.19","32","0.06","0.31","0.06"
"310","Brock Wright","DET","TE","9","2022","70","0.11","1.29","0.31","20","0.10","1.25","0.53","46","0.13","1.41","0.25","48","0.13","1.83","0.31","22","0.09","0.09","0.33"
"311","Brian Robinson","WAS","RB","12","2022","69","0.17","0.87","1.63","15","0.27","0.60","0.33","53","0.15","0.96","0.30","33","0.18","1.09","0.26","36","0.17","0.67","0.34"
"312","Trent Taylor","CIN","WR","16","2022","68","0.15","0.91","0.20","19","0.05","0.26","0.08","46","0.20","1.24","0.23","32","0.06","1.22","0.18","36","0.22","0.64","0.18"
"313","Velus Jones","CHI","WR","12","2022","68","0.18","1.57","0.57","15","0.13","0.53","0.12","50","0.18","1.80","0.28","40","0.13","0.98","0.17","28","0.25","2.43","0.60"
"314","Cole Turner","WAS","TE","10","2022","68","0.12","0.34","0.06","15","0.07","","0.00","51","0.14","0.45","0.08","43","0.09","0.42","0.07","25","0.16","0.20","0.06"
"315","Grant Calcaterra","PHI","TE","14","2022","67","0.12","1.21","0.20","24","0.08","0.46","0.09","42","0.14","1.67","0.26","45","0.11","0.49","0.12","22","0.14","2.68","0.36"
"316","Mike Boone","DEN","RB","9","2022","66","0.20","1.45","0.44","17","0.24","0.65","0.18","48","0.17","1.73","0.30","36","0.25","2.06","0.37","30","0.13","0.73","0.17"
"317","Mike Strachan","IND","WR","13","2022","66","0.14","0.89","0.13","18","0.11","1.28","0.18","45","0.11","0.80","0.12","31","0.16","1.26","0.19","35","0.11","0.57","0.09"
"318","N'Keal Harry","CHI","WR","7","2022","66","0.14","1.76","0.37","17","0.18","1.00","0.51","46","0.13","2.15","0.35","48","0.10","0.56","0.12","18","0.22","4.94","1.05"
"319","James Mitchell","DET","TE","14","2022","66","0.17","1.71","0.43","14","","","0.00","51","0.22","2.22","0.55","38","0.18","1.87","0.53","28","0.14","1.50","0.29"
"320","Jamison Crowder","BUF","WR","4","2022","65","0.18","0.92","0.18","23","0.04","","0.00","39","0.28","1.54","0.31","30","0.13","0.90","0.16","35","0.23","0.94","0.21"
"321","Stephen Sullivan","CAR","TE","14","2022","65","0.08","0.71","0.10","15","0.07","2.20","0.29","45","0.09","0.29","0.05","50","0.06","0.66","0.09","15","0.13","0.87","0.15"
"322","Boston Scott","PHI","RB","15","2022","65","0.09","0.23","0.71","19","0.16","0.58","0.22","44","0.07","0.09","0.05","31","0.13","0.32","0.16","34","0.06","0.15","0.04"
"323","Keith Kirkwood","NO","WR","5","2022","62","0.06","0.29","0.06","23","0.13","0.61","0.10","39","0.03","0.10","0.04","36","0.11","0.50","0.11","26","","","0.00"
"324","Zonovan Knight","NYJ","RB","7","2022","62","0.23","1.61","0.95","13","","","0.00","45","0.29","2.18","0.48","37","0.11","0.62","0.14","25","0.40","3.08","0.71"
"325","Freddie Swain","DEN, MIA","WR","4","2022","62","0.10","1.19","0.18","6","0.33","9.00","1.23","53","0.08","0.38","0.08","37","0.08","1.70","0.25","25","0.12","0.44","0.08"
"326","Jeff Smith","NYJ","WR","11","2022","62","0.18","2.16","0.35","22","0.27","2.68","0.50","37","0.11","1.57","0.21","37","0.19","1.30","0.24","25","0.16","3.44","0.50"
"327","Anthony Schwartz","CLV","WR","10","2022","61","0.16","0.84","0.32","26","0.19","0.12","0.05","35","0.14","1.37","0.19","42","0.17","0.81","0.13","19","0.16","0.89","0.14"
"328","Andre Baccellia","ARZ","WR","8","2022","61","0.16","0.74","0.19","16","0.19","1.06","0.23","45","0.16","0.62","0.17","29","0.14","0.79","0.18","32","0.19","0.69","0.19"
"329","Javonte Williams","DEN","RB","4","2022","60","0.35","1.27","0.72","7","","","0.00","48","0.42","1.46","0.46","25","0.28","1.68","0.37","35","0.40","0.97","0.41"
"330","D'Onta Foreman","CAR","RB","17","2022","59","0.15","0.44","2.22","11","0.09","","0.00","47","0.17","0.55","0.16","43","0.14","0.12","0.06","16","0.19","1.31","0.32"
"331","Donald Parham","LAC","TE","6","2022","58","0.21","2.24","0.50","10","0.10","0.30","0.73","43","0.23","2.95","0.50","33","0.18","2.24","0.56","25","0.24","2.24","0.42"
"332","Avery Williams","ATL","RB","17","2022","58","0.24","1.05","0.62","7","0.43","2.57","0.69","45","0.20","0.76","0.25","23","0.30","0.87","0.35","35","0.20","1.17","0.32"
"333","J.K. Dobbins","BLT","RB","8","2022","57","0.14","0.74","1.42","16","0.19","-0.19","0.48","40","0.13","1.13","0.24","35","0.20","1.17","0.29","22","0.05","0.05","0.32"
"334","Dan Arnold","JAX","TE","16","2022","56","0.20","2.41","0.40","11","0.09","0.73","0.16","42","0.24","3.02","0.49","30","0.17","2.20","0.39","26","0.23","2.65","0.42"
"335","Chris Myarick","NYG","TE","15","2022","56","0.14","1.16","0.35","14","0.21","0.79","0.65","39","0.10","1.28","0.23","38","0.11","1.03","0.18","18","0.22","1.44","0.70"
"336","Sony Michel","LAC","RB","10","2022","56","0.25","0.95","0.44","10","","","0.00","43","0.33","1.23","0.33","30","0.13","0.20","0.05","26","0.38","1.81","0.49"
"337","Tyler Kroft","SF","TE","11","2022","55","0.11","1.04","0.18","8","","","0.00","46","0.13","1.24","0.21","31","0.10","1.35","0.20","24","0.13","0.63","0.15"
"338","Montrell Washington","DEN","WR","15","2022","53","0.17","0.04","0.14","16","0.19","","0.00","35","0.17","0.06","0.12","25","0.24","-0.12","0.07","28","0.11","0.18","0.09"
"339","Rashaad Penny","SEA","RB","5","2022","53","0.09","0.30","0.98","11","0.09","0.55","0.15","41","0.07","0.15","0.06","26","0.15","0.46","0.16","27","0.04","0.15","0.05"
"340","Brandon Bolden","LV","RB","13","2022","53","0.17","1.08","0.52","15","0.13","1.07","0.64","33","0.21","1.24","0.34","9","","","0.00","44","0.20","1.30","0.47"
"341","Ko Kieft","TB","TE","17","2022","51","0.20","1.57","0.41","12","0.17","1.58","0.24","38","0.18","1.47","0.28","34","0.24","2.18","0.57","17","0.12","0.35","0.09"
"342","Giovanni Ricci","CAR","TE","15","2022","50","0.18","2.00","0.36","9","0.22","2.44","0.47","41","0.17","1.90","0.34","28","0.25","2.11","0.43","22","0.09","1.86","0.28"
"343","Jonathan Williams","WAS","RB","9","2022","49","0.20","0.82","0.53","10","0.20","2.00","0.40","38","0.21","0.53","0.18","28","0.18","0.68","0.21","21","0.24","1.00","0.24"
"344","Jalen Reagor","MIN","WR","17","2022","48","0.27","2.17","0.56","11","0.55","3.18","1.23","29","0.21","2.38","0.38","15","0.47","1.20","0.72","33","0.18","2.61","0.41"
"345","Armani Rogers","WAS","TE","10","2022","48","0.13","1.33","0.29","14","0.14","0.14","0.09","34","0.12","1.82","0.30","29","0.10","1.24","0.19","19","0.16","1.47","0.31"
"346","Keaontay Ingram","ARZ","RB","11","2022","47","0.11","0.45","0.39","4","","","0.00","42","0.12","0.50","0.15","22","0.09","0.05","0.05","25","0.12","0.80","0.20"
"347","Craig Reynolds","DET","RB","7","2022","46","0.22","2.52","0.67","17","0.12","1.76","0.29","26","0.31","3.31","0.60","32","0.22","2.88","0.48","14","0.21","1.71","0.39"
"348","Kyle Philips","TEN","WR","4","2022","46","0.28","1.70","0.34","17","0.53","4.29","0.84","27","0.15","0.19","0.06","24","0.38","2.92","0.54","22","0.18","0.36","0.13"
"349","Andrew Beck","DEN","TE","13","2022","45","0.22","1.53","0.26","7","0.14","","0.00","38","0.24","1.82","0.31","23","0.13","0.17","0.06","22","0.32","2.95","0.48"
"350","Jake Kumerow","BUF","WR","6","2022","45","0.16","1.42","0.23","13","0.15","1.15","0.27","28","0.18","1.75","0.25","26","0.19","2.04","0.32","19","0.11","0.58","0.11"
"351","Dennis Houston","DAL","WR","2","2022","44","0.14","0.36","0.08","11","0.18","","0.00","33","0.12","0.48","0.11","23","0.13","","0.00","21","0.14","0.76","0.17"
"352","Cody Hollister","TEN","WR","11","2022","44","0.11","1.23","0.19","9","0.11","","0.00","30","0.07","0.90","0.12","22","0.14","1.23","0.17","22","0.09","1.23","0.21"
"353","Malcolm Brown","LA","RB","9","2022","44","0.14","0.84","0.52","20","0.05","0.10","0.06","21","0.19","1.52","0.30","32","0.13","1.06","0.23","12","0.17","0.25","0.11"
"354","Bryan Edwards","ATL","WR","7","2022","44","0.11","0.34","0.10","7","","","0.00","31","0.10","0.39","0.10","17","0.12","0.12","0.07","27","0.11","0.48","0.12"
"355","Jalen Virgil","DEN","WR","9","2022","43","0.09","1.74","0.36","13","0.08","","0.00","28","0.11","2.68","0.55","22","","","0.00","21","0.19","3.57","0.74"
"356","Racey McMath","TEN","WR","4","2022","43","0.16","0.93","0.15","6","0.33","6.50","0.82","37","0.14","0.03","0.03","23","0.13","1.70","0.21","20","0.20","0.05","0.06"
"357","Ross Dwelley","SF","TE","10","2022","43","0.12","2.44","0.45","15","","","0.00","28","0.18","3.75","0.70","19","0.16","2.00","0.57","24","0.08","2.79","0.36"
"358","Tim Jones","JAX","WR","16","2022","43","0.09","0.70","0.14","9","0.11","","0.00","34","0.09","0.88","0.18","28","0.14","1.07","0.21","15","","","0.00"
"359","Darrel Williams","ARZ","RB","5","2022","43","0.16","0.21","0.49","16","0.13","","0.06","25","0.20","0.36","0.16","20","0.10","","0.00","23","0.22","0.39","0.21"
"360","Tylan Wallace","BLT","WR","8","2022","42","0.14","0.79","0.17","15","0.13","0.80","0.21","23","0.17","0.91","0.18","31","0.16","0.77","0.17","11","0.09","0.82","0.17"
"361","Andy Isabella","BLT, ARZ","WR","5","2022","42","0.12","0.50","0.10","9","","","0.00","33","0.15","0.64","0.12","21","0.05","","0.00","21","0.19","1.00","0.20"
"362","Lil'Jordan Humphrey","NE","WR","5","2022","41","0.10","0.49","0.10","17","","","0.00","21","0.19","0.95","0.19","27","0.07","0.33","0.07","14","0.14","0.79","0.15"
"363","Gary Brightwell","NYG","RB","15","2022","41","0.17","0.95","0.71","13","0.15","0.23","0.10","24","0.17","1.25","0.25","23","0.13","0.39","0.13","18","0.22","1.67","0.33"
"364","Ryan Griffin","CHI","TE","15","2022","40","0.18","0.65","0.17","4","0.25","","0.00","36","0.17","0.72","0.18","27","0.15","0.26","0.10","13","0.23","1.46","0.30"
"365","Jaelon Darden","CLV, TB","WR","14","2022","40","0.05","0.65","0.12","9","0.11","2.78","0.39","30","0.03","0.03","0.04","18","0.11","1.44","0.26","22","","","0.00"
"366","Tony Jones","NO, SEA","RB","4","2022","40","0.20","0.75","0.26","1","1.00","","0.00","38","0.18","0.79","0.21","24","0.25","0.75","0.20","16","0.13","0.75","0.20"
"367","Jalen Tolbert","DAL","WR","7","2022","39","0.08","0.31","0.08","15","0.13","0.27","0.09","23","0.04","0.35","0.08","23","0.13","0.52","0.14","16","","","0.00"
"368","Devin Asiasi","CIN","TE","12","2022","39","0.10","0.13","0.06","9","0.11","","0.00","29","0.10","0.17","0.09","16","0.25","0.31","0.16","23","","","0.00"
"369","Stephen Anderson","ARZ","TE","14","2022","39","0.18","0.23","0.10","5","0.20","0.40","0.24","33","0.18","0.21","0.08","24","0.17","0.33","0.12","15","0.20","0.07","0.07"
"370","Jameson Williams","DET","WR","6","2022","38","0.24","1.08","0.40","7","0.43","","0.00","31","0.19","1.32","0.36","24","0.25","1.71","0.46","14","0.21","","0.00"
"371","Corey Clement","ARZ","RB","5","2022","36","0.19","1.50","0.61","14","0.29","2.36","0.52","22","0.14","0.95","0.14","26","0.19","1.27","0.28","10","0.20","2.10","0.31"
"372","Tyrie Cleveland","DEN","WR","5","2022","36","0.19","0.78","0.13","10","0.50","1.60","0.26","25","0.08","0.48","0.09","24","0.29","1.17","0.20","12","","","0.00"
"373","Tyler Davis","GB","TE","17","2022","35","0.14","0.74","0.19","10","0.30","0.30","0.33","23","0.09","1.00","0.14","17","0.12","1.35","0.19","18","0.17","0.17","0.18"
"374","T.Y. Hilton","DAL","WR","3","2022","35","0.29","3.46","0.55","10","0.20","1.20","0.22","25","0.32","4.36","0.68","16","0.19","0.75","0.14","19","0.37","5.74","0.89"
"375","Stone Smartt","LAC","TE","7","2022","35","0.14","0.49","0.16","17","0.24","0.53","0.23","16","0.06","0.50","0.11","22","0.14","0.14","0.10","13","0.15","1.08","0.26"
"376","Raheem Blackshear","CAR","RB","13","2022","35","0.31","2.66","1.29","6","","","0.00","26","0.38","3.58","0.70","25","0.24","2.32","0.43","10","0.50","3.50","0.85"
"377","Dax Milne","WAS","WR","15","2022","34","0.21","1.09","0.46","9","0.33","1.78","1.18","22","0.18","0.95","0.23","17","0.24","1.59","0.75","17","0.18","0.59","0.18"
"378","Maxx Williams","ARZ","TE","11","2022","33","0.09","0.55","0.15","6","0.17","1.17","0.28","27","0.07","0.41","0.11","19","0.05","0.26","0.08","14","0.14","0.93","0.24"
"379","Deven Thompkins","TB","WR","5","2022","33","0.30","0.97","0.33","10","0.30","","0.00","23","0.30","1.39","0.36","26","0.38","1.23","0.32","7","","","0.00"
"380","Marlon Mack","SF, DEN","RB","7","2022","32","0.28","3.09","1.20","8","0.13","8.25","1.70","24","0.33","1.38","0.43","10","0.30","7.90","1.69","22","0.27","0.91","0.32"
"381","Cade Johnson","SEA","WR","3","2022","31","0.13","0.68","0.13","10","0.20","2.10","0.41","21","0.10","","0.00","15","0.13","1.40","0.27","16","0.13","","0.00"
"382","Jason Moore","LAC","WR","6","2022","30","0.07","0.17","0.05","4","","","0.00","22","0.09","0.23","0.07","13","0.08","","0.00","17","0.06","0.29","0.09"
"383","Zander Horvath","LAC","RB","15","2022","30","0.23","0.27","0.62","2","1.00","0.50","4.05","21","0.19","0.29","0.12","16","0.25","0.13","0.51","14","0.21","0.43","0.69"
"384","Trestan Ebner","CHI","RB","15","2022","30","0.23","0.27","0.24","4","0.25","","0.00","26","0.23","0.31","0.07","16","0.25","0.50","0.11","14","0.21","","0.00"
"385","David Johnson","NO","RB","5","2022","29","0.14","1.62","0.35","5","","","0.00","24","0.17","1.96","0.36","15","0.27","3.13","0.58","14","","","0.00"
"386","Royce Freeman","HST","RB","4","2022","29","0.24","1.14","0.69","6","","","0.00","23","0.30","1.43","0.40","17","0.18","0.24","0.14","12","0.33","2.42","0.58"
"387","Dareke Young","SEA","WR","12","2022","29","0.07","0.83","0.15","6","","","0.00","21","0.10","1.14","0.21","16","0.06","0.75","0.14","13","0.08","0.92","0.17"
"388","Kyle Rudolph","TB","TE","9","2022","28","0.18","1.00","0.42","9","0.44","2.22","1.11","17","0.06","0.47","0.11","14","0.14","0.86","0.16","14","0.21","1.14","0.69"
"389","Phillip Lindsay","IND","RB","3","2022","28","0.21","0.68","0.53","8","","","0.00","20","0.30","0.95","0.40","18","0.22","0.94","0.32","10","0.20","0.20","0.22"
"390","Austin Trammell","LA","WR","6","2022","28","0.14","0.46","0.12","13","0.23","1.00","0.25","13","0.08","","0.00","18","0.17","0.72","0.18","10","0.10","","0.00"
"391","Ihmir Smith-Marsette","KC, CHI","WR","8","2022","28","0.11","0.54","0.05","6","0.17","","0.00","19","0.11","0.79","0.08","11","","","0.00","17","0.18","0.88","0.09"
"392","Miles Boykin","PIT","WR","16","2022","27","0.11","0.41","0.11","10","0.10","","0.00","17","0.12","0.65","0.18","13","0.08","","0.00","14","0.14","0.79","0.22"
"393","Gus Edwards","BLT","RB","9","2022","26","0.04","","2.32","3","","","0.00","23","0.04","","0.00","17","","","0.00","9","0.11","","0.00"
"394","Lance McCutcheon","LA","WR","9","2022","26","0.15","","0.00","9","0.22","","0.00","17","0.12","","0.00","17","0.24","","0.00","9","","","0.00"
"395","Danny Gray","SF","WR","13","2022","26","0.23","0.38","0.11","8","0.25","1.25","0.25","17","0.24","","0.00","13","0.08","","0.00","13","0.38","0.77","0.15"
"396","Kavontae Turpin","DAL","WR","17","2022","25","0.04","0.36","0.14","4","","","0.00","19","","","0.00","12","","","0.00","13","0.08","0.69","0.15"
"397","Charlie Kolar","BLT","TE","2","2022","25","0.24","1.96","0.36","7","0.14","2.00","0.34","16","0.25","2.19","0.41","21","0.19","1.67","0.31","4","0.50","3.50","0.60"
"398","Tyrion Davis-Price","SF","RB","6","2022","25","0.08","","0.40","7","","","0.00","18","0.11","","0.00","9","","","0.00","16","0.13","","0.00"
"399","Malik Davis","DAL","RB","7","2022","25","0.24","2.52","1.38","7","0.29","1.86","0.47","18","0.22","2.78","0.50","14","0.21","1.64","0.38","11","0.27","3.64","0.64"
"400","Jesper Horsted","LV","TE","11","2022","25","0.16","0.76","0.20","3","0.33","2.00","0.53","21","0.14","0.62","0.16","7","0.29","0.57","0.20","18","0.11","0.83","0.19"
"401","Richard Rodgers","LAC","TE","10","2022","24","0.08","0.17","0.06","3","","","0.00","17","0.06","0.24","0.08","13","0.08","0.31","0.11","11","0.09","","0.00"
"402","Jalen Nailor","MIN","WR","9","2022","24","0.50","7.46","1.37","2","","","0.00","20","0.45","8.05","1.46","11","0.36","5.36","0.81","13","0.62","9.23","1.85"
"403","Charlie Woerner","SF","TE","17","2022","24","0.08","","0.00","5","","","0.00","18","0.11","","0.00","10","","","0.00","14","0.14","","0.00"
"404","Demetric Felton","CLV","RB","6","2022","23","0.17","0.35","0.10","3","","","0.00","20","0.20","0.40","0.14","8","0.25","","0.00","15","0.13","0.53","0.19"
"405","Pierre Strong","NE","RB","12","2022","22","0.32","1.91","1.24","2","0.50","-1.00","0.40","18","0.33","2.44","0.58","15","0.33","1.47","0.48","7","0.29","2.86","0.57"
"406","Jordan Wilkins","IND","RB","4","2022","22","0.36","1.32","0.67","6","0.33","2.00","0.53","15","0.33","0.87","0.29","14","0.36","1.14","0.40","8","0.38","1.63","0.41"
"407","Juwann Winfree","GB","WR","3","2022","22","0.18","0.77","0.12","4","0.50","","0.00","18","0.11","0.94","0.15","11","0.18","","0.00","11","0.18","1.55","0.25"
"408","Trevon Wesco","CHI","TE","14","2022","21","0.19","1.24","0.31","6","0.17","","0.00","15","0.20","1.73","0.31","17","0.24","1.53","0.27","4","","","0.00"
"409","Penny Hart","SEA","WR","7","2022","21","0.19","0.95","0.24","6","0.17","","0.00","13","0.23","1.54","0.38","3","","","0.00","18","0.22","1.11","0.28"
"410","Mason Schreck","HST","TE","3","2022","21","0.10","0.29","0.12","6","","","0.00","14","0.14","0.43","0.19","11","0.18","0.55","0.24","10","","","0.00"
"411","Simi Fehoko","DAL","WR","5","2022","21","0.19","1.14","0.26","6","","","0.00","14","0.29","1.71","0.39","10","0.10","1.20","0.22","11","0.27","1.09","0.29"
"412","Darrynton Evans","CHI","RB","4","2022","21","0.05","1.57","0.51","1","","","0.00","20","0.05","1.65","0.22","10","0.10","3.30","0.43","11","","","0.00"
"413","Quintez Cephus","DET","WR","4","2022","20","0.15","0.75","0.18","12","0.08","","0.00","8","0.13","1.13","0.24","14","0.07","","0.00","6","0.33","2.50","0.58"
"414","Elijah Mitchell","SF","RB","5","2022","20","0.15","0.35","2.18","1","","","0.00","16","0.13","0.50","0.18","10","","","0.00","10","0.30","0.70","0.37"
"415","Cole Beasley","TB, BUF","WR","4","2022","19","0.37","1.84","0.50","7","0.43","1.29","0.41","12","0.33","2.17","0.55","11","0.36","1.64","0.44","8","0.38","2.13","0.59"
"416","Myles Gaskin","MIA","RB","2","2022","19","0.32","1.47","0.49","2","","","0.00","17","0.35","1.65","0.40","5","0.40","","0.00","14","0.29","2.00","0.49"
"417","D'Ernest Johnson","CLV","RB","9","2022","19","0.16","0.37","0.28","11","0.09","0.18","0.11","8","0.25","0.63","0.31","10","0.20","","0.20","9","0.11","0.78","0.19"
"418","Braylon Sanders","MIA","WR","3","2022","18","0.17","0.94","0.15","6","0.17","","0.00","12","0.17","1.42","0.23","10","0.20","1.30","0.13","8","0.13","0.50","0.18"
"419","Jalen Guyton","LAC","WR","3","2022","18","0.22","3.56","0.47","3","0.33","18.00","2.13","13","0.23","0.77","0.15","4","","","0.00","14","0.29","4.57","0.60"
"420","Deonte Harty","NO","WR","4","2022","18","0.11","0.72","0.18","4","","","0.00","13","0.15","1.00","0.25","10","0.10","0.40","0.14","8","0.13","1.13","0.24"
"421","Frank Darby","ATL","WR","5","2022","18","0.06","0.83","0.14","0","","","0.00","18","0.06","0.83","0.14","15","0.07","1.00","0.17","3","","","0.00"
"422","Spencer Brown","CAR","RB","2","2022","17","0.24","0.59","0.43","6","0.17","0.17","0.18","11","0.27","0.82","0.17","8","0.13","0.13","0.14","9","0.33","1.00","0.21"
"423","Caleb Huntley","ATL","RB","12","2022","16","0.13","0.19","2.81","1","","","0.00","15","0.13","0.20","0.15","10","0.10","0.20","0.12","6","0.17","0.17","0.18"
"424","Trayveon Williams","CIN","RB","7","2022","16","0.13","1.88","0.50","6","0.17","4.00","0.57","10","0.10","0.60","0.16","9","0.22","3.33","0.56","7","","","0.00"
"425","Tommy Sweeney","BUF","TE","6","2022","16","0.06","0.44","0.11","5","","","0.00","11","0.09","0.64","0.15","12","","","0.00","4","0.25","1.75","0.43"
"426","Julius Chestnut","TEN","RB","6","2022","16","0.19","2.56","0.52","0","","","0.00","16","0.19","2.56","0.44","4","0.25","8.25","1.08","12","0.17","0.67","0.23"
"427","Luke Farrell","JAX","TE","16","2022","15","0.27","2.67","0.53","1","","","0.00","14","0.29","2.86","0.57","11","0.36","3.64","0.73","4","","","0.00"
"428","Dezmon Patmon","IND","WR","1","2022","15","0.33","1.60","0.29","5","0.40","","0.00","8","0.25","3.00","0.55","7","0.43","3.43","0.63","8","0.25","","0.00"
"429","Sean McKeon","DAL","TE","13","2022","15","0.13","0.73","0.21","2","","","0.00","13","0.15","0.85","0.24","13","0.15","0.85","0.24","2","","","0.00"
"430","Willie Snead","SF","WR","4","2022","15","","","0.00","0","","","0.00","12","","","0.00","8","","","0.00","7","","","0.00"
"431","Feleipe Franks","ATL","TE","7","2022","14","0.14","","0.00","4","0.50","","0.00","10","","","0.00","9","0.22","","0.00","5","","","0.00"
"432","Mike Davis","BLT","RB","8","2022","14","0.14","0.29","0.30","5","0.20","1.40","0.34","7","0.14","-0.43","0.10","10","0.10","-0.30","0.07","4","0.25","1.75","0.43"
"433","J.P. Holtz","NO","TE","6","2022","14","","","0.00","3","","","0.00","11","","","0.00","8","","","0.00","6","","","0.00"
"434","Kevin Harris","NE","RB","5","2022","14","","","0.80","2","","","0.00","12","","","0.00","10","","","0.00","4","","","0.00"
"435","Tyree Jackson","PHI","TE","5","2022","13","","","0.00","7","","","0.00","5","","","0.00","11","","","0.00","2","","","0.00"
"436","Ronald Jones","KC","RB","6","2022","13","0.08","1.69","1.25","3","","","0.00","10","0.10","2.20","0.32","5","","","0.00","8","0.13","2.75","0.40"
"437","Jeremy Ruckert","NYJ","TE","5","2022","13","0.15","0.62","0.14","5","","","0.00","8","0.25","1.00","0.23","9","","","0.00","4","0.50","2.00","0.45"
"438","Chris Evans","CIN","RB","11","2022","13","0.31","2.92","0.98","7","0.57","5.43","1.83","6","","","0.00","8","0.50","4.75","1.60","5","","","0.00"
"439","Hunter Long","MIA","TE","9","2022","12","","","0.00","1","","","0.00","10","","","0.00","6","","","0.00","6","","","0.00"
"440","Ronnie Rivers","LA","RB","3","2022","12","0.42","2.42","0.83","2","0.50","2.00","0.70","9","0.44","2.78","0.72","10","0.50","2.90","0.79","2","","","0.00"
"441","Tyron Johnson","LV, HST","WR","4","2022","12","0.08","0.67","0.15","2","","","0.00","10","0.10","0.80","0.18","8","","","0.00","4","0.25","2.00","0.45"
"442","Tanner Conner","MIA","WR","7","2022","12","0.17","","0.00","0","","","0.00","12","0.17","","0.00","8","0.13","","0.00","4","0.25","","0.00"
"443","Tyler Johnson","HST","WR","2","2022","12","","","0.00","4","","","0.00","8","","","0.00","6","","","0.00","6","","","0.00"
