,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Splits,Overall,Overall,Overall,Overall,Man,Man,Man,Man,Zone,Zone,Zone,Zone,Single-High,Single-High,Single-High,Single-High,Two-High,Two-High,Two-High,Two-High
Season,Rank,Name,Team,POS,G,WEEK,OPP,RTE %,TGT %,RTE,TPRR,YPRR,FP/RR,RTE,TPRR,YPRR,FP/RR,RTE,TPRR,YPRR,FP/RR,RTE,TPRR,YPRR,FP/RR,RTE,TPRR,YPRR,FP/RR
2022,,League Avg,,,,,,,,16.8765625,0.19,1.58,0.35,4.4453125,0.2,1.63,0.38,11.65078125,0.19,1.62,0.33,9.04609375,0.2,1.67,0.35,7.83046875,0.18,1.47,0.34
2022,1,JuJu Smith-Schuster,KC,WR,1,9,TEN,51.66666666666667,46.15384615384615,62,0.19,1.42,0.3,22,0.09,0.32,0.12,35,0.26,2.06,0.41,24,0.08,0.29,0.11,38,0.26,2.13,0.42
2022,2,Travis Kelce,KC,TE,1,9,TEN,33.89830508474576,34.04255319148936,60,0.27,1.77,0.34,20,0.25,1.5,0.25,36,0.31,2.11,0.43,26,0.27,2.42,0.4,34,0.26,1.26,0.3
2022,3,Chris Godwin,TB,WR,1,9,LA,26.237623762376238,19.230769230769234,53,0.19,0.68,0.2,5,0.2,1.8,0.38,45,0.2,0.6,0.19,32,0.19,0.84,0.24,21,0.19,0.43,0.14
2022,4,Justin Jefferson,MIN,WR,1,10,BUF,26.53061224489796,32,52,0.31,3.71,0.68,13,0.31,5.54,1.25,35,0.29,3.31,0.5,14,0.36,5.79,1.22,38,0.29,2.95,0.48
2022,5,DeAndre Carter,LAC,WR,1,7,SEA,26.02040816326531,20.689655172413794,51,0.12,0.73,0.13,3,0,0,0,44,0.14,0.84,0.15,20,0.2,1.55,0.26,31,0.06,0.19,0.05
2022,6,Adam Thielen,MIN,WR,1,10,BUF,27.472527472527474,18.181818181818183,50,0.12,0.98,0.2,12,0.17,1.08,0.27,34,0.12,1.06,0.19,14,0.14,0.79,0.22,36,0.11,1.06,0.19
2022,7,Marquez Valdes-Scantling,KC,WR,1,9,TEN,31.25,5.88235294117647,50,0.02,0.24,0.04,19,0,0,0,27,0.04,0.44,0.08,22,0.05,0.55,0.1,28,0,0,0
2022,8,Stefon Diggs,BUF,WR,1,10,MIN,27.84090909090909,30.18867924528302,49,0.33,2.61,0.51,10,0.3,2.8,0.58,37,0.35,2.7,0.51,27,0.3,2.7,0.53,22,0.36,2.5,0.48
2022,9,K.J. Osborn,MIN,WR,1,10,BUF,29.6969696969697,45,49,0.18,0.71,0.15,14,0.36,1.86,0.33,31,0.13,0.29,0.09,15,0.27,0.27,0.09,34,0.15,0.91,0.18
2022,10,Chris Olave,NO,WR,1,7,ARZ,26.775956284153008,23.91304347826087,49,0.22,2.16,0.36,12,0.42,5.25,0.78,34,0.18,1.26,0.24,17,0.18,0.76,0.14,32,0.25,2.91,0.48
2022,11,Diontae Johnson,PIT,WR,1,8,PHI,23.26732673267327,22.22222222222222,47,0.17,0.74,0.18,4,0.25,0,0,41,0.15,0.76,0.17,30,0.23,1.03,0.24,17,0.06,0.24,0.08
