,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,FP,FP
2022,21,JuJu Smith-Schuster,KC,WR,1,7,SF,26.923076923076923,7,19.4,7,124,29.3,17.71,17.71,100,1,33.3,0,1,0,25.4,25.4
2022,22,Mike Evans,TB,WR,1,8,BLT,22,11,25,6,123,37.8,20.5,11.18,54.5,0,0,0,3,0,18.3,18.3
2022,23,Amon-Ra St. Brown,DET,WR,1,12,BUF,20.408163265306122,10,27,9,122,50.8,13.56,12.2,90,1,50,1,1,0,27.9,27.9
2022,24,Nick Westbrook-Ikhine,TEN,WR,1,10,DEN,41.17647058823529,7,19.4,5,119,46.7,23.8,17,71.4,2,100,1,1,0,28.9,28.9
2022,25,Amon-Ra St. Brown,DET,WR,1,10,CHI,22.448979591836736,11,42.3,10,119,50.4,11.9,10.82,90.9,0,0,0,1,0,22.1,22.1
2022,26,Travis Kelce,KC,TE,1,11,LAC,21.27659574468085,10,29.4,6,115,35,19.17,11.5,60,3,100,1,4,0,35.5,35.5
2022,27,Justin Jefferson,MIN,WR,1,9,WAS,19.607843137254903,10,24.4,7,115,43.9,16.43,11.5,70,1,50,2,2,0,25.5,25.5
2022,28,Garrett Wilson,NYJ,WR,1,8,NE,22.58064516129032,7,17.1,6,115,32.4,19.17,16.43,85.7,0,0,0,0,0,17.5,17.5
2022,29,Tee Higgins,CIN,WR,1,12,TEN,23.684210526315788,9,24.3,7,114,42.2,16.29,12.67,77.8,1,100,0,0,0,24.4,24.4
2022,30,Amari Cooper,CLV,WR,1,11,BUF,31.57894736842105,12,29.3,8,113,34.9,14.13,9.42,66.7,2,66.7,1,2,0,31.3,31.3
2022,31,Terry McLaurin,WAS,WR,1,8,IND,15.555555555555555,7,22.6,6,113,40.5,18.83,16.14,85.7,0,0,0,0,0,16.6,16.6
2022,32,Marquez Valdes-Scantling,KC,WR,1,7,SF,23.52941176470588,4,11.1,3,111,26.2,37,27.75,75,0,0,0,0,0,14.1,14.1
2022,33,Treylon Burks,TEN,WR,1,11,GB,40,8,27.6,7,111,32.9,15.86,13.88,87.5,0,0,1,1,0,18.1,18.1
2022,34,Chris Godwin,TB,WR,1,12,CLV,25,13,30.2,12,110,44.7,9.17,8.46,92.3,1,50,1,1,0,29,29
2022,35,Christian Watson,GB,WR,1,12,PHI,26.08695652173913,6,24,4,110,43.5,27.5,18.33,66.7,1,33.3,0,0,0,21,21
2022,36,Stefon Diggs,BUF,WR,1,8,GB,15.09433962264151,8,32,6,108,49.5,18,13.5,75,1,50,1,1,0,22.8,22.8
2022,37,Christian Watson,GB,WR,1,10,DAL,34.78260869565217,8,40,4,107,47.8,26.75,13.38,50,3,100,1,1,0,32.7,32.7
2022,38,Travis Kelce,KC,TE,1,9,TEN,34.04255319148936,16,23.5,10,106,23.8,10.6,6.63,62.5,0,0,0,1,0,20.6,20.6
2022,39,CeeDee Lamb,DAL,WR,1,12,NYG,25,11,36.7,6,106,40.6,17.67,9.64,54.5,0,0,1,1,0,17.7,17.7
2022,40,Jaylen Waddle,MIA,WR,1,8,DET,25,9,25,8,106,27.7,13.25,11.78,88.9,2,66.7,2,2,0,30.6,30.6
2022,41,Josh Palmer,LAC,WR,1,11,KC,32.25806451612903,10,33.3,8,106,37.9,13.25,10.6,80,2,100,1,1,0,30.6,30.6
2022,42,Josh Palmer,LAC,WR,1,9,ATL,32.25806451612903,10,23.3,8,106,43.3,13.25,10.6,80,0,0,0,0,0,18.6,18.6
2022,43,Chris Olave,NO,WR,1,7,ARZ,23.91304347826087,11,22.4,7,106,25.9,15.14,9.64,63.6,0,0,0,0,0,17.6,17.6
2022,44,Christian Kirk,JAX,WR,1,10,KC,22.22222222222222,10,25,9,105,40.5,11.67,10.5,90,2,100,1,3,0,31.5,31.5
2022,45,DeAndre Hopkins,ARZ,WR,1,7,NO,21.875,14,48.3,10,103,50.5,10.3,7.36,71.4,0,0,0,1,0,20.3,20.3
2022,46,D.J. Moore,CAR,WR,1,12,DEN,13.636363636363635,6,31.6,4,103,62.8,25.75,17.17,66.7,1,100,1,1,0,20.3,20.3
2022,47,Greg Dortch,ARZ,WR,1,11,SF,66.66666666666666,10,22.7,9,103,37.2,11.44,10.3,90,0,0,1,1,0,19.3,19.3
2022,48,Chris Olave,NO,WR,1,11,LA,13.043478260869565,6,21.4,5,102,37.2,20.4,17,83.3,1,33.3,1,1,0,21.2,21.2
2022,49,Dallas Goedert,PHI,TE,1,9,HST,50,9,33.3,8,100,41.2,12.5,11.11,88.9,1,50,1,2,0,24,24
2022,50,Wan'Dale Robinson,NYG,WR,1,11,DET,52,13,29.5,9,100,29.3,11.11,7.69,69.2,0,0,0,0,0,19.4,19.4
2022,51,Donovan Peoples-Jones,CLV,WR,1,10,MIA,31.03448275862069,9,25.7,5,99,46.7,19.8,11,55.6,0,0,0,1,0,14.9,14.9
2022,52,Travis Kelce,KC,TE,1,7,SF,14.893617021276595,7,19.4,6,98,23.2,16.33,14,85.7,0,0,0,1,0,15.8,15.8
2022,53,DeAndre Hopkins,ARZ,WR,1,10,LA,21.875,14,37.8,10,98,41.2,9.8,7,71.4,0,0,1,2,0,19.8,19.8
2022,54,George Kittle,SF,TE,1,7,KC,34.61538461538461,9,19.6,6,98,26.6,16.33,10.89,66.7,1,50,1,2,0,21.8,21.8
2022,55,Justin Jefferson,MIN,WR,1,8,ARZ,15.686274509803921,8,22.2,6,98,42.2,16.33,12.25,75,0,0,1,1,0,15.8,15.8
2022,56,Jelani Woods,IND,TE,1,12,PIT,69.23076923076923,9,26.5,8,98,49.2,12.25,10.89,88.9,0,0,0,1,0,17.8,17.8
2022,57,Mike Evans,TB,WR,1,7,CAR,28.000000000000004,14,28.6,9,96,33.1,10.67,6.86,64.3,0,0,1,2,0,18.6,18.6
2022,58,Isaiah McKenzie,BUF,WR,1,12,DET,52.63157894736842,10,23.8,6,96,37.9,16,9.6,60,1,50,0,3,0,22.3,22.3
2022,59,Christian Kirk,JAX,WR,1,7,NYG,24.444444444444443,11,25,7,96,31,13.71,8.73,63.6,0,0,0,1,0,17.1,17.1
2022,60,Noah Fant,SEA,TE,1,9,ARZ,33.33333333333333,6,17.6,5,96,34.9,19.2,16,83.3,0,0,0,0,0,14.6,14.6
2022,61,Jerry Jeudy,DEN,WR,1,7,NYJ,57.89473684210527,11,23.9,7,96,42.7,13.71,8.73,63.6,0,0,0,0,0,16.6,16.6
2022,62,Davante Adams,LV,WR,1,7,HST,13.636363636363635,9,33.3,8,95,39.4,11.88,10.56,88.9,0,0,0,0,0,17.5,17.5
2022,63,Darius Slayton,NYG,WR,1,10,HST,12.903225806451612,4,23.5,3,95,48.2,31.67,23.75,75,1,50,0,0,0,18.5,18.5
2022,64,Garrett Wilson,NYJ,WR,1,12,CHI,25.806451612903224,8,27.6,5,95,30.2,19,11.88,62.5,2,66.7,2,2,0,26.4,26.4
2022,65,Keenan Allen,LAC,WR,1,11,KC,47.05882352941176,8,26.7,5,94,33.6,18.8,11.75,62.5,0,0,1,1,1,13.4,13.4
2022,66,Amari Cooper,CLV,WR,1,12,TB,31.57894736842105,12,32.4,7,94,44.8,13.43,7.83,58.3,0,0,0,0,0,16.4,16.4
2022,67,Rondale Moore,ARZ,WR,1,10,LA,39.39393939393939,13,35.1,9,94,39.5,10.44,7.23,69.2,0,0,0,1,0,18.4,18.4
2022,68,Stefon Diggs,BUF,WR,1,9,NYJ,16.9811320754717,9,26.5,5,93,45.4,18.6,10.33,55.6,0,0,0,0,0,14.3,14.3
2022,69,Gabe Davis,BUF,WR,1,10,MIN,29.411764705882355,10,23.3,6,93,28.2,15.5,9.3,60,1,100,1,3,0,21.3,21.3
2022,70,Tee Higgins,CIN,WR,1,7,ATL,18.421052631578945,7,16.7,5,93,19.3,18.6,13.29,71.4,0,0,0,1,0,14.3,14.3
2022,71,Rondale Moore,ARZ,WR,1,8,MIN,24.242424242424242,8,18.2,7,92,28.2,13.14,11.5,87.5,1,33.3,0,1,0,23.4,23.4
2022,72,Garrett Wilson,NYJ,WR,1,9,BUF,29.03225806451613,9,36,8,92,59.7,11.5,10.22,88.9,0,0,0,1,0,17.9,17.9
2022,73,DeAndre Hopkins,ARZ,WR,1,11,SF,18.75,12,27.3,9,91,32.9,10.11,7.58,75,0,0,0,1,0,18.1,18.1
2022,74,Olamide Zaccheaus,ATL,WR,1,12,WAS,38.095238095238095,8,32,5,91,52.3,18.2,11.38,62.5,0,0,0,0,0,14.1,14.1
2022,75,DK Metcalf,SEA,WR,1,12,LV,35.714285714285715,15,40.5,11,90,27.4,8.18,6,73.3,0,0,2,4,0,20,20
2022,76,JuJu Smith-Schuster,KC,WR,1,9,TEN,46.15384615384615,12,17.6,10,88,19.7,8.8,7.33,83.3,0,0,0,2,0,18.8,18.8
2022,77,Jaylen Waddle,MIA,WR,1,7,PIT,13.88888888888889,5,14.3,4,88,33.7,22,17.6,80,0,0,0,0,0,12.8,12.8
2022,78,DeAndre Hopkins,ARZ,WR,1,12,LAC,9.375,6,20.7,4,87,45.5,21.75,14.5,66.7,1,50,0,0,0,18.7,18.7
2022,79,Allen Lazard,GB,WR,1,9,DET,26.47058823529412,9,20.9,4,87,29.9,21.75,9.67,44.4,1,100,0,3,0,18.7,18.7
2022,80,Terrace Marshall,CAR,WR,1,8,ATL,31.03448275862069,9,25,4,87,27.4,21.75,9.67,44.4,0,0,2,2,0,12.7,12.7
2022,81,Greg Dulcich,DEN,TE,1,8,JAX,19.230769230769234,5,16.7,4,87,34.5,21.75,17.4,80,0,0,0,0,0,12.7,12.7
2022,82,Mike Williams,LAC,WR,1,7,SEA,90,9,17.6,7,86,29.4,12.29,9.56,77.8,1,50,0,2,0,21.6,21.6
2022,83,Darius Slayton,NYG,WR,1,11,DET,29.03225806451613,9,20.5,5,86,25.2,17.2,9.56,55.6,0,0,0,0,0,13.6,13.6
2022,84,Tyreek Hill,MIA,WR,1,12,HST,18.367346938775512,9,22,6,85,27.9,14.17,9.44,66.7,0,0,1,3,0,15,15
2022,85,Jaylen Waddle,MIA,WR,1,12,HST,27.77777777777778,10,24.4,5,85,27.9,17,8.5,50,0,0,0,1,0,13.5,13.5
2022,86,Jaylen Waddle,MIA,WR,1,9,CHI,19.444444444444446,7,23.3,5,85,28.1,17,12.14,71.4,1,33.3,0,1,0,19.5,19.5
2022,87,George Kittle,SF,TE,1,11,ARZ,23.076923076923077,6,20.7,4,84,36.8,21,14,66.7,2,50,0,1,0,24.4,24.4
2022,88,Brandon Aiyuk,SF,WR,1,10,LAC,19.444444444444446,7,25,6,84,35,14,12,85.7,0,0,1,1,1,13.4,13.4
2022,89,George Pickens,PIT,WR,1,11,CIN,24,6,14.3,4,83,31.3,20.75,13.83,66.7,1,100,0,0,0,18.3,18.3
2022,90,Brandon Aiyuk,SF,WR,1,7,KC,30.555555555555557,11,23.9,7,82,22.2,11.71,7.45,63.6,0,0,0,3,0,15.2,15.2
2022,91,Travis Kelce,KC,TE,1,10,JAX,14.893617021276595,7,20,6,81,24.5,13.5,11.57,85.7,1,25,1,1,0,20.1,20.1
2022,92,Donovan Peoples-Jones,CLV,WR,1,8,CIN,13.793103448275861,4,17.4,4,81,29.1,20.25,20.25,100,0,0,0,0,0,12.1,12.1
2022,93,Brandon Aiyuk,SF,WR,1,8,LA,16.666666666666664,6,23.1,6,81,30.1,13.5,13.5,100,1,33.3,0,1,0,20.1,20.1
2022,94,DeVante Parker,NE,WR,1,12,MIN,36.36363636363637,4,10.3,4,80,20.9,20,20,100,0,0,0,0,0,12,12
2022,95,Courtland Sutton,DEN,WR,1,11,LV,18.421052631578945,7,22.6,5,80,32.4,16,11.43,71.4,0,0,0,0,0,13,13
2022,96,T.J. Hockenson,DET,TE,1,8,MIA,7.317073170731707,3,8.1,3,80,24.9,26.67,26.67,100,0,0,0,0,0,11,11
2022,97,Quez Watkins,PHI,WR,1,10,WAS,28.57142857142857,4,15.4,4,80,42.3,20,20,100,0,0,0,0,2,11,11
2022,98,Kyle Pitts,ATL,TE,1,8,CAR,25,8,28.6,5,80,31.6,16,10,62.5,1,33.3,1,2,0,19,19
2022,99,Cooper Kupp,LA,WR,1,8,SF,46.15384615384615,12,36.4,8,79,42.2,9.88,6.58,66.7,1,100,1,2,0,22.9,22.9
2022,100,Tyler Conklin,NYJ,TE,1,8,NE,43.47826086956522,10,24.4,6,79,22.3,13.17,7.9,60,2,100,2,2,0,25.9,25.9
2022,101,Mecole Hardman,KC,WR,1,9,TEN,69.23076923076923,9,13.2,6,79,17.7,13.17,8.78,66.7,1,100,1,4,0,19.9,19.9
2022,102,Pat Freiermuth,PIT,TE,1,11,CIN,28.947368421052634,11,26.2,8,79,29.8,9.88,7.18,72.7,0,0,0,1,0,15.9,15.9
2022,103,DeVonta Smith,PHI,WR,1,11,IND,25.71428571428571,9,36,6,78,41.1,13,8.67,66.7,0,0,0,0,0,13.8,13.8
2022,104,Stefon Diggs,BUF,WR,1,12,DET,28.30188679245283,15,35.7,8,77,30.4,9.63,5.13,53.3,1,50,2,3,0,21.7,21.7
2022,105,CeeDee Lamb,DAL,WR,1,8,CHI,15.909090909090908,7,25.9,5,77,30.8,15.4,11,71.4,1,50,0,1,0,18.8,18.8
2022,106,Isaiah Likely,BLT,TE,1,8,TB,43.75,7,18.4,6,77,32.4,12.83,11,85.7,1,50,1,2,0,19.7,19.7
2022,107,Kalif Raymond,DET,WR,1,8,MIA,14.814814814814813,4,10.8,3,76,23.7,25.33,19,75,0,0,1,1,0,10.6,10.6
2022,108,Christian Kirk,JAX,WR,1,9,LV,17.77777777777778,8,25.8,8,76,32.3,9.5,9.5,100,1,100,1,2,0,21.6,21.6
2022,109,Josh Oliver,BLT,TE,1,12,JAX,50,6,18.8,4,76,29.9,19,12.67,66.7,1,100,1,3,0,17.6,17.6
2022,110,Parris Campbell,IND,WR,1,10,LV,25,9,32.1,7,76,34.2,10.86,8.44,77.8,1,100,0,0,0,20.6,20.6
2022,111,Denzel Mims,NYJ,WR,1,8,NE,18.75,3,7.3,2,76,21.4,38,25.33,66.7,0,0,0,0,0,9.6,9.6
2022,112,Terrace Marshall,CAR,WR,1,11,BLT,20.689655172413794,6,18.2,3,76,38.8,25.33,12.67,50,0,0,0,1,0,10.6,10.6
2022,113,Amon-Ra St. Brown,DET,WR,1,11,NYG,16.3265306122449,8,30.8,7,76,46.1,10.86,9.5,87.5,0,0,1,1,0,15,15
2022,114,Damiere Byrd,ATL,WR,1,7,CIN,7.142857142857142,1,7.7,1,75,60.5,75,75,100,1,100,0,0,0,14.5,14.5
2022,115,Kalif Raymond,DET,WR,1,7,DAL,22.22222222222222,6,23.1,5,75,32.9,15,12.5,83.3,0,0,0,0,0,14.5,14.5
2022,116,Chris Godwin,TB,WR,1,8,BLT,15.384615384615385,8,18.2,6,75,23.1,12.5,9.38,75,0,0,1,1,0,13.5,13.5
2022,117,Courtland Sutton,DEN,WR,1,12,CAR,21.052631578947366,8,22.9,6,75,52.8,12.5,9.38,75,0,0,1,2,0,13.5,13.5
2022,118,Michael Pittman,IND,WR,1,11,PHI,13.725490196078432,7,21.9,6,75,35.2,12.5,10.71,85.7,0,0,0,0,0,13.5,13.5
2022,119,Pat Freiermuth,PIT,TE,1,7,MIA,23.684210526315788,9,20.5,8,75,29.2,9.38,8.33,88.9,0,0,0,0,0,15.5,15.5
2022,120,DeSean Jackson,BLT,WR,1,12,JAX,60,3,9.4,2,74,29.1,37,24.67,66.7,0,0,0,0,0,9.4,9.4
2022,121,Davante Adams,LV,WR,1,12,SEA,16.666666666666664,11,30.6,7,74,25.1,10.57,6.73,63.6,0,0,0,0,0,14.4,14.4
2022,122,Amari Cooper,CLV,WR,1,7,BLT,10.526315789473683,4,14.8,3,74,28.7,24.67,18.5,75,0,0,0,0,0,10.4,10.4
2022,123,Dalton Schultz,DAL,TE,1,8,CHI,21.428571428571427,6,22.2,6,74,29.6,12.33,12.33,100,0,0,0,0,0,13.4,13.4
2022,124,Cole Kmet,CHI,TE,1,10,DET,24,6,30,4,74,44.3,18.5,12.33,66.7,2,100,1,1,0,23.4,23.4
2022,125,Randall Cobb,GB,WR,1,11,TEN,60,6,15.4,6,73,32.2,12.17,12.17,100,0,0,0,0,0,13.3,13.3
2022,126,Brandin Cooks,HST,WR,1,8,TEN,20.689655172413794,6,20,4,73,48,18.25,12.17,66.7,0,0,0,0,0,11.3,11.3
2022,127,DeAndre Carter,LAC,WR,1,12,ARZ,34.48275862068966,10,21.3,7,73,26.6,10.43,7.3,70,1,33.3,0,0,0,20.3,20.3
2022,128,Tyler Higbee,LA,TE,1,10,ARZ,36.36363636363637,8,21.6,8,73,34.9,9.13,9.13,100,0,0,0,0,0,15.3,15.3
2022,129,Terry McLaurin,WAS,WR,1,7,GB,17.77777777777778,8,24.2,5,73,36.3,14.6,9.13,62.5,1,50,0,1,0,18.3,18.3
2022,130,Tyreek Hill,MIA,WR,1,7,PIT,26.53061224489796,13,37.1,7,72,27.6,10.29,5.54,53.8,0,0,0,0,0,14.2,14.2
2022,131,Jordan Akins,HST,TE,1,10,NYG,20,3,8.1,3,72,22.6,24,24,100,0,0,0,0,0,10.2,10.2
2022,132,David Njoku,CLV,TE,1,7,BLT,38.88888888888889,7,25.9,7,71,27.5,10.14,10.14,100,0,0,0,1,0,14.1,14.1
2022,133,Chris Godwin,TB,WR,1,10,SEA,15.384615384615385,8,26.7,6,71,27.5,11.83,8.88,75,1,50,1,1,0,19.1,19.1
2022,134,DK Metcalf,SEA,WR,1,10,TB,21.428571428571427,9,27.3,6,71,25.8,11.83,7.89,66.7,0,0,1,1,0,13.1,13.1
2022,135,Donovan Peoples-Jones,CLV,WR,1,7,BLT,24.137931034482758,7,25.9,6,71,27.5,11.83,10.14,85.7,0,0,0,1,1,12.1,12.1
2022,136,Chris Olave,NO,WR,1,9,BLT,17.391304347826086,8,26.7,6,71,31.8,11.83,8.88,75,0,0,0,2,0,13.1,13.1
2022,137,Brandin Cooks,HST,WR,1,11,WAS,20.689655172413794,6,18.2,3,70,41.4,23.33,11.67,50,0,0,0,1,0,10,10
2022,138,Chris Moore,HST,WR,1,10,NYG,20.833333333333336,5,13.5,3,70,21.9,23.33,14,60,0,0,0,2,0,10,10
2022,139,T.J. Hockenson,MIN,TE,1,9,WAS,21.951219512195124,9,22,9,70,26.7,7.78,7.78,100,0,0,0,3,0,16,16
2022,140,Parris Campbell,IND,WR,1,7,TEN,30.555555555555557,11,25,10,70,28.8,7,6.36,90.9,1,100,1,1,0,23,23
2022,141,Dawson Knox,BUF,TE,1,11,CLV,31.818181818181817,7,25.9,7,70,35.5,10,10,100,0,0,0,0,0,14,14
2022,142,Darnell Mooney,CHI,WR,1,8,DAL,17.857142857142858,5,20.8,5,70,44.9,14,14,100,0,0,1,1,0,12,12
2022,143,CeeDee Lamb,DAL,WR,1,7,DET,13.636363636363635,6,24,4,70,33.8,17.5,11.67,66.7,0,0,0,0,0,10.6,10.6
2022,144,Treylon Burks,TEN,WR,1,12,CIN,30,6,17.6,4,70,24.1,17.5,11.67,66.7,0,0,0,0,0,11,11
2022,145,Robert Woods,TEN,WR,1,11,GB,24,6,20.7,6,69,20.5,11.5,11.5,100,0,0,1,3,0,12.9,12.9
2022,146,Phillip Dorsett,HST,WR,1,9,PHI,25,5,22.7,3,69,44.8,23,13.8,60,0,0,0,0,0,9.9,9.9
2022,147,D.J. Moore,CAR,WR,1,7,TB,22.727272727272727,10,45.5,7,69,39,9.86,6.9,70,1,50,0,1,0,19.6,19.6
2022,148,Rondale Moore,ARZ,WR,1,9,SEA,30.303030303030305,10,28.6,8,69,39.4,8.63,6.9,80,0,0,0,1,0,14.9,14.9
2022,149,Amon-Ra St. Brown,DET,WR,1,8,MIA,20.408163265306122,10,27,7,69,21.5,9.86,6.9,70,0,0,0,0,0,13.9,13.9
2022,150,DeVante Parker,NE,WR,1,7,CHI,36.36363636363637,4,14.3,3,68,34.3,22.67,17,75,0,0,0,0,0,9.8,9.8
2022,151,Tyler Lockett,SEA,WR,1,12,LV,19.35483870967742,6,16.2,3,68,20.7,22.67,11.33,50,1,50,0,0,0,15.8,15.8
2022,152,Zay Jones,JAX,WR,1,10,KC,22.5,9,22.5,8,68,26.3,8.5,7.56,88.9,0,0,1,1,0,14.8,14.8
2022,153,Jordan Akins,HST,TE,1,7,LV,20,3,7.3,3,68,22.5,22.67,22.67,100,0,0,0,0,0,9.8,9.8
2022,154,Gabe Davis,BUF,WR,1,11,CLV,20.588235294117645,7,25.9,5,68,34.5,13.6,9.71,71.4,0,0,0,1,0,11.8,11.8
2022,155,Cade Otton,TB,TE,1,9,LA,31.57894736842105,6,10.3,5,68,24.3,13.6,11.33,83.3,1,100,2,2,0,17.8,17.8
2022,156,Adam Thielen,MIN,WR,1,8,ARZ,21.21212121212121,7,19.4,6,67,28.9,11.17,9.57,85.7,0,0,0,0,0,12.7,12.7
2022,157,Adam Thielen,MIN,WR,1,9,WAS,21.21212121212121,7,17.1,3,67,25.6,22.33,9.57,42.9,0,0,0,1,0,9.7,9.7
2022,158,Marquise Goodwin,SEA,WR,1,7,LAC,33.33333333333333,5,18.5,4,67,31.9,16.75,13.4,80,2,100,0,1,0,22.7,22.7
2022,159,Damiere Byrd,ATL,WR,1,8,CAR,42.857142857142854,6,21.4,3,67,26.5,22.33,11.17,50,1,33.3,0,0,0,15.7,15.7
2022,160,Tyler Lockett,SEA,WR,1,9,ARZ,16.129032258064516,5,14.7,5,67,24.4,13.4,13.4,100,1,50,1,1,0,17.7,17.7
2022,161,Evan Engram,JAX,TE,1,7,NYG,35,7,15.9,4,67,21.6,16.75,9.57,57.1,0,0,0,1,0,10.7,10.7
2022,162,Justin Watson,KC,WR,1,11,LAC,33.33333333333333,4,11.8,3,67,20.4,22.33,16.75,75,0,0,0,0,0,9.7,9.7
2022,163,Parris Campbell,IND,WR,1,11,PHI,16.666666666666664,6,18.8,5,67,31.5,13.4,11.17,83.3,0,0,0,1,0,11.7,11.7
2022,164,Courtland Sutton,DEN,WR,1,10,TEN,26.31578947368421,10,23.8,6,66,23.1,11,6.6,60,0,0,0,0,0,12.6,12.6
2022,165,Darius Slayton,NYG,WR,1,8,SEA,19.35483870967742,6,19.4,5,66,37.5,13.2,11,83.3,0,0,0,0,0,11.6,11.6
2022,166,Jaylen Waddle,MIA,WR,1,10,CLV,13.88888888888889,5,15.2,4,66,21.9,16.5,13.2,80,0,0,0,0,0,10.6,10.6
2022,167,Jalen Virgil,DEN,WR,1,10,TEN,50,1,2.4,1,66,23.1,66,66,100,1,100,0,0,0,13.6,13.6
2022,168,Logan Thomas,WAS,TE,1,11,HST,42.857142857142854,6,22.2,5,65,34,13,10.83,83.3,0,0,1,2,0,11.5,11.5
2022,169,Nelson Agholor,NE,WR,1,12,MIN,66.66666666666666,8,20.5,6,65,17,10.83,8.13,75,1,50,0,1,0,18.5,18.5
2022,170,Curtis Samuel,WAS,WR,1,9,MIN,15,3,10.7,3,65,43.6,21.67,21.67,100,1,50,0,0,0,17.1,17.1
2022,171,Ray-Ray McCloud,SF,WR,1,7,KC,50,4,8.7,4,65,17.6,16.25,16.25,100,1,50,1,1,0,16.5,16.5
2022,172,Brandon Aiyuk,SF,WR,1,12,NO,22.22222222222222,8,21.6,5,65,29.3,13,8.13,62.5,0,0,0,1,0,11.5,11.5
2022,173,Alec Pierce,IND,WR,1,8,WAS,21.73913043478261,5,21.7,3,65,32.3,21.67,13,60,0,0,0,0,0,9.5,9.5
2022,174,Kevin White,NO,WR,1,7,ARZ,25,1,2,1,64,15.6,64,64,100,0,0,0,0,0,7.4,7.4
2022,175,DeAndre Carter,LAC,WR,1,10,SF,13.793103448275861,4,10.8,4,64,32.7,16,16,100,1,100,0,0,0,16.4,16.4
2022,176,Demarcus Robinson,BLT,WR,1,8,TB,33.33333333333333,8,21.1,6,64,26.9,10.67,8,75,0,0,1,2,0,12.4,12.4
