,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Zone Concept,Zone Concept,Zone Concept,Zone Concept,Zone Concept,Zone Concept,Man/Gap Concept,Man/Gap Concept,Man/Gap Concept,Man/Gap Concept,Man/Gap Concept,Man/Gap Concept,FP,FP,FP,FP,FP
Season,Rank,Name,Team,POS,G,WEEK,OPP,ATT %,SNAP %,ATT,DCS %,SNEAK %,YDS,YPC,TD,XTD,FUM,1D,EXP RUN %,EXP YDS,EXP YDS %,i5 %,TD RATE,SUCC %,STUFF %,RYOE,YBC/ATT,HIT %,YACO/ATT,YACO %,MTF,MTF/A,EPA/A,EPA,ZONE ATT,ZONE ATT %,ZONE YDS,ZONE TD,ZONE YPC,ZONE SUCC %,MAN ATT,MAN ATT %,MAN YDS,MAN TD,MAN YPC,MAN SUCC %,FP,XFP,FP/G,XFP/G,DIFF
2022,,League Avg,,,,,,,43.66902581182355,7.479600333055787,39.97601998334721,0,31.76353039134055,4.25,0.2622814321398834,0.2578268109908391,0.03746877601998335,1.6927560366361365,11.2,13.437135720233139,42.3,19.527227310574517,3.5,49.1,47.4,0.8927560366361328,1.4,45.8,2.85,67.1,1.4004995836802665,0.19,-0.067,-0.5004163197335558,3.909242298084929,52.3,16.06494587843464,0.11490424646128226,4.11,47.8,3.4812656119900085,46.5,15.325562031640299,0.14487926727726894,4.4,50.4,6.028642797668619,5.910741049125715,6.028576186511249,5.910033305578685,0.1185428809325564
2022,1,Derrick Henry,TEN,RB,1,8,HST,9.32475884244373,82.2,29,78.4,0,197,6.79,2,0.86,0,11,25,136,69,50,6.9,51.7,41.4,70.2,2.31,48.3,4.48,66,12,0.41,0.275,8,19,65.5,145,2,7.63,52.6,10,34.5,52,0,5.2,50,33.6,19.5,33.6,19.45,14.15
2022,2,Kenneth Walker,SEA,RB,1,7,LAC,10.75268817204301,77.8,20,80,0,172,8.6,2,0.98,0,7,25,132,76.7,0,10,45,50,74.6,5.8,40,2.8,32.6,5,0.25,0.4,8,17,85,146,2,8.59,41.2,3,15,26,0,8.67,66.7,29.2,15.6,29.2,15.64,13.56
2022,3,Austin Ekeler,LAC,RB,1,5,CLV,10.135135135135135,58,15,55.6,0,170,11.33,1,0.53,0,5,33.3,135,79.4,0,6.7,73.3,26.7,105.8,6.13,33.3,5.2,45.9,4,0.27,0.783,11.7,7,46.7,60,1,8.57,100,8,53.3,110,0,13.75,50,24.3,11.1,24.3,11.12,13.18
2022,4,Josh Jacobs,LV,RB,1,12,SEA,7.228915662650602,96.3,18,94.7,0,164,9.11,2,0.1,0,5,16.7,131,79.9,0,11.1,50,50,85.8,5.89,44.4,3.22,35.4,5,0.28,0.188,3.4,10,55.6,67,1,6.7,70,8,44.4,97,1,12.13,25,33.5,11.7,33.5,11.73,21.77
2022,5,Saquon Barkley,NYG,RB,1,10,HST,14.537444933920703,80.4,33,82.5,0,149,4.52,1,0.85,0,7,12.9,69,46.3,100,3,51.5,51.5,15.9,2.48,39.4,2.03,45,2,0.06,-0.016,-0.5,11,33.3,35,1,3.18,45.5,22,66.7,114,0,5.18,54.5,22.7,20,22.7,20,2.7
2022,6,Rhamondre Stevenson,NE,RB,1,5,DET,16.312056737588655,88.9,23,79.3,0,149,6.48,0,0.45,0,6,21.7,108,72.5,0,0,47.8,52.2,37.1,2.09,34.8,4.39,67.8,4,0.17,0.001,0,6,26.1,8,0,1.33,16.7,16,69.6,143,0,8.94,62.5,15.8,16.2,15.8,16.24,-0.44
2022,7,D'Onta Foreman,CAR,RB,1,16,DET,11.299435028248588,56.3,20,58.8,0,144,7.2,1,0.99,0,7,22.2,102,70.8,50,5,50,50,63.9,2.75,50,4.45,61.8,3,0.15,0.299,6,6,30,37,0,6.17,33.3,14,70,107,1,7.64,57.1,20.4,14,20.4,13.98,6.42
2022,8,Cordarrelle Patterson,ATL,RB,1,3,SEA,13.178294573643413,58.1,17,65.4,0,141,8.29,1,0.46,0,5,23.5,93,66,0,5.9,70.6,29.4,69,5.18,23.5,3.12,37.6,1,0.06,0.339,5.8,15,88.2,131,1,8.73,66.7,2,11.8,10,0,5,100,22.3,11.5,22.3,11.53,10.77
