,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Overall,Overall,Overall,Overall,Overall,Overall,Overall,Overall,Man,Man,Man,Man,Man,Man,Man,Man,Zone,Zone,Zone,Zone,Zone,Zone,Zone,Zone,Single-High,Single-High,Single-High,Single-High,Single-High,Single-High,Single-High,Single-High,Two-High,Two-High,Two-High,Two-High,Two-High,Two-High,Two-High,Two-High
Season,Rank,Name,Team,POS,G,WEEK,OPP,DB %,DB,CMP %,YPA,TD,INT,RATE,EPA/DB,FP/DB,DB,CMP %,YPA,TD,INT,RATE,EPA/DB,FP/DB,DB,CMP %,YPA,TD,INT,RATE,EPA/DB,FP/DB,DB,CMP %,YPA,TD,INT,RATE,EPA/DB,FP/DB,DB,CMP %,YPA,TD,INT,RATE,EPA/DB,FP/DB
2023,74,Josh Allen,BUF,QB,1,7,NE,7.066052227342549,46,65.9,6.46,2,1,90,0.216,0.41,25,66.7,6.86,2,0,118,0.521,0.6,21,65,6.05,0,1,60.6,-0.147,0.19,27,70.8,6.79,0,1,72,0.208,0.24,19,58.8,6,2,0,115.3,0.227,0.66
2023,75,Jake Browning,CIN,QB,1,15,MIN,16.25441696113074,46,69,7.71,2,1,97.7,0.223,0.43,2,50,4.5,0,0,62.5,0.253,0.18,44,70,7.88,2,1,99.5,0.222,0.45,16,76.9,8.69,0,0,102.4,0.266,0.28,30,65.5,7.28,2,1,95.6,0.2,0.51
2023,76,Gardner Minshew,IND,QB,1,16,ATL,8.440366972477065,46,54.1,5.43,0,1,58.5,-0.155,0.22,7,50,2.5,0,0,56.3,-0.191,0.09,39,54.8,6,0,1,59.3,-0.148,0.25,29,54.5,5.14,0,1,50,-0.172,0.14,17,53.3,5.87,0,0,71,-0.125,0.37
2023,77,Tua Tagovailoa,MIA,QB,1,1,LAC,7.6033057851239665,46,62.2,10.36,3,1,110,0.609,0.66,16,66.7,13,2,1,121.5,0.927,0.97,27,63,9.89,0,0,95.8,0.485,0.4,22,45.5,8.59,1,1,72,0.101,0.48,24,78.3,12.04,2,0,145.8,1.075,0.82
2023,78,Joe Burrow,CIN,QB,1,9,BUF,11.41439205955335,46,70.5,7.91,2,0,108.9,0.304,0.49,19,58.8,8.18,2,0,124.4,0.322,0.75,24,79.2,8.38,0,0,101.6,0.415,0.33,25,78.3,8.7,0,0,102.9,0.285,0.35,21,61.9,7.05,2,0,114.8,0.326,0.66
2023,79,Mac Jones,NE,QB,1,9,WAS,12.137203166226913,46,54.5,5,1,1,66.5,-0.139,0.27,26,50,5.04,1,1,61.5,-0.115,0.32,20,61.1,4.94,0,0,73.6,-0.171,0.2,24,52.2,5.13,1,0,81.4,-0.066,0.38,22,57.1,4.86,0,1,50.1,-0.219,0.15
2023,80,Desmond Ridder,ATL,QB,1,3,DET,10.50228310502283,46,55.3,5.29,0,0,70.2,-0.333,0.18,10,60,5.4,0,0,74.6,-0.205,0.22,32,52,5.4,0,0,67.9,-0.364,0.17,29,54.2,5.46,0,0,70,-0.401,0.18,17,57.1,5,0,0,70.5,-0.216,0.16
2023,81,Aidan O'Connell,LV,QB,1,4,LAC,12.534059945504087,46,61.5,6.1,0,1,68.1,-0.256,0.19,3,33.3,0.67,0,1,2.8,-2.341,-0.31,40,66.7,7.03,0,0,86.9,-0.062,0.23,11,87.5,10.75,0,0,111.5,0.018,0.31,35,54.8,4.9,0,1,54.8,-0.342,0.15
2023,82,C.J. Stroud,HST,QB,1,12,JAX,8.214285714285714,46,72.2,8.44,2,0,116,0.089,0.67,2,50,11,0,0,89.6,-0.808,0.44,41,72.7,8.33,1,0,107.5,0.038,0.45,21,75,9.95,1,0,122.7,0.288,0.61,25,68.8,6.56,1,0,107.6,-0.077,0.72
2023,83,Kirk Cousins,MIN,QB,1,7,SF,13.595166163141995,45,77.8,8.4,2,1,107.2,0.286,0.49,9,77.8,15.44,1,1,116.2,0.778,0.95,32,84.4,7.34,1,0,107.7,0.295,0.42,28,75,7.75,1,1,93.9,0.156,0.42,17,82.4,9.47,1,0,125.7,0.499,0.61
2023,84,Geno Smith,SEA,QB,1,2,DET,8.181818181818182,45,78,8,2,0,116.3,0.315,0.51,11,80,4.6,2,0,125.4,-0.08,0.89,32,82.8,9.72,0,0,107.2,0.486,0.41,20,77.8,9.22,1,0,123.6,0.407,0.56,25,78.3,7.04,1,0,110.5,0.242,0.48
2023,85,Dak Prescott,DAL,QB,1,3,ARZ,6.859756097560976,45,62.5,6.22,1,1,78,-0.035,0.34,12,50,7.33,1,1,67.4,-0.048,0.54,32,70.4,5.96,0,0,85.6,-0.006,0.28,12,54.5,8.36,1,1,74.8,0.074,0.56,33,65.5,5.41,0,0,79.2,-0.075,0.26
2023,86,Deshaun Watson,CLV,QB,1,10,BLT,21.951219512195124,45,58.8,6.26,1,1,74.8,0.034,0.34,15,40,1.8,0,0,47.9,-0.03,0.21,27,66.7,8.52,0,1,73.3,0.003,0.28,27,55,4.7,0,1,46.7,-0.265,0.15,18,64.3,8.5,1,0,114.9,0.483,0.62
2023,87,Patrick Mahomes,KC,QB,1,1,DET,6.6765578635014835,45,53.8,5.79,2,1,77.5,-0.078,0.46,10,40,5.4,1,0,91.3,0.173,0.62,33,55.6,6.19,0,1,58.7,-0.196,0.31,15,46.7,6.73,0,0,69,0.157,0.27,30,58.3,5.21,2,1,82.8,-0.196,0.55
2023,88,Patrick Mahomes,KC,QB,1,14,BUF,6.6765578635014835,45,58.1,6.3,1,1,74.9,-0.142,0.33,14,53.8,7.54,0,1,46.3,-0.368,0.21,27,61.5,6.27,0,0,79.5,-0.065,0.27,21,63.2,7.32,0,1,63.3,-0.14,0.26,24,54.2,5.5,1,0,84,-0.144,0.39
2023,89,Patrick Mahomes,KC,QB,1,2,JAX,6.6765578635014835,45,70.7,7.44,2,1,98.1,0.171,0.5,7,71.4,16.71,1,0,153.3,1.564,1.24,37,69.7,5.42,0,1,70.1,-0.16,0.26,26,65.2,8.52,0,0,91.9,0.398,0.39,19,77.8,6.06,2,1,105.8,-0.139,0.66
2023,90,Patrick Mahomes,KC,QB,1,6,DEN,6.6765578635014835,45,75,7.65,1,1,94.4,0.185,0.41,6,50,8,0,0,77.1,-0.39,0.3,37,79.4,8.03,1,1,97.7,0.345,0.45,21,75,7.45,1,0,112.3,0.321,0.5,24,75,7.85,0,1,76.5,0.066,0.34
2023,91,Patrick Mahomes,KC,QB,1,7,LAC,6.6765578635014835,45,76.2,10.1,4,1,129.5,0.496,0.78,21,73.7,10.63,1,1,103.4,0.519,0.57,21,76.2,10.24,1,0,124.1,0.262,0.6,27,72,12.6,1,0,127.5,0.797,0.73,18,82.4,6.41,3,1,108.5,0.044,0.85
2023,92,Tim Boyle,NYJ,QB,1,12,MIA,52.32558139534884,45,71.1,4.71,1,2,67.8,-0.415,0.2,5,50,1.25,1,0,95.8,-0.157,0.84,38,75,5.19,0,1,73.2,-0.307,0.15,27,61.9,4.38,1,2,48.2,-0.67,0.21,18,82.4,5.12,0,0,88,-0.033,0.19
2023,93,Lamar Jackson,BLT,QB,1,5,PIT,8.035714285714286,45,57.9,6.21,0,1,65.2,-0.409,0.22,21,52.9,6.35,0,1,48.2,-0.908,0.16,21,66.7,7.11,0,0,87.3,0.17,0.31,35,62.1,6.24,0,1,65.4,-0.453,0.22,10,44.4,6.11,0,0,64.6,-0.254,0.22
2023,94,Josh Allen,BUF,QB,1,18,MIA,6.912442396313365,45,78.9,9.45,2,2,101.6,0.195,0.57,21,66.7,8.17,1,2,70.6,0.044,0.44,21,88.2,10.94,0,0,112.3,0.409,0.54,26,84,10.12,0,1,92.2,0.458,0.39,19,69.2,8.15,2,1,101.3,-0.164,0.81
2023,95,Josh Allen,BUF,QB,1,8,TB,6.912442396313365,45,77.5,8.1,2,1,106.7,0.082,0.48,15,61.5,5.15,0,0,74.8,-0.142,0.29,28,84.6,9.77,2,1,117,0.229,0.62,32,79.3,7.66,1,1,95.7,-0.048,0.42,13,72.7,9.27,1,0,131.6,0.404,0.63
2023,96,Jake Browning,CIN,QB,1,16,PIT,15.901060070671377,45,66.7,7.98,1,3,69,-0.192,0.32,2,50,3.5,0,0,58.3,-1.429,0.14,41,66.7,8.41,1,3,69.2,-0.092,0.34,28,73.1,5.69,0,2,54.6,-0.274,0.14,17,56.3,11.69,1,1,92.4,-0.057,0.62
2023,97,Kyler Murray,ARZ,QB,1,15,SF,14.90066225165563,45,66.7,5.41,1,2,67.4,-0.111,0.28,5,25,6.5,0,0,54.2,-0.387,0.21,38,72.7,5.58,1,2,70.8,-0.053,0.31,21,61.1,5.83,0,2,37.7,-0.389,0.16,24,71.4,5.05,1,0,98.5,0.131,0.39
2023,98,Gardner Minshew,IND,QB,1,12,TB,8.256880733944955,45,58.5,6.12,0,1,66.2,0.03,0.35,14,57.1,5.5,0,1,42.9,-0.099,0.15,30,57.7,5.54,0,0,73.2,-0.035,0.42,26,48,5,0,1,46.3,-0.033,0.39,19,75,7.88,0,0,97.4,0.117,0.29
2023,99,Daniel Jones,NYG,QB,1,2,ARZ,21.428571428571427,45,70.3,8.68,2,1,103.5,0.253,0.53,6,60,6.4,0,0,78.8,-0.476,0.21,33,75,9.61,0,1,89.7,0.3,0.42,20,82.4,10.06,1,0,128.2,0.325,0.59,25,60,7.5,1,1,79.2,0.195,0.48
2023,100,Justin Fields,CHI,QB,1,15,CLV,9.846827133479213,45,47.5,4.15,1,2,46.5,-0.313,0.22,17,29.4,2.53,1,0,59.2,-0.174,0.34,25,66.7,5.86,0,0,82,-0.251,0.24,29,40.7,3.3,1,2,31.3,-0.184,0.2,16,61.5,5.92,0,0,78,-0.547,0.25
2023,101,Trevor Lawrence,JAX,QB,1,18,TEN,7.03125,45,67.4,6.51,2,2,81.5,0.017,0.4,11,63.6,4.55,0,1,36.2,-0.562,0.09,34,68.8,7.19,2,1,97.1,0.204,0.51,18,50,3,0,1,33.1,-0.496,0.06,27,80,9.04,2,1,114.3,0.358,0.63
2023,102,Zach Wilson,NYJ,QB,1,10,LV,10.250569476082005,45,59,6.74,0,1,68.6,-0.027,0.33,6,100,11,0,0,112.5,1.306,0.63,38,55.9,6.44,0,1,63.2,-0.22,0.29,24,57.9,7.53,0,0,81.7,0.203,0.46,21,60,6,0,1,56.3,-0.291,0.19
2023,103,Sam Howell,WAS,QB,1,2,DEN,6.346967559943582,45,69.2,7.67,2,0,108.8,0.207,0.47,15,41.7,6.17,1,0,90.3,0.206,0.55,29,84.6,8.65,1,0,115.5,0.194,0.45,24,52.6,6.95,0,0,74.9,0.012,0.27,21,85,8.35,2,0,134.8,0.43,0.7
2023,104,Desmond Ridder,ATL,QB,1,14,TB,10.273972602739725,45,65,8.68,1,1,90.3,-0.043,0.4,16,73.3,7.8,0,0,95.7,0.336,0.34,27,60.9,8.78,1,1,85.8,-0.201,0.43,18,56.3,7.31,1,0,100.3,-0.005,0.48,27,70.8,9.58,0,1,83.7,-0.069,0.35
2023,105,Dorian Thompson-Robinson,CLV,QB,1,11,PIT,36.58536585365854,45,55.8,3.84,0,1,54.9,-0.218,0.14,13,53.8,5.85,0,0,71.3,0.094,0.23,30,60.7,3.18,0,1,51,-0.354,0.12,28,70.4,5.19,0,0,82.3,0.006,0.23,17,31.3,1.56,0,1,14.6,-0.587,0
2023,106,C.J. Stroud,HST,QB,1,9,TB,8.035714285714286,45,71.4,11.19,5,0,147.8,0.563,0.86,6,83.3,17.17,1,0,158.3,1.1,1.35,35,75,11.19,3,0,142.4,0.478,0.75,20,73.7,15.53,3,0,155.2,0.959,1.19,25,69.6,7.61,2,0,120.7,0.246,0.6
2023,107,Anthony Richardson,IND,QB,1,1,JAX,45.91836734693878,45,64.9,6.03,1,1,79,-0.142,0.3,9,50,4.88,0,0,64.1,0.033,0.2,36,69,6.34,1,1,83.1,-0.185,0.33,27,63.6,5.73,0,0,79,-0.155,0.23,18,66.7,6.47,1,1,79,-0.123,0.41
2023,108,Matthew Stafford,LA,QB,1,4,IND,7.787610619469026,44,67.5,7.97,1,1,89.5,0.333,0.39,6,66.7,6.67,1,0,125,0.771,0.93,36,68.8,8.5,0,1,81.8,0.243,0.31,27,56,6.96,1,1,74.4,0.309,0.39,17,86.7,9.67,0,0,106.9,0.37,0.39
2023,109,Tyrod Taylor,NYG,QB,1,6,BUF,19.730941704035875,44,66.7,5.56,0,0,80.8,-0.055,0.24,10,42.9,10.14,0,0,80.1,-0.578,0.31,31,77.8,4.78,0,0,86.6,0.149,0.23,19,71.4,8.14,0,0,95.5,0.206,0.3,25,63.6,3.91,0,0,71.4,-0.253,0.19
2023,110,Patrick Mahomes,KC,QB,1,8,DEN,6.528189910979229,44,63.2,6.32,0,2,59.1,0,0.22,5,75,7.5,0,0,95.8,0,0.24,38,60.6,6.09,0,2,52.7,0,0.21,13,58.3,5.58,0,0,74,0,0.21,31,65.4,6.65,0,2,52.2,0,0.22
2023,111,Josh Allen,BUF,QB,1,9,CIN,6.7588325652841785,44,68.4,6.79,1,1,85.2,-0.015,0.51,13,30,3.7,0,0,42.5,-0.194,0.67,31,82.1,7.89,1,1,96.6,0.06,0.44,18,50,6,1,0,92.6,0.057,0.81,26,79.2,7.25,0,1,79.5,-0.065,0.3
2023,112,Jake Browning,CIN,QB,1,17,KC,15.547703180212014,44,57.6,5.97,1,0,85,0.101,0.47,9,33.3,1.17,1,0,81.9,-0.297,1.15,33,65.4,7.31,0,0,87,0.243,0.3,3,33.3,2.33,1,0,81.9,0.486,1.43,41,60,6.33,0,0,78.5,0.073,0.4
2023,113,Gardner Minshew,IND,QB,1,8,NO,8.073394495412845,44,56.1,5.2,2,1,76.6,-0.025,0.36,18,50,2.56,1,1,51,-0.564,0.27,22,61.9,7.57,1,0,101.1,0.379,0.47,27,44,2.76,1,1,47.9,-0.331,0.22,17,75,9,1,0,122.9,0.461,0.57
2023,114,Jordan Love,GB,QB,1,11,LAC,6.9510268562401265,44,67.5,8.05,2,0,108.5,0.228,0.48,12,45.5,5.27,1,0,92.2,0.009,0.54,29,76.9,10.08,1,0,121,0.394,0.5,25,65.2,6.83,1,0,99.4,0.078,0.41,19,70.6,9.71,1,0,121,0.427,0.56
2023,115,Justin Herbert,LAC,QB,1,11,GB,8.527131782945736,44,58.3,7.22,2,0,99.3,0.256,0.59,12,37.5,3.75,0,0,49,0.134,0.48,28,66.7,9,1,0,109,0.324,0.56,31,60,8.16,1,0,99.4,0.289,0.61,13,54.5,5.09,1,0,99.1,0.176,0.53
2023,116,Justin Herbert,LAC,QB,1,2,TEN,8.527131782945736,44,65.9,7.44,2,0,104.2,0.211,0.46,13,53.8,5.15,2,0,108,0.426,0.82,27,80,9.52,0,0,106.3,0.29,0.35,25,64,6.56,2,0,109.4,0.382,0.58,19,68.8,8.81,0,0,96.1,-0.015,0.3
2023,117,Jalen Hurts,PHI,QB,1,4,WAS,7.07395498392283,44,67.6,8.62,2,0,112.3,0.244,0.54,12,40,4.4,0,0,53.8,-0.464,0.16,32,77.8,10.19,2,0,133.8,0.51,0.68,21,68.8,10.06,1,0,122.1,0.4,0.63,23,66.7,7.52,1,0,104.9,0.102,0.46
2023,118,Justin Fields,CHI,QB,1,12,MIN,9.62800875273523,44,73,5.86,0,0,87.3,-0.233,0.24,11,90.9,7.09,0,0,96.2,0.497,0.28,32,68,5.56,0,0,81.9,-0.466,0.23,10,71.4,5.57,0,0,84.8,-0.821,0.16,34,73.3,5.93,0,0,87.9,-0.06,0.27
2023,119,Bryce Young,CAR,QB,1,10,CHI,7.096774193548387,44,55.3,4.87,0,0,68.4,-0.056,0.21,9,57.1,11.43,0,0,97.3,1.245,0.47,35,54.8,3.39,0,0,61.9,-0.391,0.14,27,45.5,5.09,0,0,61.2,0.075,0.23,17,68.8,4.56,0,0,78.4,-0.263,0.17
2023,120,Will Levis,TEN,QB,1,9,PIT,15.068493150684931,44,56.4,6.72,0,1,66.4,-0.094,0.22,16,28.6,3.79,0,0,42.9,-0.571,0.13,26,75,8.71,0,1,83.5,0.215,0.28,32,58.6,5.83,0,1,60.8,-0.189,0.18,12,50,9.3,0,0,82.5,0.16,0.33
2023,121,Matthew Stafford,LA,QB,1,14,BLT,7.610619469026549,43,56.1,7.17,3,0,103.1,0.152,0.55,9,66.7,9.33,1,0,133.6,0.63,0.82,30,53.6,7.11,0,0,76.3,-0.092,0.27,18,55.6,6,1,0,91.9,0.138,0.46,25,56.5,8.09,2,0,111.9,0.162,0.62
2023,122,Russell Wilson,DEN,QB,1,16,NE,8.143939393939394,43,67.6,6.43,2,0,103.2,-0.109,0.44,16,58.3,3.83,1,0,94.4,-0.805,0.36,24,81.8,8.73,1,0,118.2,0.415,0.55,23,78.9,7.79,1,0,116.7,0.04,0.49,20,55.6,5,1,0,87.7,-0.28,0.38
2023,123,Derek Carr,NO,QB,1,16,LA,7.312925170068027,43,67.5,7.97,3,1,106.1,0.009,0.56,5,25,1.5,0,0,39.6,-1.455,0.05,36,70.6,8.91,2,1,105.4,0.151,0.54,26,69.6,9.39,3,1,120.7,0.043,0.77,17,64.7,6.06,0,0,81.3,-0.043,0.24
2023,124,Dak Prescott,DAL,QB,1,14,PHI,6.554878048780488,43,61.5,6.95,2,0,99.4,0.002,0.45,7,66.7,16.33,1,0,149.3,0.26,1.13,35,62.5,5.41,1,0,87.1,-0.039,0.32,16,71.4,10.36,2,0,144.3,-0.008,0.86,27,56,5.04,0,0,69.8,0.008,0.2
2023,125,Patrick Mahomes,KC,QB,1,5,MIN,6.379821958456973,43,75.6,6.85,2,0,109.9,0.343,0.45,10,80,9.2,1,0,138.3,0.878,0.77,31,79.3,6.52,1,0,105.3,0.213,0.37,22,65,5.45,2,0,112.3,0.145,0.56,21,85.7,8.19,0,0,100.8,0.551,0.33
2023,126,Gardner Minshew,IND,QB,1,14,CIN,7.889908256880735,43,66.7,6.15,1,1,81.1,0.021,0.31,12,45.5,4.18,0,0,57.4,-0.104,0.2,29,76.9,7.38,0,1,80.9,-0.021,0.23,20,55.6,3.94,0,0,64.8,-0.375,0.17,23,76.2,8.05,1,1,95.1,0.364,0.42
2023,127,Tua Tagovailoa,MIA,QB,1,17,BLT,7.107438016528926,43,57.9,6.24,2,2,71.9,-0.068,0.39,6,50,5.33,1,0,105.6,0.869,0.88,36,58.1,6.35,0,2,50.1,-0.311,0.2,15,57.1,7.29,0,1,50.3,-0.123,0.27,28,58.3,5.63,2,1,84.5,-0.039,0.46
2023,128,Jordan Love,GB,QB,1,10,PIT,6.79304897314376,43,52.5,7.22,2,2,71.8,0.123,0.43,12,75,9.5,2,0,143.8,0.943,1.05,29,46.2,6.73,0,1,52.6,-0.133,0.24,24,50,6.86,1,1,68.6,0.227,0.41,19,55.6,7.67,1,1,75.7,-0.008,0.46
2023,129,Justin Herbert,LAC,QB,1,6,DAL,8.333333333333332,43,59.5,6.14,2,1,84,-0.007,0.41,14,61.5,7.31,2,0,123.4,0.393,0.84,27,59.1,6,0,1,57.4,-0.165,0.22,22,47.4,6.47,0,0,68.5,-0.161,0.24,21,72.2,5.78,2,1,100.2,0.155,0.59
2023,130,Jalen Hurts,PHI,QB,1,5,LA,6.913183279742766,43,65.8,7.97,1,1,87.9,0.278,0.44,7,80,15.6,0,1,79.2,0.01,0.46,32,69,7.55,0,0,91,0.362,0.35,26,63.6,8.45,1,1,86.6,0.432,0.54,17,68.8,7.31,0,0,89.8,0.044,0.29
2023,131,Joe Burrow,CIN,QB,1,2,BLT,10.669975186104217,43,65.9,5.41,2,1,85.6,0.038,0.38,18,76.5,5.06,2,0,126.1,0.384,0.64,23,63.6,6.18,0,1,61.9,-0.145,0.21,20,66.7,5.33,1,0,98.4,0.243,0.42,23,65.2,5.48,1,1,75.6,-0.141,0.35
2023,132,Trevor Lawrence,JAX,QB,1,3,HST,6.71875,43,67.5,6.97,1,1,85.3,-0.075,0.36,1,0,0,0,0,39.6,-0.736,0,42,69.2,7.15,1,1,87.4,-0.059,0.37,26,68,7.52,1,1,86.8,-0.188,0.44,17,66.7,6.07,0,0,82.9,0.097,0.24
2023,133,Zach Wilson,NYJ,QB,1,8,NYG,9.79498861047836,43,47.2,6.67,1,0,78.5,-0.325,0.37,28,52.2,5.43,0,0,68.2,-0.346,0.25,14,41.7,9.58,1,0,104.5,-0.352,0.66,34,50,5.37,0,0,66.1,-0.241,0.21,9,33.3,13.17,1,0,121.5,-0.641,0.98
2023,134,Tommy DeVito,NYG,QB,1,15,NO,18.143459915611814,43,58.8,5.21,0,0,72.8,-0.363,0.18,13,55.6,4.89,0,0,68.8,-0.442,0.14,30,60,5.32,0,0,74.3,-0.329,0.2,20,46.7,2.73,0,0,53.5,-0.708,0.09,23,68.4,7.16,0,0,88.9,-0.064,0.26
2023,135,Aidan O'Connell,LV,QB,1,11,MIA,11.716621253405995,43,58.5,6.61,1,3,56,-0.223,0.28,3,0,0,0,0,39.6,-1.653,0,40,61.5,6.95,1,3,58.8,-0.115,0.3,17,68.8,7.5,0,1,64.6,-0.251,0.22,26,52,6.04,1,2,50.6,-0.204,0.31
2023,136,Dorian Thompson-Robinson,CLV,QB,1,4,BLT,34.959349593495936,43,52.8,3.36,0,3,25.3,-0.631,0.1,9,50,1.75,0,2,16.7,-1.617,-0.12,34,53.6,3.82,0,1,47.8,-0.37,0.16,21,58.8,3.94,0,2,27.9,-0.718,0.09,22,47.4,2.84,0,1,32.1,-0.549,0.11
2023,137,Bryce Young,CAR,QB,1,14,NO,6.935483870967742,43,36.1,3.81,0,0,48,-0.607,0.22,18,16.7,1.42,0,0,39.6,-1.184,0.2,23,50,5.45,0,0,66.5,-0.154,0.26,29,28,3.4,0,0,41.3,-0.809,0.22,14,54.5,4.73,0,0,67.2,-0.189,0.23
2023,138,Bryce Young,CAR,QB,1,5,DET,6.935483870967742,43,61,6.02,3,2,82.1,-0.006,0.47,15,64.3,6.64,3,0,122.9,0.344,1.05,24,65.2,6.35,0,2,46.6,-0.18,0.18,27,65.4,7.58,1,1,84.9,0.026,0.4,16,53.3,3.33,2,1,72.2,-0.06,0.59
2023,139,Will Levis,TEN,QB,1,10,TB,14.726027397260275,43,48.7,5.1,0,1,53.3,-0.269,0.16,10,55.6,5.11,0,0,69.7,0.053,0.18,31,48.3,5.28,0,1,49.9,-0.33,0.17,25,52.2,5.7,0,1,51.2,-0.158,0.17,18,43.8,4.25,0,0,56.3,-0.423,0.15
2023,140,Joe Flacco,CLV,QB,1,16,HST,19.81132075471698,42,64.3,8.76,3,2,96.1,0.453,0.59,7,85.7,15,2,0,158.3,1.88,1.74,34,61.8,7.74,1,2,71.1,0.182,0.37,13,76.9,11.69,2,0,154.5,0.705,1.08,29,58.6,7.45,1,2,64.7,0.34,0.37
2023,141,Russell Wilson,DEN,QB,1,2,WAS,7.954545454545454,42,56.3,9.63,3,1,107.3,0.144,0.65,8,60,14.2,0,0,104.2,0.058,0.72,26,54.5,8.09,2,1,92.6,0.183,0.58,7,80,16.8,0,0,118.8,0.444,0.61,35,51.9,8.3,3,1,101.5,0.084,0.65
2023,142,Geno Smith,SEA,QB,1,13,DAL,7.636363636363637,42,56.1,8.15,3,1,97,0.337,0.73,22,47.6,6.95,2,1,82.6,0.166,0.88,19,68.4,9.89,1,0,117.9,0.562,0.61,20,52.6,8.05,2,1,92.7,0.178,0.98,22,59.1,8.23,1,0,100.8,0.482,0.51
2023,143,Taylor Heinicke,ATL,QB,1,9,MIN,26.751592356687897,42,55.3,7.05,1,1,75.3,0.001,0.37,8,57.1,11.86,1,0,138.7,0.521,1.08,33,56.7,6.17,0,1,61.1,-0.12,0.22,30,48.1,5.19,0,1,48.4,-0.149,0.22,12,72.7,11.64,1,0,141.5,0.374,0.76
2023,144,Josh Allen,BUF,QB,1,5,JAX,6.451612903225806,42,67.5,8.97,2,1,102,0.33,0.68,5,60,7.4,1,0,122.5,0.877,1.1,34,69.7,9.39,1,1,96.8,0.329,0.47,21,61.9,6,1,1,74.7,-0.053,0.38,21,73.7,12.26,1,0,132.1,0.713,0.97
2023,145,Kyler Murray,ARZ,QB,1,16,CHI,13.90728476821192,42,63.2,6.05,2,0,97.5,-0.16,0.44,5,40,10.8,2,0,120,0.837,2.03,34,66.7,4.9,0,0,78.1,-0.299,0.21,20,47.1,6.24,2,0,106.5,-0.005,0.68,22,76.2,5.9,0,0,90.2,-0.301,0.23
2023,146,Daniel Jones,NYG,QB,1,1,DAL,20,42,53.6,3.71,0,2,32.4,-0.581,0.16,19,63.6,6.64,0,1,44.9,-0.421,0.23,23,47.1,1.82,0,1,29.3,-0.712,0.1,33,50,4.55,0,1,41.9,-0.366,0.22,9,62.5,1.63,0,1,27.1,-1.368,-0.05
2023,147,Jordan Love,GB,QB,1,14,NYG,6.6350710900473935,42,64.1,5.59,1,1,76.7,-0.009,0.28,13,54.5,4.18,1,1,57.4,0.082,0.39,28,70.4,6.37,0,0,87.3,-0.021,0.25,26,62.5,5.29,0,1,58.9,-0.177,0.16,16,66.7,6.07,1,0,105.1,0.265,0.48
2023,148,Zach Wilson,NYJ,QB,1,14,HST,9.567198177676538,42,75,8.36,2,0,117.9,0.073,0.51,10,55.6,7,0,0,77.5,0.078,0.25,30,80,9.12,1,0,118,-0.024,0.48,21,82.4,11.24,1,0,133.1,0.18,0.6,21,68.4,5.79,1,0,100.8,-0.034,0.41
2023,149,Zach Wilson,NYJ,QB,1,4,KC,9.567198177676538,42,71.8,6.28,2,0,105.2,0.088,0.46,13,63.6,4.82,1,0,105.5,-0.341,0.47,27,74.1,6.74,0,0,91.9,0.188,0.27,13,63.6,6.18,0,0,80.9,-0.38,0.32,29,75,6.32,2,0,114.7,0.298,0.52
2023,150,Bryce Young,CAR,QB,1,1,ATL,6.774193548387098,42,52.6,3.84,1,2,48.8,-0.259,0.23,9,42.9,3.14,1,1,50.9,-0.25,0.65,33,54.8,4,0,1,51,-0.262,0.12,15,63.6,5.45,1,1,70.3,-0.212,0.49,27,48.1,3.19,0,1,40,-0.286,0.09
2023,151,Bryce Young,CAR,QB,1,6,MIA,6.774193548387098,42,60.5,5.71,1,0,85.1,-0.261,0.3,12,54.5,3.91,1,0,94.1,-0.494,0.48,30,63,6.44,0,0,81.4,-0.168,0.23,32,55.2,6.1,0,0,73.5,-0.337,0.22,10,77.8,4.44,1,0,122.2,-0.019,0.56
2023,152,Matthew Stafford,LA,QB,1,5,PHI,7.256637168141593,41,56.8,6,2,0,92.4,-0.062,0.41,16,26.7,4.2,1,0,66.8,-0.254,0.41,25,77.3,7.23,1,0,111.7,0.061,0.41,32,53.6,5.79,2,0,94.6,-0.007,0.45,9,66.7,6.67,0,0,85.4,-0.257,0.27
2023,153,Russell Wilson,DEN,QB,1,5,NYJ,7.765151515151516,41,64.5,6.32,2,0,103.7,-0.151,0.51,12,62.5,6.25,1,0,119.8,-0.316,0.69,21,66.7,7.47,1,0,111,-0.04,0.53,17,50,5.92,0,0,68.4,-0.303,0.4,24,73.7,6.58,2,0,126,-0.043,0.58
2023,154,Dak Prescott,DAL,QB,1,15,BUF,6.25,41,61.8,3.94,0,1,57.7,-0.159,0.17,4,25,3.25,0,0,40.6,0.166,0.13,37,66.7,4.03,0,1,60.6,-0.194,0.18,17,75,4.08,0,0,81.6,-0.393,0.21,24,54.5,3.86,0,1,44.7,0.007,0.15
2023,155,Dak Prescott,DAL,QB,1,17,DET,6.25,41,68.4,9.08,2,1,103.5,0.099,0.51,19,66.7,12.94,2,0,146.8,0.857,0.91,21,68.4,5.68,0,1,60.9,-0.257,0.16,26,62.5,6.96,1,0,97,0.211,0.41,15,78.6,12.71,1,1,112.8,-0.096,0.67
