,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Overall,Overall,Overall,Overall,Overall,Overall,Overall,Overall,Man,Man,Man,Man,Man,Man,Man,Man,Zone,Zone,Zone,Zone,Zone,Zone,Zone,Zone,Single-High,Single-High,Single-High,Single-High,Single-High,Single-High,Single-High,Single-High,Two-High,Two-High,Two-High,Two-High,Two-High,Two-High,Two-High,Two-High
Season,Rank,Name,Team,POS,G,WEEK,OPP,DB %,DB,CMP %,YPA,TD,INT,RATE,EPA/DB,FP/DB,DB,CMP %,YPA,TD,INT,RATE,EPA/DB,FP/DB,DB,CMP %,YPA,TD,INT,RATE,EPA/DB,FP/DB,DB,CMP %,YPA,TD,INT,RATE,EPA/DB,FP/DB,DB,CMP %,YPA,TD,INT,RATE,EPA/DB,FP/DB
2023,238,Jalen Hurts,PHI,QB,1,1,NE,6.109324758842444,38,66.7,5.15,1,0,89.2,-0.091,0.31,17,53.3,5.07,1,0,89.9,-0.115,0.44,21,77.8,5.22,0,0,88.4,-0.072,0.2,27,60.9,4.65,0,0,72.2,-0.123,0.2,11,80,6.3,1,0,126.3,-0.014,0.59
2023,239,Jalen Hurts,PHI,QB,1,12,BUF,6.109324758842444,38,58.1,6.45,3,1,96.2,0.08,0.61,4,66.7,6,0,0,82.6,0.722,0.48,34,57.1,6.5,3,1,97.6,0.005,0.63,11,66.7,4.11,1,0,111.8,-0.01,0.61,27,54.5,7.41,2,1,89.8,0.117,0.62
2023,240,Joe Burrow,CIN,QB,1,8,SF,9.429280397022332,38,87.5,8.84,3,0,134.8,0.292,0.7,9,80,7,2,0,135.4,0.304,1.28,25,87,10.26,0,0,109.4,0.5,0.42,21,82.4,10.06,2,0,147.8,0.41,0.76,17,93.3,7.47,1,0,120,0.146,0.62
2023,241,Justin Fields,CHI,QB,1,17,ATL,8.315098468271334,38,62.5,8.38,1,0,99.5,0.264,0.47,18,53.3,6.13,0,0,72.1,-0.075,0.34,17,71.4,11.71,0,0,110.4,0.579,0.44,28,60.9,10.13,0,0,95,0.372,0.45,10,66.7,3.89,1,0,110.9,-0.037,0.54
2023,242,Trevor Lawrence,JAX,QB,1,12,HST,5.9375,38,60.5,9.58,1,1,90.2,0.301,0.46,11,36.4,11,1,1,70.6,-0.01,0.71,25,76,9.72,0,0,105.9,0.517,0.39,22,50,12.14,0,1,75.4,0.279,0.44,16,75,6.06,1,0,110.7,0.331,0.49
2023,243,Desmond Ridder,ATL,QB,1,2,GB,8.67579908675799,38,59.4,7.41,1,1,79.8,0.105,0.39,3,66.7,4.33,1,0,115.3,0.92,1.51,32,61.5,8.46,0,1,72.6,0.107,0.32,20,70.6,10.18,0,1,78.8,0.442,0.37,18,46.7,4.27,1,0,81,-0.269,0.41
2023,244,Desmond Ridder,ATL,QB,1,5,HST,8.67579908675799,38,75.7,8.89,1,0,111.2,0.195,0.46,5,40,3.4,1,0,89.2,-0.2,0.94,33,81.3,9.75,0,0,107.3,0.255,0.39,24,66.7,9.33,1,0,110.4,0.084,0.54,14,92.3,8.08,0,0,100.3,0.384,0.34
2023,245,Tyson Bagent,CHI,QB,1,8,LAC,23.89937106918239,38,67.6,6.27,0,2,62,-0.227,0.19,3,66.7,2.33,0,0,70.1,-0.242,0.09,35,67.6,6.62,0,2,61.5,-0.226,0.2,13,53.8,4.23,0,1,32.5,-0.655,0.09,25,75,7.38,0,1,78,-0.004,0.24
2023,246,Bryce Young,CAR,QB,1,12,TEN,6.129032258064516,38,58.1,6.26,0,0,76.5,-0.036,0.26,10,28.6,2.14,0,0,39.6,-0.142,0.23,28,66.7,7.46,0,0,88.7,0.001,0.28,20,43.8,2.69,0,0,51,-0.184,0.2,18,73.3,10.07,0,0,105.1,0.128,0.34
2023,247,Matthew Stafford,LA,QB,1,13,CLV,6.548672566371681,37,59.5,7.54,3,0,110.1,0.144,0.63,18,38.9,3.67,2,0,86.8,-0.204,0.59,19,78.9,11.21,1,0,130.9,0.473,0.66,23,47.8,5.17,2,0,92.5,-0.014,0.55,14,78.6,11.43,1,0,138.1,0.403,0.74
2023,248,Matthew Stafford,LA,QB,1,15,WAS,6.548672566371681,37,75.8,7.82,2,0,118,0.077,0.5,10,42.9,1.71,0,0,50.3,-0.881,0.07,23,86.4,11.32,2,0,144.1,0.642,0.78,16,76.9,9.77,1,0,132.5,-0.231,0.58,21,75,6.55,1,0,108.5,0.311,0.44
2023,249,Russell Wilson,DEN,QB,1,1,LV,7.007575757575757,37,79.4,5.21,2,0,108,0.047,0.41,4,66.7,7.67,0,0,89.6,-0.32,0.23,29,85.2,5.33,0,0,88.9,0.019,0.2,17,68.8,6.19,0,0,85.2,0.101,0.23,20,88.9,4.33,2,0,121.8,0.002,0.56
2023,250,Russell Wilson,DEN,QB,1,10,BUF,7.007575757575757,37,82.8,6.66,2,0,117.4,0.123,0.5,8,80,4.2,1,0,123.8,0.204,0.66,27,81.8,7.32,0,0,97.2,-0.007,0.33,14,90.9,8.36,0,0,101.5,-0.082,0.29,23,77.8,5.61,2,0,127.1,0.248,0.63
2023,251,Russell Wilson,DEN,QB,1,11,MIN,7.007575757575757,37,77.1,7.4,1,0,106.7,0.04,0.39,5,80,8.8,1,0,142.9,0.661,1.15,32,76.7,7.17,0,0,95.8,-0.057,0.27,11,90.9,11.45,1,0,144.7,0.535,0.82,26,70.8,5.54,0,0,84.2,-0.169,0.2
2023,252,Geno Smith,SEA,QB,1,17,PIT,6.7272727272727275,37,69.7,8.79,1,0,106.9,0.216,0.51,7,28.6,3.57,0,0,42,-0.552,0.14,29,80,10.12,0,0,108.8,0.283,0.46,29,76.9,9.15,0,0,104.3,0.08,0.36,8,42.9,7.43,1,0,108.3,0.707,1.07
2023,253,Dak Prescott,DAL,QB,1,10,NYG,5.640243902439025,37,74.3,11.54,4,1,138.3,0.589,1.05,14,83.3,13.17,1,0,146.5,1.027,1.29,19,73.7,12.26,1,1,110.2,0.362,0.65,19,76.5,15.53,1,0,137.5,1.058,1.17,18,72.2,7.78,3,1,111.1,0.094,0.92
2023,254,Dak Prescott,DAL,QB,1,4,NE,5.640243902439025,37,82.4,7.68,1,0,108.5,0.106,0.39,16,80,8.47,1,0,124.2,0.323,0.57,20,83.3,7.28,0,0,97,-0.055,0.26,23,81.8,8.09,1,0,115.5,0.331,0.48,14,83.3,6.92,0,0,95.5,-0.263,0.24
2023,255,Jared Goff,DET,QB,1,2,SEA,5.763239875389408,37,80,9.23,3,1,121.8,0.16,0.65,8,62.5,6.13,0,0,79.7,0.019,0.24,29,85.2,10.15,3,1,130.6,0.199,0.76,26,80,10.68,3,0,150.8,0.491,0.87,11,80,5.6,0,1,50.4,-0.622,0.11
2023,256,Jared Goff,DET,QB,1,8,LV,5.763239875389408,37,70.3,7.35,1,1,89,-0.106,0.38,9,44.4,4.67,0,0,58.6,0.165,0.19,27,77.8,8.33,1,1,98.3,-0.261,0.44,16,56.3,7.38,1,1,74.5,-0.325,0.48,21,81,7.33,0,0,97.2,0.06,0.29
2023,257,P.J. Walker,CLV,QB,1,6,SF,29.365079365079367,37,52.9,5.65,0,2,45.2,-0.424,0.16,4,33.3,8.67,0,0,66,0.02,0.29,33,54.8,5.35,0,2,43.2,-0.478,0.14,16,46.7,7.6,0,0,72.6,0.041,0.29,21,57.9,4.11,0,2,27.9,-0.779,0.05
2023,258,Deshaun Watson,CLV,QB,1,3,TEN,18.048780487804876,37,81.8,8.76,2,0,123.4,0.2,0.54,10,80,9.1,0,0,104.6,-0.295,0.36,27,82.6,8.61,2,0,131.5,0.383,0.6,22,75,7.7,0,0,96.7,-0.117,0.28,15,92.3,10.38,2,0,149.5,0.664,0.92
2023,259,Lamar Jackson,BLT,QB,1,6,TEN,6.607142857142858,37,70,7.43,1,1,88.6,0.184,0.39,10,50,4.5,0,1,22.9,-0.11,0.15,25,76.2,8.43,0,0,100.7,0.282,0.34,20,58.8,3.82,1,1,62.1,-0.075,0.33,17,84.6,12.15,0,0,117.3,0.488,0.45
2023,260,Baker Mayfield,TB,QB,1,12,IND,5.817610062893082,37,66.7,6.63,2,1,93.6,-0.141,0.44,5,75,11,1,0,150,0.448,1.15,31,64,5.92,1,1,76.8,-0.241,0.33,22,63.2,6.37,0,1,59.3,-0.247,0.17,15,72.7,7.09,2,0,131.8,0.015,0.83
2023,261,Baker Mayfield,TB,QB,1,18,CAR,5.817610062893082,37,62.5,4.28,0,0,72,-0.177,0.17,2,50,3,0,0,56.3,-0.016,0.12,35,63.3,4.37,0,0,73.1,-0.186,0.18,21,50,2.39,0,0,56.3,-0.386,0.12,16,78.6,6.71,0,0,94.6,0.098,0.23
2023,262,Kyler Murray,ARZ,QB,1,11,HST,12.251655629139073,37,66.7,7.13,1,1,84.6,-0.082,0.43,14,58.3,5.5,0,1,38.9,-0.381,0.12,21,76.5,8.71,1,0,121.7,0.093,0.63,14,75,8.83,1,1,94.4,0.066,0.56,23,61.1,6,0,0,78,-0.172,0.35
2023,263,Justin Herbert,LAC,QB,1,9,NYJ,7.170542635658915,37,53.3,4.53,0,0,65.4,-0.133,0.19,10,55.6,7.33,0,0,78.9,0.392,0.26,27,52.4,3.33,0,0,59.6,-0.328,0.17,18,64.3,7.93,0,0,88.7,0.096,0.3,19,43.8,1.56,0,0,51,-0.35,0.09
2023,264,Jalen Hurts,PHI,QB,1,15,SEA,5.94855305466238,37,54.8,4.61,0,2,40.1,0.16,0.41,8,50,3.33,0,0,57.6,-0.299,0.33,29,56,4.92,0,2,35.9,0.287,0.43,22,55.6,5.17,0,1,46.8,0.275,0.32,15,53.8,3.85,0,1,30.9,-0.008,0.53
2023,265,Kenny Pickett,PIT,QB,1,12,CIN,10.249307479224377,37,72.7,8.42,0,0,97.8,0.317,0.32,10,88.9,12.89,0,0,118.8,1.161,0.51,27,66.7,6.75,0,0,85.8,0.004,0.25,23,70,8.35,0,0,95.2,0.232,0.33,14,76.9,8.54,0,0,101.8,0.456,0.32
2023,266,Tyson Bagent,CHI,QB,1,10,CAR,23.270440251572328,37,60.6,4.91,0,0,73,-0.056,0.22,5,0,0,0,0,39.6,-0.661,0.14,32,69,5.59,0,0,82.8,0.039,0.23,27,60,5.44,0,0,74.8,0.041,0.23,10,62.5,3.25,0,0,67.7,-0.316,0.17
2023,267,Tyson Bagent,CHI,QB,1,9,NO,23.270440251572328,37,60,7.33,2,3,65.3,-0.04,0.53,11,62.5,11.63,1,0,142.2,0.583,0.93,26,59.1,5.77,1,3,50.9,-0.304,0.36,19,75,9.94,2,2,106,0.155,0.8,18,42.9,4.36,0,1,26.2,-0.246,0.24
2023,268,Tommy DeVito,NYG,QB,1,10,DAL,15.611814345991561,37,51.9,3.19,2,1,67.8,-0.288,0.39,10,44.4,1.11,1,0,88.7,-0.541,0.44,25,56.3,4.13,0,1,40.1,-0.262,0.23,27,52.6,2.47,1,0,76,-0.293,0.36,10,50,4.88,1,1,64.1,-0.276,0.48
2023,269,Bryce Young,CAR,QB,1,11,DAL,5.967741935483871,37,55.2,4.24,1,1,62.9,-0.509,0.22,15,53.8,4.46,1,0,91.2,-0.169,0.42,22,56.3,4.06,0,1,39.8,-0.741,0.09,27,52.4,4.52,1,1,60.6,-0.63,0.25,10,62.5,3.5,0,0,68.8,-0.182,0.15
2023,270,Tyrod Taylor,NYG,QB,1,7,WAS,16.143497757847534,36,62.1,9.62,2,0,116.9,0.133,0.56,9,0,0,0,0,39.6,-0.851,0.06,26,78.3,12.13,2,0,146.2,0.522,0.76,25,65,11.35,1,0,120.2,0.177,0.56,11,55.6,5.78,1,0,109.5,0.033,0.55
2023,271,Russell Wilson,DEN,QB,1,14,LAC,6.8181818181818175,36,63.6,6.79,2,1,91,-0.021,0.46,6,33.3,1.5,0,0,42.4,-0.441,0.06,30,70.4,7.96,2,1,103.2,0.063,0.54,17,60,6.13,1,1,72.1,-0.248,0.39,19,66.7,7.33,1,0,106.7,0.182,0.53
2023,272,Ryan Tannehill,TEN,QB,1,5,IND,13.333333333333334,36,67.6,7.76,0,1,78.6,0.281,0.3,6,100,11.17,0,0,113.2,0.968,0.45,28,61.5,7.38,0,1,68.1,0.167,0.28,20,75,8.8,0,0,101.3,0.45,0.35,16,57.1,6.29,0,1,46.1,0.07,0.24
2023,273,Geno Smith,SEA,QB,1,11,LA,6.545454545454546,36,64.7,6.85,1,0,94.4,0.15,0.37,10,80,8.8,0,0,103.3,0.882,0.35,23,61.9,6.52,0,0,80.9,-0.193,0.24,22,66.7,8.81,0,0,94.3,0.435,0.34,14,61.5,3.69,1,0,94.4,-0.296,0.42
2023,274,Dak Prescott,DAL,QB,1,18,WAS,5.487804878048781,36,86.1,7.75,4,1,124.4,0.614,0.73,13,76.9,4.62,2,1,92.9,0.17,0.72,20,90,10.1,0,0,108.8,0.799,0.4,20,90,8.25,1,0,117.7,0.666,0.53,16,81.3,7.13,3,1,109.9,0.549,0.97
2023,275,Jared Goff,DET,QB,1,1,KC,5.607476635514018,36,62.9,7.23,1,0,94.1,0.108,0.39,13,66.7,8.5,1,0,120.8,0.078,0.62,22,63.6,6.86,0,0,83.7,0.131,0.27,17,68.8,9.75,0,0,100,0.331,0.37,19,57.9,5.11,1,0,89.1,-0.092,0.41
2023,276,Jared Goff,DET,QB,1,15,DEN,5.607476635514018,36,70.6,8.18,5,0,134.6,0.423,0.86,14,46.2,4.23,2,0,97.8,-0.038,0.73,21,85,10.7,2,0,144.6,0.64,0.79,20,63.2,8.89,3,0,131.4,0.496,0.94,16,80,7.27,2,0,136.5,0.332,0.77
2023,277,P.J. Walker,CLV,QB,1,8,SEA,28.57142857142857,36,48.4,8,1,2,59.6,-0.137,0.36,4,75,7,0,0,93.8,0.453,0.28,30,48,8.8,1,2,58.8,-0.175,0.4,18,56.3,11,1,0,115.6,0.182,0.61,18,40,4.8,0,2,15.8,-0.457,0.12
2023,278,Patrick Mahomes,KC,QB,1,3,CHI,5.341246290801187,36,72.7,8.24,3,0,127.3,0.618,0.71,7,42.9,6.57,2,0,104.8,0.473,1.41,26,87,9.7,0,0,107.1,0.703,0.45,13,63.6,13,2,0,146.8,0.826,1.16,23,77.3,5.86,1,0,106.1,0.501,0.46
2023,279,Joshua Dobbs,MIN,QB,1,12,CHI,7.484407484407485,36,68.8,5.78,1,4,54.3,-0.659,0.24,6,66.7,5,0,2,38.9,-0.95,-0.13,29,68,5.32,1,2,60.9,-0.619,0.29,23,65,5.35,0,2,39,-0.69,0.12,13,75,6.5,1,2,79.9,-0.605,0.45
2023,280,Lamar Jackson,BLT,QB,1,12,LAC,6.428571428571428,36,56.3,5.53,1,0,82.4,-0.109,0.33,6,66.7,7.17,0,0,87.5,-0.052,0.29,29,52,5.24,0,0,67.3,-0.164,0.21,15,69.2,7,0,0,88.9,-0.079,0.26,21,47.4,4.53,1,0,78,-0.13,0.39
2023,281,Kyler Murray,ARZ,QB,1,10,ATL,11.920529801324504,36,59.4,7.78,0,1,71,-0.101,0.3,8,37.5,5.13,0,0,54.7,-0.098,0.2,28,66.7,8.67,0,1,76.4,-0.102,0.33,18,56.3,9.5,0,0,88.5,0.225,0.41,18,62.5,6.06,0,1,53.4,-0.427,0.2
2023,282,Jarrett Stidham,DEN,QB,1,17,LAC,47.368421052631575,36,62.5,7,1,0,93.8,0.107,0.38,7,66.7,13.33,1,0,149.3,0.802,1.03,27,62.5,5.58,0,0,77.4,-0.102,0.22,14,46.2,7.31,1,0,96.6,0.226,0.57,22,73.7,6.79,0,0,91.8,0.032,0.25
2023,283,Easton Stick,LAC,QB,1,15,LV,18.274111675126903,36,71.9,8.03,3,1,113.7,-0.24,0.62,5,33.3,2.33,0,0,42.4,-1.803,0.06,30,75,8.71,2,1,109.8,-0.071,0.59,18,80,8.07,1,0,122.5,0.032,0.54,18,64.7,8,2,1,104,-0.512,0.69
2023,284,Justin Herbert,LAC,QB,1,7,KC,6.976744186046512,36,56.7,8.63,1,2,68.6,0.023,0.36,11,87.5,17,1,0,158.3,0.728,0.86,22,52.6,6.47,0,1,51,-0.07,0.21,10,77.8,17.22,0,0,118.8,1.182,0.62,26,47.6,4.95,1,2,38.7,-0.423,0.26
2023,285,Jalen Hurts,PHI,QB,1,7,MIA,5.787781350482315,36,74.2,9,2,1,109.5,0.12,0.55,11,70,8.3,2,1,95,-0.174,0.98,25,76.2,9.33,0,0,104.5,0.25,0.36,19,76.5,9.29,0,0,104.5,0.327,0.36,17,71.4,8.64,2,1,107.4,-0.11,0.77
2023,286,Justin Fields,CHI,QB,1,2,TB,7.87746170678337,36,55.2,7.28,1,2,61.1,-0.216,0.46,6,60,10.8,0,0,97.1,0.965,1.38,30,54.2,6.54,1,2,53.6,-0.452,0.28,21,56.3,8.25,1,0,104.2,0.112,0.44,15,53.8,6.08,0,2,32.7,-0.675,0.48
2023,287,Trevor Lawrence,JAX,QB,1,10,SF,5.625,36,58.6,6.38,0,2,48.8,-0.609,0.17,9,42.9,11.71,0,1,47,-0.655,0.25,26,61.9,4.81,0,1,53.9,-0.431,0.14,18,46.2,7.85,0,2,33.7,-0.652,0.15,18,68.8,5.19,0,0,81,-0.567,0.18
2023,288,Trevor Lawrence,JAX,QB,1,4,ATL,5.625,36,76.7,6.9,1,0,105.8,0.218,0.45,15,84.6,6.77,0,0,94.9,0.367,0.39,20,70.6,7,1,0,109.7,0.306,0.52,20,68.4,4.95,0,0,79.7,-0.076,0.19,16,90.9,10.27,1,0,139.8,0.586,0.77
2023,289,Trevor Lawrence,JAX,QB,1,8,PIT,5.625,36,75,9.13,1,1,100,0.076,0.44,13,63.6,12,0,0,105.1,0.404,0.41,22,80,7.65,1,1,94.4,-0.124,0.46,30,69.2,7.04,0,1,73.1,-0.194,0.24,6,100,18.17,1,0,158.3,1.425,1.39
2023,290,Mac Jones,NE,QB,1,6,LV,9.498680738786279,36,72.7,6.06,0,1,75.3,-0.089,0.19,7,57.1,4,0,0,66.4,-0.114,0.16,27,75,6.38,0,1,73.8,-0.218,0.19,18,70.6,7,0,1,65.6,-0.132,0.21,18,75,5.06,0,0,85.7,-0.045,0.18
2023,291,Kenny Pickett,PIT,QB,1,5,BLT,9.97229916897507,36,56.3,7,1,0,88.5,0.1,0.37,6,20,8.2,1,0,100.8,-0.439,0.94,29,65.4,7.04,0,0,85.9,0.243,0.26,13,45.5,7,0,0,69.1,-0.176,0.24,23,61.9,7,1,0,98.7,0.255,0.44
2023,292,Bailey Zappe,NE,QB,1,16,DEN,14.5748987854251,36,75.8,7.76,2,0,117.7,0.071,0.51,13,75,6.42,0,0,91.3,-0.122,0.24,21,78.9,8.84,1,0,121.1,0.027,0.52,19,88.2,9.71,1,0,126.7,-0.075,0.56,17,62.5,5.69,1,0,98.7,0.235,0.46
2023,293,Desmond Ridder,ATL,QB,1,4,JAX,8.21917808219178,36,61.3,6.16,1,2,62.7,-0.525,0.28,8,62.5,4.25,1,0,111.5,-0.066,0.67,28,60.9,6.83,0,2,45,-0.657,0.17,29,62.5,6.21,1,2,59.2,-0.595,0.3,7,57.1,6,0,0,74.7,-0.238,0.24
2023,294,Tommy DeVito,NYG,QB,1,11,WAS,15.18987341772152,36,69.2,9.46,3,0,137.7,0.095,0.63,20,78.6,10.29,3,0,149.1,0.1,0.92,15,63.6,9.27,0,0,93.8,0.159,0.27,23,77.8,10.11,3,0,148.4,0.334,0.87,13,50,8,0,0,77.1,-0.329,0.2
2023,295,Aidan O'Connell,LV,QB,1,14,MIN,9.809264305177113,36,65.6,5.34,0,1,66,-0.66,0.16,2,100,38,0,0,118.8,0.489,0.76,31,62.1,3.55,0,1,54.2,-0.77,0.1,9,44.4,3.22,0,0,52.5,-0.418,0.13,27,73.9,6.17,0,1,71.3,-0.741,0.17
2023,296,Will Levis,TEN,QB,1,15,HST,12.32876712328767,36,65.4,7.65,0,1,72.4,-0.111,0.26,4,66.7,4.67,0,0,77.1,-0.52,0.14,32,65.2,8.04,0,1,71.8,-0.06,0.28,12,75,8.75,0,0,101,-0.175,0.23,24,61.1,7.17,0,1,59.7,-0.079,0.27
2023,297,Matthew Stafford,LA,QB,1,16,NO,6.1946902654867255,35,70.6,9.65,2,0,120.7,0.43,0.6,12,58.3,8.25,1,0,112.8,0.244,0.66,22,81,10.9,1,0,128,0.657,0.6,24,70.8,8.83,2,0,125.7,0.449,0.69,11,70,11.6,0,0,108.7,0.388,0.42
2023,298,Blaine Gabbert,KC,QB,1,18,LAC,87.5,35,50,5.13,0,1,51.3,-0.167,0.28,12,60,9.6,0,0,92.1,0.229,0.44,22,47.4,3.05,0,1,32.3,-0.324,0.21,21,50,5.89,0,1,45.1,-0.147,0.24,14,50,4,0,0,60.4,-0.197,0.34
2023,299,Russell Wilson,DEN,QB,1,13,HST,6.628787878787879,35,57.7,7.15,1,3,53.2,-0.385,0.32,1,0,0,0,0,0,-1.607,0.1,31,65.2,8.09,1,2,68.4,-0.234,0.39,10,83.3,9.83,1,0,147.2,-0.201,0.75,25,50,6.35,0,3,30.6,-0.459,0.14
2023,300,Russell Wilson,DEN,QB,1,15,DET,6.628787878787879,35,56.3,6.97,1,0,88.4,-0.086,0.37,11,30,3.7,0,0,42.5,-0.427,0.13,21,68.4,9.21,0,0,97.5,-0.032,0.34,17,53.3,6.13,0,0,72.1,-0.076,0.22,18,58.8,7.71,1,0,102.8,-0.095,0.51
2023,301,Geno Smith,SEA,QB,1,12,SF,6.363636363636363,35,66.7,6.67,0,1,70,-0.297,0.23,8,40,9.6,0,0,75.4,-0.638,0.24,27,72.7,6,0,1,68.8,-0.196,0.23,22,64.7,5.59,0,1,54.8,-0.555,0.17,13,70,8.5,0,0,95.8,0.139,0.35
2023,302,Derek Carr,NO,QB,1,9,CHI,5.952380952380952,35,73.5,6.21,2,0,108.8,0.078,0.48,6,100,11.17,1,0,152.8,1.256,1.11,26,68,5.4,0,0,81.3,-0.227,0.22,20,80,7.2,1,0,113.3,0.132,0.49,15,64.3,4.79,1,0,99.4,0.004,0.47
2023,303,Jimmy Garoppolo,LV,QB,1,5,GB,18.32460732984293,35,71,6.71,1,1,86.5,-0.044,0.33,9,66.7,6.67,0,0,85.4,-0.723,0.18,23,77.3,7.23,0,1,77.7,0.174,0.25,26,72.7,6.18,0,1,69.5,-0.285,0.18,9,66.7,8,1,0,128,0.651,0.76
2023,304,Taylor Heinicke,ATL,QB,1,16,IND,22.29299363057325,35,69.7,6.94,1,0,99.2,0.236,0.4,0,0,0,0,0,0,0,0,33,74.2,7.39,1,0,105.4,0.299,0.43,20,78.9,7.05,1,0,113.6,0.129,0.52,15,57.1,6.79,0,0,78,0.377,0.25
2023,305,Taylor Heinicke,ATL,QB,1,17,CHI,22.29299363057325,35,34.5,5.62,1,3,26.1,-0.016,0.52,4,25,1.25,0,0,39.6,-0.541,0.05,31,36,6.32,1,3,32.2,0.052,0.58,15,58.3,12.17,1,0,129.2,1.153,1.33,20,17.6,1,0,3,0,-0.892,-0.09
2023,306,Jared Goff,DET,QB,1,17,DAL,5.451713395638629,35,55.9,7.97,1,2,67.2,-0.047,0.37,13,58.3,7.5,0,0,81.9,0.318,0.28,17,70.6,10.65,1,2,85.3,-0.023,0.54,20,52.6,5.42,1,2,46.5,-0.477,0.31,15,60,11.2,0,0,98.8,0.527,0.45
2023,307,P.J. Walker,CLV,QB,1,7,IND,27.77777777777778,35,46.9,5.56,0,1,51.3,-0.099,0.19,0,0,0,0,0,0,0,0,31,53.6,6.36,0,1,58.3,-0.098,0.21,20,41.2,4.12,0,1,29,-0.236,0.11,15,53.3,7.2,0,0,76.5,0.085,0.29
2023,308,Deshaun Watson,CLV,QB,1,1,CIN,17.073170731707318,35,55.2,5.31,1,1,67.3,-0.256,0.32,10,42.9,5,0,0,58.6,-0.419,0.28,24,57.1,5.52,0,1,52.9,-0.254,0.17,27,61.9,6.71,0,1,61.8,-0.22,0.24,8,37.5,1.63,1,0,85.4,-0.375,0.56
2023,309,Patrick Mahomes,KC,QB,1,4,NYJ,5.192878338278932,35,60,6.77,1,2,63.6,0.242,0.43,12,60,9.9,1,1,87.1,0.453,0.68,22,60,5.2,0,1,52.9,0.009,0.28,19,47.1,7.41,1,2,52.2,0.002,0.43,16,76.9,5.92,0,0,90.9,0.526,0.44
2023,310,Joshua Dobbs,ARZ,QB,1,5,CIN,7.276507276507277,35,46.9,5.19,2,2,57.6,-0.447,0.36,9,55.6,8.67,1,1,81.9,0.581,0.68,26,43.5,3.83,1,1,50.6,-0.803,0.25,24,43.5,5.3,2,2,53.2,-0.224,0.45,11,55.6,4.89,0,0,68.8,-0.934,0.16
2023,311,Baker Mayfield,TB,QB,1,17,NO,5.50314465408805,35,66.7,9.36,2,2,91.6,0.079,0.52,8,50,9.83,0,0,84.7,-0.148,0.29,27,70.4,9.26,2,2,93.1,0.146,0.59,17,60,12.73,2,1,116,-0.134,0.86,18,72.2,6.56,0,1,66.4,0.28,0.21
2023,312,Josh Allen,BUF,QB,1,11,NYJ,5.376344086021505,35,62.5,8.59,3,1,108.2,0.342,0.65,10,44.4,7,1,0,105.3,0.212,0.69,21,78.9,10.89,1,0,129.6,0.483,0.6,14,75,14.92,2,0,156.3,0.662,1.11,21,55,4.8,1,1,63.8,0.128,0.34
2023,313,Josh Allen,BUF,QB,1,3,WAS,5.376344086021505,35,62.5,6.81,1,1,79.9,0.352,0.64,5,33.3,2,0,0,42.4,0.933,1.71,30,65.5,7.31,1,1,84.3,0.255,0.46,8,37.5,5.13,0,0,54.7,-0.135,0.2,27,70.8,7.38,1,1,88.4,0.496,0.77
2023,314,Drew Lock,SEA,QB,1,15,PHI,40.69767441860465,35,66.7,6.3,1,0,94,0.093,0.35,11,60,9.8,1,0,126.3,0.237,0.72,24,69.6,4.78,0,0,80,0.027,0.18,17,68.8,8.5,1,0,115.6,0.289,0.56,18,64.7,4.24,0,0,73.7,-0.091,0.16
2023,315,Tua Tagovailoa,MIA,QB,1,7,PHI,5.785123966942149,35,71.9,6.75,1,1,87.5,-0.11,0.33,5,50,9.75,1,0,124,0.055,1.11,30,75,6.32,0,1,76,-0.137,0.2,14,66.7,5.83,1,1,75,-0.666,0.41,21,75,7.3,0,0,95,0.261,0.28
2023,316,Joe Burrow,CIN,QB,1,4,TEN,8.6848635235732,35,66.7,5.5,0,0,80.6,-0.317,0.19,10,57.1,8.43,0,0,84.8,-0.71,0.25,24,72.7,4.82,0,0,82.8,-0.124,0.18,17,61.5,5.85,0,0,77.7,-0.487,0.19,18,70.6,5.24,0,0,82.7,-0.157,0.2
2023,317,Trevor Lawrence,JAX,QB,1,1,IND,5.46875,35,75,7.53,2,1,103.8,-0.239,0.51,6,83.3,9.67,0,0,106.9,0.938,0.39,29,73.1,7.04,2,1,101.9,-0.482,0.53,29,81.5,8.56,2,1,111.6,-0.198,0.56,6,40,2,0,0,47.9,-0.436,0.25
2023,318,Trevor Lawrence,JAX,QB,1,11,TEN,5.46875,35,75,8.19,2,0,119.5,0.527,0.74,3,50,1,0,0,56.3,-0.458,0.03,29,78.6,9.18,1,0,116.8,0.575,0.51,18,70.6,9.41,1,0,119.7,0.581,0.58,17,80,6.8,1,0,117.2,0.47,0.91
2023,319,Trevor Lawrence,JAX,QB,1,16,TB,5.46875,35,58.6,7.28,1,2,64,-0.007,0.38,8,0,0,0,1,0,-1.565,0.06,27,73.9,9.17,1,1,98.3,0.455,0.48,16,76.9,11.62,1,0,140.2,1.068,0.71,19,43.8,3.75,0,2,14.6,-0.912,0.1
2023,320,Trevor Lawrence,JAX,QB,1,6,IND,5.46875,35,66.7,6.03,2,1,91.1,-0.072,0.45,2,0,0,0,0,39.6,-1.099,0,31,73.1,6.58,1,1,87.2,-0.089,0.37,21,50,4.11,0,1,37.7,-0.383,0.13,14,91.7,8.92,2,0,143.4,0.394,0.93
