,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Splits,Overall,Overall,Overall,Overall,Man,Man,Man,Man,Zone,Zone,Zone,Zone,Single-High,Single-High,Single-High,Single-High,Two-High,Two-High,Two-High,Two-High
Season,Rank,Name,Team,POS,G,WEEK,OPP,RTE %,TGT %,RTE,TPRR,YPRR,FP/RR,RTE,TPRR,YPRR,FP/RR,RTE,TPRR,YPRR,FP/RR,RTE,TPRR,YPRR,FP/RR,RTE,TPRR,YPRR,FP/RR
2023,,League Avg,,,,,,,,17.672830725462305,0.19,1.52,0.34,4.525604551920342,0.2,1.55,0.36,12.467994310099574,0.19,1.56,0.32,9.286628733997155,0.2,1.61,0.34,8.38620199146515,0.19,1.43,0.33
2023,1,Michael Pittman,IND,WR,1,6,JAX,25.333333333333336,22.413793103448278,57,0.23,1.91,0.35,10,0.1,0,0,45,0.27,2.42,0.44,25,0.24,1.68,0.33,32,0.22,2.09,0.37
2023,2,Tutu Atwell,LA,WR,1,2,SF,25.570776255707763,22.5,56,0.16,1.38,0.26,12,0.17,2.17,0.38,43,0.16,1.19,0.23,32,0.19,1.69,0.33,24,0.13,0.96,0.18
2023,3,D.J. Chark,CAR,WR,1,3,SEA,32.142857142857146,42.30769230769231,54,0.2,1.59,0.34,11,0.27,2.55,0.35,43,0.19,1.35,0.34,33,0.12,2.27,0.47,21,0.33,0.52,0.15
2023,4,Adam Thielen,CAR,WR,1,3,SEA,23.043478260869566,23.728813559322035,53,0.26,2.74,0.59,10,0.4,4.8,0.68,43,0.23,2.26,0.57,32,0.31,3.59,0.8,21,0.19,1.43,0.29
2023,5,Justin Jefferson,MIN,WR,1,3,LAC,27.604166666666668,24.528301886792452,53,0.25,2.81,0.53,11,0.36,2.64,0.45,37,0.22,3.24,0.62,28,0.32,4.04,0.76,25,0.16,1.44,0.26
2023,6,Puka Nacua,LA,WR,1,2,SF,22.566371681415927,27.941176470588236,51,0.37,2.88,0.58,12,0.42,2.83,0.53,39,0.36,2.9,0.6,29,0.41,3.24,0.63,22,0.32,2.41,0.51
2023,7,K.J. Osborn,MIN,WR,1,3,LAC,23.14814814814815,10,50,0.06,0.72,0.21,10,0.2,3.6,1.06,36,0.03,0,0,25,0.08,1.44,0.42,25,0.04,0,0
2023,8,Ja'Marr Chase,CIN,WR,1,3,LA,20.5761316872428,20.833333333333336,50,0.3,2.82,0.52,9,0.11,1.22,0.23,41,0.34,3.17,0.59,23,0.26,1.3,0.26,27,0.33,4.11,0.74
2023,9,Chris Olave,NO,WR,1,6,HST,23.474178403755868,18.867924528301888,50,0.2,1.92,0.33,14,0.29,3.43,0.56,34,0.18,1.41,0.26,20,0.3,3.7,0.62,30,0.13,0.73,0.14
2023,10,Tyler Higbee,LA,TE,1,2,SF,23.902439024390244,20,49,0.12,0.24,0.09,11,0.09,0,0,37,0.14,0.32,0.11,27,0.11,0,0,22,0.14,0.55,0.19
2023,11,Davante Adams,LV,WR,1,3,PIT,24.242424242424242,33.89830508474576,48,0.42,3.58,0.88,19,0.42,3.16,1.21,27,0.41,4.15,0.71,18,0.61,6,1.77,30,0.3,2.13,0.35
2023,12,T.J. Hockenson,MIN,TE,1,3,LAC,25.396825396825395,23.404255319148938,48,0.23,1.63,0.33,10,0.2,1.4,0.34,33,0.27,1.94,0.38,27,0.11,0.52,0.13,21,0.38,3.05,0.59
2023,13,Van Jefferson,LA,WR,1,2,SF,28.235294117647058,23.52941176470588,48,0.08,0.19,0.04,12,0.08,0,0,36,0.08,0.25,0.05,28,0.04,0.32,0.07,20,0.15,0,0
2023,14,Ja'Marr Chase,CIN,WR,1,5,ARZ,19.753086419753085,26.38888888888889,48,0.4,4,1.09,7,0.86,5.86,3.01,39,0.33,3.87,0.8,14,0.43,3.36,1.12,34,0.38,4.26,1.07
2023,15,Terry McLaurin,WAS,WR,1,5,CHI,22.926829268292686,11.904761904761903,47,0.11,1.04,0.19,5,0.2,6.4,0.84,41,0.1,0.41,0.11,22,0.18,2.05,0.34,25,0.04,0.16,0.06
2023,16,Josh Downs,IND,WR,1,6,JAX,25.543478260869566,20.51282051282051,47,0.17,0.45,0.28,6,0.33,0.83,1.42,39,0.15,0.41,0.12,22,0.14,0.27,0.12,25,0.2,0.6,0.42
2023,17,Logan Thomas,WAS,TE,1,5,CHI,31.292517006802722,44,46,0.24,1.67,0.49,7,0.14,0,0,37,0.22,1.38,0.33,22,0.14,0.55,0.15,24,0.33,2.71,0.81
2023,18,Michael Pittman,IND,WR,1,3,BLT,20.444444444444446,18.96551724137931,46,0.24,1.67,0.36,19,0.26,2.68,0.48,27,0.22,0.96,0.28,24,0.17,1.79,0.3,22,0.32,1.55,0.43
2023,19,George Pickens,PIT,WR,1,1,SF,27.878787878787882,17.94871794871795,46,0.15,0.78,0.19,4,0.25,0,0,37,0.14,0.86,0.19,16,0.19,0.5,0.11,30,0.13,0.93,0.23
2023,20,Stefon Diggs,BUF,WR,1,1,NYJ,21.73913043478261,20.3125,45,0.29,2.27,0.58,12,0.33,2.58,0.51,31,0.23,2.03,0.36,18,0.33,2.94,0.57,27,0.26,1.81,0.59
2023,21,Michael Thomas,NO,WR,1,6,HST,22.277227722772277,17.77777777777778,45,0.18,1,0.21,13,0.31,0.92,0.25,30,0.1,1.1,0.21,17,0.24,1,0.22,28,0.14,1,0.21
2023,22,Kendrick Bourne,NE,WR,1,1,PHI,26.94610778443114,25.581395348837212,45,0.24,1.42,0.54,14,0.29,1.36,0.64,31,0.23,1.45,0.5,30,0.3,1.5,0.68,15,0.13,1.27,0.26
2023,23,Tee Higgins,CIN,WR,1,3,LA,30.201342281879196,23.52941176470588,45,0.18,0.47,0.09,9,0.22,1.44,0.26,36,0.17,0.22,0.05,22,0.23,0.59,0.1,23,0.13,0.35,0.08
2023,24,DeVonta Smith,PHI,WR,1,6,NYJ,20.179372197309416,23.25581395348837,45,0.22,0.98,0.21,7,0.29,2.57,0.54,36,0.22,0.72,0.16,17,0.35,1.18,0.29,28,0.14,0.86,0.16
2023,25,Robert Woods,HST,WR,1,2,IND,26.666666666666668,21.951219512195124,44,0.2,1.68,0.3,2,1,9.5,1.45,37,0.16,1.49,0.28,30,0.17,1.87,0.32,14,0.29,1.29,0.27
2023,26,Allen Robinson,PIT,WR,1,1,SF,29.72972972972973,32,44,0.18,1.45,0.26,5,0.2,0,0,34,0.21,1.88,0.34,17,0.29,1.94,0.31,27,0.11,1.15,0.23
2023,27,Marquise Brown,ARZ,WR,1,4,SF,23.52941176470588,18.867924528301888,44,0.23,2.18,0.38,7,0.29,3.57,0.64,35,0.23,2.03,0.35,17,0.41,4.59,0.75,27,0.11,0.67,0.14
2023,28,Justin Jefferson,MIN,WR,1,1,TB,22.916666666666664,20.754716981132077,44,0.25,3.41,0.55,4,0.75,16,2.1,38,0.21,2.26,0.41,21,0.24,2.29,0.42,23,0.26,4.43,0.66
2023,29,Justin Jefferson,MIN,WR,1,2,PHI,22.916666666666664,26.41509433962264,44,0.32,3.61,0.61,7,0.29,4.86,0.77,35,0.31,3.57,0.61,22,0.41,3.82,0.7,22,0.23,3.41,0.52
2023,30,Jahan Dotson,WAS,WR,1,5,CHI,20.46511627906977,14.814814814814813,44,0.09,0.68,0.14,7,0,0,0,37,0.11,0.81,0.16,23,0.13,1.3,0.26,21,0.05,0,0
2023,31,Zay Flowers,BLT,WR,1,5,PIT,22,20.833333333333336,44,0.23,1.66,0.28,21,0.19,0.95,0.14,20,0.25,2.65,0.42,34,0.21,1.56,0.27,10,0.3,2,0.3
2023,32,Tyler Boyd,CIN,WR,1,3,LA,19.90740740740741,23.076923076923077,43,0.21,0.91,0.21,9,0.56,1.56,0.38,34,0.12,0.74,0.16,21,0.29,1.48,0.29,22,0.14,0.36,0.13
2023,33,Mark Andrews,BLT,TE,1,5,PIT,27.21518987341772,30.303030303030305,43,0.23,1.51,0.29,21,0.19,1.76,0.32,20,0.25,1.4,0.29,34,0.21,1.06,0.22,9,0.33,3.22,0.54
2023,34,Christian Kirk,JAX,WR,1,5,BUF,21.5,15.217391304347828,43,0.16,1.81,0.32,3,0,0,0,37,0.19,2.11,0.37,14,0.07,2.14,0.29,29,0.21,1.66,0.34
2023,35,Drake London,ATL,WR,1,6,WAS,21.608040201005025,27.906976744186046,43,0.28,2.91,0.5,11,0.18,1,0.19,31,0.32,3.68,0.63,17,0.18,1.82,0.3,26,0.35,3.62,0.63
