,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Splits,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Alignment,Alignment,Alignment,Alignment,FP,FP,FP,FP,FP,FP,FP,FP
Season,Rank,Name,Team,POS,G,WEEK,OPP,RTE %,TGT %,SNAP %,RTE,RTE %,TGT,TGT %,YPRR,TPRR,aDOT,AY,AY Share,YDS,TM YDS %,YPT,YPR,REC,CR %,YAC,YAC/REC,YACO,YACO/REC,TD,XTD,TM TD %,i20 TGT,EZTGT,EZTD,1D,1D/RR,RATE,1READ,1READ %,DESIGN,DESIGN %,CTGT,CTGT %,DEEP,EXP %,DRP,DRP %,CT,CC,CC %,HERO,MTF,MTF/REC,THREAT %,YPTOE,EPA/TGT,WIDE RTE %,SLOT RTE %,INLINE RTE %,BACK RTE %,FP,XFP,FP/G,XFP/G,DIFF,FP/RR,XFP/RR,RecXFP
2023,,League Avg,,,,,,,,54.69163987138271,6.536977491961415,51.419372990353786,1.815112540192926,14.360369774919604,2.24,0.28,6.791760450160771,21.94935691318328,14.67387459807073,14.635048231511254,14.423954983922801,8.06,13.31,1.0996784565916398,60.6,4.711414790996785,4.28,1.6286173633440515,1.48,0.08118971061093247,0.07928456591639911,5.988585209003216,0.204983922829582,0.14389067524115756,0.05546623794212219,0.6672025723472669,0.102,47.3004019292603,1.5442122186495177,14.472588424437268,0.13665594855305466,7.5,1.3488745980707395,74.3,0.3360128617363344,20,0.07958199356913183,4.4,0.2757234726688103,0.13263665594855306,48.1,0.05546623794212219,0.1197749196141479,0.11,24.9,-0.43,0.22,45.53665594855305,36.24598070739548,17.22644694533762,0.9924437299035367,3.0472668810289414,3.112299035369769,3.0472668810289414,3.112909967845662,-0.06564308681672061,0.47,0.48,3.1084405144694474
2023,1,Amari Cooper,CLV,WR,1,16,HST,29.310344827586203,35.294117647058826,78.7,17,89.5,12,63.2,13.59,0.71,21.17,254,84.1,231,87.8,19.25,25.67,9,75,56,6.22,14,1.56,2,0.86,100,3,3,1,9,0.529,121.5,12,70.6,0,0,9,75,6,50,0,0,4,4,100,2,0,0,66.7,8.42,1.63,100,0,0,0,44.1,24,44.1,24,20.1,2.59,1.41,24
2023,2,George Pickens,PIT,WR,1,16,CIN,22.413793103448278,21.428571428571427,77.6,13,86.7,6,40,15,0.46,17.67,106,59.6,195,89.4,32.5,48.75,4,66.7,113,28.25,-5,-1.25,2,0.73,100,0,0,0,3,0.231,149.3,6,42.9,0,0,5,83.3,2,75,0,0,0,0,0,1,2,0.5,42.9,22.82,2.257,76.9,23.1,0,0,35.5,22.6,35.5,22.63,12.87,2.73,1.74,22.6
2023,3,Nico Collins,HST,WR,1,13,DEN,21.951219512195124,28.57142857142857,84.1,9,90,8,80,19.78,0.89,19,152,80.4,178,100,22.25,29.67,6,75,57,9.5,32,5.33,0,0.5,0,1,1,0,4,0.444,116.7,8,80,0,0,6,75,3,50,0,0,1,1,100,1,1,0.17,88.9,12.23,1.697,100,0,0,0,23.8,23.2,23.8,23.22,0.58,2.64,2.58,23.2
2023,4,CeeDee Lamb,DAL,WR,1,17,DET,19.718309859154928,26.47058823529412,95.2,14,100,9,64.3,11.93,0.64,9.11,82,46.9,167,89.8,18.56,18.56,9,100,85,9.44,10,1.11,1,0.53,100,1,0,0,4,0.286,155.8,8,66.7,0,0,9,100,1,25,0,0,0,0,0,0,0,0,64.3,11.11,0.7,92.9,7.1,0,0,30.7,23.9,30.7,23.91,6.79,2.26,1.71,23.9
2023,5,Nico Collins,HST,WR,1,18,IND,31.70731707317073,28.57142857142857,82.1,13,100,8,61.5,12.77,0.62,15,120,62.8,166,96.5,20.75,20.75,8,100,46,5.75,11,1.38,1,0.61,50,0,0,0,5,0.385,158.3,7,63.6,1,12.5,8,100,3,37.5,0,0,0,0,0,1,1,0.13,61.5,11.84,1.496,92.3,7.7,0,0,30.6,26.1,30.6,26.14,4.46,2.35,2.01,26.1
2023,6,Drake London,ATL,WR,1,14,TB,23.076923076923077,32.142857142857146,75.4,12,63.2,9,47.4,13.83,0.75,18.89,170,63,166,88.3,18.44,20.75,8,88.9,22,2.75,5,0.63,0,0.66,0,0,0,0,7,0.583,118.8,9,50,0,0,9,100,3,50,0,0,3,2,66.7,2,0,0,64.3,7.58,0.852,83.3,16.7,0,0,24.6,25.9,24.6,25.86,-1.26,2.05,2.15,25.9
2023,7,Ja'Marr Chase,CIN,WR,1,13,JAX,31.11111111111111,43.47826086956522,95.8,14,93.3,10,66.7,10.57,0.71,6.4,64,72.7,148,81.8,14.8,16.44,9,90,88,9.78,21,2.33,1,0.27,100,2,0,0,5,0.357,152.1,7,58.3,3,30,10,100,1,12.5,1,10,2,2,100,0,2,0.22,66.7,7.37,1.208,92.9,7.1,0,0,29.5,20.4,29.52,20.37,9.15,2.13,1.44,20.2
2023,8,Jaylen Waddle,MIA,WR,1,15,NYJ,26.47058823529412,42.10526315789473,70.2,9,81.8,8,72.7,15.89,0.89,10.63,85,100,143,90.5,17.88,20.43,7,87.5,68,9.71,15,2.14,1,0.6,100,0,0,0,5,0.556,158.3,7,87.5,1,12.5,8,100,1,28.6,0,0,1,0,0,0,2,0.29,80,9.84,1.802,100,0,0,0,27.3,22.8,27.3,22.81,4.49,3.03,2.53,22.8
2023,9,Terry McLaurin,WAS,WR,1,15,LA,34.883720930232556,40,82.8,15,83.3,12,66.7,9.4,0.8,20,240,74.8,141,77.9,11.75,23.5,6,50,23,3.83,10,1.67,1,0.48,50,0,1,1,5,0.333,85.8,9,64.3,0,0,8,66.7,5,50,1,8.3,3,1,33.3,1,0,0,80,1.5,0.41,100,0,0,0,26.1,21.5,26.1,21.49,4.61,1.74,1.43,21.5
2023,10,Tee Higgins,CIN,WR,1,16,PIT,36.36363636363637,38.095238095238095,80.3,16,84.2,8,42.1,8.75,0.5,11.13,89,48.6,140,69.7,17.5,28,5,62.5,84,16.8,9,1.8,1,0.03,100,1,1,0,4,0.25,145.8,6,42.9,0,0,5,62.5,0,40,0,0,1,1,100,0,1,0.2,47.1,8.82,0.665,81.3,18.8,0,0,25,10.7,25,10.68,14.32,1.56,0.67,10.7
2023,11,Justin Jefferson,MIN,WR,1,18,DET,29.230769230769234,31.428571428571427,92.9,19,90.5,11,52.4,7.11,0.58,13.27,146,55.3,135,66.5,12.27,15,9,81.8,29,3.22,14,1.56,1,0.7,50,0,1,1,5,0.263,148.1,10,50,1,9.1,9,81.8,2,33.3,0,0,1,1,100,1,3,0.33,57.9,3.44,0.725,89.5,10.5,0,0,28.5,23.6,28.5,23.57,4.93,1.5,1.24,23.6
2023,12,DK Metcalf,SEA,WR,1,13,DAL,18.823529411764707,22.857142857142858,90.6,16,80,8,40,8.38,0.5,12.5,100,75.2,134,55.1,16.75,22.33,6,75,70,11.67,10,1.67,3,1.02,100,3,2,2,6,0.375,156.3,7,43.8,0,0,8,100,2,66.7,1,12.5,3,2,66.7,0,2,0.33,44.4,8.51,1.86,81.3,18.8,0,0,37.4,19.6,37.4,19.55,17.85,2.34,1.22,19.6
2023,13,Gabe Davis,BUF,WR,1,16,LAC,26.666666666666668,50,84.6,8,88.9,4,44.4,16.25,0.5,23.5,94,57.3,130,87.8,32.5,32.5,4,100,36,9,22,5.5,1,0.37,100,0,0,0,4,0.5,158.3,2,40,0,0,4,100,2,75,0,0,0,0,0,0,1,0.25,50,20.64,2.61,75,25,0,0,23,14.2,23,14.25,8.75,2.88,1.78,14.2
2023,14,DeAndre Hopkins,TEN,WR,1,14,MIA,23.88059701492537,25.581395348837212,63.2,16,88.9,11,61.1,7.44,0.69,15.18,167,62.1,119,62.3,10.82,19.83,6,54.5,17,2.83,0,0,1,0.86,100,3,3,1,4,0.25,122.9,10,58.8,0,0,7,63.6,3,60,0,0,2,1,50,2,0,0,68.8,1.37,0.351,87.5,12.5,0,0,23.9,19.7,23.9,19.68,4.22,1.49,1.23,19.7
2023,15,Amon-Ra St. Brown,DET,WR,1,18,MIN,19.736842105263158,20.833333333333336,71.4,15,71.4,5,23.8,7.8,0.33,23.8,119,52,117,46.1,23.4,39,3,60,67,22.33,16,5.33,1,0.26,100,1,0,0,3,0.2,143.8,5,29.4,1,20,3,60,4,100,0,0,0,0,0,0,3,1,31.3,12.12,1.441,46.7,53.3,0,0,20.7,12.1,20.7,12.09,8.61,1.38,0.81,12.1
2023,16,Puka Nacua,LA,WR,1,17,NYG,24.65753424657534,21.21212121212121,98.4,18,94.7,7,36.8,6.33,0.39,4.57,32,21.3,114,53.3,16.29,28.5,4,57.1,106,26.5,86,21.5,0,0.02,0,1,0,0,3,0.167,62.2,5,33.3,1,14.3,6,85.7,0,33.3,1,14.3,0,0,0,0,2,0.5,36.8,9.86,0.289,94.4,5.6,0,0,15.4,9.7,15.4,9.66,5.74,0.86,0.54,9.7
2023,17,A.J. Brown,PHI,WR,1,13,SF,25,25.581395348837212,85.5,18,78.3,11,47.8,6.11,0.61,11.27,124,54.9,110,48.9,10,15.71,7,63.6,55,7.86,37,5.29,0,0.18,0,5,3,0,5,0.278,96.8,8,47.1,0,0,7,63.6,1,20,0,0,0,0,0,0,3,0.43,55,1.57,0.817,83.3,16.7,0,0,18,14.4,18,14.43,3.57,1,0.8,14.4
2023,18,Chris Olave,NO,WR,1,16,LA,34.146341463414636,41.17647058823529,74.1,14,87.5,7,43.8,7.86,0.5,11.29,79,32.5,110,50.5,15.71,15.71,7,100,31,4.43,4,0.57,0,0.01,0,0,0,0,6,0.429,118.8,5,41.7,0,0,7,100,0,14.3,0,0,0,0,0,0,0,0,46.7,6.94,1.123,85.7,14.3,0,0,18,16.2,18,16.21,1.79,1.29,1.16,16.2
