,Player Details,Player Details,Player Details,Splits,Splits,Splits,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Alignment,Alignment,Alignment,Alignment,FP,FP,FP,FP,FP,FP,FP,FP
Season,Rank,Name,G,ALIGN,RTE %,TGT %,RTE,TGT,YPRR,TPRR,aDOT,AY,YDS,YPT,YPR,REC,CR %,YAC,YAC/REC,YACO,YACO/REC,TD,XTD,i20 TGT,EZTGT,EZTD,1D,1D/RR,RATE,1READ,1READ %,DESIGN,DESIGN %,CTGT,CTGT %,DEEP,EXP %,DRP,DRP %,CT,CC,CC %,HERO,MTF,MTF/REC,THREAT %,YPTOE,EPA/TGT,WIDE TGT %,SLOT TGT %,INLINE TGT %,BACK TGT %,FP,XFP,FP/G,XFP/G,DIFF,FP/RR,XFP/RR,RecXFP
2025,84,Denver Broncos,16,Inline,100,15.13859275053305,2482,71,0.17,0.03,4.7,334,433,6.1,8.84,49,69,222,4.53,62,1.27,5,4.72,9,4,3,25,0.01,108.5,51,0,6,8.5,64,90.1,4,9.1,7,9.9,11,4,36.4,0,7,0.14,0,-0.79,0.144,311.3,238,100,11.3,122.3,136.4,7.64,8.53,-0.89,0.05,0.05,136.4
2025,85,New England Patriots,16,Inline,100,14.066496163682865,2021,55,0.2,0.03,4.22,232,408,7.42,8.33,49,89.1,218,4.45,75,1.53,3,2.71,7,2,2,20,0.01,115.8,31,0,1,1.8,52,94.5,1,9.1,1,1.8,10,8,80,0,2,0.04,0,0.64,0.266,356.4,243.6,100,9.1,107.8,97.6,6.74,6.1,0.64,0.05,0.05,97.6
2025,86,Los Angeles Chargers,16,Inline,100,12.041884816753926,2069,46,0.19,0.02,4.91,226,399,8.67,10.78,37,80.4,247,6.68,70,1.89,1,1.29,5,1,0,18,0.009,110.1,34,0,6,13,39,84.8,3,15.2,2,4.3,6,6,100,0,4,0.11,0,1.64,0.406,430.4,291.3,97.8,8.7,82.9,70.6,5.18,4.41,0.77,0.04,0.03,70.6
2025,87,Minnesota Vikings,16,Inline,100,16.923076923076923,1811,55,0.22,0.03,3.15,173,396,7.2,9.21,43,78.2,305,7.09,103,2.4,1,1.26,5,0,0,14,0.008,102.7,31,0,6,10.9,46,83.6,2,7.3,2,3.6,5,3,60,0,7,0.16,0,0.91,0.081,267.3,218.2,100,5.5,88.6,83,5.54,5.19,0.35,0.05,0.05,83
2025,88,New York Giants,16,Inline,100,13.043478260869565,2148,54,0.18,0.03,4.46,241,389,7.2,9.26,42,77.8,199,4.74,62,1.48,1,1.36,6,0,0,20,0.009,95.1,38,0,5,9.3,49,90.7,2,13.5,3,5.6,9,4,44.4,0,2,0.05,0,0.32,0.094,388.9,272.2,100,5.6,86.9,90.4,5.43,5.65,-0.22,0.04,0.04,90.4
2025,89,Baltimore Ravens,15,Inline,100,10.84598698481562,2428,50,0.15,0.02,6.68,334,370,7.4,9.49,39,78,167,4.28,69,1.77,3,3.04,10,4,2,20,0.008,117.5,31,0,4,8,43,86,5,11.8,1,2,8,5,62.5,1,3,0.08,0,0.06,0.377,512,300,98,10,94,90.1,6.27,6.01,0.26,0.04,0.04,90.1
2025,90,Green Bay Packers,17,Inline,100,15.96009975062344,2177,64,0.17,0.03,4.42,283,362,5.66,7.54,48,75,213,4.44,70,1.46,3,1.87,7,3,0,15,0.007,97.3,33,0,4,6.3,53,82.8,2,6.7,0,0,7,3,42.9,0,5,0.1,0,-1.15,0.14,334.4,185.9,100,6.3,102.2,97,6.01,5.71,0.3,0.05,0.04,97
2025,91,Atlanta Falcons,15,Inline,100,11.471321695760599,2197,46,0.14,0.02,6.28,289,314,6.83,9.52,33,71.7,151,4.58,60,1.82,0,0.39,8,1,0,9,0.004,72.2,32,0,2,4.3,40,87,2,18.5,4,8.7,10,4,40,1,1,0.03,0,-0.47,-0.116,467.4,297.8,100,6.5,64.4,71,4.29,4.73,-0.44,0.03,0.03,71
2025,92,Las Vegas Raiders,14,Inline,100,11.76470588235294,2041,46,0.15,0.02,5.13,236,314,6.83,8.97,35,76.1,185,5.29,47,1.34,4,5.61,10,2,2,17,0.008,122.9,30,0,4,8.7,41,89.1,3,14.3,4,8.7,4,2,50,1,2,0.06,0,-0.25,0.291,439.1,302.2,100,8.7,90.4,101.2,6.46,7.23,-0.77,0.04,0.05,101.2
2025,93,Philadelphia Eagles,16,Inline,100,11.491442542787286,2255,47,0.14,0.02,5.23,246,305,6.49,8.03,38,80.9,157,4.13,68,1.79,4,3.88,7,3,2,16,0.007,113.2,33,0,5,10.6,42,89.4,3,12.1,2,4.3,5,4,80,0,5,0.13,0,-0.63,0.164,451.1,308.5,100,10.6,92.5,93.5,5.78,5.84,-0.06,0.04,0.04,93.5
2025,94,Detroit Lions,15,Inline,100,11.791383219954648,2229,52,0.13,0.02,6.38,332,280,5.38,7.57,37,71.2,123,3.32,65,1.76,4,3.61,9,2,2,17,0.008,101.4,37,0,3,5.8,43,82.7,4,9.7,4,7.7,7,4,57.1,2,4,0.11,0,-1.96,-0.143,438.5,300,100,9.6,89,92.7,5.93,6.18,-0.25,0.04,0.04,92.7
2025,95,Houston Texans,16,Inline,100,14.720812182741117,2161,58,0.13,0.03,5.07,294,274,4.72,6.68,41,70.7,173,4.22,77,1.88,4,4.14,13,5,4,17,0.008,89.3,35,0,2,3.4,48,82.8,3,6.7,5,8.6,11,8,72.7,0,4,0.1,0,-2.27,-0.059,315.5,256.9,100,5.2,92.4,96.6,5.78,6.04,-0.26,0.04,0.04,96.6
2025,96,Buffalo Bills,12,Inline,100,8.157099697885197,1825,27,0.09,0.01,4.81,130,159,5.89,9.35,17,63,110,6.47,31,1.82,1,1.55,6,1,1,9,0.005,91.4,20,0,0,0,23,85.2,0,7.1,4,14.8,5,2,40,0,2,0.12,0,-0.85,0.086,614.8,503.7,100,7.4,38.9,44.2,3.24,3.68,-0.44,0.02,0.02,44.2
2025,97,Denver Broncos,7,Backfield,100,1.7057569296375266,2482,8,0.05,0,5.5,44,112,14,16,7,87.5,69,9.86,10,1.43,0,0.12,1,0,0,6,0.002,118.8,6,0,1,12.5,8,100,0,28.6,1,12.5,0,0,0,0,1,0.14,0,5.9,0.711,2762.5,2112.5,887.5,100,18.2,16.9,2.6,2.42,0.18,0.01,0.01,16.9
2025,98,New York Jets,4,Backfield,100,1.4925373134328357,1931,6,0.04,0,9.83,59,82,13.67,16.4,5,83.3,51,10.2,37,7.4,1,0.72,1,2,1,3,0.002,158.3,5,0,1,16.7,5,83.3,1,50,0,0,0,0,0,0,1,0.2,0,4.76,1.127,3166.7,2483.3,950,100,19.2,14.3,4.8,3.59,1.21,0.01,0.01,14.3
2025,99,Cincinnati Bengals,3,Backfield,100,0.9925558312655087,2070,4,0.03,0,12.5,50,56,14,18.67,3,75,23,7.67,18,6,0,0.18,1,1,0,3,0.001,116.7,2,0,0,0,4,100,1,66.7,1,25,1,1,100,0,2,0.67,0,4.83,0.754,4525,3500,1925,100,8.6,8,2.87,2.68,0.19,0,0,8
2025,100,San Francisco 49ers,4,Backfield,100,1.141552511415525,2236,5,0.02,0,3.6,18,51,10.2,10.2,5,100,33,6.6,17,3.4,0,0.03,1,0,0,3,0.001,109.2,3,0,0,0,5,100,0,0,0,0,0,0,0,0,2,0.4,0,4.25,1.083,3740,3320,1600,100,10.1,8.4,2.52,2.1,0.42,0,0,8.4
2025,101,Washington Commanders,4,Backfield,100,1.66270783847981,2161,7,0.02,0,0.71,5,47,6.71,9.4,5,71.4,55,11,22,4.4,0,0.06,1,0,0,4,0.002,89.6,5,0,2,28.6,5,71.4,0,0,0,0,0,0,0,0,1,0.2,0,1.13,0.528,2814.3,2142.9,942.9,100,9.7,8.2,2.42,2.05,0.37,0,0,8.2
2025,102,New England Patriots,5,Backfield,100,1.278772378516624,2021,5,0.02,0,2,10,46,9.2,9.2,5,100,36,7.2,8,1.6,1,0.52,1,0,0,2,0.001,144.6,4,0,1,20,5,100,0,0,0,0,0,0,0,0,0,0,0,3.05,0.473,3920,2680,1100,100,15.6,11.8,3.12,2.37,0.75,0.01,0.01,11.8
2025,103,Green Bay Packers,4,Backfield,100,0.997506234413965,2177,4,0.02,0,6.25,25,42,10.5,14,3,75,20,6.67,2,0.67,0,0.05,0,0,0,3,0.001,108.3,2,0,0,0,4,100,1,33.3,0,0,2,1,50,0,2,0.67,0,2.6,0.341,5350,2975,1600,100,7.2,6.1,1.8,1.52,0.28,0,0,6.1
2025,104,Kansas City Chiefs,5,Backfield,100,1.2886597938144329,1949,5,0.02,0,7,35,41,8.2,10.25,4,80,20,5,13,3.25,0,0.05,0,0,0,2,0.001,100.8,2,0,0,0,5,100,0,0,0,0,0,0,0,0,1,0.25,0,0.35,-0.054,3600,2980,1080,100,8.1,10.7,1.62,2.13,-0.51,0,0.01,10.7
2025,105,Miami Dolphins,3,Backfield,100,0.997506234413965,2066,4,0.02,0,2,8,41,10.25,10.25,4,100,33,8.25,7,1.75,0,0.03,0,0,0,2,0.001,109.4,1,0,0,0,4,100,0,25,0,0,0,0,0,0,0,0,0,4.6,1.36,4500,3575,1825,100,8.1,6.7,2.7,2.23,0.47,0,0,6.7
2025,106,New Orleans Saints,4,Backfield,100,1.3157894736842104,1969,5,0.02,0,3.4,17,40,8,8,5,100,23,4.6,7,1.4,0,0.16,1,0,0,2,0.001,100,3,0,0,0,5,100,0,0,0,0,0,0,0,0,0,0,0,1.42,0.357,3720,2460,1320,100,9,9.9,2.25,2.48,-0.23,0,0.01,9.9
2025,107,Pittsburgh Steelers,2,Backfield,100,0.43478260869565216,2425,2,0.01,0,8,16,35,17.5,17.5,2,100,19,9.5,4,2,0,0.02,0,0,0,2,0.001,118.8,2,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,9.79,0.978,11650,8050,3200,100,5.5,3.9,2.75,1.97,0.78,0,0,3.9
2025,108,Cleveland Browns,4,Backfield,100,1.3850415512465373,1932,5,0.02,0,1.8,9,34,6.8,8.5,4,80,33,8.25,9,2.25,0,0.41,1,1,0,3,0.002,95,2,0,0,0,5,100,0,0,1,20,1,0,0,0,0,0,0,0.63,0.535,3560,2360,1200,100,7.4,10.2,1.85,2.55,-0.7,0,0.01,10.2
2025,109,Arizona Cardinals,3,Backfield,100,0.7042253521126761,2198,3,0.01,0,0.33,1,31,10.33,10.33,3,100,30,10,6,2,0,0,0,0,0,2,0.001,109.7,1,0,0,0,3,100,0,0,0,0,0,0,0,0,0,0,0,4.59,0.752,6600,5133.3,2366.7,100,6.1,4.9,2.03,1.64,0.39,0,0,4.9
2025,110,Houston Texans,3,Backfield,100,0.7614213197969544,2161,3,0.01,0,2.33,7,31,10.33,10.33,3,100,24,8,9,3,0,0.01,0,0,0,1,0,109.7,2,0,0,0,3,100,0,33.3,0,0,0,0,0,0,1,0.33,0,4.45,0.375,6100,4966.7,1933.3,100,6.1,5,2.03,1.68,0.35,0,0,5
2025,111,New York Giants,2,Backfield,100,0.7246376811594203,2148,3,0.01,0,1.33,4,30,10,10,3,100,26,8.67,6,2,0,0,0,0,0,2,0.001,108.3,2,0,0,0,3,100,0,33.3,0,0,0,0,0,0,0,0,0,4.45,0.609,7000,4900,1800,100,6,5,3,2.5,0.5,0,0,5
2025,112,Atlanta Falcons,2,Backfield,100,0.7481296758104738,2197,3,0.01,0,11.67,35,28,9.33,14,2,66.7,5,2.5,1,0.5,1,0.99,1,0,0,2,0.001,136.1,2,0,0,0,2,66.7,0,0,0,0,0,0,0,0,0,0,0,0.64,1.314,7166.7,4566.7,1533.3,100,10.8,12.3,5.4,6.14,-0.74,0,0.01,12.3
2025,113,Dallas Cowboys,5,Backfield,100,1.4634146341463417,2224,6,0.01,0,-2.33,-14,28,4.67,4.67,6,100,42,7,20,3.33,0,0.02,0,0,0,2,0.001,86.1,2,0,1,16.7,6,100,0,0,0,0,0,0,0,0,1,0.17,0,-0.29,0.34,3383.3,2366.7,983.3,100,8.8,9.3,1.76,1.87,-0.11,0,0,9.3
2025,114,Los Angeles Chargers,3,Backfield,100,1.0471204188481675,2069,4,0.01,0,2,8,26,6.5,6.5,4,100,18,4.5,7,1.75,0,0.04,1,0,0,1,0,93.8,3,0,0,0,4,100,0,0,0,0,0,0,0,0,0,0,0,0.29,-0.141,4950,3350,1125,100,6.6,6.7,2.2,2.22,-0.02,0,0,6.7
2025,115,Detroit Lions,5,Backfield,100,1.1337868480725624,2229,5,0.01,0,3.6,18,25,5,6.25,4,80,17,4.25,3,0.75,1,0.79,2,0,0,2,0.001,127.1,2,0,0,0,4,80,0,0,0,0,0,0,0,0,0,0,0,-1.15,0.643,4560,3120,1040,100,12.5,10.8,2.5,2.16,0.34,0.01,0,10.8
2025,116,Las Vegas Raiders,3,Backfield,100,1.0230179028132993,2041,4,0.01,0,-2.75,-11,25,6.25,6.25,4,100,36,9,11,2.75,0,0.35,1,0,0,0,0,92.7,2,0,2,50,4,100,0,0,0,0,0,0,0,0,1,0.25,0,1.76,0.797,5050,3475,1150,100,6.5,8.2,2.17,2.72,-0.55,0,0,8.2
2025,117,Seattle Seahawks,4,Backfield,100,1.366742596810934,2405,6,0.01,0,-0.83,-5,25,4.17,6.25,4,66.7,33,8.25,7,1.75,0,0.08,1,0,0,0,0,75,1,0,0,0,5,83.3,0,0,1,16.7,0,0,0,0,0,0,0,-0.81,-0.453,3350,2700,1166.7,100,6.5,8.4,1.63,2.1,-0.47,0,0,8.4
2025,118,Philadelphia Eagles,4,Backfield,100,1.2224938875305624,2255,5,0.01,0,-0.6,-3,22,4.4,5.5,4,80,22,5.5,13,3.25,0,0.05,1,0,0,1,0,85,5,0,0,0,5,100,0,0,1,20,0,0,0,0,0,0,0,-0.86,0.093,4240,2900,940,100,6.2,7.9,1.55,1.96,-0.41,0,0,7.9
2025,119,Baltimore Ravens,5,Backfield,100,1.0845986984815619,2428,5,0.01,0,-0.2,-1,21,4.2,4.2,5,100,22,4.4,3,0.6,0,0.08,1,0,0,0,0,84.2,2,0,1,20,5,100,0,0,0,0,0,0,0,0,0,0,0,-1.03,-0.249,5120,3000,980,100,7.1,8.2,1.42,1.63,-0.21,0,0,8.2
2025,120,Los Angeles Rams,2,Backfield,100,0.45558086560364464,2319,2,0.01,0,2,4,17,8.5,8.5,2,100,13,6.5,0,0,0,0,0,0,0,1,0,102.1,1,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,2.78,1.09,10550,7950,3350,100,3.7,3.3,1.85,1.65,0.2,0,0,3.3
2025,121,Houston Texans,1,Untargeted,100,0.25380710659898476,2161,1,0.01,0,0,0,16,16,16,1,100,0,0,0,0,0,0,0,0,0,1,0,118.8,1,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,3.513,18300,14900,5800,300,2.6,0,2.6,0,2.6,0,0,0
2025,122,Tampa Bay Buccaneers,5,Backfield,100,1.1286681715575622,2255,5,0,0,3.2,16,11,2.2,5.5,2,40,4,2,1,0.5,0,0.01,0,0,0,0,0,47.9,2,0,0,0,4,80,0,0,1,20,2,1,50,0,0,0,0,-3.81,-0.993,4420,2880,1460,100,3.1,5.5,0.62,1.09,-0.47,0,0,5.5
2025,123,Jacksonville Jaguars,5,Backfield,100,1.2244897959183674,2465,6,0,0,-1.33,-8,10,1.67,2,5,83.3,17,3.4,1,0.2,0,0.01,0,0,0,0,0,79.2,3,0,0,0,5,83.3,0,0,0,0,1,1,100,0,0,0,0,-3.55,-0.844,4250,2683.3,1133.3,100,6,7,1.2,1.4,-0.2,0,0,7
2025,124,Indianapolis Colts,2,Backfield,100,0.4098360655737705,2448,2,0,0,0,0,9,4.5,9,1,50,13,13,7,7,0,0,0,0,0,0,0,62.5,1,0,1,50,1,50,0,0,0,0,0,0,0,0,1,1,0,-0.78,-0.255,11700,8900,3700,100,1.9,1.6,0.95,0.8,0.15,0,0,1.6
2025,125,Tennessee Titans,2,Backfield,100,0.75,2071,3,0,0,5,15,9,3,4.5,2,66.7,12,6,1,0.5,0,0.02,0,0,0,0,0,70.1,3,0,1,33.3,3,100,0,0,1,33.3,1,0,0,0,0,0,0,-5.36,-0.143,6533.3,4133.3,2566.7,100,2.9,5.2,1.45,2.6,-1.15,0,0,5.2
2025,126,Buffalo Bills,2,Backfield,100,0.6042296072507553,1825,2,0,0,0,0,7,3.5,7,1,50,7,7,3,3,0,0.04,2,0,0,1,0.001,58.3,1,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,-2.54,0.107,8300,6800,1350,100,1.7,1.6,0.85,0.8,0.05,0,0,1.6
2025,127,Minnesota Vikings,3,Backfield,100,0.9230769230769231,1811,3,0,0,0,0,4,1.33,4,1,33.3,5,5,2,2,1,0.18,2,0,0,1,0.001,81.9,1,0,0,0,2,66.7,0,0,1,33.3,0,0,0,0,0,0,0,-3.99,0.071,4900,4000,1833.3,100,7.4,3.5,2.47,1.18,1.29,0,0,3.5
2025,128,Carolina Panthers,4,Backfield,100,1.0443864229765014,1961,4,0,0,-1,-4,0,0,0,3,75,5,1.67,4,1.33,0,0.02,0,0,0,0,0,77.1,1,0,0,0,4,100,0,0,1,25,1,1,100,0,0,0,0,-5.83,-1.059,4550,3425,1500,100,3,5.5,0.75,1.38,-0.63,0,0,5.5
2025,129,Chicago Bears,1,Backfield,100,0.24630541871921183,2112,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0.69,1,0,0,0,0,39.6,1,0,0,0,1,100,0,0,1,100,0,0,0,0,0,0,0,-5.33,-1.068,18500,15300,6700,100,0,5.6,0,5.59,-5.59,0,0,5.6
Exported from Data Suite 2.0 by michaelgingrave (user 380) on 2026-09-10 11:35 UTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
