,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Zone Concept,Zone Concept,Zone Concept,Zone Concept,Zone Concept,Zone Concept,Man/Gap Concept,Man/Gap Concept,Man/Gap Concept,Man/Gap Concept,Man/Gap Concept,Man/Gap Concept,FP,FP,FP,FP,FP
Season,Rank,Name,Team,POS,G,WEEK,OPP,ATT %,SNAP %,ATT,DCS %,SNEAK %,YDS,YPC,TD,XTD,FUM,1D,EXP RUN %,EXP YDS,EXP YDS %,i5 %,TD RATE,SUCC %,STUFF %,RYOE,YBC/ATT,HIT %,YACO/ATT,YACO %,MTF,MTF/A,EPA/A,EPA,ZONE ATT,ZONE ATT %,ZONE YDS,ZONE TD,ZONE YPC,ZONE SUCC %,MAN ATT,MAN ATT %,MAN YDS,MAN TD,MAN YPC,MAN SUCC %,FP,XFP,FP/G,XFP/G,DIFF
2025,,League Avg,,,,,,,41.85674822415159,9.326756116811366,38.81404893449098,0,40.55722178374112,4.35,0.2999210734017364,0.3045067087608499,0.04814522494080505,2.158642462509866,10.9,16.351223362273085,40.3,22.35232833464877,3.2,49.5,45.5,1.4770323599052968,2.09,37.1,2.26,51.9,1.399368587213891,0.15,-0.052,-0.48105761641673334,5.119179163378059,54.9,22.027624309392266,0.11760063141278611,4.3,48.3,4.04104183109708,43.3,17.767166535122335,0.17600631412786108,4.4,50.6,9.282872928176797,9.04269928966059,9.282857142857143,9.042628255722162,0.24022888713496607
2025,1,Jonathan Taylor,IND,RB,1,10,ATL,9.907120743034056,90.5,32,91.4,0,244,7.63,3,1.77,0,11,17.2,152,62.3,100,9.4,65.6,31.3,110.7,5.41,21.9,2.22,29.1,4,0.13,0.296,9.5,5,15.6,18,0,3.6,60,27,84.4,226,3,8.37,66.7,49.6,28.7,49.6,28.68,20.92
2025,2,Jahmyr Gibbs,DET,RB,1,12,NYG,6.172839506172839,73.8,15,75,0,219,14.6,2,0.03,0,7,26.7,177,80.8,0,13.3,80,20,150.3,7.53,13.3,7.07,48.4,8,0.53,0.997,15,8,53.3,82,1,10.25,75,6,40,140,1,23.33,100,55.4,27,55.4,26.99,28.41
2025,3,Derrick Henry,BLT,RB,1,17,GB,11.726384364820847,64.9,36,73.5,0,216,6,4,3.18,0,14,13.3,79,36.6,100,11.1,66.7,25,81.4,3.39,19.4,2.61,43.5,9,0.25,0.46,16.5,22,61.1,156,1,7.09,63.6,14,38.9,60,3,4.29,71.4,45.6,32.5,45.6,32.52,13.08
2025,4,James Cook,BUF,RB,1,8,CAR,6.148867313915858,45,19,54.3,0,216,11.37,2,0.37,0,10,36.8,154,71.3,0,10.5,78.9,21.1,121,8.84,21.1,2.53,22.2,6,0.32,0.808,15.4,15,78.9,137,1,9.13,80,4,21.1,79,1,19.75,75,33.6,11.7,33.6,11.71,21.89
2025,5,Rico Dowdle,CAR,RB,1,5,MIA,9.745762711864407,67.7,23,79.3,0,206,8.96,1,0.82,0,7,28.6,162,78.6,50,4.3,52.2,47.8,110.1,2.35,43.5,6.61,73.8,10,0.43,0.41,9.4,10,43.5,108,0,10.8,40,12,52.2,91,1,7.58,58.3,32.4,19.1,32.4,19.12,13.28
2025,6,Bijan Robinson,ATL,RB,1,17,LA,7.665505226480835,79.2,22,66.7,0,195,8.86,1,0.09,0,4,15,134,68.7,100,4.5,50,40.9,105.4,1.18,40.9,7.68,86.7,11,0.5,0.224,4.9,18,81.8,176,1,9.78,50,3,13.6,16,0,5.33,66.7,39.9,23.5,39.9,23.49,16.41
2025,7,Rico Dowdle,CAR,RB,1,6,DAL,12.711864406779661,87.5,30,85.7,0,183,6.1,0,0.08,0,10,13.3,50,27.3,0,0,73.3,26.7,44.4,3.17,23.3,2.93,48.1,1,0.03,0.198,5.9,13,43.3,51,0,3.92,61.5,17,56.7,132,0,7.76,82.4,33.9,28.1,33.9,28.11,5.79
2025,8,Kyle Monangai,CHI,RB,1,9,CIN,15.384615384615385,73.7,26,81.3,0,176,6.77,0,0.37,0,6,13,70,39.8,100,0,69.2,34.6,74.3,2.96,15.4,3.81,56.3,3,0.12,0.347,9,14,53.8,72,0,5.14,64.3,11,42.3,91,0,8.27,72.7,22.8,18.6,22.8,18.62,4.18
2025,9,De'Von Achane,MIA,RB,1,10,BUF,9.243697478991598,88.7,22,73.3,0,174,7.91,2,0.45,0,7,22.7,136,78.2,0,9.1,45.5,50,60.7,3.91,31.8,4,50.6,7,0.32,0.393,8.6,10,45.5,33,0,3.3,40,10,45.5,126,2,12.6,40,40.5,24.8,40.5,24.83,15.67
2025,10,Bijan Robinson,ATL,RB,1,6,BUF,6.620209059233449,72.7,19,63.3,0,170,8.95,1,0.04,0,5,16.7,114,67.1,0,5.3,57.9,42.1,85.6,2.32,52.6,6.63,74.1,7,0.37,0.277,5.3,15,78.9,149,1,9.93,53.3,4,21.1,21,0,5.25,75,35.8,19.4,35.8,19.45,16.35
