,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Splits,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Alignment,Alignment,Alignment,Alignment,FP,FP,FP,FP,FP,FP,FP,FP
Season,Rank,Name,Team,POS,G,WEEK,OPP,RTE %,TGT %,SNAP %,RTE,RTE %,TGT,TGT %,YPRR,TPRR,aDOT,AY,AY Share,YDS,TM YDS %,YPT,YPR,REC,CR %,YAC,YAC/REC,YACO,YACO/REC,TD,XTD,TM TD %,i20 TGT,EZTGT,EZTD,1D,1D/RR,RATE,1READ,1READ %,DESIGN,DESIGN %,CTGT,CTGT %,DEEP,EXP %,DRP,DRP %,CT,CC,CC %,HERO,MTF,MTF/REC,THREAT %,YPTOE,EPA/TGT,WIDE RTE %,SLOT RTE %,INLINE RTE %,BACK RTE %,FP,XFP,FP/G,XFP/G,DIFF,FP/RR,XFP/RR,RecXFP
2025,,League Avg,,,,,,,,56.14411047928513,6.534524776604386,53.29618196588147,1.80178716490658,14.748659626320016,2.37,0.28,6.744224207961008,21.96669374492283,14.991876523151912,15.48659626320065,14.854427294882173,8.6,13.34,1.1608448415922015,64.4,4.583265637692932,3.95,1.7327376116978066,1.49,0.0958570268074736,0.09061738424045525,6.945410235580829,0.20389926888708368,0.13566206336311942,0.060926076360682375,0.7449228269699432,0.114,50.781234768480914,1.4516653127538586,14.78253452477658,0.10641754670999187,5.9,1.3753046303818035,76.3,0.338748984565394,22.3,0.10804224207961008,6,0.2794476035743298,0.15759545085296506,56.4,0.03899268887083672,0.132412672623883,0.11,25,0.05,0.35,45.25775792038999,34.74102355808286,18.51194151096669,1.4902518277822907,3.2789601949634424,3.2567018683996762,3.2789601949634424,3.2565312753858646,0.022428919577579136,0.5,0.5,3.2567018683996762
2025,1,Malik Nabers,NYG,WR,1,2,DAL,47.61904761904761,50,98.5,20,100,13,65,8.35,0.65,21.46,279,71.4,167,57.6,12.85,18.56,9,69.2,18,2,6,0.67,2,1.9,66.7,1,3,2,6,0.3,119.4,12,66.7,0,0,10,76.9,6,33.3,1,7.7,1,1,100,1,2,0.22,65,2.67,0.825,85,15,0,0,37.7,36,37.7,36.04,1.66,1.89,1.8,36
2025,2,Jaxon Smith-Njigba,SEA,WR,1,6,JAX,18.055555555555554,25.581395348837212,81.5,13,100,11,84.6,12.54,0.85,15.73,173,79,163,96.4,14.82,23.29,7,63.6,37,5.29,4,0.57,1,0.41,100,0,0,0,6,0.462,137.5,10,83.3,1,9.1,10,90.9,3,42.9,2,18.2,2,0,0,1,0,0,84.6,5.42,0.89,92.3,7.7,0,0,29.3,28.9,29.3,28.91,0.39,2.25,2.22,28.9
2025,3,Tre Tucker,LV,WR,1,3,WAS,20.3125,30,93.5,13,92.9,9,64.3,11.15,0.69,13.78,124,66,145,78,16.11,18.13,8,88.9,36,4.5,4,0.5,3,1.2,100,2,1,1,7,0.538,158.3,7,58.3,1,11.1,8,88.9,1,16.7,0,0,0,0,0,0,0,0,69.2,6.84,1.749,92.3,7.7,0,0,40.5,26.2,40.5,26.2,14.3,3.12,2.02,26.2
2025,4,George Pickens,DAL,WR,1,6,CAR,11.25,19.047619047619047,83,9,81.8,8,72.7,16,0.89,11.38,91,91,144,94.1,18,20.57,7,87.5,85,12.14,46,6.57,1,0.04,50,0,1,0,5,0.556,158.3,8,88.9,0,0,7,87.5,1,42.9,0,0,1,1,100,0,2,0.29,88.9,10.12,1.721,88.9,11.1,0,0,27.4,13.2,27.4,13.2,14.2,3.04,1.47,13.2
2025,5,Kendrick Bourne,SF,WR,1,6,TB,28.57142857142857,33.33333333333333,80.6,14,87.5,7,43.8,10.14,0.5,15.14,106,46.3,142,65.1,20.29,28.4,5,71.4,64,12.8,19,3.8,0,0.04,0,0,0,0,4,0.286,113.7,7,43.8,0,0,6,85.7,2,40,0,0,3,2,66.7,0,0,0,50,10.88,1.396,85.7,14.3,0,0,19.2,12.8,19.2,12.8,6.4,1.37,0.91,12.8
2025,6,Puka Nacua,LA,WR,1,4,IND,24,34.21052631578947,82.9,18,90,13,65,7.72,0.72,10.85,141,61.3,139,71.3,10.69,12.64,11,84.6,48,4.36,18,1.64,1,0.41,50,2,0,0,6,0.333,136.9,12,70.6,2,15.4,11,84.6,4,20,0,0,0,0,0,0,0,0,72.2,2.72,0.793,88.9,11.1,0,0,30.9,24.7,30.9,24.68,6.22,1.72,1.37,24.7
2025,7,Jaxon Smith-Njigba,SEA,WR,1,5,TB,23.61111111111111,20.930232558139537,88.9,17,94.4,9,50,7.76,0.53,12.44,112,49.6,132,53.4,14.67,16.5,8,88.9,38,4.75,15,1.88,1,0.54,50,1,1,1,6,0.353,155.8,9,60,1,11.1,9,100,1,28.6,1,11.1,2,1,50,1,0,0,52.9,6.3,1.22,88.2,11.8,0,0,27.2,20,27.2,20.03,7.17,1.6,1.18,20
2025,8,Emeka Egbuka,TB,WR,1,5,SEA,13.043478260869565,17.24137931034483,84.5,9,81.8,5,45.5,14.33,0.56,23,115,80.4,129,67.9,25.8,25.8,5,100,21,4.2,5,1,1,1.14,50,2,1,1,4,0.444,158.3,5,55.6,1,20,5,100,2,60,0,0,1,1,100,0,0,0,45.5,14.62,2.725,77.8,22.2,0,0,23.9,20.3,23.9,20.26,3.64,2.66,2.25,20.3
