,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Splits,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Alignment,Alignment,Alignment,Alignment,FP,FP,FP,FP,FP,FP,FP,FP
Season,Rank,Name,Team,POS,G,WEEK,OPP,RTE %,TGT %,SNAP %,RTE,RTE %,TGT,TGT %,YPRR,TPRR,aDOT,AY,AY Share,YDS,TM YDS %,YPT,YPR,REC,CR %,YAC,YAC/REC,YACO,YACO/REC,TD,XTD,TM TD %,i20 TGT,EZTGT,EZTD,1D,1D/RR,RATE,1READ,1READ %,DESIGN,DESIGN %,CTGT,CTGT %,DEEP,EXP %,DRP,DRP %,CT,CC,CC %,HERO,MTF,MTF/REC,THREAT %,YPTOE,EPA/TGT,WIDE RTE %,SLOT RTE %,INLINE RTE %,BACK RTE %,FP,XFP,FP/G,XFP/G,DIFF,FP/RR,XFP/RR,RecXFP
2023,,League Avg,,,,,,,,54.61885895404127,6.980982567353407,51.12448494453249,1.954041204437401,14.348415213946046,2.35,0.28,6.653288431061808,23.51743264659271,14.618938193343897,16.385895404120443,14.47614896988906,8.39,13.17,1.2440570522979397,63.7,4.929477020602219,3.96,2.030110935023772,1.63,0.089540412044374,0.09557844690966752,6.933438985736926,0.24009508716323297,0.17194928684627575,0.05467511885895404,0.7480190174326465,0.107,48.9736925515055,1.5776545166402536,14.420998415213914,0.14421553090332806,7.4,1.508716323296355,77.2,0.358161648177496,20.9,0.0768621236133122,3.9,0.329635499207607,0.1687797147385103,51.2,0.059429477020602216,0.16323296354992076,0.13,25.1,-0.1,0.26,44.67052297939784,36.99516640253568,17.202694136291598,1.0544374009508717,3.4175118858954083,3.5279714738510326,3.4174801901743304,3.5289857369255166,-0.11150554675118877,0.49,0.51,3.525911251980985
2023,1,D.J. Moore,CHI,WR,1,5,WAS,20.33898305084746,25.806451612903224,87.5,12,100,8,66.7,17.5,0.67,13.13,105,72.9,210,94.2,26.25,30,7,87.5,143,20.43,56,8,2,0.89,100,1,2,1,5,0.417,158.3,8,72.7,1,12.5,7,87.5,2,66.7,0,0,1,1,100,1,4,0.57,66.7,18.19,2.327,91.7,8.3,0,0,40,18.8,40,18.81,21.19,3.33,1.57,18.8
2023,2,Mike Evans,TB,WR,1,2,CHI,27.450980392156865,25,58.8,14,82.4,7,41.2,11.71,0.5,14.71,103,45,164,64.3,23.43,32.8,5,71.4,81,16.2,22,4.4,1,0.93,100,0,1,1,4,0.286,153.3,4,33.3,0,0,6,85.7,2,80,0,0,2,1,50,0,1,0.2,50,14.67,1.915,71.4,28.6,0,0,27.4,18.9,27.4,18.91,8.49,1.96,1.35,18.9
2023,3,Puka Nacua,LA,WR,1,4,IND,18.181818181818183,18.51851851851852,94.9,16,94.1,10,58.8,10.19,0.63,12.3,123,68,163,85.3,16.3,18.11,9,90,53,5.89,26,2.89,1,0.95,100,1,0,0,8,0.5,152.1,7,53.8,1,10,9,90,1,62.5,0,0,2,1,50,1,4,0.44,62.5,7.19,1.419,93.8,6.3,0,0,31.3,25.7,31.3,25.75,5.55,1.96,1.61,25.7
2023,4,Davante Adams,LV,WR,1,3,PIT,32.631578947368425,33.9622641509434,98.5,31,100,18,58.1,5.16,0.58,13,234,64.3,160,61.3,8.89,14.55,11,61.1,26,2.36,11,1,2,1.77,100,3,1,1,8,0.258,103.9,18,64.3,2,11.1,14,77.8,3,20,0,0,3,1,33.3,1,1,0.09,58.1,-0.31,0.422,100,0,0,0,39,42.9,39,42.93,-3.93,1.26,1.38,42.9
2023,5,Nico Collins,HST,WR,1,4,PIT,14.285714285714285,23.52941176470588,75.4,9,69.2,8,61.5,17,0.89,13.25,106,62.7,153,84.1,19.13,25.5,6,75,71,11.83,29,4.83,2,1.22,100,1,1,1,6,0.667,156.3,7,58.3,0,0,6,75,1,60,0,0,1,1,100,0,3,0.5,88.9,10.19,1.505,88.9,11.1,0,0,33.3,22,33.3,21.95,11.35,3.7,2.44,22
2023,6,Keenan Allen,LAC,WR,1,3,MIN,26.582278481012654,33.33333333333333,89.1,21,87.5,9,37.5,6.48,0.43,8.78,79,25.8,136,42.2,15.11,15.11,9,100,57,6.33,19,2.11,0,0.05,0,0,0,0,5,0.238,118.8,7,38.9,2,22.2,9,100,1,44.4,0,0,0,0,0,0,0,0,39.1,6.98,1.04,57.1,42.9,0,0,28.6,22.8,28.56,22.79,5.77,1.08,0.98,20.6
2023,7,Ja'Marr Chase,CIN,WR,1,5,ARZ,25,29.545454545454547,93.7,23,92,13,52,5.91,0.57,11.31,147,60.5,136,67.7,10.46,13.6,10,76.9,45,4.5,4,0.4,3,2.53,100,5,4,2,9,0.391,149.4,10,50,1,7.7,10,76.9,2,14.3,0,0,1,0,0,0,0,0,54.2,2.35,0.893,87,8.7,0,4.3,41.6,36.8,41.6,36.76,4.84,1.81,1.6,36.8
2023,8,Tyreek Hill,MIA,WR,1,3,DEN,16.923076923076923,20.51282051282051,53.5,11,84.6,8,61.5,12.27,0.73,10.5,84,53.5,135,55.6,16.88,19.29,7,87.5,55,7.86,11,1.57,1,0.71,50,2,1,0,6,0.545,158.3,7,63.6,0,0,7,87.5,1,16.7,0,0,1,1,100,0,1,0.14,72.7,8.31,1.468,90.9,0,0,9.1,26.5,21.4,26.5,21.39,5.11,2.41,1.94,21.4
2023,9,DeVonta Smith,PHI,WR,1,2,MIN,12.5,16.666666666666664,100,11,84.6,5,38.5,11.91,0.45,24,120,62.5,131,86.2,26.2,32.75,4,80,32,8,8,2,1,0.5,100,0,0,0,2,0.182,118.8,4,33.3,0,0,4,80,3,50,0,0,1,1,100,1,0,0,38.5,15.06,1.574,90.9,9.1,0,0,23.1,15.9,23.1,15.85,7.25,2.1,1.44,15.9
2023,10,George Pickens,PIT,WR,1,5,BLT,23.333333333333332,25.71428571428571,87.7,14,100,9,64.3,9.29,0.64,21.33,192,79.7,130,91.5,14.44,21.67,6,66.7,20,3.33,3,0.5,1,0.29,100,0,1,0,6,0.429,146.8,9,69.2,0,0,6,66.7,3,66.7,0,0,2,2,100,2,1,0.17,64.3,3.38,1.086,100,0,0,0,25,16.9,25,16.88,8.12,1.79,1.21,16.9
2023,11,DeAndre Hopkins,TEN,WR,1,5,IND,22.641509433962266,31.25,86.2,12,100,10,83.3,10.75,0.83,17.3,173,84.4,129,93.5,12.9,18.43,7,70,25,3.57,11,1.57,0,0.14,0,1,1,0,6,0.5,72.9,10,90.9,0,0,7,70,5,42.9,0,0,1,1,100,0,0,0,83.3,3.08,0.718,91.7,8.3,0,0,19.9,18.8,19.9,18.78,1.12,1.66,1.56,18.8
2023,12,Tank Dell,HST,WR,1,3,JAX,17.647058823529413,25,60.7,9,75,5,41.7,14.11,0.56,22.6,113,66.5,127,67.6,25.4,31.75,4,80,46,11.5,2,0.5,1,0.63,100,1,0,0,4,0.444,158.3,5,45.5,0,0,4,80,3,66.7,0,0,0,0,0,0,0,0,50,15.14,2.473,77.8,22.2,0,0,22.7,15.7,22.7,15.75,6.95,2.52,1.75,15.7
