,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,FP,FP
Season,Rank,Name,Team,POS,G,WEEK,OPP,TGT %,TGT,TGT %,REC,YDS,TM YDS %,YPR,YPT,CR %,TD,TM TD %,i10,i20 TGT,FUM,FP,FP/G
2024,,League Avg,,,,,,,3.7095274980635167,11.123005422153364,2.534469403563129,29.307513555383423,12.535631293570859,11.56,7.9,68.3,0.21378776142525174,10.932455460883027,0.21843532145623548,0.5143299767621998,0.011618900077459334,6.83454686289698,6.83454686289698
2024,1,Jerry Jeudy,CLV,WR,1,13,DEN,19.402985074626866,13,22.4,9,235,47.3,26.11,18.08,69.2,1,25,0,0,0,40.5,40.5
2024,2,Davante Adams,NYJ,WR,1,15,JAX,18.461538461538463,12,40,9,198,68.5,22,16.5,75,2,66.7,2,3,0,42.8,42.8
2024,3,Amon-Ra St. Brown,DET,WR,1,15,BUF,30.909090909090907,17,28.8,14,193,40.8,13.79,11.35,82.4,1,20,2,5,1,38.3,38.3
2024,4,Drake London,ATL,WR,1,18,CAR,28.57142857142857,18,47.4,10,187,59.9,18.7,10.39,55.6,2,100,0,3,0,40.7,40.7
2024,5,Quentin Johnston,LAC,WR,1,18,LV,30.434782608695656,14,38.9,13,186,53.8,14.31,13.29,92.9,0,0,0,3,0,31.6,31.6
2024,6,Ja'Marr Chase,CIN,WR,1,14,DAL,24.324324324324326,18,40.9,14,177,48,12.64,9.83,77.8,2,66.7,1,3,0,45.1,45.1
2024,7,Malik Nabers,NYG,WR,1,17,IND,12.5,8,34.8,7,171,55.3,24.43,21.38,87.5,2,50,1,2,0,36.1,36.1
2024,8,Puka Nacua,LA,WR,1,14,BUF,27.450980392156865,14,46.7,12,162,50.6,13.5,11.57,85.7,1,50,1,3,0,41.8,41.8
2024,9,Mike Evans,TB,WR,1,15,LAC,18.96551724137931,11,40.7,9,159,55.2,17.67,14.45,81.8,2,50,0,0,0,36.9,36.9
2024,10,George Kittle,SF,TE,1,14,CHI,17.647058823529413,6,23.1,6,151,46.5,25.17,25.17,100,0,0,0,1,0,21.1,21.1
2024,11,Justin Jefferson,MIN,WR,1,16,SEA,20.33898305084746,12,34.3,10,144,58.5,14.4,12,83.3,2,66.7,1,2,0,36.4,36.4
2024,12,Jameson Williams,DET,WR,1,16,CHI,16.666666666666664,7,21.9,5,143,42.6,28.6,20.43,71.4,1,33.3,0,2,0,26,26
2024,13,Darnell Mooney,ATL,WR,1,14,MIN,25,6,16.2,6,142,41.3,23.67,23.67,100,0,0,0,0,0,20.2,20.2
2024,14,Keenan Allen,CHI,WR,1,16,DET,21.73913043478261,10,25,9,141,42.2,15.67,14.1,90,1,50,0,1,0,29.1,29.1
2024,15,Ricky Pearsall,SF,WR,1,17,DET,34.48275862068966,10,25,8,141,34.2,17.63,14.1,80,1,33.3,1,1,0,28.7,28.7
2024,16,Brock Bowers,LV,TE,1,13,KC,24.074074074074073,13,37.1,10,140,41.2,14,10.77,76.9,1,50,1,1,0,30.2,30.2
2024,17,Jordan Addison,MIN,WR,1,14,ATL,22.22222222222222,10,35.7,8,133,38.3,16.63,13.3,80,3,60,2,5,0,39.3,39.3
2024,18,Justin Jefferson,MIN,WR,1,14,ATL,11.864406779661017,7,25,7,132,38,18.86,18.86,100,2,40,0,2,0,32.2,32.2
2024,19,Brian Thomas,JAX,WR,1,16,LV,17.91044776119403,12,30.8,9,132,53.4,14.67,11,75,1,100,0,0,0,28.2,28.2
2024,20,Tee Higgins,CIN,WR,1,17,DEN,24.489795918367346,12,24.5,11,131,31.8,11.91,10.92,91.7,3,100,3,4,1,41.1,41.1
2024,21,Puka Nacua,LA,WR,1,17,ARZ,25.49019607843137,13,40.6,10,129,68.3,12.9,9.92,76.9,0,0,1,1,0,22.9,22.9
2024,22,Jakobi Meyers,LV,WR,1,18,LAC,18.51851851851852,10,27.8,9,123,54.7,13.67,12.3,90,1,50,0,1,0,27.3,27.3
2024,23,Trey McBride,ARZ,TE,1,17,LA,25.806451612903224,16,33.3,12,123,38.3,10.25,7.69,75,1,100,3,4,0,30.3,30.3
2024,24,Alec Pierce,IND,WR,1,17,NYG,40,8,21.1,6,122,37,20.33,15.25,75,1,50,0,1,0,24.2,24.2
2024,25,DeVonta Smith,PHI,WR,1,17,DAL,20.689655172413794,6,31.6,6,120,60.9,20,20,100,2,66.7,0,1,0,30,30
2024,26,Nico Collins,HST,WR,1,13,JAX,28.205128205128204,11,32.4,8,119,49.2,14.88,10.82,72.7,0,0,0,0,0,19.9,19.9
2024,27,Mike Evans,TB,WR,1,13,CAR,20.689655172413794,12,35.3,8,118,49.2,14.75,9.83,66.7,1,100,1,1,0,25.8,25.8
2024,28,Kayshon Boutte,NE,WR,1,18,BUF,23.333333333333332,7,24.1,7,117,48.5,16.71,16.71,100,1,100,0,0,0,24.7,24.7
2024,29,Ladd McConkey,LAC,WR,1,13,ATL,28.57142857142857,12,50,9,117,78,13,9.75,75,0,0,0,0,0,20.7,20.7
2024,30,CeeDee Lamb,DAL,WR,1,15,CAR,38.23529411764706,13,44.8,9,116,54.2,12.89,8.92,69.2,1,33.3,0,1,0,26.6,26.6
2024,31,Tyreek Hill,MIA,WR,1,14,NYJ,29.166666666666668,14,29.8,10,115,34.7,11.5,8.21,71.4,1,50,1,1,0,28.1,28.1
2024,32,Garrett Wilson,NYJ,WR,1,14,MIA,21.73913043478261,10,25.6,7,114,33.6,16.29,11.4,70,0,0,0,2,0,18.4,18.4
2024,33,Christian Watson,GB,WR,1,14,DET,35.294117647058826,6,30,4,114,55.3,28.5,19,66.7,0,0,0,2,1,14.4,14.4
2024,34,Jonnu Smith,MIA,TE,1,13,GB,23.404255319148938,11,23.9,10,113,31,11.3,10.27,90.9,0,0,1,1,0,21.3,21.3
2024,35,George Kittle,SF,TE,1,17,DET,23.52941176470588,8,20,8,112,27.2,14,14,100,0,0,0,1,0,19.2,19.2
2024,36,Elijah Moore,CLV,WR,1,13,DEN,35.13513513513514,13,22.4,8,111,22.3,13.88,8.54,61.5,0,0,1,1,0,19.2,19.2
2024,37,Sam LaPorta,DET,TE,1,15,BUF,22.727272727272727,10,16.9,7,111,23.5,15.86,11.1,70,0,0,0,0,0,18.1,18.1
2024,38,Adam Thielen,CAR,WR,1,17,TB,13.043478260869565,6,21.4,5,110,54.2,22,18.33,83.3,2,100,0,1,0,28,28
2024,39,A.J. Brown,PHI,WR,1,15,PIT,26.82926829268293,11,34.4,8,110,37.9,13.75,10,72.7,1,50,1,1,0,25,25
2024,40,Jalen Coker,CAR,WR,1,15,DAL,31.57894736842105,6,21.4,4,110,50.2,27.5,18.33,66.7,1,100,0,0,0,21,21
2024,41,Davante Adams,NYJ,WR,1,14,MIA,15.384615384615385,10,25.6,9,109,32.2,12.11,10.9,90,1,100,1,1,0,25.9,25.9
2024,42,Michael Pittman,IND,WR,1,17,NYG,26.31578947368421,10,26.3,9,109,33,12.11,10.9,90,1,50,1,1,0,25.9,25.9
2024,43,DeVonta Smith,PHI,WR,1,15,PIT,37.93103448275862,11,34.4,11,109,37.6,9.91,9.91,100,1,50,1,2,0,28,28
2024,44,Jerry Jeudy,CLV,WR,1,15,KC,20.8955223880597,14,41.2,11,108,65.9,9.82,7.71,78.6,0,0,0,0,0,21.8,21.8
2024,45,George Kittle,SF,TE,1,16,MIA,23.52941176470588,8,20,8,106,33.9,13.25,13.25,100,0,0,0,1,0,18.6,18.6
2024,46,Drake London,ATL,WR,1,17,WAS,20.634920634920633,13,37.1,7,106,47.5,15.14,8.15,53.8,0,0,0,1,0,17.6,17.6
2024,47,Khalil Shakir,BUF,WR,1,14,LA,24.242424242424242,8,21.6,5,106,31,21.2,13.25,62.5,1,33.3,1,1,0,21.6,21.6
2024,48,Tyreek Hill,MIA,WR,1,17,CLV,18.75,9,34.6,9,105,46.7,11.67,11.67,100,0,0,0,1,0,19.5,19.5
2024,49,CeeDee Lamb,DAL,WR,1,16,TB,23.52941176470588,8,22.9,7,105,36,15,13.13,87.5,0,0,0,1,0,17.5,17.5
2024,50,Marvin Mims,DEN,WR,1,13,CLV,16,4,11.4,3,105,35.7,35,26.25,75,1,100,0,1,0,19.9,19.9
2024,51,Brian Thomas,JAX,WR,1,15,NYJ,20.8955223880597,14,30.4,10,105,35.7,10.5,7.5,71.4,2,100,2,3,0,32.5,32.5
2024,52,Parker Washington,JAX,WR,1,13,HST,36.36363636363637,12,28.6,6,103,37.3,17.17,8.58,50,1,50,0,2,0,24.3,24.3
2024,53,Marvin Mims,DEN,WR,1,17,CIN,32,8,25.8,8,103,47,12.88,12.88,100,2,66.7,0,0,0,30.2,30.2
2024,54,Brian Thomas,JAX,WR,1,18,IND,14.925373134328357,10,31.3,7,103,45.8,14.71,10.3,70,0,0,0,2,0,17.3,17.3
2024,55,Adam Thielen,CAR,WR,1,14,PHI,23.91304347826087,11,32.4,9,102,53.4,11.33,9.27,81.8,0,0,0,1,0,19.2,19.2
2024,56,Courtland Sutton,DEN,WR,1,13,CLV,23.076923076923077,9,25.7,6,102,34.7,17,11.33,66.7,0,0,0,0,0,16.2,16.2
2024,57,Ja'Marr Chase,CIN,WR,1,17,DEN,20.27027027027027,15,30.6,9,102,24.8,11.33,6.8,60,0,0,2,6,0,19.2,19.2
2024,58,Zay Flowers,BLT,WR,1,16,PIT,27.586206896551722,8,34.8,5,100,48.3,20,12.5,62.5,0,0,0,0,0,15.3,15.3
2024,59,Adam Thielen,CAR,WR,1,13,TB,21.73913043478261,10,21.7,8,99,33.2,12.38,9.9,80,1,100,1,2,0,23.9,23.9
