,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Splits,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Alignment,Alignment,Alignment,Alignment,FP,FP,FP,FP,FP,FP,FP,FP
Season,Rank,Name,Team,POS,G,WEEK,OPP,RTE %,TGT %,SNAP %,RTE,RTE %,TGT,TGT %,YPRR,TPRR,aDOT,AY,AY Share,YDS,TM YDS %,YPT,YPR,REC,CR %,YAC,YAC/REC,YACO,YACO/REC,TD,XTD,TM TD %,i20 TGT,EZTGT,EZTD,1D,1D/RR,RATE,1READ,1READ %,DESIGN,DESIGN %,CTGT,CTGT %,DEEP,EXP %,DRP,DRP %,CT,CC,CC %,HERO,MTF,MTF/REC,THREAT %,YPTOE,EPA/TGT,WIDE RTE %,SLOT RTE %,INLINE RTE %,BACK RTE %,FP,XFP,FP/G,XFP/G,DIFF,FP/RR,XFP/RR,RecXFP
2023,,League Avg,,,,,,,,52.27017024426354,18.281273131014064,46.987564766839405,3.5662472242783125,10.426646928201306,1.53,0.2,7.730000000000004,35.51739452257587,13.90436713545525,28.023686158401183,11.797187268689836,7.86,11.65,2.406365655070318,67.5,10.451517394522575,4.34,4.121391561806069,1.71,0.16136195410806808,0.17477424130273822,9.478978534418944,0.4744633604737232,0.26350851221317545,0.09474463360473723,1.3478904515173946,0.074,69.71569207994143,2.7623982235381197,12.307698001480372,0.3145817912657291,8.8,2.838638045891932,79.6,0.5085122131754256,17.2,0.14433752775721687,4,0.5173945225758697,0.25758697261287933,49.8,0.08364174685418209,0.3323464100666173,0.14,21,-0.14,0.228,42.641968911917104,37.168319763138435,18.695854922279793,1.4956328645447818,6.275277572168765,6.449518874907478,6.275203552923762,6.4501850481125125,-0.17498149518874934,0.34,0.35,6.364618800888238
2023,1,D.J. Moore,CHI,WR,1,5,WAS,14.432989690721648,24.390243902439025,87.5,28,84.8,10,34.5,8.21,0.36,13.6,136,52.3,230,81.6,23,28.75,8,80,143,17.88,56,7,3,1.89,75,2,3,2,6,0.214,158.3,9,50,1,10,8,80,3,71.4,0,0,2,1,50,1,4,0.5,45.5,14.76,2.13,89.3,10.7,0,0,49,28.3,49,28.31,20.69,1.75,1.01,28.3
2023,2,Keenan Allen,LAC,WR,1,3,MIN,21.428571428571427,37.03703703703704,89.1,39,78,20,41.7,5.51,0.51,6.2,124,36.7,215,47.4,10.75,11.94,18,90,100,5.56,40,2.22,0,0.06,0,0,0,0,10,0.256,111.5,17,47.2,4,20,19,95,1,27.8,1,5,0,0,0,0,1,0.06,44.4,3.6,0.669,33.3,66.7,0,0,45.5,40.4,45.46,40.4,5.06,1.01,0.98,38.2
2023,3,Tyreek Hill,MIA,WR,1,1,LAC,22.875816993464053,26.785714285714285,66.2,35,76.1,15,33.3,6.14,0.43,15.8,237,45.5,215,46.1,14.33,19.55,11,73.3,52,4.73,31,2.82,2,2.13,66.7,4,2,1,9,0.257,154.9,14,41.2,2,13.3,13,86.7,5,62.5,1,6.7,1,0,0,0,6,0.55,48.4,4.58,0.978,57.1,40,0,2.9,44.5,42.9,44.5,42.87,1.63,1.27,1.22,42.9
2023,4,Ja'Marr Chase,CIN,WR,1,5,ARZ,19.753086419753085,26.38888888888889,93.7,48,94.1,19,41.3,4,0.4,9.05,172,55.3,192,60.6,10.11,12.8,15,78.9,88,5.87,19,1.27,3,2.57,100,5,4,2,14,0.292,148.4,15,48.4,4,21.1,15,78.9,2,8.3,0,0,1,0,0,0,0,0,45.2,2.41,0.9,77.1,20.8,0,2.1,52.2,46,52.2,46.05,6.15,1.09,0.96,46
2023,5,Tyreek Hill,MIA,WR,1,5,NYG,11.11111111111111,16.071428571428573,46.3,17,53.1,9,30,10.65,0.53,6.56,59,44.4,181,58.8,20.11,22.63,8,88.9,148,18.5,12,1.5,1,0.42,50,1,0,0,5,0.294,155.8,7,31.8,4,44.4,8,88.9,2,28.6,0,0,0,0,0,0,1,0.13,52.9,12.8,1.592,64.7,29.4,5.9,0,32.1,20.2,32.1,20.23,11.87,1.89,1.19,20.2
2023,6,A.J. Brown,PHI,WR,1,4,WAS,18.95734597156398,23.333333333333332,95.5,40,90.9,14,37.8,4.38,0.35,17.86,250,64.8,175,54.9,12.5,19.44,9,64.3,52,5.78,40,4.44,2,1.16,100,0,2,1,7,0.175,147.3,13,46.4,0,0,9,64.3,6,33.3,0,0,1,1,100,0,1,0.11,45.2,2.91,0.728,82.5,17.5,0,0,38.5,29.6,38.5,29.59,8.91,0.96,0.74,29.6
2023,7,Davante Adams,LV,WR,1,3,PIT,24.242424242424242,33.89830508474576,98.5,48,98,20,45.5,3.58,0.42,11.7,234,52.9,172,53.1,8.6,13.23,13,65,38,2.92,14,1.08,2,1.78,100,3,1,1,9,0.188,104.6,19,61.3,2,10,16,80,3,16.7,0,0,3,1,33.3,1,1,0.08,46.5,-0.21,0.427,91.7,6.3,0,2.1,42.2,46.2,42.2,46.19,-3.99,0.88,0.96,46.2
2023,8,Mike Evans,TB,WR,1,2,CHI,19.84732824427481,20.51282051282051,58.8,26,68.4,8,23.5,6.58,0.31,13.38,107,43,171,53.9,21.38,28.5,6,75,84,14,23,3.83,1,0.93,100,0,1,1,4,0.154,156.3,5,26.3,0,0,7,87.5,2,66.7,0,0,2,1,50,0,1,0.17,34.8,12.96,1.693,69.2,30.8,0,0,29.1,20.6,29.1,20.58,8.52,1.12,0.79,20.6
