,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Splits,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Alignment,Alignment,Alignment,Alignment,FP,FP,FP,FP,FP,FP,FP,FP
Season,Rank,Name,Team,POS,G,WEEK,OPP,RTE %,TGT %,SNAP %,RTE,RTE %,TGT,TGT %,YPRR,TPRR,aDOT,AY,AY Share,YDS,TM YDS %,YPT,YPR,REC,CR %,YAC,YAC/REC,YACO,YACO/REC,TD,XTD,TM TD %,i20 TGT,EZTGT,EZTD,1D,1D/RR,RATE,1READ,1READ %,DESIGN,DESIGN %,CTGT,CTGT %,DEEP,EXP %,DRP,DRP %,CT,CC,CC %,HERO,MTF,MTF/REC,THREAT %,YPTOE,EPA/TGT,WIDE RTE %,SLOT RTE %,INLINE RTE %,BACK RTE %,FP,XFP,FP/G,XFP/G,DIFF,FP/RR,XFP/RR,RecXFP
2022,,League Avg,,,,,,,,52.92685758513926,18.121517027863778,48.7153250773994,3.486068111455108,10.560526315789458,1.52,0.19,8.297755417956662,35.82275541795666,14.087461300309592,27.480650154798763,12.046362229102177,7.88,11.95,2.2987616099071206,65.9,10.285603715170279,4.47,3.998452012383901,1.74,0.17027863777089783,0.17457430340557226,9.493730650154797,0.43808049535603716,0.24690402476780185,0.09752321981424149,1.3421052631578947,0.074,70.9571207430348,2.736842105263158,12.551547987616072,0.2739938080495356,7.9,2.75,78.9,0.5332817337461301,16.7,0.17569659442724458,5,0.5750773993808049,0.3065015479876161,53.3,0.08978328173374613,0.25773993808049533,0.11,20.9,-0.19,0.21,43.66369969040248,35.747058823529386,19.566563467492262,1.0230650154798764,6.219504643962841,6.31176470588237,6.219504643962841,6.311292569659452,-0.09178792569659451,0.33,0.34,6.207352941176482
2022,1,Justin Jefferson,MIN,WR,1,14,DET,17.52136752136752,22.388059701492537,93.5,41,91.1,15,36.6,5.44,0.37,15.87,238,51,223,53.7,14.87,20.27,11,73.3,64,5.82,24,2.18,0,0.06,0,1,1,0,8,0.195,115.3,14,40,0,0,11,73.3,5,36.4,0,0,3,3,100,0,0,0,38.5,5.02,0.715,58.5,39,0,2.4,33.3,25.7,33.3,25.74,7.56,0.81,0.63,25.7
2022,2,Mike Evans,TB,WR,1,17,CAR,19.431279620853083,30,82.2,41,85.4,12,26.7,5.05,0.29,19,228,67.5,207,47.9,17.25,20.7,10,83.3,46,4.6,6,0.6,3,1.2,100,1,1,1,6,0.146,158.3,11,30.6,0,0,11,91.7,4,33.3,0,0,2,1,50,1,1,0.1,32.4,7.11,1.348,68.3,31.7,0,0,48.7,32.5,48.7,32.49,16.21,1.19,0.79,32.5
2022,3,A.J. Brown,PHI,WR,1,15,CHI,17.22488038277512,28.57142857142857,88.7,36,85.7,16,43.2,5.03,0.44,15.44,247,56.1,181,57.5,11.31,20.11,9,56.3,74,8.22,49,5.44,0,0.28,0,0,0,0,6,0.167,70.1,15,45.5,0,0,10,62.5,6,33.3,0,0,3,1,33.3,0,3,0.33,45.7,2.52,0.218,80.6,19.4,0,0,27.1,22.7,27.1,22.72,4.38,0.75,0.63,22.7
2022,4,Davante Adams,LV,WR,1,13,LAC,14.925373134328357,22.641509433962266,96.6,30,100,12,40,5.9,0.4,16.25,195,61.3,177,70.8,14.75,22.13,8,66.7,52,6.5,28,3.5,2,1.34,100,1,2,1,8,0.267,149.3,11,52.4,1,8.3,10,83.3,4,37.5,1,8.3,2,2,100,0,0,0,46.2,5.48,0.548,60,40,0,0,37.7,29.4,37.7,29.41,8.29,1.26,0.98,29.4
2022,5,Evan Engram,JAX,TE,1,14,TEN,19.186046511627907,31.11111111111111,79.1,33,76.7,14,33.3,4.91,0.42,5.29,74,25,162,44,11.57,14.73,11,78.6,105,9.55,13,1.18,2,1.3,66.7,2,1,1,8,0.242,154.5,10,34.5,2,14.3,13,92.9,1,30,0,0,4,2,50,1,0,0,41.2,4.33,0.952,24.2,27.3,48.5,0,39.2,29.2,39.2,29.17,10.03,1.19,0.88,29.2
2022,6,Garrett Wilson,NYJ,WR,1,13,MIN,19.607843137254903,21.53846153846154,91.6,50,83.3,14,24.1,3.24,0.28,16.14,226,50.1,162,43.9,11.57,20.25,8,57.1,61,7.63,51,6.38,0,0.61,0,4,1,0,7,0.14,97.9,13,32.5,0,0,10,71.4,3,28.6,0,0,2,0,0,0,3,0.38,29.8,1.86,0.566,72,28,0,0,24.2,25.7,24.2,25.75,-1.55,0.48,0.51,25.7
2022,7,K.J. Osborn,MIN,WR,1,15,IND,24.878048780487806,37.5,81.4,51,81,15,27.3,3.08,0.29,8.6,129,28,157,34.1,10.47,15.7,10,66.7,99,9.9,52,5.2,1,1.27,25,3,2,1,8,0.157,123.5,10,25.6,2,13.3,13,86.7,2,12.5,0,0,4,1,25,0,2,0.2,31.9,2.85,0.632,33.3,66.7,0,0,31.7,28.8,31.7,28.79,2.91,0.62,0.56,28.8
2022,8,Jerry Jeudy,DEN,WR,1,18,LAC,15.135135135135137,13.636363636363635,96.8,28,96.6,6,25,5.5,0.21,24.67,148,44.6,154,54.4,25.67,30.8,5,83.3,30,6,12,2.4,0,0.16,0,0,0,0,3,0.107,118.8,5,29.4,0,0,5,83.3,3,60,0,0,0,0,0,0,0,0,28.6,14.47,1.333,50,50,0,0,24.3,20,24.3,19.99,4.31,0.73,0.66,18.5
