,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Splits,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Alignment,Alignment,Alignment,Alignment,FP,FP,FP,FP,FP,FP,FP,FP
Season,Rank,Name,Team,POS,G,WEEK,OPP,RTE %,TGT %,SNAP %,RTE,RTE %,TGT,TGT %,YPRR,TPRR,aDOT,AY,AY Share,YDS,TM YDS %,YPT,YPR,REC,CR %,YAC,YAC/REC,YACO,YACO/REC,TD,XTD,TM TD %,i20 TGT,EZTGT,EZTD,1D,1D/RR,RATE,1READ,1READ %,DESIGN,DESIGN %,CTGT,CTGT %,DEEP,EXP %,DRP,DRP %,CT,CC,CC %,HERO,MTF,MTF/REC,THREAT %,YPTOE,EPA/TGT,WIDE RTE %,SLOT RTE %,INLINE RTE %,BACK RTE %,FP,XFP,FP/G,XFP/G,DIFF,FP/RR,XFP/RR,RecXFP
2023,,League Avg,,,,,,,,55.81760741364788,5.259477674810446,54.37506318449866,1.4212299915754,14.65223251895534,2.15,0.27,5.558197135636055,12.835720303285594,15.561752316764952,11.310867733782645,14.74962089300758,7.96,11.81,0.95787700084246,67.4,4.996630160067397,5.22,1.8062342038753159,1.89,0.08087615838247683,0.07551811288963785,6.4869418702611625,0.18618365627632688,0.10951979780960404,0.04212299915754002,0.5383319292333614,0.102,52.80379106992402,1.164279696714406,14.735299073294025,0.16090985678180286,11.3,1.1339511373209772,79.8,0.19208087615838249,18,0.07413647851727043,5.2,0.17438921651221567,0.08340353833192923,47.8,0.02948609941027801,0.12889637742207244,0.13,24.1,0.22,0.276,43.01979780960403,46.18230834035389,10.14347093513058,0.569418702611626,2.570850884582988,2.5482729570345315,2.570850884582988,2.5485341196293176,0.022316764953664935,0.49,0.48,2.5482729570345315
2023,1,Cooper Kupp,LA,WR,1,14,BLT,26.31578947368421,30,97.3,15,100,9,60,7.8,0.6,8.78,79,45.7,117,77.5,13,16.71,7,77.8,61,8.71,28,4,1,1.12,100,4,2,1,5,0.333,155.8,8,61.5,0,0,7,77.8,1,60,0,0,2,2,100,1,2,0.29,60,5.34,1.098,26.7,73.3,0,0,24.7,19,24.7,18.99,5.71,1.65,1.27,19
2023,2,D.J. Moore,CHI,WR,1,17,ATL,33.33333333333333,66.66666666666666,80.6,14,93.3,8,53.3,8.21,0.57,16.75,134,67.3,115,82.1,14.38,16.43,7,87.5,19,2.71,5,0.71,1,1.09,100,1,2,1,5,0.357,158.3,8,57.1,1,12.5,7,87.5,4,50,0,0,1,1,100,0,0,0,57.1,5.72,1.061,35.7,64.3,0,0,24.5,23.8,24.5,23.76,0.74,1.75,1.7,23.8
2023,3,Zay Flowers,BLT,WR,1,17,MIA,15.625,25,56.4,5,62.5,3,37.5,21.2,0.6,20.67,62,53,106,53.3,35.33,35.33,3,100,44,14.67,14,4.67,1,0.38,33.3,0,0,0,2,0.4,158.3,3,42.9,0,0,3,100,2,66.7,0,0,0,0,0,0,2,0.67,60,25.26,2.6,0,100,0,0,19.6,12.8,19.6,12.75,6.85,3.92,2.55,12.8
2023,4,Jayden Reed,GB,WR,1,18,CHI,17.5,12,60,7,77.8,3,33.3,15.14,0.43,16,48,53.3,106,60.9,35.33,35.33,3,100,58,19.33,11,3.67,0,0.03,0,0,0,0,3,0.429,118.8,3,37.5,0,0,3,100,1,66.7,0,0,0,0,0,0,1,0.33,42.9,25.05,2.601,0,100,0,0,13.6,9.1,13.6,9.06,4.54,1.94,1.29,9.1
2023,5,Khalil Shakir,BUF,WR,1,18,MIA,36.36363636363637,35.714285714285715,76.6,12,85.7,5,35.7,8.42,0.42,8.8,44,48.9,101,56.7,20.2,20.2,5,100,57,11.4,4,0.8,0,0.1,0,0,0,0,3,0.25,118.8,5,38.5,1,20,5,100,1,40,0,0,1,1,100,0,0,0,38.5,12.31,1.476,25,75,0,0,15.1,10.5,15.1,10.47,4.63,1.26,0.87,10.5
2023,6,CeeDee Lamb,DAL,WR,1,16,MIA,13.750000000000002,16.27906976744186,86.9,11,91.7,7,58.3,8.55,0.64,9.14,64,79,94,79.7,13.43,23.5,4,57.1,49,12.25,19,4.75,1,0.03,100,1,1,0,3,0.273,141.4,4,50,0,0,4,57.1,0,50,0,0,0,0,0,0,1,0.25,58.3,5.54,0.877,18.2,81.8,0,0,19.4,9.5,19.4,9.46,9.94,1.76,0.86,9.5
2023,7,Deebo Samuel,SF,WR,1,14,SEA,17.02127659574468,30.76923076923077,77.4,8,88.9,4,44.4,11.5,0.5,9.75,39,40.2,92,55.8,23,30.67,3,75,51,17,12,4,1,0.28,100,1,0,0,3,0.375,156.3,2,33.3,2,50,4,100,1,100,1,25,0,0,0,0,1,0.33,50,15.04,2.278,37.5,62.5,0,0,18.2,11.2,18.2,11.22,6.98,2.27,1.4,11.2
2023,8,Brandon Aiyuk,SF,WR,1,17,WAS,18.181818181818183,41.66666666666667,86.8,8,88.9,5,55.6,11.38,0.63,14.8,74,90.2,91,76.5,18.2,18.2,5,100,17,3.4,13,2.6,0,0.09,0,0,0,0,4,0.5,118.8,5,62.5,0,0,5,100,1,40,0,0,1,1,100,0,0,0,62.5,8.85,1.412,25,75,0,0,14.1,12.5,14.1,12.47,1.63,1.76,1.56,12.5
