,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Rushing,Rushing,Rushing,Rushing,Rushing,Gain Rates,Gain Rates,Gain Rates,Gain Rates,Gain Rates,Gain Rates,Gain Rates,Red Zone,Red Zone,Red Zone,Red Zone,Red Zone,Red Zone,Scrambles,Scrambles,Scrambles,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,FP,FP,FP
2026,9,Saquon Barkley,PHI,RB,1,1,WAS,100,15,83,5.53,0,0,73.3,60,46.7,6.7,6.7,6.7,6.7,0,0,0,0,2,66.7,0,0,0,2,8,1,-3,-1.5,-3,-1.5,50,0,0,0,0,0,12.1,9,9
2026,10,Bijan Robinson,ATL,RB,1,1,PIT,100,21,83,3.95,0,0,81,57.1,42.9,9.5,9.5,4.8,0,0,0,0,0,0,0,0,0,0,9,40.9,8,90,62.9,11.25,10,88.9,1,100,0,0,0,24,31.3,31.3
2026,11,Cam Skattebo,NYG,RB,1,1,DAL,100,18,81,4.5,1,0,88.9,66.7,50,11.1,0,0,0,2,100,2,100,4,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2,14.1,14.1
2026,12,Christian McCaffrey,SF,RB,1,1,LA,100,10,68,6.8,0,0,100,70,60,20,10,0,0,0,0,1,100,2,100,0,0,0,8,23.5,5,20,9.8,4,2.5,62.5,0,0,0,0,0,18.6,13.8,13.8
2026,13,Bhayshul Tuten,JAX,RB,1,1,CLV,100,15,66,4.4,0,0,66.7,66.7,53.3,20,0,0,0,0,0,0,0,0,0,0,0,0,1,4.3,1,22,9,22,22,100,0,0,0,0,0,9,9.8,9.8
2026,14,Kaelon Black,SF,RB,1,1,LA,100,14,65,4.64,0,0,92.9,71.4,35.7,7.1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9,1,5,2.4,5,5,100,0,0,0,0,0,8.5,8,8
2026,15,Jacory Croskey-Merritt,WAS,RB,1,1,PHI,100,16,63,3.94,1,0,87.5,56.3,25,12.5,0,0,0,1,50,1,50,1,14.3,0,0,0,1,2.9,1,-7,-4.3,-7,-7,100,0,0,0,0,0,10.3,12.6,12.6
2026,16,Tyler Allgeier,ARZ,RB,1,1,LAC,100,17,61,3.59,0,0,88.2,58.8,23.5,5.9,0,0,0,1,50,1,33.3,3,50,0,0,0,2,5.4,2,9,3.2,4.5,4.5,100,0,0,0,1,0,14.7,9,9
2026,17,David Montgomery,HST,RB,1,1,BUF,100,20,60,3,2,0,75,40,25,5,5,0,0,3,100,4,100,5,100,0,0,0,3,7.9,3,19,6.9,6.33,6.33,100,1,50,1,1,0,19.3,28.9,28.9
2026,18,Jordan Mason,MIN,RB,1,1,GB,100,15,59,3.93,1,0,80,53.3,20,6.7,6.7,6.7,0,1,50,2,66.7,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7,11.9,11.9
2026,19,James Cook,BUF,RB,1,1,HST,100,13,57,4.38,0,0,92.3,61.5,30.8,15.4,0,0,0,0,0,0,0,2,66.7,0,0,0,4,13.8,3,12,3.6,4,3,75,0,0,0,1,0,14.8,9.9,9.9
2026,20,Chase Brown,CIN,RB,1,1,TB,100,16,56,3.5,1,0,75,56.3,31.3,12.5,0,0,0,3,100,3,100,5,50,0,0,0,6,17.1,5,22,8.7,4.4,3.67,83.3,0,0,0,1,0,21.8,18.8,18.8
2026,21,Blake Corum,LA,RB,1,1,SF,100,10,54,5.4,0,0,80,70,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5.4,5.4
2026,22,Jadarian Price,SEA,RB,1,1,NE,100,10,52,5.2,0,0,80,70,50,20,0,0,0,0,0,0,0,0,0,0,0,0,2,8.3,2,6,3,3,3,100,0,0,0,0,0,8,7.8,7.8
2026,23,Rhamondre Stevenson,NE,RB,1,1,SEA,100,18,51,2.83,0,0,72.2,50,33.3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,6,18.2,5,44,24.7,8.8,7.33,83.3,0,0,0,0,0,18,14.5,14.5
2026,24,Chuba Hubbard,CAR,RB,1,1,CHI,100,10,49,4.9,1,0,100,90,40,10,0,0,0,1,100,3,75,3,60,0,0,0,3,7.9,3,38,10.5,12.67,12.67,100,1,33.3,1,1,0,12.7,23.7,23.7
2026,25,Travis Etienne,NO,RB,1,1,DET,100,9,46,5.11,0,0,77.8,44.4,33.3,22.2,11.1,0,0,0,0,0,0,1,25,0,0,0,8,14.3,7,32,7.8,4.57,4,87.5,0,0,0,2,0,18.8,14.8,14.8
2026,26,Jaylen Warren,PIT,RB,1,1,ATL,100,10,46,4.6,0,1,80,60,30,10,10,0,0,0,0,0,0,0,0,0,0,0,6,14.6,5,27,12.2,5.4,4.5,83.3,0,0,1,2,1,15.5,11.3,11.3
2026,27,Bucky Irving,TB,RB,1,1,CIN,100,8,45,5.63,1,1,87.5,75,62.5,12.5,0,0,0,0,0,1,50,2,40,0,0,0,7,25,7,48,22.2,6.86,6.86,100,0,0,0,0,1,16.1,21.3,21.3
2026,28,Omarion Hampton,LAC,RB,1,1,ARZ,100,12,43,3.58,1,1,75,41.7,41.7,8.3,0,0,0,0,0,1,25,2,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,9.3,9.3
2026,29,Woody Marks,HST,RB,1,1,BUF,100,9,42,4.67,0,0,77.8,77.8,44.4,22.2,0,0,0,0,0,0,0,0,0,0,0,0,1,2.6,1,-2,-0.7,-2,-2,100,0,0,0,0,0,6,5,5
2026,30,Javonte Williams,DAL,RB,1,1,NYG,100,12,41,3.42,1,0,83.3,58.3,41.7,0,0,0,0,3,100,3,100,3,75,0,0,0,5,14.7,5,31,17.7,6.2,6.2,100,1,50,0,2,0,17.4,24.2,24.2
2026,31,Kyren Williams,LA,RB,1,1,SF,100,11,41,3.73,1,0,90.9,63.6,45.5,0,0,0,0,2,66.7,3,75,4,57.1,0,0,0,3,10.7,3,24,14.3,8,8,100,0,0,0,0,0,13.2,15.5,15.5
2026,32,Mike Washington,LV,RB,1,1,MIA,100,7,41,5.86,0,0,85.7,85.7,42.9,14.3,14.3,0,0,0,0,1,100,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,4.1,4.1
2026,33,Jeremiyah Love,ARZ,RB,1,1,LAC,100,11,41,3.73,1,0,72.7,54.5,27.3,9.1,9.1,0,0,1,50,2,66.7,3,50,0,0,0,3,8.1,2,9,3.2,4.5,3,66.7,0,0,0,0,0,12.4,13,13
2026,34,Aaron Jones,MIN,RB,1,1,GB,100,12,40,3.33,1,0,83.3,58.3,33.3,0,0,0,0,1,50,1,33.3,4,50,0,0,0,1,4.2,0,0,0,0,0,0,0,0,0,0,0,10.7,10,10
2026,35,Braelon Allen,NYJ,RB,1,1,TEN,100,10,40,4,0,0,80,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2,0,0,0,0,0,0,0,0,0,1,0,7.3,4,4
2026,36,MarShawn Lloyd,GB,RB,1,1,MIN,100,13,37,2.85,0,0,76.9,46.2,30.8,7.7,0,0,0,0,0,1,50,1,33.3,0,0,0,1,2.4,0,0,0,0,0,0,0,0,0,1,0,9.6,3.7,3.7
2026,37,J.K. Dobbins,DEN,RB,1,1,KC,100,8,36,4.5,0,0,100,50,12.5,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.6,3.6
2026,38,De'Von Achane,MIA,RB,1,1,LV,100,11,36,3.27,0,0,81.8,54.5,36.4,9.1,0,0,0,0,0,0,0,3,75,0,0,0,4,14.8,4,30,13.6,7.5,7.5,100,0,0,0,0,0,13.9,10.6,10.6
2026,39,Tony Pollard,TEN,RB,1,1,NYJ,100,7,35,5,0,0,100,57.1,57.1,14.3,0,0,0,0,0,0,0,0,0,0,0,0,2,6.3,1,-1,-0.7,-1,-0.5,50,0,0,0,0,0,6.5,4.4,4.4
2026,40,Quinshon Judkins,CLV,RB,1,1,JAX,100,12,33,2.75,0,0,83.3,66.7,16.7,0,0,0,0,1,100,1,100,2,50,0,0,0,2,9.1,2,17,8.3,8.5,8.5,100,0,0,0,0,0,10.6,7,7
2026,41,Ameer Abdullah,JAX,RB,1,1,CLV,100,4,32,8,0,0,75,75,75,50,0,0,0,0,0,0,0,0,0,0,0,0,1,4.3,1,0,0,0,0,100,0,0,0,0,0,3.5,4.2,4.2
2026,42,Brian Robinson,ATL,RB,1,1,PIT,100,9,31,3.44,0,0,66.7,55.6,33.3,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,3.1,3.1
2026,43,Kendre Miller,NO,RB,1,1,DET,100,9,30,3.33,1,0,88.9,44.4,22.2,0,0,0,0,0,0,2,100,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,9,9
2026,44,Chris Brooks,GB,RB,1,1,MIN,100,7,29,4.14,0,0,85.7,57.1,42.9,14.3,0,0,0,0,0,1,50,1,33.3,0,0,0,1,2.4,0,0,0,0,0,0,0,0,0,0,0,5.8,2.9,2.9
2026,45,George Holani,SEA,RB,1,1,NE,100,8,29,3.63,0,0,100,62.5,12.5,0,0,0,0,0,0,0,0,2,66.7,0,0,0,1,4.2,0,0,0,0,0,0,0,0,0,0,0,7.1,2.9,2.9
2026,46,AJ Dillon,CAR,RB,1,1,CHI,100,5,28,5.6,0,0,80,80,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.8,2.8
2026,47,Emmett Johnson,KC,RB,1,1,DEN,100,8,24,3,0,0,100,62.5,12.5,0,0,0,0,0,0,0,0,1,11.1,0,0,0,2,7.4,2,44,23.9,22,22,100,0,0,0,0,0,7.8,8.8,8.8
2026,48,Chris Rodriguez,JAX,RB,1,1,CLV,100,6,23,3.83,0,0,100,66.7,33.3,0,0,0,0,0,0,1,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,2.3,2.3
2026,49,Rachaad White,WAS,RB,1,1,PHI,100,7,22,3.14,0,0,71.4,57.1,14.3,0,0,0,0,0,0,0,0,1,14.3,0,0,0,2,5.9,2,5,3,2.5,2.5,100,0,0,0,1,0,8.1,4.7,4.7
2026,50,Samaje Perine,CIN,RB,1,1,TB,100,5,20,4,0,0,100,80,20,0,0,0,0,0,0,0,0,1,10,0,0,0,3,8.6,3,30,11.8,10,10,100,0,0,0,0,0,7.8,8,8
2026,51,Ronnie Rivers,LA,RB,1,1,SF,100,5,19,3.8,0,0,100,60,40,0,0,0,0,0,0,0,0,2,28.6,0,0,0,1,3.6,1,5,3,5,5,100,0,0,0,0,0,5.6,3.4,3.4
2026,52,Justice Hill,BLT,RB,1,1,IND,100,6,18,3,0,0,83.3,50,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,10,3.1,10,10,100,0,0,0,0,0,4.5,3.8,3.8
2026,53,RJ Harvey,DEN,RB,1,1,KC,100,3,18,6,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14.3,4,23,17.6,5.75,5.75,100,0,0,0,0,0,7.5,8.1,8.1
2026,54,Devin Singletary,NYG,RB,1,1,DAL,100,6,16,2.67,0,0,100,66.7,0,0,0,0,0,0,0,0,0,1,16.7,0,0,0,4,13.8,4,22,9.6,5.5,5.5,100,1,33.3,1,2,0,11.3,13.8,13.8
2026,55,Kaytron Allen,WAS,RB,1,1,PHI,100,4,16,4,0,0,100,100,25,0,0,0,0,1,50,1,50,3,42.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,1.6,1.6
2026,56,Rico Dowdle,PIT,RB,1,1,ATL,100,8,15,1.88,0,0,62.5,50,12.5,0,0,0,0,0,0,0,0,1,100,0,0,0,4,9.8,2,6,2.7,3,1.5,50,0,0,0,0,0,10.8,4.1,4.1
2026,57,Kenny Gainwell,TB,RB,1,1,CIN,100,5,15,3,0,0,80,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.6,1,3,1.4,3,3,100,0,0,0,0,0,4,2.8,2.8
2026,58,Jonathon Brooks,CAR,RB,1,1,CHI,100,4,14,3.5,0,0,100,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.3,1,48,13.3,48,24,50,0,0,0,0,0,5,7.2,7.2
2026,59,Tyrone Tracy,NYG,RB,1,1,DAL,100,2,14,7,0,1,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4,0.4
2026,60,Tyjae Spears,TEN,RB,1,1,NYJ,100,3,12,4,0,0,100,33.3,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,0,4,12.5,2,12,8.6,6,3,50,0,0,0,0,0,7.5,4.4,4.4
2026,61,Corey Kiner,NE,RB,1,1,SEA,100,6,11,1.83,0,0,66.7,33.3,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.1,1.1
2026,62,Keaton Mitchell,LAC,RB,1,1,ARZ,100,4,9,2.25,0,0,75,25,25,0,0,0,0,0,0,1,25,2,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0.9,0.9
2026,63,Emari Demercado,DAL,RB,1,1,NYG,100,2,7,3.5,0,0,100,100,0,0,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0.7,0.7
2026,64,Sione Vaki,DET,RB,1,1,NO,100,2,7,3.5,0,0,100,100,0,0,0,0,0,0,0,0,0,1,11.1,0,0,0,1,2.6,1,11,5.3,11,11,100,0,0,0,0,0,3.3,2.8,2.8
2026,65,Will Shipley,PHI,RB,1,1,WAS,100,2,4,2,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,8,3.9,8,8,100,0,0,0,0,0,2.5,2.2,2.2
2026,66,CJ Donaldson,NO,RB,1,1,DET,100,2,4,2,0,0,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.6,1,-2,-0.5,-2,-1,50,0,0,0,0,0,4,1.2,1.2
2026,67,Tank Bigsby,PHI,RB,1,1,WAS,100,1,3,3,0,0,100,100,0,0,0,0,0,0,0,0,0,1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.3,0.3
2026,68,Emanuel Wilson,SEA,RB,1,1,NE,100,2,3,1.5,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3,0.3
2026,69,Frank Gore,BUF,RB,1,1,HST,100,1,3,3,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3,0.3
2026,70,Ray Davis,BUF,RB,1,1,HST,100,1,3,3,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3,0.3
2026,71,Raheim Sanders,CLV,RB,1,1,JAX,100,1,1,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13.6,3,25,12.2,8.33,8.33,100,0,0,0,0,0,5,5.6,5.6
2026,72,Jaylen Wright,MIA,RB,1,1,LV,100,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-0.1,-0.1
Exported from Data Suite 2.0 by michaelgingrave (user 380) on 2026-09-16 15:35 UTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
