,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Splits,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Alignment,Alignment,Alignment,Alignment,FP,FP,FP,FP,FP,FP,FP,FP
Season,Rank,Name,Team,POS,G,WEEK,OPP,RTE %,TGT %,SNAP %,RTE,RTE %,TGT,TGT %,YPRR,TPRR,aDOT,AY,AY Share,YDS,TM YDS %,YPT,YPR,REC,CR %,YAC,YAC/REC,YACO,YACO/REC,TD,XTD,TM TD %,i20 TGT,EZTGT,EZTD,1D,1D/RR,RATE,1READ,1READ %,DESIGN,DESIGN %,CTGT,CTGT %,DEEP,EXP %,DRP,DRP %,CT,CC,CC %,HERO,MTF,MTF/REC,THREAT %,YPTOE,EPA/TGT,WIDE RTE %,SLOT RTE %,INLINE RTE %,BACK RTE %,FP,XFP,FP/G,XFP/G,DIFF,FP/RR,XFP/RR,RecXFP
2025,,League Avg,,,,,,,,57.83569576490927,5.393258426966292,57.09152981849613,1.418323249783924,15.129472774416575,1.9,0.26,5.14057908383751,11.757130509939499,15.765427830596362,10.244598098530682,15.145116681071729,7.22,10.38,0.9870354364736387,69.6,4.302506482281763,4.36,1.557476231633535,1.58,0.07173725151253241,0.06929991356957658,5.358426966292137,0.21521175453759722,0.09593777009507347,0.036300777873811585,0.5082108902333622,0.094,52.28081244598088,1.1192739844425237,15.301382886776151,0.14433880726015558,10.2,1.121866897147796,79.1,0.14174589455488332,13.3,0.07173725151253241,5.1,0.16421780466724287,0.10025929127052723,61.1,0.012100259291270527,0.12618841832324978,0.13,23.8,-0.4,0.237,43.113828867761434,45.102679343128855,11.065082108902336,0.7189282627484874,2.4367329299913596,2.450907519446838,2.4367329299913596,2.4509507346586017,-0.01421780466724277,0.45,0.45,2.450907519446838
2025,1,Rashid Shaheed,NO,WR,1,5,NYG,16.666666666666664,28.57142857142857,66.1,9,100,4,44.4,12.67,0.44,16.25,65,65.7,114,79.2,28.5,28.5,4,100,49,12.25,1,0.25,1,0.16,100,0,0,0,3,0.333,158.3,4,50,0,0,4,100,1,25,0,0,0,0,0,0,0,0,44.4,19.24,2.737,33.3,66.7,0,0,21.4,11.6,21.4,11.64,9.76,2.38,1.29,11.6
2025,2,Wan'Dale Robinson,NYG,WR,1,2,DAL,15.555555555555555,22.58064516129032,70.8,7,100,7,100,13.43,1,16.86,118,100,94,100,13.43,18.8,5,71.4,25,5,12,2.4,0,0.25,0,1,0,0,2,0.286,113.7,5,100,1,14.3,6,85.7,3,40,0,0,1,0,0,0,0,0,100,4.06,0.389,0,100,0,0,14.4,15.3,14.4,15.3,-0.9,2.06,2.19,15.3
2025,3,Puka Nacua,LA,WR,1,1,HST,22,37.5,63.2,11,91.7,9,75,8.45,0.82,8.67,78,65,93,72.1,10.33,11.63,8,88.9,24,3,25,3.13,0,0.06,0,0,0,0,5,0.455,109.7,9,75,1,11.1,8,88.9,0,25,0,0,0,0,0,0,1,0.13,81.8,2.32,0.723,9.1,90.9,0,0,17.3,18.2,17.3,18.22,-0.92,1.57,1.66,18.2
2025,4,Tutu Atwell,LA,WR,1,4,IND,10.344827586206897,25,28.6,3,50,1,16.7,29.33,0.33,26,26,37.7,88,62,88,88,1,100,62,62,0,0,1,0.24,100,0,0,0,1,0.333,158.3,1,16.7,0,0,1,100,1,100,0,0,0,0,0,0,0,0,33.3,74.99,6.507,0,100,0,0,15.8,5.8,15.8,5.8,10,5.27,1.93,5.8
2025,5,Marquise Brown,KC,WR,1,1,LAC,21.818181818181817,41.17647058823529,93.1,12,100,7,58.3,7.17,0.58,7.71,54,68.4,86,63.2,12.29,12.29,7,100,32,4.57,3,0.43,0,0.37,0,1,0,0,4,0.333,117.9,5,50,1,14.3,7,100,1,16.7,0,0,0,0,0,0,2,0.29,58.3,5.54,1.09,25,75,0,0,15.6,16.6,15.6,16.62,-1.02,1.3,1.39,16.6
2025,6,Amon-Ra St. Brown,DET,WR,1,5,CIN,15.09433962264151,21.428571428571427,80.3,8,100,6,75,10.5,0.75,4.33,26,81.3,84,84,14,14,6,100,58,9.67,8,1.33,0,0.02,0,0,0,0,4,0.5,118.8,6,75,1,16.7,6,100,0,16.7,0,0,0,0,0,0,2,0.33,75,7.57,1.102,25,75,0,0,14.4,10.7,14.4,10.67,3.73,1.8,1.33,10.7
2025,7,Brock Bowers,LV,TE,1,1,NE,23.076923076923077,27.27272727272727,50,6,66.7,3,33.3,12.17,0.5,12,36,34.6,73,50,24.33,24.33,3,100,37,12.33,7,2.33,0,0.03,0,0,0,0,2,0.333,118.8,2,33.3,0,0,3,100,1,66.7,0,0,0,0,0,0,0,0,50,14.59,1.554,16.7,50,33.3,0,10.3,8.2,10.3,8.2,2.1,1.72,1.37,8.2
2025,8,Mark Andrews,BLT,TE,1,3,DET,22.22222222222222,23.809523809523807,79.6,8,88.9,5,55.6,9,0.63,9,45,76.3,72,70.6,14.4,14.4,5,100,27,5.4,8,1.6,2,0.81,100,1,1,1,3,0.375,158.3,5,62.5,0,0,5,100,0,25,0,0,1,1,100,0,0,0,55.6,6.26,1.812,12.5,75,12.5,0,24.2,14.4,24.2,14.42,9.78,3.02,1.8,14.4
