,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Zone Concept,Zone Concept,Zone Concept,Zone Concept,Zone Concept,Zone Concept,Man/Gap Concept,Man/Gap Concept,Man/Gap Concept,Man/Gap Concept,Man/Gap Concept,Man/Gap Concept,FP,FP,FP,FP,FP
Season,Rank,Name,Team,POS,G,PERS,ATT %,SNAP %,ATT,DCS %,SNEAK %,YDS,YPC,TD,XTD,FUM,1D,EXP RUN %,EXP YDS,EXP YDS %,i5 %,TD RATE,SUCC %,STUFF %,RYOE,YBC/ATT,HIT %,YACO/ATT,YACO %,MTF,MTF/A,EPA/A,EPA,ZONE ATT,ZONE ATT %,ZONE YDS,ZONE TD,ZONE YPC,ZONE SUCC %,MAN ATT,MAN ATT %,MAN YDS,MAN TD,MAN YPC,MAN SUCC %,FP,XFP,FP/G,XFP/G,DIFF
2026,60,Rachaad White,WAS,RB,1,11,57.14285714285714,39.6,4,21.1,0,18,4.5,0,0.04,0,1,0,0,0,0,0,50,0,-4.6,2.25,25,2.25,50,0,0,-0.174,-0.7,2,50,11,0,5.5,50,2,50,7,0,3.5,50,1.8,2.5,1.8,2.48,-0.68
2026,61,Ronnie Rivers,LA,RB,1,11,80,22.6,4,40,0,18,4.5,0,0.02,0,1,0,0,0,0,0,75,25,3.8,1.75,25,2.75,61.1,0,0,-0.383,-1.5,0,0,0,0,0,0,4,100,18,0,4.5,75,1.8,1.5,1.8,1.55,0.25
2026,62,De'Von Achane,MIA,RB,1,21,54.54545454545454,85.7,6,100,0,18,3,0,0.05,0,1,0,0,0,0,0,16.7,66.7,-6.3,1.17,50,1.83,61.1,1,0.17,-0.13,-0.8,4,66.7,10,0,2.5,25,2,33.3,8,0,4,0,1.8,2.7,1.8,2.71,-0.91
2026,63,Kyle Monangai,CHI,RB,1,12,40,42.9,4,40,0,18,4.5,0,0.04,0,0,0,0,0,0,0,50,25,2.9,2.75,25,1.75,38.9,0,0,-0.458,-1.8,3,75,11,0,3.67,33.3,1,25,7,0,7,100,1.8,1.8,1.8,1.77,0.03
2026,64,Omarion Hampton,LAC,RB,1,21,25,75,3,50,0,18,6,0,0.01,0,1,33.3,14,77.8,0,0,33.3,66.7,4,2,66.7,4,66.7,0,0,-0.038,-0.1,1,33.3,2,0,2,0,2,66.7,16,0,8,50,1.8,1.4,1.8,1.43,0.37
2026,65,Bhayshul Tuten,JAX,RB,1,13,26.666666666666668,45.5,4,66.7,0,18,4.5,0,0.08,0,2,25,12,66.7,0,0,50,50,-2.4,2.75,50,1.75,38.9,1,0.25,0.054,0.2,2,50,12,0,6,50,2,50,6,0,3,50,1.8,2.5,1.8,2.52,-0.72
2026,66,Quinshon Judkins,CLV,RB,1,11,50,58.8,6,46.2,0,18,3,0,0.17,0,1,0,0,0,100,0,50,50,-3,2,16.7,1,33.3,0,0,-0.127,-0.8,2,33.3,5,0,2.5,50,4,66.7,13,0,3.25,50,1.8,3.1,1.8,3.11,-1.31
2026,67,Kaelon Black,SF,RB,1,12,28.57142857142857,58.3,4,80,0,18,4.5,0,0.01,0,2,0,0,0,0,0,75,25,0.4,3,25,1.5,33.3,0,0,0.049,0.2,3,75,14,0,4.67,66.7,1,25,4,0,4,100,1.8,1.8,1.8,1.82,-0.02
2026,68,Jadarian Price,SEA,RB,1,12,40,66.7,4,57.1,0,18,4.5,0,0,0,1,25,12,66.7,0,0,50,50,1.2,1.5,75,3,66.7,1,0.25,-0.166,-0.7,3,75,18,0,6,66.7,1,25,0,0,0,0,1.8,1.7,1.8,1.7,0.1
2026,69,Saquon Barkley,PHI,RB,1,12,53.333333333333336,71.4,8,88.9,0,17,2.13,0,0.03,0,0,0,0,0,0,0,25,62.5,-21.1,0.63,37.5,1.5,70.6,2,0.25,-0.45,-3.6,5,62.5,14,0,2.8,40,3,37.5,3,0,1,0,1.7,4,1.7,4.02,-2.32
2026,70,Jaylen Warren,PIT,RB,1,21,10,66.7,1,50,0,17,17,0,0.01,0,1,100,17,100,0,0,100,0,12.1,8,0,9,52.9,1,1,0.844,0.8,0,0,0,0,0,0,1,100,17,0,17,100,1.7,0.5,1.7,0.52,1.18
2026,71,Brian Robinson,ATL,RB,1,11,44.44444444444444,20.7,4,28.6,0,17,4.25,0,0.01,0,1,25,14,82.4,0,0,50,50,-1.2,-1.75,100,6,141.2,1,0.25,-0.092,-0.4,3,75,18,0,6,66.7,1,25,-1,0,-1,0,1.7,1.9,1.7,1.87,-0.17
2026,72,George Holani,SEA,RB,1,12,37.5,33.3,3,42.9,0,17,5.67,0,0.03,0,0,0,0,0,0,0,66.7,0,5.8,3.33,0,2.33,41.2,0,0,-0.055,-0.2,1,33.3,4,0,4,100,2,66.7,13,0,6.5,50,1.7,1.3,1.7,1.32,0.38
2026,73,De'Von Achane,MIA,RB,1,11,27.27272727272727,88.2,3,60,0,15,5,0,0,0,1,33.3,10,66.7,0,0,66.7,33.3,-0.2,3.33,33.3,1.67,33.3,1,0.33,0.014,0,0,0,0,0,0,0,3,100,15,0,5,66.7,1.5,1.5,1.5,1.53,-0.03
2026,74,Jaylen Warren,PIT,RB,1,11,60,40.5,6,75,0,14,2.33,0,0.03,1,1,0,0,0,0,0,50,50,-14.6,0.17,66.7,2.17,92.9,0,0,-0.302,-1.8,4,66.7,9,0,2.25,50,2,33.3,5,0,2.5,50,0.4,3.1,0.4,3.06,-2.66
2026,75,Tyler Allgeier,ARZ,RB,1,13,35.294117647058826,56.3,6,54.5,0,14,2.33,0,0.34,0,0,0,0,0,100,0,16.7,50,-6,0.5,50,1.83,78.6,0,0,-0.387,-2.3,3,50,6,0,2,33.3,3,50,8,0,2.67,0,1.4,4,1.4,4.05,-2.65
2026,76,Brian Robinson,ATL,RB,1,12,55.55555555555556,36.8,5,38.5,0,14,2.8,0,0.01,0,1,0,0,0,0,0,20,80,-8.6,1.6,40,1.2,42.9,0,0,-0.138,-0.7,3,60,10,0,3.33,33.3,2,40,4,0,2,0,1.4,2.3,1.4,2.31,-0.91
2026,77,Kenny Gainwell,TB,RB,1,11,60,39.5,3,27.3,0,13,4.33,0,0.01,0,1,0,0,0,0,0,66.7,33.3,-0.3,2,0,2.33,53.8,0,0,0.109,0.3,1,33.3,2,0,2,0,2,66.7,11,0,5.5,100,1.3,1.4,1.3,1.4,-0.1
2026,78,Jaylen Warren,PIT,RB,1,12,20,23.5,2,28.6,0,13,6.5,0,0.01,0,1,0,0,0,0,0,50,0,4.8,3.5,0,3,46.2,0,0,0.069,0.1,2,100,13,0,6.5,50,0,0,0,0,0,0,1.3,0.9,1.3,0.86,0.44
2026,79,Ameer Abdullah,JAX,RB,1,11,25,9.1,1,12.5,0,12,12,0,0.01,0,0,100,12,100,0,0,0,0,7.6,10,0,2,16.7,0,0,0.281,0.3,1,100,12,0,12,0,0,0,0,0,0,0,1.2,0.5,1.2,0.52,0.68
2026,80,George Holani,SEA,RB,1,11,62.5,80,5,83.3,0,12,2.4,0,0.02,0,0,0,0,0,0,0,20,60,-13.3,1.2,60,1.2,50,0,0,-0.396,-2,4,80,8,0,2,0,1,20,4,0,4,100,1.2,2.6,1.2,2.64,-1.44
2026,81,Jonathon Brooks,CAR,RB,1,11,75,28.6,3,33.3,0,12,4,0,0,0,0,0,0,0,0,0,33.3,33.3,-0.6,2.67,33.3,1.33,33.3,0,0,-0.203,-0.6,3,100,12,0,4,33.3,0,0,0,0,0,0,1.2,1.3,1.2,1.27,-0.07
2026,82,Omarion Hampton,LAC,RB,1,13,16.666666666666664,100,2,100,0,12,6,0,0,0,2,0,0,0,0,0,100,0,3.5,2,0,4,66.7,0,0,0.22,0.4,1,50,6,0,6,100,1,50,6,0,6,100,1.2,0.9,1.2,0.86,0.34
2026,83,Christian McCaffrey,SF,RB,1,11,20,72.2,2,66.7,0,11,5.5,0,0,0,0,0,0,0,0,0,100,0,1.8,2,0,3.5,63.6,0,0,0.051,0.1,2,100,11,0,5.5,100,0,0,0,0,0,0,1.1,0.9,1.1,0.94,0.16
2026,84,Aaron Jones,MIN,RB,1,21,33.33333333333333,37.5,4,44.4,0,11,2.75,1,0.25,0,2,0,0,0,50,25,75,25,-3.1,1.25,25,1.5,54.5,0,0,0.103,0.4,1,25,5,0,5,100,3,75,6,1,2,66.7,7.1,2.9,7.1,2.94,4.16
2026,85,Justice Hill,BLT,RB,1,11,66.66666666666666,66.7,4,50,0,11,2.75,0,0.04,0,1,0,0,0,0,0,50,50,-7.1,1.75,25,1,36.4,1,0.25,-0.513,-2.1,3,75,9,0,3,66.7,1,25,2,0,2,0,1.1,2.1,1.1,2.05,-0.95
2026,86,Rico Dowdle,PIT,RB,1,12,62.5,76.5,5,71.4,0,11,2.2,0,0,0,0,0,0,0,0,0,40,60,-9.7,0.8,40,1.4,63.6,1,0.2,-0.435,-2.2,5,100,11,0,2.2,40,0,0,0,0,0,0,1.1,2.1,1.1,2.1,-1
2026,87,Rhamondre Stevenson,NE,RB,1,12,22.22222222222222,73.3,4,57.1,0,11,2.75,0,0,0,1,0,0,0,0,0,50,25,-7.8,0.25,50,2.5,90.9,0,0,-0.148,-0.6,2,50,8,0,4,50,2,50,3,0,1.5,50,1.1,1.9,1.1,1.9,-0.8
2026,88,Tyjae Spears,TEN,RB,1,11,66.66666666666666,63.9,2,40,0,11,5.5,0,0.02,0,1,50,10,90.9,0,0,50,50,2.6,3.5,50,2,36.4,0,0,0.019,0,2,100,11,0,5.5,50,0,0,0,0,0,0,1.1,1,1.1,0.97,0.13
2026,89,RJ Harvey,DEN,RB,1,11,66.66666666666666,69,2,40,0,11,5.5,0,0,0,1,0,0,0,0,0,100,0,2.7,3,0,2.5,45.5,0,0,0.417,0.8,2,100,11,0,5.5,100,0,0,0,0,0,0,1.1,0.8,1.1,0.84,0.26
2026,90,Quinshon Judkins,CLV,RB,1,12,25,88.9,3,100,0,11,3.67,0,0.03,0,0,0,0,0,0,0,66.7,0,-2.4,2.67,0,1,27.3,0,0,-0.17,-0.5,1,33.3,3,0,3,0,2,66.7,8,0,4,100,1.1,1.5,1.1,1.55,-0.45
2026,91,Samaje Perine,CIN,RB,1,11,60,20.5,3,25,0,10,3.33,0,0.04,0,0,0,0,0,0,0,0,0,-4.5,2,0,1.33,40,0,0,-0.414,-1.2,3,100,10,0,3.33,0,0,0,0,0,0,0,1,1.7,1,1.68,-0.68
2026,92,Samaje Perine,CIN,RB,1,12,40,35,2,20,0,10,5,0,0.04,0,1,0,0,0,0,0,50,50,0.8,1.5,0,3.5,70,0,0,0.34,0.7,2,100,10,0,5,50,0,0,0,0,0,0,1,1.2,1,1.17,-0.17
2026,93,Chuba Hubbard,CAR,RB,1,11,20,57.1,2,22.2,0,10,5,0,0.01,0,0,0,0,0,0,0,100,0,2.2,1.5,50,3.5,70,2,1,0.137,0.3,2,100,10,0,5,100,0,0,0,0,0,0,1,0.8,1,0.83,0.17
2026,94,Braelon Allen,NYJ,RB,1,12,20,26.7,2,22.2,0,10,5,0,0.01,0,0,0,0,0,0,0,50,50,2.1,2,50,3,60,0,0,-0.043,-0.1,1,50,2,0,2,0,1,50,8,0,8,100,1,0.8,1,0.83,0.17
2026,95,Aaron Jones,MIN,RB,1,22,25,50,3,50,0,9,3,0,0.08,0,1,0,0,0,0,0,66.7,33.3,-2.3,0.67,33.3,2.33,77.8,0,0,0.117,0.4,0,0,0,0,0,0,2,66.7,8,0,4,50,0.9,1.6,0.9,1.59,-0.69
2026,96,Tony Pollard,TEN,RB,1,11,42.857142857142854,36.1,3,60,0,9,3,0,0,0,0,0,0,0,0,0,33.3,66.7,-5.7,1,33.3,2,66.7,0,0,-0.317,-1,0,0,0,0,0,0,3,100,9,0,3,33.3,0.9,1.5,0.9,1.5,-0.6
2026,97,David Montgomery,HST,RB,1,11,20,45.2,4,50,0,9,2.25,0,0.01,0,0,0,0,0,0,0,50,50,-11,0.5,50,1.75,77.8,0,0,-0.448,-1.8,2,50,3,0,1.5,50,2,50,6,0,3,50,0.9,2,0.9,2.04,-1.14
2026,98,Bucky Irving,TB,RB,1,21,12.5,100,1,100,0,9,9,0,0,0,1,0,0,0,0,0,100,0,4.5,4,0,5,55.6,1,1,0.45,0.5,1,100,9,0,9,100,0,0,0,0,0,0,0.9,0.5,0.9,0.46,0.44
2026,99,Bhayshul Tuten,JAX,RB,1,11,13.333333333333334,36.4,2,25,0,9,4.5,0,0,0,0,0,0,0,0,0,50,50,-0.7,2.5,0,2,44.4,0,0,0.11,0.2,0,0,0,0,0,0,2,100,9,0,4.5,50,0.9,1,0.9,0.97,-0.07
2026,100,Emmett Johnson,KC,RB,1,13,25,22.2,2,22.2,0,9,4.5,0,0.12,0,1,0,0,0,0,0,100,0,3,1,50,3.5,77.8,0,0,0.534,1.1,1,50,3,0,3,100,1,50,6,0,6,100,0.9,1.3,0.9,1.3,-0.4
2026,101,Kaytron Allen,WAS,RB,1,11,50,8.3,2,10.5,0,9,4.5,0,0.03,0,0,0,0,0,0,0,100,0,0.7,2,0,2.5,55.6,1,0.5,0.118,0.2,1,50,4,0,4,100,1,50,5,0,5,100,0.9,1,0.9,1,-0.1
2026,102,Keaton Mitchell,LAC,RB,1,11,25,42.9,1,33.3,0,8,8,0,0.02,0,0,0,0,0,0,0,100,0,3.6,-1,100,9,112.5,2,2,0.634,0.6,1,100,8,0,8,100,0,0,0,0,0,0,0.8,0.5,0.8,0.53,0.27
2026,103,Kendre Miller,NO,RB,1,12,33.33333333333333,47.4,3,60,0,8,2.67,0,0,0,0,0,0,0,0,0,33.3,66.7,-3.2,1,33.3,1.67,62.5,0,0,-0.327,-1,3,100,8,0,2.67,33.3,0,0,0,0,0,0,0.8,1.1,0.8,1.13,-0.33
2026,104,Chris Rodriguez,JAX,RB,1,12,33.33333333333333,22.7,2,14.3,0,8,4,0,0.03,0,0,0,0,0,0,0,50,50,1.1,1,50,3,75,1,0.5,0.056,0.1,0,0,0,0,0,0,2,100,8,0,4,50,0.8,0.9,0.8,0.89,-0.09
2026,105,Chris Rodriguez,JAX,RB,1,13,16.666666666666664,54.5,1,16.7,0,8,8,0,0.01,0,0,0,0,0,0,0,100,0,4.2,4,0,4,50,0,0,0.598,0.6,1,100,8,0,8,100,0,0,0,0,0,0,0.8,0.4,0.8,0.43,0.37
2026,106,Chris Brooks,GB,RB,1,11,42.857142857142854,81.3,3,100,0,8,2.67,0,0.37,0,0,0,0,0,0,0,33.3,66.7,-4.8,1.33,66.7,1.33,50,0,0,-0.388,-1.2,3,100,8,0,2.67,33.3,0,0,0,0,0,0,0.8,3.5,0.8,3.52,-2.72
2026,107,Tyrone Tracy,NYG,RB,1,11,50,4.5,1,16.7,0,8,8,0,0,1,0,0,0,0,0,0,100,0,3.9,8,0,0,0,0,0,-3.183,-3.2,0,0,0,0,0,0,1,100,8,0,8,100,-0.2,0.4,-0.2,0.43,-0.63
2026,108,Corey Kiner,NE,RB,1,21,50,60,3,60,0,8,2.67,0,0,0,0,0,0,0,0,0,33.3,66.7,-5.6,0.67,66.7,2,75,0,0,-0.151,-0.5,2,66.7,8,0,4,50,1,33.3,0,0,0,0,0.8,1.4,0.8,1.38,-0.58
2026,109,Omarion Hampton,LAC,RB,1,22,16.666666666666664,100,2,100,0,8,4,0,0.06,0,0,0,0,0,0,0,50,50,0.8,1,50,3,75,1,0.5,-0.117,-0.2,2,100,8,0,4,50,0,0,0,0,0,0,0.8,1,0.8,1.05,-0.25
2026,110,Emmett Johnson,KC,RB,1,11,50,45.5,4,30.8,0,8,2,0,0.04,0,0,0,0,0,0,0,25,75,-9.6,0,75,2,100,0,0,-0.221,-0.9,2,50,5,0,2.5,50,2,50,3,0,1.5,0,0.8,2,0.8,2.02,-1.22
2026,111,Justice Hill,BLT,RB,1,13,33.33333333333333,52.9,2,22.2,0,7,3.5,0,0.03,0,1,0,0,0,0,0,50,50,-1.4,2,50,1.5,42.9,0,0,-0.15,-0.3,1,50,0,0,0,0,1,50,7,0,7,100,0.7,1,0.7,1.04,-0.34
2026,112,Devin Singletary,NYG,RB,1,20,33.33333333333333,28.6,2,40,0,7,3.5,0,0,0,0,0,0,0,0,0,50,50,-1.6,1.5,50,2,57.1,1,0.5,0.097,0.2,2,100,7,0,3.5,50,0,0,0,0,0,0,0.7,0.9,0.7,0.87,-0.17
2026,113,Javonte Williams,DAL,RB,1,21,16.666666666666664,100,2,100,0,7,3.5,0,0.15,0,0,0,0,0,100,0,100,50,2,2.5,0,1,28.6,0,0,0.111,0.2,2,100,7,0,3.5,100,0,0,0,0,0,0,0.7,1.4,0.7,1.42,-0.72
2026,114,Kyren Williams,LA,RB,1,11,27.27272727272727,61.3,3,30,0,7,2.33,0,0.01,0,0,0,0,0,0,0,0,66.7,-6.8,0.67,33.3,1.67,71.4,1,0.33,-0.46,-1.4,2,66.7,7,0,3.5,0,1,33.3,0,0,0,0,0.7,1.4,0.7,1.41,-0.71
2026,115,Jahmyr Gibbs,DET,RB,1,13,27.586206896551722,83.3,8,88.9,0,7,0.88,2,1.88,0,4,0,0,0,100,25,50,50,-17,0.25,62.5,0.63,71.4,4,0.5,-0.329,-2.6,3,37.5,4,0,1.33,33.3,5,62.5,3,2,0.6,60,12.7,13.7,12.7,13.66,-0.96
2026,116,Braelon Allen,NYJ,RB,1,11,20,39.3,2,16.7,0,7,3.5,0,0.01,0,0,0,0,0,0,0,50,50,-0.3,0,50,3.5,100,1,0.5,-0.359,-0.7,1,50,7,0,7,100,1,50,0,0,0,0,0.7,0.8,0.7,0.78,-0.08
2026,117,Woody Marks,HST,RB,1,13,22.22222222222222,13.3,2,15.4,0,7,3.5,0,0.01,0,2,0,0,0,0,0,100,0,-0.3,1.5,0,2,57.1,0,0,0.977,2,0,0,0,0,0,0,2,100,7,0,3.5,100,0.7,0.8,0.7,0.78,-0.08
2026,118,RJ Harvey,DEN,RB,1,12,33.33333333333333,25,1,33.3,0,7,7,0,0,0,0,0,0,0,0,0,100,0,2.3,5,0,2,28.6,0,0,0.327,0.3,0,0,0,0,0,0,1,100,7,0,7,100,0.7,0.5,0.7,0.47,0.23
2026,119,Emmett Johnson,KC,RB,1,12,25,18.2,2,22.2,0,7,3.5,0,0.02,0,0,0,0,0,0,0,50,0,-0.8,2,50,1.5,42.9,0,0,-0.316,-0.6,1,50,4,0,4,100,1,50,3,0,3,0,0.7,0.9,0.7,0.9,-0.2
2026,120,Jeremiyah Love,ARZ,RB,1,13,36.36363636363637,43.8,4,36.4,0,7,1.75,0,0.01,0,0,0,0,0,0,0,0,100,-8.8,0.5,50,1.25,71.4,0,0,-0.345,-1.4,3,75,4,0,1.33,0,1,25,3,0,3,0,0.7,1.7,0.7,1.66,-0.96
2026,121,Kaytron Allen,WAS,RB,1,12,50,18.2,2,28.6,0,7,3.5,0,0.26,0,0,0,0,0,100,0,100,50,1.8,1.5,0,2,57.1,0,0,-0.033,-0.1,2,100,7,0,3.5,100,0,0,0,0,0,0,0.7,2.1,0.7,2.07,-1.37
2026,122,Jordan Mason,MIN,RB,1,22,20,50,3,50,0,6,2,0,0.11,0,0,0,0,0,0,0,0,66.7,-2.7,0.67,66.7,1.33,66.7,0,0,-0.676,-2,1,33.3,3,0,3,0,2,66.7,3,0,1.5,0,0.6,1.5,0.6,1.55,-0.95
2026,123,Tyrone Tracy,NYG,RB,1,20,50,14.3,1,20,0,6,6,0,0,0,1,0,0,0,0,0,100,0,1.5,6,0,0,0,0,0,0.494,0.5,1,100,6,0,6,100,0,0,0,0,0,0,0.6,0.5,0.6,0.45,0.15
2026,124,Mike Washington,LV,RB,1,12,14.285714285714285,25,1,11.1,0,6,6,0,0.01,0,0,0,0,0,0,0,100,0,2.7,2,0,4,66.7,0,0,0.514,0.5,1,100,6,0,6,100,0,0,0,0,0,0,0.6,0.4,0.6,0.39,0.21
2026,125,J.K. Dobbins,DEN,RB,1,12,25,75,2,66.7,0,5,2.5,0,0,0,0,0,0,0,0,0,50,50,-4.3,1,50,1.5,60,0,0,-0.24,-0.5,1,50,1,0,1,0,1,50,4,0,4,100,0.5,1,0.5,0.96,-0.46
2026,126,D'Andre Swift,CHI,RB,1,13,11.11111111111111,54.5,2,50,0,5,2.5,0,0.01,0,0,0,0,0,0,0,50,50,-3.1,2,50,0.5,20,0,0,-0.248,-0.5,2,100,5,0,2.5,50,0,0,0,0,0,0,0.5,0.8,0.5,0.85,-0.35
2026,127,Javonte Williams,DAL,RB,1,12,8.333333333333332,83.3,1,50,0,5,5,0,0,0,0,0,0,0,0,0,100,0,0.6,0,100,5,100,1,1,0.019,0,1,100,5,0,5,100,0,0,0,0,0,0,0.5,0.4,0.5,0.44,0.06
2026,128,James Cook,BUF,RB,1,11,15.384615384615385,52.2,2,50,0,5,2.5,0,0.07,0,0,0,0,0,0,0,0,100,-3.7,1,0,1.5,60,0,0,-0.495,-1,1,50,2,0,2,0,1,50,3,0,3,0,0.5,1.3,0.5,1.31,-0.81
2026,129,Jordan Mason,MIN,RB,1,21,33.33333333333333,62.5,5,55.6,0,5,1,1,0.86,0,1,0,0,0,50,20,60,40,-12.9,-0.2,60,1.2,120,0,0,-0.3,-1.5,3,60,1,1,0.33,66.7,2,40,4,0,2,50,6.5,6.9,6.5,6.95,-0.45
2026,130,Chris Rodriguez,JAX,RB,1,11,33.33333333333333,50,2,25,0,5,2.5,0,0.01,0,0,0,0,0,0,0,50,50,-4.2,1,0,1.5,60,0,0,-0.94,-1.9,1,50,4,0,4,100,1,50,1,0,1,0,0.5,1,0.5,1.01,-0.51
2026,131,Quinshon Judkins,CLV,RB,1,22,16.666666666666664,100,2,100,0,5,2.5,0,0,0,0,0,0,0,0,0,50,50,-2.7,1.5,50,1,40,0,0,-0.341,-0.7,1,50,4,0,4,100,1,50,1,0,1,0,0.5,0.8,0.5,0.78,-0.28
2026,132,Kaelon Black,SF,RB,1,22,14.285714285714285,66.7,2,66.7,0,5,2.5,0,0.03,0,0,0,0,0,0,0,50,50,-2.8,1,50,1.5,60,0,0,-0.169,-0.3,2,100,5,0,2.5,50,0,0,0,0,0,0,0.5,1,0.5,0.97,-0.47
2026,133,Devin Singletary,NYG,RB,1,11,33.33333333333333,63.6,2,33.3,0,4,2,0,0,0,0,0,0,0,0,0,0,100,-4.9,2,0,0,0,0,0,-0.36,-0.7,1,50,1,0,1,0,1,50,3,0,3,0,0.4,0.9,0.4,0.92,-0.52
2026,134,Rico Dowdle,PIT,RB,1,11,25,59.5,2,25,0,4,2,0,0.04,0,0,0,0,0,0,0,0,100,-4,-1,50,3,150,0,0,-0.376,-0.8,2,100,4,0,2,0,0,0,0,0,0,0,0.4,1,0.4,1.02,-0.62
2026,135,J.K. Dobbins,DEN,RB,1,11,25,27.6,2,40,0,4,2,0,0,0,0,0,0,0,0,0,0,100,-6,0.5,50,1.5,75,0,0,-0.562,-1.1,1,50,2,0,2,0,1,50,2,0,2,0,0.4,1,0.4,1,-0.6
2026,136,J.K. Dobbins,DEN,RB,1,21,12.5,100,1,100,0,4,4,0,0,0,0,0,0,0,0,0,100,0,-1,2,0,2,50,0,0,-0.305,-0.3,0,0,0,0,0,0,1,100,4,0,4,100,0.4,0.5,0.4,0.52,-0.12
2026,137,J.K. Dobbins,DEN,RB,1,22,12.5,100,1,100,0,4,4,0,0,0,0,0,0,0,0,0,100,0,-0.6,3,0,1,25,0,0,-0.045,0,1,100,4,0,4,100,0,0,0,0,0,0,0.4,0.5,0.4,0.47,-0.07
2026,138,Rhamondre Stevenson,NE,RB,1,22,27.77777777777778,100,5,100,0,4,0.8,0,0.01,0,0,0,0,0,0,0,20,100,-16.3,-1.6,100,2.4,300,1,0.2,-0.765,-3.8,2,40,1,0,0.5,0,3,60,3,0,1,33.3,0.4,2.1,0.4,2.07,-1.67
2026,139,Rachaad White,WAS,RB,1,12,14.285714285714285,36.4,1,14.3,0,4,4,0,0,0,0,0,0,0,0,0,100,0,-0.2,3,0,1,25,0,0,0.062,0.1,1,100,4,0,4,100,0,0,0,0,0,0,0.4,0.4,0.4,0.43,-0.03
2026,140,Breece Hall,NYJ,RB,1,22,4.545454545454546,12.5,1,20,0,4,4,0,0,0,0,0,0,0,0,0,100,0,0,2,0,2,50,0,0,0.193,0.2,1,100,4,0,4,100,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0
2026,141,Chase Brown,CIN,RB,1,21,6.25,100,1,100,0,4,4,0,0.01,0,1,0,0,0,0,0,100,0,-0.7,1,0,3,75,0,0,-0.072,-0.1,0,0,0,0,0,0,1,100,4,0,4,100,0.4,0.5,0.4,0.51,-0.11
2026,142,Emari Demercado,DAL,RB,1,11,50,5.3,1,9.1,0,4,4,0,0,0,0,0,0,0,0,0,100,0,-0.8,2,0,2,50,0,0,-0.078,-0.1,0,0,0,0,0,0,1,100,4,0,4,100,0.4,0.5,0.4,0.49,-0.09
2026,143,De'Von Achane,MIA,RB,1,12,9.090909090909092,100,1,100,0,4,4,0,0,0,0,0,0,0,0,0,100,0,-0.6,2,0,2,50,0,0,-0.076,-0.1,0,0,0,0,0,0,1,100,4,0,4,100,0.4,0.5,0.4,0.46,-0.06
2026,144,Sione Vaki,DET,RB,1,13,50,16.7,1,11.1,0,4,4,0,0.01,0,0,0,0,0,0,0,0,0,0.7,3,0,1,25,0,0,-0.395,-0.4,0,0,0,0,0,0,1,100,4,0,4,0,0.4,0.4,0.4,0.39,0.01
2026,145,Will Shipley,PHI,RB,1,11,100,23.7,2,22.2,0,4,2,0,0,0,0,0,0,0,0,0,0,100,-5.3,1,0,1,50,0,0,-0.434,-0.9,2,100,4,0,2,0,0,0,0,0,0,0,0.4,1,0.4,0.95,-0.55
2026,146,Omarion Hampton,LAC,RB,1,11,16.666666666666664,33.3,2,66.7,0,4,2,1,0.45,1,1,0,0,0,0,50,50,50,-3.7,-1.5,100,3.5,175,4,2,-1.516,-3,1,50,-4,0,-4,0,1,50,8,1,8,100,5.4,3.5,5.4,3.49,1.91
2026,147,CJ Donaldson,NO,RB,1,22,100,100,2,66.7,0,4,2,0,0,0,2,0,0,0,0,0,100,0,-3,1.5,0,0.5,25,0,0,0.458,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.7,0.4,0.71,-0.31
2026,148,Devin Singletary,NYG,RB,1,21,16.666666666666664,16.7,1,11.1,0,3,3,0,0,0,0,0,0,0,0,0,0,100,-1.9,2,0,1,33.3,0,0,-0.133,-0.1,0,0,0,0,0,0,1,100,3,0,3,0,0.3,0.5,0.3,0.51,-0.21
2026,149,Tyler Allgeier,ARZ,RB,1,12,5.88235294117647,50,1,100,0,3,3,0,0.01,0,0,0,0,0,0,0,0,100,-0.7,1,0,2,66.7,0,0,-0.178,-0.2,1,100,3,0,3,0,0,0,0,0,0,0,0.3,0.4,0.3,0.44,-0.14
2026,150,Tyler Allgeier,ARZ,RB,1,21,11.76470588235294,100,2,100,0,3,1.5,0,0,0,0,0,0,0,0,0,0,100,-6.1,-0.5,100,2,133.3,0,0,-0.424,-0.8,2,100,3,0,1.5,0,0,0,0,0,0,0,0.3,0.9,0.3,0.92,-0.62
2026,151,Tank Bigsby,PHI,RB,1,12,100,28.6,1,11.1,0,3,3,0,0.05,0,0,0,0,0,0,0,0,100,-0.5,1,0,2,66.7,0,0,-0.317,-0.3,0,0,0,0,0,0,1,100,3,0,3,0,0.3,0.6,0.3,0.63,-0.33
