,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Splits,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Alignment,Alignment,Alignment,Alignment,FP,FP,FP,FP,FP,FP,FP,FP
Season,Rank,Name,Team,POS,G,WEEK,OPP,RTE %,TGT %,SNAP %,RTE,RTE %,TGT,TGT %,YPRR,TPRR,aDOT,AY,AY Share,YDS,TM YDS %,YPT,YPR,REC,CR %,YAC,YAC/REC,YACO,YACO/REC,TD,XTD,TM TD %,i20 TGT,EZTGT,EZTD,1D,1D/RR,RATE,1READ,1READ %,DESIGN,DESIGN %,CTGT,CTGT %,DEEP,EXP %,DRP,DRP %,CT,CC,CC %,HERO,MTF,MTF/REC,THREAT %,YPTOE,EPA/TGT,WIDE RTE %,SLOT RTE %,INLINE RTE %,BACK RTE %,FP,XFP,FP/G,XFP/G,DIFF,FP/RR,XFP/RR,RecXFP
2025,,League Avg,,,,,,,,54.4750997605746,6.1268954509177975,52.388108539505176,1.7055067837190743,14.617637669592929,2.26,0.28,6.711133280127695,20.342378292098964,14.873264166001594,13.832402234636872,14.685075818036678,8.11,13.14,1.0526735833998404,61.7,4.194732641660016,3.98,1.4253790901835595,1.35,0.0893854748603352,0.09370311252992848,6.703830806065444,0.23304070231444532,0.15323224261771748,0.05666400638467677,0.6687948922585794,0.109,49.557621707900935,1.3479648842777334,14.63439744612927,0.09896249002394254,5.8,1.2936951316839584,75.9,0.30646448523543496,21,0.09337589784517158,5.5,0.35115722266560256,0.18116520351157223,51.6,0.03112529928172386,0.11013567438148444,0.1,25.2,-0.38,0.253,45.867118914604944,35.12857142857142,17.97597765363129,1.0294493216280924,2.9706304868316047,3.035514764565043,2.9706304868316047,3.036440542697529,-0.0658100558659218,0.49,0.5,3.035514764565043
2025,1,Puka Nacua,LA,WR,1,16,SEA,30.555555555555557,32.608695652173914,80.7,22,88,15,60,7.59,0.68,9.2,138,49.8,167,66,11.13,15.18,11,73.3,88,8,21,1.91,2,1.15,100,2,1,1,6,0.273,149.2,12,75,1,6.7,12,80,2,33.3,0,0,3,2,66.7,0,2,0.18,68.2,3.47,0.796,81.8,18.2,0,0,39.7,29.6,39.7,29.55,10.15,1.8,1.34,29.6
2025,2,Michael Wilson,ARZ,WR,1,14,LA,22.535211267605636,28.000000000000004,78.7,16,88.9,14,77.8,8.44,0.88,11.86,166,87.4,135,80.8,9.64,13.5,10,71.4,34,3.4,22,2.2,2,1.38,100,2,1,1,8,0.5,111.6,14,93.3,0,0,11,78.6,1,25,0,0,4,3,75,2,1,0.1,87.5,1.27,0.398,93.8,6.3,0,0,35.5,26.4,35.5,26.43,9.07,2.22,1.65,26.4
2025,3,Jameson Williams,DET,WR,1,15,LA,22.78481012658228,23.684210526315788,90.3,18,100,9,50,7.44,0.5,19.44,175,62.1,134,58.5,14.89,19.14,7,77.8,10,1.43,6,0.86,1,1.09,50,1,2,1,6,0.333,155.8,8,53.3,1,11.1,8,88.9,4,42.9,0,0,0,0,0,0,0,0,50,4.2,1.028,83.3,16.7,0,0,26.4,31.1,26.4,31.15,-4.75,1.47,1.73,31.1
2025,4,DK Metcalf,PIT,WR,1,14,BLT,35,45.45454545454545,82.4,14,100,10,71.4,9.5,0.71,16.8,168,80.8,133,73.5,13.3,26.6,5,50,29,5.8,6,1.2,0,0.44,0,4,3,0,3,0.214,95.8,8,72.7,1,10,8,80,3,75,0,0,4,1,25,0,0,0,71.4,3.38,0.62,85.7,14.3,0,0,18.3,20.6,18.3,20.61,-2.31,1.31,1.47,20.6
2025,5,George Pickens,DAL,WR,1,16,LAC,13.333333333333334,23.076923076923077,89.3,12,100,9,75,10.83,0.75,13.67,123,92.5,130,91.5,14.44,18.57,7,77.8,27,3.86,8,1.14,1,0.88,50,2,1,1,5,0.417,155.8,8,72.7,0,0,7,77.8,2,50,0,0,2,2,100,0,0,0,75,5.63,1.166,100,0,0,0,26,19.9,26,19.86,6.14,2.17,1.66,19.9
2025,6,Alec Pierce,IND,WR,1,18,HST,17.307692307692307,22.22222222222222,67.2,9,90,6,60,14.11,0.67,22.67,136,64.5,127,100,21.17,42.33,3,50,36,12,8,2.67,2,1.97,100,2,2,1,3,0.333,135.4,6,66.7,0,0,6,100,2,100,1,16.7,1,0,0,0,0,0,66.7,9.7,1.755,100,0,0,0,27.7,27.2,27.7,27.22,0.48,3.08,3.02,27.2
2025,7,Nico Collins,HST,WR,1,14,KC,21.818181818181817,22.22222222222222,83.1,12,100,6,50,10.08,0.5,16.5,99,56.3,121,75.6,20.17,30.25,4,66.7,39,9.75,7,1.75,0,0.17,0,1,0,0,3,0.25,109.7,4,50,0,0,5,83.3,1,66.7,0,0,2,1,50,0,0,0,50,10.67,1.069,91.7,8.3,0,0,16.1,12.4,16.1,12.4,3.7,1.34,1.03,12.4
2025,8,Mike Evans,TB,WR,1,15,ATL,29.268292682926827,38.095238095238095,50.8,12,66.7,8,44.4,10,0.67,17,136,51.5,120,57.4,15,24,5,62.5,11,2.2,3,0.6,0,0.7,0,1,1,0,5,0.417,66.7,7,50,0,0,7,87.5,2,60,0,0,4,2,50,0,0,0,61.5,5.76,0.337,91.7,8.3,0,0,17,17.9,17,17.9,-0.9,1.42,1.49,17.9
