,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Alignment,Alignment,Alignment,Alignment,FP,FP,FP,FP,FP,FP,FP,FP
Season,Rank,Name,Team,POS,G,COV,RTE %,TGT %,SNAP %,RTE,RTE %,TGT,TGT %,YPRR,TPRR,aDOT,AY,AY Share,YDS,TM YDS %,YPT,YPR,REC,CR %,YAC,YAC/REC,YACO,YACO/REC,TD,XTD,TM TD %,i20 TGT,EZTGT,EZTD,1D,1D/RR,RATE,1READ,1READ %,DESIGN,DESIGN %,CTGT,CTGT %,DEEP,EXP %,DRP,DRP %,CT,CC,CC %,HERO,MTF,MTF/REC,THREAT %,YPTOE,EPA/TGT,WIDE RTE %,SLOT RTE %,INLINE RTE %,BACK RTE %,FP,XFP,FP/G,XFP/G,DIFF,FP/RR,XFP/RR,RecXFP
2025,,League Avg,,,,,,,50.01547619047623,34.563988095238095,57.797991071428605,6.951636904761905,16.334523809523763,1.63,0.2,11.440000000000003,78.48511904761905,22.807589285714286,56.508184523809526,17.156845238095215,8.13,12.65,4.4680059523809526,64.3,19.11532738095238,4.28,6.572172619047619,1.47,0.35044642857142855,0.34886160714285497,11.132663690476187,0.8802083333333334,0.5461309523809523,0.20982142857142858,2.7105654761904763,0.078,84.57180059523924,5.53125,18.940550595238044,0.5424107142857143,7.8,5.306547619047619,76.3,1.2075892857142858,20.2,0.37648809523809523,5.4,1.2194940476190477,0.6733630952380952,55.2,0.11235119047619048,0.5282738095238095,0.12,23,-0.16,0.274,61.83154761904758,37.32976190476191,0.40565476190476185,0.4345982142857144,12.221502976190461,12.2294642857143,2.4668229166666693,2.4664732142857133,0.000349702380952707,0.35,0.35,12.2294642857143
2025,1,Puka Nacua,LA,WR,15,Cover 3,30.94170403587444,39.263803680981596,72.3,138,72.3,64,34.8,4.99,0.46,9.41,602,37.6,688,41.6,10.75,13.23,52,81.3,250,4.81,120,2.31,4,2.6,36.4,7,1,0,30,0.217,125.8,56,44.8,12,18.8,56,87.5,8,21.7,3,4.7,7,6,85.7,4,7,0.13,47.1,2.86,0.623,68.8,30.4,0.7,0,144.8,127.5,9.65,8.5,1.15,1.05,0.92,127.5
2025,2,Jaxon Smith-Njigba,SEA,WR,17,Cover 4,20.250521920668056,29.29936305732484,96,97,96,46,48.4,6.07,0.47,12.83,590,72.7,589,63.3,12.8,16.83,35,76.1,163,4.66,73,2.09,2,2.32,100,1,2,0,22,0.227,123,42,60.9,6,13,38,82.6,9,25.7,2,4.3,4,2,50,2,5,0.14,51.7,4.27,0.616,75.3,22.7,1,1,105.9,103.7,6.23,6.1,0.13,1.09,1.07,103.7
2025,3,Jaxon Smith-Njigba,SEA,WR,13,Cover 3,33.40292275574113,29.29936305732484,92,160,92,46,28.6,3.32,0.29,12.13,558,43.6,531,33.8,11.54,16.09,33,71.7,187,5.67,74,2.24,3,2.97,33.3,6,4,2,23,0.144,113.6,38,39.6,6,13,36,78.3,10,26.7,1,2.2,3,0,0,2,4,0.12,34.8,2.9,0.466,75,23.1,0.6,1.3,104.1,98.5,8.01,7.57,0.44,0.65,0.62,98.5
2025,4,Chris Olave,NO,WR,16,Cover 3,33.39317773788151,38.41059602649007,86.9,186,89.4,58,32,2.67,0.31,12.26,711,49.5,496,41.7,8.55,12.4,40,69,125,3.13,24,0.6,2,1.45,66.7,1,1,0,20,0.108,92.3,50,39.1,5,8.6,45,77.6,12,10,2,3.4,4,1,25,1,2,0.05,36,0.09,0.187,60.8,39.2,0,0,101.6,105.3,6.35,6.58,-0.23,0.55,0.57,105.3
2025,5,Jaylen Waddle,MIA,WR,14,Cover 3,37.765957446808514,41.83673469387755,76.1,142,76.8,41,23.8,3.36,0.29,14.93,612,46.9,477,38.1,11.63,18.35,26,63.4,149,5.73,42,1.62,2,1.71,50,1,2,1,22,0.155,80.1,38,31.7,1,2.4,32,78,7,32,4,9.8,6,4,66.7,1,4,0.15,31.1,2.22,0.527,83.8,16.2,0,0,85.7,81.9,6.12,5.85,0.27,0.6,0.58,81.9
2025,6,Ja'Marr Chase,CIN,WR,15,Cover 3,23.65415986949429,35.91160220994475,89,145,92.9,65,44.2,3.21,0.45,8.52,554,55,465,43.5,7.15,10.57,44,67.7,240,5.45,66,1.5,3,2.28,75,4,2,2,21,0.145,84.5,59,60.8,12,18.5,50,76.9,8,10,3,4.6,8,4,50,1,9,0.2,50,-0.5,0.109,66.9,31.7,0.7,0.7,108.5,102.6,7.23,6.84,0.39,0.75,0.71,102.6
2025,7,Justin Jefferson,MIN,WR,16,Cover 3,28.22429906542056,34.78260869565217,96.9,151,94.4,48,34.3,3.03,0.32,9.6,461,45.2,457,42.5,9.52,13.06,35,72.9,200,5.71,98,2.8,0,0.34,0,1,1,0,21,0.139,67.8,40,43.5,10,20.8,40,83.3,6,20,4,8.3,5,4,80,1,6,0.17,39,1.22,0.184,76.2,21.9,0,2,80.7,84.3,5.04,5.27,-0.23,0.53,0.56,84.3
2025,8,George Pickens,DAL,WR,12,Cover 1,16.80960548885077,21.374045801526716,95.4,98,90.7,28,28,4.29,0.29,12.82,359,38.4,420,44,15,20,21,75,177,8.43,74,3.52,3,1.65,60,4,4,1,18,0.184,152.4,25,32.1,0,0,22,78.6,7,52.6,1,3.6,5,4,80,3,4,0.19,30.1,6.42,1.358,86.7,13.3,0,0,81,53.7,6.75,4.48,2.27,0.83,0.55,53.7
