,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Zone Concept,Zone Concept,Zone Concept,Zone Concept,Zone Concept,Zone Concept,Man/Gap Concept,Man/Gap Concept,Man/Gap Concept,Man/Gap Concept,Man/Gap Concept,Man/Gap Concept,FP,FP,FP,FP,FP
2025,75,James Cook,BUF,RB,12,12,16.181229773462782,66.9,50,72.5,0,223,4.46,2,2.31,1,5,7,53,23.8,71.4,4,58,40,30,2.86,22,1.6,35.9,5,0.1,-0.122,-6.1,25,50,129,0,5.16,60,25,50,94,2,3.76,56,33.3,33.2,2.77,2.76,0.01
2025,76,Cam Skattebo,NYG,RB,6,11,48.51485148514851,23.4,49,48,0,223,4.55,4,2.79,1,16,11.4,70,31.4,66.7,8.2,57.1,36.7,16.1,1.33,38.8,3.22,70.9,18,0.37,-0.172,-8.4,32,65.3,145,1,4.53,50,17,34.7,78,3,4.59,70.6,45.3,37.4,7.55,6.24,1.31
2025,77,Aaron Jones,MIN,RB,12,11,43.18181818181818,35.1,57,52.8,0,216,3.79,0,0.24,1,11,5.3,48,22.2,0,0,49.1,42.1,-36.8,2.12,29.8,1.67,44,5,0.09,-0.058,-3.3,38,66.7,157,0,4.13,50,19,33.3,59,0,3.11,47.4,20.6,26.7,1.72,2.23,-0.51
2025,78,Jaylen Warren,PIT,RB,16,11,24.170616113744074,35.4,51,52.6,0,216,4.24,2,2.51,0,15,15.2,87,40.3,100,3.9,52.9,37.3,5,2.04,33.3,2.2,51.9,8,0.16,0.028,1.4,26,51,90,2,3.46,53.8,23,45.1,121,0,5.26,56.5,33.6,36.2,2.1,2.26,-0.16
2025,79,David Montgomery,DET,RB,14,12,36.075949367088604,37.2,57,34.8,0,215,3.77,3,4.51,0,15,14.9,111,51.6,57.1,5.3,40.4,57.9,6.6,1.96,42.1,1.81,47.9,7,0.12,-0.063,-3.6,41,71.9,158,0,3.85,41.5,16,28.1,57,3,3.56,37.5,39.5,47.9,2.82,3.42,-0.6
2025,80,Tyjae Spears,TEN,RB,13,11,63.888888888888886,39.2,46,36.8,0,213,4.63,2,1.33,0,12,9.3,86,40.4,66.7,4.3,47.8,47.8,9.2,2.85,37,1.78,38.5,5,0.11,0.06,2.8,28,60.9,123,1,4.39,53.6,18,39.1,90,1,5,38.9,33.3,28.4,2.56,2.18,0.38
2025,81,Derrick Henry,BLT,RB,16,11,16.286644951140065,33.6,50,54.3,0,212,4.24,0,1.1,0,7,8.7,78,36.8,40,0,48,48,-6.9,2.24,42,2,47.2,3,0.06,-0.12,-6,40,80,156,0,3.9,50,10,20,56,0,5.6,40,21.2,28.5,1.32,1.78,-0.46
2025,82,Jacory Croskey-Merritt,WAS,RB,12,13,26.285714285714285,48.8,46,47.4,0,208,4.52,3,3.97,0,13,18.9,93,44.7,36.8,6.5,58.7,39.1,46.8,1.96,34.8,2.57,56.7,5,0.11,0.078,3.6,17,37,103,2,6.06,70.6,29,63,105,1,3.62,51.7,38.8,39.9,3.23,3.33,-0.1
2025,83,Emari Demercado,ARZ,RB,9,11,61.36363636363637,23.8,27,31,0,207,7.67,0,0.48,0,8,29.2,133,64.3,0,0,51.9,29.6,83.1,3.56,22.2,4.11,53.6,8,0.3,0.108,2.9,9,33.3,93,0,10.33,55.6,18,66.7,114,0,6.33,50,20.7,15.3,2.3,1.7,0.6
2025,84,Kenneth Walker,SEA,RB,14,21,18.552036199095024,50.7,41,41.8,0,206,5.02,0,0.43,0,11,26.8,145,70.4,0,0,46.3,51.2,21.8,2.76,36.6,2.27,45.1,10,0.24,0.011,0.4,29,70.7,162,0,5.59,48.3,11,26.8,50,0,4.55,45.5,20.6,21,1.47,1.5,-0.03
2025,85,Tyler Allgeier,ATL,RB,12,12,41.95804195804196,24.7,60,26.7,0,205,3.42,4,4.35,0,17,14,93,45.4,60,6.7,51.7,48.3,-20.8,1.7,46.7,1.72,50.2,6,0.1,-0.063,-3.8,42,70,148,3,3.52,52.4,17,28.3,53,1,3.12,47.1,44.5,48.7,3.71,4.05,-0.34
2025,86,Javonte Williams,DAL,RB,13,12,21.825396825396826,65.5,55,59.1,0,196,3.56,2,2.45,0,14,10.2,62,31.6,85.7,3.6,47.3,50.9,-18.7,1.51,41.8,2.05,57.7,5,0.09,-0.052,-2.8,34,61.8,150,0,4.41,52.9,21,38.2,46,2,2.19,38.1,31.6,36.2,2.43,2.78,-0.35
2025,87,Rhamondre Stevenson,NE,RB,13,11,40,55.4,52,47.3,0,194,3.73,1,2.34,1,9,10.6,62,32,80,1.9,53.8,42.3,-36.1,1.44,48.1,2.29,61.3,11,0.21,-0.405,-21.1,25,48.1,106,1,4.24,56,26,50,94,0,3.62,53.8,24.4,37.1,1.88,2.85,-0.97
2025,88,Brian Robinson,SF,RB,14,21,44.565217391304344,18.8,41,20.6,0,194,4.73,1,0.91,0,10,20.5,110,56.7,11.1,2.4,51.2,46.3,15.3,1.85,43.9,2.88,60.8,6,0.15,0.061,2.5,24,58.5,114,1,4.75,45.8,17,41.5,80,0,4.71,58.8,25.4,23.3,1.81,1.67,0.14
2025,89,Zach Charbonnet,SEA,RB,14,12,25,36.3,46,33.1,0,193,4.2,4,3.33,0,14,10.3,56,29,83.3,8.7,60.9,41.3,6.5,1.37,28.3,2.83,67.4,12,0.26,0.11,5.1,32,69.6,142,4,4.44,62.5,14,30.4,51,0,3.64,57.1,43.3,38.6,3.09,2.76,0.33
2025,90,TreVeyon Henderson,NE,RB,10,22,16.11111111111111,44.7,29,53.7,0,189,6.52,3,1.89,0,10,16.7,119,63,66.7,10.3,72.4,31,69.7,4.14,41.4,2.38,36.5,7,0.24,0.301,8.7,15,51.7,109,1,7.27,66.7,12,41.4,60,1,5,75,36.9,23.3,3.69,2.33,1.36
2025,91,Aaron Jones,MIN,RB,12,12,30.303030303030305,35.5,40,59.7,0,188,4.7,1,1.05,0,10,13.2,70,37.2,100,2.5,52.5,45,7.9,2.92,27.5,1.77,37.8,6,0.15,0.038,1.5,19,47.5,78,0,4.11,42.1,21,52.5,110,1,5.24,61.9,24.8,24.3,2.07,2.03,0.04
2025,92,Chris Rodriguez,WAS,RB,10,12,28.57142857142857,30.1,32,34,0,180,5.63,1,0.38,0,11,16.7,97,53.9,33.3,3.1,65.6,37.5,62.2,2,37.5,3.63,64.4,4,0.13,-0.003,-0.1,18,56.3,88,1,4.89,66.7,13,40.6,94,0,7.23,69.2,24,14.1,2.4,1.41,0.99
2025,93,Jacory Croskey-Merritt,WAS,RB,16,12,33.714285714285715,51.8,59,49.6,0,180,3.05,1,0.85,1,10,9.1,61,33.9,42.9,1.7,42.4,55.9,-65.2,1.12,49.2,1.93,63.3,7,0.12,-0.26,-15.3,28,47.5,88,0,3.14,46.4,31,52.5,92,1,2.97,38.7,23,29.6,1.44,1.85,-0.41
2025,94,James Cook,BUF,RB,10,21,10.032362459546926,68.7,31,66,0,179,5.77,2,1.39,1,4,10.7,94,52.5,37.5,6.5,48.4,45.2,47.3,4.03,32.3,1.74,30.2,4,0.13,-0.136,-4.2,14,45.2,50,1,3.57,50,16,51.6,124,1,7.75,50,28.9,21.5,2.89,2.15,0.74
2025,95,Chris Rodriguez,WAS,RB,11,11,33.92857142857143,17.6,38,29.9,0,178,4.68,2,0.72,0,9,9.4,42,23.6,28.6,5.3,57.9,36.8,20.4,1.13,42.1,3.55,75.8,10,0.26,0.161,6.1,24,63.2,110,0,4.58,50,14,36.8,68,2,4.86,71.4,29.8,20.1,2.71,1.83,0.88
2025,96,TreVeyon Henderson,NE,RB,14,21,21.666666666666668,63,39,47.6,0,177,4.54,0,0.52,1,11,11.1,53,29.9,0,0,48.7,46.2,-3.4,2.72,28.2,1.82,40.1,1,0.03,-0.048,-1.9,10,25.6,28,0,2.8,40,24,61.5,101,0,4.21,45.8,16.7,21.2,1.19,1.51,-0.32
2025,97,Kareem Hunt,KC,RB,16,13,20.245398773006134,51.6,33,60,0,176,5.33,1,0.93,0,18,13.3,66,37.5,100,3,75.8,21.2,68.4,2.88,21.2,2.45,46,4,0.12,0.465,15.3,14,42.4,108,0,7.71,71.4,19,57.6,68,1,3.58,78.9,23.6,16.3,1.48,1.02,0.46
2025,98,Tony Pollard,TEN,RB,12,13,17.768595041322314,75.9,43,76.8,0,173,4.02,0,0.34,0,8,12.2,58,33.5,0,0,46.5,48.8,-8.5,1.6,39.5,2.42,60.1,8,0.19,-0.061,-2.6,12,27.9,61,0,5.08,50,31,72.1,112,0,3.61,45.2,17.3,20.2,1.44,1.68,-0.24
2025,99,Bucky Irving,TB,RB,10,12,28.901734104046245,34.1,50,69.4,0,173,3.46,0,0.22,0,8,6.3,42,24.3,0,0,44,58,-39.2,1.34,38,2.12,61.3,10,0.2,-0.128,-6.4,19,38,72,0,3.79,47.4,29,58,93,0,3.21,41.4,17.3,22.6,1.73,2.26,-0.53
2025,100,Alvin Kamara,NO,RB,9,12,34.35114503816794,44.7,45,62.5,0,172,3.82,0,0.71,1,11,9.8,56,32.6,100,0,53.3,48.9,-17.9,2.04,37.8,1.78,46.5,6,0.13,-0.062,-2.8,25,55.6,92,0,3.68,48,20,44.4,80,0,4,60,16.2,23.2,1.8,2.58,-0.78
2025,101,Tank Bigsby,"JAX, PHI",RB,8,12,47.61904761904761,18.8,30,24.6,0,171,5.7,1,0.73,0,8,20.7,90,52.6,0,3.3,56.7,40,42.2,2.9,33.3,2.8,49.1,7,0.23,0.17,5.1,15,50,74,1,4.93,53.3,15,50,97,0,6.47,60,23.1,17.2,2.89,2.15,0.74
2025,102,J.K. Dobbins,DEN,RB,10,22,18.954248366013072,35.5,29,80.6,0,167,5.76,1,0.27,0,10,21.4,103,61.7,100,3.4,58.6,44.8,53.8,2.97,37.9,2.79,48.5,8,0.28,0.087,2.5,4,13.8,73,1,18.25,100,25,86.2,94,0,3.76,52,22.7,13,2.27,1.3,0.97
2025,103,Michael Carter,ARZ,RB,12,11,40.21739130434783,31.5,37,40.7,0,163,4.41,0,0.33,0,12,8.6,43,26.4,33.3,0,62.2,29.7,-3.6,2.76,24.3,1.65,37.4,1,0.03,0.026,1,16,43.2,67,0,4.19,68.8,21,56.8,96,0,4.57,57.1,16.3,18.7,1.36,1.55,-0.19
2025,104,Devin Neal,NO,RB,8,11,63.1578947368421,25.7,36,37.9,0,163,4.53,0,0.11,0,9,8.3,50,30.7,0,0,66.7,30.6,9.1,2.47,22.2,2.06,45.4,6,0.17,-0.004,-0.2,32,88.9,142,0,4.44,68.8,4,11.1,21,0,5.25,50,16.3,16.1,2.04,2.01,0.03
2025,105,Kenneth Gainwell,PIT,RB,16,11,35.08771929824561,60.2,40,39.6,0,161,4.03,0,0.22,0,9,10.3,54,33.5,0,0,47.5,45,-27.9,2.05,37.5,1.98,49.1,5,0.13,-0.141,-5.7,21,52.5,87,0,4.14,57.1,18,45,72,0,4,38.9,16.1,20.2,1.01,1.26,-0.25
2025,106,Isiah Pacheco,KC,RB,11,12,33.89830508474576,40.8,40,45.5,0,161,4.03,1,0.75,0,9,2.6,11,6.8,0,2.5,65,27.5,-7.9,2.02,25,2,49.7,0,0,-0.077,-3.1,33,82.5,129,1,3.91,63.6,7,17.5,32,0,4.57,71.4,22.1,21.4,2.01,1.94,0.07
2025,107,Emanuel Wilson,GB,RB,13,11,33.6,28.6,42,21.5,0,161,3.83,0,0.38,0,9,10,51,31.7,0,0,47.6,47.6,-23.9,1.48,45.2,2.36,61.5,6,0.14,-0.175,-7.4,30,71.4,150,0,5,60,10,23.8,13,0,1.3,20,16.1,20.8,1.24,1.6,-0.36
2025,108,De'Von Achane,MIA,RB,12,12,10.504201680672269,66.1,25,54.3,0,161,6.44,2,0.27,0,4,8,94,58.4,0,8,44,52,50.9,3.52,32,2.92,45.3,4,0.16,0.103,2.6,14,56,32,0,2.29,35.7,9,36,121,2,13.44,55.6,28.1,12.6,2.34,1.05,1.29
2025,109,Kyren Williams,LA,RB,9,12,13.513513513513514,70.2,35,68.6,0,160,4.57,0,0.99,0,6,9.4,40,25,20,0,62.9,31.4,15.1,2.34,20,2.23,48.8,4,0.11,-0.062,-2.2,18,51.4,77,0,4.28,66.7,17,48.6,83,0,4.88,58.8,16,20.4,1.78,2.27,-0.49
2025,110,Rhamondre Stevenson,NE,RB,13,12,30,44.7,39,42.9,0,159,4.08,1,1.04,1,7,11.4,58,36.5,50,2.6,43.6,59,-8.7,1.51,30.8,2.56,62.9,10,0.26,-0.129,-5,12,30.8,51,0,4.25,41.7,26,66.7,98,1,3.77,42.3,20.9,23,1.61,1.77,-0.16
2025,111,Derrick Henry,BLT,RB,7,13,8.469055374592834,88,26,74.3,0,158,6.08,2,0.24,1,8,20,112,70.9,100,7.7,50,57.7,62,4.69,38.5,1.38,22.8,2,0.08,0.105,2.7,16,61.5,102,1,6.38,50,10,38.5,56,1,5.6,50,26.8,11,3.83,1.58,2.25
2025,112,Rhamondre Stevenson,NE,RB,4,22,10,34,13,31.7,0,158,12.15,3,0.42,1,6,33.3,132,83.5,0,23.1,61.5,38.5,105.6,6.69,23.1,5.46,44.9,3,0.23,0.868,11.3,2,15.4,21,0,10.5,50,10,76.9,130,2,13,60,32.8,7.7,8.2,1.94,6.26
2025,113,Isaiah Davis,NYJ,RB,11,11,55.81395348837209,32.7,24,12.1,0,157,6.54,0,0.1,0,5,16.7,87,55.4,0,0,37.5,33.3,46,1.92,33.3,4.63,70.7,4,0.17,-0.086,-2.1,17,70.8,105,0,6.18,29.4,7,29.2,52,0,7.43,57.1,15.7,11.7,1.43,1.06,0.37
2025,114,Javonte Williams,DAL,RB,15,21,14.285714285714285,75,36,72,0,156,4.33,1,0.84,0,9,6.1,23,14.7,100,2.8,72.2,30.6,3.1,2.19,16.7,2.14,49.4,1,0.03,0.056,2,23,63.9,95,1,4.13,69.6,13,36.1,61,0,4.69,76.9,21.6,20.3,1.44,1.36,0.08
2025,115,Ray Davis,BUF,RB,5,11,53.44827586206896,12.2,31,15.3,0,153,4.94,0,0.49,0,7,13.3,63,41.2,0,0,58.1,35.5,14.5,2.61,32.3,2.32,47.1,4,0.13,-0.011,-0.3,15,48.4,98,0,6.53,66.7,16,51.6,55,0,3.44,50,15.3,16.8,3.06,3.36,-0.3
2025,116,Devin Singletary,NYG,RB,13,12,38.655462184873954,26.4,46,24.9,0,148,3.22,1,0.94,0,7,2.4,13,8.8,25,2.2,50,41.3,-36.1,1.48,39.1,1.74,54.1,3,0.07,-0.159,-7.3,25,54.3,85,0,3.4,60,21,45.7,63,1,3,38.1,20.8,24.1,1.6,1.85,-0.25
2025,117,Rico Dowdle,CAR,RB,13,13,17.372881355932204,64.3,41,63.1,0,148,3.61,3,2,0,11,7.9,38,25.7,50,7.3,51.2,48.8,-7,1.8,29.3,1.8,50,6,0.15,-0.036,-1.5,19,46.3,89,2,4.68,57.9,21,51.2,55,1,2.62,42.9,32.8,27.5,2.52,2.11,0.41
2025,118,Sean Tucker,TB,RB,12,11,39.53488372093023,12.1,34,18.9,0,148,4.35,2,0.84,0,6,9.1,72,48.6,33.3,5.9,44.1,47.1,-6.2,2.32,41.2,2.03,46.6,3,0.09,-0.035,-1.2,20,58.8,56,0,2.8,25,14,41.2,92,2,6.57,71.4,26.8,20.4,2.23,1.7,0.53
2025,119,Bhayshul Tuten,JAX,RB,14,12,46.98795180722892,25.6,39,29.5,0,148,3.79,3,2.66,0,12,12.1,49,33.1,38.5,7.7,59,41,-0.6,1.51,46.2,2.28,60.1,5,0.13,-0.056,-2.2,26,66.7,108,3,4.15,65.4,13,33.3,40,0,3.08,46.2,32.8,30.8,2.34,2.2,0.14
2025,120,Kyle Monangai,CHI,RB,11,13,18.93491124260355,48,32,47.1,0,140,4.38,2,1.15,0,8,10.7,46,32.9,75,6.3,46.9,43.8,30.9,2.53,28.1,1.84,42.1,2,0.06,0.027,0.9,23,71.9,86,1,3.74,39.1,9,28.1,54,1,6,66.7,26,17.8,2.36,1.62,0.74
2025,121,Chris Rodriguez,WAS,RB,11,13,35.714285714285715,44,40,44.4,0,137,3.42,3,3.07,0,12,18.5,66,48.2,52.6,7.5,55,47.5,19.9,1.27,40,2.15,62.8,5,0.13,0.017,0.7,7,17.5,29,0,4.14,85.7,33,82.5,108,3,3.27,48.5,31.7,30.1,2.88,2.74,0.14
2025,122,Christian McCaffrey,SF,RB,9,22,9.32475884244373,69.7,29,63,0,134,4.62,1,0.89,0,8,14.8,66,49.3,33.3,3.4,65.5,37.9,30.4,3.03,31,1.59,34.3,7,0.24,-0.029,-0.8,19,65.5,82,1,4.32,63.2,10,34.5,52,0,5.2,70,19.4,15.7,2.16,1.74,0.42
2025,123,Chuba Hubbard,CAR,RB,12,12,25.37313432835821,37.9,34,35.8,0,131,3.85,0,0.13,0,6,5.9,21,16,0,0,50,41.2,-18,2.12,26.5,1.74,45,2,0.06,-0.127,-4.3,18,52.9,58,0,3.22,27.8,16,47.1,73,0,4.56,75,13.1,15.7,1.09,1.31,-0.22
2025,124,Tyler Allgeier,ATL,RB,11,21,15.384615384615385,100,22,56.4,0,128,5.82,2,0.89,0,9,25,70,54.7,100,9.1,59.1,27.3,31.2,3.59,22.7,2.23,38.3,3,0.14,0.189,4.2,20,90.9,119,2,5.95,60,1,4.5,6,0,6,0,24.8,15,2.25,1.37,0.88
2025,125,Malik Davis,DAL,RB,9,11,51.92307692307693,11.9,27,19.6,0,128,4.74,0,0.9,0,7,11.5,58,45.3,25,0,48.1,40.7,8.9,2.59,25.9,2.15,45.3,3,0.11,-0.045,-1.2,16,59.3,60,0,3.75,43.8,11,40.7,68,0,6.18,54.5,12.8,17.3,1.42,1.93,-0.51
2025,126,Sean Tucker,TB,RB,10,12,40.69767441860465,22.7,35,25.9,0,127,3.63,4,4.04,0,11,12,43,33.9,53.8,11.4,54.3,48.6,-1.4,2.11,40,1.51,41.7,5,0.14,-0.001,0,9,25.7,14,0,1.56,22.2,26,74.3,113,4,4.35,65.4,36.7,37.1,3.67,3.71,-0.04
2025,127,Saquon Barkley,PHI,RB,11,13,17.142857142857142,65.7,48,73.8,0,125,2.6,1,1.92,0,8,9.8,54,43.2,44.4,2.1,29.2,60.4,-62.6,0.88,47.9,1.73,66.4,7,0.15,-0.276,-13.3,15,31.3,32,0,2.13,33.3,32,66.7,77,1,2.41,25,18.5,30.3,1.68,2.75,-1.07
2025,128,J.K. Dobbins,DEN,RB,9,12,15.032679738562091,44.1,23,69.7,0,124,5.39,0,0.29,0,6,13,36,29,0,0,73.9,30.4,28.2,3.3,21.7,2.09,38.7,4,0.17,0.041,1,9,39.1,39,0,4.33,66.7,14,60.9,85,0,6.07,78.6,12.4,11.3,1.38,1.26,0.12
2025,129,Audric Estime,NO,RB,5,11,58.69565217391305,16.4,27,39.7,0,123,4.56,0,0.58,0,8,4.2,12,9.8,100,0,59.3,40.7,12.2,2.52,33.3,2.04,44.7,4,0.15,0.224,6.1,18,66.7,80,0,4.44,61.1,9,33.3,43,0,4.78,55.6,12.3,14.6,2.46,2.91,-0.45
2025,130,Zach Charbonnet,SEA,RB,12,21,16.304347826086957,42.8,30,34.1,0,122,4.07,0,0.79,0,4,3.7,27,22.1,66.7,0,46.7,46.7,2.2,1.7,43.3,2.37,58.2,9,0.3,-0.15,-4.5,22,73.3,71,0,3.23,40.9,6,20,45,0,7.5,66.7,12.2,16.7,1.02,1.39,-0.37
2025,131,David Montgomery,DET,RB,11,13,16.455696202531644,47.6,26,49.1,0,121,4.65,2,2.01,0,11,20,56,46.3,80,7.7,69.2,30.8,33.9,2.5,46.2,2.15,46.3,4,0.15,0.247,6.4,14,53.8,70,0,5,78.6,12,46.2,51,2,4.25,58.3,24.1,20.8,2.19,1.89,0.3
2025,132,Cam Skattebo,NYG,RB,8,12,36.633663366336634,26.7,37,48.1,0,121,3.27,0,1.37,0,5,6.1,35,28.9,75,0,43.2,51.4,-29.2,0.97,37.8,2.3,70.2,5,0.14,-0.171,-6.3,24,64.9,57,0,2.38,41.7,13,35.1,64,0,4.92,46.2,12.1,23.3,1.51,2.91,-1.4
2025,133,Christian McCaffrey,SF,RB,15,12,10.932475884244374,64,34,52.3,0,119,3.5,0,1.06,0,7,12.5,44,37,50,0,44.1,55.9,-24,1.74,41.2,1.76,50.4,5,0.15,-0.211,-7.2,23,67.6,57,0,2.48,30.4,11,32.4,62,0,5.64,72.7,11.9,20.7,0.79,1.38,-0.59
2025,134,Ty Johnson,BUF,RB,14,11,68,39.7,34,16,0,119,3.5,2,3.54,0,8,0,0,0,23.5,5.9,55.9,44.1,-2.7,1.79,35.3,1.71,48.7,4,0.12,0.022,0.7,23,67.6,87,1,3.78,60.9,9,26.5,23,1,2.56,44.4,23.9,33.4,1.71,2.39,-0.68
2025,135,Kimani Vidal,LAC,RB,7,22,23.225806451612904,44.5,36,46.8,0,117,3.25,1,1.59,0,6,3.1,18,15.4,60,2.8,44.4,55.6,-25.9,1.25,41.7,2,61.5,5,0.14,-0.213,-7.7,14,38.9,33,1,2.36,35.7,22,61.1,84,0,3.82,50,17.7,23.8,2.53,3.4,-0.87
2025,136,Michael Carter,ARZ,RB,10,12,33.69565217391305,39.2,31,40.3,0,114,3.68,0,0.07,0,3,6.5,33,28.9,0,0,41.9,54.8,-25.5,2,38.7,1.68,45.6,1,0.03,-0.045,-1.4,11,35.5,32,0,2.91,27.3,20,64.5,82,0,4.1,50,11.4,14.3,1.14,1.43,-0.29
2025,137,Tyler Allgeier,ATL,RB,11,11,23.776223776223777,17.7,34,26.4,0,113,3.32,2,0.81,0,5,3.4,15,13.3,25,5.9,41.2,55.9,-31.8,1.21,44.1,2.12,63.7,7,0.21,-0.174,-5.9,25,73.5,76,1,3.04,40,9,26.5,37,1,4.11,44.4,23.3,19.4,2.12,1.76,0.36
2025,138,Tank Bigsby,"JAX, PHI",RB,9,11,28.57142857142857,8.5,18,14.3,0,113,6.28,0,0.29,0,4,18.8,53,46.9,25,0,50,27.8,35.9,2.56,16.7,3.72,59.3,4,0.22,0.135,2.4,10,55.6,47,0,4.7,70,7,38.9,61,0,8.71,14.3,11.3,9.5,1.26,1.05,0.21
2025,139,Bhayshul Tuten,JAX,RB,12,11,39.75903614457831,14.3,33,17.6,0,113,3.42,2,1.54,1,8,3.2,12,10.6,28.6,6.1,51.5,42.4,-36.1,1.15,39.4,2.27,66.4,8,0.24,-0.187,-6.2,20,60.6,71,0,3.55,45,13,39.4,42,2,3.23,61.5,22.3,24.2,1.86,2.01,-0.15
2025,140,Keaton Mitchell,BLT,RB,6,12,20.33898305084746,10.8,12,13.2,0,111,9.25,1,0.09,0,4,27.3,84,75.7,0,8.3,50,33.3,59.3,8.25,8.3,1,10.8,1,0.08,0.381,4.6,8,66.7,25,0,3.13,37.5,3,25,68,0,22.67,66.7,17.1,5.7,2.85,0.95,1.9
2025,141,Samaje Perine,CIN,RB,8,12,26.190476190476193,20.8,22,19.1,0,110,5,2,1.14,1,7,9.5,44,40,10,9.1,63.6,36.4,16.1,2.41,36.4,2.59,51.8,3,0.14,-0.184,-4,9,40.9,47,1,5.22,55.6,13,59.1,63,1,4.85,69.2,22,16.2,2.75,2.03,0.72
2025,142,Brian Robinson,SF,RB,8,12,27.173913043478258,36,25,38.5,0,108,4.32,0,0.19,0,5,4,13,12,0,0,64,32,0.2,2.28,16,2.04,47.2,1,0.04,0.005,0.1,15,60,66,0,4.4,53.3,10,40,42,0,4.2,80,10.8,11.9,1.35,1.49,-0.14
2025,143,Omarion Hampton,LAC,RB,7,20,14.516129032258066,60.7,18,66.7,0,107,5.94,0,0.79,0,6,18.8,56,52.3,100,0,55.6,44.4,34.3,2.67,27.8,3.28,55.1,9,0.5,0.265,4.8,7,38.9,46,0,6.57,42.9,11,61.1,61,0,5.55,63.6,10.7,12,1.53,1.71,-0.18
2025,144,Jahmyr Gibbs,DET,RB,11,13,10.699588477366255,46.3,26,49.1,0,106,4.08,2,1.01,0,5,12,42,39.6,20,7.7,57.7,42.3,-0.7,2.04,46.2,2.04,50,8,0.31,0.068,1.8,11,42.3,39,0,3.55,54.5,12,46.2,60,1,5,58.3,22.6,16.7,2.05,1.52,0.53
2025,145,D'Andre Swift,CHI,RB,14,13,13.452914798206278,49.6,30,45.5,0,105,3.5,2,0.92,0,8,10.7,31,29.5,25,6.7,43.3,46.7,-9.2,1.57,46.7,1.93,55.2,6,0.2,-0.044,-1.3,18,60,94,1,5.22,55.6,11,36.7,9,1,0.82,27.3,22.5,16.9,1.61,1.21,0.4
2025,146,Jaylen Wright,MIA,RB,7,21,34.285714285714285,10.8,24,25.3,0,103,4.29,0,0.56,0,4,15,62,60.2,40,0,45.8,50,8.2,1.71,50,2.58,60.2,8,0.33,-0.062,-1.5,17,70.8,41,0,2.41,41.2,7,29.2,62,0,8.86,57.1,10.3,12.8,1.47,1.84,-0.37
2025,147,TreVeyon Henderson,NE,RB,14,12,22.22222222222222,46.1,40,42.1,0,102,2.55,1,0.44,0,4,0,0,0,25,2.5,40,60,-75.6,1,37.5,1.55,60.8,2,0.05,-0.284,-11.4,15,37.5,42,0,2.8,46.7,25,62.5,60,1,2.4,36,16.2,20.4,1.16,1.46,-0.3
2025,148,Jordan Mason,MIN,RB,9,21,11.949685534591195,51.4,19,52.8,0,101,5.32,0,0.12,1,4,15.8,47,46.5,0,0,63.2,42.1,17.5,2.47,26.3,2.84,53.5,3,0.16,-0.171,-3.3,11,57.9,66,0,6,63.6,8,42.1,35,0,4.38,62.5,9.1,9.1,1.01,1.01,0
2025,149,Keaton Mitchell,BLT,RB,9,21,35.59322033898305,24.3,21,18.3,0,100,4.76,0,0.07,0,5,14.3,51,51,0,0,52.4,42.9,11.1,3.71,28.6,1.05,22,4,0.19,-0.048,-1,9,42.9,46,0,5.11,44.4,10,47.6,47,0,4.7,50,10,9.3,1.11,1.04,0.07
2025,150,Bam Knight,ARZ,RB,8,11,28.04878048780488,22.4,23,29.9,0,99,4.3,0,0.1,0,10,13.6,44,44.4,0,0,52.2,43.5,0.2,2.22,34.8,2.09,48.5,4,0.17,0.115,2.6,11,47.8,41,0,3.73,63.6,12,52.2,58,0,4.83,41.7,9.9,10.5,1.24,1.31,-0.07
2025,151,Aaron Jones,MIN,RB,9,21,13.636363636363635,43.2,18,54.5,0,98,5.44,0,0.36,0,4,18.8,52,53.1,0,0,61.1,38.9,23.3,3.33,22.2,2.11,38.8,0,0,0.095,1.7,9,50,37,0,4.11,55.6,7,38.9,29,0,4.14,71.4,9.8,9.6,1.09,1.07,0.02
2025,152,Kareem Hunt,KC,RB,15,12,24.539877300613497,45.4,40,37.4,0,98,2.45,6,4.31,1,9,3.4,11,11.2,88.9,15,37.5,57.5,-30.7,0.88,37.5,1.57,64.3,5,0.13,-0.146,-5.8,25,62.5,74,1,2.96,28,15,37.5,24,5,1.6,53.3,44.8,38.7,2.99,2.58,0.41
2025,153,Dylan Sampson,CLV,RB,12,12,50.76923076923077,25.1,33,21.4,0,96,2.91,0,0.34,0,6,6.1,37,38.5,0,0,36.4,60.6,-39.2,0.79,45.5,2.12,72.9,4,0.12,-0.261,-8.6,23,69.7,77,0,3.35,39.1,10,30.3,19,0,1.9,30,9.6,15.6,0.8,1.3,-0.5
2025,154,Nick Chubb,HST,RB,8,21,20.491803278688526,52.6,25,46.3,0,95,3.8,1,0.67,0,3,4.2,25,26.3,100,4,44,52,-10.7,2.12,32,1.68,44.2,2,0.08,-0.104,-2.6,9,36,46,1,5.11,55.6,16,64,49,0,3.06,37.5,15.5,14.6,1.94,1.83,0.11
