,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Alignment,Alignment,Alignment,Alignment,FP,FP,FP,FP,FP,FP,FP,FP
2025,11,Trey McBride,ARZ,TE,16,12,33.5832083958021,30.909090909090907,90.9,224,91.8,51,25,1.8,0.23,6.96,355,23.9,403,26.3,7.9,9.83,41,80.4,165,4.02,45,1.1,1,0.88,16.7,6,4,1,16,0.071,106.1,44,32.4,5,9.8,45,88.2,5,13.5,0,0,14,8,57.1,0,2,0.05,27.7,0.38,0.472,6.3,53.6,39.3,0.9,87.3,81.1,5.46,5.07,0.39,0.39,0.36,81.1
2025,12,Dalton Kincaid,BUF,TE,11,11,74.30167597765363,67.3469387755102,26.8,133,43.9,33,12.9,2.96,0.25,8.09,267,15.9,394,18.4,11.94,14.59,27,81.8,215,7.96,64,2.37,4,3.27,28.6,6,2,2,18,0.135,156,27,16.4,6,18.2,31,93.9,3,39.1,1,3,7,4,57.1,0,1,0.04,26.4,3.78,0.907,24.8,60.9,14.3,0,90.4,77.4,8.22,7.03,1.19,0.68,0.58,77.4
2025,13,Cade Otton,TB,TE,14,11,86.63697104677061,77.5,89.2,389,78.1,62,14.5,1,0.16,5.15,319,9.7,388,13.2,6.26,9.02,43,69.4,204,4.74,88,2.05,1,1.81,4.5,4,0,0,16,0.041,77.9,38,13.9,2,3.2,53,85.5,1,7.3,2,3.2,16,8,50,0,4,0.09,15.6,-0.55,-0.124,20.1,57.3,22.6,0,87.8,92.1,6.27,6.58,-0.31,0.23,0.24,92.1
2025,14,Harold Fannin,CLV,TE,15,12,54.09429280397022,55.769230769230774,91.4,218,85.5,58,25.7,1.73,0.27,6.31,366,25.6,378,28.1,6.52,9.69,39,67.2,185,4.74,79,2.03,3,2.95,30,6,0,0,18,0.083,88.1,45,31,5,8.6,50,86.2,3,11.4,4,6.9,10,4,40,0,9,0.23,29.4,-0.78,-0.145,17.4,47.2,33.9,1.4,94.8,104.8,6.32,6.99,-0.67,0.43,0.48,104.8
2025,15,Brenton Strange,JAX,TE,11,11,76.84210526315789,69.49152542372882,50.1,219,64,41,13.8,1.72,0.19,5.56,228,8.8,376,16.2,9.17,11.39,33,80.5,209,6.33,57,1.73,1,1.22,7.1,5,1,1,21,0.096,113,27,13,3,7.3,37,90.2,0,12.9,2,4.9,4,3,75,0,8,0.24,19.9,2.04,0.543,17.4,38.4,43.8,0.5,76.6,72.4,6.96,6.59,0.37,0.35,0.33,72.4
2025,16,Dallas Goedert,PHI,TE,14,11,75.48543689320388,57.49999999999999,77.6,311,82.5,46,14.4,1.21,0.15,9.67,445,17.2,375,16,8.15,11.36,33,71.7,114,3.45,49,1.48,4,2.5,30.8,6,2,1,16,0.051,124.8,33,16.8,0,0,35,76.1,6,17.9,1,2.2,5,3,60,0,0,0,17.4,0.08,0.451,14.8,60.5,24.8,0,94.5,80.7,6.75,5.76,0.99,0.3,0.26,80.7
2025,17,T.J. Hockenson,MIN,TE,15,11,81.76943699731903,89.39393939393939,75.7,305,77,59,17.9,1.18,0.19,4.9,289,10.7,360,16.2,6.1,8.18,44,74.6,195,4.43,75,1.7,1,2.23,10,9,1,0,17,0.056,95.3,36,15.6,6,10.2,51,86.4,2,5.3,6,10.2,3,3,100,0,4,0.09,21.1,-0.81,0.112,15.7,43.6,40.3,0.3,86,100.7,5.73,6.71,-0.98,0.28,0.33,100.7
2025,18,Theo Johnson,NYG,TE,14,11,69.65174129353234,65.75342465753424,69.2,280,74.3,48,15,1.27,0.17,9.13,438,16.1,357,18.4,7.44,12.31,29,60.4,147,5.07,50,1.72,3,2.78,27.3,8,4,1,14,0.05,95.6,37,17.4,6,12.5,40,83.3,5,24,7,14.6,16,9,56.3,1,2,0.07,19.2,-0.59,0.181,15.7,58.6,19.6,6.1,82.7,82.6,5.91,5.9,0.01,0.3,0.3,82.6
2025,19,Brock Bowers,LV,TE,11,11,52.254641909814325,49.39759036144578,50.6,197,78.8,41,19.2,1.81,0.21,6.54,268,20.1,356,25.2,8.68,9.89,36,87.8,172,4.78,60,1.67,3,3.19,30,7,5,3,20,0.102,127.2,33,22.3,3,7.3,38,92.7,3,9.7,1,2.4,5,4,80,0,3,0.08,24.4,1.28,0.588,7.6,49.2,41.6,1.5,89.6,84.3,8.15,7.67,0.48,0.45,0.43,84.3
2025,20,Tucker Kraft,GB,TE,8,11,63.68421052631579,65.85365853658537,40.9,121,70.8,27,17.2,2.92,0.22,4.11,111,9.8,353,27,13.07,16.05,22,81.5,253,11.5,95,4.32,3,1.38,33.3,5,1,1,16,0.132,155.8,20,19.6,4,14.8,24,88.9,0,22.2,2,7.4,2,2,100,0,8,0.36,22,6.24,1.198,17.4,47.9,34.7,0,75.3,51.6,9.41,6.45,2.96,0.62,0.43,51.6
2025,21,Colston Loveland,CHI,TE,13,11,46.62921348314607,46.835443037974684,44.8,166,47.3,37,11.7,2.06,0.22,7.81,289,12.5,342,16.5,9.24,11.79,29,78.4,125,4.31,60,2.07,3,2.47,21.4,6,2,1,18,0.108,132.2,24,12.7,0,0,32,86.5,0,16,0,0,8,5,62.5,0,6,0.21,24,1.6,0.803,17.5,41,40.4,1.2,81.2,70.8,6.25,5.44,0.81,0.49,0.43,70.8
2025,22,Travis Kelce,KC,TE,16,12,30.528375733855185,33.65384615384615,87.8,156,79.2,35,21,2.11,0.22,8.69,304,24.2,329,28.2,9.4,13.16,25,71.4,133,5.32,51,2.04,1,1.67,11.1,7,1,0,19,0.122,110.3,29,24.8,1,2.9,28,80,3,23.8,3,8.6,2,2,100,0,1,0.04,24.1,1.99,0.632,21.2,42.9,34,1.9,63.9,65.2,3.99,4.08,-0.09,0.41,0.42,65.2
2025,23,Evan Engram,DEN,TE,16,11,77.1513353115727,85.13513513513513,45.5,260,54.7,63,14.2,1.26,0.24,3.94,248,7.8,327,11.6,5.19,7.79,42,66.7,214,5.1,75,1.79,1,0.79,5.6,7,2,0,15,0.058,84.6,34,12.6,7,11.1,49,77.8,2,5.4,6,9.5,3,2,66.7,0,3,0.07,24.6,-1.38,-0.001,13.5,46.9,39.2,0.4,80.7,87.7,5.04,5.48,-0.44,0.31,0.34,87.7
2025,24,Pat Freiermuth,PIT,TE,10,11,45.11784511784512,47.16981132075472,48.4,134,47.3,25,9.5,2.24,0.19,7.24,181,10.8,300,14.8,12,15.79,19,76,168,8.84,37,1.95,1,0.15,7.7,2,1,0,12,0.09,128.8,17,9.7,4,16,19,76,3,31.6,0,0,3,3,100,0,2,0.11,20.2,4.16,0.771,2.2,68.7,29.1,0,55,36,5.5,3.6,1.9,0.41,0.27,36
2025,25,Tyler Warren,IND,TE,12,12,19.583333333333332,24.528301886792452,69.7,94,61.8,26,19.1,3.11,0.28,7.73,201,15.6,292,23.5,11.23,14.6,20,76.9,182,9.1,30,1.5,2,2.63,28.6,5,1,1,15,0.16,138.6,24,23.3,3,11.5,24,92.3,1,31.3,1,3.8,5,1,20,1,2,0.1,28,3.16,0.707,8.5,24.5,59.6,7.4,61.2,60.2,5.1,5.02,0.08,0.65,0.64,60.2
2025,26,George Kittle,SF,TE,10,11,53.11355311355312,46.96969696969697,46.2,145,75.5,31,17.6,1.98,0.21,8.39,260,16.9,287,22.6,9.26,11.96,24,77.4,104,4.33,42,1.75,4,3.89,36.4,8,3,2,17,0.117,144.8,24,21.4,2,6.5,29,93.5,2,16.7,2,6.5,10,6,60,2,3,0.13,22.3,1.38,0.866,9.7,39.3,49,2.1,76.7,71.6,7.67,7.16,0.51,0.53,0.49,71.6
2025,27,Sam LaPorta,DET,TE,9,11,65.93886462882097,65.3061224489796,38.5,151,74.4,32,16.9,1.89,0.21,6,192,15.3,286,20.2,8.94,11.44,25,78.1,145,5.8,54,2.16,1,0.7,7.1,3,0,0,13,0.086,114.3,23,18.1,1,3.1,26,81.3,0,8,0,0,2,1,50,0,2,0.08,20.1,1.92,0.681,15.2,56.3,28.5,0,59.6,53.4,6.62,5.93,0.69,0.39,0.35,53.4
2025,28,George Kittle,SF,TE,9,21,32.6007326007326,40.909090909090914,55.7,89,71.2,27,23.5,3.19,0.3,5.11,138,22.6,284,30.8,10.52,10.52,27,100,146,5.41,57,2.11,1,1.45,20,2,0,0,16,0.18,122.8,20,27,6,22.2,27,100,2,20,0,0,4,4,100,0,1,0.04,30.3,3.4,0.692,5.6,19.1,75.3,0,61.4,55.9,6.82,6.21,0.61,0.69,0.63,55.9
2025,29,Harold Fannin,CLV,TE,13,11,37.96526054590571,38.46153846153847,52.4,153,49.8,40,15,1.84,0.26,4.92,197,11.8,282,19,7.05,9.72,29,72.5,163,5.62,81,2.79,1,0.72,33.3,3,2,1,11,0.072,100.2,23,14.2,4,10,34,85,1,11.1,2,5,8,3,37.5,0,5,0.17,29,0.11,0.163,11.1,39.2,49.7,0,63.2,59.5,4.86,4.58,0.28,0.41,0.39,59.5
2025,30,Mason Taylor,NYJ,TE,12,11,74.01812688821752,71.42857142857143,62.4,245,68.6,45,16.2,1.08,0.18,4.8,216,10.6,264,16.3,5.87,8.25,32,71.1,106,3.31,32,1,0,0.25,0,6,1,0,16,0.065,76.5,31,17.9,2,4.4,38,84.4,0,0,6,13.3,6,4,66.7,0,0,0,21.5,-0.81,0.139,19.6,39.6,39.6,1.2,58.4,62.9,4.87,5.25,-0.38,0.24,0.26,62.9
2025,31,Brock Bowers,LV,TE,9,12,41.11405835543766,42.168674698795186,76.9,155,91.2,35,24.3,1.66,0.23,6.89,241,26.8,257,25.9,7.34,11.17,23,65.7,109,4.74,48,2.09,4,2.39,57.1,10,7,3,12,0.077,113.6,28,31.1,1,2.9,26,74.3,2,27.8,2,5.7,11,8,72.7,2,2,0.09,27.1,-0.15,0.137,32.9,49.7,17.4,0,72.7,53.4,8.08,5.94,2.14,0.47,0.34,53.4
2025,32,Zach Ertz,WAS,TE,12,11,70.99697885196375,60.56338028169014,58.7,235,76.1,43,16.5,1.06,0.18,7.51,323,15.5,249,15.1,5.79,8.03,31,72.1,55,1.77,18,0.58,2,1.41,16.7,5,2,2,12,0.051,92.1,33,19.1,1,2.3,39,90.7,1,3.7,7,16.3,13,12,92.3,0,1,0.03,21.2,-1.36,0.119,13.6,68.9,17.4,0,67.9,69.2,5.66,5.77,-0.11,0.29,0.29,69.2
2025,33,Dawson Knox,BUF,TE,12,11,67.02127659574468,54.166666666666664,45.5,189,42.5,26,7,1.25,0.14,6.08,158,6.5,236,8.1,9.08,11.24,21,80.8,118,5.62,30,1.43,1,1.48,5.9,5,2,1,12,0.063,101.3,17,7.1,3,11.5,24,92.3,1,16.7,1,3.8,5,3,60,0,2,0.1,15.6,1.57,0.348,13.8,47.6,36,2.6,50.6,48.7,4.22,4.06,0.16,0.27,0.26,48.7
2025,34,AJ Barner,SEA,TE,11,12,26.900584795321635,28.125,91.7,92,70.2,18,14.9,2.57,0.2,8.44,152,14.3,236,17.7,13.11,14.75,16,88.9,106,6.63,33,2.06,3,2.57,37.5,3,2,1,9,0.098,158.3,12,15.8,0,0,17,94.4,3,21.4,0,0,1,0,0,0,2,0.13,17.6,5.35,1.024,4.3,8.7,85.9,1.1,57.6,50.1,5.24,4.55,0.69,0.63,0.54,50.1
2025,35,Colby Parkinson,LA,TE,9,13,39.48497854077253,45.45454545454545,93.1,92,70.2,25,19.8,2.52,0.27,4.16,104,9.2,232,21.7,9.28,11.05,21,84,155,7.38,41,1.95,5,3.73,25,10,1,1,14,0.152,144.9,15,17.6,4,16,24,96,1,23.1,3,12,3,2,66.7,0,2,0.1,21.2,2.66,0.821,20.7,4.3,75,0,74.2,60.2,8.24,6.69,1.55,0.81,0.65,60.2
2025,36,Trey McBride,ARZ,TE,13,13,13.943028485757122,18.181818181818183,98.9,93,98.9,30,36.6,2.44,0.32,8.67,260,48.6,227,39.3,7.57,12.61,18,60,139,7.72,42,2.33,1,0.88,25,4,1,0,14,0.151,94.7,29,60.4,7,23.3,22,73.3,3,23.5,2,6.7,6,3,50,0,2,0.11,42.3,-0.47,0.328,16.1,20.4,63.4,0,46.7,41.5,3.59,3.19,0.4,0.5,0.45,41.5
2025,37,Kyle Pitts,ATL,TE,11,12,28.71287128712871,20.689655172413794,88.8,145,89,24,15.6,1.56,0.17,9.38,225,20.6,226,17,9.42,11.89,19,79.2,97,5.11,18,0.95,1,0.67,14.3,3,0,0,13,0.09,119.8,16,15.5,4,16.7,21,87.5,2,25,1,4.2,4,3,75,0,0,0,16.8,0.85,0.655,35.9,31,33.1,0,47.6,46,4.33,4.19,0.14,0.33,0.32,46
2025,38,Gunnar Helm,TEN,TE,15,11,61.73913043478261,64.81481481481481,34.4,142,29.2,35,8.1,1.55,0.25,4.51,158,5.4,220,8.8,6.29,7.33,30,85.7,125,4.17,34,1.13,0,0.39,0,5,3,0,11,0.077,92.9,25,9.5,6,17.1,33,94.3,0,3.6,1,2.9,10,7,70,0,4,0.13,26.1,-0.58,0.015,9.9,49.3,40.8,0,52,50.5,3.47,3.37,0.1,0.37,0.36,50.5
2025,39,Mike Gesicki,CIN,TE,12,11,56.30252100840336,66.66666666666666,24,134,40.5,28,9.2,1.63,0.21,9.29,260,12.4,219,11.5,7.82,10.95,20,71.4,57,2.85,18,0.9,1,1.31,6.3,3,1,0,12,0.09,76.3,22,11.1,0,0,22,78.6,3,11.1,0,0,6,5,83.3,0,0,0,23.1,-0.5,0.304,18.7,79.9,1.5,0,47.9,49.7,3.99,4.14,-0.15,0.36,0.37,49.7
2025,40,Tyler Higbee,LA,TE,9,11,78.03468208092485,77.77777777777779,35.3,135,51.1,28,11.2,1.57,0.21,4.86,136,6.9,212,11.6,7.57,10.6,20,71.4,138,6.9,31,1.55,1,1.28,7.1,6,1,0,12,0.089,105.1,20,11.7,6,21.4,22,78.6,1,26.7,1,3.6,5,2,40,1,0,0,19.7,0.67,0.274,14.1,27.4,57.8,0.7,47.2,44.1,5.24,4.9,0.34,0.35,0.33,44.1
2025,41,Isaiah Likely,BLT,TE,11,12,67.57990867579909,63.888888888888886,74.1,148,80.4,23,14.5,1.42,0.16,7.65,176,16,210,20.6,9.13,11.67,18,78.3,77,4.28,15,0.83,0,0.26,0,1,0,0,9,0.061,104.7,14,15.1,1,4.3,19,82.6,3,16.7,1,4.3,2,2,100,0,2,0.11,16.8,1.77,0.454,10.8,78.4,10.8,0,39,38.1,3.55,3.47,0.08,0.26,0.26,38.1
2025,42,Colston Loveland,CHI,TE,8,13,12.359550561797752,15.18987341772152,92.8,44,97.8,12,30.8,4.66,0.27,13.83,166,43.6,205,53,17.08,20.5,10,83.3,70,7,20,2,1,0.96,33.3,1,1,1,8,0.182,146.5,9,47.4,0,0,11,91.7,2,55.6,0,0,2,1,50,0,0,0,36.4,7.27,1.23,34.1,20.5,45.5,0,36.5,31.3,4.56,3.91,0.65,0.83,0.71,31.3
2025,43,Michael Mayer,LV,TE,9,11,42.58373205741627,57.14285714285714,30.9,89,32,28,11.8,2.25,0.31,3.04,85,6.4,200,13.3,7.14,9.52,21,75,127,6.05,53,2.52,1,1.12,14.3,4,0,0,10,0.112,76.5,19,11.5,4,14.3,23,82.1,0,16.7,0,0,5,2,40,0,4,0.19,32.2,0.68,-0.249,11.2,16.9,71.9,0,47,43,5.22,4.78,0.44,0.53,0.48,43
2025,44,Elijah Higgins,ARZ,TE,11,12,64.51612903225806,62.857142857142854,71.6,180,73.8,22,10.8,1.11,0.12,3.5,77,5.2,199,13,9.05,10.47,19,86.4,154,8.11,55,2.89,0,0.22,0,1,0,0,10,0.056,85.4,9,6.6,3,13.6,19,86.4,0,16.7,0,0,4,2,50,0,9,0.47,13.9,2.51,-0.012,9.4,47.8,42.2,0.6,38.9,32.4,3.54,2.94,0.6,0.22,0.18,32.4
2025,45,AJ Barner,SEA,TE,14,11,52.046783625730995,48.4375,72.9,178,62.9,31,11.8,1.11,0.17,4,124,7.1,198,10.2,6.39,7.92,25,80.6,114,4.56,49,1.96,1,0.94,8.3,5,0,0,9,0.051,90.6,13,8,2,6.5,26,83.9,0,0,1,3.2,3,3,100,0,5,0.2,17.4,-0.09,0.187,4.5,13.5,80.3,1.7,50.8,46.7,3.63,3.34,0.29,0.29,0.26,46.7
2025,46,Mark Andrews,BLT,TE,15,11,36.59305993690852,38.80597014925373,64.7,116,58,26,15.9,1.68,0.22,8.35,217,16.9,195,15,7.5,10.26,19,73.1,63,3.32,25,1.32,3,2.63,37.5,6,4,1,10,0.086,132.7,21,20.4,0,0,20,76.9,1,17.6,1,3.8,2,2,100,0,1,0.05,27.1,-0.43,0.48,16.4,68.1,15.5,0,56.5,52.5,3.77,3.5,0.27,0.49,0.45,52.5
2025,47,Daniel Bellinger,NYG,TE,7,12,53.06122448979592,57.692307692307686,81,104,63.4,15,11,1.85,0.14,10.47,157,14.1,192,14.7,12.8,17.45,11,73.3,77,7,17,1.55,1,1.72,14.3,3,1,0,9,0.087,137.5,10,11.9,0,0,13,86.7,2,33.3,2,13.3,1,0,0,0,0,0,14,4.82,0.983,18.3,30.8,41.3,9.6,36.2,39.4,5.17,5.62,-0.45,0.35,0.38,39.4
2025,48,Tommy Tremble,CAR,TE,11,11,66.66666666666666,66.66666666666666,47.9,172,38.1,24,6,1.08,0.14,5.08,122,4.4,186,7.1,7.75,11.63,16,66.7,118,7.38,68,4.25,1,1.12,5.3,2,1,1,6,0.035,103.8,19,7.9,1,4.2,18,75,0,6.7,2,8.3,2,1,50,0,4,0.25,15.7,0.93,0.258,15.1,41.9,43,0,40.6,38.5,3.69,3.5,0.19,0.24,0.22,38.5
2025,49,Darnell Washington,PIT,TE,9,11,32.417582417582416,34.883720930232556,34.4,59,23.9,15,6.5,3.15,0.25,4.6,69,4.7,186,10.3,12.4,15.5,12,80,125,10.42,56,4.67,0,0.06,0,0,0,0,6,0.102,118.3,7,4.7,1,6.7,14,93.3,0,16.7,2,13.3,2,2,100,0,6,0.5,20.3,5.69,1.073,10.2,16.9,72.9,0,30.6,24.9,3.4,2.77,0.63,0.52,0.42,24.9
2025,50,Sam LaPorta,DET,TE,5,12,24.890829694323145,26.53061224489796,66.1,57,85.1,13,20.6,3.21,0.23,6.54,85,19.2,183,27,14.08,16.64,11,84.6,116,10.55,26,2.36,2,1.36,40,2,1,1,9,0.158,158.3,7,15.2,1,7.7,12,92.3,0,44.4,1,7.7,2,2,100,1,5,0.45,22,6.44,1.066,24.6,14,61.4,0,41.3,27.6,8.26,5.53,2.73,0.72,0.49,27.6
2025,51,Dallas Goedert,PHI,TE,11,12,19.41747572815534,30,66.7,80,77.7,24,25.5,2.19,0.3,4.29,103,10.2,175,25.6,7.29,9.21,19,79.2,99,5.21,33,1.74,3,3.29,42.9,4,1,1,12,0.15,136.6,18,25.7,3,12.5,23,95.8,0,12.5,4,16.7,0,0,0,0,0,0,31.2,0.44,0.478,13.8,17.5,67.5,1.3,54.5,60.5,4.95,5.5,-0.55,0.68,0.76,60.5
2025,52,Colby Parkinson,LA,TE,12,11,47.21030042918455,45.45454545454545,32.7,110,27.9,25,6.6,1.55,0.23,6.12,153,4.5,171,6,6.84,10.06,17,68,124,7.29,26,1.53,3,2.49,15.8,9,5,2,9,0.082,110.2,18,7.1,5,20,22,88,3,8.3,3,12,3,1,33.3,0,3,0.18,18.4,-0.62,0.101,19.1,23.6,57.3,0,52.1,50.1,4.34,4.17,0.17,0.47,0.46,50.1
2025,53,Zach Ertz,WAS,TE,9,12,18.731117824773413,26.76056338028169,41.8,62,59.6,19,22.1,2.74,0.31,8.84,168,27.5,170,23.5,8.95,14.17,12,63.2,64,5.33,10,0.83,1,0.05,33.3,2,1,0,9,0.145,87.6,14,25.5,0,0,13,68.4,1,25,1,5.3,1,1,100,0,2,0.17,35.8,0.89,-0.082,16.1,21,61.3,1.6,35,26.7,3.89,2.97,0.92,0.56,0.43,26.7
2025,54,Jake Tonges,SF,TE,8,11,60.73059360730594,60,43.2,133,41.2,27,9,1.25,0.2,6.41,173,6.9,166,7.3,6.15,9.22,18,66.7,87,4.83,24,1.33,1,1.04,7.1,3,2,1,11,0.083,95.6,14,6.9,3,11.1,22,81.5,0,5.9,0,0,5,2,40,0,1,0.06,19.7,-1.46,0.218,8.3,36.8,54.1,0.8,40.6,41.9,5.08,5.24,-0.16,0.31,0.32,41.9
