,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,FP,FP
Season,Rank,Name,Team,POS,G,WEEK,OPP,TGT %,TGT,TGT %,REC,YDS,TM YDS %,YPR,YPT,CR %,TD,TM TD %,i10,i20 TGT,FUM,FP,FP/G
2022,,League Avg,,,,,,,3.5563743551952838,10.415475313190834,2.374355195283714,28.565217391304348,11.824907885040526,12.03,8.03,66.8,0.1643330876934414,9.070817980840085,0.23728813559322035,0.47752394988946206,0.01694915254237288,6.3941783345615395,6.3941783345615395
2022,1,Tyreek Hill,MIA,WR,1,2,BLT,20,13,26,11,190,40.5,17.27,14.62,84.6,2,33.3,0,0,0,42,42
2022,2,Justin Jefferson,MIN,WR,1,1,GB,18.0327868852459,11,34.4,9,184,66.4,20.44,16.73,81.8,2,100,3,3,0,39.4,39.4
2022,3,T.J. Hockenson,DET,TE,1,4,SEA,35.294117647058826,12,30,8,179,46.6,22.38,14.92,66.7,2,50,2,2,0,39.9,39.9
2022,4,Tyreek Hill,MIA,WR,1,6,MIN,23.076923076923077,15,31.9,12,177,42.3,14.75,11.8,80,0,0,0,0,0,29.7,29.7
2022,5,Gabe Davis,BUF,WR,1,5,PIT,24,6,16.7,3,171,39.6,57,28.5,50,2,50,0,0,0,32.1,32.1
2022,6,Jaylen Waddle,MIA,WR,1,2,BLT,38.775510204081634,19,38,11,171,36.5,15.55,9,57.9,2,33.3,3,4,0,40.1,40.1
2022,7,DeVonta Smith,PHI,WR,1,3,WAS,29.268292682926827,12,34.3,8,169,49.7,21.13,14.08,66.7,1,33.3,1,2,0,30.9,30.9
2022,8,Tyreek Hill,MIA,WR,1,4,CIN,21.53846153846154,14,37.8,10,160,52.8,16,11.43,71.4,0,0,1,1,0,25.9,25.9
2022,9,Mack Hollins,LV,WR,1,3,TEN,35.714285714285715,10,22.2,8,158,51.5,19.75,15.8,80,1,50,2,4,0,30,29.96
2022,10,DeVante Parker,NE,WR,1,3,BLT,45.45454545454545,10,31.3,5,156,48.6,31.2,15.6,50,0,0,1,1,0,20.6,20.6
2022,11,A.J. Brown,PHI,WR,1,1,DET,22.916666666666664,11,34.4,10,155,63.8,15.5,14.09,90.9,0,0,0,0,0,25.5,25.5
2022,12,Justin Jefferson,MIN,WR,1,5,CHI,21.311475409836063,13,31,12,154,48.3,12.83,11.85,92.3,0,0,1,3,0,30.3,30.32
2022,13,DK Metcalf,SEA,WR,1,4,DET,20,10,33.3,7,149,46.6,21.29,14.9,70,0,0,0,0,0,21.9,21.9
2022,14,Stefon Diggs,BUF,WR,1,2,TEN,22.22222222222222,14,35,12,148,46.7,12.33,10.57,85.7,3,75,2,4,0,44.8,44.8
2022,15,Stefon Diggs,BUF,WR,1,6,KC,19.047619047619047,12,30,10,148,45,14.8,12.33,83.3,1,33.3,0,1,0,30.8,30.8
2022,16,Justin Jefferson,MIN,WR,1,4,NO,21.311475409836063,13,33.3,10,147,51.4,14.7,11.31,76.9,0,0,1,2,0,31,31
2022,17,Chris Olave,NO,WR,1,3,CAR,27.500000000000004,11,26.8,9,147,41.6,16.33,13.36,81.8,0,0,0,1,0,23.7,23.7
2022,18,Davante Adams,LV,WR,1,1,LAC,30,15,40.5,10,141,47.8,14.1,9.4,66.7,1,50,3,3,0,30.1,30.1
2022,19,Marquise Brown,ARZ,WR,1,3,LA,27.419354838709676,17,29.3,14,140,44.6,10,8.24,82.4,0,0,0,0,0,28,28
2022,20,Mike Williams,LAC,WR,1,5,CLV,26.53061224489796,13,38.2,10,134,58.8,13.4,10.31,76.9,0,0,0,1,0,23.4,23.4
2022,21,Michael Pittman,IND,WR,1,6,JAX,27.450980392156865,14,24.1,13,134,34.4,10.31,9.57,92.9,0,0,0,0,0,26.4,26.4
2022,22,Ja'Marr Chase,CIN,WR,1,6,NO,16.39344262295082,10,27,7,132,44,18.86,13.2,70,2,66.7,0,2,0,32.2,32.2
2022,23,Jaylen Waddle,MIA,WR,1,6,MIN,20.408163265306122,10,21.3,6,129,30.9,21.5,12.9,60,0,0,0,0,1,17.9,17.9
2022,24,Ja'Marr Chase,CIN,WR,1,1,PIT,24.59016393442623,15,28.3,10,129,38.2,12.9,8.6,66.7,1,50,4,6,0,28.9,28.9
2022,25,Cooper Kupp,LA,WR,1,1,BUF,21.12676056338028,15,36.6,13,128,53.3,9.85,8.53,86.7,1,100,1,1,0,31.8,31.8
2022,26,Cooper Kupp,LA,WR,1,5,DAL,14.084507042253522,10,22.7,7,125,39.1,17.86,12.5,70,1,100,0,0,0,25.9,25.9
2022,27,Davante Adams,LV,WR,1,5,KC,14.000000000000002,7,23.3,3,124,51.5,41.33,17.71,42.9,2,100,0,0,0,27.4,27.4
2022,28,Tee Higgins,CIN,WR,1,4,MIA,25,9,28.1,7,124,40,17.71,13.78,77.8,1,50,0,0,0,25.4,25.4
2022,29,Stefon Diggs,BUF,WR,1,1,LA,14.285714285714285,9,29,8,122,41.1,15.25,13.56,88.9,1,33.3,1,1,0,26.2,26.2
2022,30,Cooper Kupp,LA,WR,1,4,SF,25.352112676056336,18,37.5,14,122,48,8.71,6.78,77.8,0,0,1,2,0,26.2,26.2
2022,31,Courtland Sutton,DEN,WR,1,2,HST,22.448979591836736,11,35.5,7,122,55.7,17.43,11.09,63.6,0,0,2,3,0,19.7,19.7
2022,32,Travis Kelce,KC,TE,1,1,ARZ,17.647058823529413,9,23.1,8,121,33.6,15.13,13.44,88.9,1,20,1,2,0,26.1,26.1
2022,33,Michael Pittman,IND,WR,1,1,HST,25.49019607843137,13,26,9,121,34.4,13.44,9.31,69.2,1,100,1,2,0,27.1,27.1
2022,34,Mike Williams,LAC,WR,1,4,HST,22.448979591836736,11,28.2,7,120,35.3,17.14,10.91,63.6,0,0,0,2,0,19,19
2022,35,Christian Kirk,JAX,WR,1,1,WAS,22.5,9,21.4,6,117,42.5,19.5,13,66.7,0,0,0,2,0,17.7,17.7
2022,36,Allen Lazard,GB,WR,1,4,NE,24.242424242424242,8,22.9,6,116,46.2,19.33,14.5,75,0,0,0,0,0,17.6,17.6
2022,37,Amon-Ra St. Brown,DET,WR,1,2,WAS,30.76923076923077,12,35.3,9,116,45.3,12.89,9.67,75,2,50,1,3,0,39.4,39.4
2022,38,Deebo Samuel,SF,WR,1,4,LA,14.893617021276595,7,25.9,6,115,48.1,19.17,16.43,85.7,1,100,1,1,0,23.7,23.7
2022,39,Jarvis Landry,NO,WR,1,1,ATL,40,8,23.5,7,114,42.4,16.29,14.25,87.5,0,0,0,0,0,18.4,18.4
2022,40,Mike Williams,LAC,WR,1,2,KC,20.408163265306122,10,20.8,8,113,33.8,14.13,11.3,80,1,33.3,0,1,0,25.3,25.3
2022,41,JuJu Smith-Schuster,KC,WR,1,6,BUF,12.82051282051282,5,12.5,5,113,33.4,22.6,22.6,100,1,50,0,0,0,22.3,22.3
2022,42,Jakobi Meyers,NE,WR,1,5,DET,25.806451612903224,8,38.1,7,111,59,15.86,13.88,87.5,1,100,0,0,0,24.1,24.1
2022,43,Nelson Agholor,NE,WR,1,2,PIT,31.57894736842105,6,17.1,6,110,43.7,18.33,18.33,100,1,100,0,1,0,23,23
2022,44,Travis Kelce,KC,TE,1,6,BUF,17.647058823529413,9,22.5,8,108,32,13.5,12,88.9,0,0,0,1,0,19.2,19.2
2022,45,Cooper Kupp,LA,WR,1,2,ATL,19.718309859154928,14,38.9,11,108,39.7,9.82,7.71,78.6,2,66.7,3,4,1,32.8,32.8
2022,46,Rashod Bateman,BLT,WR,1,2,MIA,31.818181818181817,7,24.1,4,108,34,27,15.43,57.1,1,33.3,0,0,0,20.8,20.8
2022,47,Tyler Lockett,SEA,WR,1,2,SF,25,11,35.5,9,107,54.3,11.89,9.73,81.8,0,0,0,0,0,19.7,19.7
