,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Splits,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Alignment,Alignment,Alignment,Alignment,FP,FP,FP,FP,FP,FP,FP,FP
Season,Rank,Name,Team,POS,G,WEEK,OPP,RTE %,TGT %,SNAP %,RTE,RTE %,TGT,TGT %,YPRR,TPRR,aDOT,AY,AY Share,YDS,TM YDS %,YPT,YPR,REC,CR %,YAC,YAC/REC,YACO,YACO/REC,TD,XTD,TM TD %,i20 TGT,EZTGT,EZTD,1D,1D/RR,RATE,1READ,1READ %,DESIGN,DESIGN %,CTGT,CTGT %,DEEP,EXP %,DRP,DRP %,CT,CC,CC %,HERO,MTF,MTF/REC,THREAT %,YPTOE,EPA/TGT,WIDE RTE %,SLOT RTE %,INLINE RTE %,BACK RTE %,FP,XFP,FP/G,XFP/G,DIFF,FP/RR,XFP/RR,RecXFP
2023,,League Avg,,,,,,,,56.22602131438723,5.567495559502665,53.82859680284204,1.4937833037300177,14.494671403197167,2.13,0.27,5.967362344582594,13.447602131438721,15.869094138543506,11.880994671403197,14.725754884547063,7.95,11.48,1.0346358792184724,69.3,4.858792184724689,4.7,1.7948490230905862,1.73,0.06927175843694494,0.07611900532859696,5.209946714031972,0.18561278863232683,0.11012433392539965,0.0452930728241563,0.5621669626998224,0.101,53.24946714031961,1.2042628774422734,14.622468916518654,0.16429840142095914,11,1.2264653641207814,82.1,0.19271758436944939,17,0.07726465364120781,5.2,0.1714031971580817,0.06927175843694494,40.4,0.020426287744227355,0.13587921847246892,0.13,24.1,0.22,0.252,43.45346358792183,46.98463587921848,9.405417406749553,0.15603907637655418,2.630373001776196,2.75399644760213,2.630373001776196,2.7538454706927213,-0.12347246891651881,0.47,0.49,2.75399644760213
2023,1,CeeDee Lamb,DAL,WR,1,9,PHI,30,30.303030303030305,94.3,21,100,10,47.6,6.33,0.48,11.3,113,59.8,133,57.1,13.3,19,7,70,50,7.14,8,1.14,0,0.15,0,1,1,0,6,0.286,112.5,7,58.3,0,0,8,80,2,57.1,1,10,1,1,100,0,0,0,47.6,4.95,0.971,19,81,0,0,20.3,18.1,20.3,18.1,2.2,0.97,0.86,18.1
2023,2,Brandin Cooks,DAL,WR,1,10,NYG,22.58064516129032,50,51.9,14,70,6,30,9.14,0.43,15,90,36.7,128,49.4,21.33,21.33,6,100,43,7.17,12,2,1,1.11,50,1,1,1,4,0.286,158.3,6,31.6,0,0,6,100,2,60,0,0,0,0,0,0,0,0,42.9,12.29,1.923,28.6,71.4,0,0,24.8,23.6,24.8,23.62,1.18,1.77,1.69,23.6
2023,3,Khalil Shakir,BUF,WR,1,11,NYJ,15.254237288135593,18.181818181818183,71.8,9,60,4,26.7,12.78,0.44,14,56,30.4,115,63.9,28.75,38.33,3,75,71,23.67,2,0.67,1,0.28,100,0,0,0,2,0.222,156.3,0,0,0,0,4,100,1,66.7,0,0,1,0,0,0,0,0,40,19.56,2.06,11.1,88.9,0,0,20.5,12.5,20.5,12.55,7.95,2.28,1.39,12.5
2023,4,Tyler Boyd,CIN,WR,1,10,HST,37.5,41.66666666666667,91.7,18,90,10,50,5.72,0.56,9.9,99,46.7,103,45.4,10.3,17.17,6,60,64,10.67,42,7,0,0.48,0,2,2,0,3,0.167,55.4,9,52.9,1,10,8,80,0,16.7,2,20,1,1,100,0,1,0.17,50,1.75,-0.081,11.1,88.9,0,0,16.3,17,16.3,17.03,-0.73,0.91,0.95,17
2023,5,CeeDee Lamb,DAL,WR,1,10,NYG,24.285714285714285,18.181818181818183,76.6,17,85,6,30,5.65,0.35,17.5,105,42.9,96,37.1,16,19.2,5,83.3,24,4.8,17,3.4,1,1.17,50,2,2,1,4,0.235,158.3,5,26.3,0,0,5,83.3,2,66.7,0,0,1,1,100,1,0,0,35.3,5.68,1.415,47.1,52.9,0,0,20.6,19.6,20.6,19.56,1.04,1.21,1.15,19.6
2023,6,Jamison Crowder,WAS,WR,1,8,PHI,43.47826086956522,43.75,31.9,10,45.5,7,31.8,9.5,0.7,7.57,53,24.4,95,41.1,13.57,13.57,7,100,43,6.14,11,1.57,1,0.66,33.3,0,1,1,5,0.5,158.3,5,26.3,1,14.3,7,100,1,14.3,0,0,0,0,0,1,3,0.43,63.6,6.43,1.021,30,70,0,0,22.5,17.6,22.5,17.64,4.86,2.25,1.76,17.6
2023,7,Josh Palmer,LAC,WR,1,7,KC,65.21739130434783,75,98.4,15,93.8,3,18.8,6.13,0.2,18,54,30,92,63.4,30.67,30.67,3,100,38,12.67,4,1.33,0,0.04,0,0,0,0,3,0.2,118.8,3,21.4,0,0,3,100,2,66.7,0,0,1,1,100,0,0,0,18.8,21.67,2.498,66.7,33.3,0,0,12.2,7.3,12.2,7.3,4.9,0.81,0.49,7.3
2023,8,Khalil Shakir,BUF,WR,1,8,TB,28.8135593220339,27.27272727272727,66.2,17,89.5,6,31.6,5.41,0.35,8.5,51,48.1,92,48.2,15.33,15.33,6,100,41,6.83,26,4.33,0,0.54,0,0,0,0,4,0.235,118.8,1,8.3,0,0,6,100,1,33.3,0,0,0,0,0,0,3,0.5,33.3,8.29,1.164,23.5,76.5,0,0,15.2,15.7,15.2,15.68,-0.48,0.89,0.92,15.7
2023,9,Trey McBride,ARZ,TE,1,8,BLT,34.090909090909086,41.66666666666667,83.1,15,93.8,10,62.5,6,0.67,8,80,68.4,90,76.9,9,11.25,8,80,24,3,15,1.88,1,0.57,50,3,1,0,4,0.267,137.5,9,69.2,0,0,9,90,0,33.3,0,0,1,1,100,0,1,0.13,62.5,0.99,0.612,6.7,86.7,6.7,0,23,19.8,23,19.77,3.23,1.53,1.32,19.8
2023,10,Brandon Aiyuk,SF,WR,1,11,TB,17.142857142857142,33.33333333333333,88.1,6,100,2,33.3,14.33,0.33,18.5,37,64.9,86,78.2,43,43,2,100,49,24.5,1,0.5,1,0.21,33.3,0,0,0,2,0.333,158.3,1,20,0,0,2,100,1,50,0,0,0,0,0,0,0,0,33.3,33.74,3.428,66.7,33.3,0,0,16.6,8.7,16.6,8.67,7.93,2.77,1.45,8.7
2023,11,Darren Waller,NYG,TE,1,7,WAS,80,100,81.5,8,80,6,60,10.63,0.75,9.33,56,82.4,85,75.9,14.17,14.17,6,100,32,5.33,11,1.83,1,0.86,100,1,1,1,3,0.375,158.3,6,66.7,1,16.7,6,100,1,20,0,0,1,1,100,0,0,0,60,6.39,1.208,12.5,87.5,0,0,20.5,17.6,20.5,17.59,2.91,2.56,2.2,17.6
2023,12,Keenan Allen,LAC,WR,1,10,DET,17.391304347826086,18.421052631578945,77.9,12,80,7,46.7,6.92,0.58,8.14,57,63.3,83,56.8,11.86,13.83,6,85.7,35,5.83,13,2.17,0,0.03,0,0,0,0,6,0.5,116.1,6,66.7,1,14.3,6,85.7,1,16.7,0,0,0,0,0,0,1,0.17,58.3,4.57,1.061,8.3,91.7,0,0,14.3,12.6,14.3,12.55,1.75,1.19,1.05,12.6
2023,13,Jayden Reed,GB,WR,1,8,MIN,29.268292682926827,25,80.6,12,92.3,6,46.2,6.92,0.5,15.33,92,59.7,83,70.9,13.83,20.75,4,66.7,24,6,13,3.25,0,0.06,0,0,0,0,3,0.25,70.1,6,46.2,1,16.7,6,100,3,50,1,16.7,1,0,0,0,2,0.5,46.2,6.17,-0.153,8.3,91.7,0,0,12.3,14.7,12.3,14.66,-2.36,1.03,1.22,14.7
2023,14,Christian Kirk,JAX,WR,1,12,HST,24.074074074074073,22.22222222222222,75,13,86.7,6,40,6.23,0.46,13.17,79,59,81,55.1,13.5,27,3,50,37,12.33,17,5.67,0,0.25,0,0,0,0,2,0.154,95.8,6,46.2,0,0,4,66.7,1,33.3,1,16.7,0,0,0,0,0,0,46.2,4.7,0.761,23.1,76.9,0,0,11.1,12.9,11.1,12.9,-1.8,0.85,0.99,12.9
2023,15,Jayden Reed,GB,WR,1,10,PIT,7.317073170731707,8.333333333333332,52.3,3,33.3,2,22.2,27,0.67,35,70,35.4,81,46.3,40.5,40.5,2,100,11,5.5,0,0,1,0.44,100,0,1,1,2,0.667,158.3,2,25,0,0,2,100,2,100,0,0,0,0,0,0,0,0,66.7,26.8,3.665,0,100,0,0,16.1,9.5,16.1,9.54,6.56,5.37,3.18,9.5
2023,16,Jake Ferguson,DAL,TE,1,9,PHI,31.25,41.17647058823529,88.6,20,95.2,7,33.3,4,0.35,9.43,66,34.9,80,34.3,11.43,16,5,71.4,38,7.6,16,3.2,0,0.32,0,1,1,0,4,0.2,109.2,4,33.3,0,0,7,100,0,20,0,0,2,0,0,0,0,0,35,3.39,1.16,10,55,35,0,13,14.2,13,14.24,-1.24,0.65,0.71,14.2
2023,17,Amon-Ra St. Brown,DET,WR,1,10,LAC,12.903225806451612,12.121212121212121,92.2,8,88.9,4,44.4,9.88,0.5,12.75,51,62.2,79,76.7,19.75,19.75,4,100,28,7,9,2.25,0,0.03,0,0,0,0,2,0.25,118.8,4,66.7,1,25,4,100,1,25,0,0,1,1,100,1,0,0,44.4,11.99,1.394,25,75,0,0,11.9,9.1,11.9,9.15,2.75,1.49,1.14,9.1
