,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Splits,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Alignment,Alignment,Alignment,Alignment,FP,FP,FP,FP,FP,FP,FP,FP
Season,Rank,Name,Team,POS,G,WEEK,OPP,RTE %,TGT %,SNAP %,RTE,RTE %,TGT,TGT %,YPRR,TPRR,aDOT,AY,AY Share,YDS,TM YDS %,YPT,YPR,REC,CR %,YAC,YAC/REC,YACO,YACO/REC,TD,XTD,TM TD %,i20 TGT,EZTGT,EZTD,1D,1D/RR,RATE,1READ,1READ %,DESIGN,DESIGN %,CTGT,CTGT %,DEEP,EXP %,DRP,DRP %,CT,CC,CC %,HERO,MTF,MTF/REC,THREAT %,YPTOE,EPA/TGT,WIDE RTE %,SLOT RTE %,INLINE RTE %,BACK RTE %,FP,XFP,FP/G,XFP/G,DIFF,FP/RR,XFP/RR,RecXFP
2024,,League Avg,,,,,,,,55.98527960526312,6.380756578947368,52.36776315789467,1.7763157894736843,14.624588815789437,2.24,0.28,6.201899671052633,20.81825657894737,15.017763157894741,14.276315789473685,14.804358552631578,8.04,13.1,1.089638157894737,61.3,4.676809210526316,4.29,1.705592105263158,1.57,0.08141447368421052,0.08701480263157926,6.537746710526316,0.20559210526315788,0.1455592105263158,0.046875,0.6817434210526315,0.107,47.114226973684154,1.435032894736842,14.726069078947361,0.125,7,1.3445723684210527,75.7,0.3001644736842105,19.2,0.09539473684210527,5.4,0.2902960526315789,0.1299342105263158,44.8,0.04029605263157895,0.13651315789473684,0.13,24.9,-0.41,0.211,45.26496710526314,35.00189144736844,18.81003289473685,0.9240131578947369,3.0010690789473684,3.1374177631578903,3.0010526315789474,3.13755756578947,-0.13650493421052623,0.47,0.49,3.13396381578947
2024,1,Nico Collins,HST,WR,1,4,JAX,28.985507246376812,32.432432432432435,88.2,20,100,12,60,7.2,0.6,12.75,153,64.3,144,74.6,12,16,9,75,50,5.56,13,1.44,0,0.18,0,2,2,0,8,0.4,114.6,9,81.8,1,8.3,10,83.3,2,22.2,0,0,2,1,50,0,0,0,60,2.76,0.74,95,5,0,0,23.4,20.5,23.4,20.54,2.86,1.17,1.03,20.5
2024,2,Alec Pierce,IND,WR,1,5,JAX,17.857142857142858,15,73.9,10,55.6,3,16.7,13.4,0.3,32.67,98,47.3,134,63.8,44.67,44.67,3,100,36,12,0,0,1,1.16,100,0,0,0,3,0.3,158.3,3,18.8,0,0,3,100,3,100,0,0,1,1,100,1,1,0.33,25,32.94,3.477,90,10,0,0,22.4,16.3,22.4,16.32,6.08,2.24,1.63,16.3
2024,3,Marvin Harrison,ARZ,WR,1,2,LA,24,29.629629629629626,69.4,12,92.3,8,61.5,10.83,0.67,19.13,153,75.7,130,68.4,16.25,32.5,4,50,32,8,13,3.25,2,1.55,66.7,2,3,1,4,0.333,135.4,6,60,0,0,5,62.5,3,75,0,0,3,2,66.7,1,0,0,66.7,5.86,1.195,75,25,0,0,29,24.8,29,24.79,4.21,2.42,2.07,24.8
2024,4,Alec Pierce,IND,WR,1,1,HST,19.642857142857142,15,83.7,11,73.3,3,20,11.36,0.27,38.67,116,43.8,125,79.1,41.67,41.67,3,100,9,3,3,1,1,0.87,100,0,0,0,2,0.182,158.3,3,21.4,0,0,3,100,2,66.7,0,0,1,1,100,0,0,0,23.1,29.85,3.371,81.8,18.2,0,0,21.5,17.8,21.5,17.82,3.68,1.95,1.62,17.8
2024,5,Darius Slayton,NYG,WR,1,5,SEA,16.049382716049383,29.411764705882355,91.5,13,100,10,76.9,9.38,0.77,12.3,123,90.4,122,89.1,12.2,15.25,8,80,22,2.75,15,1.88,1,0.99,50,1,1,0,6,0.462,150.8,10,76.9,0,0,8,80,2,25,0,0,1,1,100,0,2,0.25,76.9,3.93,0.961,84.6,15.4,0,0,26.2,24.3,26.2,24.28,1.92,2.02,1.87,24.3
2024,6,Jameson Williams,DET,WR,1,1,LA,23.214285714285715,37.5,85.2,13,100,9,69.2,9.31,0.69,15.44,139,78.5,121,79.6,13.44,24.2,5,55.6,65,13,4,0.8,1,0.72,100,1,1,0,3,0.231,137.5,9,75,1,11.1,7,77.8,2,75,0,0,1,0,0,0,2,0.4,69.2,4.11,0.432,76.9,23.1,0,0,23.1,20.1,23.1,20.14,2.96,1.78,1.55,20.1
2024,7,Nico Collins,HST,WR,1,1,IND,21.73913043478261,18.91891891891892,78.9,15,88.2,7,41.2,7.8,0.47,17.43,122,52.1,117,66.5,16.71,19.5,6,85.7,18,3,15,2.5,0,0.41,0,0,0,0,6,0.4,118.8,6,46.2,0,0,7,100,2,16.7,1,14.3,2,2,100,2,0,0,43.8,7.39,1.458,93.3,6.7,0,0,17.7,19.6,17.7,19.58,-1.88,1.18,1.31,19.6
2024,8,Malik Nabers,NYG,WR,1,2,WAS,32.30769230769231,41.02564102564102,88.2,21,95.5,16,72.7,5.48,0.76,12.19,195,75,115,77.7,7.19,14.38,8,50,79,9.88,19,2.38,1,1.26,100,3,2,1,7,0.333,94.5,13,76.5,1,6.3,11,68.8,4,42.9,2,12.5,1,0,0,0,2,0.25,76.2,-1.1,0.537,95.2,4.8,0,0,25.5,25.6,25.5,25.56,-0.06,1.21,1.22,25.6
2024,9,Jauan Jennings,SF,WR,1,3,LA,35.714285714285715,46.666666666666664,83.1,15,93.8,7,43.8,7.6,0.47,12.86,90,44.8,114,68.3,16.29,19,6,85.7,27,4.5,6,1,1,1.02,100,1,0,0,5,0.333,158.3,6,42.9,0,0,7,100,1,40,0,0,3,3,100,1,0,0,46.7,8.11,1.18,66.7,33.3,0,0,23.4,19.9,23.4,19.95,3.45,1.56,1.33,19.9
2024,10,Nico Collins,HST,WR,1,2,CHI,21.73913043478261,21.62162162162162,83.6,15,83.3,8,44.4,7.33,0.53,12.75,102,55.1,110,77.5,13.75,18.33,6,75,31,5.17,14,2.33,1,0.23,100,0,0,0,5,0.333,156.3,5,55.6,0,0,6,75,0,33.3,0,0,0,0,0,1,2,0.33,53.3,4.31,1.027,86.7,13.3,0,0,23,17.1,23,17.14,5.86,1.53,1.14,17.1
2024,11,A.J. Brown,PHI,WR,1,1,GB,52.17391304347826,50,95.9,12,100,7,58.3,9,0.58,12.29,86,63.2,108,69.7,15.43,27,4,57.1,63,15.75,2,0.5,1,0.03,100,0,0,0,4,0.333,141.4,6,66.7,0,0,4,57.1,1,50,0,0,0,0,0,0,2,0.5,58.3,6.43,1.18,75,25,0,0,20.8,9.9,20.8,9.85,10.95,1.73,0.82,9.9
2024,12,Jaylen Waddle,MIA,WR,1,1,JAX,19.047619047619047,21.052631578947366,72.3,8,66.7,4,33.3,13.5,0.5,18,72,62.1,108,52.2,27,27,4,100,36,9,8,2,0,0.03,0,0,0,0,4,0.5,118.8,4,40,0,0,4,100,1,50,0,0,0,0,0,0,0,0,44.4,16.83,2.111,87.5,12.5,0,0,14.8,10.6,14.8,10.65,4.15,1.85,1.33,10.6
2024,13,Davante Adams,LV,WR,1,2,BLT,35.13513513513514,55.55555555555556,93.3,13,86.7,10,66.7,8,0.77,14.1,141,77,104,72.7,10.4,14.86,7,70,11,1.57,4,0.57,1,1.25,100,3,2,1,5,0.385,137.1,9,69.2,0,0,9,90,3,50,2,20,4,3,75,1,0,0,71.4,1.7,0.361,84.6,15.4,0,0,23.4,24.8,23.4,24.85,-1.45,1.8,1.91,24.8
2024,14,DK Metcalf,SEA,WR,1,3,MIA,13.793103448275861,10.869565217391305,81.7,12,100,5,41.7,8.67,0.42,15.6,78,60.9,104,69.3,20.8,26,4,80,40,10,4,1,1,0.66,100,0,0,0,2,0.167,158.3,3,42.9,0,0,4,80,1,50,0,0,1,1,100,1,0,0,41.7,11.18,1.348,91.7,8.3,0,0,20.4,15.3,20.4,15.28,5.12,1.7,1.27,15.3
2024,15,Michael Pittman,IND,WR,1,4,PIT,16.901408450704224,19.35483870967742,87.5,12,100,6,50,8.42,0.5,12.67,76,37.4,101,67.3,16.83,20.2,5,83.3,31,6.2,20,4,0,0.05,0,1,0,0,4,0.333,118.8,6,54.5,0,0,5,83.3,1,60,0,0,1,1,100,0,0,0,50,8.27,0.82,75,25,0,0,15.1,13.1,15.1,13.11,1.99,1.26,1.09,13.1
2024,16,Terry McLaurin,WAS,WR,1,3,CIN,13.793103448275861,13.333333333333334,84.2,8,88.9,4,44.4,12.5,0.5,24,96,80,100,68,25,25,4,100,11,2.75,5,1.25,1,1.06,100,0,1,1,4,0.5,158.3,3,50,0,0,4,100,2,50,0,0,0,0,0,0,0,0,44.4,14.36,2.56,62.5,37.5,0,0,20,19.3,20,19.3,0.7,2.5,2.41,19.3
2024,17,Brandon Aiyuk,SF,WR,1,5,ARZ,14.545454545454545,22.22222222222222,92.1,8,88.9,6,66.7,12.38,0.75,15,90,75,99,90,16.5,24.75,4,66.7,42,10.5,42,10.5,0,0.13,0,0,0,0,3,0.375,109.7,2,40,0,0,4,66.7,0,50,0,0,0,0,0,0,1,0.25,66.7,6.37,1.07,87.5,12.5,0,0,13.9,10.9,13.9,10.89,3.01,1.74,1.36,10.9
2024,18,Dallas Goedert,PHI,TE,1,3,NO,43.90243902439025,71.42857142857143,85.1,18,94.7,5,26.3,5.33,0.28,4.2,21,12.9,96,49.2,19.2,24,4,80,94,23.5,32,8,0,0.01,0,0,0,0,2,0.111,118.8,4,26.7,1,20,5,100,0,50,1,20,0,0,0,1,1,0.25,26.3,12.23,1.358,27.8,50,22.2,0,13.6,9.6,13.6,9.6,4,0.76,0.53,9.6
2024,19,Rashid Shaheed,NO,WR,1,2,DAL,14.285714285714285,11.538461538461538,66.1,8,100,3,37.5,12,0.38,21.67,65,47.8,96,54.2,32,32,3,100,31,10.33,6,2,1,0.56,100,0,0,0,3,0.375,158.3,3,42.9,0,0,3,100,1,33.3,0,0,0,0,0,0,0,0,37.5,22.21,2.886,100,0,0,0,18.6,14.1,18.6,14.06,4.54,2.33,1.76,14.1
2024,20,A.J. Brown,PHI,WR,1,6,CLV,47.82608695652174,50,91.9,11,91.7,7,58.3,8.55,0.64,16.71,117,62.6,94,85.5,13.43,18.8,5,71.4,25,5,38,7.6,0,0.05,0,0,0,0,4,0.364,113.7,6,85.7,0,0,5,71.4,2,20,0,0,0,0,0,1,2,0.4,63.6,3.64,0.597,90.9,9.1,0,0,14.4,11,14.4,11,3.4,1.31,1,11
2024,21,Ja'Marr Chase,CIN,WR,1,3,WAS,13.698630136986301,12.5,98.3,10,100,3,30,9.4,0.3,27.33,82,56.2,94,69.6,31.33,31.33,3,100,12,4,1,0.33,2,1.36,66.7,0,0,0,3,0.3,158.3,3,30,0,0,3,100,2,100,0,0,0,0,0,0,0,0,30,19.05,2.683,70,30,0,0,24.4,18.1,24.4,18.12,6.28,2.44,1.81,18.1
