,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Splits,Overall,Overall,Overall,Overall,Man,Man,Man,Man,Zone,Zone,Zone,Zone,Single-High,Single-High,Single-High,Single-High,Two-High,Two-High,Two-High,Two-High
Season,Rank,Name,Team,POS,G,WEEK,OPP,RTE %,TGT %,RTE,TPRR,YPRR,FP/RR,RTE,TPRR,YPRR,FP/RR,RTE,TPRR,YPRR,FP/RR,RTE,TPRR,YPRR,FP/RR,RTE,TPRR,YPRR,FP/RR
2022,,League Avg,,,,,,,,17.46439169139466,0.19,1.51,0.33,4.399109792284866,0.2,1.46,0.35,12.39540059347181,0.19,1.57,0.32,9.40207715133531,0.2,1.63,0.34,8.062314540059347,0.18,1.36,0.32
2022,1,Justin Jefferson,MIN,WR,1,15,IND,23.931623931623932,23.88059701492537,56,0.29,2.2,0.54,13,0.23,0.54,0.13,39,0.31,2.77,0.53,28,0.25,1.25,0.27,28,0.32,3.14,0.81
2022,2,Ja'Marr Chase,CIN,WR,1,16,NE,27.1356783919598,19.642857142857142,54,0.2,1.46,0.29,6,0.33,2.5,0.42,44,0.2,1.45,0.3,13,0.38,2.08,0.52,41,0.15,1.27,0.22
2022,3,Tee Higgins,CIN,WR,1,16,NE,33.125,32.142857142857146,53,0.17,2.42,0.51,6,0,0,0,43,0.16,2.77,0.44,13,0.23,6.31,0.86,40,0.15,1.15,0.39
2022,4,Adam Thielen,MIN,WR,1,15,IND,23.318385650224215,14.285714285714285,52,0.08,0.79,0.25,12,0.08,0,0,37,0.05,1.08,0.16,23,0.09,0.04,0.31,29,0.07,1.38,0.21
2022,5,Keenan Allen,LAC,WR,1,13,LV,21.982758620689655,18.461538461538463,51,0.24,1.73,0.41,31,0.23,1.13,0.34,19,0.26,2.79,0.54,30,0.27,0.97,0.2,21,0.19,2.81,0.71
2022,6,K.J. Osborn,MIN,WR,1,15,IND,24.878048780487806,37.5,51,0.29,3.08,0.62,13,0.38,3,1.07,35,0.26,3.37,0.51,22,0.27,1.27,0.54,29,0.31,4.45,0.69
2022,7,Garrett Wilson,NYJ,WR,1,13,MIN,19.607843137254903,21.53846153846154,50,0.28,3.24,0.48,14,0.21,1.64,0.24,32,0.34,4.34,0.65,20,0.25,4.8,0.63,30,0.3,2.2,0.39
2022,8,Garrett Wilson,NYJ,WR,1,14,BUF,19.607843137254903,10.76923076923077,50,0.14,1.56,0.28,11,0.27,3.64,0.64,38,0.11,1,0.18,27,0.11,1.44,0.26,23,0.17,1.7,0.3
2022,9,Garrett Wilson,NYJ,WR,1,17,SEA,19.607843137254903,15.384615384615385,50,0.2,0.36,0.1,9,0.44,1.44,0.37,39,0.15,0.13,0.04,27,0.3,0.67,0.18,23,0.09,0,0
2022,10,Keenan Allen,LAC,WR,1,14,MIA,21.120689655172413,20,49,0.27,1.88,0.43,14,0.29,1.79,0.46,33,0.27,2.03,0.45,36,0.22,1.56,0.35,13,0.38,2.77,0.66
2022,11,T.J. Hockenson,MIN,TE,1,15,IND,24.257425742574256,15.686274509803921,49,0.16,0.67,0.13,11,0.18,0,0,35,0.17,0.94,0.18,21,0.24,0.43,0.09,28,0.11,0.86,0.16
2022,12,Justin Jefferson,MIN,WR,1,16,NYG,20.94017094017094,23.88059701492537,49,0.33,2.71,0.64,12,0.33,3.17,1.07,36,0.33,2.64,0.51,11,0.36,4.18,0.69,38,0.32,2.29,0.62
2022,13,Marquise Brown,ARZ,WR,1,14,NE,27.42857142857143,23.52941176470588,48,0.17,0.71,0.15,8,0.63,1.5,0.4,40,0.07,0.55,0.11,32,0.19,1.06,0.23,16,0.13,0,0
2022,14,Josh Palmer,LAC,WR,1,13,LV,25.13368983957219,36.666666666666664,47,0.23,1.28,0.28,28,0.29,1.61,0.34,18,0.17,0.83,0.19,28,0.21,1.61,0.3,19,0.26,0.79,0.24
