,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Splits,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Alignment,Alignment,Alignment,Alignment,FP,FP,FP,FP,FP,FP,FP,FP
Season,Rank,Name,Team,POS,G,WEEK,OPP,RTE %,TGT %,SNAP %,RTE,RTE %,TGT,TGT %,YPRR,TPRR,aDOT,AY,AY Share,YDS,TM YDS %,YPT,YPR,REC,CR %,YAC,YAC/REC,YACO,YACO/REC,TD,XTD,TM TD %,i20 TGT,EZTGT,EZTD,1D,1D/RR,RATE,1READ,1READ %,DESIGN,DESIGN %,CTGT,CTGT %,DEEP,EXP %,DRP,DRP %,CT,CC,CC %,HERO,MTF,MTF/REC,THREAT %,YPTOE,EPA/TGT,WIDE RTE %,SLOT RTE %,INLINE RTE %,BACK RTE %,FP,XFP,FP/G,XFP/G,DIFF,FP/RR,XFP/RR,RecXFP
2024,,League Avg,,,,,,,,54.24996127033306,18.606506584043377,49.296901626646005,3.7095274980635167,11.123005422153364,1.58,0.2,7.775685515104577,35.35708752904725,14.490549961270341,29.307513555383423,12.535631293570859,7.9,11.56,2.534469403563129,68.3,11.833462432223083,4.67,4.161890007745933,1.64,0.21378776142525174,0.212494190549961,10.932455460883027,0.5143299767621998,0.2974438419829589,0.1332300542215337,1.434546862896979,0.077,74.77459333849795,2.8102246320681643,12.95623547637488,0.34779240898528274,9.4,2.9054996127033306,78.3,0.5019364833462432,16.7,0.18048024786986833,4.9,0.44384198295894656,0.2447714949651433,55.1,0.06738962044926414,0.28505034856700234,0.11,21.4,-0.02,0.281,43.20588690937253,35.67776917118519,20.0573199070488,1.0605731990704874,6.83454686289698,6.791092176607296,6.83454686289698,6.791130906274186,0.0434159566227729,0.36,0.36,6.7092176607281235
2024,1,Jerry Jeudy,CLV,WR,1,13,DEN,22.89156626506024,19.402985074626866,90.5,57,91.9,13,22.4,4.12,0.23,15.31,199,41.5,235,47.3,18.08,26.11,9,69.2,98,10.89,12,1.33,1,0.29,25,0,0,0,9,0.158,137.5,8,20.5,0,0,11,84.6,2,33.3,0,0,2,1,50,0,1,0.11,26,8.5,1.224,66.7,33.3,0,0,40.5,27.3,40.5,27.27,13.23,0.68,0.48,27.3
2024,2,Davante Adams,NYJ,WR,1,15,JAX,16.666666666666664,18.461538461538463,92.6,36,100,12,40,5.5,0.33,12.25,147,42.9,198,68.5,16.5,22,9,75,120,13.33,24,2.67,2,0.65,66.7,3,1,1,6,0.167,156.3,9,56.3,2,16.7,10,83.3,3,66.7,1,8.3,1,1,100,2,1,0.11,42.9,8.2,1.296,41.7,55.6,0,2.8,42.8,24.7,42.8,24.67,18.13,1.13,0.69,24.7
2024,3,Amon-Ra St. Brown,DET,WR,1,15,BUF,26.82926829268293,30.909090909090907,90.9,55,85.9,17,28.8,3.51,0.31,9.18,156,36.2,193,40.8,11.35,13.79,14,82.4,88,6.29,44,3.14,1,0.28,20,5,1,0,7,0.127,138.4,14,40,0,0,16,94.1,1,30,1,5.9,4,3,75,0,3,0.21,34.7,3.53,0.82,41.8,56.4,0,1.8,38.3,31.6,38.3,31.61,6.69,0.71,0.57,31.6
2024,4,Drake London,ATL,WR,1,18,CAR,20.76502732240437,28.57142857142857,98.7,38,95,18,47.4,4.92,0.47,15.17,273,64.4,187,59.9,10.39,18.7,10,55.6,36,3.6,25,2.5,2,1.74,100,3,3,1,7,0.184,128.7,16,55.2,0,0,14,77.8,4,50,2,11.1,4,2,50,0,3,0.3,50,0.82,0.601,78.9,21.1,0,0,40.7,38.3,40.7,38.25,2.45,1.07,1.01,38.3
2024,5,Quentin Johnston,LAC,WR,1,18,LV,19.393939393939394,30.434782608695656,72.2,32,84.2,14,38.9,5.81,0.44,9.71,136,47.4,186,53.8,13.29,14.31,13,92.9,53,4.08,21,1.62,0,0.8,0,3,0,0,6,0.188,118.8,9,37.5,2,14.3,13,92.9,3,27.3,0,0,2,2,100,1,0,0,43.8,5.39,0.877,90.6,9.4,0,0,31.6,32.7,31.6,32.71,-1.11,0.99,1.02,32.7
2024,6,Ja'Marr Chase,CIN,WR,1,14,DAL,16.666666666666664,24.324324324324326,92.3,44,95.7,18,40.9,4.02,0.41,8.56,154,56,177,48,9.83,12.64,14,77.8,80,5.71,13,0.93,2,1.18,66.7,3,2,1,9,0.205,121.5,17,50,2,11.1,16,88.9,1,15.4,1,5.6,2,2,100,0,1,0.07,42.9,2.01,0.488,68.2,31.8,0,0,45.1,37.4,45.1,37.36,7.74,0.99,0.84,36.8
2024,7,Malik Nabers,NYG,WR,1,17,IND,11.881188118811881,12.5,83,24,100,8,34.8,7.13,0.33,8.75,70,39.8,171,55.3,21.38,24.43,7,87.5,108,15.43,84,12,2,0.5,50,2,1,0,4,0.167,158.3,8,53.3,2,25,7,87.5,1,42.9,0,0,1,1,100,0,6,0.86,36.4,14.04,1.839,75,25,0,0,36.1,17,36.1,16.97,19.13,1.5,0.71,17
2024,8,Puka Nacua,LA,WR,1,14,BUF,21.951219512195124,27.450980392156865,75,27,90,14,46.7,6,0.52,6.86,96,34.3,162,50.6,11.57,13.5,12,85.7,85,7.08,25,2.08,1,0.39,50,3,1,0,8,0.296,138.7,13,52,5,35.7,12,85.7,0,10,0,0,0,0,0,1,2,0.17,51.9,3.92,1.066,37,63,0,0,41.8,33.1,41.8,33.15,8.65,1.27,0.99,26.8
