,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Splits,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Alignment,Alignment,Alignment,Alignment,FP,FP,FP,FP,FP,FP,FP,FP
Season,Rank,Name,Team,POS,G,WEEK,OPP,RTE %,TGT %,SNAP %,RTE,RTE %,TGT,TGT %,YPRR,TPRR,aDOT,AY,AY Share,YDS,TM YDS %,YPT,YPR,REC,CR %,YAC,YAC/REC,YACO,YACO/REC,TD,XTD,TM TD %,i20 TGT,EZTGT,EZTD,1D,1D/RR,RATE,1READ,1READ %,DESIGN,DESIGN %,CTGT,CTGT %,DEEP,EXP %,DRP,DRP %,CT,CC,CC %,HERO,MTF,MTF/REC,THREAT %,YPTOE,EPA/TGT,WIDE RTE %,SLOT RTE %,INLINE RTE %,BACK RTE %,FP,XFP,FP/G,XFP/G,DIFF,FP/RR,XFP/RR,RecXFP
2024,,League Avg,,,,,,,,57.41022099447513,5.308471454880294,56.212983425414365,1.4475138121546962,15.356445672191525,2.24,0.27,6.030589318600368,13.209944751381215,15.954235727440143,11.897790055248619,15.524217311233848,8.22,11.61,1.0248618784530388,70.8,4.920810313075506,4.8,1.6197053406998159,1.58,0.07826887661141804,0.07061694290976069,6.077348066298343,0.19613259668508287,0.10497237569060773,0.04696132596685083,0.58195211786372,0.11,54.97375690607725,1.1685082872928176,15.430570902394095,0.15930018416206262,11,1.1353591160220995,78.4,0.1878453038674033,17.4,0.058011049723756904,4,0.13627992633517497,0.07734806629834254,56.8,0.03038674033149171,0.11786372007366483,0.12,24.4,0.4,0.304,41.955893186003706,47.495303867403344,9.824401473296499,0.6322283609576427,2.6812154696132606,2.562062615101282,2.6812338858195224,2.562854511970537,0.11837937384898709,0.51,0.48,2.5614180478821296
2024,1,Jaxon Smith-Njigba,SEA,WR,1,9,LA,26,30.303030303030305,87.8,13,100,10,76.9,12.77,0.77,19.1,191,91.8,166,96.5,16.6,27.67,6,60,50,8.33,18,3,1,1.18,100,1,2,1,4,0.308,97.9,6,75,1,10,7,70,4,83.3,1,10,0,0,0,0,3,0.5,76.9,6.45,-0.407,7.7,92.3,0,0,28.6,29,28.6,28.99,-0.39,2.2,2.23,29
2024,2,Ladd McConkey,LAC,WR,1,11,CIN,25,30.434782608695656,71.4,11,91.7,7,58.3,9.36,0.64,14.57,102,64.6,103,73,14.71,20.6,5,71.4,13,2.6,2,0.4,0,0.06,0,0,0,0,5,0.455,113.7,7,70,0,0,6,85.7,2,40,0,0,1,0,0,0,0,0,63.6,5.2,1.016,9.1,90.9,0,0,15.3,15.6,15.3,15.61,-0.31,1.39,1.42,15.6
2024,3,Cooper Kupp,LA,WR,1,11,NE,21.818181818181817,25,70.6,12,100,9,75,8.42,0.75,11.78,106,80.9,101,67.3,11.22,20.2,5,55.6,60,12,5,1,2,1.1,100,3,3,1,3,0.25,134.7,9,75,0,0,5,55.6,2,25,0,0,0,0,0,0,1,0.2,75,2.63,0.525,25,75,0,0,27.1,17.2,27.1,17.17,9.93,2.26,1.43,17.2
2024,4,Mike Gesicki,CIN,TE,1,9,LV,26.53061224489796,35.294117647058826,36.6,13,72.2,6,33.3,7.69,0.46,13.67,82,66.1,100,62.5,16.67,20,5,83.3,47,9.4,5,1,2,1.56,66.7,1,1,1,5,0.385,158.3,4,30.8,0,0,6,100,1,50,0,0,2,1,50,0,0,0,46.2,7.03,1.759,15.4,84.6,0,0,27,21.6,27,21.65,5.35,2.08,1.67,21.6
2024,5,Tee Higgins,CIN,WR,1,11,LAC,66.66666666666666,66.66666666666666,84.6,12,85.7,4,28.6,7.83,0.33,19,76,33.5,94,46.5,23.5,23.5,4,100,18,4.5,12,3,1,0.79,50,1,0,0,3,0.25,158.3,4,33.3,0,0,4,100,2,100,0,0,1,1,100,1,1,0.25,33.3,13.27,3.009,58.3,41.7,0,0,19.4,14.3,19.4,14.28,5.12,1.62,1.19,14.3
2024,6,Josh Downs,IND,WR,1,8,HST,17.5,17.857142857142858,69.8,7,77.8,5,55.6,13.29,0.71,19.2,96,53.9,93,95.9,18.6,46.5,2,40,39,19.5,0,0,1,1.3,100,0,0,0,2,0.286,87.5,5,71.4,0,0,3,60,3,100,0,0,1,0,0,1,0,0,71.4,8.8,0.654,14.3,85.7,0,0,17.3,16.7,17.3,16.67,0.63,2.47,2.38,16.7
2024,7,Kyle Pitts,ATL,TE,1,8,TB,14.893617021276595,36.36363636363637,48.3,7,63.6,4,36.4,12.71,0.57,10,40,65.6,89,61,22.25,29.67,3,75,52,17.33,26,8.67,2,0.63,100,0,0,0,3,0.429,156.3,2,25,0,0,4,100,1,66.7,1,25,0,0,0,0,2,0.67,57.1,13.58,2.707,0,85.7,14.3,0,23.9,13.7,23.9,13.69,10.21,3.41,1.96,13.7
2024,8,CeeDee Lamb,DAL,WR,1,8,SF,26.923076923076923,29.629629629629626,88.1,14,87.5,8,50,6.21,0.57,11.88,95,49.7,87,66.9,10.88,14.5,6,75,27,4.5,17,2.83,0,0.1,0,2,0,0,5,0.357,70.3,7,63.6,0,0,6,75,1,40,0,0,1,1,100,0,1,0.17,53.3,2.09,0.282,21.4,78.6,0,0,14.7,12.7,14.7,12.7,2,1.05,0.91,12.7
