,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Alignment,Alignment,Alignment,Alignment,FP,FP,FP,FP,FP,FP,FP,FP
Season,Rank,Name,Team,POS,G,PERS,RTE %,TGT %,SNAP %,RTE,RTE %,TGT,TGT %,YPRR,TPRR,aDOT,AY,AY Share,YDS,TM YDS %,YPT,YPR,REC,CR %,YAC,YAC/REC,YACO,YACO/REC,TD,XTD,TM TD %,i20 TGT,EZTGT,EZTD,1D,1D/RR,RATE,1READ,1READ %,DESIGN,DESIGN %,CTGT,CTGT %,DEEP,EXP %,DRP,DRP %,CT,CC,CC %,HERO,MTF,MTF/REC,THREAT %,YPTOE,EPA/TGT,WIDE RTE %,SLOT RTE %,INLINE RTE %,BACK RTE %,FP,XFP,FP/G,XFP/G,DIFF,FP/RR,XFP/RR,RecXFP
2026,34,Foster Moreau,HST,TE,1,11,44.44444444444444,100,14.3,4,11.8,2,6.7,3.75,0.5,2.5,5,2.2,15,6.3,7.5,7.5,2,100,10,5,5,2.5,0,0,0,0,0,0,0,0,97.9,2,7.4,0,0,2,100,0,0,0,0,1,1,100,0,0,0,50,1.62,0.466,25,0,75,0,3.5,2.7,3.5,2.71,0.79,0.88,0.68,2.7
2026,35,Chig Okonkwo,WAS,TE,1,12,15,33.33333333333333,72.7,3,75,1,25,5,0.33,13,13,118.2,15,75,15,15,1,100,2,2,1,1,0,0.01,0,0,0,0,1,0.333,118.8,1,33.3,0,0,1,100,0,0,0,0,0,0,0,0,0,0,33.3,5.04,1.869,33.3,33.3,33.3,0,2.5,2.3,2.5,2.27,0.23,0.83,0.76,2.3
2026,36,Luke Farrell,SF,TE,1,12,42.857142857142854,50,100,6,85.7,1,16.7,2.33,0.17,2,2,2.8,14,20,14,14,1,100,12,12,4,4,0,0,0,0,0,0,1,0.167,118.8,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,16.7,7.63,1.653,16.7,0,83.3,0,2.4,1.5,2.4,1.48,0.92,0.4,0.25,1.5
2026,37,Blake Whiteheart,CLV,TE,1,21,33.33333333333333,100,100,3,100,1,100,4.67,0.33,6,6,100,14,100,14,14,1,100,8,8,3,3,0,0,0,0,0,0,1,0.333,118.8,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,100,6.91,1.046,0,0,100,0,2.4,1.8,2.4,1.84,0.56,0.8,0.61,1.8
2026,38,Brenton Strange,JAX,TE,1,11,42.857142857142854,33.33333333333333,59.1,6,42.9,1,7.7,2.33,0.17,16,16,9.4,14,8.8,14,14,1,100,0,0,0,0,1,0.94,33.3,1,1,1,1,0.167,158.3,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,16.7,3.81,2.129,0,16.7,83.3,0,8.4,7.7,8.4,7.65,0.75,1.4,1.28,7.7
2026,39,Kenyon Sadiq,NYJ,TE,1,12,25,66.66666666666666,40,3,50,2,33.3,4.67,0.67,3.5,7,16.7,14,24.6,7,7,2,100,7,3.5,3,1.5,0,0.02,0,0,0,0,0,0,95.8,1,33.3,0,0,2,100,0,0,0,0,0,0,0,0,0,0,66.7,0.81,0.069,0,33.3,66.7,0,3.4,3.6,3.4,3.63,-0.23,1.13,1.21,3.6
2026,40,Hunter Henry,NE,TE,1,11,81.81818181818183,66.66666666666666,72.5,18,56.3,2,8,0.72,0.11,-0.5,-1,-0.7,13,11.4,6.5,6.5,2,100,14,7,7,3.5,0,0,0,0,0,0,0,0,93.8,1,5.9,1,50,2,100,0,0,0,0,0,0,0,0,1,0.5,11.1,-0.3,-0.36,5.6,33.3,38.9,22.2,3.3,3.2,3.3,3.21,0.09,0.18,0.18,3.2
2026,41,Hunter Henry,NE,TE,1,12,9.090909090909092,33.33333333333333,100,2,25,1,14.3,6.5,0.5,12,12,25.5,13,21,13,13,1,100,1,1,0,0,0,0,0,0,0,0,1,0.5,118.8,1,33.3,0,0,1,100,0,0,0,0,1,1,100,0,0,0,14.3,4.33,0.817,0,50,50,0,2.3,1.7,2.3,1.67,0.63,1.15,0.83,1.7
2026,42,Josh Oliver,MIN,TE,1,12,33.33333333333333,50,100,3,60,2,50,4.33,0.67,6,12,133.3,13,86.7,6.5,13,1,50,1,1,1,1,0,0,0,0,0,0,1,0.333,70.8,2,66.7,0,0,1,50,0,0,0,0,0,0,0,0,0,0,66.7,-0.48,-0.056,0,0,100,0,2.3,2.4,2.3,2.38,-0.08,0.77,0.79,2.4
2026,43,Drew Sample,CIN,TE,1,11,50,66.66666666666666,43.6,7,25.9,2,8,1.86,0.29,-0.5,-1,-0.7,13,7.8,6.5,6.5,2,100,14,7,2,1,0,0.04,0,1,0,0,1,0.143,93.8,2,10,1,50,2,100,0,0,0,0,0,0,0,0,0,0,25,0.38,0.315,0,0,85.7,14.3,3.3,3.4,3.3,3.43,-0.13,0.47,0.49,3.4
