,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,FP,FP
2025,15,Jameson Williams,DET,WR,1,15,LA,9.090909090909092,9,22,7,134,40.6,19.14,14.89,77.8,1,33.3,1,1,0,26.4,26.4
2025,16,Trey McBride,ARZ,TE,1,15,HST,7.878787878787878,13,32.5,12,134,53.8,11.17,10.31,92.3,2,66.7,1,3,0,37.4,37.4
2025,17,Mike Evans,TB,WR,1,15,ATL,16.94915254237288,10,29.4,6,132,47.7,22,13.2,60,0,0,1,1,0,19.2,19.2
2025,18,A.J. Brown,PHI,WR,1,13,CHI,10,12,35.3,10,132,57.4,13.2,11,83.3,2,100,1,1,0,35.2,35.2
2025,19,Ja'Marr Chase,CIN,WR,1,15,BLT,8.83977900552486,16,41,10,132,58.7,13.2,8.25,62.5,0,0,1,1,0,23.2,23.2
2025,20,Alec Pierce,IND,WR,1,18,HST,8.333333333333332,7,20,4,132,44.3,33,18.86,57.1,2,100,2,2,0,29.2,29.2
2025,21,George Pickens,DAL,WR,1,16,LAC,6.870229007633588,9,28.1,7,130,51,18.57,14.44,77.8,1,50,0,2,0,26,26
2025,22,Zay Flowers,BLT,WR,1,14,PIT,9.401709401709402,11,31.4,8,124,56.6,15.5,11.27,72.7,0,0,0,1,0,20.6,20.6
2025,23,CeeDee Lamb,DAL,WR,1,14,DET,7.079646017699115,8,17,6,121,32.2,20.17,15.13,75,0,0,0,1,0,18.1,18.1
2025,24,Nico Collins,HST,WR,1,14,KC,6.779661016949152,8,25.8,4,121,59.6,30.25,15.13,50,0,0,0,1,0,16.1,16.1
2025,25,Chris Olave,NO,WR,1,17,TEN,7.28476821192053,11,40.7,8,119,35.7,14.88,10.82,72.7,1,50,0,2,0,25.9,25.9
2025,26,George Kittle,SF,TE,1,16,IND,12.121212121212121,8,23.5,7,115,39,16.43,14.38,87.5,1,20,1,2,0,24.5,24.5
2025,27,Parker Washington,JAX,WR,1,17,IND,11.11111111111111,10,27,8,115,43.7,14.38,11.5,80,0,0,1,2,0,19,19
2025,28,Ryan Flournoy,DAL,WR,1,14,DET,24.074074074074073,13,27.7,9,115,30.6,12.78,8.85,69.2,1,100,1,3,0,26.5,26.5
2025,29,Jalen McMillan,TB,WR,1,17,MIA,60,9,20.5,7,114,32.9,16.29,12.67,77.8,0,0,0,0,0,18.4,18.4
2025,30,Harold Fannin,CLV,TE,1,14,TEN,9.615384615384617,10,23.8,8,114,31.3,14.25,11.4,80,1,33.3,1,1,0,25.4,25.4
2025,31,Courtland Sutton,DEN,WR,1,15,GB,8.333333333333332,10,29.4,7,113,37.4,16.14,11.3,70,1,25,0,2,0,24.3,24.3
2025,32,Wan'Dale Robinson,NYG,WR,1,17,LV,9.090909090909092,12,40,11,113,54.6,10.27,9.42,91.7,0,0,0,2,0,22.3,22.3
2025,33,Christian Watson,GB,WR,1,17,BLT,10.909090909090908,6,24,5,113,38.2,22.6,18.83,83.3,1,100,0,0,0,22.3,22.3
2025,34,Jaxon Smith-Njigba,SEA,WR,1,15,IND,5.7324840764331215,9,25,7,113,41.7,16.14,12.56,77.8,0,0,0,0,0,18.3,18.3
2025,35,CeeDee Lamb,DAL,WR,1,13,KC,7.964601769911504,9,23.1,7,112,35,16,12.44,77.8,1,50,0,2,0,24.2,24.2
2025,36,CeeDee Lamb,DAL,WR,1,15,MIN,7.079646017699115,8,21.1,6,111,37.8,18.5,13.88,75,0,0,0,1,0,17.1,17.1
2025,37,Ja'Marr Chase,CIN,WR,1,13,BLT,7.734806629834254,14,30.4,7,110,42.1,15.71,7.86,50,0,0,1,2,0,18,18
2025,38,Ja'Marr Chase,CIN,WR,1,16,MIA,6.077348066298343,11,33.3,9,109,34.8,12.11,9.91,81.8,0,0,0,0,0,19.9,19.9
2025,39,Chris Godwin,TB,WR,1,17,MIA,16.666666666666664,8,18.2,7,108,31.2,15.43,13.5,87.5,1,50,1,1,0,23.8,23.8
2025,40,Zach Ertz,WAS,TE,1,13,DEN,18.30985915492958,13,26,10,106,36.1,10.6,8.15,76.9,0,0,1,1,0,20.6,20.6
2025,41,Quentin Johnston,LAC,WR,1,16,DAL,6.329113924050633,5,17.2,4,104,34.7,26,20.8,80,1,50,1,1,0,20.4,20.4
2025,42,Gunner Olszewski,NYG,WR,1,18,DAL,69.23076923076923,9,27.3,8,102,44.3,12.75,11.33,88.9,0,0,0,0,0,18.2,18.2
2025,43,Adonai Mitchell,NYJ,WR,1,13,ATL,16.43835616438356,12,36.4,8,102,59.3,12.75,8.5,66.7,1,100,0,2,0,24.2,24.2
2025,44,Brandin Cooks,BUF,WR,1,17,PHI,14.705882352941178,5,14.3,4,101,41.9,25.25,20.2,80,0,0,0,0,0,14.1,14.1
2025,45,Stefon Diggs,NE,WR,1,17,NYJ,6,6,24,6,101,35.3,16.83,16.83,100,1,20,1,1,0,22.1,22.1
2025,46,Justin Jefferson,MIN,WR,1,18,GB,7.246376811594203,10,32.3,8,101,42.3,12.63,10.1,80,0,0,1,1,0,18.4,18.4
2025,47,A.J. Brown,PHI,WR,1,14,LAC,10.833333333333334,13,32.5,6,100,41.7,16.67,7.69,46.2,0,0,0,0,0,16,16
2025,48,Michael Wilson,ARZ,WR,1,18,LA,6.451612903225806,8,25,5,99,36.5,19.8,12.38,62.5,1,50,0,2,0,20.9,20.9
2025,49,Nico Collins,HST,WR,1,13,IND,7.627118644067797,9,25.7,5,98,35.5,19.6,10.89,55.6,0,0,0,0,0,21.5,21.5
2025,50,Quentin Johnston,LAC,WR,1,17,HST,10.126582278481013,8,25,5,98,41.5,19.6,12.25,62.5,0,0,0,2,0,14.8,14.8
2025,51,DJ Moore,CHI,WR,1,16,GB,8.536585365853659,7,20.6,5,97,38.8,19.4,13.86,71.4,1,50,0,0,0,21.9,21.9
2025,52,Terry McLaurin,WAS,WR,1,13,DEN,24.137931034482758,14,28,7,96,32.7,13.71,6.86,50,1,50,3,5,0,22.6,22.6
2025,53,Ja'Marr Chase,CIN,WR,1,18,CLV,5.524861878453039,10,25.6,8,96,41.7,12,9.6,80,1,33.3,1,1,0,23.6,23.6
2025,54,Jameson Williams,DET,WR,1,14,DAL,9.090909090909092,9,26.5,7,96,31.1,13.71,10.67,77.8,0,0,0,1,0,17.3,17.3
2025,55,Jaxon Smith-Njigba,SEA,WR,1,16,LA,7.643312101910828,12,35.3,8,96,35.6,12,8,66.7,1,50,3,3,0,23.6,23.6
2025,56,Ricky Pearsall,SF,WR,1,15,TEN,13.20754716981132,7,23.3,6,96,32.5,16,13.71,85.7,0,0,0,0,0,15.6,15.6
2025,57,A.J. Brown,PHI,WR,1,16,WAS,10,12,40,9,95,51.4,10.56,7.92,75,0,0,0,1,0,18.5,18.5
2025,58,Juwan Johnson,NO,TE,1,17,TEN,4,4,14.8,4,95,28.5,23.75,23.75,100,0,0,0,0,0,13.5,13.5
2025,59,Isaiah Likely,BLT,TE,1,13,CIN,16.666666666666664,6,18.8,5,95,38.6,19,15.83,83.3,0,0,0,0,1,13.5,13.5
2025,60,Cade Otton,TB,TE,1,18,CAR,11.25,9,40.9,7,94,46.3,13.43,10.44,77.8,1,100,0,2,0,22.4,22.4
2025,61,Dontayvion Wicks,GB,WR,1,13,DET,15.909090909090908,7,23.3,6,94,40.2,15.67,13.43,85.7,2,50,1,1,0,28,28
2025,62,Colston Loveland,CHI,TE,1,17,SF,11.39240506329114,9,21.4,6,94,29.3,15.67,10.44,66.7,1,50,1,2,0,21.4,21.4
2025,63,Dawson Knox,BUF,TE,1,14,CIN,14.583333333333334,7,25,6,93,37.1,15.5,13.29,85.7,0,0,2,2,0,17.3,17.3
2025,64,Devaughn Vele,NO,WR,1,13,MIA,22.22222222222222,8,21.1,8,93,38.9,11.63,11.63,100,1,50,0,1,0,23.3,23.3
2025,65,Tee Higgins,CIN,WR,1,14,BUF,11.578947368421053,11,30.6,6,92,32.4,15.33,8.36,54.5,2,50,0,1,0,27.2,27.2
2025,66,Amon-Ra St. Brown,DET,WR,1,14,DAL,5.421686746987952,9,26.5,6,92,29.8,15.33,10.22,66.7,0,0,0,0,0,15.2,15.2
2025,67,Jaxon Smith-Njigba,SEA,WR,1,14,ATL,6.369426751592357,10,33.3,7,92,36.9,13.14,9.2,70,2,66.7,2,2,0,28.1,28.1
2025,68,Rashee Rice,KC,WR,1,13,DAL,15.584415584415584,12,35.3,8,92,35.2,11.5,7.67,66.7,2,50,4,4,0,29.4,29.4
2025,69,Tyler Higbee,LA,TE,1,18,ARZ,16.666666666666664,6,15,5,91,35.1,18.2,15.17,83.3,1,25,0,1,0,20.1,20.1
2025,70,Elijah Higgins,ARZ,TE,1,16,ATL,20,7,22.6,7,91,44.8,13,13,100,0,0,0,0,0,16.1,16.1
2025,71,Colston Loveland,CHI,TE,1,18,DET,16.455696202531644,13,39.4,10,91,42.9,9.1,7,76.9,1,50,1,2,0,25.1,25.1
2025,72,Jakobi Meyers,JAX,WR,1,13,TEN,5.714285714285714,6,22.2,6,90,39.3,15,15,100,1,50,1,1,0,21.3,21.3
2025,73,Kyle Pitts,ATL,TE,1,14,SEA,7.758620689655173,9,30,6,90,55.6,15,10,66.7,0,0,0,0,0,15,15
2025,74,Juwan Johnson,NO,TE,1,16,NYJ,9,9,18,8,89,25.7,11.13,9.89,88.9,0,0,0,0,0,16.9,16.9
2025,75,Christian Watson,GB,WR,1,14,CHI,7.2727272727272725,4,16,4,89,38,22.25,22.25,100,2,66.7,0,0,0,24.9,24.9
2025,76,Michael Wilson,ARZ,WR,1,17,CIN,8.064516129032258,10,27,5,89,42,17.8,8.9,50,1,50,0,0,0,19.9,19.9
2025,77,Michael Mayer,LV,TE,1,17,NYG,20.408163265306122,10,33.3,9,89,46.4,9.89,8.9,90,0,0,0,1,0,17.9,17.9
2025,78,Isaiah Bond,CLV,WR,1,15,CHI,9.75609756097561,4,11.4,2,89,50.3,44.5,22.25,50,0,0,0,0,0,10.9,10.9
2025,79,George Kittle,SF,TE,1,15,TEN,13.636363636363635,9,30,8,88,29.8,11,9.78,88.9,1,33.3,1,1,0,22.8,22.8
2025,80,George Pickens,DAL,WR,1,13,KC,9.16030534351145,12,30.8,6,88,27.5,14.67,7.33,50,0,0,0,3,0,16.8,16.8
2025,81,Jayden Higgins,HST,WR,1,17,LAC,5.970149253731343,4,14.3,2,88,36.1,44,22,50,1,50,0,0,0,16.8,16.8
2025,82,Parker Washington,JAX,WR,1,18,TEN,10,9,28.1,5,87,32.1,17.4,9.67,55.6,1,33.3,0,0,0,19.7,19.7
2025,83,Brian Thomas,JAX,WR,1,14,IND,6.8181818181818175,6,19.4,3,87,35.2,29,14.5,50,0,0,0,0,0,11.7,11.7
2025,84,Courtland Sutton,DEN,WR,1,16,JAX,9.166666666666666,11,23.4,6,86,24.4,14.33,7.82,54.5,1,100,1,2,0,20.6,20.6
2025,85,Mike Gesicki,CIN,TE,1,14,BUF,14.285714285714285,6,16.7,6,86,30.3,14.33,14.33,100,1,25,0,1,0,20.6,20.6
2025,86,Alec Pierce,IND,WR,1,16,SF,4.761904761904762,4,11.1,4,86,31,21.5,21.5,100,2,100,0,2,0,24.6,24.6
2025,87,KaVontae Turpin,DAL,WR,1,17,WAS,2.7027027027027026,1,2.7,1,86,28,86,86,100,1,50,0,0,0,15.6,15.6
2025,88,Justin Jefferson,MIN,WR,1,16,NYG,5.797101449275362,8,34.8,6,85,53.1,14.17,10.63,75,0,0,1,1,0,14.5,14.5
2025,89,Nico Collins,HST,WR,1,15,ARZ,3.389830508474576,4,13.8,3,85,32.7,28.33,21.25,75,2,66.7,2,2,0,23.5,23.5
2025,90,Chris Olave,NO,WR,1,15,CAR,5.960264900662252,9,27.3,6,85,31.3,14.17,9.44,66.7,1,100,0,1,0,20.5,20.5
2025,91,Troy Franklin,DEN,WR,1,15,GB,5.88235294117647,6,17.6,6,85,28.1,14.17,14.17,100,1,25,0,1,0,20.8,20.8
2025,92,Ricky Pearsall,SF,WR,1,17,CHI,15.09433962264151,8,24.2,5,85,28.1,17,10.63,62.5,0,0,0,0,0,13.5,13.5
2025,93,Tetairoa McMillan,CAR,WR,1,18,TB,5.042016806722689,6,17.1,4,85,32.1,21.25,14.17,66.7,0,0,0,1,0,11.5,11.5
2025,94,Romeo Doubs,GB,WR,1,16,CHI,7.142857142857142,6,25,5,84,42.4,16.8,14,83.3,1,100,1,2,0,19.4,19.4
2025,95,Jaxon Smith-Njigba,SEA,WR,1,18,SF,5.095541401273886,8,30.8,6,84,42.4,14,10.5,75,0,0,0,0,0,14.4,14.4
2025,96,Xavier Hutchinson,HST,WR,1,18,IND,16.071428571428573,9,28.1,5,84,41,16.8,9.33,55.6,0,0,0,1,0,13.4,13.4
2025,97,Zay Flowers,BLT,WR,1,16,NE,5.982905982905983,7,35,7,84,50.6,12,12,100,0,0,0,0,1,22.2,22.2
2025,98,Luther Burden,CHI,WR,1,15,CLV,11.666666666666666,7,25,6,84,35.3,14,12,85.7,0,0,0,0,0,14.4,14.4
2025,99,Kyle Pitts,ATL,TE,1,13,NYJ,6.896551724137931,8,24.2,7,82,35,11.71,10.25,87.5,0,0,0,0,0,15.2,15.2
2025,100,Trey McBride,ARZ,TE,1,13,TB,5.454545454545454,9,22.5,8,82,27.2,10.25,9.11,88.9,1,50,0,1,0,22.2,22.2
2025,101,Xavier Smith,LA,WR,1,13,CAR,13.043478260869565,3,10.7,3,82,33.7,27.33,27.33,100,0,0,0,1,0,11.2,11.2
2025,102,Alec Pierce,IND,WR,1,14,JAX,9.523809523809524,8,22.2,5,80,39,16,10,62.5,0,0,0,1,0,13,13
2025,103,Christian Watson,GB,WR,1,13,DET,18.181818181818183,10,33.3,4,80,34.2,20,8,40,1,25,0,0,0,18.3,18.3
2025,104,Evan Engram,DEN,TE,1,13,WAS,12.162162162162163,9,20,6,79,24.6,13.17,8.78,66.7,0,0,0,2,0,13.9,13.9
2025,105,Michael Pittman,IND,WR,1,14,JAX,10.185185185185185,11,30.6,9,79,38.5,8.78,7.18,81.8,0,0,0,0,0,16.9,16.9
2025,106,Tim Patrick,JAX,WR,1,14,IND,25,6,19.4,5,78,31.6,15.6,13,83.3,1,50,2,4,0,18.8,18.8
2025,107,Chris Godwin,TB,WR,1,13,ARZ,10.416666666666668,5,17.9,3,78,40.2,26,15.6,60,0,0,2,2,0,10.8,10.8
2025,108,Dallas Goedert,PHI,TE,1,14,LAC,12.5,10,25,8,78,32.5,9.75,7.8,80,0,0,0,1,0,15.8,15.8
2025,109,David Sills,ATL,WR,1,15,TB,29.411764705882355,10,22.7,6,78,20.9,13,7.8,60,0,0,1,2,0,13.8,13.8
2025,110,Drake London,ATL,WR,1,18,NO,7.4074074074074066,8,25,4,78,43.3,19.5,9.75,50,1,100,0,2,0,17.8,17.8
2025,111,George Pickens,DAL,WR,1,17,WAS,3.816793893129771,5,13.5,4,78,25.4,19.5,15.6,80,0,0,0,0,0,11.8,11.8
2025,112,Alec Pierce,IND,WR,1,13,HST,5.952380952380952,5,18.5,4,78,38.8,19.5,15.6,80,1,50,0,1,0,17.8,17.8
2025,113,Dalton Schultz,HST,TE,1,15,ARZ,8.737864077669903,9,31,8,76,29.2,9.5,8.44,88.9,1,33.3,2,2,0,21.6,21.6
2025,114,Jerry Jeudy,CLV,WR,1,14,TEN,4.807692307692308,5,11.9,3,76,20.9,25.33,15.2,60,1,33.3,0,0,0,16.6,16.6
2025,115,Trey McBride,ARZ,TE,1,17,CIN,7.878787878787878,13,35.1,10,76,35.8,7.6,5.85,76.9,1,50,0,2,0,23.6,23.6
2025,116,Puka Nacua,LA,WR,1,18,ARZ,6.134969325153374,10,25,10,76,29.3,7.6,7.6,100,1,25,2,3,0,26,26
2025,117,Colby Parkinson,LA,TE,1,15,DET,12.727272727272727,7,18.4,5,75,20.4,15,10.71,71.4,2,100,0,4,0,24.5,24.5
2025,118,Jameson Williams,DET,WR,1,18,CHI,8.080808080808081,8,19,6,74,22.4,12.33,9.25,75,0,0,1,1,0,13.4,13.4
2025,119,Rashid Shaheed,SEA,WR,1,15,IND,7.865168539325842,7,19.4,5,74,27.3,14.8,10.57,71.4,0,0,0,1,0,12.1,12.1
2025,120,Jalen Coker,CAR,WR,1,13,LA,12.5,5,25,4,74,35.9,18.5,14.8,80,1,33.3,0,0,0,17.4,17.4
2025,121,Hunter Henry,NE,TE,1,13,NYG,7.142857142857142,6,19.4,4,73,25.9,18.25,12.17,66.7,0,0,1,4,0,11.3,11.3
2025,122,Dalton Schultz,HST,TE,1,18,IND,3.8834951456310676,4,12.5,4,73,35.6,18.25,18.25,100,0,0,0,0,0,11.3,11.3
2025,123,Tetairoa McMillan,CAR,WR,1,16,TB,8.403361344537815,10,31.3,6,73,38.2,12.17,7.3,60,1,50,0,0,0,19.3,19.3
2025,124,Jaylen Waddle,MIA,WR,1,16,CIN,9.183673469387756,9,30,5,72,27.7,14.4,8,55.6,0,0,0,0,0,12.2,12.2
2025,125,Jaxon Smith-Njigba,SEA,WR,1,17,CAR,7.006369426751593,11,40.7,9,72,49,8,6.55,81.8,0,0,0,1,0,16.2,16.2
2025,126,Puka Nacua,LA,WR,1,13,CAR,5.521472392638037,9,32.1,6,72,29.6,12,8,66.7,0,0,1,2,0,13.2,13.2
2025,127,Theo Johnson,NYG,TE,1,15,WAS,5.47945205479452,4,10.8,3,72,29.3,24,18,75,0,0,0,0,0,10.2,10.2
2025,128,Davante Adams,LA,WR,1,15,DET,7.207207207207207,8,21.1,4,71,19.3,17.75,8.88,50,0,0,1,2,0,11.1,11.1
2025,129,Jakobi Meyers,JAX,WR,1,15,NYJ,6.666666666666667,7,21.9,5,71,21.5,14.2,10.14,71.4,0,0,0,0,0,12.1,12.1
2025,130,Jauan Jennings,SF,WR,1,16,IND,6.976744186046512,6,17.6,5,71,24.1,14.2,11.83,83.3,1,20,1,2,0,18.1,18.1
2025,131,Travis Kelce,KC,TE,1,15,LAC,8.653846153846153,9,27.3,7,70,33.2,10,7.78,77.8,0,0,0,0,0,14,14
2025,132,Dallas Goedert,PHI,TE,1,15,LV,8.75,7,38.9,6,70,33.7,11.67,10,85.7,2,66.7,3,3,0,25,25
2025,133,Jameson Williams,DET,WR,1,16,PIT,9.090909090909092,9,16.7,5,70,19.2,14,7.78,55.6,0,0,1,2,0,12,12
2025,134,Mack Hollins,NE,WR,1,16,BLT,13.846153846153847,9,20.5,7,69,18.2,9.86,7.67,77.8,0,0,0,0,0,13.9,13.9
2025,135,DJ Moore,CHI,WR,1,15,CLV,6.097560975609756,5,17.9,4,69,29,17.25,13.8,80,2,100,1,1,0,22.9,22.9
2025,136,Terry McLaurin,WAS,WR,1,15,NYG,6.896551724137931,4,21.1,3,69,32.7,23,17.25,75,1,100,0,0,0,15.9,15.9
2025,137,Devaughn Vele,NO,WR,1,15,CAR,16.666666666666664,6,18.2,5,69,25.4,13.8,11.5,83.3,0,0,0,0,0,11.9,11.9
2025,138,Marvin Harrison,ARZ,WR,1,13,TB,9.58904109589041,7,17.5,6,69,22.9,11.5,9.86,85.7,0,0,0,0,0,12.9,12.9
2025,139,A.J. Brown,PHI,WR,1,17,BUF,5.833333333333333,7,25.9,5,68,61.8,13.6,9.71,71.4,0,0,0,1,0,11.8,11.8
2025,140,Deebo Samuel,WAS,WR,1,17,DAL,3.061224489795918,3,13,2,68,34.3,34,22.67,66.7,0,0,0,0,0,11.3,11.3
2025,141,Amon-Ra St. Brown,DET,WR,1,17,MIN,7.228915662650602,12,41.4,8,68,34.5,8.5,5.67,66.7,0,0,1,1,0,14.8,14.8
2025,142,Zay Flowers,BLT,WR,1,15,CIN,4.273504273504273,5,41.7,3,68,45.3,22.67,13.6,60,1,50,1,1,0,15.8,15.8
2025,143,Ryan Flournoy,DAL,WR,1,18,NYG,12.962962962962962,7,29.2,5,68,47.6,13.6,9.71,71.4,0,0,0,0,0,11.8,11.8
2025,144,George Kittle,SF,TE,1,13,CLV,7.575757575757576,5,16.7,4,67,39.9,16.75,13.4,80,0,0,0,1,0,10.7,10.7
2025,145,Tee Higgins,CIN,WR,1,18,CLV,8.421052631578947,8,20.5,6,67,29.1,11.17,8.38,75,1,33.3,0,2,0,18.7,18.7
2025,146,Rashid Shaheed,SEA,WR,1,14,ATL,5.617977528089887,5,16.7,4,67,26.9,16.75,13.4,80,0,0,0,0,0,10.7,10.7
2025,147,Xavier Smith,LA,WR,1,17,ATL,26.08695652173913,6,15.8,4,67,24.9,16.75,11.17,66.7,0,0,0,1,0,10.7,10.7
2025,148,Luther Burden,CHI,WR,1,14,GB,10,6,17.1,4,67,36,16.75,11.17,66.7,0,0,0,1,0,11,11
2025,149,Darren Waller,MIA,TE,1,15,PIT,23.52941176470588,8,28.6,7,66,26.1,9.43,8.25,87.5,2,100,1,2,0,25.6,25.6
2025,150,T.J. Hockenson,MIN,TE,1,15,DAL,7.575757575757576,5,20.8,4,66,26.4,16.5,13.2,80,0,0,0,1,0,10.6,10.6
2025,151,Jordan Addison,MIN,WR,1,15,DAL,2.73972602739726,2,8.3,2,66,26.4,33,33,100,0,0,0,0,0,8.6,8.6
2025,152,Troy Franklin,DEN,WR,1,16,JAX,4.901960784313726,5,10.6,4,66,18.8,16.5,13.2,80,0,0,0,0,0,10.6,10.6
2025,153,Brian Thomas,JAX,WR,1,15,NYJ,7.954545454545454,7,21.9,4,66,20,16.5,9.43,57.1,1,20,2,3,0,17.1,17.1
2025,154,Khalil Shakir,BUF,WR,1,15,NE,5.4945054945054945,5,17.9,5,65,33.7,13,13,100,0,0,0,0,0,11.5,11.5
2025,155,Trey McBride,ARZ,TE,1,18,LA,4.848484848484849,8,25,7,65,24,9.29,8.13,87.5,0,0,0,0,0,13.5,13.5
2025,156,Josh Downs,IND,WR,1,16,SF,10.714285714285714,9,25,5,65,23.5,13,7.22,55.6,0,0,0,0,0,11.8,11.8
2025,157,Jayden Higgins,HST,WR,1,13,IND,7.462686567164178,5,14.3,5,65,23.6,13,13,100,0,0,0,0,0,11.5,11.5
2025,158,Marquise Brown,KC,WR,1,18,LV,8.333333333333332,6,19.4,3,64,43.8,21.33,10.67,50,0,0,0,0,0,9.4,9.4
2025,159,Deebo Samuel,WAS,WR,1,13,DEN,7.142857142857142,7,14,5,64,21.8,12.8,9.14,71.4,0,0,0,0,0,11.1,11.1
2025,160,Emeka Egbuka,TB,WR,1,15,ATL,5.511811023622047,7,20.6,4,64,23.1,16,9.14,57.1,0,0,0,0,0,10.4,10.4
2025,161,Terry McLaurin,WAS,WR,1,17,DAL,12.068965517241379,7,30.4,5,63,31.8,12.6,9,71.4,0,0,0,0,0,11.3,11.3
2025,162,Pat Freiermuth,PIT,TE,1,17,CLV,9.433962264150944,5,12.8,3,63,37.5,21,12.6,60,0,0,0,0,0,9.3,9.3
2025,163,Brock Bowers,LV,TE,1,13,LAC,4.819277108433735,4,17.4,4,63,38.2,15.75,15.75,100,2,100,2,2,0,22.3,22.3
2025,164,Colston Loveland,CHI,TE,1,15,CLV,6.329113924050633,5,17.9,4,63,26.5,15.75,12.6,80,0,0,0,1,0,10.1,10.1
2025,165,Theo Wease,MIA,WR,1,17,TB,10,1,4.5,1,63,36.6,63,63,100,1,50,0,0,0,13.3,13.3
2025,166,Kalif Raymond,DET,WR,1,16,PIT,14.285714285714285,4,7.4,4,62,17,15.5,15.5,100,1,33.3,0,0,0,16.2,16.2
2025,167,Courtland Sutton,DEN,WR,1,13,WAS,5,6,13.3,5,62,19.3,12.4,10.33,83.3,1,100,0,2,0,17.2,17.2
2025,168,Courtland Sutton,DEN,WR,1,14,LV,8.333333333333332,10,26.3,6,62,29.2,10.33,6.2,60,0,0,1,1,0,12.2,12.2
2025,169,Romeo Doubs,GB,WR,1,17,BLT,3.571428571428571,3,12,3,62,20.9,20.67,20.67,100,0,0,0,0,0,9.2,9.2
2025,170,Jordan Addison,MIN,WR,1,14,WAS,9.58904109589041,7,30.4,4,62,38,15.5,8.86,57.1,0,0,1,1,0,10.2,10.2
2025,171,Juwan Johnson,NO,TE,1,18,ATL,5,5,14.3,3,61,23.6,20.33,12.2,60,0,0,0,0,1,8.1,8.1
2025,172,Josh Downs,IND,WR,1,18,HST,4.761904761904762,4,11.4,4,61,20.5,15.25,15.25,100,0,0,0,0,1,9.6,9.6
2025,173,Xavier Worthy,KC,WR,1,13,DAL,6.944444444444445,5,14.7,4,61,23.4,15.25,12.2,80,0,0,0,0,0,11.4,11.4
2025,174,Oronde Gadsden,LAC,TE,1,15,KC,7.352941176470589,5,17.2,4,61,29,15.25,12.2,80,0,0,0,0,0,10.1,10.1
2025,175,Dante Pettis,NO,WR,1,18,ATL,45.45454545454545,5,14.3,5,60,23.2,12,12,100,0,0,0,0,0,11,11
