,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Zone Concept,Zone Concept,Zone Concept,Zone Concept,Zone Concept,Zone Concept,Man/Gap Concept,Man/Gap Concept,Man/Gap Concept,Man/Gap Concept,Man/Gap Concept,Man/Gap Concept,FP,FP,FP,FP,FP
Season,Rank,Name,Team,POS,G,WEEK,OPP,ATT %,SNAP %,ATT,DCS %,SNEAK %,YDS,YPC,TD,XTD,FUM,1D,EXP RUN %,EXP YDS,EXP YDS %,i5 %,TD RATE,SUCC %,STUFF %,RYOE,YBC/ATT,HIT %,YACO/ATT,YACO %,MTF,MTF/A,EPA/A,EPA,ZONE ATT,ZONE ATT %,ZONE YDS,ZONE TD,ZONE YPC,ZONE SUCC %,MAN ATT,MAN ATT %,MAN YDS,MAN TD,MAN YPC,MAN SUCC %,FP,XFP,FP/G,XFP/G,DIFF
2025,,League Avg,,,,,,,48.30865954922889,2.3297746144721234,53.59288256227764,0,11.81020166073547,5.07,0.02372479240806643,0.02580071174377228,0.010676156583629894,0.5041518386714117,12.9,4.798339264531435,40.6,0.9489916963226572,1,49.1,37,0.46571767497034405,2.5,31.2,2.57,50.7,0.37722419928825623,0.16,-0.032,-0.07485172004744961,1.3238434163701067,56.8,6.35349940688019,0.009489916963226572,4.8,48.7,0.930011862396204,39.9,5.1518386714116255,0.011862396204033215,5.54,50.1,3.5244365361803083,3.4085409252669003,3.5244365361803083,3.409098457888491,0.11533807829181499
2025,1,Rico Dowdle,CAR,RB,1,5,MIA,16.27906976744186,56.7,7,87.5,0,111,15.86,0,0.05,0,2,42.9,92,82.9,0,0,85.7,14.3,74.7,3.57,28.6,12.29,77.5,5,0.71,0.882,6.2,1,14.3,25,0,25,100,5,71.4,79,0,15.8,80,14.6,7,14.6,7,7.6
2025,2,Bijan Robinson,ATL,RB,1,6,BUF,9.615384615384617,84.4,5,62.5,0,95,19,1,0.01,0,2,20,81,85.3,0,20,60,40,70.1,6.2,60,12.8,67.4,2,0.4,1.042,5.2,4,80,94,1,23.5,75,1,20,1,0,1,0,25.3,11.8,25.3,11.83,13.47
2025,3,Javonte Williams,DAL,RB,1,7,WAS,11.11111111111111,87,7,87.5,0,75,10.71,0,0.07,0,1,14.3,33,44,0,0,71.4,0,36.7,3,0,7.71,72,1,0.14,0.423,3,3,42.9,26,0,8.67,100,4,57.1,49,0,12.25,50,7.5,4.3,7.5,4.32,3.18
2025,4,Kimani Vidal,LAC,RB,1,13,LV,23.809523809523807,83.3,5,71.4,0,75,15,1,0.03,0,3,20,59,78.7,0,20,80,20,51.4,13.2,20,1.8,12,4,0.8,1.166,5.8,2,40,4,0,2,50,3,60,71,1,23.67,100,15.6,4.1,15.6,4.12,11.48
2025,5,Javonte Williams,DAL,RB,1,5,NYJ,4.761904761904762,92.3,3,100,0,73,24.33,0,0.01,0,2,33.3,66,90.4,0,0,66.7,0,59.5,-0.67,66.7,25,102.7,2,0.67,1.896,5.7,1,33.3,2,0,2,100,2,66.7,71,0,35.5,50,7.3,1.4,7.3,1.43,5.87
2025,6,David Montgomery,DET,RB,1,3,BLT,14.285714285714285,17.4,1,33.3,0,72,72,0,0,0,1,100,72,100,0,0,100,0,66.7,0,100,72,100,3,3,5.438,5.4,0,0,0,0,0,0,1,100,72,0,72,100,7.2,0.5,7.2,0.54,6.66
2025,7,Chase Brown,CIN,RB,1,17,ARZ,18.333333333333332,76.2,11,100,0,72,6.55,0,0.09,0,3,18.2,38,52.8,0,0,72.7,36.4,10.9,3.55,9.1,3,45.8,1,0.09,0.19,2.1,7,63.6,31,0,4.43,57.1,4,36.4,41,0,10.25,100,14.2,12.1,14.2,12.07,2.13
2025,8,J.K. Dobbins,DEN,RB,1,3,LAC,27.27272727272727,63.6,6,66.7,0,69,11.5,1,0.04,0,2,33.3,60,87,0,16.7,66.7,33.3,40.8,7.33,16.7,4.17,36.2,3,0.5,0.664,4,4,66.7,48,0,12,75,1,16.7,2,0,2,0,13.9,5.9,13.9,5.93,7.97
