,Player Details,Player Details,Player Details,Player Details,Player Details,Overall,Overall,Overall,Overall,Overall,Overall,Overall,Overall,Overall,Overall,Overall,Overall,Overall,Overall,Overall,Overall,Overall,Man,Man,Man,Man,Man,Zone,Zone,Zone,Zone,Zone,Red Zone,Red Zone,Red Zone,Red Zone,Red Zone,Cover 2,Cover 2,Cover 2,Cover 3,Cover 3,Cover 3,Cover 4,Cover 4,Cover 4,Cover 6,Cover 6,Cover 6
Season,Rank,Name,Team,POS,G,RTE,SEP SCORE,YPRR,TPRR,WIN RATE,SEP MS,ADOR,TGT %,+1 Rate,+2 Rate,+3 Rate,Neg Rate,TGT,REC,YDS,TD,AY,RTE,SEP SCORE,YPRR,TPRR,WIN RATE,RTE,SEP SCORE,YPRR,TPRR,WIN RATE,RTE,SEP SCORE,YPRR,TPRR,WIN RATE,RTE,SEP SCORE,WIN RATE,RTE,SEP SCORE,WIN RATE,RTE,SEP SCORE,WIN RATE,RTE,SEP SCORE,WIN RATE
2026,83,Calvin Ridley,TEN,WR,1,21,-0.19,0,0,0,0,8.9,0,0,0,0,19,0,0,0,0,0,5,-0.8,0,0,0,16,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,4,0,0
2026,84,T.J. Hockenson,MIN,TE,1,21,-0.048,1.71,0.19,4.8,20,2.8,16.7,4.8,0,0,9.5,4,4,36,1,23,3,0,0,0,0,17,-0.059,2.12,0.24,5.9,1,0,0,0,0,4,0,0,4,0,0,3,0,0,6,-0.167,16.7
2026,85,Khalil Shakir,BUF,WR,1,21,0.19,1.9,0.29,14.3,37.5,5.2,20.7,4.8,9.5,0,4.8,6,4,40,0,23,5,0.2,0,0.2,20,16,0.188,2.5,0.31,12.5,0,0,0,0,0,3,0.333,33.3,11,0.182,9.1,1,0,0,1,0,0
2026,86,Isaiah Likely,NYG,TE,1,21,0.095,3.71,0.38,19,40,4.7,27.6,19,0,0,9.5,8,8,78,2,66,6,0.167,6,0.5,33.3,14,0.071,2.86,0.29,14.3,1,0,2,1,0,1,0,0,6,-0.167,0,6,0.333,33.3,1,0,0
2026,87,Dalton Kincaid,BUF,TE,1,21,-0.095,6.19,0.29,4.8,12.5,4.5,20.7,4.8,0,0,14.3,6,5,130,0,94,4,-0.25,10,0.25,0,17,-0.059,5.29,0.29,5.9,0,0,0,0,0,3,0,0,13,-0.077,7.7,0,0,0,1,0,0
2026,88,Gunnar Helm,TEN,TE,1,21,-0.143,1.33,0.24,0,0,4,15.6,0,0,0,14.3,5,4,28,0,7,6,-0.333,2.5,0.33,0,14,-0.071,0.93,0.14,0,1,0,0,1,0,6,0,0,2,0,0,2,-0.5,0,4,0,0
2026,89,Harold Fannin,CLV,TE,1,21,0.095,1,0.14,9.5,22.2,3.3,13.6,9.5,0,0,0,3,2,21,0,10,4,0.25,0,0,25,17,0.059,1.24,0.18,5.9,0,0,0,0,0,0,0,0,5,0,0,6,0,0,6,0.167,16.7
2026,90,Mack Hollins,NE,WR,1,20,-0.1,2.55,0.25,0,0,9.6,15.2,0,0,0,10,5,4,51,0,65,0,0,0,0,0,20,-0.1,2.55,0.25,0,0,0,0,0,0,3,0,0,5,-0.4,0,3,0,0,9,0,0
2026,91,Evan Engram,DEN,TE,1,20,0.2,2.15,0.2,15,33.3,4.7,14.3,10,5,0,0,4,4,43,1,30,8,0.375,0.75,0.13,25,12,0.083,3.08,0.25,8.3,0,0,0,0,0,4,0,0,3,0,0,4,0,0,1,1,100
2026,92,Cooper Kupp,SEA,WR,1,20,-0.2,1.75,0.15,5,11.1,8.7,12.5,5,0,0,25,3,2,35,0,49,7,-0.571,3.43,0.29,0,13,0,0.85,0.08,7.7,0,0,0,0,0,5,0,0,5,0,20,3,0,0,0,0,0
2026,93,Kyle Pitts,ATL,TE,1,20,0.1,0,0.05,5,25,5.4,4.5,0,5,0,0,1,0,0,0,27,0,0,0,0,0,20,0.1,0,0.05,5,0,0,0,0,0,0,0,0,8,0,0,11,0.182,9.1,1,0,0
2026,94,Tommy Tremble,CAR,TE,1,20,0.3,1.25,0.15,25,20.8,2.1,7.9,20,5,0,0,3,3,25,0,15,10,0.4,2.2,0.2,40,10,0.2,0.3,0.1,10,0,0,0,0,0,4,0,0,2,0,0,3,0,0,1,2,100
2026,95,Garrett Wilson,NYJ,WR,1,20,0.3,3.95,0.35,25,55.6,10.3,29.2,20,5,0,0,7,6,79,0,74,3,0.333,3,0.33,33.3,17,0.294,4.12,0.35,23.5,0,0,0,0,0,0,0,0,9,0.444,33.3,6,0.167,16.7,2,0,0
2026,96,Chig Okonkwo,WAS,TE,1,20,0.1,0.8,0.15,10,8,5.6,8.8,0,10,0,10,3,2,16,0,39,2,-0.5,0,0,0,18,0.167,0.89,0.17,11.1,0,0,0,0,0,0,0,0,4,0.5,25,6,-0.167,0,8,0.25,12.5
2026,97,Adonai Mitchell,NYJ,WR,1,20,0.15,3,0.15,15,33.3,10.3,12.5,10,5,0,5,3,3,60,0,57,2,0,0,0,0,18,0.167,3.33,0.17,16.7,0,0,0,0,0,0,0,0,10,0,10,6,0.5,33.3,2,0,0
2026,98,Kalif Raymond,CHI,WR,1,19,-0.053,4.42,0.47,0,0,8.6,31,0,0,0,5.3,9,8,84,0,65,2,-0.5,14,0.5,0,17,0,3.29,0.47,0,0,0,0,0,0,3,0,0,10,0,0,2,0,0,2,0,0
2026,99,Rashid Shaheed,SEA,WR,1,19,-0.053,0.21,0.16,10.5,22.2,8.6,12.5,10.5,0,0,15.8,3,1,4,0,15,9,0,0,0.11,22.2,10,-0.1,0.4,0.2,0,0,0,0,0,0,6,-0.167,0,1,0,0,3,0,0,0,0,0
2026,100,Puka Nacua,LA,WR,1,19,0,3.89,0.47,10.5,22.2,7.5,32.1,5.3,5.3,0,15.8,9,5,74,0,115,5,-0.2,2,0.6,0,13,0.077,4.92,0.46,15.4,1,0,0,0,0,0,0,0,4,0,25,3,0.333,33.3,6,0,0
2026,101,Rome Odunze,CHI,WR,1,19,0.105,2.74,0.16,21.1,36.4,10.2,10.3,15.8,5.3,0,15.8,3,2,52,0,87,2,0,0,0,50,17,0.118,3.06,0.18,17.6,0,0,0,0,0,4,0,0,11,0.273,27.3,1,-1,0,1,0,0
2026,102,Pat Bryant,DEN,WR,1,19,-0.053,2.21,0.32,10.5,22.2,7,21.4,10.5,0,0,15.8,6,4,42,0,25,7,0,3,0.57,14.3,12,-0.083,1.75,0.17,8.3,0,0,0,0,0,3,-0.333,0,5,0.2,20,3,-0.333,0,1,0,0
2026,103,Malachi Fields,NYG,WR,1,19,-0.158,1.32,0.21,5.3,10,8.7,13.8,5.3,0,0,21.1,4,2,25,0,70,2,0,0,0,0,16,-0.187,1.56,0.25,6.3,1,0,0,0,0,0,0,0,7,-0.286,14.3,6,-0.167,0,3,0,0
2026,104,Chris Bell,MIA,WR,1,19,-0.105,1.32,0.11,10.5,15.4,9.2,7.4,10.5,0,0,21.1,2,1,25,0,41,1,1,0,0,100,16,-0.125,1.56,0.13,6.3,2,-0.5,0,0,0,2,-0.5,0,13,-0.077,7.7,1,0,0,0,0,0
2026,105,Davante Adams,LA,WR,1,18,0.167,1.44,0.33,27.8,55.6,10.2,21.4,22.2,5.6,0,16.7,6,3,26,0,65,3,0.333,0,0,66.7,15,0.133,1.73,0.4,20,0,0,0,0,0,0,0,0,5,0.2,20,2,0.5,50,8,0,12.5
2026,106,Noah Fant,NO,TE,1,18,0,1.83,0.44,11.1,7.4,3.7,14.3,11.1,0,0,11.1,8,4,33,1,45,7,0,2.57,0.57,14.3,11,0,1.36,0.36,9.1,0,0,0,0,0,1,0,0,9,0,11.1,1,0,0,0,0,0
2026,107,Ladd McConkey,LAC,WR,1,18,0.167,4.56,0.39,22.2,57.1,9.7,25.9,11.1,11.1,0,16.7,7,5,82,1,97,0,0,0,0,0,13,0.385,5.69,0.38,30.8,5,-0.4,1.6,0.4,0,0,0,0,5,0,0,2,0,0,6,0.833,66.7
2026,108,Elic Ayomanor,TEN,WR,1,18,-0.056,0.61,0.17,11.1,66.7,8.8,9.4,11.1,0,0,16.7,3,1,11,1,37,4,-0.25,2.75,0.5,25,13,0,0,0.08,7.7,1,0,0,0,0,4,0,0,3,0.333,33.3,2,-0.5,0,4,0,0
2026,109,Demarcus Robinson,SF,WR,1,17,0.118,2.94,0.18,17.6,27.3,5.5,8.8,17.6,0,0,5.9,3,2,50,1,52,4,0.5,0,0,50,11,0,4.55,0.18,9.1,2,0,0,0.5,0,1,0,0,1,0,0,6,0,16.7,3,0,0
2026,110,David Njoku,LAC,TE,1,17,0,3.41,0.29,0,0,2.1,18.5,0,0,0,0,5,5,58,0,27,0,0,0,0,0,16,0,3.63,0.31,0,1,0,0,0,0,0,0,0,2,0,0,5,0,0,9,0,0
2026,111,Mike Gesicki,CIN,TE,1,17,0,4.59,0.41,0,0,5.4,20,0,0,0,0,7,5,78,1,68,1,0,0,0,0,15,0,5.07,0.4,0,1,0,2,1,0,1,0,0,12,0,0,2,0,0,0,0,0
2026,112,Colby Parkinson,LA,TE,1,17,-0.118,0.35,0.12,0,0,3.2,7.1,0,0,0,11.8,2,1,6,0,10,2,0,0,0,0,14,-0.143,0,0.07,0,1,0,6,1,0,0,0,0,5,-0.2,0,2,0,0,7,-0.143,0
2026,113,Jauan Jennings,MIN,WR,1,17,0,0,0.06,5.9,20,7.5,4.2,5.9,0,0,5.9,1,0,0,0,26,2,0,0,0.5,0,15,0,0,0,6.7,0,0,0,0,0,3,0,0,4,0,0,3,0,0,5,0,20
2026,114,Cole Kmet,CHI,TE,1,17,-0.176,2.06,0.18,0,0,3.2,10.3,0,0,0,17.6,3,2,35,1,49,0,0,0,0,0,16,-0.125,2.19,0.19,0,1,-1,0,0,0,5,0,0,7,-0.286,0,3,0,0,1,0,0
2026,115,Jalen Nailor,LV,WR,1,17,0,1.59,0.29,29.4,31.3,8.2,16.7,29.4,0,0,29.4,5,3,27,0,61,4,0.5,0,0.25,75,12,-0.083,2.25,0.33,16.7,1,-1,0,0,0,2,0,0,7,-0.286,14.3,0,0,0,3,0.333,33.3
2026,116,Isaiah Williams,NYJ,WR,1,17,0.059,0.41,0.06,5.9,11.1,5.6,4.2,5.9,0,0,0,1,1,7,0,7,2,0.5,0,0,50,15,0,0.47,0.07,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,1,0,0
2026,117,AJ Barner,SEA,TE,1,17,-0.118,0.76,0.12,0,0,5.4,8.3,0,0,0,11.8,2,2,13,0,-2,8,-0.25,1.13,0.13,0,9,0,0.44,0.11,0,0,0,0,0,0,5,0,0,3,0,0,1,0,0,0,0,0
2026,118,Keon Coleman,BUF,WR,1,17,-0.176,0.06,0.06,0,0,9.3,3.4,0,0,0,17.6,1,1,1,0,4,4,-0.5,0,0,0,13,-0.077,0.08,0.08,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,1,-1,0
2026,119,George Kittle,SF,TE,1,16,0,0.75,0.31,0,0,3,14.7,0,0,0,0,5,2,12,0,40,4,0,0,0,0,9,0,0.67,0.44,0,3,0,2,0.33,0,0,0,0,2,0,0,6,0,0,1,0,0
2026,120,Jonnu Smith,GB,TE,1,16,-0.062,3.13,0.19,0,0,1.9,7.1,0,0,0,6.3,3,2,50,0,25,1,0,0,0,0,13,0,3.85,0.23,0,2,-0.5,0,0,0,4,0,0,4,0,0,1,0,0,4,0,0
2026,121,Jahan Dotson,ATL,WR,1,16,0.125,1.19,0.19,6.3,25,11.4,13.6,0,6.3,0,0,3,1,19,0,48,0,0,0,0,0,16,0.125,1.19,0.19,6.3,0,0,0,0,0,0,0,0,7,0,0,7,0,0,2,1,50
2026,122,Jakobi Meyers,JAX,WR,1,15,0,2.67,0.13,0,0,10,8.7,0,0,0,0,2,2,40,1,38,2,0,0,0,0,13,0,3.08,0.15,0,0,0,0,0,0,2,0,0,8,0,0,3,0,0,0,0,0
2026,123,Deebo Samuel,SF,WR,1,15,0.067,3.2,0.47,6.7,9.1,2.1,20.6,6.7,0,0,0,7,6,48,1,18,1,0,0,0,0,12,0.083,3.75,0.5,8.3,2,0,1.5,0.5,0,1,0,0,4,0.25,25,3,0,0,4,0,0
2026,124,Darnell Washington,PIT,TE,1,15,0,1.2,0.13,0,0,3.7,4.9,0,0,0,0,2,2,18,0,5,2,0,0,0,0,13,0,1.38,0.15,0,0,0,0,0,0,1,0,0,10,0,0,1,0,0,1,0,0
2026,125,Ja'Kobi Lane,BLT,WR,1,15,-0.267,0.73,0.2,6.7,4.8,7.6,12,6.7,0,0,33.3,3,1,11,0,39,8,-0.25,0,0.13,12.5,7,-0.286,1.57,0.29,0,0,0,0,0,0,2,0,0,2,-1,0,2,0,0,1,0,0
2026,126,Darren Waller,CAR,TE,1,14,-0.214,0.79,0.07,0,0,5.1,2.6,0,0,0,21.4,1,1,11,0,5,4,-0.5,0,0,0,9,0,1.22,0.11,0,1,-1,0,0,0,4,0,0,3,0,0,2,0,0,0,0,0
2026,127,Drew Sample,CIN,TE,1,14,-0.071,1.36,0.21,0,0,0.7,8.6,0,0,0,7.1,3,3,19,0,5,6,-0.167,0.33,0.17,0,8,0,2.13,0.25,0,0,0,0,0,0,2,0,0,5,0,0,1,0,0,0,0,0
2026,128,A.J. Brown,NE,WR,1,14,0,1.86,0.29,21.4,37.5,8.1,12.1,21.4,0,0,21.4,4,3,26,0,19,2,0,0,0.5,50,12,0,2.17,0.25,16.7,0,0,0,0,0,1,0,0,5,0.2,40,1,0,0,5,-0.2,0
2026,129,Luke Farrell,SF,TE,1,14,0,1.36,0.14,0,0,2.5,5.9,0,0,0,0,2,2,19,0,2,1,0,0,0,0,13,0,1.46,0.15,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,2,0,0
2026,130,Parker Washington,JAX,WR,1,14,0.286,5.93,0.43,14.3,50,10.6,26.1,7.1,0,7.1,0,6,5,83,1,101,3,1,10,0.33,33.3,11,0.091,4.82,0.45,9.1,0,0,0,0,0,1,0,0,7,0.143,14.3,2,0,0,1,0,0
2026,131,Brenton Strange,JAX,TE,1,14,0,1.64,0.21,0,0,4.1,13,0,0,0,0,3,2,23,1,35,3,0,0,0.33,0,11,0,2.09,0.18,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,1,0,0
2026,132,Mason Taylor,NYJ,TE,1,14,0,-0.14,0.21,0,0,4,12.5,0,0,0,0,3,2,-2,0,2,2,0,-4,0.5,0,11,0,0.55,0.18,0,1,0,0,0,0,0,0,0,5,0,0,4,0,0,2,0,0
2026,133,Jaylin Noel,HST,WR,1,13,-0.231,4.08,0.15,0,0,5,5.3,0,0,0,23.1,2,2,53,0,26,3,-0.667,0,0,0,10,-0.1,5.3,0.2,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,3,-0.333,0
2026,134,Jahdae Walker,CHI,WR,1,13,-0.077,0.08,0.08,7.7,9.1,9.3,3.4,7.7,0,0,15.4,1,1,1,1,2,0,0,0,0,0,13,-0.077,0,0,7.7,0,0,0,0,0,3,0,0,6,-0.333,0,3,0.333,33.3,1,0,0
2026,135,De'Zhaun Stribling,SF,WR,1,13,0,0,0,7.7,9.1,10.2,0,7.7,0,0,7.7,0,0,0,0,0,2,0.5,0,0,50,10,-0.1,0,0,0,1,0,0,0,0,0,0,0,6,0,0,2,-0.5,0,2,0,0
2026,136,Kevin Coleman,MIA,WR,1,13,-0.077,0,0.15,15.4,15.4,10.3,7.4,15.4,0,0,23.1,2,0,0,0,25,3,-0.333,0,0.33,33.3,10,0,0,0.1,10,0,0,0,0,0,2,0,0,4,0,0,1,-1,0,3,0.333,33.3
2026,137,Dawson Knox,BUF,TE,1,12,-0.083,0.58,0.08,0,0,2.8,3.4,0,0,0,8.3,1,1,7,0,2,3,0,2.33,0.33,0,9,-0.111,0,0,0,0,0,0,0,0,0,0,0,8,-0.125,0,1,0,0,0,0,0
2026,138,Josh Palmer,BUF,WR,1,12,-0.167,2.83,0.17,8.3,12.5,8.1,6.9,8.3,0,0,25,2,1,34,1,59,3,-0.333,11.33,0.33,33.3,9,-0.111,0,0.11,0,0,0,0,0,0,1,0,0,7,-0.143,0,1,0,0,0,0,0
2026,139,Charlie Kolar,LAC,TE,1,12,0,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,3,0,0,5,0,0
2026,140,Jordan Whittington,LA,WR,1,12,0,0.67,0.08,0,0,10.2,3.6,0,0,0,0,1,1,8,0,8,0,0,0,0,0,12,0,0.67,0.08,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,4,0,0
2026,141,Theo Johnson,NYG,TE,1,12,-0.083,0.75,0.08,8.3,10,2.9,3.4,8.3,0,0,16.7,1,1,9,0,1,2,0,0,0,0,8,0,1.13,0.13,12.5,2,-0.5,0,0,0,0,0,0,4,0,25,2,0,0,2,0,0
2026,142,Brian Thomas,JAX,WR,1,12,0,3.33,0.25,16.7,50,9.8,13,16.7,0,0,8.3,3,3,40,0,45,2,1,9,0.5,100,10,-0.2,2.2,0.2,0,0,0,0,0,0,1,0,0,7,0,0,1,0,0,1,-2,0
2026,143,LaJohntay Wester,BLT,WR,1,12,0.167,1.25,0.17,25,14.3,7.3,8,16.7,8.3,0,16.7,2,2,15,0,11,8,0,0.75,0.13,25,4,0.5,2.25,0.25,25,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,2,100
2026,144,Jack Bech,LV,WR,1,12,0.083,1.92,0.33,16.7,12.5,8.9,13.3,8.3,8.3,0,16.7,4,3,23,1,31,2,1,7.5,0.5,50,8,0.125,1,0.38,12.5,2,-1,0,0,0,1,0,0,4,0.25,25,0,0,0,3,0,0
2026,145,Terrance Ferguson,LA,TE,1,12,-0.167,0,0.08,8.3,11.1,6.9,3.6,8.3,0,0,16.7,1,0,0,0,24,3,0,0,0.33,33.3,8,-0.25,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,-1,0,4,0,0
2026,146,Kenyon Sadiq,NYJ,TE,1,12,-0.083,1.75,0.25,0,0,4.2,12.5,0,0,0,8.3,3,3,21,0,-1,1,-1,0,0,0,10,0,2.1,0.3,0,1,0,0,0,0,0,0,0,4,0,0,5,0,0,1,0,0
2026,147,Noah Gray,KC,TE,1,11,-0.091,0.45,0.09,0,0,6.5,3.7,0,0,0,9.1,1,1,5,0,5,1,0,0,0,0,10,-0.1,0.5,0.1,0,0,0,0,0,0,2,0,0,5,-0.2,0,1,0,0,2,0,0
2026,148,Antonio Williams,WAS,WR,1,11,0.818,5.82,0.36,54.5,24,9,11.8,18.2,36.4,0,9.1,4,4,64,1,53,4,0.75,7.5,0.5,50,5,1,6.6,0.2,60,2,0.5,0.5,0.5,50,0,0,0,5,1,60,0,0,0,0,0,0
2026,149,Durham Smythe,BLT,TE,1,10,0,0.4,0.1,0,0,1.5,4,0,0,0,0,1,1,4,0,4,4,0,0,0,0,5,0,0,0,0,1,0,4,1,0,1,0,0,1,0,0,1,0,0,2,0,0
2026,150,Olamide Zaccheaus,ATL,WR,1,10,0,0.5,0.1,0,0,4.9,4.5,0,0,0,0,1,1,5,0,5,0,0,0,0,0,10,0,0.5,0.1,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,1,0,0
2026,151,Jared Wayne,HST,WR,1,10,-0.4,1.2,0.1,0,0,8.9,2.6,0,0,0,40,1,1,12,0,12,2,-0.5,0,0,0,8,-0.375,1.5,0.13,0,0,0,0,0,0,1,0,0,3,-0.667,0,1,0,0,3,-0.333,0
2026,152,Zay Flowers,BLT,WR,1,10,0.8,15,0.6,60,28.6,8.5,24,40,20,0,0,6,5,150,1,93,6,1,13.17,0.5,83.3,4,0.5,17.75,0.75,25,0,0,0,0,0,1,0,0,0,0,0,3,0.667,33.3,0,0,0
2026,153,Ben Sinnott,WAS,TE,1,10,0,0,0,10,4,6.9,0,10,0,0,10,0,0,0,0,0,4,0,0,0,0,5,0.2,0,0,20,1,-1,0,0,0,0,0,0,4,0.25,25,0,0,0,1,0,0
2026,154,Konata Mumpfield,LA,WR,1,10,0.1,0,0.1,10,11.1,8.1,3.6,0,10,0,10,1,0,0,0,12,3,0.333,0,0,33.3,7,0,0,0.14,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,0
2026,155,Foster Moreau,HST,TE,1,9,0,1.67,0.22,0,0,2.3,5.3,0,0,0,0,2,2,15,0,5,1,0,0,0,0,8,0,1.88,0.25,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,1,0,0
2026,156,John Bates,WAS,TE,1,9,-0.222,1.44,0.33,0,0,2.7,8.8,0,0,0,22.2,3,2,13,0,7,2,0,0,0,0,6,-0.167,2.17,0.33,0,1,-1,0,1,0,0,0,0,3,-0.333,0,1,0,0,2,0,0
2026,157,Xavier Smith,LA,WR,1,9,0,0,0,0,0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0
2026,158,Derius Davis,LAC,WR,1,9,0.222,0,0.11,11.1,14.3,5.3,3.7,0,11.1,0,0,1,0,0,0,52,0,0,0,0,0,9,0.222,0,0.11,11.1,0,0,0,0,0,0,0,0,3,0,0,2,1,50,4,0,0
2026,159,Blake Whiteheart,CLV,TE,1,9,0,1.56,0.11,0,0,1.9,4.5,0,0,0,0,1,1,14,0,6,0,0,0,0,0,8,0,1.75,0.13,0,1,0,0,0,0,0,0,0,2,0,0,4,0,0,2,0,0
2026,160,Brevyn Spann-Ford,DAL,TE,1,9,0.111,1.56,0.22,11.1,4.8,3.6,5.9,11.1,0,0,0,2,2,14,0,7,5,0,0,0,0,4,0.25,3.5,0.5,25,0,0,0,0,0,0,0,0,1,0,0,3,0.333,33.3,0,0,0
2026,161,Mitchell Evans,CAR,TE,1,9,0,1,0.22,22.2,8.3,5.6,5.3,11.1,11.1,0,33.3,2,1,9,0,16,4,0,0,0.25,25,4,0.25,2.25,0.25,25,1,-1,0,0,0,1,0,0,2,-0.5,0,1,2,100,0,0,0
2026,162,Josh Oliver,MIN,TE,1,8,0,2.75,0.5,0,0,2.1,16.7,0,0,0,0,4,2,22,0,12,1,0,0,0,0,6,0,3.67,0.67,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0
2026,163,Charlie Woerner,ATL,TE,1,8,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0
2026,164,Troy Franklin,DEN,WR,1,8,0.5,0,0.13,37.5,33.3,11.4,3.6,25,0,12.5,12.5,1,0,0,0,31,4,1,0,0.25,50,4,0,0,0,25,0,0,0,0,0,0,0,0,2,-0.5,0,1,0,0,1,1,100
2026,165,Chris Moore,BLT,WR,1,7,0.571,7.57,0.29,42.9,14.3,11.6,8,14.3,28.6,0,14.3,2,1,53,0,67,5,0.8,10.6,0.4,60,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2026,166,Adam Trautman,DEN,TE,1,7,0,1.43,0.43,0,0,2.4,10.7,0,0,0,0,3,2,10,0,-1,0,0,0,0,0,7,0,1.43,0.43,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0
2026,167,Marvin Mims,DEN,WR,1,7,-0.143,0,0,0,0,5.3,0,0,0,0,14.3,0,0,0,0,0,3,-0.333,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0
2026,168,Jaylin Lane,WAS,WR,1,7,0.571,0.57,0.14,42.9,12,7.4,2.9,28.6,14.3,0,0,1,1,4,0,4,3,1,0,0,66.7,3,0.333,1.33,0.33,33.3,1,0,0,0,0,0,0,0,1,0,0,1,1,100,1,0,0
2026,169,Jimmy Horn,CAR,WR,1,7,0.429,0,0.14,42.9,12.5,3.1,2.6,42.9,0,0,0,1,0,0,0,4,3,0.667,0,0,66.7,4,0.25,0,0.25,25,0,0,0,0,0,1,1,100,2,0,0,1,0,0,0,0,0
2026,170,Elijah Arroyo,SEA,TE,1,7,-0.143,0,0,0,0,3.6,0,0,0,0,14.3,0,0,0,0,0,2,0,0,0,0,5,-0.2,0,0,0,0,0,0,0,0,2,0,0,1,-1,0,2,0,0,0,0,0
2026,171,Eli Raridon,NE,TE,1,7,-0.143,0.29,0.14,0,0,4.6,3,0,0,0,14.3,1,1,2,1,7,1,-1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,2,0,0
2026,172,Nate Boerkircher,JAX,TE,1,7,0,1.29,0.14,0,0,3.9,4.3,0,0,0,0,1,1,9,0,1,1,0,0,0,0,6,0,1.5,0.17,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0
2026,173,Laquon Treadwell,IND,WR,1,6,-0.167,0,0.17,0,0,13.7,3.2,0,0,0,16.7,1,0,0,0,9,2,-0.5,0,0,0,4,0,0,0.25,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0
2026,174,Ashton Dulin,IND,WR,1,6,0,0,0.17,0,0,3.8,3.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0.17,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0
2026,175,Quintin Morris,JAX,TE,1,6,0,0,0.17,0,0,4.2,4.3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,6,0,0,0.17,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0
2026,176,Brock Wright,DET,TE,1,6,0,0.83,0.17,0,0,3.8,2.6,0,0,0,0,1,1,5,0,2,0,0,0,0,0,6,0,0.83,0.17,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3,0,0
2026,177,Bo Melton,GB,WR,1,6,0.167,1.67,0.17,16.7,16.7,8.7,2.4,16.7,0,0,0,1,1,10,0,10,0,0,0,0,0,4,0.25,2.5,0.25,25,2,0,0,0,0,0,0,0,1,0,0,2,0.5,50,1,0,0
2026,178,Jeremy Ruckert,NYJ,TE,1,6,-0.167,0.67,0.17,0,0,5.7,4.2,0,0,0,16.7,1,1,4,0,1,0,0,0,0,0,5,-0.2,0.8,0.2,0,1,0,0,0,0,0,0,0,2,0,0,3,-0.333,0,0,0,0
2026,179,Brycen Tremayne,CAR,WR,1,6,0.167,0,0,16.7,4.2,13.7,0,16.7,0,0,0,0,0,0,0,0,3,0.333,0,0,33.3,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
2026,180,Jonathan Mingo,DAL,WR,1,6,-0.167,1.67,0.17,16.7,4.8,9.5,2.9,16.7,0,0,33.3,1,1,10,0,12,2,-0.5,0,0,0,4,0,2.5,0.25,25,0,0,0,0,0,0,0,0,0,0,0,3,0,33.3,1,0,0
2026,181,Kyle Williams,NE,WR,1,6,0.167,0,0,16.7,12.5,9.7,0,16.7,0,0,0,0,0,0,0,0,1,1,0,0,100,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0
2026,182,Josh Cameron,JAX,WR,1,6,-0.167,3.33,0.33,0,0,11.3,8.7,0,0,0,16.7,2,2,20,1,25,1,-1,0,0,0,5,0,4,0.4,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0
2026,183,Brenen Thompson,LAC,WR,1,6,0,0,0,0,0,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0
2026,184,Odell Beckham,NYG,WR,1,5,-0.2,0,0,0,0,8.2,0,0,0,0,20,0,0,0,0,0,3,-0.333,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
