,Team Details,Team Details,Team Details,Splits,Splits,Splits,Record,Record,Record,Record,Record,Record,Volume & Pace,Volume & Pace,Volume & Pace,Volume & Pace,Volume & Pace,Drives,Drives,Drives,Drives,Drives,Drives,EPA,EPA,EPA,EPA,EPA,Success,Success,Success,Explosive,Explosive,Explosive,Turnovers,Turnovers,Coverage,Coverage,Coverage,Coverage,Tendencies,Tendencies,Tendencies,Tendencies,Tendencies,Tendencies,Tendencies,Penalties,Penalties,Penalties,Fantasy,Fantasy,Fantasy,Fantasy
Season,Rank,Name,G,WEEK,OPP,PLAY %,W-L-T,WIN %,PF,PA,DIFF,TO +/-,PLAYS,Y/P,TOP,PACE,AVG START,DR,PTS/DR,SCR %,TD %,FG %,PUNT %,EPA,EPA/P,EPA/DR,EPA/DB,EPA/RU,SUCC %,PASS SUCC %,RUSH SUCC %,EXP %,PASS EXP %,RUSH EXP %,TO,TO/DR %,MAN %,ZONE %,1-HIGH %,2-HIGH %,BASE %,SUB %,PRESS %,BLITZ %,BOX,PASS %,PROE,PEN,PEN YDS,PEN EPA,QB FPG,RB FPG,WR FPG,TE FPG
2022,94,Buffalo Bills,1,14,NYJ,7.3219658976930795,1-0,100,20,12,8,2,73,4.232876712328767,2047,28.041095890410958,25.15384615384616,13,0.7692307692307693,15.384615384615385,7.6923076923076925,7.6923076923076925,53.84615384615385,-12.31234616744,-0.16866227626630137,-0.9471035513415385,-0.10507918979098038,-0.3160594312772727,39.726027397260275,39.21568627450981,40.909090909090914,8.571428571428571,4.166666666666666,18.181818181818183,2,15.384615384615385,21.568627450980394,76.47058823529412,52.94117647058824,47.05882352941176,0,100,21.568627450980394,27.450980392156865,6.3561643835616435,69.86301369863014,1.5677841890410944,0,0,0,9.76,19.7,38.3,9.5
2022,95,Indianapolis Colts,1,11,PHI,5.586080586080587,0-1,0,16,17,-1,1,61,5.147540983606557,1762,28.885245901639344,29.83333333333333,12,1.4166666666666667,25,16.666666666666664,8.333333333333332,33.33333333333333,-10.11539013808,-0.16582606783737705,-0.8429491781733334,-0.34208327938,0.004745427203870964,52.459016393442624,50,54.83870967741935,12.5,10.714285714285714,14.285714285714285,2,16.666666666666664,70,26.666666666666668,73.33333333333333,26.666666666666668,1.639344262295082,98.36065573770492,30,10,6.491803278688525,49.18032786885246,-15.403370954098355,2,45,3.7453381699999997,25.2,9,36.8,1.7
2022,96,San Francisco 49ers,1,11,ARZ,6.920077972709551,1-0,100,38,10,28,2,71,4.422535211267606,1851,26.070422535211268,22.272727272727266,11,0.9090909090909091,18.181818181818183,9.090909090909092,9.090909090909092,36.36363636363637,-11.735135073427,-0.16528359258347886,-1.0668304612206363,-0.1440350313697347,-0.21260993346863638,39.436619718309856,38.775510204081634,40.909090909090914,4.411764705882353,2.2222222222222223,8.695652173913043,2,18.181818181818183,18.367346938775512,79.59183673469387,42.857142857142854,57.14285714285714,14.084507042253522,85.91549295774648,28.57142857142857,16.3265306122449,6.028169014084507,69.01408450704226,0.39683772816900986,1,15,2.147738235,10.28,15.3,46.8,7.1
2022,97,Chicago Bears,1,1,SF,6.423777564717162,1-0,100,19,10,9,1,67,4.940298507462686,2005,29.925373134328357,28.36363636363636,11,0.9090909090909091,18.181818181818183,9.090909090909092,9.090909090909092,36.36363636363637,-11.021342244229,-0.16449764543625373,-1.0019402040208183,-0.2604938738197059,-0.0655924404351212,44.776119402985074,35.294117647058826,54.54545454545454,12.307692307692308,9.090909090909092,15.625,2,18.181818181818183,14.705882352941178,82.35294117647058,55.88235294117647,44.11764705882353,26.865671641791046,73.13432835820896,35.294117647058826,5.88235294117647,6.8059701492537314,50.74626865671642,-14.986703000000004,1,4,1.412508505,10.96,9.1,33.5,4
2022,98,Kansas City Chiefs,1,17,DEN,6.038426349496798,1-0,100,27,24,3,0,66,4.651515151515151,1981,30.015151515151516,28.83333333333333,12,2,33.33333333333333,25,8.333333333333332,41.66666666666667,-10.837729900221001,-0.16420802879122728,-0.9031441583517501,-0.2622708601476744,0.019126829831695655,46.96969696969697,44.18604651162791,52.17391304347826,10.76923076923077,7.142857142857142,17.391304347826086,2,16.666666666666664,18.6046511627907,81.3953488372093,44.18604651162791,55.81395348837209,30.303030303030305,69.6969696969697,34.883720930232556,20.930232558139537,6.333333333333333,65.15151515151516,0.2908652136363669,4,21,6.2308299267,25.580000000000002,21.5,18.2,22.5
2022,99,New York Jets,1,7,DEN,6.86184812442818,1-0,100,16,9,7,1,75,4.32,1943,25.906666666666666,24.41666666666667,12,0.75,16.666666666666664,8.333333333333332,8.333333333333332,50,-12.29987669716,-0.16399835596213333,-1.0249897247633333,-0.27400519155416664,0.03156935175703704,41.333333333333336,35.41666666666667,51.85185185185185,4.054054054054054,2.083333333333333,7.6923076923076925,1,8.333333333333332,31.25,68.75,45.83333333333333,54.166666666666664,34.66666666666667,65.33333333333333,16.666666666666664,10.416666666666668,6.586666666666667,64,0.4139687466666639,4,30,5.1237587736,8.9,19.6,27.3,15.2
2022,100,Dallas Cowboys,1,17,TEN,5.903723887375113,1-0,100,27,13,14,-1,65,4.876923076923077,1589,24.446153846153845,30.58333333333333,12,1.0833333333333333,25,8.333333333333332,16.666666666666664,41.66666666666667,-10.65916235235,-0.16398711311307693,-0.8882635293625,-0.19087840496761904,-0.11488127581347828,36.92307692307693,35.714285714285715,39.130434782608695,12.903225806451612,10.526315789473683,16.666666666666664,2,16.666666666666664,14.285714285714285,80.95238095238095,47.61904761904761,52.38095238095239,4.615384615384616,95.38461538461539,42.857142857142854,23.809523809523807,6.676923076923077,64.61538461538461,-7.796410495384615,1,10,1.016439339,12.48,15.5,33.8,8.4
2022,101,New York Jets,1,14,BUF,4.94053064958829,0-1,0,12,20,-8,-2,54,4.296296296296297,1542,28.555555555555557,33.92307692307692,13,1.5384615384615385,30.76923076923077,15.384615384615385,15.384615384615385,53.84615384615385,-8.81679794278,-0.1632740359774074,-0.6782152263676923,-0.05138376022090908,-0.3391016121661905,38.88888888888889,42.42424242424242,33.33333333333333,11.11111111111111,6.451612903225806,17.391304347826086,0,0,33.33333333333333,66.66666666666666,57.57575757575758,42.42424242424242,18.51851851851852,81.48148148148148,24.242424242424242,18.181818181818183,6.2592592592592595,61.111111111111114,9.024619585185183,3,31,3.2171022101,20.580000000000002,9.5,18.6,14.100000000000001
2022,102,San Francisco 49ers,1,5,CAR,6.3352826510721245,1-0,100,37,15,22,0,65,4.7384615384615385,1751,26.93846153846154,27.36363636363636,11,1.3636363636363635,36.36363636363637,9.090909090909092,27.27272727272727,27.27272727272727,-10.586198842409,-0.1628645975755231,-0.9623817129462728,-0.2473382986964375,0.07564938206,35.38461538461539,33.33333333333333,41.17647058823529,7.936507936507936,8.695652173913043,5.88235294117647,1,9.090909090909092,22.916666666666664,77.08333333333334,64.58333333333334,35.41666666666667,18.461538461538463,81.53846153846153,27.083333333333332,33.33333333333333,6.723076923076923,73.84615384615385,2.884999458461539,4,15,4.47976716647,10,23.6,32.8,8.5
2022,103,Pittsburgh Steelers,1,12,IND,6.0546875,1-0,100,24,17,7,2,62,4.67741935483871,1502,24.225806451612904,32,10,1.7,30,20,10,30,-10.03599166203,-0.1618708332585484,-1.003599166203,-0.09794163835410255,-0.27027251157478266,48.38709677419355,41.02564102564102,60.86956521739131,9.090909090909092,5.88235294117647,14.285714285714285,2,20,35.8974358974359,58.97435897435898,58.97435897435898,41.02564102564102,22.58064516129032,77.41935483870968,33.33333333333333,15.384615384615385,6.225806451612903,62.903225806451616,-0.24383029354838426,2,9,3.5525703330000002,12.16,19,22.5,21.2
2022,104,Indianapolis Colts,1,7,TEN,5.21978021978022,0-1,0,10,19,-9,-2,57,4.456140350877193,1888,33.12280701754386,29.299999999999997,10,1.3,40,0,40,30,-9.223899237908,-0.1618227936475088,-0.9223899237908,0.15968994265281816,-0.36391651360771426,43.859649122807014,40.909090909090914,45.714285714285715,9.433962264150944,11.11111111111111,8.571428571428571,1,10,31.818181818181817,54.54545454545454,63.63636363636363,36.36363636363637,52.63157894736842,47.368421052631575,45.45454545454545,18.181818181818183,7.578947368421052,38.59649122807017,-12.170621610526316,3,23,2.9512228698,4.88,18.7,12.1,8.6
2022,105,Los Angeles Rams,1,9,TB,7.530981887511916,0-1,0,13,16,-3,0,79,4.0886075949367084,1876,23.746835443037973,31.307692307692307,13,1.2307692307692308,30.76923076923077,7.6923076923076925,23.076923076923077,46.15384615384615,-12.729167848707998,-0.16112870694567086,-0.9791667575929229,-0.08276342855288134,-0.3923062782044,44.303797468354425,45.76271186440678,40,1.4084507042253522,1.8867924528301887,0,0,0,10.16949152542373,83.05084745762711,59.32203389830508,40.67796610169492,10.126582278481013,89.87341772151899,28.8135593220339,11.864406779661017,6.2025316455696204,74.68354430379746,7.10798155949367,3,48,3.2755019187,15.200000000000001,17.8,37.9,19.4
2022,106,Minnesota Vikings,1,9,WAS,5.456171735241503,1-0,100,20,17,3,0,61,4.311475409836065,1833,30.049180327868854,26,12,1.4166666666666667,25,16.666666666666664,8.333333333333332,41.66666666666667,-9.794754335846,-0.16056974321059014,-0.8162295279871666,-0.3463353495214706,0.0733573165882963,40.98360655737705,32.35294117647059,51.85185185185185,4.761904761904762,3.0303030303030303,6.666666666666667,1,8.333333333333332,26.47058823529412,70.58823529411765,44.11764705882353,55.88235294117647,21.311475409836063,78.68852459016394,32.35294117647059,17.647058823529413,6.590163934426229,55.73770491803278,-0.6461042459016386,4,37,5.4298905458,14.66,12.5,37.5,3.9
2022,107,Denver Broncos,1,6,LAC,7.6923076923076925,0-1,0,16,19,-3,0,83,3.5783132530120483,2322,27.97590361445783,26.58333333333333,12,1.5833333333333333,41.66666666666667,8.333333333333332,33.33333333333333,33.33333333333333,-13.32141677696,-0.1604989973127711,-1.1101180647466666,-0.2599603015,0.1152800733881818,38.55421686746988,34.42622950819672,50,2.631578947368421,1.8867924528301887,4.3478260869565215,1,8.333333333333332,13.114754098360656,81.9672131147541,59.01639344262295,40.98360655737705,18.072289156626507,81.92771084337349,32.78688524590164,37.704918032786885,6.180722891566265,73.49397590361446,11.06046431084337,8,136,13.0677338576,9.42,32.5,23.5,16.2
2022,108,Baltimore Ravens,1,9,NO,4.680038204393505,1-0,100,27,13,14,1,49,4.959183673469388,1330,27.142857142857142,21.700000000000003,10,1.3,30,10,20,50,-7.804047197359999,-0.15926626933387752,-0.7804047197359999,-0.11329610450142855,-0.274191681415,46.93877551020408,45.714285714285715,50,4.444444444444445,3.3333333333333335,6.666666666666667,1,10,25.71428571428571,65.71428571428571,60,40,14.285714285714285,85.71428571428571,45.714285714285715,34.285714285714285,6.163265306122449,71.42857142857143,5.566162771428564,2,11,1.1370386458,11.9,11.6,26.4,15.12
2022,109,Kansas City Chiefs,1,3,IND,6.312900274473924,0-1,0,17,20,-3,-1,69,3.753623188405797,2020,29.27536231884058,32,11,1.8181818181818181,36.36363636363637,18.181818181818183,18.181818181818183,27.27272727272727,-10.93325537949,-0.1584529765143478,-0.9939323072263636,-0.09907365931976743,-0.25665723187461537,44.927536231884055,46.51162790697674,42.30769230769231,6.153846153846154,7.5,4,1,9.090909090909092,30.23255813953488,67.44186046511628,51.162790697674424,48.837209302325576,20.28985507246377,79.71014492753623,30.23255813953488,39.53488372093023,6.681159420289855,62.31884057971014,0.10685344347826684,2,20,2.5390236088,16.28,20.1,28,19.9
2022,110,Kansas City Chiefs,1,18,LV,6.1299176578225065,1-0,100,31,13,18,2,67,4.164179104477612,2045,30.52238805970149,19.888888888888886,9,1.4444444444444444,33.33333333333333,11.11111111111111,22.22222222222222,22.22222222222222,-10.60642483048,-0.1583048482161194,-1.1784916478311112,-0.13276150958367347,-0.22783949227111114,43.28358208955223,44.89795918367347,38.88888888888889,9.230769230769232,4.761904761904762,17.391304347826086,2,22.22222222222222,22.448979591836736,71.42857142857143,18.367346938775512,81.63265306122449,31.343283582089555,68.65671641791045,55.10204081632652,16.3265306122449,6.507462686567164,73.13432835820896,6.02276416865672,3,28,4.0947626341,15.76,9.4,36.6,7.5
2022,111,Miami Dolphins,1,6,MIN,4.6040515653775325,0-1,0,16,24,-8,-3,50,4.68,1477,29.54,36.8,15,1.6,26.666666666666668,20,6.666666666666667,66.66666666666666,-7.887654434788,-0.15775308869576,-0.5258436289858667,-0.16749958155,-0.1388334260963529,34,39.39393939393939,23.52941176470588,8.695652173913043,10.344827586206897,5.88235294117647,0,0,54.54545454545454,36.36363636363637,60.60606060606061,39.39393939393939,74,26,24.242424242424242,45.45454545454545,7.52,66,12.098892864,2,22,4.6070370270000005,16.5,15.600000000000001,37.1,12.799999999999999
2022,112,Carolina Panthers,1,7,TB,5.983680870353581,1-0,100,21,3,18,0,66,4.878787878787879,1823,27.62121212121212,24,11,0.2727272727272727,9.090909090909092,0,9.090909090909092,54.54545454545454,-10.2175005053,-0.15481061371666668,-0.9288636823,-0.05774734325254904,-0.48482573329466666,45.45454545454545,45.09803921568628,46.666666666666664,6.557377049180328,6.666666666666667,6.25,0,0,11.76470588235294,82.35294117647058,45.09803921568628,54.90196078431373,24.242424242424242,75.75757575757575,17.647058823529413,21.568627450980394,6.5606060606060606,77.27272727272727,15.303318654545459,0,0,0,11.7,8.8,41.7,15
2022,113,Detroit Lions,1,18,GB,5.297397769516729,1-0,100,20,16,4,2,57,5.105263157894737,1927,33.80701754385965,27.444444444444443,9,1.7777777777777777,44.44444444444444,11.11111111111111,33.33333333333333,11.11111111111111,-8.767567036532,-0.153816965553193,-0.9741741151702222,-0.21242732018103225,-0.08393538888153845,52.63157894736842,48.38709677419355,57.692307692307686,7.2727272727272725,10.344827586206897,3.8461538461538463,2,22.22222222222222,32.25806451612903,64.51612903225806,51.61290322580645,48.38709677419355,36.84210526315789,63.1578947368421,45.16129032258064,25.806451612903224,6.964912280701754,54.385964912280706,-4.072824789473684,3,56,4.2972563778,12.2,12.1,33.8,5.9
2022,114,Los Angeles Chargers,1,6,DEN,5.489021956087824,1-0,100,19,16,3,0,55,4.6909090909090905,1715,31.181818181818183,29.181818181818187,11,1.4545454545454546,36.36363636363637,9.090909090909092,27.27272727272727,63.63636363636363,-8.4258218136,-0.15319676024727275,-0.7659838012363637,-0.19541020152352945,-0.08485118865714286,40,32.35294117647059,52.38095238095239,9.25925925925926,9.67741935483871,8.695652173913043,0,0,23.52941176470588,76.47058823529412,58.82352941176471,41.17647058823529,23.636363636363637,76.36363636363637,32.35294117647059,41.17647058823529,6.181818181818182,61.81818181818181,2.711411480000007,2,30,3.5377745888,13.82,9.6,21,16.7
2022,115,Seattle Seahawks,1,9,ARZ,5.461056401074306,1-0,100,31,21,10,0,61,4.295081967213115,1509,24.737704918032787,22.799999999999997,10,1.5,20,20,0,60,-9.32467740063,-0.1528635639447541,-0.9324677400629999,-0.10945663456954545,-0.26521091056294116,40.98360655737705,40.909090909090914,41.17647058823529,8.19672131147541,2.4390243902439024,20,1,10,4.545454545454546,93.18181818181817,36.36363636363637,63.63636363636363,11.475409836065573,88.52459016393442,29.545454545454547,15.909090909090908,5.885245901639344,72.1311475409836,1.5043790672131145,2,9,2.3324224200000003,20,15.3,30.4,15
2022,116,San Francisco 49ers,1,10,LAC,5.458089668615984,1-0,100,22,16,6,0,56,4.25,1378,24.607142857142858,28.181818181818187,11,1.4545454545454546,36.36363636363637,9.090909090909092,27.27272727272727,45.45454545454545,-8.45983518923,-0.1510684855219643,-0.7690759262936364,-0.13629246471930234,-0.19994301586923074,28.57142857142857,30.23255813953488,23.076923076923077,8.928571428571429,7.5,12.5,1,9.090909090909092,11.627906976744185,81.3953488372093,46.51162790697674,53.48837209302325,17.857142857142858,82.14285714285714,41.86046511627907,18.6046511627907,6.482142857142857,76.78571428571429,13.231808417857138,3,37,3.9271705893999997,13.040000000000001,14.9,23.8,10.8
2022,117,Miami Dolphins,1,17,NE,5.248618784530387,0-1,0,21,23,-2,-2,57,4.368421052631579,1582,27.75438596491228,28,11,1.5454545454545454,27.27272727272727,18.181818181818183,9.090909090909092,45.45454545454545,-8.59887119061,-0.15085738930894738,-0.7817155627827272,-0.0886555839886111,-0.25748905557238094,31.57894736842105,33.33333333333333,28.57142857142857,11.76470588235294,12.5,10.526315789473683,0,0,50,47.22222222222222,72.22222222222221,27.77777777777778,49.122807017543856,45.614035087719294,27.77777777777778,11.11111111111111,7,63.1578947368421,8.5864303122807,4,46,5.7194052265,16.26,15,34.7,10.2
2022,118,Jacksonville Jaguars,1,14,TEN,5.605786618444846,1-0,100,36,22,14,4,62,5.870967741935484,1615,26.048387096774192,28,12,1.8333333333333333,25,25,0,25,-9.31869327659,-0.15030150446112903,-0.7765577730491667,-0.1736638757925,-0.09319348565111112,50,52.27272727272727,44.44444444444444,8.928571428571429,5.263157894736842,16.666666666666664,4,33.33333333333333,15.909090909090908,81.81818181818183,34.090909090909086,65.9090909090909,32.25806451612903,62.903225806451616,38.63636363636363,11.363636363636363,6.516129032258065,70.96774193548387,4.406993314516132,3,20,2.9714573615999997,19.76,25.3,24.9,30.3
2022,119,Carolina Panthers,1,2,NYG,6.346328195829557,0-1,0,16,19,-3,-2,70,3.7857142857142856,2171,31.014285714285716,27.75,12,1.5833333333333333,41.66666666666667,8.333333333333332,33.33333333333333,41.66666666666667,-10.447206058399999,-0.1492458008342857,-0.8706005048666666,-0.03178670228534883,-0.3363102911159259,35.714285714285715,32.55813953488372,40.74074074074074,8.695652173913043,2.631578947368421,16.129032258064516,0,0,9.30232558139535,88.37209302325581,46.51162790697674,53.48837209302325,8.571428571428571,91.42857142857143,37.2093023255814,20.930232558139537,6.685714285714286,61.42857142857143,2.303275228571431,2,18,2.1919132255,13.14,12.8,28.2,12.799999999999999
2022,120,Baltimore Ravens,1,16,ATL,6.4947468958930274,1-0,100,17,9,8,1,68,4.8088235294117645,1957,28.779411764705884,29.111111111111114,9,1,33.33333333333333,0,33.33333333333333,33.33333333333333,-10.11401570922,-0.14873552513558824,-1.1237795232466667,-0.0869059908054054,-0.22253206611032258,42.64705882352941,43.24324324324324,41.935483870967744,8.333333333333332,9.67741935483871,6.896551724137931,1,11.11111111111111,27.027027027027028,67.56756756756756,45.94594594594595,54.054054054054056,32.35294117647059,66.17647058823529,35.13513513513514,32.432432432432435,6.897058823529412,54.41176470588235,-14.025406599999995,1,6,1.682691643,9.52,24.8,23.9,4.8
2022,121,Philadelphia Eagles,1,11,IND,5.7835820895522385,1-0,100,17,16,1,-1,62,4.580645161290323,1838,29.64516129032258,35.18181818181819,11,1.4545454545454546,36.36363636363637,9.090909090909092,27.27272727272727,36.36363636363637,-9.04322927426,-0.1458585366816129,-0.8221117522054545,-0.09269867642388889,-0.21946449703846152,35.483870967741936,33.33333333333333,38.46153846153847,7.2727272727272725,6.0606060606060606,9.090909090909092,1,9.090909090909092,36.11111111111111,58.333333333333336,50,50,24.193548387096776,75.80645161290323,36.11111111111111,16.666666666666664,6.709677419354839,58.06451612903226,0.27378847419354524,1,5,0.4176214251,8.620000000000001,23.099999999999998,31,5
2022,122,Denver Broncos,1,13,BLT,6.39481000926784,0-1,0,9,10,-1,2,69,4.130434782608695,1944,28.17391304347826,23.545454545454547,11,0.9090909090909091,18.181818181818183,9.090909090909092,9.090909090909092,54.54545454545454,-10.06407964012,-0.14585622666840578,-0.9149163309199999,-0.21820675287978722,0.008710806601363651,44.927536231884055,42.5531914893617,50,5.714285714285714,2.3255813953488373,11.11111111111111,2,18.181818181818183,10.638297872340425,85.1063829787234,51.06382978723404,48.93617021276596,34.78260869565217,65.21739130434783,42.5531914893617,27.659574468085108,6.478260869565218,68.11594202898551,3.460879079710142,3,43,3.8713835068,17.92,10.4,26.3,16.4
2022,123,Miami Dolphins,1,18,NYJ,4.880294659300184,1-0,100,11,6,5,0,53,3.5283018867924527,1475,27.830188679245282,26.66666666666667,9,0.6666666666666666,22.22222222222222,0,22.22222222222222,55.55555555555556,-7.676251760421,-0.14483493887586793,-0.852916862269,0.0019299986842424373,-0.38699708585005,24.528301886792452,33.33333333333333,10,3.8461538461538463,3.125,5,0,0,45.45454545454545,51.515151515151516,72.72727272727273,27.27272727272727,56.60377358490566,43.39622641509434,39.39393939393939,42.42424242424242,6.886792452830188,62.264150943396224,-6.26037593396227,2,32,2.8207893527000003,5.66,9.200000000000001,22.7,5.1
2022,124,Green Bay Packers,1,9,DET,5.751765893037336,0-1,0,9,15,-6,-2,57,4.456140350877193,1501,26.333333333333332,23.555555555555557,9,1.6666666666666667,22.22222222222222,22.22222222222222,0,33.33333333333333,-8.178148656278001,-0.14347629221540353,-0.908683184030889,-0.05629893135384616,-0.216592788421871,49.122807017543856,42.30769230769231,54.83870967741935,8.333333333333332,10,7.142857142857142,1,11.11111111111111,19.230769230769234,80.76923076923077,76.92307692307693,23.076923076923077,26.31578947368421,73.68421052631578,34.61538461538461,34.61538461538461,7.368421052631579,45.614035087719294,-6.287444012280704,5,51,8.427619035,12.38,20.8,16.8,15.899999999999999
2022,125,Washington Commanders,1,8,IND,5.410821643286573,1-0,100,17,16,1,1,54,6,1770,32.77777777777778,28.5,12,1.3333333333333333,33.33333333333333,8.333333333333332,25,33.33333333333333,-7.743474475447999,-0.14339767547125926,-0.6452895396206666,0.0010326173054285898,-0.2989379907692308,44.44444444444444,53.57142857142857,34.61538461538461,9.615384615384617,11.538461538461538,7.6923076923076925,2,16.666666666666664,39.285714285714285,60.71428571428571,42.857142857142854,57.14285714285714,0,100,32.142857142857146,7.142857142857142,6.203703703703703,51.85185185185185,-6.004427850000002,2,44,3.8913508362,8.54,19.1,30.9,4.1
2022,126,Indianapolis Colts,1,15,MIN,7.875457875457875,0-1,0,36,39,-3,2,86,6.023255813953488,1991,23.151162790697676,25.21052631578948,19,2.0526315789473686,31.57894736842105,26.31578947368421,5.263157894736842,26.31578947368421,-12.092034825210002,-0.14060505610709303,-0.6364228855373685,-0.010844874571587317,-0.496035118573913,47.674418604651166,49.2063492063492,43.47826086956522,7.894736842105263,7.142857142857142,10,3,15.789473684210526,22.22222222222222,69.84126984126983,49.2063492063492,50.79365079365079,15.294117647058824,83.52941176470588,33.33333333333333,7.936507936507936,6.4,73.25581395348837,7.148403946511634,8,88,9.5218468873,34.4,28.1,74.6,10
2022,127,Kansas City Chiefs,1,15,HST,5.3064958828911255,1-0,100,30,24,6,-1,58,3.7758620689655173,1654,28.517241379310345,30.83333333333333,12,2,33.33333333333333,25,8.333333333333332,41.66666666666667,-7.979817914040001,-0.13758306748344828,-0.6649848261700001,-0.08478488371030304,-0.207276670064,34.48275862068966,33.33333333333333,36,5.88235294117647,4.166666666666666,7.4074074074074066,1,8.333333333333332,36.36363636363637,51.515151515151516,48.484848484848484,51.515151515151516,39.6551724137931,60.3448275862069,42.42424242424242,3.0303030303030303,7,56.896551724137936,-4.738087748275864,6,57,6.9011107571,21.060000000000002,11.700000000000001,12.8,20.9
2022,128,Denver Broncos,1,7,NYJ,4.911955514365153,0-1,0,9,16,-7,-1,53,4.90566037735849,1657,31.264150943396228,29.615384615384613,13,1.2307692307692308,30.76923076923077,7.6923076923076925,23.076923076923077,61.53846153846154,-7.269851742293,-0.1371670140055283,-0.5592193647917691,-0.30575694072415627,0.1197319219466667,39.62264150943396,37.5,42.857142857142854,7.142857142857142,3.125,12.5,0,0,21.875,78.125,71.875,28.125,39.62264150943396,60.37735849056604,28.125,34.375,6.320754716981132,60.37735849056604,5.68823193207547,2,24,3.5095654736,7.24,24.5,15,7.7
2022,129,Cincinnati Bengals,1,14,CLV,7.028112449799197,1-0,100,23,10,13,0,70,4.914285714285715,1888,26.97142857142857,27,11,0.9090909090909091,18.181818181818183,9.090909090909092,9.090909090909092,36.36363636363637,-9.582405784262999,-0.13689151120375712,-0.8711277985693635,-0.07872665436693747,-0.2637966533931818,45.714285714285715,47.91666666666667,40.909090909090914,6.25,7.5,4.166666666666666,1,9.090909090909092,27.083333333333332,58.333333333333336,50,50,5.714285714285714,94.28571428571428,31.25,8.333333333333332,6.5285714285714285,68.57142857142857,-0.587639862857137,2,20,2.5291263187,17.34,11.6,31.3,20.5
2022,130,Baltimore Ravens,1,13,DEN,4.966571155682904,1-0,100,10,9,1,-2,52,5.230769230769231,1647,31.673076923076923,21.454545454545453,11,0.8181818181818182,27.27272727272727,0,27.27272727272727,63.63636363636363,-7.02686691288,-0.13513205601692307,-0.6388060829890909,0.060966166886538456,-0.3312302789203846,42.30769230769231,46.15384615384615,38.46153846153847,9.25925925925926,11.538461538461538,7.142857142857142,0,0,26.923076923076923,69.23076923076923,61.53846153846154,38.46153846153847,40.38461538461539,59.61538461538461,34.61538461538461,19.230769230769234,7.230769230769231,50,-6.214501917307691,1,5,0.4246493911,9.66,15.6,12.5,14.5
2022,131,Minnesota Vikings,1,18,CHI,4.47227191413238,1-0,100,29,13,16,0,50,5.18,1379,27.58,28.200000000000003,10,1.3,20,20,0,30,-6.73870941571,-0.1347741883142,-0.673870941571,-0.28109108829333335,0.0847011616545,38,33.33333333333333,45,9.803921568627452,6.896551724137931,13.636363636363635,2,20,23.333333333333332,73.33333333333333,60,40,36,64,23.333333333333332,23.333333333333332,6.5,60,-11.243291421999999,1,1,0,8.38,8,27.299999999999997,15.7
2022,132,New York Jets,1,8,NE,6.86184812442818,0-1,0,17,22,-5,-2,75,3.84,2115,28.2,45.42857142857143,14,1.5714285714285714,42.857142857142854,7.142857142857142,35.714285714285715,28.57142857142857,-9.97867928388,-0.1330490571184,-0.7127628059914286,-0.061012241311590894,-0.23529486019903226,38.666666666666664,43.18181818181818,32.25806451612903,8.333333333333332,5.128205128205128,12.121212121212121,1,7.142857142857142,27.27272727272727,72.72727272727273,40.909090909090914,59.09090909090909,24,76,25,20.454545454545457,6.826666666666667,58.666666666666664,1.450376116000001,2,28,3.278441163,12.66,28.5,24.5,7.2
2022,133,New York Jets,1,11,NE,5.397987191216835,0-1,0,3,10,-7,0,59,5.033898305084746,2129,36.08474576271186,28.090909090909093,11,0.36363636363636365,9.090909090909092,0,9.090909090909092,63.63636363636363,-7.724480568114999,-0.13092339945957626,-0.7022255061922726,-0.03901028635166666,-0.24758235071192305,38.983050847457626,45.45454545454545,30.76923076923077,8.771929824561402,9.67741935483871,7.6923076923076925,0,0,15.151515151515152,84.84848484848484,45.45454545454545,54.54545454545454,28.8135593220339,71.1864406779661,24.242424242424242,15.151515151515152,6.305084745762712,55.932203389830505,-3.2160799728813547,0,0,0,10.14,25.5,20.2,11.5
2022,134,Cincinnati Bengals,1,1,PIT,6.124497991967871,0-1,0,20,23,-3,-5,61,4.377049180327869,1532,25.114754098360656,27.57142857142857,14,1.2142857142857142,28.57142857142857,7.142857142857142,21.428571428571427,57.14285714285714,-7.93014049675,-0.13000230322540984,-0.5664386069107142,-0.10720544656707316,-0.176735859375,31.147540983606557,34.146341463414636,25,12.5,10.526315789473683,16.666666666666664,0,0,41.46341463414634,53.65853658536586,58.536585365853654,41.46341463414634,11.475409836065573,85.24590163934425,34.146341463414636,17.073170731707318,6.688524590163935,67.21311475409836,13.182506316393447,1,2,1.788801077,12.66,11.299999999999999,23.2,18.5
2022,135,Las Vegas Raiders,1,15,NE,5.8495821727019495,1-0,100,30,24,6,0,63,5.365079365079365,1628,25.841269841269842,24.08333333333333,12,1.5,33.33333333333333,8.333333333333332,25,41.66666666666667,-8.085268341959999,-0.1283375927295238,-0.6737723618299999,-0.2352407822948485,-0.010744084207666666,44.44444444444444,27.27272727272727,63.33333333333333,14.516129032258066,6.451612903225806,22.58064516129032,1,8.333333333333332,48.484848484848484,51.515151515151516,69.6969696969697,30.303030303030305,9.523809523809524,88.88888888888889,33.33333333333333,21.21212121212121,6.698412698412699,52.38095238095239,-8.058858534920635,4,36,4.9071760359,7.48,33.4,10.100000000000001,7.3
