,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Splits,Overall,Overall,Overall,Overall,Man,Man,Man,Man,Zone,Zone,Zone,Zone,Single-High,Single-High,Single-High,Single-High,Two-High,Two-High,Two-High,Two-High
2024,28,Ja'Marr Chase,CIN,WR,1,14,DAL,16.666666666666664,24.324324324324326,44,0.41,4.02,0.99,14,0.36,1.43,0.36,30,0.43,5.23,1.29,26,0.46,5.31,1.38,18,0.33,2.17,0.44
2024,29,Daniel Bellinger,NYG,TE,1,14,NO,41.1214953271028,45.45454545454545,44,0.11,1.02,0.22,12,0,0,0,32,0.16,1.41,0.3,18,0.06,0.28,0.08,26,0.15,1.54,0.31
2024,30,Brock Bowers,LV,TE,1,15,ATL,20.091324200913242,12.962962962962962,44,0.16,0.8,0.15,6,0.33,0,0,37,0.14,0.95,0.18,16,0.19,1.88,0.31,28,0.14,0.18,0.05
2024,31,Marvin Harrison,ARZ,WR,1,13,MIN,19.81981981981982,24,44,0.27,1.36,0.39,22,0.32,1.73,0.58,22,0.23,1,0.19,29,0.28,1.34,0.24,15,0.27,1.4,0.67
2024,32,Keenan Allen,CHI,WR,1,13,DET,21.82741116751269,17.391304347826086,43,0.19,1.7,0.57,24,0.08,0.38,0.33,18,0.28,3.56,0.91,27,0.11,0.67,0.1,16,0.31,3.44,1.34
2024,33,Jerry Jeudy,CLV,WR,1,17,MIA,17.269076305220885,26.865671641791046,43,0.42,2.19,0.5,8,0.63,5.38,1.04,34,0.38,1.5,0.39,24,0.46,3.25,0.66,19,0.37,0.84,0.29
2024,34,Michael Wilson,ARZ,WR,1,13,MIN,23.497267759562842,33.33333333333333,43,0.16,1.28,0.24,21,0.24,1.76,0.32,22,0.09,0.82,0.17,30,0.17,1.23,0.22,13,0.15,1.38,0.29
2024,35,Michael Wilson,ARZ,WR,1,17,LA,23.497267759562842,23.809523809523807,43,0.12,0.51,0.14,13,0.08,0.23,0.1,28,0.11,0.5,0.12,25,0.08,0.48,0.13,18,0.17,0.56,0.17
2024,36,Andrei Iosivas,CIN,WR,1,18,PIT,21.608040201005025,13.043478260869565,43,0.07,0.28,0.07,12,0,0,0,25,0.08,0.36,0.08,18,0.06,0.5,0.11,25,0.08,0.12,0.05
2024,37,D.J. Moore,CHI,WR,1,16,DET,19.444444444444446,16.94915254237288,42,0.24,1.62,0.33,15,0.2,1.13,0.18,27,0.26,1.89,0.41,19,0.21,0.68,0.23,23,0.26,2.39,0.41
2024,38,Mike Gesicki,CIN,TE,1,17,DEN,27.81456953642384,34.285714285714285,42,0.29,2.05,0.44,24,0.29,2.17,0.47,18,0.28,1.89,0.41,18,0.33,2.22,0.5,24,0.25,1.92,0.4
2024,39,DK Metcalf,SEA,WR,1,16,MIN,24.137931034482758,21.21212121212121,42,0.17,1.36,0.35,8,0.25,0,0,33,0.15,1.73,0.45,14,0.07,0,0,28,0.21,2.04,0.53
2024,40,Tee Higgins,CIN,WR,1,13,PIT,18.91891891891892,18.367346938775512,42,0.21,1.64,0.43,14,0.29,1,0.67,27,0.19,2.04,0.31,27,0.26,2.52,0.4,15,0.13,0.07,0.47
2024,41,Garrett Wilson,NYJ,WR,1,16,LA,18.91891891891892,15.217391304347828,42,0.17,1.29,0.27,8,0,0,0,32,0.22,1.69,0.36,21,0.24,2.29,0.42,21,0.1,0.29,0.12
2024,42,Jahan Dotson,PHI,WR,1,18,NYG,30.656934306569344,71.42857142857143,42,0.24,2.24,0.39,16,0.44,2.75,0.53,24,0.13,2.08,0.33,36,0.25,2.08,0.38,6,0.17,3.17,0.48
2024,43,Jaxon Smith-Njigba,SEA,WR,1,15,GB,23.463687150837988,27.906976744186046,42,0.29,1.98,0.44,5,0.4,1.4,0.54,37,0.27,2.05,0.42,22,0.32,2.36,0.55,20,0.25,1.55,0.3
2024,44,Tre Tucker,LV,WR,1,15,ATL,19.53488372093023,12,42,0.07,0.43,0.09,6,0,0,0,36,0.08,0.5,0.11,16,0,0,0,26,0.12,0.69,0.15
2024,45,Parker Washington,JAX,WR,1,15,NYJ,20.48780487804878,18.181818181818183,42,0.14,1.29,0.2,15,0.2,3,0.43,22,0.14,0.41,0.09,19,0.21,2.37,0.34,23,0.09,0.39,0.08
2024,46,Jonnu Smith,MIA,TE,1,13,GB,23.563218390804597,23.404255319148938,41,0.27,2.76,0.52,2,0.5,0,0,39,0.26,2.9,0.55,17,0.29,3.12,0.61,24,0.25,2.5,0.46
2024,47,Jakobi Meyers,LV,WR,1,15,ATL,18.636363636363637,18.51851851851852,41,0.24,1.44,0.27,6,0,0,0,34,0.26,1.74,0.32,14,0.21,0.5,0.12,27,0.26,1.93,0.34
2024,48,Michael Pittman,IND,WR,1,18,JAX,27.7027027027027,23.684210526315788,41,0.22,1.76,0.32,15,0.13,0.6,0.13,26,0.27,2.42,0.43,14,0.14,1.36,0.21,27,0.26,1.96,0.38
2024,49,Jauan Jennings,SF,WR,1,17,DET,25.949367088607595,19.565217391304348,41,0.22,1.63,0.33,18,0.22,0.89,0.2,22,0.23,2.32,0.46,26,0.27,1.96,0.39,15,0.13,1.07,0.24
2024,50,Justin Jefferson,MIN,WR,1,17,GB,17.982456140350877,16.94915254237288,41,0.24,2.24,0.42,7,0.43,2.14,0.5,34,0.21,2.26,0.4,23,0.22,0.96,0.23,18,0.28,3.89,0.67
2024,51,Jerry Jeudy,CLV,WR,1,14,PIT,16.46586345381526,8.955223880597014,41,0.15,1.56,0.42,18,0.11,1.11,0.22,23,0.17,1.91,0.58,22,0.14,2.5,0.66,19,0.16,0.47,0.15
2024,52,Johnny Wilson,PHI,WR,1,18,NYG,69.49152542372882,71.42857142857143,41,0.12,0.59,0.13,15,0.07,0.6,0.13,24,0.17,0.63,0.15,35,0.14,0.69,0.15,6,0,0,0
2024,53,Ricky Pearsall,SF,WR,1,18,ARZ,26.451612903225808,27.586206896551722,41,0.2,1.68,0.46,11,0.18,2.73,0.36,28,0.18,1.18,0.26,21,0.14,2,0.3,20,0.25,1.35,0.64
2024,54,Demarcus Robinson,LA,WR,1,18,SEA,29.411764705882355,41.66666666666667,40,0.13,1.8,0.26,14,0.07,1.29,0.2,25,0.16,2.16,0.3,14,0.14,3.5,0.49,26,0.12,0.88,0.13
2024,55,Jakobi Meyers,LV,WR,1,14,TB,18.181818181818183,18.51851851851852,40,0.25,1.68,0.34,5,0.4,5.6,0.96,32,0.22,1.22,0.28,29,0.28,1.62,0.37,11,0.18,1.82,0.27
2024,56,Justin Jefferson,MIN,WR,1,15,CHI,17.543859649122805,22.033898305084744,40,0.33,1.82,0.51,4,0,0,0,34,0.35,1.94,0.37,15,0.4,1.87,0.32,25,0.28,1.8,0.62
2024,57,Justin Jefferson,MIN,WR,1,18,DET,17.543859649122805,15.254237288135593,40,0.23,1.35,0.21,27,0.3,1.78,0.25,11,0.09,0.55,0.15,17,0.12,1,0.16,23,0.3,1.61,0.25
2024,58,George Pickens,PIT,WR,1,17,KC,36.36363636363637,35.294117647058826,40,0.15,1.25,0.2,11,0.18,0.18,0.11,29,0.14,1.66,0.23,12,0.17,3.58,0.53,28,0.14,0.25,0.06
2024,59,Jaxon Smith-Njigba,SEA,WR,1,16,MIN,22.3463687150838,27.906976744186046,40,0.3,2.38,0.59,8,0.5,5.38,1.54,31,0.26,1.68,0.36,12,0.17,1.08,0.19,28,0.36,2.93,0.76
2024,60,Brenton Strange,JAX,TE,1,15,NYJ,34.18803418803419,50,40,0.3,1.82,0.46,16,0.31,2,0.51,20,0.3,2.05,0.51,20,0.25,1.75,0.42,20,0.35,1.9,0.49
2024,61,Jordan Addison,MIN,WR,1,17,GB,18.6046511627907,17.77777777777778,40,0.2,1.73,0.47,6,0,0,0,33,0.21,2,0.53,23,0.26,2.04,0.64,17,0.12,1.29,0.25
2024,62,Zay Flowers,BLT,WR,1,13,PHI,35.39823008849557,24.137931034482758,40,0.17,1.85,0.26,5,0,0,0,34,0.21,2.18,0.31,23,0.22,1.74,0.22,17,0.12,2,0.32
2024,63,Rome Odunze,CHI,WR,1,13,DET,22.47191011235955,20,40,0.15,0.63,0.11,21,0.1,0,0,17,0.24,1.47,0.26,24,0.08,0,0,16,0.25,1.56,0.28
2024,64,Adam Thielen,CAR,WR,1,13,TB,20,21.73913043478261,39,0.26,2.54,0.61,9,0.22,1.78,0.29,29,0.28,2.86,0.73,28,0.25,2.71,0.7,11,0.27,2.09,0.39
2024,65,Davante Adams,NYJ,WR,1,13,SEA,18.055555555555554,18.461538461538463,39,0.31,1.69,0.45,12,0.58,4,0.65,23,0.17,0.43,0.09,17,0.24,2.53,0.37,22,0.36,1.05,0.51
2024,66,Tyreek Hill,MIA,WR,1,14,NYJ,21.666666666666668,29.166666666666668,39,0.36,2.95,0.71,9,0.56,1.44,1.03,28,0.32,3.64,0.65,22,0.45,3.64,0.68,17,0.24,2.06,0.74
2024,67,Mike Gesicki,CIN,TE,1,18,PIT,25.82781456953642,25.71428571428571,39,0.23,1.74,0.38,11,0.27,2.55,0.53,22,0.23,1.82,0.41,18,0.28,2.28,0.51,21,0.19,1.29,0.27
2024,68,Jakobi Meyers,LV,WR,1,16,JAX,17.727272727272727,9.25925925925926,39,0.13,1.05,0.16,11,0.09,1.55,0.25,27,0.11,0.89,0.13,15,0.13,1.13,0.18,24,0.13,1,0.14
2024,69,Terry McLaurin,WAS,WR,1,17,ATL,22.413793103448278,12.195121951219512,39,0.13,0.13,0.04,14,0.14,0,0,23,0.13,0.22,0.07,27,0.07,0,0,12,0.25,0.42,0.13
2024,70,Tee Higgins,CIN,WR,1,14,DAL,17.56756756756757,10.204081632653061,39,0.13,0.59,0.11,12,0.17,1.92,0.36,27,0.11,0,0,23,0.09,0,0,16,0.19,1.44,0.27
2024,71,Jaylen Waddle,MIA,WR,1,18,NYJ,29.1044776119403,30.76923076923077,39,0.21,1.13,0.22,12,0.08,0,0,26,0.23,1.69,0.32,23,0.17,0.83,0.17,16,0.25,1.56,0.28
2024,72,Alec Pierce,IND,WR,1,18,JAX,36.44859813084112,10,39,0.05,1.46,0.35,14,0.07,1.21,0.19,25,0.04,1.6,0.44,12,0.08,1.42,0.23,27,0.04,1.48,0.41
2024,73,Garrett Wilson,NYJ,WR,1,14,MIA,17.56756756756757,21.73913043478261,39,0.26,2.92,0.47,10,0.2,3.5,0.45,27,0.3,2.93,0.51,14,0.14,0.57,0.13,25,0.32,4.24,0.66
2024,74,Parker Washington,JAX,WR,1,13,HST,19.024390243902438,36.36363636363637,39,0.31,2.64,0.57,15,0.27,1.47,0.61,22,0.32,3.68,0.6,25,0.28,1.56,0.24,14,0.36,4.57,1.17
2024,75,Brock Bowers,LV,TE,1,16,JAX,17.80821917808219,24.074074074074073,39,0.33,2.54,0.54,13,0.23,0.69,0.3,25,0.4,3.6,0.68,17,0.29,2.76,0.57,22,0.36,2.36,0.51
2024,76,Jalen McMillan,TB,WR,1,16,DAL,21.54696132596685,21.21212121212121,39,0.18,1.46,0.43,13,0.23,2.77,0.51,25,0.12,0.4,0.08,19,0.16,2.11,0.37,20,0.2,0.85,0.48
2024,77,Tyreek Hill,MIA,WR,1,13,GB,21.11111111111111,16.666666666666664,38,0.21,2.18,0.53,1,0,0,0,37,0.22,2.24,0.55,15,0.4,3.4,1.01,23,0.09,1.39,0.23
2024,78,David Njoku,CLV,TE,1,14,PIT,33.04347826086956,31.57894736842105,38,0.32,1.11,0.45,15,0.33,1.47,0.68,23,0.3,0.87,0.3,18,0.39,1.67,0.72,20,0.25,0.6,0.21
2024,79,Ray-Ray McCloud,ATL,WR,1,18,CAR,22.093023255813954,24.137931034482758,38,0.18,1.74,0.28,4,0.25,2,0.45,33,0.18,1.76,0.27,21,0.24,2.81,0.42,17,0.12,0.41,0.1
2024,80,Olamide Zaccheaus,WAS,WR,1,17,ATL,30.4,31.03448275862069,38,0.24,2.24,0.59,14,0.14,0.5,0.55,22,0.32,3.55,0.67,26,0.15,1.46,0.3,12,0.42,3.92,1.22
2024,81,Terry McLaurin,WAS,WR,1,15,NO,21.839080459770116,24.390243902439025,38,0.26,1.92,0.69,7,0.29,1.14,1.26,31,0.26,2.1,0.56,14,0.07,0.36,0.11,24,0.38,2.83,1.03
2024,82,A.J. Brown,PHI,WR,1,15,PIT,27.73722627737226,26.82926829268293,38,0.29,2.89,0.66,16,0.56,5.56,1.31,22,0.09,0.95,0.19,18,0.39,4.5,0.73,20,0.2,1.45,0.59
2024,83,Justin Jefferson,MIN,WR,1,16,SEA,16.666666666666664,20.33898305084746,38,0.32,3.79,0.96,7,0.14,0,0,29,0.34,4.79,1.2,15,0.13,2.2,0.75,23,0.43,4.83,1.09
2024,84,Nico Collins,HST,WR,1,16,KC,28.35820895522388,28.205128205128204,38,0.29,1.58,0.34,10,0.4,5.9,0.89,26,0.23,0.04,0.16,18,0.28,3.5,0.63,20,0.3,-0.15,0.08
2024,85,Drake London,ATL,WR,1,18,CAR,20.76502732240437,28.57142857142857,38,0.47,4.92,1.07,4,0.75,2.75,0.53,33,0.45,5.33,1.17,21,0.52,4.38,0.68,17,0.41,5.59,1.56
2024,86,Garrett Wilson,NYJ,WR,1,13,SEA,17.117117117117118,21.73913043478261,38,0.26,1.08,0.24,14,0.21,0.57,0.2,20,0.25,1.65,0.32,17,0.41,2.41,0.54,21,0.14,0,0
2024,87,Garrett Wilson,NYJ,WR,1,18,MIA,17.117117117117118,10.869565217391305,38,0.13,1.34,0.24,10,0.2,3.1,0.51,23,0.13,0.87,0.17,14,0.14,2.21,0.36,24,0.13,0.83,0.17
2024,88,Trey McBride,ARZ,TE,1,14,SEA,16.30901287553648,16.129032258064516,38,0.26,1.84,0.37,8,0.38,1.75,0.3,27,0.22,2.07,0.43,13,0.08,0.54,0.13,25,0.36,2.52,0.49
2024,89,Calvin Austin,PIT,WR,1,17,KC,25.850340136054424,20,38,0.11,0.82,0.19,10,0.1,1.4,0.24,26,0.12,0.65,0.18,11,0.09,1.27,0.22,27,0.11,0.63,0.17
2024,90,Tre Tucker,LV,WR,1,16,JAX,17.674418604651162,16,38,0.11,1.08,0.16,11,0.18,2.64,0.35,26,0.08,0.46,0.08,14,0.07,0,0,24,0.13,1.71,0.25
2024,91,Jordan Addison,MIN,WR,1,16,SEA,17.674418604651162,15.555555555555555,38,0.18,0.92,0.38,7,0.29,1.71,0.31,29,0.14,0.62,0.17,16,0.19,1.31,0.32,22,0.18,0.64,0.43
2024,92,Josh Downs,IND,WR,1,18,JAX,34.234234234234236,42.857142857142854,38,0.32,2.47,0.51,14,0.29,1.93,0.34,24,0.33,2.79,0.61,13,0.31,1.85,0.34,25,0.32,2.8,0.6
2024,93,Payne Durham,TB,TE,1,16,DAL,44.70588235294118,58.333333333333336,38,0.18,0.76,0.21,11,0.18,0.55,0.15,26,0.19,0.88,0.24,18,0.22,1.44,0.37,20,0.15,0.15,0.07
2024,94,Malik Nabers,NYG,WR,1,13,DAL,18.81188118811881,18.75,38,0.32,1.82,0.39,11,0.55,3,0.66,27,0.22,1.33,0.28,21,0.33,1.67,0.4,17,0.29,2,0.38
2024,95,Keenan Allen,CHI,WR,1,16,DET,18.781725888324875,21.73913043478261,37,0.27,3.81,0.79,16,0.19,2,0.33,21,0.33,5.19,1.14,16,0.25,3.31,0.52,21,0.29,4.19,0.99
2024,96,Davante Adams,NYJ,WR,1,14,MIA,17.12962962962963,15.384615384615385,37,0.27,2.95,0.7,10,0.4,3.3,1.33,25,0.24,3.04,0.5,14,0.29,5,0.79,23,0.26,1.7,0.65
2024,97,Evan Engram,JAX,TE,1,13,HST,56.060606060606055,61.53846153846154,37,0.22,1.11,0.3,13,0.15,0.46,0.12,22,0.27,1.59,0.43,23,0.26,0.96,0.31,14,0.14,1.36,0.28
2024,98,Ray-Ray McCloud,ATL,WR,1,13,LAC,21.511627906976745,13.793103448275861,37,0.11,2.57,0.36,9,0.11,2.44,0.36,27,0.11,2.7,0.38,16,0.19,2.19,0.41,21,0.05,2.86,0.33
2024,99,Calvin Ridley,TEN,WR,1,13,WAS,20.670391061452513,15.789473684210526,37,0.16,1.22,0.18,14,0.07,2.14,0.29,23,0.22,0.65,0.11,19,0.16,2.37,0.34,18,0.17,0,0
2024,100,A.J. Brown,PHI,WR,1,16,WAS,27.00729927007299,36.58536585365854,37,0.41,2.62,0.64,21,0.48,3.86,0.96,15,0.33,1.07,0.24,22,0.45,3.95,0.99,15,0.33,0.67,0.13
2024,101,Nick Westbrook-Ikhine,TEN,WR,1,13,WAS,19.3717277486911,25.925925925925924,37,0.19,1.65,0.57,14,0.36,3.14,0.89,23,0.09,0.74,0.38,19,0.26,2.32,0.65,18,0.11,0.94,0.48
2024,102,Michael Pittman,IND,WR,1,15,DEN,25,23.684210526315788,37,0.24,1.57,0.32,15,0.27,2.13,0.41,22,0.23,1.18,0.25,19,0.21,1.68,0.33,18,0.28,1.44,0.31
2024,103,Jauan Jennings,SF,WR,1,16,MIA,23.417721518987342,13.043478260869565,37,0.16,1.38,0.25,9,0.11,1.89,0.3,25,0.2,1.36,0.26,13,0.23,2.69,0.5,24,0.13,0.67,0.11
2024,104,Darnell Mooney,ATL,WR,1,13,LAC,25.170068027210885,29.166666666666668,37,0.19,0.54,0.14,9,0,0,0,27,0.26,0.74,0.19,17,0.06,0.29,0.09,20,0.3,0.75,0.17
2024,105,Jerry Jeudy,CLV,WR,1,18,BLT,14.859437751004014,19.402985074626866,37,0.35,1.7,0.33,15,0.47,0.93,0.23,21,0.29,2.33,0.42,25,0.36,2,0.36,12,0.33,1.08,0.27
2024,106,DeVonta Smith,PHI,WR,1,15,PIT,32.17391304347826,37.93103448275862,37,0.3,2.95,0.75,15,0.27,2.2,0.89,22,0.32,3.45,0.66,18,0.22,2.83,0.51,19,0.37,3.05,0.99
2024,107,Elijah Moore,CLV,WR,1,14,PIT,18.137254901960784,10.81081081081081,37,0.11,0.92,0.17,16,0.06,1.25,0.19,21,0.14,0.67,0.16,21,0.14,0.67,0.16,16,0.06,1.25,0.19
2024,108,Drake London,ATL,WR,1,13,LAC,20.21857923497268,23.809523809523807,37,0.41,2.32,0.48,9,0.56,2.89,0.62,27,0.37,2.22,0.44,17,0.35,1.06,0.22,20,0.45,3.4,0.69
2024,109,Mike Woods,CLV,WR,1,15,KC,20.555555555555554,17.647058823529413,37,0.08,0.19,0.07,13,0.15,0.31,0.11,24,0.04,0.13,0.05,11,0.27,0.64,0.25,26,0,0,0
2024,110,Wan'Dale Robinson,NYG,WR,1,13,DAL,18.781725888324875,4.081632653061225,37,0.05,0.16,0.07,9,0,0,0,28,0.07,0.21,0.09,20,0.05,-0.1,0.04,17,0.06,0.47,0.11
2024,111,Tre Tucker,LV,WR,1,14,TB,17.209302325581397,20,37,0.14,0.19,0.07,4,0.25,1.5,0.4,30,0.13,0.03,0.04,26,0.15,0.27,0.1,11,0.09,0,0
2024,112,Parker Washington,JAX,WR,1,16,LV,18.048780487804876,18.181818181818183,37,0.16,1.46,0.31,3,0.33,3,0.63,34,0.15,1.32,0.28,18,0.06,0.67,0.12,19,0.26,2.21,0.48
2024,113,Jordan Addison,MIN,WR,1,18,DET,17.209302325581397,11.11111111111111,37,0.14,0,0.03,28,0.18,0,0.04,7,0,0,0,16,0.19,0,0,21,0.1,0,0.05
2024,114,Josh Downs,IND,WR,1,15,DEN,33.33333333333333,28.57142857142857,37,0.22,0.86,0.17,15,0.27,0.27,0.09,22,0.18,1.27,0.22,19,0.26,1.37,0.24,18,0.17,0.33,0.09
2024,115,Brock Bowers,LV,TE,1,18,LAC,16.894977168949772,16.666666666666664,37,0.24,1.35,0.41,5,0.6,2.4,1.64,32,0.19,1.19,0.21,9,0.33,1.56,1.04,28,0.21,1.29,0.2
2024,116,Xavier Legette,CAR,WR,1,14,PHI,27.205882352941174,24.242424242424242,37,0.22,1.05,0.16,20,0.25,0,0,15,0.2,2.6,0.39,19,0.21,0,0,18,0.22,2.17,0.33
2024,117,Xavier Worthy,KC,WR,1,16,HST,21.637426900584796,25.581395348837212,37,0.3,1.76,0.53,16,0.38,1.44,0.27,21,0.24,2,0.72,23,0.35,2.17,0.65,14,0.21,1.07,0.32
2024,118,Zach Ertz,WAS,TE,1,17,ATL,26.08695652173913,33.33333333333333,36,0.19,2,0.7,13,0.23,0.92,1.17,21,0.19,2.86,0.48,26,0.15,2.54,0.64,10,0.3,0.6,0.86
2024,119,Keenan Allen,CHI,WR,1,17,SEA,18.274111675126903,13.043478260869565,36,0.17,0.69,0.21,14,0.29,1.5,0.36,22,0.09,0.18,0.11,19,0.21,1.11,0.32,17,0.12,0.24,0.08
2024,120,Davante Adams,NYJ,WR,1,15,JAX,16.666666666666664,18.461538461538463,36,0.33,5.5,1.13,23,0.39,5.35,1.06,11,0.18,6.82,1.41,14,0.36,8.71,1.23,22,0.32,3.45,1.07
