,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Splits,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Alignment,Alignment,Alignment,Alignment,FP,FP,FP,FP,FP,FP,FP,FP
Season,Rank,Name,Team,POS,G,WEEK,OPP,RTE %,TGT %,SNAP %,RTE,RTE %,TGT,TGT %,YPRR,TPRR,aDOT,AY,AY Share,YDS,TM YDS %,YPT,YPR,REC,CR %,YAC,YAC/REC,YACO,YACO/REC,TD,XTD,TM TD %,i20 TGT,EZTGT,EZTD,1D,1D/RR,RATE,1READ,1READ %,DESIGN,DESIGN %,CTGT,CTGT %,DEEP,EXP %,DRP,DRP %,CT,CC,CC %,HERO,MTF,MTF/REC,THREAT %,YPTOE,EPA/TGT,WIDE RTE %,SLOT RTE %,INLINE RTE %,BACK RTE %,FP,XFP,FP/G,XFP/G,DIFF,FP/RR,XFP/RR,RecXFP
2025,,League Avg,,,,,,,,56.896848137535805,5.255969436485196,56.73400191021962,1.4116523400191021,15.26638013371538,2.15,0.27,6.0332378223495695,13.010506208213945,16.138299904489024,11.303724928366762,15.395893027698175,8.01,11.65,0.9703915950334289,68.7,4.5425023877745945,4.68,1.507163323782235,1.55,0.07545367717287488,0.06524355300859606,5.826170009551098,0.2043935052531041,0.10601719197707736,0.04393505253104107,0.5405921680993314,0.103,52.959121298949135,1.0764087870105061,15.300095510983763,0.1413562559694365,10,1.1356255969436486,80.4,0.17478510028653296,16.8,0.08118433619866285,5.8,0.25787965616045844,0.15377268385864373,59.6,0.013371537726838587,0.11556829035339064,0.12,24.1,0.18,0.274,43.950429799426935,45.74727793696278,9.791308500477559,0.5115568290353391,2.5496657115568295,2.443361986628457,2.5496657115568295,2.4428080229226325,0.10685768863419275,0.49,0.46,2.443361986628457
2025,1,Jaxon Smith-Njigba,SEA,WR,1,12,TEN,28.57142857142857,44.44444444444444,78.7,8,100,4,50,16,0.5,17,68,82.9,128,94.1,32,32,4,100,60,15,12,3,1,0.28,100,1,0,0,2,0.25,158.3,3,50,0,0,4,100,1,66.7,0,0,0,0,0,0,1,0.25,50,22.42,2.655,50,50,0,0,22.8,11.9,22.8,11.91,10.89,2.85,1.49,11.9
2025,2,Rashee Rice,KC,WR,1,12,IND,21.153846153846153,32,63.7,11,84.6,8,61.5,10.55,0.73,8.5,68,43.9,116,77.3,14.5,23.2,5,62.5,80,16,30,6,0,0.69,0,2,1,0,4,0.364,66.7,5,71.4,2,25,7,87.5,0,75,1,12.5,0,0,0,0,1,0.2,72.7,6.44,0.184,18.2,81.8,0,0,16.6,17.2,16.6,17.18,-0.58,1.51,1.56,17.2
2025,3,Jalen Nailor,MIN,WR,1,10,BLT,27.500000000000004,38.46153846153847,67.2,11,91.7,5,41.7,10.36,0.45,17.6,88,61.5,114,86.4,22.8,28.5,4,80,41,10.25,17,4.25,0,0.1,0,1,0,0,3,0.273,118.8,2,28.6,0,0,4,80,2,66.7,0,0,2,2,100,1,1,0.25,45.5,12.85,2.207,27.3,72.7,0,0,15.4,9.1,15.4,9.09,6.31,1.4,0.83,9.1
2025,4,Pat Freiermuth,PIT,TE,1,7,CIN,28.000000000000004,38.46153846153847,64.8,7,77.8,5,55.6,15.14,0.71,10.2,51,60,106,88.3,21.2,26.5,4,80,60,15,19,4.75,2,0.45,66.7,2,1,1,3,0.429,158.3,5,71.4,2,40,5,100,1,50,1,20,1,1,100,0,1,0.25,62.5,12.84,1.865,0,100,0,0,26.6,12.7,26.6,12.7,13.9,3.8,1.81,12.7
2025,5,Tucker Kraft,GB,TE,1,8,PIT,45,40,92.1,9,90,4,40,11,0.44,6.75,27,75,99,80.5,24.75,33,3,75,77,25.67,43,14.33,2,0.27,66.7,1,0,0,3,0.333,156.3,4,50,1,25,4,100,0,100,1,25,0,0,0,0,4,1.33,44.4,17.21,2.356,22.2,44.4,33.3,0,24.9,9.7,24.9,9.7,15.2,2.77,1.08,9.7
2025,6,Chris Olave,NO,WR,1,7,CHI,25,25,83,14,87.5,4,25,6.71,0.29,21,84,32.9,94,60.3,23.5,23.5,4,100,13,3.25,3,0.75,2,0.72,100,1,2,2,3,0.214,158.3,3,23.1,0,0,4,100,2,66.7,0,0,0,0,0,0,0,0,26.7,13.31,2.48,50,50,0,0,25.4,14.1,25.4,14.15,11.25,1.81,1.01,14.1
2025,7,Travis Hunter,JAX,WR,1,7,LA,100,100,86.5,18,94.7,9,47.4,5.17,0.5,8.56,77,45.3,93,84.5,10.33,13.29,7,77.8,40,5.71,6,0.86,1,0.14,100,0,0,0,5,0.278,146.8,7,50,2,22.2,7,77.8,1,28.6,0,0,1,1,100,0,1,0.14,50,2.12,0.901,44.4,55.6,0,0,22.3,14,22.3,13.96,8.34,1.24,0.78,14
2025,8,Ladd McConkey,LAC,WR,1,10,PIT,21.568627450980394,15.384615384615385,69.6,11,84.6,4,30.8,8.09,0.36,13.5,54,51.9,89,66.4,22.25,29.67,3,75,57,19,2,0.67,1,0.17,100,1,0,0,3,0.273,156.3,2,20,0,0,3,75,1,50,0,0,0,0,0,0,1,0.33,30.8,12.93,2.302,18.2,81.8,0,0,17.9,6.9,17.9,6.86,11.04,1.63,0.62,6.9
2025,9,Juwan Johnson,NO,TE,1,10,CAR,14.000000000000002,14.285714285714285,49.3,7,70,3,30,12.57,0.43,13.67,41,23.7,88,57.1,29.33,29.33,3,100,47,15.67,13,4.33,1,0.23,100,0,0,0,2,0.286,158.3,1,14.3,0,0,3,100,1,66.7,0,0,0,0,0,0,1,0.33,42.9,19.76,3.335,14.3,85.7,0,0,17.8,9.6,17.8,9.57,8.23,2.54,1.37,9.6
2025,10,CeeDee Lamb,DAL,WR,1,7,WAS,21.052631578947366,26.666666666666668,77.4,8,88.9,4,44.4,10.75,0.5,13.75,55,72.4,86,64.7,21.5,28.67,3,75,43,14.33,5,1.67,1,0.12,50,0,0,0,2,0.25,156.3,4,50,0,0,4,100,1,33.3,0,0,1,0,0,0,0,0,44.4,12.69,1.419,50,50,0,0,17.6,11.2,17.6,11.22,6.38,2.2,1.4,11.2
2025,11,Trey McBride,ARZ,TE,1,10,SEA,27.27272727272727,32,84.9,12,80,8,53.3,7.08,0.67,8.63,69,51.1,85,71.4,10.63,12.14,7,87.5,27,3.86,14,2,1,0.2,100,1,0,0,4,0.333,150.5,5,50,0,0,8,100,0,16.7,0,0,2,1,50,0,3,0.43,61.5,2.74,1.537,0,100,0,0,21.5,14.8,21.5,14.82,6.68,1.79,1.23,14.8
2025,12,Oronde Gadsden,LAC,TE,1,7,IND,40.54054054054054,37.5,78.4,15,71.4,3,14.3,5.67,0.2,15,45,19.4,85,41.9,28.33,28.33,3,100,40,13.33,31,10.33,0,0.01,0,0,0,0,2,0.133,118.8,3,17.6,0,0,3,100,1,66.7,0,0,0,0,0,0,2,0.67,20,18.98,2.029,26.7,66.7,6.7,0,11.5,8.3,11.5,8.25,3.25,0.77,0.55,8.3
2025,13,Amon-Ra St. Brown,DET,WR,1,12,NYG,21.27659574468085,30.76923076923077,96.9,10,100,8,80,8.4,0.8,10,80,72.1,84,73.7,10.5,14,6,75,39,6.5,21,3.5,1,0.11,100,1,0,0,4,0.4,147.9,8,80,1,12.5,7,87.5,1,40,1,12.5,3,2,66.7,0,1,0.17,80,2.25,0.77,10,90,0,0,20.4,13.4,20.4,13.37,7.03,2.04,1.34,13.4
2025,14,Drake London,ATL,WR,1,11,CAR,25.806451612903224,38.46153846153847,93.1,8,88.9,5,55.6,10.38,0.63,9.2,46,45.1,83,93.3,16.6,16.6,5,100,37,7.4,14,2.8,0,0.1,0,0,0,0,4,0.5,118.8,5,62.5,0,0,5,100,0,40,0,0,1,1,100,0,0,0,62.5,8.43,1.578,25,75,0,0,13.3,9.9,13.3,9.9,3.4,1.66,1.24,9.9
2025,15,DeMario Douglas,NE,WR,1,9,ATL,26.08695652173913,38.46153846153847,23.5,6,54.5,5,45.5,13.83,0.83,23,115,61.5,83,57.6,16.6,27.67,3,60,29,9.67,6,2,0,0.04,0,0,0,0,3,0.5,104.2,5,55.6,0,0,3,60,3,33.3,0,0,3,2,66.7,0,2,0.67,83.3,5.39,1.025,16.7,83.3,0,0,11.3,6.6,11.3,6.6,4.7,1.88,1.1,6.6
2025,16,Jaylin Noel,HST,WR,1,7,SEA,32.142857142857146,35.294117647058826,44.9,9,75,6,50,8.56,0.67,19.5,117,72.7,77,81.1,12.83,19.25,4,66.7,15,3.75,6,1.5,0,0.36,0,1,0,0,3,0.333,109.7,4,50,1,16.7,4,66.7,4,75,0,0,2,2,100,0,0,0,66.7,2.34,0.722,0,100,0,0,11.7,10.1,11.7,10.14,1.56,1.3,1.13,10.1
2025,17,Khalil Shakir,BUF,WR,1,12,HST,16.666666666666664,22.22222222222222,66.7,7,63.6,6,54.5,10.43,0.86,3.83,23,46.9,73,67.6,12.17,14.6,5,83.3,61,12.2,38,7.6,0,0.04,0,0,0,0,2,0.286,117.4,2,28.6,1,16.7,6,100,0,20,1,16.7,2,2,100,0,2,0.4,66.7,5.77,-0.126,0,85.7,0,14.3,11.3,10.1,11.3,10.05,1.25,1.76,1.44,10.1
2025,18,Brock Bowers,LV,TE,1,9,JAX,34.285714285714285,38.88888888888889,80,12,75,7,43.8,6.08,0.58,5.29,37,55.2,73,66.4,10.43,12.17,6,85.7,35,5.83,30,5,0,0.07,0,3,0,0,4,0.333,110.1,4,30.8,0,0,7,100,0,25,0,0,2,1,50,0,3,0.5,58.3,3.67,0.814,16.7,75,8.3,0,13.3,11,13.3,11.03,2.27,1.11,0.92,11
2025,19,Stefon Diggs,NE,WR,1,11,NYJ,23.684210526315788,35.294117647058826,71,9,100,6,66.7,8,0.67,9.5,57,74,72,74.2,12,12,6,100,15,2.5,2,0.33,0,0.03,0,0,0,0,4,0.444,116.7,4,66.7,0,0,6,100,1,33.3,0,0,0,0,0,0,0,0,66.7,4.14,1.256,11.1,88.9,0,0,13.2,13.6,13.2,13.56,-0.36,1.47,1.51,13.6
2025,20,Wan'Dale Robinson,NYG,WR,1,7,DEN,23.076923076923077,26.47058823529412,89.9,15,100,9,60,4.8,0.6,10.44,94,58,72,44.2,8,14.4,5,55.6,38,7.6,12,2.4,0,0.08,0,0,0,0,4,0.267,81.7,8,61.5,2,22.2,6,66.7,2,0,0,0,3,1,33.3,0,0,0,60,-0.13,0.593,13.3,80,0,6.7,12.2,11.5,12.2,11.46,0.74,0.81,0.76,11.5
2025,21,Cade Otton,TB,TE,1,10,NE,25,34.61538461538461,97,13,81.3,9,56.3,5.38,0.69,5.33,48,51.6,70,54.7,7.78,10,7,77.8,34,4.86,14,2,0,0.04,0,0,0,0,3,0.231,99.1,7,63.6,1,11.1,9,100,0,0,0,0,3,1,33.3,0,0,0,60,0.94,0.276,23.1,69.2,7.7,0,14,14.5,14,14.51,-0.51,1.08,1.12,14.5
2025,22,Trey McBride,ARZ,TE,1,11,SF,25,24,88.7,11,78.6,6,42.9,6.09,0.55,6.83,41,31.3,67,42.9,11.17,11.17,6,100,30,5,19,3.17,1,0.32,50,1,1,1,4,0.364,152.8,6,50,1,16.7,6,100,0,0,0,0,3,3,100,0,1,0.17,50,3.48,1.008,0,100,0,0,18.7,10.1,18.7,10.09,8.61,1.7,0.92,10.1
2025,23,Chimere Dike,TEN,WR,1,8,IND,30,29.411764705882355,88.1,15,100,5,33.3,4.47,0.33,12,60,29.6,67,50.8,13.4,16.75,4,80,28,7,1,0.25,0,0.01,0,1,1,0,3,0.2,79.2,4,30.8,0,0,4,80,1,25,0,0,1,1,100,0,0,0,33.3,4.85,0.374,26.7,73.3,0,0,10.7,8.1,10.7,8.11,2.59,0.71,0.54,8.1
2025,24,Tyrell Shavers,BUF,WR,1,11,TB,31.25,100,52.8,5,50,3,30,12.8,0.6,25.33,76,64.4,64,40,21.33,32,2,66.7,5,2.5,0,0,1,0.63,50,0,1,1,2,0.4,149.3,1,14.3,0,0,2,66.7,1,100,0,0,0,0,0,0,0,0,50,9.7,1.431,40,60,0,0,14.4,10.8,14.4,10.84,3.56,2.88,2.17,10.8
2025,25,Ladd McConkey,LAC,WR,1,7,IND,39.21568627450981,46.15384615384615,89.2,20,95.2,12,57.1,3.2,0.6,11.5,138,59.5,64,31.5,5.33,8,8,66.7,13,1.63,1,0.13,0,0.45,0,1,2,0,3,0.15,79.9,8,47.1,2,16.7,10,83.3,2,0,1,8.3,3,1,33.3,0,2,0.25,60,-2.94,0.233,10,90,0,0,14.4,20.4,14.4,20.41,-6.01,0.72,1.02,20.4
2025,26,Amon-Ra St. Brown,DET,WR,1,7,TB,23.404255319148938,23.076923076923077,90.8,11,100,6,54.5,5.64,0.55,6.67,40,51.3,62,71.3,10.33,12.4,5,83.3,39,7.8,3,0.6,1,0.4,100,0,0,0,2,0.182,149.3,6,66.7,1,16.7,5,83.3,0,20,0,0,0,0,0,0,1,0.2,54.5,3.01,0.6,18.2,81.8,0,0,17.2,12.1,17.2,12.14,5.06,1.56,1.1,12.1
2025,27,Tyquan Thornton,KC,WR,1,11,DEN,41.17647058823529,25,24.2,7,53.8,1,7.7,8.71,0.14,44,44,37.6,61,48,61,61,1,100,17,17,8,8,0,0.02,0,0,0,0,1,0.143,118.8,1,9.1,0,0,1,100,1,100,0,0,1,1,100,1,0,0,14.3,46,5.265,57.1,42.9,0,0,7.1,2.5,7.1,2.45,4.65,1.01,0.35,2.5
2025,28,Greg Dortch,ARZ,WR,1,12,JAX,30,50,64.5,9,90,6,60,6.67,0.67,7.67,46,65.7,60,64.5,10,15,4,66.7,54,13.5,2,0.5,1,0.02,100,0,0,0,3,0.333,138.9,4,57.1,1,16.7,4,66.7,1,25,0,0,2,0,0,0,1,0.25,60,2.85,0.055,33.3,66.7,0,0,16,6.8,16,6.76,9.24,1.78,0.75,6.8
2025,29,Colston Loveland,CHI,TE,1,9,CIN,23.52941176470588,20,80.3,8,72.7,2,18.2,7.25,0.25,12.5,25,32.1,58,43,29,58,1,50,42,42,35,35,1,0.02,50,0,0,0,1,0.125,135.4,1,16.7,0,0,2,100,0,100,0,0,1,0,0,0,2,2,22.2,20.27,3.201,62.5,25,12.5,0,12.8,4.1,12.8,4.08,8.72,1.6,0.51,4.1
