,Team Details,Team Details,Team Details,Splits,Splits,Splits,Record,Record,Record,Record,Record,Record,Volume & Pace,Volume & Pace,Volume & Pace,Volume & Pace,Volume & Pace,Drives,Drives,Drives,Drives,Drives,Drives,EPA,EPA,EPA,EPA,EPA,Success,Success,Success,Explosive,Explosive,Explosive,Turnovers,Turnovers,Coverage,Coverage,Coverage,Coverage,Tendencies,Tendencies,Tendencies,Tendencies,Tendencies,Tendencies,Tendencies,Penalties,Penalties,Penalties,Fantasy,Fantasy,Fantasy,Fantasy
Season,Rank,Name,G,WEEK,OPP,PLAY %,W-L-T,WIN %,PF,PA,DIFF,TO +/-,PLAYS,Y/P,TOP,PACE,AVG START,DR,PTS/DR,SCR %,TD %,FG %,PUNT %,EPA,EPA/P,EPA/DR,EPA/DB,EPA/RU,SUCC %,PASS SUCC %,RUSH SUCC %,EXP %,PASS EXP %,RUSH EXP %,TO,TO/DR %,MAN %,ZONE %,1-HIGH %,2-HIGH %,BASE %,SUB %,PRESS %,BLITZ %,BOX,PASS %,PROE,PEN,PEN YDS,PEN EPA,QB FPG,RB FPG,WR FPG,TE FPG
2024,,League Avg,,,,,0,50,22.908088235294116,22.908088235294116,0,0,62.15257352941177,5.428233415160746,1791.8694852941176,28.830173612138058,30.1786703601108,10.617647058823529,2.0827562326869806,38.81578947368421,22.766620498614962,16.049168975069254,34.98961218836565,0.15828140639919758,0.0025466589299684562,0.01490739007637872,0.05213132692223269,-0.07090604350830051,47.45201265860223,46.7525390141194,48.48818435344195,10.610549365621175,8.987104470828836,12.73511263103115,1.1433823529411764,10.768698060941828,28.324415378517642,67.34542211652796,52.7893380895759,47.21066191042409,22.778928677123407,76.2651672092335,31.394599950458264,28.03071587812732,6.62408996744599,59.69950607790363,0.6850499000236763,2.4393382352941178,22.88051470588235,2.77853525317069,17.725036764705884,21.88441176470589,33.39713235294119,12.260551470588236
2024,1,Philadelphia Eagles,1,10,DAL,5.605605605605605,1-0,100,34,6,28,3,56,2.607142857142857,1557,27.803571428571427,31.230769230769226,13,0.46153846153846156,15.384615384615385,0,15.384615384615385,46.15384615384615,-39.68146462628,-0.7085975826121428,-3.052420355867692,-0.886233128371875,-0.4717501882658333,39.285714285714285,18.75,66.66666666666666,3.9215686274509802,0,9.523809523809524,5,38.46153846153847,12.5,87.5,62.5,37.5,3.571428571428571,96.42857142857143,40.625,21.875,6.339285714285714,57.14285714285714,-9.462421635714284,3,19,2.2807783913,1.5400000000000003,9.8,14.2,5.4
2024,2,Los Angeles Chargers,1,17,NE,4.628736740597879,1-0,100,40,7,33,1,48,3.7708333333333335,1145,23.854166666666668,28.900000000000006,10,0.7,10,10,0,40,-26.488807853999,-0.5518501636249792,-2.6488807853999,-0.4626437381489091,-0.7481042996723333,37.5,39.39393939393939,33.33333333333333,7.547169811320755,3.0303030303030303,15,1,10,30.303030303030305,69.6969696969697,51.515151515151516,48.484848484848484,4.166666666666666,95.83333333333334,48.484848484848484,33.33333333333333,6.208333333333333,68.75,-3.2765813062499927,3,35,6.516926902,10.799999999999999,6.3999999999999995,25.599999999999998,4.9
2024,3,Detroit Lions,1,6,DAL,6.397637795275591,1-0,100,47,9,38,5,65,3.8615384615384616,1500,23.076923076923077,35.272727272727266,11,0.8181818181818182,27.27272727272727,0,27.27272727272727,18.181818181818183,-35.4813705574386,-0.5458672393452093,-3.2255791415853277,-0.6775886569993592,-0.142470397779375,33.84615384615385,32.6530612244898,37.5,5.263157894736842,5,5.88235294117647,5,45.45454545454545,44.89795918367347,51.02040816326531,48.97959183673469,51.02040816326531,13.846153846153847,86.15384615384616,22.448979591836736,30.612244897959183,6.076923076923077,75.38461538461539,4.115932676923076,4,28,4.7850620363,6.26,12.2,34.1,4.1
2024,4,Kansas City Chiefs,1,15,CLV,5.847953216374268,1-0,100,21,7,14,6,60,4.433333333333334,1674,27.9,28.35714285714286,14,0.5,7.142857142857142,7.142857142857142,0,42.857142857142854,-30.812083010361,-0.51353471683935,-2.200863072168643,-0.6539960170514878,-0.21043401638157896,45,43.90243902439025,47.368421052631575,4.838709677419355,4.878048780487805,4.761904761904762,5,35.714285714285715,36.58536585365854,63.41463414634146,29.268292682926827,70.73170731707317,10,90,39.02439024390244,36.58536585365854,6.033333333333333,68.33333333333333,2.5226844399999964,2,20,2.795241032,3.9600000000000004,21.5,26.4,6
2024,5,Los Angeles Chargers,1,2,CAR,4.435872709739633,1-0,100,26,3,23,-1,46,3.4565217391304346,1404,30.52173913043478,28.090909090909093,11,0.2727272727272727,9.090909090909092,0,9.090909090909092,63.63636363636363,-22.56840755313,-0.4906175555028261,-2.051673413920909,-0.7542485365731034,-0.040894117206470584,36.95652173913043,27.586206896551722,52.94117647058824,4.25531914893617,0,11.11111111111111,1,9.090909090909092,20.689655172413794,79.3103448275862,51.724137931034484,48.275862068965516,0,100,17.24137931034483,24.137931034482758,5.8478260869565215,63.04347826086957,-7.140860810869568,0,0,0,2.96,17.1,9.6,8.1
2024,6,New Orleans Saints,1,1,CAR,4.915102770330653,1-0,100,47,10,37,2,55,3.5090909090909093,1351,24.563636363636363,29.769230769230774,13,0.7692307692307693,15.384615384615385,7.6923076923076925,7.6923076923076925,38.46153846153847,-26.69790959704,-0.48541653812799995,-2.0536853536184614,-0.39011230676128206,-0.7177206020843749,34.54545454545455,33.33333333333333,37.5,3.8461538461538463,6.0606060606060606,0,3,23.076923076923077,41.02564102564102,58.97435897435898,66.66666666666666,33.33333333333333,16.363636363636363,83.63636363636363,48.717948717948715,17.94871794871795,6.3090909090909095,70.9090909090909,-1.1810707854545461,3,25,3.6589485656000003,11.64,4.3,26,1.4
2024,7,San Francisco 49ers,1,4,NE,6.025267249757046,1-0,100,30,13,17,1,62,3.4838709677419355,1705,27.5,36.416666666666664,12,1.0833333333333333,25,8.333333333333332,16.666666666666664,33.33333333333333,-29.51882300318,-0.4761100484383871,-2.4599019169316665,-0.42160190774538464,-0.5685368957004348,33.87096774193548,30.76923076923077,39.130434782608695,5.172413793103448,5.88235294117647,4.166666666666666,3,25,28.205128205128204,69.23076923076923,66.66666666666666,33.33333333333333,37.096774193548384,62.903225806451616,48.717948717948715,23.076923076923077,6.82258064516129,62.903225806451616,-7.254852612903226,2,18,1.8636485341,9.02,21.6,13.7,12.5
2024,8,Washington Commanders,1,7,CAR,4.178814382896015,1-0,100,40,7,33,2,43,4.186046511627907,1455,33.83720930232558,25.200000000000003,10,0.7,10,10,0,50,-19.907792864942,-0.4629719270916744,-1.9907792864942,-0.8723718317034285,-0.07218110905318181,46.51162790697674,38.095238095238095,54.54545454545454,4.761904761904762,5,4.545454545454546,2,20,38.095238095238095,57.14285714285714,47.61904761904761,52.38095238095239,4.651162790697675,95.34883720930233,23.809523809523807,28.57142857142857,7.046511627906977,48.837209302325576,-16.098163523255813,1,5,0.7327188211,1.86,15,7.6000000000000005,14.5
2024,9,Denver Broncos,1,15,IND,6.587374199451052,1-0,100,31,13,18,2,72,4.305555555555555,1892,26.27777777777778,26.933333333333337,15,0.8666666666666667,20,6.666666666666667,13.333333333333334,33.33333333333333,-32.546884307993,-0.4520400598332361,-2.169792287199533,-0.49284242419216273,-0.39154000233551717,31.944444444444443,30.23255813953488,34.48275862068966,9.45945945945946,4.761904761904762,15.625,5,33.33333333333333,39.53488372093023,60.46511627906976,48.837209302325576,51.162790697674424,29.166666666666668,70.83333333333334,23.25581395348837,27.906976744186046,6.611111111111111,59.72222222222222,-7.079153208333337,4,48,-7.114432572399999,16.380000000000003,14.6,18.3,7.699999999999999
2024,10,Denver Broncos,1,18,KC,3.019213174748399,1-0,100,38,0,38,0,33,2.9696969696969697,1001,30.333333333333332,28.14285714285714,7,0,0,0,0,57.14285714285714,-14.81417989885,-0.44891454238939393,-2.1163114141214288,-0.46651301262173916,-0.408438060855,18.181818181818183,17.391304347826086,20,5.88235294117647,8.695652173913043,0,0,0,47.82608695652174,52.17391304347826,65.21739130434783,34.78260869565217,12.121212121212121,87.87878787878788,34.78260869565217,8.695652173913043,6.303030303030303,69.6969696969697,-6.199614412121206,1,11,0.6910405513,4.42,7.1,9.7,5.2
