,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Splits,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Alignment,Alignment,Alignment,Alignment,FP,FP,FP,FP,FP,FP,FP,FP
Season,Rank,Name,Team,POS,G,WEEK,OPP,RTE %,TGT %,SNAP %,RTE,RTE %,TGT,TGT %,YPRR,TPRR,aDOT,AY,AY Share,YDS,TM YDS %,YPT,YPR,REC,CR %,YAC,YAC/REC,YACO,YACO/REC,TD,XTD,TM TD %,i20 TGT,EZTGT,EZTD,1D,1D/RR,RATE,1READ,1READ %,DESIGN,DESIGN %,CTGT,CTGT %,DEEP,EXP %,DRP,DRP %,CT,CC,CC %,HERO,MTF,MTF/REC,THREAT %,YPTOE,EPA/TGT,WIDE RTE %,SLOT RTE %,INLINE RTE %,BACK RTE %,FP,XFP,FP/G,XFP/G,DIFF,FP/RR,XFP/RR,RecXFP
2023,,League Avg,,,,,,,,52.06161919040489,17.67616191904048,47.34077961019497,3.4505247376311843,10.43230884557721,1.57,0.2,8.062218890554721,34.75337331334333,13.872938530734633,27.808095952023987,11.757346326836583,8.06,12.31,2.2586206896551726,65.5,11.159670164917541,4.94,3.951274362818591,1.75,0.17391304347826086,0.17113943028485695,9.648350824587702,0.4250374812593703,0.2608695652173913,0.10419790104947527,1.3013493253373314,0.074,71.70997001499313,2.814842578710645,12.17976011994002,0.3028485757121439,8.8,2.6986506746626686,78.2,0.5194902548725637,19,0.1671664167916042,4.8,0.4572713643178411,0.22038980509745126,48.2,0.08395802098950525,0.2901049475262369,0.13,20.9,0.04,0.258,43.435382308845604,36.68710644677663,18.671139430284864,1.2081709145427286,6.225187406296861,6.200524737631184,6.225157421289364,6.200419790104948,0.02473763118440804,0.34,0.35,6.1142428785607255
2023,1,Amari Cooper,CLV,WR,1,16,HST,26.47058823529412,35.714285714285715,78.7,36,80,15,34.1,7.36,0.42,20.47,307,65.9,265,70.9,17.67,24.09,11,73.3,60,5.45,15,1.36,2,1.29,66.7,4,3,1,11,0.306,127.1,14,38.9,0,0,11,73.3,8,55.6,0,0,4,4,100,2,0,0,40.5,7.17,1.575,80.6,19.4,0,0,51.5,31.9,51.5,31.9,19.6,1.38,0.89,31.9
2023,2,CeeDee Lamb,DAL,WR,1,17,DET,17.543859649122805,22.07792207792208,95.2,40,97.6,17,44.7,5.67,0.42,7.82,133,34.6,227,65.8,13.35,17.46,13,76.5,124,9.54,25,1.92,1,0.54,50,1,0,0,7,0.175,113,15,53.6,0,0,15,88.2,1,25,1,5.9,2,1,50,0,3,0.23,45.9,6.15,0.293,57.5,42.5,0,0,41.2,33.6,41.2,33.57,7.63,1.04,0.83,33.1
2023,3,Nico Collins,HST,WR,1,18,IND,25.961538461538463,25,82.1,27,87.1,9,34.6,7.22,0.33,13.11,118,45.2,195,73.9,21.67,21.67,9,100,77,8.56,32,3.56,1,0.62,50,0,0,0,6,0.222,155.8,8,36.4,2,22.2,9,100,3,44.4,0,0,0,0,0,1,3,0.33,37.5,13.14,1.606,85.2,14.8,0,0,34.5,27.8,34.5,27.76,6.74,1.28,1.03,27.8
2023,4,George Pickens,PIT,WR,1,16,CIN,14.723926380368098,18.181818181818183,77.6,24,82.8,6,22.2,8.13,0.25,17.67,106,43.6,195,67.2,32.5,48.75,4,66.7,113,28.25,-5,-1.25,2,0.73,100,0,0,0,3,0.125,149.3,6,28.6,0,0,5,83.3,2,75,0,0,0,0,0,1,2,0.5,25,22.82,2.257,87.5,12.5,0,0,35.5,22.6,35.5,22.63,12.87,1.48,0.94,22.6
2023,5,Justin Jefferson,MIN,WR,1,18,DET,27.27272727272727,29.78723404255319,92.9,45,91.8,14,31.8,4.27,0.31,13.64,191,48.4,192,48.5,13.71,16,12,85.7,41,3.42,13,1.08,1,0.72,50,0,1,1,7,0.156,142.6,13,36.1,2,14.3,12,85.7,4,41.7,0,0,1,1,100,1,3,0.25,37.8,4.79,0.77,77.8,22.2,0,0,36,33,36,33.04,2.96,0.83,0.73,32.7
2023,6,Nico Collins,HST,WR,1,13,DEN,27.884615384615387,33.33333333333333,84.1,29,82.9,12,42.9,6.59,0.41,14,168,56.9,191,65.4,15.92,21.22,9,75,76,8.44,36,4,1,2.06,100,3,3,1,5,0.172,144.4,11,55,2,16.7,10,83.3,3,37.5,1,8.3,1,1,100,1,2,0.22,52.2,7.02,1.006,82.8,17.2,0,0,34.1,37.8,34.1,37.8,-3.7,1.18,1.3,37.8
2023,7,Drake London,ATL,WR,1,14,TB,18.023255813953487,26.82926829268293,75.4,31,68.9,11,27.5,5.55,0.35,16,176,45.6,172,49.6,15.64,17.2,10,90.9,22,2.2,5,0.5,0,0.68,0,1,0,0,7,0.226,118.8,11,31.4,0,0,11,100,3,44.4,0,0,3,2,66.7,2,0,0,35.5,5.71,0.618,77.4,22.6,0,0,29.2,29,29.2,29.04,0.16,0.88,0.94,29
2023,8,Puka Nacua,LA,WR,1,16,NO,18.39080459770115,23.404255319148938,98.5,32,91.4,11,32.4,5.13,0.34,13.82,152,50.5,164,50,14.91,18.22,9,81.8,55,6.11,24,2.67,1,1.68,50,1,2,1,8,0.25,149.1,10,38.5,0,0,10,90.9,2,37.5,0,0,2,1,50,1,1,0.11,34.4,5.8,1.329,62.5,34.4,0,3.1,33,32.3,33,32.34,0.66,0.98,0.97,31.2
