,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Splits,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Alignment,Alignment,Alignment,Alignment,FP,FP,FP,FP,FP,FP,FP,FP
Season,Rank,Name,Team,POS,G,WEEK,OPP,RTE %,TGT %,SNAP %,RTE,RTE %,TGT,TGT %,YPRR,TPRR,aDOT,AY,AY Share,YDS,TM YDS %,YPT,YPR,REC,CR %,YAC,YAC/REC,YACO,YACO/REC,TD,XTD,TM TD %,i20 TGT,EZTGT,EZTD,1D,1D/RR,RATE,1READ,1READ %,DESIGN,DESIGN %,CTGT,CTGT %,DEEP,EXP %,DRP,DRP %,CT,CC,CC %,HERO,MTF,MTF/REC,THREAT %,YPTOE,EPA/TGT,WIDE RTE %,SLOT RTE %,INLINE RTE %,BACK RTE %,FP,XFP,FP/G,XFP/G,DIFF,FP/RR,XFP/RR,RecXFP
2023,,League Avg,,,,,,,,52.43937699680514,18.356230031948883,47.29856230031961,3.5375399361022364,10.37420127795524,1.53,0.19,7.835111821086264,34.789936102236425,14.151837060702857,28.084664536741215,11.732987220447262,7.94,11.84,2.371405750798722,67,11.274760383386582,4.75,4.2388178913738015,1.79,0.16533546325878595,0.16961661341852977,9.330990415335458,0.4217252396166134,0.25559105431309903,0.09345047923322684,1.321884984025559,0.072,71.81070287540005,2.82667731629393,12.091693290734819,0.33865814696485624,9.6,2.820287539936102,79.7,0.4968051118210863,17.8,0.1645367412140575,4.7,0.46485623003194887,0.2036741214057508,43.8,0.05910543130990415,0.3218849840255591,0.14,20.9,-0.02,0.217,43.187939297124544,37.876357827476056,17.93338658146965,0.9238019169329073,6.262140575079869,6.383067092651756,6.26210862619808,6.383130990415335,-0.12102236421725261,0.34,0.34,6.302476038338656
2023,1,CeeDee Lamb,DAL,WR,1,9,PHI,26.595744680851062,26.666666666666668,94.3,50,94.3,16,36.4,3.82,0.32,13.88,222,53.1,191,51.1,11.94,17.36,11,68.8,60,5.45,6,0.55,0,0.59,0,1,1,0,7,0.14,109.1,12,48,0,0,12,75,5,45.5,1,6.3,1,1,100,0,0,0,39,2.91,0.544,34,64,0,2,29.1,29.5,29.1,29.55,-0.45,0.6,0.59,29.5
2023,2,Travis Kelce,KC,TE,1,7,LAC,20.125786163522015,31.70731707317073,75,32,71.1,13,31,5.59,0.41,9.85,128,39.5,179,42.2,13.77,14.92,12,92.3,69,5.75,10,0.83,1,0.91,25,1,0,0,9,0.281,144.4,10,40,1,7.7,13,100,0,18.2,0,0,1,0,0,0,0,0,39.4,5.38,1.062,15.6,53.1,28.1,3.1,35.9,32.2,35.9,32.17,3.73,1.12,1.01,32.2
2023,3,Keenan Allen,LAC,WR,1,10,DET,15.625,18.91891891891892,77.9,35,85.4,14,35,5,0.4,9.43,132,49.6,175,54.2,12.5,15.91,11,78.6,64,5.82,30,2.73,2,1.39,50,0,0,0,9,0.257,158.3,13,46.4,1,7.1,12,85.7,2,27.3,1,7.1,1,1,100,0,2,0.18,40,4.78,1.239,37.1,62.9,0,0,40.5,31.7,40.5,31.72,8.78,1.16,0.91,31.7
2023,4,Brandin Cooks,DAL,WR,1,10,NYG,16.233766233766232,40,51.9,25,54.3,10,22.7,6.92,0.4,13.7,137,28.2,173,36.7,17.3,19.22,9,90,62,6.89,22,2.44,1,1.18,25,1,1,1,6,0.24,152.1,10,26.3,0,0,10,100,3,50,0,0,1,0,0,0,1,0.11,45.5,8.48,1.323,40,60,0,0,32.3,33.1,32.3,33.13,-0.83,1.29,1.33,33.1
2023,5,Noah Brown,HST,WR,1,10,CIN,39.285714285714285,44.44444444444444,74.3,33,80.5,8,20.5,5.21,0.24,16.5,132,28.2,172,48.3,21.5,24.57,7,87.5,45,6.43,29,4.14,0,0.2,0,0,0,0,7,0.212,118.8,5,17.2,0,0,8,100,4,85.7,1,12.5,0,0,0,0,2,0.29,25.8,12.05,1.469,69.7,30.3,0,0,24.2,24.2,24.2,24.24,-0.04,0.73,0.73,24.2
2023,6,CeeDee Lamb,DAL,WR,1,8,LA,18.617021276595743,23.333333333333332,81,35,85.4,14,41.2,4.51,0.4,9.79,137,47.9,158,51.5,11.29,13.17,12,85.7,71,5.92,50,4.17,2,2.26,50,2,2,2,7,0.2,153.3,11,37.9,2,14.3,13,92.9,3,36.4,1,7.1,2,1,50,1,7,0.58,51.9,3.42,0.89,42.9,57.1,0,0,41,39.3,41,39.34,1.66,1.14,1.11,38.8
2023,7,Brandon Aiyuk,SF,WR,1,11,TB,20.422535211267608,21.428571428571427,88.1,29,93.5,6,24,5.38,0.21,15,90,45.5,156,46.8,26,31.2,5,83.3,79,15.8,25,5,1,0.25,33.3,0,0,0,5,0.172,158.3,3,20,0,0,5,83.3,1,40,0,0,0,0,0,0,1,0.2,27.3,16.87,1.673,75.9,24.1,0,0,26.6,16.4,26.6,16.42,10.18,0.92,0.57,16.4
2023,8,Amon-Ra St. Brown,DET,WR,1,10,LAC,14.432989690721648,15.517241379310345,92.2,28,84.8,9,27.3,5.57,0.32,12.56,113,50.2,156,46.8,17.33,19.5,8,88.9,72,9,12,1.5,1,0.87,50,2,0,0,5,0.179,155.8,8,30.8,2,22.2,9,100,2,42.9,0,0,2,1,50,1,0,0,30,9.15,1.441,42.9,57.1,0,0,30.5,25.1,30.5,25.09,5.41,1.06,0.87,24.2
