,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Alignment,Alignment,Alignment,Alignment,FP,FP,FP,FP,FP,FP,FP,FP
Season,Rank,Name,Team,POS,G,PERS,RTE %,TGT %,SNAP %,RTE,RTE %,TGT,TGT %,YPRR,TPRR,aDOT,AY,AY Share,YDS,TM YDS %,YPT,YPR,REC,CR %,YAC,YAC/REC,YACO,YACO/REC,TD,XTD,TM TD %,i20 TGT,EZTGT,EZTD,1D,1D/RR,RATE,1READ,1READ %,DESIGN,DESIGN %,CTGT,CTGT %,DEEP,EXP %,DRP,DRP %,CT,CC,CC %,HERO,MTF,MTF/REC,THREAT %,YPTOE,EPA/TGT,WIDE RTE %,SLOT RTE %,INLINE RTE %,BACK RTE %,FP,XFP,FP/G,XFP/G,DIFF,FP/RR,XFP/RR,RecXFP
2025,31,Michael Wilson,ARZ,WR,17,11,59.23460898502496,56.451612903225815,95.7,356,89.7,70,19.9,1.5,0.2,12.07,845,34.3,533,24.2,7.61,13,41,58.6,140,3.41,58,1.41,2,2.29,12.5,9,5,1,27,0.076,80.2,59,26.6,2,2.9,48,68.6,12,21.1,2,2.9,15,9,60,1,3,0.07,22.7,-0.88,0.229,67.7,32.3,0,0,106.3,103.9,6.25,6.11,0.14,0.3,0.29,103.9
2025,32,Deebo Samuel,WAS,WR,16,11,75.71428571428571,70.40816326530613,84.9,318,87.6,69,22.5,1.65,0.22,5.07,350,14.8,525,26.2,7.61,10.29,51,73.9,359,7.04,122,2.39,5,3.1,41.7,7,3,3,24,0.075,107.5,56,28.1,23,33.3,60,87,6,13,5,7.2,13,8,61.5,1,12,0.24,27.1,0.79,0.332,26.7,72,0,1.3,133.5,115.8,8.34,7.23,1.11,0.42,0.36,115.8
2025,33,Troy Franklin,DEN,WR,17,11,81.31868131868131,78.43137254901961,72.2,370,73.7,80,17.2,1.38,0.22,12.84,1027,30.6,512,17.7,6.4,10.67,48,60,217,4.52,69,1.44,4,3.76,22.2,14,7,3,20,0.054,74.6,59,20.6,15,18.8,57,71.3,17,18.4,6,7.5,10,6,60,0,10,0.21,23.4,-2.27,-0.045,51.9,48.1,0,0,123.2,133.2,7.25,7.83,-0.58,0.33,0.36,133.2
2025,34,Zay Flowers,BLT,WR,17,12,43.103448275862064,44.44444444444444,92,200,94.8,52,28.4,2.56,0.26,9.1,473,36.8,511,41.4,9.83,13.81,37,71.2,219,5.92,59,1.59,3,3.31,42.9,8,3,1,20,0.1,113.5,36,32.4,7,13.5,44,84.6,9,28.1,4,7.7,8,5,62.5,1,12,0.32,31.3,2.22,0.306,74,26,0,0,106.1,103.3,6.24,6.08,0.16,0.53,0.52,103.3
2025,35,Josh Downs,IND,WR,16,11,94.36619718309859,91.66666666666666,83.5,335,87.2,77,22,1.5,0.23,7.65,589,23,504,20.9,6.55,9.51,53,68.8,118,2.23,54,1.02,4,4.27,30.8,11,2,2,34,0.101,97.6,68,25.8,2,2.6,61,79.2,6,6.5,5,6.5,11,6,54.5,2,5,0.09,25.2,-0.66,0.186,18.5,80.9,0,0.6,127.4,133.2,7.96,8.32,-0.36,0.38,0.4,133.2
2025,36,Jordan Addison,MIN,WR,13,11,80,75.34246575342466,77.3,320,87.4,55,18,1.53,0.17,13.82,760,32.5,491,24.7,8.93,15.34,32,58.2,137,4.28,47,1.47,2,2.69,28.6,8,4,1,21,0.066,77.2,46,22.5,2,3.6,41,74.5,14,30.8,9,16.4,9,5,55.6,2,2,0.06,20.8,0.11,0.357,75.6,24.1,0,0.3,93.1,101.2,7.16,7.78,-0.62,0.29,0.32,101.2
2025,37,Drake London,ATL,WR,10,11,59.94318181818182,53.70370370370371,68.6,211,85.4,58,25.8,2.27,0.27,10.26,595,34.2,478,35.2,8.24,12.92,37,63.8,134,3.62,53,1.43,5,5.44,71.4,11,7,3,23,0.109,118.3,50,35.2,1,1.7,42,72.4,7,16.1,1,1.7,14,7,50,3,1,0.03,30.9,0.17,0.283,70.6,29.4,0,0,114.8,107.9,11.48,10.79,0.69,0.54,0.51,107.9
2025,38,Rashee Rice,KC,WR,8,11,75.2,72.72727272727273,48.1,188,82.1,56,28,2.35,0.3,5.86,328,22.2,441,32.4,7.88,11.92,37,66.1,305,8.24,73,1.97,1,1.64,20,8,3,1,20,0.106,95.9,42,34.1,16,28.6,47,83.9,4,21.2,5,8.9,7,1,14.3,0,8,0.22,35.2,0.86,0.224,50,48.4,0,1.6,87.1,89.1,10.89,11.14,-0.25,0.46,0.47,89.1
2025,39,Jauan Jennings,SF,WR,15,11,55.503512880562056,66.27906976744185,73.5,237,82.3,57,21.8,1.86,0.24,9.98,569,26.2,440,22.1,7.72,12.22,36,63.2,144,4,59,1.64,6,5.66,42.9,13,5,3,25,0.105,107.3,53,31.4,0,0,44,77.2,7,25,2,3.5,15,9,60,0,4,0.11,26.1,-0.3,0.299,59.5,40.5,0,0,116,108.7,7.73,7.24,0.49,0.49,0.46,108.7
2025,40,Christian Watson,GB,WR,10,11,75.10917030567686,74.54545454545455,45.1,172,70.2,41,18.8,2.5,0.24,15.39,631,32.3,430,25.9,10.49,16.54,26,63.4,81,3.12,18,0.69,3,2.44,27.3,5,4,1,21,0.122,123,33,24.8,0,0,33,80.5,12,33.3,1,2.4,13,8,61.5,1,0,0,26.8,1.11,0.574,64,33.7,2.3,0,87,81.7,8.7,8.17,0.53,0.51,0.48,81.7
2025,41,Jalen Nailor,MIN,WR,16,11,95.17426273458445,94,90.5,355,80.9,47,12.9,1.17,0.13,13.64,641,22.6,416,17.2,8.85,16,26,55.3,111,4.27,42,1.62,2,2.03,20,9,6,2,20,0.056,59.7,35,13.9,1,2.1,29,61.7,10,34.8,1,2.1,9,7,77.8,2,3,0.12,15.4,-0.34,0.142,36.6,62.8,0.3,0.3,79.6,69.1,4.97,4.32,0.65,0.22,0.19,69.1
2025,42,Rome Odunze,CHI,WR,12,11,70.3601108033241,67.04545454545455,77.8,254,86.4,59,22.4,1.64,0.23,13.41,791,40.2,416,22.9,7.05,14.86,28,47.5,163,5.82,44,1.57,4,2.96,36.4,6,5,1,23,0.091,86.5,43,25.9,2,3.4,39,66.1,15,32,8,13.6,13,5,38.5,0,4,0.14,25.2,-1.84,0.333,63,36.6,0,0.4,93.6,98.3,7.8,8.19,-0.39,0.37,0.39,98.3
2025,43,Ryan Flournoy,DAL,WR,12,11,91.08527131782945,90.74074074074075,48.4,235,51.6,49,11.7,1.74,0.21,9.84,482,14.9,410,12.6,8.37,11.71,35,71.4,173,4.94,79,2.26,2,2.16,12.5,6,4,1,25,0.106,93.1,34,12.4,4,8.2,41,83.7,5,12.5,3,6.1,10,5,50,0,5,0.14,23.2,0.34,0.514,62.1,37.9,0,0,88,85.3,7.33,7.11,0.22,0.37,0.36,85.3
2025,44,Alec Pierce,IND,WR,12,12,26.516853932584272,34.523809523809526,76.1,118,86.1,29,23.8,3.46,0.25,19,551,49,408,35.4,14.07,24,17,58.6,84,4.94,47,2.76,1,0.87,20,0,1,1,17,0.144,114.5,26,28,0,0,19,65.5,8,52.9,0,0,6,2,33.3,1,1,0.06,27.9,3.62,0.833,92.4,7.6,0,0,63.8,55.4,5.32,4.62,0.7,0.54,0.47,55.4
2025,45,Terry McLaurin,WAS,WR,10,11,73.87755102040816,77.58620689655173,49.3,181,74.5,45,22,2.24,0.25,13.22,595,40.9,406,33.2,9.02,14.5,28,62.2,70,2.5,39,1.39,3,2.58,60,6,4,2,23,0.127,113.8,36,27.1,0,0,32,71.1,8,25,1,2.2,12,8,66.7,1,4,0.14,30.8,0.24,0.595,84.5,15.5,0,0,86.6,76.7,8.66,7.67,0.99,0.48,0.42,76.7
2025,46,Ja'Marr Chase,CIN,WR,14,12,25.774877650897228,28.7292817679558,84.6,158,92.9,52,33.8,2.57,0.33,9.67,503,49.2,406,40.7,7.81,11.94,34,65.4,154,4.53,45,1.32,1,1.54,11.1,1,2,1,19,0.12,79.5,43,45.3,6,11.5,40,76.9,9,18.2,3,5.8,9,7,77.8,1,3,0.09,38.2,-0.14,0.175,77.8,20.9,0,1.3,80.6,83.9,5.76,5.99,-0.23,0.51,0.53,83.9
