,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Splits,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Alignment,Alignment,Alignment,Alignment,FP,FP,FP,FP,FP,FP,FP,FP
Season,Rank,Name,Team,POS,G,WEEK,OPP,RTE %,TGT %,SNAP %,RTE,RTE %,TGT,TGT %,YPRR,TPRR,aDOT,AY,AY Share,YDS,TM YDS %,YPT,YPR,REC,CR %,YAC,YAC/REC,YACO,YACO/REC,TD,XTD,TM TD %,i20 TGT,EZTGT,EZTD,1D,1D/RR,RATE,1READ,1READ %,DESIGN,DESIGN %,CTGT,CTGT %,DEEP,EXP %,DRP,DRP %,CT,CC,CC %,HERO,MTF,MTF/REC,THREAT %,YPTOE,EPA/TGT,WIDE RTE %,SLOT RTE %,INLINE RTE %,BACK RTE %,FP,XFP,FP/G,XFP/G,DIFF,FP/RR,XFP/RR,RecXFP
2025,,League Avg,,,,,,,,70.93655462184869,27.136554621848738,70.52310924369749,6.4033613445378155,19.11491596638655,2.2,0.24,11.197331932773107,68.10084033613445,26.0016806722689,59.70378151260504,25.08802521008405,9.32,13.37,4.466386554621849,69.8,21.794117647058822,4.88,7.399159663865547,1.66,0.37815126050420167,0.33596638655462147,19.266806722689083,0.8172268907563025,0.4810924369747899,0.19957983193277312,2.7941176470588234,0.103,103.46953781512622,4.98109243697479,22.91932773109248,0.47689075630252103,7.4,5.163865546218488,80.6,0.9894957983193278,22.1,0.31092436974789917,4.9,1.2415966386554622,0.7647058823529411,61.6,0.10714285714285714,0.5021008403361344,0.11,26.5,1.12,0.427,49.69096638655455,37.10693277310923,12.464915966386554,0.7382352941176473,12.844117647058829,11.892016806722692,12.844075630252105,11.891764705882364,0.9523109243697472,0.47,0.43,11.79558823529412
2025,1,Michael Wilson,ARZ,WR,1,11,SF,7.820299500831947,14.516129032258066,83.1,47,82.5,18,31.6,3.94,0.38,12.72,229,60.9,185,40.9,10.28,12.33,15,83.3,40,2.67,21,1.4,0,0.12,0,0,0,0,9,0.191,109.5,14,40,0,0,16,88.9,4,20,0,0,7,6,85.7,0,0,0,39.1,1.92,0.541,83,17,0,0,33.5,31.7,33.5,31.66,1.84,0.71,0.67,31.7
2025,2,DeVonta Smith,PHI,WR,1,7,MIN,5.23138832997988,9.734513274336283,87.8,26,100,11,47.8,7.04,0.42,15.64,172,61.9,183,56.1,16.64,20.33,9,81.8,40,4.44,21,2.33,1,0.63,33.3,0,0,0,5,0.192,149.1,8,66.7,1,9.1,11,100,3,33.3,0,0,3,1,33.3,1,0,0,47.8,7.31,0.926,38.5,61.5,0,0,33.3,31.7,33.3,31.66,1.64,1.28,1.22,31.7
2025,3,Jaxon Smith-Njigba,SEA,WR,1,12,TEN,5.427974947807933,6.369426751592357,78.7,26,96.3,10,38.5,6.42,0.38,13.6,136,66,167,68.4,16.7,20.88,8,80,72,9,15,1.88,2,2.07,100,5,2,1,5,0.192,158.3,9,56.3,0,0,9,90,3,40,0,0,1,0,0,0,2,0.25,41.7,7.97,1.387,73.1,26.9,0,0,37.1,32.1,37.1,32.09,5.01,1.41,1.22,31.6
2025,4,Oronde Gadsden,LAC,TE,1,7,IND,12.8,11.76470588235294,78.4,48,78.7,8,14.5,3.42,0.17,12,96,20.6,164,39,20.5,23.43,7,87.5,62,8.86,38,5.43,1,0.76,33.3,2,0,0,5,0.104,158.3,6,19.4,1,12.5,8,100,2,66.7,1,12.5,0,0,0,0,2,0.29,19.5,11.32,1.535,20.8,56.3,22.9,0,29.4,23.6,29.4,23.6,5.8,0.61,0.49,23.6
2025,5,Ja'Marr Chase,CIN,WR,1,7,PIT,7.830342577487764,12.70718232044199,98.6,48,98,23,48.9,3.35,0.48,7,161,50.8,161,47.1,7,10.06,16,69.6,91,5.69,34,2.13,1,0.68,33.3,3,2,1,9,0.188,103.7,18,52.9,4,17.4,20,87,0,0,3,13,5,3,60,0,4,0.25,53.5,-0.47,0.365,70.8,27.1,0,2.1,38.1,37.1,38.1,37.12,0.98,0.79,0.77,37.1
2025,6,Wan'Dale Robinson,NYG,WR,1,12,DET,7.0745697896749515,9.848484848484848,81.8,37,94.9,13,35.1,4.22,0.35,13.92,181,45.1,156,39.1,12,17.33,9,69.2,39,4.33,7,0.78,1,1.1,33.3,0,1,1,6,0.162,103.4,13,46.4,2,15.4,9,69.2,2,33.3,0,0,2,1,50,0,0,0,44.8,2.69,0.556,54.1,45.9,0,0,30.6,29.6,30.6,29.61,0.99,0.83,0.79,29.1
2025,7,Amon-Ra St. Brown,DET,WR,1,12,NYG,7.2106261859582546,7.83132530120482,96.9,38,84.4,13,31,3.92,0.34,11.38,148,71.5,149,53.4,11.46,16.56,9,69.2,55,6.11,30,3.33,1,0.15,50,2,0,0,7,0.184,101.1,13,41.9,1,7.7,11,84.6,2,37.5,2,15.4,3,2,66.7,0,3,0.33,36.1,2.88,0.447,36.8,60.5,0,2.6,29.9,23.9,29.9,23.85,6.05,0.79,0.63,23.9
2025,8,George Pickens,DAL,WR,1,12,PHI,5.4888507718696395,6.870229007633588,77.9,32,80,9,25,4.56,0.28,12.44,112,29.8,146,41.2,16.22,16.22,9,100,35,3.89,21,2.33,1,0.79,50,1,1,1,7,0.219,155.8,7,33.3,0,0,9,100,2,37.5,0,0,6,6,100,1,0,0,31,7.64,1.324,78.1,21.9,0,0,29.6,19,29.6,18.98,10.62,0.93,0.59,19
