,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Rushing,Rushing,Rushing,Rushing,Rushing,Gain Rates,Gain Rates,Gain Rates,Gain Rates,Gain Rates,Gain Rates,Gain Rates,Red Zone,Red Zone,Red Zone,Red Zone,Red Zone,Red Zone,Scrambles,Scrambles,Scrambles,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,FP,FP,FP
2024,9,Saquon Barkley,PHI,RB,1,17,DAL,8.985507246376812,31,167,5.39,0,0,87.1,67.7,41.9,12.9,9.7,6.5,0,0,0,1,25,4,57.1,0,0,0,2,10.5,2,2,1,1,1,100,0,0,0,1,0,22.4,18.9,18.9
2024,10,Derrick Henry,BLT,RB,1,16,PIT,7.384615384615385,24,162,6.75,0,0,83.3,62.5,45.8,29.2,4.2,4.2,4.2,0,0,3,100,5,62.5,0,0,0,2,8.7,2,27,13,13.5,13.5,100,0,0,0,0,0,19,20.9,20.9
2024,11,Joe Mixon,HST,RB,1,1,IND,12.244897959183673,30,159,5.3,1,0,86.7,83.3,46.7,13.3,0,0,0,2,66.7,4,80,5,71.4,0,0,0,3,9.4,3,19,8.1,6.33,6.33,100,0,0,0,0,0,23.5,26.8,26.8
2024,12,Saquon Barkley,PHI,RB,1,9,JAX,7.82608695652174,27,159,5.89,1,1,81.5,59.3,44.4,22.2,11.1,3.7,0,0,0,0,0,2,33.3,0,0,0,4,16.7,3,40,17.4,13.33,10,75,1,50,0,3,0,23.4,33.9,33.9
2024,13,Alvin Kamara,NO,RB,1,9,CAR,12.719298245614036,29,155,5.34,0,0,93.1,86.2,51.7,10.3,3.4,3.4,0,0,0,0,0,4,57.1,0,0,0,8,25,6,60,25.4,10,7.5,75,0,0,0,1,0,30.4,27.5,27.5
2024,14,Chuba Hubbard,CAR,RB,1,10,NYG,11.200000000000001,28,153,5.46,1,1,85.7,50,32.1,14.3,14.3,10.7,0,2,100,3,100,5,100,0,0,0,6,24,4,16,12.7,4,2.67,66.7,0,0,0,0,1,27,25.9,25.9
2024,15,Chuba Hubbard,CAR,RB,1,16,ARZ,10,25,152,6.08,2,0,84,76,48,16,8,8,0,4,80,4,66.7,5,62.5,0,0,0,5,19.2,4,13,8.2,3.25,2.6,80,0,0,0,1,0,24.8,32.5,32.5
2024,16,Bucky Irving,TB,RB,1,13,CAR,12.077294685990339,25,152,6.08,1,0,92,76,48,16,4,4,4,2,50,4,57.1,7,58.3,0,0,0,3,8.8,3,33,13.8,11,11,100,0,0,0,0,0,22.6,27.5,27.5
2024,17,Derrick Henry,BLT,RB,1,3,DAL,7.6923076923076925,25,151,6.04,2,0,92,68,36,20,8,8,0,2,100,2,66.7,2,66.7,0,0,0,1,6.7,1,23,12.6,23,23,100,0,0,0,0,0,15.6,30.4,30.4
2024,18,Josh Jacobs,GB,RB,1,2,IND,10.631229235880399,32,151,4.72,0,1,87.5,56.3,37.5,12.5,6.3,3.1,3.1,1,100,1,100,2,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6,14.1,14.1
2024,19,Saquon Barkley,PHI,RB,1,16,WAS,8.405797101449275,29,150,5.17,2,0,75.9,44.8,27.6,13.8,6.9,3.4,3.4,3,100,3,100,6,85.7,0,0,0,1,3.6,0,0,0,0,0,0,0,0,0,0,0,20.8,27,27
2024,20,Rico Dowdle,DAL,RB,1,15,CAR,10.638297872340425,25,149,5.96,0,0,100,96,52,20,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,14.9,14.9
2024,21,Derrick Henry,BLT,RB,1,17,HST,8.307692307692308,27,147,5.44,1,0,92.6,74.1,59.3,11.1,7.4,3.7,0,2,100,2,66.7,4,80,0,0,0,2,11.8,2,18,9.8,9,9,100,0,0,0,0,0,19.7,24.5,24.5
2024,22,Saquon Barkley,PHI,RB,1,3,NO,4.9275362318840585,17,147,8.65,2,0,76.5,70.6,47.1,23.5,11.8,11.8,5.9,1,100,1,100,2,66.7,0,0,0,4,10.5,4,9,2.9,2.25,2.25,100,0,0,0,1,0,16.9,33.6,33.6
2024,23,Jordan Mason,SF,RB,1,1,NYJ,18.30065359477124,28,147,5.25,1,0,92.9,60.7,50,17.9,3.6,3.6,0,2,66.7,2,66.7,5,62.5,0,0,0,1,3.4,1,5,2.2,5,5,100,0,0,0,0,0,19.5,22.2,22.2
2024,24,Saquon Barkley,PHI,RB,1,11,WAS,7.536231884057972,26,146,5.62,2,0,88.5,61.5,34.6,7.7,7.7,7.7,3.8,2,66.7,2,50,3,37.5,0,0,0,2,7.1,2,52,23.5,26,26,100,0,0,0,0,0,18.4,33.8,33.8
2024,25,Tyrone Tracy,NYG,RB,1,8,PIT,10.416666666666668,20,145,7.25,1,0,85,65,45,20,15,10,5,0,0,0,0,1,50,0,0,0,3,7.9,2,5,1.9,2.5,1.67,66.7,0,0,0,1,0,16.1,23,23
2024,26,Derrick Henry,BLT,RB,1,12,LAC,7.384615384615385,24,140,5.83,0,0,83.3,79.2,50,16.7,8.3,4.2,0,0,0,1,50,3,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,14,14
2024,27,Jahmyr Gibbs,DET,RB,1,18,MIN,9.2,23,139,6.04,3,0,87,69.6,34.8,17.4,8.7,8.7,4.3,1,100,1,100,5,100,0,0,0,5,15.2,5,31,13.4,6.2,6.2,100,1,100,1,1,0,23.8,46,46
2024,28,Derrick Henry,BLT,RB,1,18,CLV,6.153846153846154,20,138,6.9,2,0,75,50,40,20,20,15,5,2,100,2,66.7,3,50,0,0,0,3,9.4,2,23,10.6,11.5,7.67,66.7,0,0,1,1,0,17.6,30.1,30.1
2024,29,Sean Tucker,TB,RB,1,6,NO,28.000000000000004,14,136,9.71,1,0,92.9,85.7,71.4,42.9,14.3,7.1,7.1,1,33.3,1,25,2,22.2,0,0,0,3,8.3,3,56,17.2,18.67,18.67,100,1,25,0,0,0,13.1,34.2,34.2
2024,30,J.K. Dobbins,LAC,RB,1,1,LV,5.128205128205128,10,135,13.5,1,0,90,50,40,30,20,20,20,0,0,1,100,2,40,0,0,0,3,11.5,3,4,2.8,1.33,1.33,100,0,0,0,0,0,11.1,22.9,22.9
2024,31,Zach Charbonnet,SEA,RB,1,14,ARZ,16.296296296296298,22,134,6.09,2,0,59.1,50,36.4,18.2,13.6,9.1,4.5,4,100,5,100,8,72.7,0,0,0,7,23.3,7,59,25.3,8.43,8.43,100,0,0,0,0,0,27.9,38.3,38.3
2024,32,Brian Robinson,WAS,RB,1,2,NYG,9.090909090909092,17,133,7.82,0,0,82.4,47.1,41.2,29.4,17.6,11.8,11.8,0,0,3,60,4,30.8,0,0,0,2,6.9,1,3,1.3,3,1.5,50,0,0,0,1,0,15.4,14.6,14.6
2024,33,Derrick Henry,BLT,RB,1,6,WAS,7.384615384615385,24,132,5.5,2,0,95.8,70.8,45.8,12.5,8.3,4.2,0,1,100,2,100,4,57.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,25.2,25.2
2024,34,Rico Dowdle,DAL,RB,1,14,CIN,7.659574468085106,18,131,7.28,0,0,83.3,72.2,55.6,27.8,11.1,5.6,0,0,0,0,0,3,75,0,0,0,2,6.5,1,10,5.5,10,5,50,0,0,0,1,0,15.2,15.1,15.1
2024,35,J.K. Dobbins,LAC,RB,1,2,CAR,8.717948717948717,17,131,7.71,1,0,76.5,76.5,58.8,23.5,11.8,5.9,5.9,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,100,0,0,0,0,0,10,20.1,20.1
2024,36,D'Andre Swift,CHI,RB,1,8,WAS,7.114624505928854,18,129,7.17,1,0,83.3,61.1,50,11.1,11.1,11.1,5.6,0,0,1,33.3,2,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6,18.9,18.9
2024,37,Tyrone Tracy,NYG,RB,1,5,SEA,9.375,18,129,7.17,0,0,100,77.8,50,22.2,11.1,11.1,0,0,0,0,0,2,28.6,0,0,0,2,5.9,1,1,0.4,1,0.5,50,0,0,0,0,0,13.6,14,14
2024,38,Tony Pollard,TEN,RB,1,9,NE,10.76923076923077,28,128,4.57,0,0,85.7,64.3,35.7,10.7,3.6,3.6,3.6,0,0,3,75,7,70,0,0,0,3,9.1,3,26,10.8,8.67,8.67,100,0,0,0,0,0,24.1,18.4,18.4
2024,39,Josh Jacobs,GB,RB,1,8,JAX,8.305647840531561,25,127,5.08,2,0,92,72,32,8,4,4,4,2,50,2,50,4,50,0,0,0,2,7.4,1,-2,-0.8,-2,-1,50,0,0,0,0,0,18.7,25.5,25.5
2024,40,Jahmyr Gibbs,DET,RB,1,8,TEN,4.3999999999999995,11,127,11.55,1,0,90.9,81.8,63.6,18.2,9.1,9.1,9.1,1,33.3,1,25,3,42.9,0,0,0,1,5.3,1,6,6.4,6,6,100,0,0,0,0,0,9.4,20.3,20.3
2024,41,Jonathan Taylor,IND,RB,1,17,NYG,10.561056105610561,32,125,3.91,2,0,78.1,56.3,37.5,6.3,3.1,3.1,0,2,100,4,100,8,100,0,0,0,4,10.5,2,11,3.3,5.5,2.75,50,0,0,0,2,0,29.9,27.6,27.6
2024,42,Bijan Robinson,ATL,RB,1,15,LV,7.236842105263158,22,125,5.68,0,0,95.5,72.7,45.5,13.6,4.5,4.5,0,0,0,0,0,0,0,0,0,0,1,5.9,1,10,8.9,10,10,100,0,0,0,0,0,12.5,14.5,14.5
2024,43,Saquon Barkley,PHI,RB,1,14,CAR,5.797101449275362,20,124,6.2,0,0,90,70,50,25,10,0,0,2,66.7,4,80,4,80,0,0,0,1,4.8,0,0,0,0,0,0,0,0,0,0,0,14.7,14.4,14.4
2024,44,Jordan Mason,SF,RB,1,4,NE,15.686274509803921,24,123,5.13,1,0,83.3,50,37.5,16.7,12.5,8.3,0,1,100,3,100,6,100,0,0,0,3,11.1,2,37,12.8,18.5,12.33,66.7,0,0,0,1,0,22.1,24,24
2024,45,James Conner,ARZ,RB,1,2,LA,8.898305084745763,21,122,5.81,1,0,90.5,71.4,52.4,19,9.5,4.8,0,1,100,2,100,4,57.1,0,0,0,1,4.8,1,2,0.8,2,2,100,0,0,0,0,0,15.2,19.4,19.4
2024,46,Kyren Williams,LA,RB,1,16,NYJ,7.2784810126582276,23,122,5.3,1,0,91.3,73.9,52.2,8.7,0,0,0,1,100,1,100,4,57.1,0,0,0,1,5.3,1,7,6.4,7,7,100,0,0,0,0,0,16.2,19.9,19.9
2024,47,De'Von Achane,MIA,RB,1,18,NYJ,5.41871921182266,11,121,11,1,0,81.8,72.7,54.5,36.4,27.3,18.2,9.1,1,100,1,50,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,18.1,18.1
2024,48,Rhamondre Stevenson,NE,RB,1,1,CIN,12.077294685990339,25,120,4.8,1,0,84,64,36,16,8,0,0,1,100,2,100,3,60,0,0,0,3,12.5,3,6,5,2,2,100,0,0,0,1,0,20.1,21.6,21.6
2024,49,Chase Brown,CIN,RB,1,9,LV,11.790393013100436,27,120,4.44,0,0,88.9,63,44.4,7.4,3.7,3.7,0,1,100,6,100,7,87.5,0,0,0,5,12.8,5,37,14.7,7.4,7.4,100,1,20,1,1,0,27.4,26.7,26.7
2024,50,De'Von Achane,MIA,RB,1,16,SF,8.374384236453201,17,120,7.06,1,0,88.2,64.7,58.8,5.9,5.9,5.9,5.9,1,100,2,100,2,66.7,0,0,0,7,20.6,6,70,32.6,11.67,10,85.7,0,0,0,0,0,20.6,31,31
2024,51,Tony Pollard,TEN,RB,1,12,HST,9.230769230769232,24,119,4.96,1,0,83.3,66.7,37.5,20.8,8.3,4.2,0,0,0,1,100,2,100,0,0,0,5,20,3,10,3.6,3.33,2,60,0,0,0,0,0,21.1,21.9,21.9
2024,52,Tank Bigsby,JAX,RB,1,7,NE,15.476190476190476,26,118,4.54,2,0,92.3,65.4,38.5,15.4,0,0,0,2,100,9,90,14,87.5,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,25.7,23.8,23.8
2024,53,James Conner,ARZ,RB,1,16,CAR,6.3559322033898304,15,117,7.8,1,0,93.3,80,66.7,20,13.3,6.7,6.7,0,0,1,100,3,75,0,0,0,4,12.5,4,49,24.3,12.25,12.25,100,0,0,0,1,0,16.6,26.6,26.6
2024,54,Jahmyr Gibbs,DET,RB,1,17,SF,7.199999999999999,18,117,6.5,1,0,77.8,72.2,50,16.7,16.7,11.1,5.6,0,0,2,33.3,3,42.9,0,0,0,4,11.8,4,46,15.2,11.5,11.5,100,0,0,0,0,0,17.4,26.3,26.3
2024,55,Bucky Irving,TB,RB,1,15,LAC,7.246376811594203,15,117,7.8,0,0,86.7,73.3,46.7,13.3,13.3,6.7,6.7,0,0,0,0,2,40,0,0,0,2,7.4,2,-4,-1.4,-2,-2,100,0,0,1,1,0,12.8,13.3,13.3
2024,56,Bijan Robinson,ATL,RB,1,10,NO,6.578947368421052,20,116,5.8,2,0,85,75,50,5,5,5,5,1,25,2,40,2,40,0,0,0,4,10.5,3,28,9.2,9.33,7,75,0,0,0,0,0,17.6,29.4,29.4
2024,57,Jahmyr Gibbs,DET,RB,1,7,MIN,6,15,116,7.73,2,0,93.3,80,46.7,13.3,6.7,6.7,6.7,0,0,1,50,2,66.7,0,0,0,4,16,4,44,15.7,11,11,100,0,0,0,0,0,15.1,32,32
2024,58,Ameer Abdullah,LV,RB,1,17,NO,30.303030303030305,20,115,5.75,0,0,90,75,50,20,5,0,0,1,50,2,66.7,5,83.3,0,0,0,4,11.4,3,32,13.2,10.67,8,75,0,0,0,1,0,20.8,17.7,17.7
2024,59,Joe Mixon,HST,RB,1,7,GB,10.204081632653061,25,115,4.6,2,0,76,48,28,16,8,4,4,2,100,2,100,7,87.5,0,0,0,3,14.3,2,9,10.5,4.5,3,66.7,0,0,0,0,0,22.6,26.4,26.4
2024,60,Alvin Kamara,NO,RB,1,2,DAL,8.771929824561402,20,115,5.75,3,0,95,90,50,20,5,0,0,1,50,2,50,5,50,0,0,0,3,18.8,2,65,26.7,32.5,21.67,66.7,1,50,0,1,0,19.3,44,44
2024,61,Jonathan Taylor,IND,RB,1,10,BUF,6.9306930693069315,21,114,5.43,0,0,66.7,38.1,14.3,14.3,9.5,9.5,4.8,1,100,3,100,6,100,0,0,0,4,11.4,2,8,2.9,4,2,50,0,0,0,0,0,21.3,14.2,14.2
2024,62,Chuba Hubbard,CAR,RB,1,3,LV,8.4,21,114,5.43,0,0,90.5,81,61.9,14.3,0,0,0,0,0,1,33.3,3,60,0,0,0,5,13.5,5,55,17.2,11,11,100,1,33.3,2,2,0,21.9,27.9,27.9
2024,63,Najee Harris,PIT,RB,1,8,NYG,7.224334600760455,19,114,6,0,0,84.2,73.7,52.6,21.1,5.3,5.3,0,1,100,3,100,3,60,0,0,0,4,14.3,3,17,6.1,5.67,4.25,75,0,0,0,0,0,17.9,16.1,16.1
2024,64,Breece Hall,NYJ,RB,1,6,BUF,8.61244019138756,18,113,6.28,0,0,77.8,55.6,33.3,22.2,11.1,11.1,5.6,1,100,1,50,1,50,0,0,0,6,17.1,5,56,19,11.2,9.33,83.3,0,0,0,2,0,20.3,21.9,21.9
2024,65,Bucky Irving,TB,RB,1,17,CAR,9.66183574879227,20,113,5.65,0,0,75,65,50,20,5,5,5,2,100,2,100,2,22.2,0,0,0,4,12.5,4,77,21.4,19.25,19.25,100,0,0,1,1,0,18.4,23,23
2024,66,Alvin Kamara,NO,RB,1,13,LA,10.087719298245613,23,112,4.87,0,0,87,69.6,47.8,17.4,0,0,0,0,0,1,100,3,75,0,0,0,6,16.2,4,7,3.8,1.75,1.17,66.7,0,0,0,0,0,22.9,15.9,15.9
2024,67,Rico Dowdle,DAL,RB,1,13,NYG,9.361702127659575,22,112,5.09,1,0,81.8,68.2,27.3,18.2,13.6,4.5,0,1,100,2,50,3,50,0,0,0,3,8.3,3,11,5.6,3.67,3.67,100,0,0,0,1,0,18.6,21.3,21.3
2024,68,James Cook,BUF,RB,1,8,SEA,8.212560386473431,17,111,6.53,2,0,94.1,76.5,58.8,23.5,5.9,0,0,1,50,2,40,5,45.5,0,0,0,3,8.8,3,22,7.8,7.33,7.33,100,0,0,0,0,0,17,28.3,28.3
2024,69,James Conner,ARZ,RB,1,15,NE,6.779661016949152,16,110,6.88,2,0,81.3,56.3,43.8,12.5,12.5,6.3,6.3,3,100,3,75,6,75,0,0,0,5,15.6,5,28,12.1,5.6,5.6,100,0,0,0,2,0,21.8,30.8,30.8
2024,70,Jonathan Taylor,IND,RB,1,3,CHI,7.590759075907591,23,110,4.78,2,0,87,47.8,39.1,13,8.7,8.7,0,4,57.1,4,57.1,4,44.4,0,0,0,2,10,1,25,15,25,12.5,50,0,0,0,0,0,17.7,26.5,26.5
2024,71,Joe Mixon,HST,RB,1,11,DAL,8.16326530612245,20,109,5.45,3,0,80,45,35,10,10,5,5,3,100,5,100,9,90,0,0,0,3,8.8,2,44,17.1,22,14.67,66.7,0,0,2,2,0,23.2,35.3,35.3
2024,72,Saquon Barkley,PHI,RB,1,1,GB,6.956521739130435,24,109,4.54,2,0,83.3,50,33.3,12.5,4.2,4.2,4.2,2,66.7,3,75,8,66.7,0,0,0,2,5.9,2,23,8.3,11.5,11.5,100,1,50,0,1,0,22.1,33.2,33.2
2024,73,Patrick Taylor,SF,RB,1,18,ARZ,43.58974358974359,17,109,6.41,0,0,94.1,70.6,47.1,17.6,5.9,5.9,0,1,50,1,33.3,2,50,0,0,0,4,9.3,1,12,3.7,12,3,25,0,0,0,0,0,16.1,13.1,13.1
2024,74,Jahmyr Gibbs,DET,RB,1,16,CHI,9.2,23,109,4.74,1,0,82.6,69.6,52.2,13,0,0,0,3,100,6,100,9,81.8,0,0,0,5,15.6,4,45,13.4,11.25,9,80,0,0,0,0,0,26.2,25.4,25.4
2024,75,Saquon Barkley,PHI,RB,1,8,CIN,6.3768115942028984,22,108,4.91,0,0,86.4,59.1,40.9,13.6,9.1,0,0,2,40,2,33.3,4,36.4,0,0,0,1,5,1,3,1.3,3,3,100,0,0,0,0,0,15.7,12.1,12.1
2024,76,Kyren Williams,LA,RB,1,15,SF,9.177215189873419,29,108,3.72,0,0,93.1,62.1,34.5,3.4,0,0,0,0,0,1,50,8,88.9,0,0,0,2,7.4,2,4,2.5,2,2,100,0,0,1,1,0,24.6,13.2,13.2
2024,77,James Conner,ARZ,RB,1,9,CHI,7.627118644067797,18,107,5.94,0,0,94.4,77.8,50,16.7,16.7,0,0,0,0,2,50,7,77.8,0,0,0,3,15,3,12,7.8,4,4,100,0,0,0,0,0,19.1,14.9,14.9
2024,78,Saquon Barkley,PHI,RB,1,13,BLT,6.666666666666667,23,107,4.65,1,0,78.3,65.2,39.1,13,4.3,4.3,0,0,0,0,0,4,66.7,0,0,0,3,15.8,2,10,8.5,5,3.33,66.7,0,0,0,0,0,19.2,19.7,19.7
2024,79,Jonathan Taylor,IND,RB,1,15,DEN,7.2607260726072615,22,107,4.86,0,1,77.3,50,27.3,13.6,9.1,4.5,4.5,0,0,0,0,0,0,0,0,0,2,5.3,1,4,2.3,4,2,50,0,0,0,0,0,14,11.1,11.1
2024,80,James Cook,BUF,RB,1,13,SF,6.763285024154589,14,107,7.64,1,0,78.6,35.7,35.7,21.4,14.3,7.1,7.1,0,0,2,50,2,40,0,0,0,1,5.6,1,13,8.6,13,13,100,0,0,0,0,0,10.1,19,19
2024,81,Derrick Henry,BLT,RB,1,9,DEN,7.076923076923077,23,106,4.61,2,0,95.7,65.2,47.8,8.7,4.3,4.3,0,0,0,3,60,9,69.2,0,0,0,1,5.3,1,27,9.6,27,27,100,0,0,0,0,0,20.2,26.3,26.3
2024,82,Aaron Jones,MIN,RB,1,12,CHI,8.627450980392156,22,106,4.82,1,1,77.3,45.5,36.4,13.6,4.5,4.5,4.5,3,100,7,87.5,9,90,0,0,0,3,8.6,3,23,6.7,7.67,7.67,100,0,0,0,1,0,23.5,20.9,20.9
2024,83,Joe Mixon,HST,RB,1,9,NYJ,9.795918367346939,24,106,4.42,1,0,83.3,62.5,33.3,12.5,4.2,4.2,0,1,100,2,100,6,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8,16.6,16.6
2024,84,Kareem Hunt,KC,RB,1,9,TB,13.5,27,106,3.93,1,0,81.5,63,33.3,7.4,3.7,0,0,3,100,4,80,7,77.8,0,0,0,1,2.3,1,11,3.8,11,11,100,0,0,0,0,0,20.6,18.7,18.7
2024,85,Josh Jacobs,GB,RB,1,12,SF,8.637873754152823,26,106,4.08,3,0,84.6,53.8,34.6,11.5,3.8,0,0,5,100,5,62.5,7,53.8,0,0,0,1,4.3,0,0,0,0,0,0,0,0,0,0,0,20.1,28.6,28.6
2024,86,Najee Harris,PIT,RB,1,6,LV,5.323193916349809,14,106,7.57,1,0,85.7,64.3,42.9,28.6,21.4,14.3,7.1,1,25,2,28.6,2,22.2,0,0,0,2,8.3,2,16,11,8,8,100,0,0,0,0,0,11.6,20.2,20.2
2024,87,David Montgomery,DET,RB,1,3,ARZ,12.432432432432433,23,105,4.57,1,0,82.6,60.9,39.1,13,4.3,0,0,1,50,1,33.3,2,50,0,0,0,3,13,3,17,8.5,5.67,5.67,100,0,0,0,0,0,17.6,21.2,21.2
2024,88,Jonathan Taylor,IND,RB,1,8,HST,6.6006600660066,20,105,5.25,1,0,75,50,35,20,10,5,0,2,100,3,100,3,100,0,0,0,1,3.1,1,12,6.9,12,12,100,0,0,0,0,0,13.9,18.7,18.7
2024,89,James Cook,BUF,RB,1,15,DET,6.763285024154589,14,105,7.5,2,0,92.9,85.7,57.1,14.3,7.1,7.1,7.1,1,33.3,3,37.5,5,41.7,0,0,0,1,2.9,1,28,7.7,28,28,100,0,0,0,0,0,12.5,26.3,26.3
2024,90,Tyler Allgeier,ATL,RB,1,6,CAR,13.138686131386862,18,105,5.83,1,0,83.3,66.7,55.6,11.1,11.1,5.6,0,3,75,4,40,8,53.3,0,0,0,1,3.3,1,3,1.3,3,3,100,0,0,0,1,0,17.6,19.8,19.8
2024,91,James Conner,ARZ,RB,1,4,WAS,7.627118644067797,18,104,5.78,1,0,77.8,66.7,55.6,22.2,11.1,5.6,0,1,100,2,100,5,100,0,0,0,1,4.5,1,9,6.3,9,9,100,0,0,0,0,0,14.5,18.3,18.3
2024,92,Rico Dowdle,DAL,RB,1,17,PHI,9.787234042553191,23,104,4.52,0,1,91.3,65.2,34.8,8.7,8.7,0,0,0,0,0,0,3,75,0,0,0,1,3.4,1,4,2.7,4,4,100,0,0,0,0,0,15.4,10.8,10.8
2024,93,Chuba Hubbard,CAR,RB,1,4,CIN,7.199999999999999,18,104,5.78,1,0,77.8,61.1,44.4,11.1,11.1,5.6,5.6,5,100,5,100,6,100,0,0,0,4,9.8,4,17,7.7,4.25,4.25,100,0,0,0,0,0,19.8,22.1,22.1
2024,94,Kyren Williams,LA,RB,1,13,NO,4.746835443037975,15,104,6.93,1,0,100,86.7,53.3,33.3,6.7,0,0,1,100,2,100,2,100,0,0,0,1,4.2,1,9,4.9,9,9,100,0,0,0,0,0,10.6,18.3,18.3
2024,95,Jonathan Taylor,IND,RB,1,2,GB,3.9603960396039604,12,103,8.58,0,0,83.3,66.7,50,41.7,33.3,8.3,0,0,0,0,0,1,33.3,0,0,0,4,11.8,2,32,15.7,16,8,50,0,0,0,0,0,12.8,15.5,15.5
2024,96,Brian Robinson,WAS,RB,1,13,TEN,8.55614973262032,16,103,6.44,1,0,81.3,62.5,31.3,18.8,12.5,6.3,6.3,2,66.7,3,50,4,36.4,0,0,0,1,3.3,1,6,2.9,6,6,100,0,0,0,0,0,12.7,17.9,17.9
2024,97,Kenneth Walker,SEA,RB,1,1,DEN,13.071895424836603,20,103,5.15,1,0,80,70,45,15,10,5,0,0,0,1,100,2,100,0,0,0,3,12,2,6,3.5,3,2,66.7,0,0,1,2,0,17.6,18.9,18.9
