,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Splits,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Alignment,Alignment,Alignment,Alignment,FP,FP,FP,FP,FP,FP,FP,FP
Season,Rank,Name,Team,POS,G,WEEK,OPP,RTE %,TGT %,SNAP %,RTE,RTE %,TGT,TGT %,YPRR,TPRR,aDOT,AY,AY Share,YDS,TM YDS %,YPT,YPR,REC,CR %,YAC,YAC/REC,YACO,YACO/REC,TD,XTD,TM TD %,i20 TGT,EZTGT,EZTD,1D,1D/RR,RATE,1READ,1READ %,DESIGN,DESIGN %,CTGT,CTGT %,DEEP,EXP %,DRP,DRP %,CT,CC,CC %,HERO,MTF,MTF/REC,THREAT %,YPTOE,EPA/TGT,WIDE RTE %,SLOT RTE %,INLINE RTE %,BACK RTE %,FP,XFP,FP/G,XFP/G,DIFF,FP/RR,XFP/RR,RecXFP
2023,,League Avg,,,,,,,,56.48194092827007,5.453164556962025,54.57459915611813,1.4632911392405064,14.697890295358631,1.95,0.27,5.727409282700422,12.663291139240506,15.716877637130798,10.653164556962025,14.699156118143435,7.28,10.59,1.0059071729957807,68.7,4.406751054852321,4.38,1.6565400843881857,1.65,0.05569620253164557,0.06440506329113925,5.0210970464135025,0.20337552742616033,0.08776371308016878,0.03375527426160337,0.5426160337552742,0.1,51.81341772151876,1.119831223628692,14.7814345991561,0.15611814345991562,10.7,1.1738396624472573,80.2,0.17215189873417722,14.4,0.06582278481012659,4.5,0.1831223628691983,0.0810126582278481,44.2,0.027848101265822784,0.12658227848101267,0.13,24.1,-0.37,0.159,42.946582278481,47.545991561181424,9.028860759493673,0.479493670886076,2.3978059071729954,2.5264135021096963,2.3978059071729954,2.526320675105484,-0.12851476793248942,0.44,0.46,2.5264135021096963
2023,1,Adam Thielen,CAR,WR,1,3,SEA,32.30769230769231,29.268292682926827,92,21,100,12,57.1,5.95,0.57,10.25,123,57.7,125,63.1,10.42,13.89,9,75,37,4.11,5,0.56,1,0.72,50,1,1,1,7,0.333,135.8,7,58.3,1,8.3,9,75,2,37.5,0,0,1,1,100,0,0,0,57.1,2.22,0.942,23.8,76.2,0,0,27.5,24.1,27.5,24.08,3.42,1.31,1.15,24.1
2023,2,Tyreek Hill,MIA,WR,1,1,LAC,22.916666666666664,37.5,66.2,11,78.6,6,42.9,9.45,0.55,13.33,80,58.8,104,49.8,17.33,20.8,5,83.3,32,6.4,13,2.6,0,0.36,0,2,0,0,4,0.364,118.8,6,50,1,16.7,6,100,2,66.7,1,16.7,0,0,0,0,2,0.4,54.5,8.55,1.162,27.3,72.7,0,0,15.4,16.8,15.4,16.79,-1.39,1.4,1.53,16.8
2023,3,Christian Kirk,JAX,WR,1,2,KC,25.396825396825395,33.33333333333333,81.3,16,88.9,11,61.1,6.5,0.69,5.91,65,56.5,104,75.4,9.45,11.56,9,81.8,49,5.44,24,2.67,0,0.17,0,0,0,0,6,0.375,106.1,11,68.8,4,36.4,11,100,1,11.1,2,18.2,1,0,0,0,2,0.22,61.1,2.42,0.294,12.5,87.5,0,0,19.4,22,19.4,22,-2.6,1.21,1.38,22
2023,4,Justin Jefferson,MIN,WR,1,3,LAC,34.090909090909086,47.05882352941176,93.6,15,100,8,53.3,6.47,0.53,14.25,114,68.3,97,70.8,12.13,24.25,4,50,62,15.5,51,12.75,1,0.16,100,2,1,0,3,0.2,133.9,7,70,2,25,4,50,3,66.7,0,0,0,0,0,1,2,0.5,53.3,3.43,0.221,33.3,66.7,0,0,19.7,9.7,19.7,9.75,9.95,1.31,0.65,9.7
2023,5,Josh Downs,IND,WR,1,5,TEN,13.461538461538462,18.75,68.9,7,77.8,6,66.7,13.86,0.86,8.5,51,96.2,97,81.5,16.17,16.17,6,100,46,7.67,5,0.83,0,0.08,0,0,0,0,4,0.571,118.8,2,50,0,0,6,100,1,33.3,0,0,1,1,100,0,1,0.17,75,8.86,1.344,0,100,0,0,15.7,11.3,15.7,11.29,4.41,2.24,1.61,11.3
2023,6,Cooper Kupp,LA,WR,1,5,PHI,76.19047619047619,75,94.5,16,88.9,9,50,5.75,0.56,10.78,97,54.2,92,88.5,10.22,15.33,6,66.7,37,6.17,16,2.67,0,0.02,0,0,0,0,5,0.313,100.2,9,52.9,0,0,7,77.8,2,16.7,0,0,3,2,66.7,0,0,0,50,2.54,0.775,18.8,81.3,0,0,15.2,12.3,15.2,12.27,2.93,0.95,0.77,12.3
2023,7,Dallas Goedert,PHI,TE,1,5,LA,16.27906976744186,27.77777777777778,94.9,7,58.3,5,41.7,13,0.71,10.4,52,66.7,91,70,18.2,18.2,5,100,45,9,22,4.4,1,1.06,100,1,1,1,4,0.571,158.3,4,40,1,20,5,100,1,25,0,0,2,2,100,0,1,0.2,41.7,10.43,1.823,14.3,85.7,0,0,20.1,16.8,20.1,16.82,3.28,2.87,2.4,16.8
2023,8,Adam Thielen,CAR,WR,1,5,DET,18.461538461538463,21.951219512195124,96.9,12,100,9,75,7.08,0.75,6.56,59,71.1,85,87.6,9.44,10.63,8,88.9,44,5.5,10,1.25,1,0.57,100,2,1,0,6,0.5,143.1,6,75,0,0,8,88.9,0,14.3,0,0,0,0,0,0,1,0.13,75,2.14,1.059,8.3,91.7,0,0,22.5,17.3,22.5,17.28,5.22,1.88,1.44,17.3
