,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Splits,Overall,Overall,Overall,Overall,Man,Man,Man,Man,Zone,Zone,Zone,Zone,Single-High,Single-High,Single-High,Single-High,Two-High,Two-High,Two-High,Two-High
Season,Rank,Name,Team,POS,G,WEEK,OPP,RTE %,TGT %,RTE,TPRR,YPRR,FP/RR,RTE,TPRR,YPRR,FP/RR,RTE,TPRR,YPRR,FP/RR,RTE,TPRR,YPRR,FP/RR,RTE,TPRR,YPRR,FP/RR
2024,,League Avg,,,,,,,,17.159817351598175,0.19,1.59,0.35,4.831050228310502,0.2,1.56,0.36,11.553272450532724,0.19,1.66,0.33,9.00152207001522,0.2,1.69,0.35,8.158295281582953,0.18,1.47,0.35
2024,1,Ja'Marr Chase,CIN,WR,1,10,BLT,26.81818181818182,28.07017543859649,59,0.27,4.47,0.94,18,0.33,1.56,0.27,38,0.24,6.08,1.13,21,0.33,5.67,1.09,38,0.24,3.82,0.86
2024,2,Jakobi Meyers,LV,WR,1,12,DEN,32.926829268292686,37.142857142857146,54,0.24,2.24,0.41,19,0.21,1.58,0.32,34,0.26,2.68,0.47,28,0.18,1.89,0.33,26,0.31,2.62,0.49
2024,3,Jerry Jeudy,CLV,WR,1,9,LAC,25.116279069767444,27.500000000000004,54,0.2,1.35,0.26,10,0,0,0,43,0.23,1.7,0.33,13,0.23,2,0.35,41,0.2,1.15,0.24
2024,4,Ja'Marr Chase,CIN,WR,1,11,LAC,24.545454545454547,22.807017543859647,54,0.24,1.39,0.49,18,0.22,1.17,0.89,32,0.25,1.69,0.33,22,0.18,2.32,0.64,32,0.28,0.75,0.39
2024,5,Cedric Tillman,CLV,WR,1,9,LAC,27.31958762886598,23.809523809523807,53,0.19,1.42,0.37,10,0.4,4.1,1.31,42,0.14,0.81,0.15,13,0.38,3.23,1.02,40,0.13,0.82,0.16
2024,6,Jerry Jeudy,CLV,WR,1,7,CIN,24.186046511627907,12.5,52,0.1,0.35,0.05,10,0,0,0,41,0.12,0.44,0.07,33,0.06,0,0,19,0.16,0.95,0.15
2024,7,Tre Tucker,LV,WR,1,12,DEN,26.13065326633166,28.57142857142857,52,0.15,1.58,0.29,18,0.11,1.11,0.22,33,0.18,1.88,0.34,28,0.18,2.68,0.45,24,0.13,0.29,0.11
2024,8,D.J. Moore,CHI,WR,1,12,MIN,24.75728155339806,21.875,51,0.14,2.08,0.46,10,0,0,0,37,0.14,2.32,0.37,23,0.13,3.22,0.45,28,0.14,1.14,0.47
2024,9,Keenan Allen,CHI,WR,1,9,ARZ,26.17801047120419,22.727272727272727,50,0.2,0.72,0.15,15,0.2,0.4,0.11,35,0.2,0.86,0.17,27,0.15,0.22,0.06,23,0.26,1.3,0.26
2024,10,CeeDee Lamb,DAL,WR,1,11,HST,27.322404371584703,20.689655172413794,50,0.24,1.86,0.35,5,0.6,7.4,1.14,44,0.2,1.27,0.26,10,0.4,4.2,0.62,40,0.2,1.27,0.28
2024,11,Tee Higgins,CIN,WR,1,11,LAC,63.63636363636363,61.904761904761905,49,0.27,3.02,0.61,18,0.33,4.39,0.99,28,0.21,2.46,0.42,19,0.26,1.21,0.28,30,0.27,4.17,0.82
2024,12,Andrei Iosivas,CIN,WR,1,10,BLT,29.878048780487802,28.57142857142857,49,0.08,0.59,0.1,17,0.18,0.59,0.12,30,0.03,0.63,0.1,19,0.05,0,0,30,0.1,0.97,0.16
2024,13,Keenan Allen,CHI,WR,1,12,MIN,25.13089005235602,34.090909090909086,48,0.31,1.79,0.49,10,0.5,0.6,0.86,35,0.29,2.29,0.43,20,0.3,2.55,0.4,28,0.32,1.25,0.55
2024,14,D.J. Moore,CHI,WR,1,9,ARZ,23.300970873786408,28.125,48,0.19,0.69,0.15,15,0.2,0,0,33,0.18,1,0.22,26,0.15,0.62,0.1,22,0.23,0.77,0.21
2024,15,Jalen Tolbert,DAL,WR,1,11,HST,25.405405405405407,18.181818181818183,47,0.09,0.45,0.09,4,0,0,0,42,0.1,0.5,0.1,10,0,0,0,37,0.11,0.57,0.11
2024,16,David Njoku,CLV,TE,1,7,CIN,24.33862433862434,34.146341463414636,46,0.3,1.65,0.51,10,0.3,0,0,34,0.26,2,0.46,27,0.22,0.85,0.23,19,0.42,2.79,0.91
