,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Splits,Overall,Overall,Overall,Overall,Man,Man,Man,Man,Zone,Zone,Zone,Zone,Single-High,Single-High,Single-High,Single-High,Two-High,Two-High,Two-High,Two-High
2023,9,Gabe Davis,BUF,WR,1,12,PHI,21.62162162162162,33.33333333333333,48,0.25,2.19,0.47,15,0.27,2.13,0.35,33,0.24,2.21,0.52,28,0.21,2.21,0.58,20,0.3,2.15,0.32
2023,10,Keenan Allen,LAC,WR,1,12,BLT,20.982142857142858,21.62162162162162,47,0.34,2.26,0.52,9,0.22,1.11,0.22,36,0.39,2.67,0.63,29,0.41,2.66,0.64,18,0.22,1.61,0.33
2023,11,Allen Lazard,NYJ,WR,1,9,LAC,35.60606060606061,33.33333333333333,47,0.13,0.38,0.08,4,0.5,1.5,0.4,40,0.1,0.3,0.06,12,0.17,0.5,0.13,35,0.11,0.34,0.06
2023,12,Amon-Ra St. Brown,DET,WR,1,12,GB,24.22680412371134,18.96551724137931,47,0.23,2.02,0.39,11,0.36,1.27,0.31,34,0.21,2.38,0.44,27,0.26,1.78,0.36,20,0.2,2.35,0.43
2023,13,Adam Thielen,CAR,WR,1,9,IND,24.083769633507853,14.634146341463413,46,0.13,0.63,0.17,2,0,0,0,42,0.12,0.69,0.19,14,0.14,0.64,0.21,32,0.13,0.63,0.16
2023,14,George Pickens,PIT,WR,1,8,JAX,25.69832402234637,15.151515151515152,46,0.11,0.48,0.2,3,0.67,7.33,3.07,42,0.05,0,0,19,0.16,1.16,0.48,27,0.07,0,0
2023,15,Rashid Shaheed,NO,WR,1,7,JAX,34.58646616541353,28.57142857142857,46,0.17,0.61,0.15,6,0.17,0,0,37,0.16,0.76,0.18,23,0.17,0.7,0.2,23,0.17,0.52,0.1
2023,16,Jahan Dotson,WAS,WR,1,8,PHI,18.4,27.027027027027028,46,0.22,2.35,0.54,15,0.2,3.07,0.51,31,0.23,2,0.55,26,0.23,2.58,0.64,20,0.2,2.05,0.4
2023,17,Jake Ferguson,DAL,TE,1,9,PHI,27.878787878787882,35.714285714285715,46,0.22,1.98,0.48,21,0.19,2.62,0.69,24,0.25,1.5,0.32,29,0.24,2.55,0.63,17,0.18,1,0.22
2023,18,Jonathan Mingo,CAR,WR,1,9,IND,24.083769633507853,15.384615384615385,46,0.09,0.11,0.03,2,0,0,0,42,0.1,0.12,0.04,14,0.07,0,0,32,0.09,0.16,0.05
2023,19,Brandin Cooks,DAL,WR,1,9,PHI,29.22077922077922,8,45,0.04,0.16,0.04,21,0.05,0,0,23,0.04,0.3,0.07,30,0.03,0,0,15,0.07,0.47,0.11
2023,20,Jahan Dotson,WAS,WR,1,10,SEA,17.599999999999998,5.405405405405405,44,0.05,0,0,10,0.1,0,0,34,0.03,0,0,22,0.09,0,0,22,0,0,0
2023,21,Jason Brownlee,NYJ,WR,1,12,MIA,77.19298245614034,100,44,0.05,0.45,0.09,5,0,0,0,37,0.05,0.54,0.11,26,0.04,0.46,0.08,18,0.06,0.44,0.1
2023,22,Jordan Addison,MIN,WR,1,9,ATL,20.46511627906977,14.583333333333334,44,0.16,1.18,0.23,5,0.2,0,0,33,0.18,1.58,0.31,16,0.06,0,0.06,28,0.21,1.86,0.33
2023,23,Jonathan Mingo,CAR,WR,1,10,CHI,23.036649214659686,23.076923076923077,44,0.14,0.45,0.11,9,0.22,0,0,35,0.11,0.57,0.14,27,0.15,0.48,0.12,17,0.12,0.41,0.1
2023,24,Travis Kelce,KC,TE,1,11,PHI,27.044025157232703,21.951219512195124,43,0.21,1.02,0.4,19,0.32,1.42,0.72,23,0.13,0.74,0.16,27,0.22,0.7,0.44,16,0.19,1.56,0.34
2023,25,Tyreek Hill,MIA,WR,1,8,NE,26.875,21.311475409836063,43,0.3,2.6,0.59,15,0.27,2.93,0.83,27,0.3,2.52,0.47,24,0.17,0.67,0.15,19,0.47,5.05,1.14
2023,26,Michael Pittman,IND,WR,1,8,NO,26.543209876543212,22.916666666666664,43,0.26,0.93,0.42,17,0.41,1.59,0.86,22,0.05,0,0,26,0.38,1.27,0.63,17,0.06,0.41,0.1
2023,27,Elijah Moore,CLV,WR,1,12,DEN,20.673076923076923,24.324324324324326,43,0.21,1.02,0.17,12,0.33,0.75,0.16,28,0.14,1.25,0.2,27,0.33,1.63,0.27,16,0,0,0
2023,28,Garrett Wilson,NYJ,WR,1,12,MIA,20.379146919431278,16.071428571428573,43,0.21,1.02,0.4,5,0.2,0.2,1.42,36,0.22,1.19,0.29,27,0.15,1.11,0.48,16,0.31,0.88,0.28
2023,29,Jahan Dotson,WAS,WR,1,12,DAL,17.2,16.216216216216218,43,0.14,1.21,0.24,21,0.05,0.71,0.12,22,0.23,1.68,0.35,32,0.13,0.94,0.19,11,0.18,2,0.38
2023,30,Adam Thielen,CAR,WR,1,10,CHI,21.98952879581152,24.390243902439025,42,0.24,1,0.24,9,0.11,1.22,0.23,33,0.27,0.94,0.25,25,0.16,0.44,0.08,17,0.35,1.82,0.48
2023,31,Davante Adams,LV,WR,1,11,MIA,23.595505617977526,21.818181818181817,42,0.29,1.95,0.5,3,0,0,0,39,0.31,2.1,0.54,16,0.44,1,0.35,26,0.19,2.54,0.6
2023,32,Stefon Diggs,BUF,WR,1,8,TB,18.181818181818183,21.818181818181817,42,0.29,1.67,0.38,15,0.33,1.47,0.35,26,0.27,1.85,0.42,30,0.37,2.1,0.48,12,0.08,0.58,0.14
2023,33,Tyler Boyd,CIN,WR,1,10,HST,26.41509433962264,38.70967741935484,42,0.29,2.79,0.47,8,0.5,3,0.68,33,0.24,2.82,0.43,14,0.36,1.86,0.47,28,0.25,3.25,0.47
2023,34,Terry McLaurin,WAS,WR,1,12,DAL,16.535433070866144,21.153846153846153,42,0.26,1.19,0.21,21,0.24,0,0,21,0.29,2.38,0.43,31,0.19,0.77,0.11,11,0.45,2.36,0.51
2023,35,Terry McLaurin,WAS,WR,1,7,NYG,16.535433070866144,17.307692307692307,42,0.21,2.14,0.36,22,0.27,3.18,0.5,17,0.12,0.88,0.15,25,0.16,2.92,0.41,17,0.29,1,0.28
2023,36,Ja'Marr Chase,CIN,WR,1,9,BUF,23.333333333333332,18.421052631578945,42,0.17,0.98,0.19,18,0.11,0,0,21,0.19,1.95,0.34,22,0.14,-0.09,0.04,20,0.2,2.15,0.36
2023,37,Khalil Shakir,BUF,WR,1,12,PHI,26.41509433962264,20,42,0.12,1.12,0.18,15,0.2,1.07,0.24,27,0.07,1.15,0.15,27,0.07,0.59,0.13,15,0.2,2.07,0.27
2023,38,Garrett Wilson,NYJ,WR,1,10,LV,19.90521327014218,25,42,0.33,2.21,0.44,6,0.33,2,0.53,35,0.31,2.31,0.43,23,0.48,1.7,0.43,19,0.16,2.84,0.44
2023,39,Keenan Allen,LAC,WR,1,11,GB,18.303571428571427,21.62162162162162,41,0.39,2.83,0.67,12,0.25,0.33,0.12,25,0.4,4.08,0.73,29,0.41,3.34,0.61,12,0.33,1.58,0.83
2023,40,Amari Cooper,CLV,WR,1,11,PIT,20,17.391304347826086,41,0.2,0.83,0.18,13,0.38,2,0.43,28,0.11,0.29,0.06,26,0.15,1.31,0.28,15,0.27,0,0
2023,41,Stefon Diggs,BUF,WR,1,7,NE,17.74891774891775,21.818181818181817,41,0.29,1.41,0.43,22,0.27,1.68,0.58,19,0.32,1.11,0.27,24,0.25,1.13,0.28,17,0.35,1.82,0.65
2023,42,DK Metcalf,SEA,WR,1,10,WAS,25.308641975308642,24.444444444444443,41,0.27,2.39,0.41,12,0.42,3.25,0.58,29,0.21,2.03,0.34,16,0.25,1.81,0.37,25,0.28,2.76,0.44
2023,43,Terry McLaurin,WAS,WR,1,10,SEA,16.141732283464567,15.384615384615385,41,0.2,0.8,0.18,9,0.22,1.22,0.23,32,0.19,0.69,0.16,21,0.19,1.52,0.3,20,0.2,0.05,0.06
2023,44,Terry McLaurin,WAS,WR,1,11,NYG,16.141732283464567,13.461538461538462,41,0.17,1.05,0.23,8,0,0,0,32,0.22,1.34,0.29,20,0.15,1.4,0.29,21,0.19,0.71,0.17
2023,45,Marquise Brown,ARZ,WR,1,12,LA,19.806763285024154,30,41,0.29,2.15,0.36,7,0.43,7.57,1.04,34,0.26,1.03,0.22,29,0.28,2.62,0.4,12,0.33,1,0.27
2023,46,Michael Pittman,IND,WR,1,12,TB,25.308641975308642,27.083333333333332,41,0.32,2.61,0.5,12,0.58,4.92,0.99,29,0.21,1.66,0.3,25,0.4,3.44,0.62,16,0.19,1.31,0.32
2023,47,Jahan Dotson,WAS,WR,1,7,NYG,16.400000000000002,21.62162162162162,41,0.2,1.05,0.23,23,0.13,0.74,0.16,16,0.25,1.63,0.35,25,0.2,1,0.22,16,0.19,1.13,0.24
2023,48,Dalton Kincaid,BUF,TE,1,9,CIN,21.808510638297875,24.444444444444443,41,0.27,1.98,0.44,13,0.15,0.69,0.15,28,0.32,2.57,0.58,17,0.24,1.82,0.36,24,0.29,2.08,0.5
2023,49,Trey Palmer,TB,WR,1,8,BUF,21.92513368983957,19.230769230769234,41,0.12,0.54,0.13,7,0.29,2.14,0.5,33,0.09,0.21,0.05,15,0.13,1,0.23,26,0.12,0.27,0.07
2023,50,Logan Thomas,WAS,TE,1,9,NE,18.779342723004692,16.216216216216218,40,0.15,0.78,0.18,18,0.11,0,0,21,0.19,1.48,0.34,22,0.14,0.14,0.06,18,0.17,1.56,0.32
2023,51,Amari Cooper,CLV,WR,1,10,BLT,19.51219512195122,19.565217391304348,40,0.23,2.45,0.4,13,0.23,0.38,0.12,23,0.17,3.78,0.55,22,0.23,2.27,0.36,18,0.22,2.67,0.43
2023,52,Stefon Diggs,BUF,WR,1,9,CIN,17.316017316017316,12.727272727272727,40,0.17,2.15,0.52,12,0.17,0.5,0.13,28,0.18,2.86,0.68,17,0.18,1.35,0.61,23,0.17,2.74,0.45
2023,53,Tyler Lockett,SEA,WR,1,10,WAS,21.390374331550802,23.809523809523807,40,0.25,2.3,0.58,11,0.09,0.45,0.68,29,0.31,3,0.54,16,0.19,1.94,0.32,24,0.29,2.54,0.75
2023,54,Jakobi Meyers,LV,WR,1,7,CHI,24.390243902439025,39.39393939393939,40,0.33,1.25,0.45,10,0.2,0.9,0.79,27,0.37,1.37,0.32,27,0.37,0.81,0.23,13,0.23,2.15,0.91
2023,55,T.J. Hockenson,MIN,TE,1,9,ATL,20.2020202020202,19.672131147540984,40,0.3,1.73,0.35,6,0.17,1,0.27,28,0.32,2.04,0.38,14,0.21,0.43,0.11,26,0.35,2.42,0.47
2023,56,Terry McLaurin,WAS,WR,1,9,NE,15.748031496062993,11.538461538461538,40,0.15,1.82,0.31,22,0.09,1.27,0.22,17,0.24,2.65,0.44,22,0.14,2.91,0.43,18,0.17,0.5,0.16
2023,57,Ja'Marr Chase,CIN,WR,1,10,HST,22.22222222222222,15.789473684210526,40,0.15,3.1,0.58,8,0,0,0,31,0.19,4,0.75,13,0,0,0,27,0.22,4.59,0.87
2023,58,DeVonta Smith,PHI,WR,1,8,WAS,24.84472049689441,22.58064516129032,40,0.17,2.48,0.57,13,0.08,1.31,0.21,26,0.23,3.15,0.78,15,0.07,1.13,0.18,25,0.24,3.28,0.81
2023,59,Alec Pierce,IND,WR,1,12,TB,26.31578947368421,35.294117647058826,40,0.15,0.68,0.17,13,0.15,0.38,0.12,27,0.15,0.81,0.19,25,0.16,0.52,0.13,15,0.13,0.93,0.23
2023,60,Cade Otton,TB,TE,1,8,BUF,19.900497512437813,18.181818181818183,40,0.15,0.68,0.17,5,0.2,0,0,34,0.15,0.79,0.2,13,0.15,0.46,0.12,27,0.15,0.78,0.19
2023,61,Quentin Johnston,LAC,WR,1,11,GB,22.988505747126435,25,40,0.15,0.53,0.1,12,0.08,0,0,24,0.17,0.71,0.11,27,0.07,0,0,13,0.31,1.62,0.32
2023,62,Tank Dell,HST,WR,1,10,CIN,23.809523809523807,29.78723404255319,40,0.35,1.4,0.44,10,0.3,0,0,26,0.35,1.92,0.38,29,0.34,1.38,0.48,11,0.36,1.45,0.33
2023,63,Cedric Tillman,CLV,WR,1,12,DEN,30.53435114503817,44.44444444444444,40,0.1,1.38,0.24,12,0.25,2.67,0.52,27,0.04,0.85,0.12,26,0.12,1.23,0.24,14,0.07,1.64,0.24
2023,64,Jordan Addison,MIN,WR,1,10,NO,18.6046511627907,14.583333333333334,40,0.17,1.73,0.27,12,0.17,2.25,0.31,25,0.12,1.52,0.23,15,0.27,4.33,0.63,25,0.12,0.16,0.06
2023,65,Jayden Reed,GB,WR,1,8,MIN,27.027027027027028,20,40,0.15,2.08,0.31,6,0,0,0,30,0.2,2.77,0.41,19,0.11,2.05,0.31,21,0.19,2.1,0.3
2023,66,Logan Thomas,WAS,TE,1,8,PHI,18.30985915492958,21.62162162162162,39,0.21,1.13,0.42,14,0.14,1.64,0.74,25,0.24,0.84,0.24,22,0.18,1.55,0.61,17,0.24,0.59,0.18
2023,67,David Njoku,CLV,TE,1,12,DEN,20.526315789473685,16.9811320754717,39,0.23,1.51,0.31,10,0.1,0.5,0.15,25,0.28,2.16,0.42,23,0.26,2.04,0.42,16,0.19,0.75,0.14
2023,68,Gabe Davis,BUF,WR,1,7,NE,17.56756756756757,11.11111111111111,39,0.1,0.15,0.04,22,0.09,0.27,0.07,17,0.12,0,0,24,0.13,0.25,0.07,15,0.07,0,0
2023,69,Gabe Davis,BUF,WR,1,8,TB,17.56756756756757,33.33333333333333,39,0.31,2.23,0.61,14,0.36,1.86,0.4,24,0.29,2.54,0.75,27,0.33,2.7,0.79,12,0.25,1.17,0.2
2023,70,Gabe Davis,BUF,WR,1,9,CIN,17.56756756756757,8.333333333333332,39,0.08,0,0,12,0.17,0,0,27,0.04,0,0,17,0.06,0,0,22,0.09,0,0
2023,71,Tee Higgins,CIN,WR,1,9,BUF,61.904761904761905,60,39,0.23,2.82,0.49,18,0.28,2.94,0.52,19,0.21,3,0.51,22,0.41,5,0.86,17,0,0,0
2023,72,Jaylen Waddle,MIA,WR,1,8,NE,30.23255813953488,30,39,0.31,3.1,0.64,15,0.4,2.73,0.47,23,0.26,3.48,0.78,23,0.35,3.91,0.65,16,0.25,1.94,0.63
2023,73,Chris Olave,NO,WR,1,10,MIN,23.78048780487805,18.367346938775512,39,0.23,2.41,0.55,5,0.6,9.2,1.32,33,0.18,1.45,0.45,18,0.28,3.22,0.49,21,0.19,1.71,0.6
2023,74,Alec Pierce,IND,WR,1,8,NO,25.657894736842106,29.411764705882355,39,0.13,1.05,0.18,16,0.06,0,0,19,0.21,2.16,0.37,24,0.17,0.92,0.18,15,0.07,1.27,0.19
2023,75,Garrett Wilson,NYJ,WR,1,8,NYG,18.48341232227488,23.214285714285715,39,0.33,2.56,0.44,26,0.31,2.19,0.41,13,0.38,3.31,0.48,30,0.33,2.37,0.44,9,0.33,3.22,0.43
2023,76,Jahan Dotson,WAS,WR,1,9,NE,15.6,21.62162162162162,39,0.21,1.77,0.43,22,0.23,1.64,0.53,16,0.13,2.06,0.33,23,0.13,0.39,0.08,16,0.31,3.75,0.94
2023,77,Trey McBride,ARZ,TE,1,12,LA,22.285714285714285,18.367346938775512,39,0.23,1.54,0.33,8,0.38,0.88,0.34,30,0.17,1.77,0.34,30,0.2,1.4,0.31,9,0.33,2,0.42
2023,78,Logan Thomas,WAS,TE,1,11,NYG,17.84037558685446,21.62162162162162,38,0.21,1.53,0.28,6,0.17,0,0,31,0.19,1.87,0.35,17,0.18,2.65,0.44,21,0.24,0.62,0.16
2023,79,Mike Evans,TB,WR,1,8,BUF,19.19191919191919,12,38,0.16,1.03,0.34,5,0.4,4.8,1.88,32,0.13,0.47,0.11,15,0.07,0.47,0.11,23,0.22,1.39,0.49
2023,80,David Njoku,CLV,TE,1,10,BLT,20,15.09433962264151,38,0.21,1.53,0.31,12,0.17,0.92,0.26,22,0.27,2.14,0.4,19,0.16,1.05,0.26,19,0.26,2,0.36
2023,81,Chris Godwin,TB,WR,1,8,BUF,18.81188118811881,17.77777777777778,38,0.21,1.42,0.43,6,0.17,0.5,1.22,31,0.19,1.65,0.29,13,0.38,1.77,0.95,25,0.12,1.24,0.16
2023,82,Josh Reynolds,DET,WR,1,7,BLT,25.503355704697988,23.076923076923077,38,0.08,1.13,0.17,10,0.1,2.2,0.32,25,0.04,0.84,0.12,19,0.05,1.16,0.17,19,0.11,1.11,0.16
2023,83,D.J. Moore,CHI,WR,1,12,MIN,19.19191919191919,25.49019607843137,38,0.34,3,0.59,9,0.44,1.56,0.49,28,0.32,3.57,0.64,10,0.4,2.2,0.52,28,0.32,3.29,0.61
2023,84,D.J. Moore,CHI,WR,1,8,LAC,19.19191919191919,11.76470588235294,38,0.16,1.45,0.25,3,0,0,0,35,0.17,1.57,0.27,13,0.15,2.77,0.43,25,0.16,0.76,0.16
2023,85,Marquise Brown,ARZ,WR,1,8,BLT,18.357487922705314,20,38,0.21,0.87,0.4,9,0.22,0.11,0.79,27,0.22,1.19,0.3,18,0.22,0.67,0.57,20,0.2,1.05,0.26
2023,86,Rondale Moore,ARZ,WR,1,12,LA,21.714285714285715,14.285714285714285,38,0.08,0.92,0.14,9,0,0,0,29,0.1,1.21,0.19,27,0.11,1.3,0.2,11,0,0,0
2023,87,Elijah Moore,CLV,WR,1,10,BLT,18.269230769230766,18.91891891891892,38,0.18,1.16,0.41,13,0.08,0,0,23,0.22,1.48,0.32,22,0.14,0.5,0.14,16,0.25,2.06,0.77
2023,88,Jalen Nailor,MIN,WR,1,10,NO,95,100,38,0.03,0.42,0.07,10,0.1,1.6,0.26,25,0,0,0,13,0.08,1.23,0.2,25,0,0,0
2023,89,Connor Heyward,PIT,TE,1,8,JAX,34.54545454545455,33.33333333333333,38,0.16,0.63,0.19,3,0,0,0,34,0.15,0.71,0.19,13,0.15,0.92,0.25,25,0.16,0.48,0.17
2023,90,A.T. Perry,NO,WR,1,10,MIN,48.717948717948715,66.66666666666666,38,0.11,1,0.31,5,0,0,0,32,0.13,1.19,0.37,17,0.12,0,0,21,0.1,1.81,0.56
2023,91,Sam LaPorta,DET,TE,1,12,GB,24.050632911392405,22.857142857142858,38,0.21,1.24,0.41,11,0.09,0,0,25,0.24,1.88,0.63,21,0.19,2.1,0.64,17,0.24,0.18,0.14
2023,92,Sam LaPorta,DET,TE,1,7,BLT,24.050632911392405,20,38,0.18,1.37,0.29,8,0.25,1,0.23,27,0.19,1.63,0.35,15,0.27,1.93,0.39,23,0.13,1,0.23
2023,93,Adam Thielen,CAR,WR,1,8,HST,19.3717277486911,26.82926829268293,37,0.3,1.95,0.41,8,0.5,2.75,0.65,27,0.22,1.85,0.37,14,0.21,2.86,0.43,23,0.35,1.39,0.4
2023,94,Logan Thomas,WAS,TE,1,10,SEA,17.370892018779344,13.513513513513514,37,0.14,1.08,0.24,10,0.1,0.3,0.13,27,0.15,1.37,0.29,21,0.1,0.33,0.13,16,0.19,2.06,0.39
2023,95,Mike Evans,TB,WR,1,11,SF,18.68686868686869,24,37,0.32,1.16,0.41,6,0.83,4,1.9,29,0.24,0.66,0.13,23,0.39,1.83,0.36,14,0.21,0.07,0.51
2023,96,Chris Godwin,TB,WR,1,11,SF,18.316831683168317,17.77777777777778,37,0.22,1.05,0.27,5,0,0,0,30,0.23,1.3,0.33,23,0.17,0.78,0.21,14,0.29,1.5,0.36
2023,97,Jalen Guyton,LAC,WR,1,12,BLT,38.94736842105263,42.857142857142854,37,0.16,0.11,0.04,10,0.2,0,0,25,0.12,0.16,0.06,22,0.14,0.18,0.06,15,0.2,0,0
2023,98,Greg Dortch,ARZ,WR,1,12,LA,48.05194805194805,52.94117647058824,37,0.24,0.73,0.32,9,0.33,0.67,0.84,28,0.21,0.75,0.15,28,0.25,0.71,0.36,9,0.22,0.78,0.19
2023,99,A.J. Brown,PHI,WR,1,8,WAS,24.666666666666668,18.6046511627907,37,0.22,3.51,0.89,13,0.31,5.92,1.82,24,0.17,2.21,0.39,16,0.25,3.44,0.97,21,0.19,3.57,0.83
2023,100,CeeDee Lamb,DAL,WR,1,10,NYG,19.680851063829788,21.666666666666668,37,0.35,4.08,0.87,14,0.29,3,0.51,20,0.35,4.85,0.83,20,0.3,4.05,0.7,17,0.41,4.12,1.06
2023,101,Ja'Marr Chase,CIN,WR,1,11,BLT,20.555555555555554,18.421052631578945,37,0.19,0.32,0.25,12,0.08,0.17,0.6,24,0.25,0.42,0.08,23,0.22,0.43,0.09,14,0.14,0.14,0.51
2023,102,Elijah Moore,CLV,WR,1,11,PIT,17.78846153846154,18.91891891891892,37,0.19,1.62,0.32,9,0.11,1.33,0.24,28,0.21,1.71,0.35,24,0.25,2.29,0.44,13,0.08,0.38,0.12
2023,103,Jahan Dotson,WAS,WR,1,11,NYG,14.799999999999999,8.108108108108109,37,0.08,0.62,0.31,8,0.13,1,0.97,27,0.07,0.56,0.13,19,0.16,1.21,0.59,18,0,0,0
2023,104,Cade Otton,TB,TE,1,11,SF,18.407960199004975,15.151515151515152,37,0.14,1.32,0.24,5,0,0,0,29,0.17,1.69,0.31,20,0.1,0.4,0.09,17,0.18,2.41,0.42
2023,105,Cade Otton,TB,TE,1,7,ATL,18.407960199004975,18.181818181818183,37,0.16,1.16,0.25,4,0,0,0,28,0.21,1.54,0.33,6,0,0,0,31,0.19,1.39,0.3
2023,106,Cedric Tillman,CLV,WR,1,10,BLT,28.24427480916031,22.22222222222222,37,0.05,0,0,13,0.15,0,0,21,0,0,0,22,0.09,0,0,15,0,0,0
2023,107,Trey Palmer,TB,WR,1,11,SF,19.786096256684495,23.076923076923077,37,0.16,0.59,0.17,5,0.2,0,0,29,0.17,0.76,0.21,19,0.16,1.05,0.21,18,0.17,0.11,0.12
2023,108,Jonathan Mingo,CAR,WR,1,8,HST,19.3717277486911,19.230769230769234,37,0.14,1.68,0.28,9,0.33,5.11,0.73,26,0.08,0.62,0.14,16,0.31,3.88,0.64,21,0,0,0
2023,109,Amari Cooper,CLV,WR,1,7,IND,17.560975609756095,17.391304347826086,36,0.22,0.61,0.12,0,0,0,0,34,0.24,0.65,0.12,22,0.32,1,0.19,14,0.07,0,0
2023,110,David Njoku,CLV,TE,1,11,PIT,18.947368421052634,28.30188679245283,36,0.42,1.56,0.35,11,0.55,3.45,0.62,25,0.36,0.72,0.23,25,0.44,1.56,0.36,11,0.36,1.55,0.34
2023,111,Chris Godwin,TB,WR,1,7,ATL,17.82178217821782,26.666666666666668,36,0.33,1.83,0.35,5,0.6,0.4,0.24,27,0.26,2.37,0.42,9,0.44,3.89,0.61,27,0.3,1.15,0.26
2023,112,D.J. Chark,CAR,WR,1,8,HST,30.252100840336134,36.36363636363637,36,0.11,0.64,0.12,8,0.13,2.5,0.38,26,0.12,0.12,0.05,15,0.13,1.33,0.2,21,0.1,0.14,0.06
2023,113,Darius Slayton,NYG,WR,1,9,LV,23.841059602649008,31.818181818181817,36,0.19,1.64,0.28,5,0.2,1.6,0.36,30,0.2,1.7,0.27,25,0.24,1,0.22,11,0.09,3.09,0.4
2023,114,K.J. Osborn,MIN,WR,1,11,DEN,25.352112676056336,8.333333333333332,36,0.06,0.19,0.05,11,0,0,0,22,0.09,0.32,0.08,24,0.08,0.29,0.07,12,0,0,0
2023,115,DeVonta Smith,PHI,WR,1,12,BUF,22.36024844720497,25.806451612903224,36,0.22,2.94,0.66,4,0,0,0,32,0.25,3.31,0.74,9,0.22,0.56,0.17,27,0.22,3.74,0.82
2023,116,Amon-Ra St. Brown,DET,WR,1,11,CHI,18.556701030927837,18.96551724137931,36,0.31,2.14,0.6,4,0.25,2.25,0.47,31,0.29,1.97,0.39,23,0.26,1.35,0.27,13,0.38,3.54,1.2
2023,117,Rashid Shaheed,NO,WR,1,10,MIN,27.06766917293233,32.142857142857146,36,0.25,0.67,0.21,7,0.29,0,0.14,28,0.25,0.86,0.23,17,0.18,1.24,0.24,19,0.32,0.16,0.17
2023,118,Trey McBride,ARZ,TE,1,11,HST,20.57142857142857,14.285714285714285,36,0.19,1.19,0.26,13,0.23,2.31,0.46,21,0.19,0.62,0.16,13,0.08,1,0.18,23,0.26,1.3,0.3
2023,119,Trey McBride,ARZ,TE,1,8,BLT,20.57142857142857,28.57142857142857,36,0.39,2.64,0.71,9,0.56,2.44,0.58,26,0.35,2.81,0.78,16,0.31,0,0.13,20,0.45,4.75,1.18
2023,120,Demario Douglas,NE,WR,1,9,WAS,26.865671641791046,18.91891891891892,36,0.19,1.53,0.29,21,0.24,2.33,0.42,15,0.13,0.4,0.11,19,0.26,2.58,0.47,17,0.12,0.35,0.09
2023,121,Dalton Kincaid,BUF,TE,1,12,PHI,19.148936170212767,13.333333333333334,36,0.17,1.06,0.24,11,0.36,2.18,0.58,25,0.08,0.56,0.1,21,0.19,0.9,0.23,15,0.13,1.27,0.26
2023,122,Tank Dell,HST,WR,1,12,JAX,21.428571428571427,17.02127659574468,36,0.22,1.39,0.44,2,0,0,0,33,0.21,1.3,0.25,19,0.21,1.74,0.28,17,0.24,1,0.63
2023,123,Keenan Allen,LAC,WR,1,10,DET,15.625,18.91891891891892,35,0.4,5,1.16,14,0.36,3.57,0.57,20,0.45,6.25,1.63,26,0.38,4.46,0.95,9,0.44,6.56,1.77
