,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Splits,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Alignment,Alignment,Alignment,Alignment,FP,FP,FP,FP,FP,FP,FP,FP
Season,Rank,Name,Team,POS,G,WEEK,OPP,RTE %,TGT %,SNAP %,RTE,RTE %,TGT,TGT %,YPRR,TPRR,aDOT,AY,AY Share,YDS,TM YDS %,YPT,YPR,REC,CR %,YAC,YAC/REC,YACO,YACO/REC,TD,XTD,TM TD %,i20 TGT,EZTGT,EZTD,1D,1D/RR,RATE,1READ,1READ %,DESIGN,DESIGN %,CTGT,CTGT %,DEEP,EXP %,DRP,DRP %,CT,CC,CC %,HERO,MTF,MTF/REC,THREAT %,YPTOE,EPA/TGT,WIDE RTE %,SLOT RTE %,INLINE RTE %,BACK RTE %,FP,XFP,FP/G,XFP/G,DIFF,FP/RR,XFP/RR,RecXFP
2024,,League Avg,,,,,,,,55.63395161290323,6.834677419354839,52.1871774193549,1.9161290322580644,14.683709677419323,2.3,0.28,6.715846774193549,22.104032258064517,14.861532258064534,15.730645161290322,14.780806451612904,8.21,12.75,1.2338709677419355,64.4,5.111290322580645,4.14,1.864516129032258,1.51,0.11129032258064517,0.11428225806451622,8.185483870967742,0.2467741935483871,0.17016129032258065,0.07338709677419354,0.7540322580645161,0.11,51.477661290322565,1.511290322580645,14.767499999999965,0.13790322580645162,7.2,1.4524193548387097,75.8,0.33145161290322583,19.5,0.09838709677419355,5.1,0.2629032258064516,0.14193548387096774,54,0.04112903225806452,0.14677419354838708,0.12,25.1,-0.19,0.324,45.26177419354839,35.37604838709677,18.541612903225804,0.8225,3.468225806451616,3.5216129032258094,3.468225806451616,3.52183870967742,-0.05361290322580645,0.51,0.52,3.5216129032258094
2024,1,Quentin Johnston,LAC,WR,1,18,LV,22.727272727272727,30,72.2,15,100,12,80,11.33,0.8,11.17,134,70.2,170,96.6,14.17,15.45,11,91.7,39,3.55,14,1.27,0,0.8,0,3,0,0,5,0.333,118.8,8,80,2,16.7,11,91.7,3,33.3,0,0,2,2,100,1,0,0,80,5.89,0.872,93.3,6.7,0,0,28,29.3,28,29.34,-1.34,1.87,1.96,29.3
2024,2,Jerry Jeudy,CLV,WR,1,13,DEN,26.136363636363637,22.727272727272727,90.5,23,100,10,43.5,7.26,0.43,16.7,167,57.8,167,55.7,16.7,27.83,6,60,62,10.33,1,0.17,1,0.27,100,0,0,0,6,0.261,137.5,6,40,0,0,8,80,2,33.3,0,0,2,1,50,0,0,0,43.5,6.85,1.009,73.9,26.1,0,0,28.7,20.4,28.7,20.4,8.3,1.25,0.89,20.4
2024,3,Ja'Marr Chase,CIN,WR,1,14,DAL,16.666666666666664,23.214285714285715,92.3,21,100,13,61.9,6.71,0.62,10.62,138,61.9,141,74.6,10.85,14.1,10,76.9,53,5.3,6,0.6,2,1.17,100,2,2,1,7,0.333,118.9,12,63.2,0,0,11,84.6,1,11.1,0,0,2,2,100,0,1,0.1,61.9,2.41,0.554,76.2,23.8,0,0,36.1,28.1,36.1,28.14,7.96,1.72,1.34,28.1
2024,4,Malik Nabers,NYG,WR,1,17,IND,12.987012987012985,17.5,83,10,100,7,70,14,0.7,10.43,73,65.2,140,81.4,20,23.33,6,85.7,74,12.33,63,10.5,1,0.45,50,2,1,0,3,0.3,158.3,7,77.8,1,14.3,6,85.7,1,33.3,0,0,1,1,100,0,4,0.67,70,12.32,1.448,70,30,0,0,26,15,26,15.04,10.96,2.6,1.5,15
2024,5,Jordan Addison,MIN,WR,1,14,ATL,16.666666666666664,23.52941176470588,75,14,87.5,8,50,9.43,0.57,17.88,143,54.8,132,46.5,16.5,22,6,75,27,4.5,5,0.83,2,2.19,66.7,3,0,0,5,0.357,156.3,7,63.6,1,12.5,6,75,3,66.7,0,0,1,1,100,1,0,0,53.3,6.56,1.44,78.6,21.4,0,0,31.2,27.6,31.2,27.56,3.64,2.23,1.97,27.6
2024,6,Drake London,ATL,WR,1,18,CAR,23.684210526315788,35,98.7,18,94.7,14,73.7,7.11,0.78,15.79,221,85.3,128,77.6,9.14,18.29,7,50,23,3.29,19,2.71,2,1.69,100,3,3,1,5,0.278,121.4,12,75,0,0,10,71.4,3,57.1,1,7.1,4,2,50,0,3,0.43,73.7,-0.75,0.584,88.9,11.1,0,0,31.8,28.3,31.8,28.25,3.55,1.77,1.57,28.3
2024,7,Jameson Williams,DET,WR,1,16,CHI,12.82051282051282,21.428571428571427,83.1,10,90.9,6,54.5,12.6,0.6,11.83,71,77.2,126,80.8,21,31.5,4,66.7,63,15.75,2,0.5,1,0.57,100,2,0,0,4,0.4,149.3,5,62.5,0,0,4,66.7,1,50,0,0,0,0,0,0,0,0,54.5,13.35,1.101,80,20,0,0,22.6,16.6,22.6,16.58,6.02,2.26,1.66,16.6
2024,8,Alec Pierce,IND,WR,1,17,NYG,42.857142857142854,42.10526315789473,94.5,18,78.3,8,34.8,6.78,0.44,22,176,57.1,122,44.4,15.25,20.33,6,75,17,2.83,9,1.5,1,0.82,50,1,1,1,5,0.278,156.3,6,28.6,0,0,7,87.5,3,40,0,0,1,0,0,0,1,0.17,40,4.11,1.224,94.4,5.6,0,0,24.2,21.6,24.2,21.59,2.61,1.34,1.2,21.6
