,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Splits,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Alignment,Alignment,Alignment,Alignment,FP,FP,FP,FP,FP,FP,FP,FP
Season,Rank,Name,Team,POS,G,WEEK,OPP,RTE %,TGT %,SNAP %,RTE,RTE %,TGT,TGT %,YPRR,TPRR,aDOT,AY,AY Share,YDS,TM YDS %,YPT,YPR,REC,CR %,YAC,YAC/REC,YACO,YACO/REC,TD,XTD,TM TD %,i20 TGT,EZTGT,EZTD,1D,1D/RR,RATE,1READ,1READ %,DESIGN,DESIGN %,CTGT,CTGT %,DEEP,EXP %,DRP,DRP %,CT,CC,CC %,HERO,MTF,MTF/REC,THREAT %,YPTOE,EPA/TGT,WIDE RTE %,SLOT RTE %,INLINE RTE %,BACK RTE %,FP,XFP,FP/G,XFP/G,DIFF,FP/RR,XFP/RR,RecXFP
2024,,League Avg,,,,,,,,52.97387820512826,17.91746794871795,48.337900641025776,3.4471153846153846,10.578685897435895,1.6,0.19,8.019687499999996,34.30769230769231,14.08565705128206,28.66025641025641,12.038621794871798,8.31,12.07,2.374198717948718,68.9,11.157852564102564,4.7,3.8517628205128207,1.62,0.17467948717948717,0.1806810897435892,9.152964743589738,0.4551282051282051,0.2636217948717949,0.10897435897435898,1.3974358974358974,0.078,74.11642628205205,2.702724358974359,12.512339743589738,0.28685897435897434,8.3,2.7139423076923075,78.7,0.5032051282051282,18.6,0.16506410256410256,4.8,0.358974358974359,0.1794871794871795,50,0.07532051282051282,0.2636217948717949,0.11,21.2,0.28,0.314,42.72564102564102,35.54158653846152,20.525721153846153,1.2091346153846154,6.400080128205131,6.381810897435901,6.400096153846157,6.382996794871798,0.017099358974359078,0.35,0.35,6.29623397435898
2024,1,Ja'Marr Chase,CIN,WR,1,10,BLT,26.81818181818182,28.07017543859649,93.3,59,98.3,16,28.6,4.47,0.27,15.25,244,48.8,264,61.7,16.5,24,11,68.8,104,9.45,7,0.64,3,1.6,75,2,2,1,11,0.186,151,11,37.9,0,0,11,68.8,2,40,0,0,0,0,0,1,2,0.18,31.4,6.92,1.311,71.2,28.8,0,0,55.4,38.6,55.4,38.56,16.84,0.94,0.65,38.6
2024,2,Jaxon Smith-Njigba,SEA,WR,1,9,LA,25.308641975308642,28.57142857142857,87.8,41,95.3,12,35.3,4.39,0.29,20.17,242,67.2,180,49.6,15,25.71,7,58.3,50,7.14,18,2.57,2,2.5,66.7,2,4,2,5,0.122,102.8,8,42.1,1,8.3,9,75,5,83.3,1,8.3,1,0,0,0,3,0.43,38.7,4.72,-0.135,9.8,90.2,0,0,37,40.2,37,40.2,-3.2,0.9,0.98,40.2
2024,3,Jordan Addison,MIN,WR,1,12,CHI,19.12568306010929,27.27272727272727,93.8,35,92.1,9,25.7,4.63,0.26,11,99,39.8,162,47.1,18,20.25,8,88.9,63,7.88,47,5.88,1,1.21,50,2,1,1,6,0.171,155.8,6,30,0,0,9,100,2,33.3,1,11.1,2,2,100,0,2,0.25,31,9.98,1.577,65.7,31.4,0,2.9,30.2,25.5,30.2,25.5,4.7,0.86,0.73,25.5
2024,4,Amon-Ra St. Brown,DET,WR,1,11,JAX,19.871794871794872,25.581395348837212,80.3,31,83.8,11,33.3,5.19,0.35,9.73,107,40.1,161,36.6,14.64,14.64,11,100,65,5.91,17,1.55,2,1.2,50,2,1,1,9,0.29,158.3,11,40.7,0,0,11,100,1,44.4,0,0,0,0,0,0,1,0.09,40.7,6.57,1.605,51.6,48.4,0,0,38.7,32.2,38.7,32.19,6.51,1.26,1,31.1
2024,5,Christian Watson,GB,WR,1,11,CHI,15.730337078651685,18.181818181818183,69.8,14,70,4,23.5,10.71,0.29,27,108,76.1,150,57.5,37.5,37.5,4,100,42,10.5,7,1.75,0,0.3,0,0,0,0,4,0.286,118.8,2,33.3,0,0,4,100,3,75,0,0,1,1,100,1,1,0.25,30.8,25.11,3.007,71.4,28.6,0,0,19,13.6,19,13.65,5.35,1.36,0.97,13.6
2024,6,Tee Higgins,CIN,WR,1,11,LAC,63.63636363636363,61.904761904761905,84.6,49,89.1,13,26,3.02,0.27,15,195,36.5,148,41.6,11.38,16.44,9,69.2,40,4.44,26,2.89,1,1.21,33.3,3,2,0,6,0.122,132.9,13,37.1,0,0,13,100,4,57.1,0,0,5,1,20,1,1,0.11,32.5,2.34,1.073,73.5,26.5,0,0,29.8,31,29.8,30.99,-1.19,0.61,0.63,31
2024,7,CeeDee Lamb,DAL,WR,1,8,SF,19.12568306010929,27.11864406779661,88.1,35,87.5,16,42.1,4.17,0.46,10.13,162,48.2,146,60.1,9.13,11.23,13,81.3,44,3.38,22,1.69,2,1.8,100,4,2,2,9,0.257,118.2,14,51.9,2,12.5,13,81.3,2,27.3,0,0,2,2,100,0,1,0.08,51.6,0.79,0.497,51.4,48.6,0,0,39.6,34,39.6,34.03,5.57,1.13,0.97,34
2024,8,Jaylen Waddle,MIA,WR,1,12,NE,19.631901840490798,32.142857142857146,75.8,32,76.2,9,22.5,4.5,0.28,10.78,97,42.7,144,45.4,16,18,8,88.9,51,6.38,27,3.38,1,0.32,25,1,1,0,7,0.219,155.8,6,19.4,1,11.1,8,88.9,1,37.5,0,0,1,1,100,1,2,0.25,26.5,7.6,1.26,62.5,37.5,0,0,28.4,20.3,28.4,20.33,8.07,0.89,0.64,20.3
