,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Splits,Overall,Overall,Overall,Overall,Man,Man,Man,Man,Zone,Zone,Zone,Zone,Single-High,Single-High,Single-High,Single-High,Two-High,Two-High,Two-High,Two-High
2026,39,CeeDee Lamb,DAL,WR,1,2,WAS,100,100,28,0.32,5.46,1.26,3,0.33,3.33,0.67,21,0.33,6.67,1.24,4,0.25,2.5,0.5,24,0.33,5.96,1.39
2026,40,Josh Downs,IND,WR,1,2,KC,100,100,28,0.32,2.57,0.51,13,0.46,2.92,0.6,15,0.2,2.27,0.43,14,0.29,1.93,0.34,14,0.36,3.21,0.68
2026,41,Malik Nabers,NYG,WR,1,2,LA,100,100,28,0.14,0.04,0.04,13,0.08,0,0,15,0.2,0.07,0.07,17,0.06,0,0,11,0.27,0.09,0.1
2026,42,Ryan Flournoy,DAL,WR,1,2,WAS,100,100,28,0.21,0.82,0.26,3,0.33,0,0.33,21,0.24,1.1,0.3,4,0,0,0,24,0.25,0.96,0.3
2026,43,George Pickens,DAL,WR,1,2,WAS,100,100,27,0.3,1.48,0.37,3,0.67,1,0.43,22,0.23,1.68,0.35,5,0.6,2.6,0.66,22,0.23,1.23,0.3
2026,44,Dontayvion Wicks,PHI,WR,1,2,TEN,100,100,27,0.22,2.74,0.46,4,0.25,5,0.75,22,0.23,2.45,0.43,7,0.14,2.86,0.43,20,0.25,2.7,0.47
2026,45,Parker Washington,JAX,WR,1,2,DEN,100,100,27,0.44,3.63,0.62,13,0.46,3.46,0.58,13,0.46,4.08,0.72,13,0.46,3.46,0.58,14,0.43,3.79,0.66
2026,46,Marvin Harrison,ARZ,WR,1,2,SEA,100,0,27,0,0,0,1,0,0,0,25,0,0,0,10,0,0,0,17,0,0,0
2026,47,Luther Burden,CHI,WR,1,2,MIN,100,100,27,0.26,1.19,0.23,2,0.5,0,0,21,0.29,1.52,0.3,17,0.35,1.88,0.36,10,0.1,0,0
2026,48,Denzel Boston,CLV,WR,1,2,TB,100,100,27,0.26,3.52,0.76,10,0.3,0.9,0.19,17,0.24,5.06,1.09,18,0.28,1.78,0.34,9,0.22,7,1.59
2026,49,Bryce Lance,NO,WR,1,2,BLT,100,100,27,0.04,0.3,0.07,6,0,0,0,20,0.05,0.4,0.09,10,0,0,0,17,0.06,0.47,0.11
2026,50,Courtland Sutton,DEN,WR,1,2,JAX,100,100,26,0.15,0.96,0.21,6,0.17,0,0,18,0.17,1.39,0.31,15,0.07,0.53,0.12,11,0.27,1.55,0.34
2026,51,Pat Freiermuth,PIT,TE,1,2,NE,100,100,26,0.19,1.23,0.28,15,0.2,1.53,0.35,10,0.2,0.9,0.19,14,0.21,1.64,0.38,12,0.17,0.75,0.16
2026,52,Christian Watson,GB,WR,1,2,NYJ,100,100,26,0.38,1.58,0.54,8,0.63,1,1.1,17,0.29,1.94,0.31,7,0.57,0,0,19,0.32,2.16,0.74
2026,53,Keon Coleman,BUF,WR,1,2,DET,100,100,26,0.23,2.42,0.47,3,0.33,1.33,0.47,23,0.22,2.57,0.47,16,0.19,2.06,0.39,10,0.3,3,0.6
2026,54,Colston Loveland,CHI,TE,1,2,MIN,100,100,26,0.08,0.12,0.05,2,0,0,0,20,0.05,0.15,0.07,9,0.11,0,0,17,0.06,0.18,0.08
2026,55,Harold Fannin,CLV,TE,1,2,TB,100,100,26,0.23,2.08,0.4,9,0,0,0,17,0.35,3.18,0.61,18,0.11,1.06,0.22,8,0.5,4.38,0.81
2026,56,Matthew Golden,GB,WR,1,2,NYJ,100,100,26,0.23,2.23,0.38,8,0.25,2.25,0.35,17,0.24,2.35,0.41,7,0.29,2.57,0.4,19,0.21,2.11,0.37
2026,57,Malachi Fields,NYG,WR,1,2,LA,100,100,26,0.23,1.15,0.19,10,0.2,1.4,0.24,16,0.25,1,0.16,14,0.29,2.14,0.36,12,0.17,0,0
2026,58,KC Concepcion,CLV,WR,1,2,TB,100,100,26,0.23,1.08,0.34,9,0.44,1.44,0.59,17,0.12,0.88,0.21,18,0.33,1.56,0.49,8,0,0,0
2026,59,Mark Andrews,BLT,TE,1,2,NO,100,100,25,0.28,1.96,0.44,4,0.75,3,0.8,21,0.19,1.76,0.37,20,0.3,1.95,0.45,5,0.2,2,0.4
2026,60,Tee Higgins,CIN,WR,1,2,HST,100,100,25,0.4,3.8,0.58,2,1,23,3.3,23,0.35,2.13,0.34,14,0.43,4,0.61,11,0.36,3.55,0.54
2026,61,Dalton Kincaid,BUF,TE,1,2,DET,100,100,25,0.32,3.8,0.9,2,0,0,0,22,0.36,4.32,1.02,17,0.35,3.29,0.62,8,0.25,4.88,1.49
2026,62,Brenton Strange,JAX,TE,1,2,DEN,100,100,25,0.08,0.68,0.15,13,0.08,1.08,0.18,11,0.09,0.27,0.12,13,0.15,1.31,0.28,12,0,0,0
2026,63,Tyler Warren,IND,TE,1,2,KC,100,100,25,0.28,0.84,0.56,13,0.31,0.46,0.74,12,0.25,1.25,0.38,13,0.31,0.69,0.3,12,0.25,1,0.85
2026,64,Davante Adams,LA,WR,1,2,NYG,100,100,24,0.42,8.13,1.65,7,0.43,7.71,2.06,15,0.47,9.4,1.67,16,0.44,5.56,1.62,8,0.38,13.25,1.7
2026,65,Laquon Treadwell,IND,WR,1,2,KC,100,100,24,0.13,2.54,0.38,12,0.08,0.25,0.11,12,0.17,4.83,0.65,13,0.08,0.23,0.1,11,0.18,5.27,0.71
2026,66,Dyami Brown,WAS,WR,1,2,DAL,100,100,24,0.25,0.88,0.25,4,0.5,4.5,0.7,19,0.21,0.16,0.17,10,0.3,2,0.5,14,0.21,0.07,0.08
2026,67,Tucker Kraft,GB,TE,1,2,NYJ,100,100,24,0.13,0.63,0.15,7,0,0,0,16,0.19,0.94,0.22,6,0,0,0,18,0.17,0.83,0.19
2026,68,Michael Mayer,LV,TE,1,2,LAC,100,100,24,0.17,0.96,0.22,4,0,0,0,18,0.22,1.28,0.29,11,0.09,0.91,0.18,13,0.23,1,0.25
2026,69,Xavier Legette,CAR,WR,1,2,ATL,100,100,24,0.13,2.67,0.35,6,0,0,0,17,0.18,3.76,0.49,18,0.11,3.06,0.36,6,0.17,1.5,0.32
2026,70,Kendrick Bourne,ARZ,WR,1,2,SEA,100,100,23,0.13,0.48,0.13,1,1,8,1.8,21,0.1,0.14,0.06,9,0.11,0.89,0.2,14,0.14,0.21,0.09
2026,71,Justin Jefferson,MIN,WR,1,2,CHI,100,100,23,0.26,2.39,0.37,10,0.1,3,0.4,13,0.38,1.92,0.35,17,0.35,3.24,0.5,6,0,0,0
2026,72,Jerry Jeudy,CLV,WR,1,2,TB,100,100,23,0.04,0,0,9,0,0,0,14,0.07,0,0,15,0,0,0,8,0.13,0,0
2026,73,Trey McBride,ARZ,TE,1,2,SEA,100,100,23,0.43,1.78,0.79,1,0,0,0,21,0.43,1.86,0.52,8,0.5,2,0.57,15,0.4,1.67,0.9
2026,74,Quentin Johnston,LAC,WR,1,2,LV,100,100,23,0.17,0.3,0.07,4,0,0,0,19,0.21,0.37,0.09,10,0.1,0.7,0.17,13,0.23,0,0
2026,75,Antonio Williams,WAS,WR,1,2,DAL,100,100,23,0.13,1.04,0.23,4,0,0,0,18,0.17,1.33,0.3,15,0,0,0,8,0.38,3,0.68
2026,76,Stefon Diggs,WAS,WR,1,2,DAL,100,100,22,0.27,2.14,0.99,6,0.5,1.5,1.48,15,0.2,2.53,0.85,13,0.38,3,1.53,9,0.11,0.89,0.2
2026,77,Darren Waller,CAR,TE,1,2,ATL,100,100,22,0.14,1.5,0.83,5,0.2,1.4,1.54,13,0.15,2,0.82,15,0.2,2.2,1.22,7,0,0,0
2026,78,Juwan Johnson,NO,TE,1,2,BLT,100,100,22,0.18,3,0.48,6,0.33,5.17,0.85,15,0.13,2.33,0.37,9,0.11,2.78,0.39,13,0.23,3.15,0.55
2026,79,Jaylen Waddle,DEN,WR,1,2,JAX,100,100,22,0.45,6.27,0.99,6,0.5,6.17,0.95,16,0.44,6.31,1.01,13,0.54,5.69,0.95,9,0.33,7.11,1.04
2026,80,Jaxon Smith-Njigba,SEA,WR,1,2,ARZ,100,100,22,0.5,7.05,1.93,3,1,5.33,3.2,17,0.41,7.47,1.45,7,0.86,5.57,1.27,15,0.33,7.73,2.24
2026,81,Brian Thomas,JAX,WR,1,2,DEN,100,100,22,0.32,1.82,0.32,8,0.38,0,0,13,0.31,3.08,0.54,9,0.44,0,0,13,0.23,3.08,0.54
2026,82,Tre Harris,LAC,WR,1,2,LV,100,100,22,0.14,2.41,0.29,4,0,0,0,18,0.17,2.94,0.35,8,0.25,6.63,0.79,14,0.07,0,0
2026,83,Terrance Ferguson,LA,TE,1,2,NYG,100,100,22,0.41,2.45,0.79,4,0.75,0,0,15,0.33,3.27,0.66,13,0.54,3.15,0.62,9,0.22,1.44,1.03
2026,84,Ted Hurst,TB,WR,1,2,CLV,100,100,22,0.32,1.23,0.21,16,0.25,0.38,0.1,6,0.5,3.5,0.52,17,0.29,0.35,0.09,5,0.4,4.2,0.62
2026,85,Hunter Henry,NE,TE,1,2,PIT,100,100,21,0.19,1.9,0.33,6,0.17,4.83,0.65,13,0.23,0.85,0.24,10,0.2,2.9,0.39,11,0.18,1,0.28
2026,86,Drake London,ATL,WR,1,2,CAR,100,100,21,0.24,2.43,0.43,4,0,0,0,17,0.29,3,0.54,15,0.33,3.4,0.61,6,0,0,0
2026,87,Rashid Shaheed,SEA,WR,1,2,ARZ,100,100,21,0.29,1.67,0.31,3,0,0,0,16,0.38,2.19,0.41,7,0.29,0.57,0.2,14,0.29,2.21,0.36
2026,88,Tre Tucker,LV,WR,1,2,LAC,100,100,21,0.33,5.67,1.09,2,0.5,4.5,0.95,17,0.35,6.47,1.24,10,0.5,6.6,0.96,11,0.18,4.82,1.21
2026,89,Andrei Iosivas,CIN,WR,1,2,HST,100,100,21,0.05,0.33,0.08,1,0,0,0,20,0.05,0.35,0.08,11,0.09,0.64,0.15,10,0,0,0
2026,90,Jordan Addison,MIN,WR,1,2,CHI,100,100,21,0.24,1,0.2,8,0.5,2.63,0.51,13,0.08,0,0,15,0.27,1.4,0.27,6,0.17,0,0
2026,91,Malik Washington,MIA,WR,1,2,SF,100,100,21,0.24,2.05,0.4,0,0,0,0,21,0.24,2.05,0.4,14,0.21,2.71,0.49,7,0.29,0.71,0.21
2026,92,Ladd McConkey,LAC,WR,1,2,LV,100,100,21,0.14,1.67,0.31,3,0.33,4,0.73,18,0.11,1.28,0.24,7,0,0,0,14,0.21,2.5,0.46
2026,93,Pat Bryant,DEN,WR,1,2,JAX,100,100,21,0.05,0,0,7,0.14,0,0,13,0,0,0,15,0.07,0,0,6,0,0,0
2026,94,Mack Hollins,NE,WR,1,2,PIT,100,100,20,0.1,0.9,0.19,4,0,0,0,14,0.14,1.29,0.27,9,0.11,0.89,0.2,11,0.09,0.91,0.18
2026,95,Deebo Samuel,SF,WR,1,2,MIA,100,100,20,0.2,1.55,0.3,5,0,0,0,14,0.29,2.21,0.44,10,0.2,0.2,0.12,10,0.2,2.9,0.49
2026,96,Khalil Shakir,BUF,WR,1,2,DET,100,100,20,0.3,1.9,0.34,1,0,0,0,19,0.32,2,0.36,14,0.36,1.57,0.3,6,0.17,2.67,0.43
2026,97,Romeo Doubs,NE,WR,1,2,PIT,100,100,20,0.2,4.8,0.63,5,0.2,0,0,13,0.23,7.38,0.97,10,0.2,0.4,0.14,10,0.2,9.2,1.12
2026,98,Jake Ferguson,DAL,TE,1,2,WAS,100,100,20,0.2,2.15,1.02,3,0,0,0,13,0.15,1.62,0.32,3,0,0,0,17,0.24,2.53,1.19
2026,99,LaJohntay Wester,BLT,WR,1,2,NO,100,100,20,0.1,0.7,0.12,3,0,0,0,17,0.12,0.82,0.14,18,0.06,0,0,2,0.5,7,1.2
2026,100,Konata Mumpfield,LA,WR,1,2,NYG,100,100,20,0.1,0.6,0.11,6,0,0,0,13,0.15,0.92,0.17,16,0.13,0.75,0.14,4,0,0,0
2026,101,Mason Taylor,NYJ,TE,1,2,GB,100,0,20,0,0,0,2,0,0,0,18,0,0,0,7,0,0,0,13,0,0,0
2026,102,Caleb Douglas,MIA,WR,1,2,SF,100,100,20,0.15,0.95,0.2,0,0,0,0,20,0.15,0.95,0.2,14,0.21,1.36,0.28,6,0,0,0
2026,103,Keenan Allen,IND,WR,1,2,KC,100,100,19,0.26,0.26,0.08,9,0.44,0,0,10,0.1,0.5,0.15,9,0.22,0.56,0.17,10,0.3,0,0
2026,104,Olamide Zaccheaus,ATL,WR,1,2,CAR,100,100,19,0.16,0.16,0.07,5,0,0,0,14,0.21,0.21,0.09,15,0.13,0.2,0.09,4,0.25,0,0
2026,105,Mike Evans,SF,WR,1,2,MIA,100,100,18,0.17,3,0.47,4,0,0,0,13,0.23,4.15,0.65,10,0.1,1.7,0.27,8,0.25,4.63,0.71
2026,106,Austin Hooper,ATL,TE,1,2,CAR,100,100,18,0.22,1.11,0.22,2,0.5,0,0,16,0.19,1.25,0.25,15,0.27,1.33,0.27,3,0,0,0
2026,107,Chris Moore,BLT,WR,1,2,NO,100,100,18,0.17,0.33,0.09,4,0,0,0,14,0.21,0.43,0.11,17,0.18,0.35,0.09,1,0,0,0
2026,108,Mike Gesicki,CIN,TE,1,2,HST,100,0,18,0,0,0,2,0,0,0,16,0,0,0,7,0,0,0,11,0,0,0
2026,109,T.J. Hockenson,MIN,TE,1,2,CHI,100,100,18,0.22,1.61,0.33,7,0.14,2.71,0.41,11,0.27,0.91,0.27,14,0.21,2.07,0.42,4,0.25,0,0
2026,110,Jalen Nailor,LV,WR,1,2,LAC,100,100,18,0.17,0.5,0.11,3,0,0,0,14,0.14,0.64,0.14,8,0.25,1.13,0.24,10,0.1,0,0
2026,111,DeMario Douglas,NE,WR,1,2,PIT,100,100,18,0.06,0.5,0.11,6,0.17,1.5,0.32,10,0,0,0,10,0.1,0.9,0.19,8,0,0,0
2026,112,AJ Barner,SEA,TE,1,2,ARZ,100,100,18,0.06,0.44,0.1,2,0,0,0,16,0.06,0.5,0.11,6,0,0,0,12,0.08,0.67,0.15
2026,113,Jack Bech,LV,WR,1,2,LAC,100,100,18,0.11,1.39,0.25,4,0.25,1.25,0.38,13,0.08,1.54,0.23,10,0.2,2.5,0.45,8,0,0,0
2026,114,Kenyon Sadiq,NYJ,TE,1,2,GB,100,100,18,0.11,0.94,0.21,3,0,0,0,14,0.14,1.21,0.26,7,0,0,0,11,0.18,1.55,0.34
2026,115,Carnell Tate,TEN,WR,1,2,PHI,100,100,18,0.28,1.5,0.32,1,1,6,1.6,15,0.2,0.4,0.11,11,0.18,1.09,0.29,7,0.43,2.14,0.36
2026,116,Chris Blair,ATL,WR,1,2,CAR,100,100,17,0.18,0.35,0.09,2,0,0,0,15,0.2,0.4,0.11,13,0.15,0,0,4,0.25,1.5,0.4
2026,117,Kyle Pitts,ATL,TE,1,2,CAR,100,100,17,0.18,0.88,0.15,4,0.25,0,0,13,0.15,1.15,0.19,13,0.15,0,0,4,0.25,3.75,0.63
2026,118,Tommy Tremble,CAR,TE,1,2,ATL,100,100,17,0.12,0.24,0.08,5,0.2,0.8,0.28,11,0.09,0,0,10,0.2,0.4,0.14,7,0,0,0
2026,119,Ben Sinnott,WAS,TE,1,2,DAL,100,100,17,0.06,0.35,0.09,3,0,0,0,14,0.07,0.43,0.11,9,0.11,0.67,0.18,8,0,0,0
2026,120,Gunnar Helm,TEN,TE,1,2,PHI,100,100,17,0.12,0.76,0.19,3,0,0,0,14,0.14,0.93,0.24,9,0.22,1.44,0.37,8,0,0,0
2026,121,Johnny Mundt,PHI,TE,1,2,TEN,100,100,16,0.19,0.5,0.17,4,0,0,0,12,0.25,0.67,0.23,6,0.33,1.33,0.47,10,0.1,0,0
2026,122,Dawson Knox,BUF,TE,1,2,DET,100,100,16,0.13,0.31,0.53,1,0,0,0,14,0.07,0.29,0.1,9,0.11,0.44,0.16,7,0.14,0.14,1.01
2026,123,Skyy Moore,GB,WR,1,2,NYJ,100,100,16,0.19,0.38,0.16,6,0,0,0,9,0.33,0.67,0.29,3,0,0,0,13,0.23,0.46,0.2
2026,124,Wan'Dale Robinson,TEN,WR,1,2,PHI,100,100,16,0.06,0.56,0.12,1,0,0,0,13,0.08,0.69,0.15,9,0.11,1,0.21,7,0,0,0
2026,125,Xavier Smith,LA,WR,1,2,NYG,100,100,16,0.06,0,0,4,0,0,0,10,0,0,0,12,0,0,0,4,0.25,0,0
2026,126,Colson Yankoff,WAS,TE,1,2,DAL,100,100,16,0.06,0.88,0.15,5,0,0,0,11,0.09,1.27,0.22,11,0.09,1.27,0.22,5,0,0,0
2026,127,Tez Johnson,TB,WR,1,2,CLV,100,100,16,0.25,3.06,0.37,10,0.1,0,0,6,0.5,8.17,0.98,15,0.2,3.27,0.39,1,1,0,0
2026,128,Myles Price,MIN,WR,1,2,CHI,100,100,16,0.06,0,0,4,0,0,0,12,0.08,0,0,12,0,0,0,4,0.25,0,0
2026,129,Cole Kmet,CHI,TE,1,2,MIN,100,100,14,0.07,0,0,0,0,0,0,10,0.1,0,0,5,0.2,0,0,9,0,0,0
2026,130,Josh Palmer,BUF,WR,1,2,DET,100,100,14,0.21,3.07,0.81,0,0,0,0,14,0.21,3.07,0.81,10,0.3,4.3,1.13,4,0,0,0
2026,131,Greg Dulcich,MIA,TE,1,2,SF,100,100,14,0.21,1.21,0.26,0,0,0,0,14,0.21,1.21,0.26,9,0.11,1.22,0.23,5,0.4,1.2,0.32
2026,132,Devontez Walker,BLT,WR,1,2,NO,100,100,14,0.14,3.36,0.41,2,0,0,0,12,0.17,3.92,0.48,12,0.17,3.92,0.48,2,0,0,0
2026,133,Oronde Gadsden,LAC,TE,1,2,LV,100,100,14,0.14,1.29,0.7,3,0,0,0,11,0.18,1.64,0.89,7,0.29,2.57,1.4,7,0,0,0
2026,134,George Kittle,SF,TE,1,2,MIA,100,100,13,0.31,6.15,1.38,3,0.33,4,2.73,9,0.22,7.33,0.96,6,0.17,2,1.37,7,0.43,9.71,1.4
2026,135,Noah Gray,KC,TE,1,2,IND,100,100,13,0.08,0,0,2,0,0,0,11,0.09,0,0,5,0,0,0,8,0.13,0,0
2026,136,Cooper Kupp,SEA,WR,1,2,ARZ,100,100,12,0.17,1.67,0.33,0,0,0,0,11,0.18,1.82,0.36,4,0,0,0,8,0.25,2.5,0.5
2026,137,Calvin Ridley,TEN,WR,1,2,PHI,100,100,12,0.17,2.92,0.46,0,0,0,0,10,0.2,3.5,0.55,6,0.33,5.83,0.92,6,0,0,0
2026,138,Drew Sample,CIN,TE,1,2,HST,100,0,12,0,0,0,0,0,0,0,12,0,0,0,4,0,0,0,8,0,0,0
2026,139,Darius Cooper,PHI,WR,1,2,TEN,100,100,12,0.25,2.17,0.88,1,1,3,7.3,11,0.18,2.09,0.3,2,0,0,0,10,0.3,2.6,1.06
2026,140,Elic Ayomanor,TEN,WR,1,2,PHI,100,100,12,0.25,5.75,0.74,2,0.5,0,0,9,0.22,7.67,0.99,6,0.33,11.5,1.48,6,0.17,0,0
2026,141,Mitchell Evans,CAR,TE,1,2,ATL,100,100,12,0.08,1.08,0.19,3,0,0,0,8,0.13,1.63,0.29,7,0,0,0,5,0.2,2.6,0.46
2026,142,Kevin Coleman,MIA,WR,1,2,SF,100,0,12,0,0,0,0,0,0,0,12,0,0,0,9,0,0,0,3,0,0,0
2026,143,Evan Engram,DEN,TE,1,2,JAX,100,100,11,0.09,1.55,0.25,4,0,0,0,6,0.17,2.83,0.45,9,0.11,1.89,0.3,2,0,0,0
