,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Splits,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Alignment,Alignment,Alignment,Alignment,FP,FP,FP,FP,FP,FP,FP,FP
Season,Rank,Name,Team,POS,G,WEEK,OPP,RTE %,TGT %,SNAP %,RTE,RTE %,TGT,TGT %,YPRR,TPRR,aDOT,AY,AY Share,YDS,TM YDS %,YPT,YPR,REC,CR %,YAC,YAC/REC,YACO,YACO/REC,TD,XTD,TM TD %,i20 TGT,EZTGT,EZTD,1D,1D/RR,RATE,1READ,1READ %,DESIGN,DESIGN %,CTGT,CTGT %,DEEP,EXP %,DRP,DRP %,CT,CC,CC %,HERO,MTF,MTF/REC,THREAT %,YPTOE,EPA/TGT,WIDE RTE %,SLOT RTE %,INLINE RTE %,BACK RTE %,FP,XFP,FP/G,XFP/G,DIFF,FP/RR,XFP/RR,RecXFP
2024,,League Avg,,,,,,,,58.19301919720769,5.56369982547993,55.93272251308904,1.530541012216405,15.500523560209407,2.12,0.28,5.6557242582897045,13.102966841186737,16.696684118673637,11.774869109947645,15.470069808027924,7.69,11.02,1.068062827225131,69.8,5.270506108202444,4.93,1.7827225130890052,1.67,0.0881326352530541,0.08355148342059358,6.588045375218151,0.2198952879581152,0.11954624781849912,0.05235602094240838,0.568935427574171,0.102,54.01753926701561,1.169284467713787,15.538307155322856,0.193717277486911,12.7,1.219895287958115,79.7,0.18324607329842932,15.7,0.08027923211169284,5.2,0.1736474694589878,0.09511343804537521,54.8,0.02617801047120419,0.10907504363001745,0.1,24.4,0.04,0.243,43.269808027923226,45.98097731239093,10.170506108202446,0.5794938917975567,2.772600349040137,2.741535776614308,2.772600349040137,2.7423385689354296,0.030261780104711887,0.5,0.49,2.7397905759162273
2024,1,Amon-Ra St. Brown,DET,WR,1,15,BUF,31.11111111111111,32,90.9,14,93.3,8,53.3,7.64,0.57,10.13,81,50,107,69,13.38,21.4,5,62.5,56,11.2,42,8.4,1,0.06,100,2,1,0,3,0.214,145.8,7,58.3,0,0,7,87.5,1,50,1,12.5,2,1,50,0,1,0.2,57.1,5.27,1.397,28.6,71.4,0,0,21.7,14.2,21.7,14.15,7.55,1.55,1.01,14.2
2024,2,Marvin Mims,DEN,WR,1,13,CLV,26.08695652173913,16.666666666666664,36.1,6,66.7,3,33.3,17.5,0.5,8.33,25,25.5,105,61.8,35,35,3,100,80,26.67,5,1.67,1,0.23,100,1,0,0,1,0.167,158.3,3,42.9,2,66.7,3,100,1,50,0,0,0,0,0,0,0,0,50,27.66,2.653,33.3,50,0,16.7,19.5,9.8,19.5,9.76,9.74,3.25,1.63,9.8
2024,3,Jaxon Smith-Njigba,SEA,WR,1,16,MIN,28.8135593220339,34.285714285714285,88.3,17,94.4,12,66.7,5.59,0.71,12.75,153,85,95,64.6,7.92,11.88,8,66.7,25,3.13,16,2,1,0.56,100,1,0,0,5,0.294,118.4,9,64.3,0,0,10,83.3,3,14.3,0,0,4,2,50,0,1,0.13,70.6,-0.71,0.139,11.8,88.2,0,0,23.5,21.2,23.5,21.19,2.31,1.38,1.25,21.2
2024,4,Jalen Coker,CAR,WR,1,15,DAL,36.11111111111111,33.33333333333333,86,13,92.9,3,21.4,7.31,0.23,11.33,34,32.4,95,58.6,31.67,31.67,3,100,61,20.33,1,0.33,1,0.41,100,0,0,0,1,0.077,158.3,2,18.2,0,0,3,100,1,33.3,0,0,0,0,0,0,0,0,23.1,23.3,2.44,30.8,69.2,0,0,18.5,9.8,18.5,9.79,8.71,1.42,0.75,9.8
2024,5,Ladd McConkey,LAC,WR,1,18,LV,25,25,66.7,12,92.3,7,53.8,7.92,0.58,9.71,68,73.1,95,62.9,13.57,19,5,71.4,44,8.8,15,3,0,0.02,0,1,0,0,3,0.25,113.7,6,60,0,0,5,71.4,0,20,0,0,1,1,100,0,2,0.4,58.3,5.48,0.721,16.7,75,8.3,0,14.5,10.4,14.5,10.4,4.1,1.21,0.87,10.4
2024,6,Cooper Kupp,LA,WR,1,14,BUF,31.428571428571427,43.75,81.9,11,68.8,7,43.8,8.36,0.64,13.14,92,57.9,92,48.4,13.14,18.4,5,71.4,20,4,4,0.8,1,1.09,100,1,1,1,4,0.364,153.3,6,42.9,0,0,5,71.4,2,50,0,0,1,1,100,0,0,0,46.7,4.23,1.003,18.2,81.8,0,0,20.2,19.4,20.2,19.37,0.83,1.84,1.76,19.4
2024,7,Adam Thielen,CAR,WR,1,13,TB,22.857142857142858,25,73.5,16,94.1,9,52.9,5.63,0.56,11.67,105,60.7,90,62.5,10,12.86,7,77.8,21,3,2,0.29,1,1.33,100,1,2,1,4,0.25,145.4,7,53.8,0,0,8,88.9,2,14.3,1,11.1,0,0,0,1,0,0,56.3,1.82,0.666,6.3,93.8,0,0,22,24.2,22,24.24,-2.24,1.38,1.52,24.2
2024,8,Adam Thielen,CAR,WR,1,17,TB,10,11.11111111111111,84.8,7,87.5,4,50,12.86,0.57,23.25,93,94.9,90,87.4,22.5,30,3,75,13,4.33,0,0,1,0.35,100,0,1,1,3,0.429,156.3,3,60,0,0,3,75,2,66.7,0,0,1,1,100,0,0,0,50,11.06,1.702,28.6,71.4,0,0,18,9.6,18,9.58,8.42,2.57,1.37,9.6
