,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,FP,FP
2023,41,Amon-Ra St. Brown,DET,WR,1,15,DEN,16.363636363636363,9,26.5,7,112,40.3,16,12.44,77.8,1,20,1,4,0,24.2,24.2
2023,42,Jayden Reed,GB,WR,1,18,CHI,11.428571428571429,4,12.5,4,112,35.4,28,28,100,0,0,0,0,0,15.2,15.2
2023,43,Cooper Kupp,LA,WR,1,15,WAS,18.181818181818183,8,24.2,8,111,43,13.88,13.88,100,1,50,1,2,0,25.1,25.1
2023,44,Jordan Addison,MIN,WR,1,15,CIN,25,6,17.6,6,111,36.6,18.5,18.5,100,2,100,1,1,0,29.1,29.1
2023,45,Amari Cooper,CLV,WR,1,15,CHI,19.047619047619047,8,17.8,4,109,28.8,27.25,13.63,50,1,50,0,1,0,20.9,20.9
2023,46,Garrett Wilson,NYJ,WR,1,14,HST,25.454545454545453,14,38.9,9,108,35.9,12,7.71,64.3,0,0,1,2,0,20.1,20.1
2023,47,Cole Kmet,CHI,TE,1,16,ARZ,20.833333333333336,5,18.5,4,107,62.9,26.75,21.4,80,0,0,0,0,0,14.7,14.7
2023,48,Calvin Ridley,JAX,WR,1,18,TEN,16.94915254237288,10,23.3,6,106,37.9,17.67,10.6,60,1,50,1,2,0,22.6,22.6
2023,49,Darius Slayton,NYG,WR,1,17,LA,23.076923076923077,6,14.6,4,106,33.2,26.5,17.67,66.7,1,100,0,0,0,20.6,20.6
2023,50,DK Metcalf,SEA,WR,1,17,PIT,18.91891891891892,7,21.2,5,106,36.6,21.2,15.14,71.4,0,0,2,2,0,15.6,15.6
2023,51,Amon-Ra St. Brown,DET,WR,1,16,MIN,25.454545454545453,14,35,12,106,41.2,8.83,7.57,85.7,1,100,2,2,0,28.6,28.6
2023,52,Zay Flowers,BLT,WR,1,17,MIA,10.714285714285714,3,13.6,3,106,31.2,35.33,35.33,100,1,16.7,0,0,0,19.6,19.6
2023,53,Michael Pittman,IND,WR,1,13,TEN,35.55555555555556,16,38.1,11,105,33.7,9.55,6.56,68.8,1,50,2,2,0,27.5,27.5
2023,54,Bo Melton,GB,WR,1,17,MIN,34.78260869565217,8,23.5,6,105,35.8,17.5,13.13,75,1,33.3,1,1,0,22.5,22.5
2023,55,Khalil Shakir,BUF,WR,1,18,MIA,40,6,15.8,6,105,29.2,17.5,17.5,100,0,0,0,0,0,16.5,16.5
2023,56,Puka Nacua,LA,WR,1,13,CLV,14.893617021276595,7,18.9,4,105,37.6,26.25,15,57.1,1,33.3,0,0,0,23.9,23.9
2023,57,David Njoku,CLV,TE,1,15,CHI,31.11111111111111,14,31.1,10,104,27.4,10.4,7.43,71.4,1,50,1,4,0,26.4,26.4
2023,58,Trey McBride,ARZ,TE,1,15,SF,27.500000000000004,11,28.2,10,102,48.3,10.2,9.27,90.9,0,0,0,1,0,20.2,20.2
2023,59,Davante Adams,LV,WR,1,15,LAC,19.642857142857142,11,30.6,8,101,38.8,12.63,9.18,72.7,1,20,1,1,0,24.1,24.1
2023,60,Alec Pierce,IND,WR,1,13,TEN,24,6,14.3,3,100,32.1,33.33,16.67,50,1,50,2,2,0,19,19
2023,61,Tyreek Hill,MIA,WR,1,16,DAL,27.450980392156865,14,37.8,9,99,33.8,11,7.07,64.3,0,0,0,2,0,18.9,18.9
2023,62,Alex Erickson,LAC,WR,1,17,DEN,33.33333333333333,8,21.1,7,98,44.5,14,12.25,87.5,0,0,0,0,0,16.8,16.8
2023,63,D.J. Chark,CAR,WR,1,16,GB,28.57142857142857,8,22.2,6,98,31.4,16.33,12.25,75,2,100,1,2,0,27.8,27.8
2023,64,CeeDee Lamb,DAL,WR,1,18,WAS,16.883116883116884,13,32.5,13,98,31.7,7.54,7.54,100,2,50,3,5,0,35.5,35.5
2023,65,Odell Beckham,BLT,WR,1,14,LA,56.25,9,20.9,4,97,30.7,24.25,10.78,44.4,1,33.3,0,0,0,19.7,19.7
2023,66,Dontayvion Wicks,GB,WR,1,15,TB,28.000000000000004,7,17.9,6,97,34.2,16.17,13.86,85.7,0,0,0,0,0,15.7,15.7
2023,67,DeVonta Smith,PHI,WR,1,13,SF,30.555555555555557,11,22.9,9,96,30.6,10.67,8.73,81.8,1,100,2,2,0,24.6,24.6
2023,68,Evan Engram,JAX,TE,1,14,CLV,19.672131147540984,12,24,11,95,37,8.64,7.92,91.7,2,66.7,2,2,0,32.5,32.5
2023,69,Evan Engram,JAX,TE,1,16,TB,24.59016393442623,15,34.1,10,95,31.1,9.5,6.33,66.7,0,0,1,1,1,18.5,18.5
2023,70,Michael Pittman,IND,WR,1,14,CIN,24.444444444444443,11,28.2,8,95,39.6,11.88,8.64,72.7,0,0,0,0,0,19.5,19.5
2023,71,K.J. Osborn,MIN,WR,1,16,DET,35,7,19.4,5,95,23.1,19,13.57,71.4,1,50,1,2,0,20.5,20.5
2023,72,Michael Wilson,ARZ,WR,1,18,SEA,31.57894736842105,6,20,6,95,36.3,15.83,15.83,100,0,0,0,0,0,15.5,15.5
2023,73,Adam Thielen,CAR,WR,1,16,GB,21.62162162162162,8,22.2,6,94,30.1,15.67,11.75,75,0,0,0,0,0,15.4,15.4
2023,74,A.J. Brown,PHI,WR,1,14,DAL,23.52941176470588,12,42.9,9,94,41.8,10.44,7.83,75,0,0,0,0,1,17.4,17.4
2023,75,Quez Watkins,PHI,WR,1,18,NYG,68.75,11,30.6,8,93,45.8,11.63,8.45,72.7,1,100,0,1,0,23.3,23.3
2023,76,Demarcus Robinson,LA,WR,1,17,NYG,29.411764705882355,10,29.4,6,92,29,15.33,9.2,60,0,0,1,1,1,14.2,14.2
2023,77,David Njoku,CLV,TE,1,14,JAX,17.77777777777778,8,17.8,6,91,29.3,15.17,11.38,75,2,66.7,0,0,0,27.1,27.1
2023,78,Quentin Johnston,LAC,WR,1,14,DEN,13.333333333333334,4,9.5,3,91,33.1,30.33,22.75,75,0,0,1,1,0,12.1,12.1
2023,79,Rashee Rice,KC,WR,1,15,NE,19.565217391304348,9,23.7,9,91,29.4,10.11,10.11,100,1,33.3,1,3,0,24.1,24.1
2023,80,JuJu Smith-Schuster,NE,WR,1,14,PIT,66.66666666666666,6,21.4,4,90,37.5,22.5,15,66.7,0,0,0,0,0,13,13
2023,81,Calvin Ridley,JAX,WR,1,16,TB,16.94915254237288,10,22.7,6,90,29.5,15,9,60,2,100,2,4,0,25.8,25.8
2023,82,Darius Slayton,NYG,WR,1,16,PHI,11.538461538461538,3,9.4,3,90,47.9,30,30,100,1,100,0,0,0,18,18
2023,83,Juwan Johnson,NO,TE,1,17,TB,39.285714285714285,11,32.4,8,90,43.3,11.25,8.18,72.7,1,50,1,1,0,23,23
2023,84,Amon-Ra St. Brown,DET,WR,1,17,DAL,14.545454545454545,8,22.9,6,90,29.8,15,11.25,75,1,100,0,2,0,22.1,22.1
2023,85,Tyler Lockett,SEA,WR,1,14,SF,14.285714285714285,6,19.4,6,89,33.1,14.83,14.83,100,0,0,0,0,0,14.9,14.9
2023,86,Diontae Johnson,PIT,WR,1,18,BLT,15.625,5,25,4,89,58.6,22.25,17.8,80,1,100,0,0,0,18.9,18.9
2023,87,Trey McBride,ARZ,TE,1,13,PIT,22.5,9,39.1,8,89,61.4,11.13,9.89,88.9,1,100,2,2,0,22.9,22.9
2023,88,Jayden Reed,GB,WR,1,17,MIN,22.857142857142858,8,23.5,6,89,30.4,14.83,11.13,75,2,66.7,0,0,0,26.9,26.9
2023,89,Brandon Johnson,DEN,WR,1,18,LV,29.411764705882355,5,14.7,4,88,32.4,22,17.6,80,0,0,0,0,0,12.8,12.8
2023,90,Stefon Diggs,BUF,WR,1,18,MIA,20,8,21.1,7,87,24.2,12.43,10.88,87.5,0,0,0,0,0,15.7,15.7
2023,91,Dalton Kincaid,BUF,TE,1,17,NE,26.923076923076923,7,23.3,4,87,51.5,21.75,12.43,57.1,0,0,1,1,0,12.7,12.7
2023,92,Mike Evans,TB,WR,1,16,JAX,19.047619047619047,8,22.9,7,86,30.4,12.29,10.75,87.5,2,100,1,1,0,27.6,27.6
2023,93,George Pickens,PIT,WR,1,13,ARZ,15.151515151515152,5,18.5,4,86,46,21.5,17.2,80,0,0,0,1,0,12.6,12.6
2023,94,Wan'Dale Robinson,NYG,WR,1,18,PHI,18.75,6,17.6,5,85,27.3,17,14.17,83.3,0,0,0,0,0,13.5,13.5
2023,95,Justin Jefferson,MIN,WR,1,15,CIN,21.27659574468085,10,29.4,7,84,27.7,12,8.4,70,0,0,0,1,0,15.4,15.4
2023,96,Dalton Kincaid,BUF,TE,1,18,MIA,30.76923076923077,8,21.1,7,84,23.4,12,10.5,87.5,0,0,0,0,0,15.4,15.4
2023,97,Trey Palmer,TB,WR,1,17,NO,20,5,15.2,4,84,27.2,21,16.8,80,1,50,0,0,1,17.4,17.4
2023,98,Sam LaPorta,DET,TE,1,17,DAL,26.82926829268293,11,31.4,7,84,27.8,12,7.64,63.6,0,0,2,2,0,15.4,15.4
2023,99,Puka Nacua,LA,WR,1,14,BLT,17.02127659574468,8,19.5,5,84,28.6,16.8,10.5,62.5,0,0,1,1,0,14,14
2023,100,Travis Kelce,KC,TE,1,14,BUF,27.27272727272727,9,20.9,6,83,30.6,13.83,9.22,66.7,0,0,1,1,0,14.3,14.3
2023,101,Donald Parham,LAC,TE,1,18,KC,50,6,12.8,5,83,32.2,16.6,13.83,83.3,0,0,0,0,0,13.3,13.3
2023,102,Elijah Moore,CLV,WR,1,13,LA,38.70967741935484,12,27.3,4,83,32.7,20.75,6.92,33.3,0,0,1,1,0,12.3,12.3
2023,103,Isaiah Likely,BLT,TE,1,14,LA,31.818181818181817,7,16.3,5,83,26.3,16.6,11.86,71.4,1,33.3,0,1,0,19.3,19.3
2023,104,Demarcus Robinson,LA,WR,1,16,NO,17.647058823529413,6,17.6,6,82,25,13.67,13.67,100,1,50,1,1,0,20.2,20.2
2023,105,Tyreek Hill,MIA,WR,1,18,BUF,25.49019607843137,13,48.1,7,82,47.4,11.71,6.31,53.8,1,100,1,2,0,21.2,21.2
2023,106,Noah Brown,HST,WR,1,15,TEN,40.74074074074074,11,30.6,8,82,35.8,10.25,7.45,72.7,1,100,2,3,0,22.2,22.2
2023,107,Evan Engram,JAX,TE,1,13,CIN,14.754098360655737,9,23.1,9,82,25.5,9.11,9.11,100,1,50,0,0,0,23.2,23.2
2023,108,Greg Dortch,ARZ,WR,1,17,PHI,33.33333333333333,7,22.6,7,82,35.3,11.71,11.71,100,0,0,0,1,0,15.2,15.2
2023,109,Travis Kelce,KC,TE,1,13,GB,15.151515151515152,5,15.2,4,81,38.6,20.25,16.2,80,0,0,0,0,0,12.1,12.1
2023,110,Tyler Lockett,SEA,WR,1,16,TEN,26.190476190476193,11,30.6,8,81,35.7,10.13,7.36,72.7,0,0,0,0,0,16.1,16.1
2023,111,Chris Godwin,TB,WR,1,17,NO,8.51063829787234,4,12.1,3,81,26.2,27,20.25,75,1,50,0,0,0,17.1,17.1
2023,112,A.J. Brown,PHI,WR,1,16,NYG,19.607843137254903,10,26.3,6,80,26.6,13.33,8,60,0,0,0,1,0,14,14
2023,113,Nico Collins,HST,WR,1,17,TEN,22.22222222222222,8,25,7,80,37.6,11.43,10,87.5,0,0,1,1,0,15.7,15.7
2023,114,Evan Engram,JAX,TE,1,18,TEN,21.311475409836063,13,30.2,10,79,28.2,7.9,6.08,76.9,1,50,0,1,0,23.9,23.9
2023,115,Jerry Jeudy,DEN,WR,1,18,LV,18.181818181818183,6,17.6,3,79,29,26.33,13.17,50,1,100,0,0,0,16.9,16.9
2023,116,Jaylen Waddle,MIA,WR,1,14,TEN,27.586206896551722,8,24.2,6,79,32.9,13.17,9.88,75,0,0,0,0,0,13.9,13.9
2023,117,DeVonta Smith,PHI,WR,1,16,NYG,13.88888888888889,5,13.2,4,79,26.2,19.75,15.8,80,1,100,0,0,0,17.9,17.9
2023,118,Romeo Doubs,GB,WR,1,16,CAR,18.51851851851852,5,17.9,4,79,36.1,19.75,15.8,80,1,50,1,1,0,17.9,17.9
2023,119,Wan'Dale Robinson,NYG,WR,1,14,GB,21.875,7,33.3,6,79,50,13.17,11.29,85.7,0,0,0,0,0,17.5,17.5
2023,120,Tre Tucker,LV,WR,1,18,DEN,31.25,5,15.6,5,79,32.4,15.8,15.8,100,0,0,0,0,0,14,14
2023,121,Zay Jones,JAX,WR,1,13,CIN,20.51282051282051,8,20.5,5,78,24.3,15.6,9.75,62.5,0,0,0,0,0,12.8,12.8
2023,122,Chris Godwin,TB,WR,1,16,JAX,21.27659574468085,10,28.6,6,78,27.6,13,7.8,60,0,0,1,1,0,13.9,13.9
2023,123,DK Metcalf,SEA,WR,1,15,PHI,16.216216216216218,6,18.2,5,78,37.5,15.6,13,83.3,0,0,0,1,0,12.8,12.8
2023,124,Michael Pittman,IND,WR,1,15,PIT,11.11111111111111,5,17.9,4,78,36.3,19.5,15.6,80,0,0,0,0,0,11.8,11.8
2023,125,Amari Cooper,CLV,WR,1,14,JAX,33.33333333333333,14,31.1,7,77,24.8,11,5.5,50,0,0,0,0,1,13.7,13.7
2023,126,Courtland Sutton,DEN,WR,1,13,HST,33.33333333333333,7,26.9,2,77,41.4,38.5,11,28.6,1,100,1,1,0,15.7,15.7
2023,127,Mecole Hardman,KC,WR,1,18,LAC,100,11,36.7,6,77,50,12.83,7,54.5,0,0,0,0,0,13.7,13.7
2023,128,Jake Ferguson,DAL,TE,1,13,SEA,17.073170731707318,7,17.1,6,77,25.8,12.83,11,85.7,1,33.3,0,3,0,19.7,19.7
2023,129,Xavier Gipson,NYJ,WR,1,13,ATL,23.076923076923077,6,15.8,5,77,36,15.4,12.83,83.3,0,0,0,1,0,12.8,12.8
2023,130,Tyreek Hill,MIA,WR,1,17,BLT,23.52941176470588,12,31.6,6,76,32.1,12.67,6.33,50,0,0,2,3,0,13.6,13.6
2023,131,George Kittle,SF,TE,1,14,SEA,17.24137931034483,5,18.5,3,76,20.7,25.33,15.2,60,1,50,0,0,0,16.6,16.6
2023,132,Diontae Johnson,PIT,WR,1,17,SEA,12.5,4,16.7,4,76,27.7,19,19,100,0,0,0,1,0,11.6,11.6
2023,133,Garrett Wilson,NYJ,WR,1,16,WAS,27.27272727272727,15,30.6,9,76,35,8.44,5.07,60,0,0,3,3,0,15.8,15.8
2023,134,DeAndre Hopkins,TEN,WR,1,13,IND,22.22222222222222,12,36.4,5,75,33.5,15,6.25,41.7,1,100,2,2,0,18.9,18.9
2023,135,Adam Thielen,CAR,WR,1,14,NO,18.91891891891892,7,19.4,5,74,54,14.8,10.57,71.4,0,0,0,0,0,12.4,12.4
2023,136,Jerry Jeudy,DEN,WR,1,15,DET,18.181818181818183,6,18.8,3,74,33.2,24.67,12.33,50,0,0,0,0,0,10.4,10.4
2023,137,Demario Douglas,NE,WR,1,16,DEN,33.33333333333333,8,24.2,5,74,28.9,14.8,9.25,62.5,0,0,0,1,0,12.4,12.4
2023,138,DeVonta Smith,PHI,WR,1,14,DAL,27.77777777777778,10,35.7,5,73,32.4,14.6,7.3,50,0,0,0,0,1,11.3,11.3
2023,139,DeAndre Hopkins,TEN,WR,1,17,HST,12.962962962962962,7,26.9,7,72,39.1,10.29,10.29,100,0,0,0,1,0,14.2,14.2
2023,140,Tee Higgins,CIN,WR,1,14,IND,16,4,16,2,72,26.3,36,18,50,0,0,0,0,0,9.2,9.2
2023,141,Kylen Granson,IND,TE,1,13,TEN,15.789473684210526,3,7.1,3,72,23.1,24,24,100,0,0,0,0,0,10.4,10.4
2023,142,Romeo Doubs,GB,WR,1,13,KC,18.51851851851852,5,13.9,4,72,27,18,14.4,80,0,0,0,0,0,11.2,11.2
2023,143,Jake Ferguson,DAL,TE,1,14,PHI,19.51219512195122,8,20.5,5,72,26.6,14.4,9,62.5,0,0,1,1,0,12.2,12.2
2023,144,Zay Flowers,BLT,WR,1,16,SF,46.42857142857143,13,37.1,9,72,28.6,8,5.54,69.2,1,50,1,3,0,22.2,22.2
2023,145,Rashee Rice,KC,WR,1,14,BUF,21.73913043478261,10,23.3,7,72,26.6,10.29,7.2,70,1,100,2,3,1,19.2,19.2
2023,146,Tyler Lockett,SEA,WR,1,18,ARZ,7.142857142857142,3,10.7,2,71,37.6,35.5,23.67,66.7,1,50,0,1,0,17.1,17.1
2023,147,Courtland Sutton,DEN,WR,1,15,DET,28.57142857142857,6,18.8,5,71,31.8,14.2,11.83,83.3,0,0,1,1,0,12.1,12.1
2023,148,Dallas Goedert,PHI,TE,1,16,NYG,30,9,23.7,7,71,23.6,10.14,7.89,77.8,0,0,1,1,0,14.1,14.1
2023,149,CeeDee Lamb,DAL,WR,1,14,PHI,12.987012987012985,10,25.6,6,71,26.2,11.83,7.1,60,1,50,0,1,0,19.1,19.1
2023,150,Christian Watson,GB,WR,1,13,KC,100,9,25,7,71,26.6,10.14,7.89,77.8,2,66.7,2,3,0,27.6,27.6
2023,151,Mike Evans,TB,WR,1,17,NO,9.523809523809524,4,12.1,3,70,22.7,23.33,17.5,75,0,0,0,0,0,10,10
2023,152,Jamal Agnew,JAX,WR,1,15,BLT,25,2,4.7,2,70,26.5,35,35,100,1,100,0,0,0,15,15
2023,153,Rashid Shaheed,NO,WR,1,16,LA,45,9,22.5,5,70,21.9,14,7.78,55.6,1,33.3,0,0,0,18.4,18.4
2023,154,Isaiah Likely,BLT,TE,1,15,JAX,27.27272727272727,6,25,5,70,40.9,14,11.67,83.3,1,100,0,2,0,18,18
2023,155,Chris Conley,SF,WR,1,18,LA,100,5,19.2,3,69,36.5,23,13.8,60,0,0,1,1,0,9.9,9.9
2023,156,Lil'Jordan Humphrey,DEN,WR,1,17,LAC,36.36363636363637,4,12.5,2,69,30.8,34.5,17.25,50,1,100,0,0,0,14.9,14.9
2023,157,Jameson Williams,DET,WR,1,17,DAL,16.666666666666664,3,8.6,2,69,22.8,34.5,23,66.7,0,0,0,0,0,9.5,9.5
2023,158,Jake Ferguson,DAL,TE,1,18,WAS,14.634146341463413,6,15,6,69,22.3,11.5,11.5,100,0,0,0,1,0,12.9,12.9
2023,159,Jonathan Mingo,CAR,WR,1,13,TB,35.714285714285715,10,32.3,6,69,38.8,11.5,6.9,60,0,0,1,1,0,12.9,12.9
2023,160,Keenan Allen,LAC,WR,1,14,DEN,55.00000000000001,11,26.2,6,68,24.7,11.33,6.18,54.5,0,0,0,0,0,12.8,12.8
2023,161,George Kittle,SF,TE,1,13,PHI,20.689655172413794,6,22.2,4,68,21.7,17,11.33,66.7,0,0,1,1,0,10.8,10.8
2023,162,David Moore,TB,WR,1,15,GB,33.33333333333333,2,7.1,2,68,17.8,34,34,100,1,25,0,0,0,14.8,14.8
2023,163,D.J. Moore,CHI,WR,1,14,DET,24.390243902439025,10,30.3,6,68,30.5,11.33,6.8,60,1,100,2,3,0,26.8,26.8
2023,164,David Bell,CLV,WR,1,18,CIN,30.76923076923077,4,15.4,4,68,41,17,17,100,2,100,0,0,0,22.8,22.8
2023,165,Hunter Henry,NE,TE,1,15,KC,56.25,9,29,7,66,36.7,9.43,7.33,77.8,1,100,0,1,0,19.6,19.6
2023,166,Scott Miller,ATL,WR,1,18,NO,33.33333333333333,2,5.9,2,66,20.8,33,33,100,0,0,0,0,0,8.6,8.6
2023,167,Cole Kmet,CHI,TE,1,14,DET,25,6,18.2,5,66,29.6,13.2,11,83.3,0,0,1,1,0,11.6,11.6
2023,168,DeVante Parker,NE,WR,1,16,DEN,20,5,15.2,4,65,25.4,16.25,13,80,0,0,0,0,0,10.5,10.5
2023,169,Curtis Samuel,WAS,WR,1,13,MIA,19.230769230769234,5,21.7,4,65,51.2,16.25,13,80,0,0,0,0,0,10.5,10.5
2023,170,Rashid Shaheed,NO,WR,1,18,ATL,20,4,14.3,3,65,24.6,21.67,16.25,75,1,25,0,1,0,15.5,15.5
2023,171,DeVante Parker,NE,WR,1,13,LAC,36,9,36,4,64,45.4,16,7.11,44.4,0,0,0,0,0,10.4,10.4
2023,172,D.J. Moore,CHI,WR,1,18,GB,12.195121951219512,5,31.3,4,64,43.2,16,12.8,80,0,0,0,0,0,10.4,10.4
2023,173,Brevin Jordan,HST,TE,1,13,DEN,30.76923076923077,4,14.3,3,64,21.9,21.33,16,75,0,0,0,0,0,9.4,9.4
2023,174,Ja'Marr Chase,CIN,WR,1,15,MIN,12.5,4,9.5,4,64,19.8,16,16,100,0,0,0,0,0,10.4,10.4
2023,175,Tucker Kraft,GB,TE,1,14,NYG,12.5,4,10.3,4,64,29.4,16,16,100,0,0,0,0,0,10.4,10.4
2023,176,Rashee Rice,KC,WR,1,13,GB,19.565217391304348,9,27.3,8,64,30.5,8,7.11,88.9,0,0,1,2,0,14.4,14.4
2023,177,T.J. Hockenson,MIN,TE,1,15,CIN,36.84210526315789,7,20.6,6,63,20.8,10.5,9,85.7,0,0,0,0,0,12.3,12.3
