,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Zone Concept,Zone Concept,Zone Concept,Zone Concept,Zone Concept,Zone Concept,Man/Gap Concept,Man/Gap Concept,Man/Gap Concept,Man/Gap Concept,Man/Gap Concept,Man/Gap Concept,FP,FP,FP,FP,FP
Season,Rank,Name,Team,POS,G,CONCEPT,ATT %,SNAP %,ATT,DCS %,SNEAK %,YDS,YPC,TD,XTD,FUM,1D,EXP RUN %,EXP YDS,EXP YDS %,i5 %,TD RATE,SUCC %,STUFF %,RYOE,YBC/ATT,HIT %,YACO/ATT,YACO %,MTF,MTF/A,EPA/A,EPA,ZONE ATT,ZONE ATT %,ZONE YDS,ZONE TD,ZONE YPC,ZONE SUCC %,MAN ATT,MAN ATT %,MAN YDS,MAN TD,MAN YPC,MAN SUCC %,FP,XFP,FP/G,XFP/G,DIFF
2026,64,Jaylen Warren,PIT,RB,1,Outside Zone,40,50,4,50,0,17,4.25,0,0.03,0,1,0,0,0,0,0,50,25,-1.3,1.5,25,2.75,64.7,0,0,-0.2,-0.8,4,100,17,0,4.25,50,0,0,0,0,0,0,1.7,2,1.7,1.98,-0.28
2026,65,James Cook,BUF,RB,1,Outside Zone,30.76923076923077,100,4,100,0,17,4.25,0,0.01,0,2,25,11,64.7,0,0,50,50,1.1,2.75,50,1.5,35.3,0,0,0.033,0.1,4,100,17,0,4.25,50,0,0,0,0,0,0,1.7,1.7,1.7,1.66,0.04
2026,66,Christian McCaffrey,SF,RB,1,Man/Duo,10,25,1,25,0,16,16,0,0.01,0,1,100,16,100,0,0,100,0,10.9,16,0,0,0,1,1,1.093,1.1,0,0,0,0,0,0,1,100,16,0,16,100,1.6,0.6,1.6,0.55,1.05
2026,67,Chuba Hubbard,CAR,RB,1,Inside Zone,40,57.1,4,57.1,0,16,4,1,0.48,0,1,0,0,0,100,25,75,0,2.6,1.5,25,2.5,62.5,2,0.5,0.215,0.9,4,100,16,1,4,75,0,0,0,0,0,0,7.6,4.2,7.6,4.2,3.4
2026,68,Jahmyr Gibbs,DET,RB,1,Inside Zone,10.344827586206897,75,3,75,0,16,5.33,0,0.03,0,1,33.3,11,68.8,0,0,33.3,66.7,4.4,4,0,1.33,25,0,0,-0.168,-0.5,3,100,16,0,5.33,33.3,0,0,0,0,0,0,1.6,1.3,1.6,1.32,0.28
2026,69,Bijan Robinson,ATL,RB,1,Trick/WR Run,4.761904761904762,100,1,50,0,15,15,0,0,0,1,100,15,100,0,0,100,0,10,13,0,2,13.3,0,0,0.926,0.9,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.5,1.5,0.51,0.99
2026,70,Ashton Jeanty,LV,RB,1,Pull Lead,13.043478260869565,100,3,100,0,15,5,0,0.01,0,1,33.3,15,100,0,0,33.3,33.3,1.3,2.67,33.3,2.33,46.7,0,0,-0.088,-0.3,0,0,0,0,0,0,3,100,15,0,5,33.3,1.5,1.4,1.5,1.41,0.09
2026,71,Chase Brown,CIN,RB,1,Outside Zone,12.5,100,2,100,0,14,7,0,0.01,0,1,50,11,78.6,0,0,50,50,5.6,4,50,3,42.9,1,0.5,0.276,0.6,2,100,14,0,7,50,0,0,0,0,0,0,1.4,0.9,1.4,0.89,0.51
2026,72,Omarion Hampton,LAC,RB,1,Power,16.666666666666664,100,2,100,0,14,7,1,0.45,0,2,0,0,0,0,50,100,0,6.8,1,50,6,85.7,3,1.5,1.288,2.6,0,0,0,0,0,0,2,100,14,1,7,100,7.4,3.4,7.4,3.43,3.97
2026,73,Omarion Hampton,LAC,RB,1,Pull Lead,8.333333333333332,50,1,50,0,14,14,0,0,0,1,100,14,100,0,0,100,0,9.7,7,0,7,50,0,0,0.744,0.7,0,0,0,0,0,0,1,100,14,0,14,100,1.4,0.4,1.4,0.43,0.97
2026,74,Tony Pollard,TEN,RB,1,Pull Lead,14.285714285714285,100,1,100,0,13,13,0,0,0,1,100,13,100,0,0,100,0,8.9,12,0,1,7.7,0,0,0.708,0.7,0,0,0,0,0,0,1,100,13,0,13,100,1.3,0.4,1.3,0.41,0.89
2026,75,Javonte Williams,DAL,RB,1,Man/Duo,25,75,3,75,0,13,4.33,0,0,0,0,0,0,0,0,0,66.7,33.3,-0.1,2.67,33.3,1.67,38.5,0,0,-0.002,0,0,0,0,0,0,0,3,100,13,0,4.33,66.7,1.3,1.3,1.3,1.33,-0.03
2026,76,Tyler Allgeier,ARZ,RB,1,Inside Zone,23.52941176470588,57.1,4,57.1,0,13,3.25,0,0.26,0,1,0,0,0,50,0,50,50,-0.5,1.25,50,2,61.5,0,0,-0.184,-0.7,4,100,13,0,3.25,50,0,0,0,0,0,0,1.3,2.9,1.3,2.9,-1.6
2026,77,Kenneth Walker,KC,RB,1,Outside Zone,17.391304347826086,57.1,4,57.1,0,13,3.25,0,0.01,0,0,0,0,0,0,0,25,50,-2.4,0.75,50,2.5,76.9,2,0.5,-0.133,-0.5,4,100,13,0,3.25,25,0,0,0,0,0,0,1.3,1.6,1.3,1.63,-0.33
2026,78,De'Von Achane,MIA,RB,1,Trap,18.181818181818183,100,2,100,0,13,6.5,0,0.01,0,1,50,10,76.9,0,0,50,50,4,2.5,50,4,61.5,1,0.5,0.482,1,0,0,0,0,0,0,2,100,13,0,6.5,50,1.3,1,1.3,0.97,0.33
2026,79,Braelon Allen,NYJ,RB,1,Counter,20,66.7,2,66.7,0,13,6.5,0,0.01,0,1,0,0,0,0,0,50,0,4.2,5,0,1.5,23.1,0,0,-0.212,-0.4,0,0,0,0,0,0,2,100,13,0,6.5,50,1.3,0.9,1.3,0.95,0.35
2026,80,Mike Washington,LV,RB,1,Outside Zone,42.857142857142854,42.9,3,42.9,0,13,4.33,0,0.02,0,0,0,0,0,0,0,66.7,33.3,0.3,2.33,0,2,46.2,0,0,-0.007,0,3,100,13,0,4.33,66.7,0,0,0,0,0,0,1.3,1.4,1.3,1.39,-0.09
2026,81,Ameer Abdullah,JAX,RB,1,Inside Zone,25,100,1,100,0,12,12,0,0.01,0,0,100,12,100,0,0,0,0,7.6,10,0,2,16.7,0,0,0.281,0.3,1,100,12,0,12,0,0,0,0,0,0,0,1.2,0.5,1.2,0.52,0.68
2026,82,Kyren Williams,LA,RB,1,Inside Zone,27.27272727272727,100,3,100,0,12,4,1,0.2,0,1,0,0,0,100,33.3,33.3,33.3,0.8,2.67,0,1.33,33.3,1,0.33,0.218,0.7,3,100,12,1,4,33.3,0,0,0,0,0,0,7.2,2.3,7.2,2.33,4.87
2026,83,Chris Rodriguez,JAX,RB,1,Outside Zone,33.33333333333333,22.2,2,22.2,0,12,6,0,0.01,0,0,0,0,0,0,0,100,0,3.3,2.5,0,3.5,58.3,0,0,0.195,0.4,2,100,12,0,6,100,0,0,0,0,0,0,1.2,0.9,1.2,0.92,0.28
2026,84,Bucky Irving,TB,RB,1,Outside Zone,37.5,75,3,75,0,12,4,0,0.01,0,1,0,0,0,0,0,33.3,33.3,-0.6,0.67,66.7,3.33,83.3,1,0.33,-0.065,-0.2,3,100,12,0,4,33.3,0,0,0,0,0,0,1.2,1.3,1.2,1.3,-0.1
2026,85,Braelon Allen,NYJ,RB,1,Outside Zone,40,40,4,40,0,12,3,0,0.02,0,0,0,0,0,0,0,50,50,-4.7,0.25,50,2.75,91.7,1,0.25,-0.326,-1.3,4,100,12,0,3,50,0,0,0,0,0,0,1.2,1.8,1.2,1.78,-0.58
2026,86,Quinshon Judkins,CLV,RB,1,Man/Duo,33.33333333333333,100,4,100,0,12,3,0,0.17,0,1,0,0,0,100,0,50,50,-1.1,1.75,0,1.25,41.7,0,0,-0.114,-0.5,0,0,0,0,0,0,4,100,12,0,3,50,1.2,2.3,1.2,2.34,-1.14
2026,87,Kaelon Black,SF,RB,1,Man/Duo,21.428571428571427,75,3,75,0,12,4,0,0.03,0,0,0,0,0,0,0,100,0,-2.9,2.67,0,1.33,33.3,0,0,-0.064,-0.2,0,0,0,0,0,0,3,100,12,0,4,100,1.2,1.7,1.2,1.66,-0.46
2026,88,Ameer Abdullah,JAX,RB,1,Pull Lead,25,25,1,25,0,11,11,0,0,0,1,100,11,100,0,0,100,0,7.3,9,0,2,18.2,0,0,0.512,0.5,0,0,0,0,0,0,1,100,11,0,11,100,1.1,0.4,1.1,0.39,0.71
2026,89,Aaron Jones,MIN,RB,1,Outside Zone,25,30,3,30,0,11,3.67,0,0,0,0,0,0,0,0,0,66.7,33.3,-1.4,2.67,33.3,1,27.3,0,0,-0.344,-1,3,100,11,0,3.67,66.7,0,0,0,0,0,0,1.1,1.3,1.1,1.25,-0.15
2026,90,Rachaad White,WAS,RB,1,Inside Zone,28.57142857142857,20,2,13.3,0,11,5.5,0,0.04,0,1,0,0,0,0,0,50,0,-3.4,3.5,50,2,36.4,0,0,0.23,0.5,2,100,11,0,5.5,50,0,0,0,0,0,0,1.1,1.6,1.1,1.65,-0.55
2026,91,Chris Rodriguez,JAX,RB,1,Man/Duo,66.66666666666666,66.7,4,66.7,0,11,2.75,0,0.05,0,1,0,0,0,0,0,50,50,-4.6,1,25,1.75,63.6,1,0.25,-0.289,-1.2,0,0,0,0,0,0,4,100,11,0,2.75,50,1.1,1.9,1.1,1.88,-0.78
2026,92,Tyjae Spears,TEN,RB,1,Inside Zone,66.66666666666666,66.7,2,66.7,0,11,5.5,0,0.02,0,1,50,10,90.9,0,0,50,50,2.6,3.5,50,2,36.4,0,0,0.019,0,2,100,11,0,5.5,50,0,0,0,0,0,0,1.1,1,1.1,0.97,0.13
2026,93,Jahmyr Gibbs,DET,RB,1,Trap,3.4482758620689653,100,1,100,0,11,11,0,0,0,1,100,11,100,0,0,100,0,6.4,7,0,4,36.4,0,0,0.542,0.5,0,0,0,0,0,0,1,100,11,0,11,100,1.1,0.5,1.1,0.47,0.63
2026,94,Jonathon Brooks,CAR,RB,1,Inside Zone,50,28.6,2,28.6,0,11,5.5,0,0,0,0,0,0,0,0,0,50,0,2.3,4,0,1.5,27.3,0,0,-0.012,0,2,100,11,0,5.5,50,0,0,0,0,0,0,1.1,0.9,1.1,0.89,0.21
2026,95,Bucky Irving,TB,RB,1,Man/Duo,25,40,2,40,0,11,5.5,1,0.07,0,1,50,10,90.9,0,50,50,50,2.1,5,50,0.5,9.1,0,0,0.9,1.8,0,0,0,0,0,0,2,100,11,1,5.5,50,7.1,1.3,7.1,1.34,5.76
2026,96,MarShawn Lloyd,GB,RB,1,Outside Zone,38.46153846153847,71.4,5,71.4,0,11,2.2,0,0.69,0,1,0,0,0,0,0,40,60,-26.4,0.8,40,1.4,63.6,0,0,-0.322,-1.6,5,100,11,0,2.2,40,0,0,0,0,0,0,1.1,7.9,1.1,7.88,-6.78
2026,97,Cam Skattebo,NYG,RB,1,Outside Zone,11.11111111111111,40,2,40,0,11,5.5,0,0.01,0,1,50,10,90.9,0,0,50,50,2,1,50,4.5,81.8,2,1,0.235,0.5,2,100,11,0,5.5,50,0,0,0,0,0,0,1.1,1,1.1,0.97,0.13
2026,98,Bhayshul Tuten,JAX,RB,1,Pull Lead,20,75,3,75,0,11,3.67,0,0.08,0,1,33.3,10,90.9,0,0,66.7,33.3,-3.5,0.33,66.7,3.33,90.9,1,0.33,-0.209,-0.6,0,0,0,0,0,0,3,100,11,0,3.67,66.7,1.1,1.9,1.1,1.92,-0.82
2026,99,Jeremiyah Love,ARZ,RB,1,Inside Zone,27.27272727272727,42.9,3,42.9,0,11,3.67,1,0.97,0,1,0,0,0,50,33.3,66.7,33.3,-6.5,-0.33,66.7,4,109.1,2,0.67,0.377,1.1,3,100,11,1,3.67,66.7,0,0,0,0,0,0,7.1,7.6,7.1,7.56,-0.46
2026,100,Kaytron Allen,WAS,RB,1,Inside Zone,75,20,3,20,0,11,3.67,0,0.29,0,0,0,0,0,100,0,100,33.3,2.2,2,0,1.67,45.5,1,0.33,0.008,0,3,100,11,0,3.67,100,0,0,0,0,0,0,1.1,2.6,1.1,2.6,-1.5
2026,101,Tony Pollard,TEN,RB,1,Man/Duo,42.857142857142854,100,3,100,0,10,3.33,0,0,0,0,0,0,0,0,0,33.3,66.7,-5,1.33,33.3,2,60,0,0,-0.172,-0.5,0,0,0,0,0,0,3,100,10,0,3.33,33.3,1,1.5,1,1.51,-0.51
2026,102,Kenneth Walker,KC,RB,1,Pull Lead,8.695652173913043,100,2,100,0,10,5,0,0.29,0,1,100,12,120,100,0,50,50,4.3,1,50,4,80,0,0,-0.056,-0.1,0,0,0,0,0,0,2,100,10,0,5,50,1,2.3,1,2.31,-1.31
2026,103,Bijan Robinson,ATL,RB,1,Man/Duo,9.523809523809524,66.7,2,66.7,0,10,5,0,0,0,1,0,0,0,0,0,50,50,0.8,2.5,0,2.5,50,0,0,0.81,1.6,0,0,0,0,0,0,2,100,10,0,5,50,1,0.9,1,0.93,0.07
2026,104,De'Von Achane,MIA,RB,1,Outside Zone,36.36363636363637,80,4,80,0,10,2.5,0,0.03,0,1,0,0,0,0,0,25,75,-7.3,1,50,1.5,60,1,0.25,-0.211,-0.8,4,100,10,0,2.5,25,0,0,0,0,0,0,1,1.9,1,1.92,-0.92
2026,105,Corey Kiner,NE,RB,1,Outside Zone,66.66666666666666,57.1,4,57.1,0,10,2.5,0,0.01,0,0,0,0,0,0,0,25,75,-8.2,0.5,75,2,80,0,0,-0.253,-1,4,100,10,0,2.5,25,0,0,0,0,0,0,1,1.9,1,1.85,-0.85
2026,106,Kaelon Black,SF,RB,1,Inside Zone,21.428571428571427,33.3,3,33.3,0,10,3.33,0,0.03,0,1,0,0,0,0,0,66.7,33.3,-1.9,2,33.3,1.33,40,0,0,-0.087,-0.3,3,100,10,0,3.33,66.7,0,0,0,0,0,0,1,1.4,1,1.39,-0.39
2026,107,Ameer Abdullah,JAX,RB,1,Outside Zone,25,11.1,1,11.1,0,9,9,0,0.03,0,0,0,0,0,0,0,100,0,5.5,5,0,4,44.4,0,0,0.679,0.7,1,100,9,0,9,100,0,0,0,0,0,0,0.9,0.5,0.9,0.51,0.39
2026,108,Derrick Henry,BLT,RB,1,Man/Duo,16.666666666666664,83.3,4,66.7,0,9,2.25,0,0.25,0,0,0,0,0,0,0,0,100,-7.4,1,25,1.25,55.6,0,0,-0.241,-1,0,0,0,0,0,0,4,100,9,0,2.25,0,0.9,3.2,0.9,3.16,-2.26
2026,109,Chase Brown,CIN,RB,1,Pull Lead,12.5,100,2,100,0,9,4.5,0,0.02,0,1,50,13,144.4,0,0,50,50,-1.7,0,50,4.5,100,1,0.5,-0.307,-0.6,0,0,0,0,0,0,2,100,9,0,4.5,50,0.9,1.2,0.9,1.17,-0.27
2026,110,George Holani,SEA,RB,1,Draw,12.5,100,1,100,0,9,9,0,0,0,0,0,0,0,0,0,100,0,4.9,4,0,5,55.6,0,0,0.277,0.3,0,0,0,0,0,0,1,100,9,0,9,100,0.9,0.4,0.9,0.41,0.49
2026,111,Bhayshul Tuten,JAX,RB,1,Trap,13.333333333333334,100,2,100,0,9,4.5,0,0,0,0,0,0,0,0,0,50,50,-0.7,2.5,0,2,44.4,0,0,0.11,0.2,0,0,0,0,0,0,2,100,9,0,4.5,50,0.9,1,0.9,0.97,-0.07
2026,112,Emmett Johnson,KC,RB,1,Power,25,25,2,25,0,9,4.5,0,0.02,0,0,0,0,0,0,0,50,0,0.4,1,50,3.5,77.8,0,0,-0.133,-0.3,0,0,0,0,0,0,2,100,9,0,4.5,50,0.9,1,0.9,0.97,-0.07
2026,113,Aaron Jones,MIN,RB,1,Counter,8.333333333333332,100,1,100,0,8,8,0,0,0,0,0,0,0,0,0,100,0,3.1,4,0,4,50,0,0,0.484,0.5,0,0,0,0,0,0,1,100,8,0,8,100,0.8,0.5,0.8,0.5,0.3
2026,114,Saquon Barkley,PHI,RB,1,Man/Duo,20,75,3,75,0,8,2.67,0,0.01,0,0,0,0,0,0,0,33.3,66.7,-5.5,3.67,0,-1,-37.5,2,0.67,-0.413,-1.2,0,0,0,0,0,0,3,100,8,0,2.67,33.3,0.8,1.4,0.8,1.39,-0.59
2026,115,Saquon Barkley,PHI,RB,1,No Design,6.666666666666667,100,1,100,0,8,8,0,0,0,0,0,0,0,0,0,100,0,3.2,1,0,7,87.5,0,0,0.393,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.5,0.8,0.49,0.31
2026,116,Rico Dowdle,PIT,RB,1,Outside Zone,50,50,4,50,0,8,2,0,0.04,0,0,0,0,0,0,0,25,75,-7.6,0.25,25,1.75,87.5,0,0,-0.352,-1.4,4,100,8,0,2,25,0,0,0,0,0,0,0.8,1.8,0.8,1.78,-0.98
2026,117,J.K. Dobbins,DEN,RB,1,Counter,25,100,2,100,0,8,4,0,0.01,0,0,0,0,0,0,0,100,0,-1.8,2,0,2,50,0,0,-0.167,-0.3,0,0,0,0,0,0,2,100,8,0,4,100,0.8,1,0.8,1.01,-0.21
2026,118,Jonathan Taylor,IND,RB,1,Inside Zone,21.052631578947366,100,4,100,0,8,2,1,0.07,0,1,0,0,0,100,25,25,50,-6.4,0.5,50,1.5,75,0,0,-0.003,0,4,100,8,1,2,25,0,0,0,0,0,0,6.8,1.9,6.8,1.86,4.94
2026,119,Rhamondre Stevenson,NE,RB,1,Draw,11.11111111111111,100,2,100,0,8,4,0,0.01,0,0,0,0,0,0,0,50,50,-2.8,2.5,0,1.5,37.5,0,0,-0.526,-1.1,0,0,0,0,0,0,2,100,8,0,4,50,0.8,1.1,0.8,1.12,-0.32
2026,120,Tyler Allgeier,ARZ,RB,1,Draw,5.88235294117647,100,1,100,0,8,8,0,0,0,0,0,0,0,0,0,100,0,2.7,4,0,4,50,0,0,0.502,0.5,0,0,0,0,0,0,1,100,8,0,8,100,0.8,0.5,0.8,0.54,0.26
2026,121,Jordan Mason,MIN,RB,1,Man/Duo,26.666666666666668,40,4,40,0,8,2,0,0.12,0,0,0,0,0,0,0,50,50,-7.2,0.75,50,1.25,62.5,0,0,-0.448,-1.8,0,0,0,0,0,0,4,100,8,0,2,50,0.8,2.2,0.8,2.23,-1.43
2026,122,Kendre Miller,NO,RB,1,Man/Duo,11.11111111111111,50,1,50,0,8,8,0,0,0,1,0,0,0,0,0,100,0,3.8,7,0,1,12.5,1,1,1.191,1.2,0,0,0,0,0,0,1,100,8,0,8,100,0.8,0.4,0.8,0.43,0.37
2026,123,Tyrone Tracy,NYG,RB,1,Pull Lead,50,33.3,1,33.3,0,8,8,0,0,1,0,0,0,0,0,0,100,0,3.9,8,0,0,0,0,0,-3.183,-3.2,0,0,0,0,0,0,1,100,8,0,8,100,-0.2,0.4,-0.2,0.43,-0.63
2026,124,Braelon Allen,NYJ,RB,1,Trap,10,100,1,100,0,8,8,0,0,0,0,0,0,0,0,0,100,0,3.8,5,0,3,37.5,0,0,0.555,0.6,0,0,0,0,0,0,1,100,8,0,8,100,0.8,0.4,0.8,0.43,0.37
2026,125,Omarion Hampton,LAC,RB,1,Inside Zone,16.666666666666664,100,2,100,0,8,4,0,0,0,1,0,0,0,0,0,100,0,0.8,2,50,2,50,0,0,0.043,0.1,2,100,8,0,4,100,0,0,0,0,0,0,0.8,0.7,0.8,0.73,0.07
2026,126,Cam Skattebo,NYG,RB,1,Man/Duo,11.11111111111111,100,2,100,0,8,4,1,0.97,0,1,0,0,0,100,50,100,0,-0.2,3,0,1,25,0,0,0.406,0.8,0,0,0,0,0,0,2,100,8,1,4,100,6.8,6.6,6.8,6.61,0.19
2026,127,Cam Skattebo,NYG,RB,1,Pull Lead,5.555555555555555,33.3,1,33.3,0,8,8,0,0.02,0,1,0,0,0,0,0,100,0,5.1,5,0,3,37.5,0,0,-0.12,-0.1,0,0,0,0,0,0,1,100,8,0,8,100,0.8,0.4,0.8,0.43,0.37
2026,128,Emmett Johnson,KC,RB,1,Outside Zone,37.5,42.9,3,42.9,0,8,2.67,0,0.1,0,1,0,0,0,0,0,66.7,33.3,-3.6,0.33,66.7,2.33,87.5,0,0,0.199,0.6,3,100,8,0,2.67,66.7,0,0,0,0,0,0,0.8,1.8,0.8,1.77,-0.97
2026,129,Justice Hill,BLT,RB,1,Pull Lead,16.666666666666664,100,1,100,0,7,7,0,0.01,0,1,0,0,0,0,0,100,0,2.3,4,0,3,42.9,0,0,0.362,0.4,0,0,0,0,0,0,1,100,7,0,7,100,0.7,0.5,0.7,0.53,0.17
2026,130,Devin Singletary,NYG,RB,1,Outside Zone,33.33333333333333,40,2,40,0,7,3.5,0,0,0,0,0,0,0,0,0,50,50,-1.6,1.5,50,2,57.1,1,0.5,0.097,0.2,2,100,7,0,3.5,50,0,0,0,0,0,0,0.7,0.9,0.7,0.87,-0.17
2026,131,Tony Pollard,TEN,RB,1,Power,28.57142857142857,100,2,100,0,7,3.5,0,0,0,0,0,0,0,0,0,50,50,-2.7,2,0,1.5,42.9,0,0,-0.291,-0.6,0,0,0,0,0,0,2,100,7,0,3.5,50,0.7,1,0.7,0.99,-0.29
2026,132,Rico Dowdle,PIT,RB,1,Inside Zone,37.5,60,3,60,0,7,2.33,0,0,0,0,0,0,0,0,0,33.3,66.7,-6.2,0.33,66.7,2,85.7,1,0.33,-0.505,-1.5,3,100,7,0,2.33,33.3,0,0,0,0,0,0,0.7,1.3,0.7,1.34,-0.64
2026,133,J.K. Dobbins,DEN,RB,1,Outside Zone,37.5,75,3,75,0,7,2.33,0,0,0,0,0,0,0,0,0,33.3,66.7,-7.6,1.33,33.3,1,42.9,0,0,-0.372,-1.1,3,100,7,0,2.33,33.3,0,0,0,0,0,0,0.7,1.5,0.7,1.48,-0.78
2026,134,Jonathan Taylor,IND,RB,1,Pull Lead,5.263157894736842,100,1,100,0,7,7,0,0,0,0,0,0,0,0,0,100,0,2.4,0,100,7,100,1,1,0.233,0.2,0,0,0,0,0,0,1,100,7,0,7,100,0.7,0.5,0.7,0.47,0.23
2026,135,AJ Dillon,CAR,RB,1,Inside Zone,20,14.3,1,14.3,0,7,7,0,0,0,0,0,0,0,0,0,100,0,2.3,3,0,4,57.1,0,0,0.43,0.4,1,100,7,0,7,100,0,0,0,0,0,0,0.7,0.5,0.7,0.48,0.22
2026,136,Kenny Gainwell,TB,RB,1,Power,20,100,1,100,0,7,7,0,0.01,0,1,0,0,0,0,0,100,0,2.1,3,0,4,57.1,0,0,0.848,0.8,0,0,0,0,0,0,1,100,7,0,7,100,0.7,0.5,0.7,0.52,0.18
2026,137,Brian Robinson,ATL,RB,1,Inside Zone,22.22222222222222,40,2,40,0,7,3.5,0,0,0,1,0,0,0,0,0,50,50,-1.4,1.5,50,2,57.1,0,0,0.078,0.2,2,100,7,0,3.5,50,0,0,0,0,0,0,0.7,0.9,0.7,0.86,-0.16
2026,138,Keaton Mitchell,LAC,RB,1,Outside Zone,75,33.3,3,33.3,0,7,2.33,0,0.06,0,0,0,0,0,0,0,33.3,66.7,-4.5,-1.67,100,4,171.4,2,0.67,-0.243,-0.7,3,100,7,0,2.33,33.3,0,0,0,0,0,0,0.7,1.5,0.7,1.51,-0.81
2026,139,Chase Brown,CIN,RB,1,Inside Zone,18.75,37.5,3,37.5,0,7,2.33,0,0.47,0,0,0,0,0,100,0,66.7,66.7,0.3,1.33,0,1,42.9,0,0,-0.196,-0.6,3,100,7,0,2.33,66.7,0,0,0,0,0,0,0.7,3.5,0.7,3.47,-2.77
2026,140,De'Von Achane,MIA,RB,1,Power,9.090909090909092,50,1,50,0,7,7,0,0,0,0,0,0,0,0,0,100,0,1.7,7,0,0,0,0,0,-0.139,-0.1,0,0,0,0,0,0,1,100,7,0,7,100,0.7,0.5,0.7,0.53,0.17
2026,141,George Holani,SEA,RB,1,Inside Zone,37.5,60,3,60,0,7,2.33,0,0.02,0,0,0,0,0,0,0,0,66.7,-10.6,0.67,66.7,1.67,71.4,0,0,-0.619,-1.9,3,100,7,0,2.33,0,0,0,0,0,0,0,0.7,1.9,0.7,1.86,-1.16
2026,142,Braelon Allen,NYJ,RB,1,Inside Zone,20,28.6,2,28.6,0,7,3.5,0,0.01,0,2,0,0,0,0,0,100,0,0.5,0,50,3.5,100,1,0.5,0.854,1.7,2,100,7,0,3.5,100,0,0,0,0,0,0,0.7,0.7,0.7,0.71,-0.01
2026,143,Woody Marks,HST,RB,1,Man/Duo,11.11111111111111,33.3,1,33.3,0,7,7,0,0,0,0,0,0,0,0,0,0,0,2.8,6,0,1,14.3,1,1,-0.464,-0.5,0,0,0,0,0,0,1,100,7,0,7,0,0.7,0.4,0.7,0.42,0.28
2026,144,Bhayshul Tuten,JAX,RB,1,Man/Duo,6.666666666666667,16.7,1,16.7,0,7,7,0,0.01,0,1,0,0,0,0,0,100,0,2.4,4,0,3,42.9,0,0,0.777,0.8,0,0,0,0,0,0,1,100,7,0,7,100,0.7,0.5,0.7,0.5,0.2
2026,145,RJ Harvey,DEN,RB,1,Man/Duo,33.33333333333333,33.3,1,33.3,0,7,7,0,0,0,0,0,0,0,0,0,100,0,2.3,5,0,2,28.6,0,0,0.327,0.3,0,0,0,0,0,0,1,100,7,0,7,100,0.7,0.5,0.7,0.47,0.23
2026,146,Jadarian Price,SEA,RB,1,Inside Zone,10,20,1,20,0,7,7,0,0,0,1,0,0,0,0,0,100,0,2.8,3,0,4,57.1,0,0,0.866,0.9,1,100,7,0,7,100,0,0,0,0,0,0,0.7,0.4,0.7,0.42,0.28
2026,147,Justice Hill,BLT,RB,1,Outside Zone,50,16.7,3,16.7,0,6,2,0,0.03,0,0,0,0,0,0,0,33.3,66.7,-7.1,1,66.7,1,50,1,0.33,-0.435,-1.3,3,100,6,0,2,33.3,0,0,0,0,0,0,0.6,1.5,0.6,1.51,-0.91
2026,148,David Montgomery,HST,RB,1,Man/Duo,10,66.7,2,66.7,0,6,3,1,0.8,0,1,0,0,0,100,50,100,0,0.8,2,50,1,33.3,0,0,0.497,1,0,0,0,0,0,0,2,100,6,1,3,100,6.6,5.3,6.6,5.3,1.3
2026,149,Rhamondre Stevenson,NE,RB,1,Outside Zone,16.666666666666664,42.9,3,42.9,0,6,2,0,0.01,0,1,0,0,0,0,0,33.3,66.7,-6,0,66.7,2,100,0,0,-0.204,-0.6,3,100,6,0,2,33.3,0,0,0,0,0,0,0.6,1.2,0.6,1.24,-0.64
2026,150,Rhamondre Stevenson,NE,RB,1,Power,5.555555555555555,100,1,100,0,6,6,0,0,0,0,0,0,0,0,0,100,0,1.2,3,0,3,50,0,0,0.408,0.4,0,0,0,0,0,0,1,100,6,0,6,100,0.6,0.5,0.6,0.49,0.11
2026,151,Kenny Gainwell,TB,RB,1,Man/Duo,60,60,3,60,0,6,2,0,0,0,0,0,0,0,0,0,66.7,66.7,-3.2,0.33,66.7,1.67,83.3,1,0.33,-0.502,-1.5,0,0,0,0,0,0,3,100,6,0,2,66.7,0.6,0.9,0.6,0.95,-0.35
2026,152,Jordan Mason,MIN,RB,1,Inside Zone,13.333333333333334,100,2,100,0,6,3,1,0.82,0,1,0,0,0,100,50,100,0,1.1,1,50,2,66.7,0,0,0.247,0.5,2,100,6,1,3,100,0,0,0,0,0,0,6.6,5.4,6.6,5.38,1.22
2026,153,Tyrone Tracy,NYG,RB,1,Outside Zone,50,20,1,20,0,6,6,0,0,0,1,0,0,0,0,0,100,0,1.5,6,0,0,0,0,0,0.494,0.5,1,100,6,0,6,100,0,0,0,0,0,0,0.6,0.5,0.6,0.45,0.15
2026,154,Woody Marks,HST,RB,1,Draw,11.11111111111111,100,1,100,0,6,6,0,0,0,1,0,0,0,0,0,100,0,0.6,3,0,3,50,0,0,0.957,1,0,0,0,0,0,0,1,100,6,0,6,100,0.6,0.5,0.6,0.54,0.06
