,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Zone Concept,Zone Concept,Zone Concept,Zone Concept,Zone Concept,Zone Concept,Man/Gap Concept,Man/Gap Concept,Man/Gap Concept,Man/Gap Concept,Man/Gap Concept,Man/Gap Concept,FP,FP,FP,FP,FP
2025,9,Tony Pollard,TEN,RB,17,Outside Zone,35.53719008264463,79.3,86,77.5,0,439,5.1,1,0.21,1,19,15.1,211,48.1,0,1.2,45.3,48.8,49.2,2.49,40.7,2.62,51.3,12,0.14,-0.071,-6.1,86,100,439,1,5.1,45.3,0,0,0,0,0,0,48.9,40.3,2.88,2.37,0.51
2025,10,Jaylen Warren,PIT,RB,16,Outside Zone,34.59715639810427,57,73,61.3,0,429,5.88,4,1.68,0,16,17.4,259,60.4,40,5.5,49.3,46.6,138,2.96,38.4,2.92,49.7,17,0.23,0.053,3.9,73,100,429,4,5.88,49.3,0,0,0,0,0,0,66.9,39.2,4.18,2.45,1.73
2025,11,Kyren Williams,LA,RB,15,Outside Zone,28.185328185328185,62,73,60.3,0,418,5.73,2,1.78,1,21,17.6,185,44.3,60,2.7,67.1,28.8,123.8,2.74,24.7,2.99,52.2,18,0.25,0.036,2.6,73,100,418,2,5.73,67.1,0,0,0,0,0,0,52.8,40.1,3.52,2.67,0.85
2025,12,Kenneth Walker,SEA,RB,17,Outside Zone,38.009049773755656,58.7,84,56,0,406,4.83,1,1.6,0,19,16.9,228,56.2,25,1.2,44,52.4,29.9,2.29,40.5,2.55,52.7,22,0.26,-0.032,-2.7,84,100,406,1,4.83,44,0,0,0,0,0,0,46.6,47.2,2.74,2.78,-0.04
2025,13,Ashton Jeanty,LV,RB,17,Outside Zone,38.721804511278194,88.2,103,86.6,0,398,3.86,1,1.12,0,14,9.4,168,42.2,100,1,42.7,53.4,-25.3,1.46,50.5,2.41,62.3,17,0.17,-0.224,-23.1,103,100,398,1,3.86,42.7,0,0,0,0,0,0,45.8,49,2.69,2.89,-0.2
2025,14,Jonathan Taylor,IND,RB,16,Man/Duo,20.123839009287924,85.7,65,84.4,0,393,6.05,4,2.9,0,24,15.5,218,55.5,80,6.2,64.6,35.4,123.5,3.29,27.7,2.75,45.5,14,0.22,0.232,15.1,0,0,0,0,0,0,65,100,393,4,6.05,64.6,63.3,44.3,3.96,2.77,1.19
2025,15,Jahmyr Gibbs,DET,RB,17,Man/Duo,22.633744855967077,62.6,55,60.4,0,393,7.15,4,1.65,0,15,12,231,58.8,36.4,7.3,54.5,40,158.3,4.6,29.1,2.55,35.6,14,0.25,0.189,10.4,0,0,0,0,0,0,55,100,393,4,7.15,54.5,63.3,33.4,3.72,1.96,1.76
2025,16,James Cook,BUF,RB,15,Inside Zone,23.624595469255663,81.3,73,80.2,0,370,5.07,2,1.01,0,15,11.6,125,33.8,100,2.7,61.6,38.4,68.2,2.52,26,2.55,50.3,11,0.15,0.084,6.1,73,100,370,2,5.07,61.6,0,0,0,0,0,0,49,36.2,3.27,2.42,0.85
2025,17,Breece Hall,NYJ,RB,16,Inside Zone,34.97942386831276,68.8,85,65.9,0,365,4.29,1,0.42,0,24,8.8,137,37.5,66.7,1.2,50.6,38.8,16,2.45,31.8,1.85,43,14,0.16,0.006,0.5,85,100,365,1,4.29,50.6,0,0,0,0,0,0,42.5,37.4,2.66,2.34,0.32
2025,18,Saquon Barkley,PHI,RB,16,Outside Zone,30,85.9,84,86.6,0,356,4.24,3,1.38,0,13,12.7,174,48.9,100,3.6,50,47.6,-15.3,1.89,47.6,2.35,55.3,10,0.12,-0.103,-8.7,84,100,356,3,4.24,50,0,0,0,0,0,0,53.6,45.4,3.35,2.84,0.51
2025,19,Tyler Allgeier,ATL,RB,16,Outside Zone,62.93706293706294,34.1,90,32.6,0,355,3.94,6,4.75,0,25,15.8,166,46.8,58.3,6.7,51.1,47.8,-5.8,1.91,43.3,2.03,51.5,10,0.11,-0.033,-3,90,100,355,6,3.94,51.1,0,0,0,0,0,0,71.5,64.6,4.47,4.04,0.43
2025,20,Breece Hall,NYJ,RB,16,Outside Zone,32.510288065843625,76.6,79,76.7,0,355,4.49,0,0.36,2,13,12.8,158,44.5,50,0,46.8,49.4,28.5,2.32,39.2,2.18,48.5,16,0.2,-0.199,-15.8,79,100,355,0,4.49,46.8,0,0,0,0,0,0,33.5,34.8,2.09,2.17,-0.08
2025,21,Kyle Monangai,CHI,RB,16,Outside Zone,44.97041420118343,38.2,76,38.2,0,350,4.61,2,1.71,0,15,11.3,147,42,28.6,2.6,47.4,46.1,45.5,2.34,30.3,2.26,49.1,7,0.09,0.044,3.4,76,100,350,2,4.61,47.4,0,0,0,0,0,0,47,40.7,2.94,2.54,0.4
2025,22,Chase Brown,CIN,RB,17,Man/Duo,31.896551724137932,65.8,74,64.9,0,339,4.58,3,4.24,0,18,11.1,130,38.3,80,4.1,56.8,43.2,15.2,2.09,31.1,2.49,54.3,10,0.14,0.045,3.4,0,0,0,0,0,0,74,100,339,3,4.58,56.8,51.9,57.8,3.05,3.4,-0.35
2025,23,Travis Etienne,JAX,RB,17,Outside Zone,28.46153846153846,69.1,74,67.3,0,337,4.55,1,0.76,0,8,6.9,134,39.8,0,1.4,43.2,52.7,10.7,2.73,43.2,1.82,40.1,7,0.09,-0.101,-7.5,74,100,337,1,4.55,43.2,0,0,0,0,0,0,39.7,37.2,2.34,2.19,0.15
2025,24,Jahmyr Gibbs,DET,RB,17,Outside Zone,37.86008230452675,62.4,92,58.6,0,331,3.6,3,2.25,0,13,8,132,39.9,0,3.3,39.1,53.3,-63,1.6,42.4,2,55.6,22,0.24,-0.137,-12.6,92,100,331,3,3.6,39.1,0,0,0,0,0,0,51.1,52.9,3.01,3.11,-0.1
2025,25,Javonte Williams,DAL,RB,16,Inside Zone,28.57142857142857,58.5,72,62.1,0,326,4.53,4,2.86,0,25,12.9,107,32.8,87.5,5.6,61.1,34.7,43.6,2.13,30.6,2.4,53.1,8,0.11,0.155,11.2,72,100,326,4,4.53,61.1,0,0,0,0,0,0,56.6,45.4,3.54,2.84,0.7
2025,26,Saquon Barkley,PHI,RB,16,Inside Zone,30.714285714285715,77.5,86,76.8,0,317,3.69,1,1.67,0,16,11.8,110,34.7,100,1.2,48.8,45.3,-34.5,2.03,33.7,1.65,44.8,7,0.08,-0.038,-3.2,86,100,317,1,3.69,48.8,0,0,0,0,0,0,37.7,45.2,2.36,2.82,-0.46
2025,27,Rico Dowdle,CAR,RB,17,Inside Zone,30.08474576271186,57.6,71,56.8,0,316,4.45,1,1.32,0,15,8.8,104,32.9,50,1.4,46.5,43.7,-0.2,2.06,26.8,2.39,53.8,12,0.17,-0.009,-0.7,71,100,316,1,4.45,46.5,0,0,0,0,0,0,37.6,39.6,2.21,2.33,-0.12
2025,28,De'Von Achane,MIA,RB,14,Pull Lead,13.865546218487395,81.6,33,71.7,0,292,8.85,3,1.34,0,10,30,217,74.3,100,9.1,66.7,30.3,134.6,5.55,30.3,3.3,37.3,7,0.21,0.478,15.8,0,0,0,0,0,0,33,100,292,3,8.85,66.7,47.2,23.8,3.37,1.7,1.67
2025,29,Jonathan Taylor,IND,RB,16,Inside Zone,23.219814241486066,85.9,75,81.5,0,291,3.88,2,2.71,0,17,11.9,110,37.8,71.4,2.7,38.7,50.7,-40.4,2.15,42.7,1.73,44.7,8,0.11,-0.165,-12.4,75,100,291,2,3.88,38.7,0,0,0,0,0,0,41.1,49.4,2.57,3.09,-0.52
2025,30,Ashton Jeanty,LV,RB,14,Inside Zone,24.43609022556391,77.9,65,75.6,0,290,4.46,2,0.65,0,14,14.5,157,54.1,100,3.1,40,52.3,24.5,1.66,40,2.8,62.8,11,0.17,-0.176,-11.4,65,100,290,2,4.46,40,0,0,0,0,0,0,41,30.4,2.93,2.17,0.76
2025,31,Blake Corum,LA,RB,14,Outside Zone,31.03448275862069,37.2,45,37.2,0,288,6.4,1,0.56,0,15,27.9,205,71.2,40,2.2,55.6,44.4,103,3.78,37.8,2.62,41,8,0.18,0.15,6.7,45,100,288,1,6.4,55.6,0,0,0,0,0,0,34.8,21.8,2.49,1.56,0.93
2025,32,Josh Jacobs,GB,RB,14,Man/Duo,26.923076923076923,60.6,63,76.8,0,284,4.51,7,4.78,1,17,12.8,101,35.6,92.3,11.1,58.7,39.7,48,2.27,30.2,2.24,49.6,15,0.24,0.031,1.9,0,0,0,0,0,0,63,100,284,7,4.51,58.7,69.4,52.3,4.96,3.73,1.23
2025,33,Blake Corum,LA,RB,14,Man/Duo,37.24137931034483,32,54,32,0,284,5.26,4,2.55,0,21,15.6,124,43.7,40,7.4,74.1,25.9,81.5,2.91,24.1,2.35,44.7,9,0.17,0.255,13.8,0,0,0,0,0,0,54,100,284,4,5.26,74.1,52.4,35.6,3.74,2.54,1.2
2025,34,TreVeyon Henderson,NE,RB,17,Man/Duo,35.55555555555556,47.1,64,46.4,0,284,4.44,3,3.73,0,14,7.3,114,40.1,45.5,4.7,48.4,50,21.1,2.5,31.3,1.94,43.7,6,0.09,-0.021,-1.3,0,0,0,0,0,0,64,100,284,3,4.44,48.4,46.4,48.7,2.73,2.86,-0.13
2025,35,Kyren Williams,LA,RB,17,Inside Zone,23.93822393822394,66,62,66,0,282,4.55,4,3.59,0,16,5.5,68,24.1,55.6,6.5,59.7,35.5,23.7,2.31,22.6,2.24,49.3,9,0.15,0.032,2,62,100,282,4,4.55,59.7,0,0,0,0,0,0,52.2,47.3,3.07,2.79,0.28
2025,36,David Montgomery,DET,RB,17,Outside Zone,40.50632911392405,42,64,40.8,0,277,4.33,0,2.74,0,15,10.3,87,31.4,100,0,50,45.3,9.3,2.33,31.3,2,46.2,9,0.14,-0.029,-1.9,64,100,277,0,4.33,50,0,0,0,0,0,0,27.7,43.2,1.63,2.54,-0.91
2025,37,Woody Marks,HST,RB,16,Man/Duo,37.244897959183675,47.4,73,49.7,0,277,3.79,0,1.09,0,17,5.8,65,23.5,50,0,50.7,46.6,-34.5,1.77,38.4,2.03,53.4,5,0.07,-0.106,-7.7,0,0,0,0,0,0,73,100,277,0,3.79,50.7,27.7,37.7,1.73,2.36,-0.63
2025,38,Jonathan Taylor,IND,RB,12,Pull Lead,11.455108359133128,88.1,37,88.1,0,276,7.46,3,2.33,0,13,18.8,183,66.3,100,8.1,56.8,43.2,114.2,5.35,29.7,2.11,28.3,5,0.14,0.335,12.4,0,0,0,0,0,0,37,100,276,3,7.46,56.8,45.6,30.2,3.8,2.51,1.29
2025,39,Rhamondre Stevenson,NE,RB,13,Man/Duo,37.69230769230769,35.5,49,44.5,0,272,5.55,3,2.42,1,12,11.6,137,50.4,44.4,6.1,59.2,38.8,75.7,2.18,28.6,3.37,60.7,11,0.22,-0.089,-4.3,0,0,0,0,0,0,49,100,272,3,5.55,59.2,44.2,34.2,3.4,2.63,0.77
2025,40,Javonte Williams,DAL,RB,16,Outside Zone,23.809523809523807,64.9,60,69,0,271,4.52,0,0.45,0,11,10.2,80,29.5,50,0,56.7,40,12.8,2.07,33.3,2.45,54.2,7,0.12,-0.029,-1.8,60,100,271,0,4.52,56.7,0,0,0,0,0,0,27.1,28.5,1.69,1.78,-0.09
2025,41,Nick Chubb,HST,RB,13,Man/Duo,46.72131147540984,37,57,42.5,0,266,4.67,1,0.69,0,16,9.1,98,36.8,50,1.8,52.6,40.4,5.9,1.58,33.3,3.09,66.2,8,0.14,-0.019,-1.1,0,0,0,0,0,0,57,100,266,1,4.67,52.6,32.6,30.2,2.51,2.32,0.19
2025,42,Christian McCaffrey,SF,RB,15,Inside Zone,21.221864951768488,80.2,66,76.7,0,261,3.95,3,4.46,0,15,7.5,50,19.2,60,4.5,63.6,36.4,13.1,2.39,28.8,1.56,39.5,7,0.11,0.073,4.8,66,100,261,3,3.95,63.6,0,0,0,0,0,0,44.1,51.5,2.94,3.44,-0.5
2025,43,Chase Brown,CIN,RB,17,Outside Zone,23.70689655172414,81.2,55,79.7,0,258,4.69,0,0.67,0,10,14.8,121,46.9,0,0,49.1,49.1,20,2.31,32.7,2.38,50.8,12,0.22,-0.027,-1.5,55,100,258,0,4.69,49.1,0,0,0,0,0,0,25.8,27.8,1.52,1.64,-0.12
2025,44,Jacory Croskey-Merritt,WAS,RB,13,Outside Zone,19.428571428571427,53,34,51.5,0,258,7.59,2,0.84,0,12,28.1,185,71.7,50,5.9,55.9,38.2,118.7,4.65,38.2,2.94,38.8,8,0.24,0.24,8.2,34,100,258,2,7.59,55.9,0,0,0,0,0,0,37.8,18.9,2.91,1.46,1.45
2025,45,TreVeyon Henderson,NE,RB,13,Outside Zone,20,52.1,36,50.7,0,258,7.17,2,1.12,0,7,11.4,159,61.6,50,5.6,55.6,38.9,89.4,5.31,44.4,1.86,26,5,0.14,0.234,8.4,36,100,258,2,7.17,55.6,0,0,0,0,0,0,37.8,23.6,2.91,1.81,1.1
2025,46,Quinshon Judkins,CLV,RB,14,Man/Duo,26.08695652173913,74.4,60,78.9,0,258,4.3,1,1.28,0,16,12.5,136,52.7,75,1.7,43.3,53.3,-1.4,1.87,40,2.43,56.6,15,0.25,-0.083,-5,0,0,0,0,0,0,60,100,258,1,4.3,43.3,31.8,33.6,2.27,2.4,-0.13
2025,47,Derrick Henry,BLT,RB,15,Inside Zone,17.91530944625407,72.5,55,60.4,0,256,4.65,0,0.89,2,13,10,91,35.5,66.7,0,56.4,43.6,29.7,2.55,34.5,2.11,45.3,9,0.16,-0.144,-7.9,55,100,256,0,4.65,56.4,0,0,0,0,0,0,23.6,28,1.57,1.86,-0.29
2025,48,Jordan Mason,MIN,RB,15,Outside Zone,34.59119496855346,47.4,55,49.5,0,255,4.64,1,1.18,0,12,16.7,142,55.7,0,1.8,49.1,49.1,6.6,2.6,41.8,2.04,43.9,13,0.24,-0.096,-5.3,55,100,255,1,4.64,49.1,0,0,0,0,0,0,31.5,32,2.1,2.13,-0.03
2025,49,Josh Jacobs,GB,RB,15,Inside Zone,23.504273504273502,59.4,55,66.3,0,253,4.6,5,3.46,1,21,10.4,102,40.3,100,9.1,61.8,40,43.1,2.36,36.4,2.24,48.6,9,0.16,0.029,1.6,55,100,253,5,4.6,61.8,0,0,0,0,0,0,54.3,41.8,3.62,2.78,0.84
2025,50,Tyrone Tracy,NYG,RB,14,Inside Zone,29.545454545454547,42.7,52,47.7,0,253,4.87,0,0.54,0,19,14,99,39.1,40,0,53.8,42.3,29,2.25,34.6,2.62,53.8,3,0.06,0.026,1.3,52,100,253,0,4.87,53.8,0,0,0,0,0,0,25.3,25.6,1.81,1.83,-0.02
2025,51,J.K. Dobbins,DEN,RB,10,Outside Zone,24.18300653594771,44.7,37,78.7,0,252,6.81,0,0.07,0,7,16.2,147,58.3,0,0,54.1,40.5,68.7,4.24,37.8,2.57,37.7,9,0.24,0.144,5.3,37,100,252,0,6.81,54.1,0,0,0,0,0,0,25.2,16.5,2.52,1.65,0.87
2025,52,Chase Brown,CIN,RB,17,Inside Zone,26.72413793103448,61.5,62,59.6,0,251,4.05,2,2,0,17,8.8,68,27.1,75,3.2,50,38.7,-17.2,1.66,27.4,2.39,59,9,0.15,-0.01,-0.6,62,100,251,2,4.05,50,0,0,0,0,0,0,37.1,38.8,2.18,2.28,-0.1
2025,53,Jonathan Taylor,IND,RB,16,Outside Zone,18.575851393188856,82.9,60,78.9,0,249,4.15,0,1.87,1,9,11.1,75,30.1,100,0,55,41.7,-0.7,1.25,40,2.9,69.9,5,0.08,-0.104,-6.3,60,100,249,0,4.15,55,0,0,0,0,0,0,23.9,36.2,1.49,2.26,-0.77
2025,54,Rico Dowdle,CAR,RB,17,Man/Duo,27.54237288135593,64.4,65,64.4,0,246,3.78,2,2.05,0,15,10,71,28.9,80,3.1,52.3,49.2,-13.6,2.06,32.3,1.72,45.5,6,0.09,0.001,0.1,0,0,0,0,0,0,65,100,246,2,3.78,52.3,36.6,38.2,2.15,2.25,-0.1
2025,55,Kareem Hunt,KC,RB,17,Inside Zone,36.19631901840491,50,59,50,0,243,4.12,2,1.84,0,20,7.4,50,20.6,80,3.4,52.5,42.4,15.8,1.9,28.8,2.22,53.9,4,0.07,0.023,1.4,59,100,243,2,4.12,52.5,0,0,0,0,0,0,36.3,33.8,2.14,1.99,0.15
2025,56,Travis Etienne,JAX,RB,16,Man/Duo,25,74.7,65,74.7,0,241,3.71,2,3.66,0,16,12.5,84,34.9,77.8,3.1,50.8,47.7,-23.6,1.55,40,2.15,58.1,10,0.15,0.036,2.3,0,0,0,0,0,0,65,100,241,2,3.71,50.8,36.1,48.4,2.26,3.02,-0.76
2025,57,Zach Charbonnet,SEA,RB,16,Inside Zone,37.5,55.6,69,61.1,0,238,3.45,8,6.74,0,21,5.6,53,22.3,76.9,11.6,46.4,47.8,-22.6,1.36,42,2.09,60.5,15,0.22,0.001,0.1,69,100,238,8,3.45,46.4,0,0,0,0,0,0,71.8,66.5,4.49,4.16,0.33
2025,58,Saquon Barkley,PHI,RB,11,Man/Duo,15.357142857142858,74.1,43,76.8,0,235,5.47,2,1.69,0,6,7.9,128,54.5,66.7,4.7,46.5,51.2,45.6,3.79,34.9,1.67,30.6,8,0.19,-0.016,-0.7,0,0,0,0,0,0,43,100,235,2,5.47,46.5,35.5,29.1,3.23,2.65,0.58
2025,59,Derrick Henry,BLT,RB,14,Power,15.309446254071663,72.3,47,72.3,0,234,4.98,7,5.55,1,18,19.4,125,53.4,100,14.9,63.8,36.2,71.7,3.26,31.9,1.72,34.6,8,0.17,0.149,7,0,0,0,0,0,0,47,100,234,7,4.98,63.8,64.4,49.6,4.6,3.54,1.06
2025,60,Jordan Mason,MIN,RB,14,Man/Duo,32.075471698113205,49,51,49.5,0,232,4.55,2,1.97,0,18,13,88,37.9,80,3.9,62.7,35.3,32.9,1.92,31.4,2.63,57.8,9,0.18,0.036,1.8,0,0,0,0,0,0,51,100,232,2,4.55,62.7,35.2,31.7,2.51,2.27,0.24
2025,61,Rico Dowdle,CAR,RB,15,Outside Zone,22.033898305084744,56.5,52,56.5,0,231,4.44,1,1.15,0,8,6,76,32.9,100,1.9,40.4,50,13.9,1.77,32.7,2.67,60.2,11,0.21,0.005,0.3,52,100,231,1,4.44,40.4,0,0,0,0,0,0,29.1,28.6,1.94,1.91,0.03
2025,62,Travis Etienne,JAX,RB,16,Inside Zone,20,62,52,56.5,0,228,4.38,0,0.93,0,7,4.2,85,37.3,0,0,46.2,50,10.7,1.67,36.5,2.71,61.8,5,0.1,-0.297,-15.4,52,100,228,0,4.38,46.2,0,0,0,0,0,0,22.8,27.3,1.43,1.71,-0.28
2025,63,Kenneth Walker,SEA,RB,15,Inside Zone,19.004524886877828,33.9,42,33.9,0,227,5.4,1,0.91,0,9,23.1,173,76.2,23.1,2.4,38.1,57.1,56.6,3.79,45.2,1.62,30,10,0.24,-0.078,-3.3,42,100,227,1,5.4,38.1,0,0,0,0,0,0,28.7,22.5,1.91,1.5,0.41
2025,64,David Montgomery,DET,RB,15,Man/Duo,21.518987341772153,37.4,34,37.4,0,225,6.62,4,3.59,0,14,16,133,59.1,63.6,11.8,58.8,41.2,109.5,2.62,38.2,4,60.4,7,0.21,0.368,12.5,0,0,0,0,0,0,34,100,225,4,6.62,58.8,46.5,33.1,3.1,2.21,0.89
2025,65,Josh Jacobs,GB,RB,15,Outside Zone,31.62393162393162,55.3,74,64.3,0,223,3.01,1,1.4,0,10,8.6,71,31.8,100,1.4,33.8,59.5,-80.9,1.3,45.9,1.72,57,6,0.08,-0.194,-14.4,74,100,223,1,3.01,33.8,0,0,0,0,0,0,28.3,38.8,1.89,2.58,-0.69
2025,66,Zach Charbonnet,SEA,RB,15,Outside Zone,27.173913043478258,34.7,50,35.7,0,223,4.46,3,2.23,0,10,11.4,102,45.7,100,6,48,46,22.6,1.32,44,3.14,70.4,15,0.3,0.042,2.1,50,100,223,3,4.46,48,0,0,0,0,0,0,40.3,33.4,2.69,2.23,0.46
2025,67,Kimani Vidal,LAC,RB,11,Inside Zone,32.903225806451616,48.1,51,58.6,0,219,4.29,0,0.42,0,14,10,80,36.5,0,0,51,47.1,-1.1,2.18,39.2,2.12,49.3,9,0.18,-0.023,-1.2,51,100,219,0,4.29,51,0,0,0,0,0,0,21.9,24.5,1.99,2.23,-0.24
2025,68,Tony Pollard,TEN,RB,13,Inside Zone,16.528925619834713,71.9,40,70.2,0,213,5.33,1,0.23,0,6,10.5,96,45.1,0,2.5,55,42.5,38.3,3.38,20,1.95,36.6,0,0,0.03,1.2,40,100,213,1,5.33,55,0,0,0,0,0,0,27.3,18.9,2.1,1.45,0.65
2025,69,Tyrone Tracy,NYG,RB,11,Outside Zone,32.95454545454545,50.8,58,56.3,0,212,3.66,0,0.31,0,10,10.5,77,36.3,0,0,36.2,55.2,-36.3,1.57,37.9,2.09,57.1,11,0.19,-0.169,-9.8,58,100,212,0,3.66,36.2,0,0,0,0,0,0,21.2,26.7,1.93,2.43,-0.5
2025,70,Jacory Croskey-Merritt,WAS,RB,15,Man/Duo,25.71428571428571,53,45,45,0,205,4.56,0,0.63,0,9,12.5,86,42,20,0,48.9,46.7,18.3,1.67,35.6,2.89,63.4,6,0.13,-0.035,-1.6,0,0,0,0,0,0,45,100,205,0,4.56,48.9,20.5,22.4,1.37,1.5,-0.13
2025,71,J.K. Dobbins,DEN,RB,10,Man/Duo,30.718954248366014,48.1,47,81,0,202,4.3,1,0.86,0,12,6.8,50,24.8,100,2.1,59.6,46.8,10.2,2.45,36.2,1.85,43.1,10,0.21,0.01,0.5,0,0,0,0,0,0,47,100,202,1,4.3,59.6,26.2,24.4,2.62,2.44,0.18
2025,72,Emanuel Wilson,GB,RB,12,Outside Zone,32.800000000000004,30.5,41,29.1,0,201,4.9,0,0.54,0,11,12.5,63,31.3,0,0,68.3,31.7,31.3,2.46,26.8,2.44,49.8,4,0.1,0.015,0.6,41,100,201,0,4.9,68.3,0,0,0,0,0,0,20.1,20.2,1.68,1.68,0
2025,73,Brian Robinson,SF,RB,14,Outside Zone,45.65217391304348,22.8,42,22.2,0,199,4.74,0,0.91,0,8,9.5,55,27.6,0,0,57.1,35.7,3.4,2.02,38.1,2.71,57.3,4,0.1,0.025,1.1,42,100,199,0,4.74,57.1,0,0,0,0,0,0,19.9,25,1.42,1.79,-0.37
2025,74,Jaylen Warren,PIT,RB,16,Inside Zone,28.90995260663507,63.6,61,65.6,0,198,3.25,0,2.77,0,15,7.8,43,21.7,87.5,0,55.7,49.2,-31.1,1.52,39.3,1.72,53,11,0.18,-0.118,-7.2,61,100,198,0,3.25,55.7,0,0,0,0,0,0,19.8,39.5,1.24,2.47,-1.23
2025,75,Jonathan Taylor,IND,RB,11,Trap,8.359133126934983,100,27,100,0,195,7.22,2,0.87,0,7,18.5,130,66.7,0,7.4,63,37,59.6,2.89,22.2,4.33,60,8,0.3,0.306,8.3,0,0,0,0,0,0,27,100,195,2,7.22,63,31.5,18.7,2.86,1.7,1.16
