,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Alignment,Alignment,Alignment,Alignment,FP,FP,FP,FP,FP,FP,FP,FP
Season,Rank,Name,Team,POS,G,PERS,RTE %,TGT %,SNAP %,RTE,RTE %,TGT,TGT %,YPRR,TPRR,aDOT,AY,AY Share,YDS,TM YDS %,YPT,YPR,REC,CR %,YAC,YAC/REC,YACO,YACO/REC,TD,XTD,TM TD %,i20 TGT,EZTGT,EZTD,1D,1D/RR,RATE,1READ,1READ %,DESIGN,DESIGN %,CTGT,CTGT %,DEEP,EXP %,DRP,DRP %,CT,CC,CC %,HERO,MTF,MTF/REC,THREAT %,YPTOE,EPA/TGT,WIDE RTE %,SLOT RTE %,INLINE RTE %,BACK RTE %,FP,XFP,FP/G,XFP/G,DIFF,FP/RR,XFP/RR,RecXFP
2026,,League Avg,,,,,,,58.027600849256885,12.012738853503185,60.005095541401225,2.3481953290870488,13.562420382165614,1.66,0.2,7.130870488322717,27.095541401273884,19.088747346072182,19.8895966029724,13.988535031847137,8.47,13.21,1.505307855626327,64.1,6.203821656050955,4.12,2.1380042462845013,1.42,0.12314225053078556,0.12798301486199565,8.145435244161359,0.2781316348195329,0.15711252653927812,0.07218683651804671,0.9363057324840764,0.078,51.89702760084906,1.9087048832271762,15.351167728237801,0.17834394904458598,7.6,1.8407643312101911,78.4,0.4012738853503185,21.6,0.1337579617834395,5.7,0.4819532908704883,0.2653927813163482,55.1,0.04246284501061571,0.14437367303609341,0.1,22.3,0.19,0.296,68.81443736730361,30.42866242038215,0.35668789808917195,0.4016985138004246,4.233121019108279,4.31868365180467,2.6686836518046695,2.6650106157112514,0.0036730360934182906,0.35,0.36,4.31868365180467
2026,1,Chris Olave,NO,WR,2,11,78.82352941176471,81.81818181818183,93.4,67,89.3,18,27.3,2.97,0.27,13.44,242,50,199,36.7,11.06,12.44,16,88.9,35,2.19,19,1.19,1,1.22,100,1,1,1,11,0.164,131.3,18,40,1,5.6,18,100,5,25,0,0,8,6,75,0,1,0.06,32.7,2.31,0.99,62.7,37.3,0,0,41.9,43.8,20.95,21.88,-0.93,0.63,0.65,43.8
2026,2,Amon-Ra St. Brown,DET,WR,2,11,79.01234567901234,84.61538461538461,100,64,98.5,22,37.9,3.09,0.34,8.14,171,43.8,198,45.7,9,11.65,17,77.3,72,4.24,28,1.65,3,1.08,75,4,0,0,10,0.156,143.6,20,52.6,2,9.1,19,86.4,1,28.6,0,0,4,2,50,0,2,0.12,40,1.69,0.518,42.2,57.8,0,0,54.8,41.2,27.4,20.61,6.79,0.86,0.64,41.2
2026,3,Davante Adams,LA,WR,2,11,77.27272727272727,81.25,83.3,34,79.1,13,31.7,5.24,0.38,17.62,229,58.6,178,58.7,13.69,22.25,8,61.5,44,5.5,6,0.75,1,0.24,50,0,0,0,6,0.176,99,13,41.9,0,0,11,84.6,4,50,0,0,6,4,66.7,2,0,0,37.1,3.75,0.474,82.4,17.6,0,0,31.8,25.5,15.9,12.76,3.14,0.94,0.75,25.5
2026,4,CeeDee Lamb,DAL,WR,2,11,82.14285714285714,82.35294117647058,84.9,46,85.2,14,28.6,3.7,0.3,12.29,172,48,170,43.8,12.14,15.45,11,78.6,61,5.55,8,0.73,1,1.58,33.3,2,1,1,10,0.217,141.1,13,37.1,1,7.1,13,92.9,3,33.3,0,0,2,1,50,0,2,0.18,34.1,3.84,0.965,67.4,26.1,0,6.5,34,35.8,17,17.88,-0.88,0.74,0.78,35.8
2026,5,Christian Watson,GB,WR,2,11,71.42857142857143,66.66666666666666,91.7,45,84.9,12,24.5,3.47,0.27,14.09,155,35.1,156,42.7,13,22.29,7,58.3,73,10.43,1,0.14,2,1.01,66.7,2,1,1,4,0.089,107.6,9,23.1,0,0,10,83.3,2,33.3,0,0,5,2,40,0,0,0,27.9,5,0.149,71.1,28.9,0,0,34.6,22.4,17.3,11.2,6.1,0.77,0.5,22.4
2026,6,DeVonta Smith,PHI,WR,2,11,91.30434782608695,94.73684210526315,96.8,63,92.6,18,32.1,2.41,0.29,14.88,253,55.4,152,41,8.44,12.67,12,66.7,16,1.33,6,0.5,1,1.41,25,1,3,1,7,0.111,71.8,14,40,0,0,12,66.7,4,16.7,0,0,3,1,33.3,2,1,0.08,36.7,-0.08,0.063,74.6,25.4,0,0,33.2,34.9,16.6,17.46,-0.86,0.53,0.55,34.9
2026,7,Parker Washington,JAX,WR,2,11,76.19047619047619,77.77777777777779,86,32,82.1,14,37.8,4.72,0.44,15.14,212,52.1,151,46.2,10.79,16.78,9,64.3,11,1.22,1,0.11,1,1.08,33.3,0,0,0,5,0.156,94.6,12,46.2,0,0,10,71.4,3,33.3,0,0,2,1,50,2,1,0.11,46.7,1.37,0.419,40.6,56.3,0,3.1,30.1,30,15.05,14.98,0.07,0.94,0.94,30
2026,8,Jaylen Waddle,DEN,WR,2,11,75.51020408163265,76.92307692307693,83.1,37,82.2,10,25,3.78,0.27,13.7,137,44.8,140,41.7,14,15.56,9,90,38,4.22,16,1.78,0,0.45,0,1,0,0,6,0.162,118.8,8,32,2,20,9,90,3,37.5,0,0,2,2,100,0,1,0.11,33.3,5.35,0.83,35.1,64.9,0,0,23,21.5,11.5,10.73,0.77,0.62,0.58,21.5
2026,9,Devaughn Vele,NO,WR,2,11,77.52808988764045,81.25,99.1,69,92,13,19.7,1.91,0.19,9.54,124,25.6,132,24.4,10.15,12,11,84.6,29,2.64,5,0.45,0,0.12,0,1,1,0,5,0.072,109,12,26.7,0,0,11,84.6,2,18.2,0,0,2,2,100,1,0,0,22.4,2.33,0.85,46.4,53.6,0,0,24.2,22.8,12.1,11.4,0.7,0.35,0.33,22.8
2026,10,Denzel Boston,CLV,WR,2,11,68.51851851851852,72.72727272727273,98.4,37,84.1,8,23.5,3.54,0.22,19.88,159,67.1,131,44,16.38,26.2,5,62.5,50,10,43,8.6,2,1.18,100,2,2,1,4,0.108,145.8,7,25.9,0,0,6,75,3,40,0,0,1,0,0,0,3,0.6,23.5,6.74,1.373,91.9,8.1,0,0,30.1,22.4,15.05,11.19,3.86,0.81,0.6,22.4
2026,11,Tre Tucker,LV,WR,2,11,52.083333333333336,72.72727272727273,88.9,25,86.2,8,28.6,5,0.32,18.63,149,54.8,125,57.3,15.63,20.83,6,75,6,1,3,0.5,1,0.72,33.3,0,1,1,4,0.16,156.3,7,41.2,0,0,8,100,2,33.3,0,0,4,2,50,1,0,0,29.6,5.41,1.343,84,16,0,0,24.5,21.5,12.25,10.76,1.49,0.98,0.86,21.5
2026,12,Adonai Mitchell,NYJ,WR,2,11,82.45614035087719,100,98.7,47,88.7,15,31.9,2.62,0.32,15.73,236,66.5,123,36,8.2,13.67,9,60,28,3.11,5,0.56,0,0.65,0,1,0,0,7,0.149,86.3,9,32.1,1,6.7,12,80,4,11.1,1,6.7,3,1,33.3,0,0,0,37.5,-1.1,0.576,85.1,12.8,2.1,0,21.3,32.8,10.65,16.39,-5.74,0.45,0.7,32.8
2026,13,Tee Higgins,CIN,WR,2,11,72.72727272727273,75,81.5,40,81.6,12,26.7,3.02,0.3,12.42,149,58.9,121,44.3,10.08,20.17,6,50,47,7.83,30,5,0,0.06,0,0,0,0,6,0.15,85.8,10,29.4,0,0,10,83.3,2,50,1,8.3,4,2,50,1,2,0.33,34.3,1.55,0.553,87.5,12.5,0,0,18.1,17,9.05,8.49,0.56,0.45,0.42,17
2026,14,Kalif Raymond,CHI,WR,2,11,75,92.85714285714286,95.2,39,90.7,13,36.1,3.05,0.33,5.85,76,28.3,119,35.2,9.15,9.92,12,92.3,45,3.75,11,0.92,0,0.78,0,2,0,0,7,0.179,104.8,8,38.1,2,15.4,13,100,1,10,0,0,2,1,50,0,1,0.08,41.9,2.44,0.759,51.3,48.7,0,0,23.9,28.7,11.95,14.33,-2.38,0.61,0.73,28.7
2026,15,Matthew Golden,GB,WR,2,11,68.18181818181817,77.77777777777779,88.3,45,84.9,14,28.6,2.64,0.31,12.77,166,37.6,119,32.6,8.5,17,7,50,51,7.29,16,2.29,0,0.12,0,3,2,0,5,0.111,79.2,13,33.3,0,0,9,64.3,2,28.6,2,14.3,0,0,0,0,2,0.29,32.6,0.37,0.171,84.4,15.6,0,0,18.9,19.8,9.45,9.91,-0.46,0.42,0.44,19.8
2026,16,Jaxon Smith-Njigba,SEA,WR,2,12,22.916666666666664,22.727272727272727,84.6,11,91.7,5,45.5,10.36,0.45,13.4,67,59.8,114,73.1,22.8,22.8,5,100,49,9.8,4,0.8,2,0.69,100,2,1,1,4,0.364,158.3,4,44.4,0,0,5,100,1,33.3,0,0,2,2,100,0,1,0.2,50,14.35,2.403,72.7,27.3,0,0,28.4,14.2,14.2,7.11,7.09,2.58,1.29,14.2
2026,17,Tetairoa McMillan,CAR,WR,2,11,75.67567567567568,76.47058823529412,89.2,56,91.8,13,24.5,2.04,0.23,16.08,209,43,114,26.8,8.77,16.29,7,53.8,20,2.86,8,1.14,0,0.28,0,2,1,0,6,0.107,83.5,9,28.1,0,0,7,53.8,4,33.3,0,0,1,1,100,1,0,0,29.5,-0.64,0.463,67.9,32.1,0,0,18.4,17.6,9.2,8.8,0.4,0.33,0.31,17.6
