"Player Details","","","","","","","","","Rushing","","","","","","","Advanced","","","","","","","","","","","","","Zone Concept","","","","","","Man/Gap Concept","","","","","","FPTS","","",""
"879","De'Von Achane","MIA","RB","1","2024","1","14","NYJ","14","24","24.0","1.71","1","0","2","","0","","100.0","7.1","35.7","71.4","0","","12","0.86","50.0","0.86","6","42.9","17","0","2.83","33.3","8","57.1","7","1","0.88","37.5","18.9","18.9","31.6","31.6"
"880","Zack Moss","CIN","RB","1","2024","1","5","BLT","9","24","24.0","2.67","0","0","0","","0","","66.7","","44.4","66.7","1","0.11","13","1.44","54.2","1.22","4","44.4","4","0","1.00","25.0","5","55.6","20","0","4.00","60.0","8.2","8.2","12.5","12.5"
"881","Emari Demercado","ARZ","RB","1","2024","1","4","WAS","4","24","24.0","6.00","0","0","1","25.0","16","66.7","0.0","","25.0","50.0","0","","6","1.50","25.0","4.50","2","50.0","24","0","12.00","50.0","2","50.0","0","0","","","3.4","3.4","3.7","3.7"
"882","Drake Maye","NE","QB","1","2024","1","10","CHI","4","24","24.0","6.00","0","0","1","25.0","19","79.2","0.0","","25.0","33.3","0","","5","1.25","20.8","-0.25","0","","0","0","","","0","","0","0","","","12.8","12.8","2.0","2.0"
"883","Patrick Taylor","SF","RB","1","2024","1","16","MIA","8","24","24.0","3.00","0","0","0","","0","","100.0","","50.0","62.5","1","0.13","14","1.75","58.3","1.25","8","100.0","24","0","3.00","50.0","0","","0","0","","","3.5","3.5","13.5","13.5"
"884","Zamir White","LV","RB","1","2024","1","2","BLT","9","24","24.0","2.67","0","0","0","","0","","0.0","","11.1","66.7","1","0.11","16","1.78","66.7","0.89","5","55.6","9","0","1.80","","4","44.4","15","0","3.75","25.0","6.8","6.8","11.4","11.4"
"885","Jacob Kibodi","CLV","RB","1","2024","1","18","BLT","5","24","24.0","4.80","0","0","1","20.0","17","70.8","0.0","","20.0","60.0","1","0.20","9","1.80","37.5","3.00","5","100.0","24","0","4.80","20.0","0","","0","0","","","4.9","4.9","6.6","6.6"
"886","Javonte Williams","DEN","RB","1","2024","1","16","LAC","4","24","24.0","6.00","0","0","2","25.0","15","62.5","0.0","","50.0","50.0","0","","12","3.00","50.0","3.00","4","100.0","24","0","6.00","50.0","0","","0","0","","","12.3","12.3","16.8","16.8"
"887","Bucky Irving","TB","RB","1","2024","1","9","KC","7","24","24.0","3.43","0","0","1","","0","","0.0","","28.6","57.1","2","0.29","11","1.57","45.8","1.86","4","57.1","12","0","3.00","","2","28.6","4","0","2.00","50.0","6.4","6.4","8.8","8.8"
"888","Kimani Vidal","LAC","RB","1","2024","1","16","DEN","5","24","24.0","4.80","0","1","1","20.0","19","79.2","0.0","","20.0","80.0","0","","6","1.20","25.0","3.60","0","","0","0","","","5","100.0","24","0","4.80","20.0","2.4","2.4","3.9","3.9"
"889","Anthony Richardson","IND","QB","1","2024","1","3","CHI","8","24","24.0","3.00","0","0","1","","0","","28.6","","37.5","40.0","0","","18","2.25","75.0","-0.13","1","12.5","4","0","4.00","100.0","3","37.5","16","0","5.33","33.3","7.1","7.1","4.6","4.6"
"890","Anthony Richardson","IND","QB","1","2024","1","4","PIT","3","24","24.0","8.00","0","1","2","","0","","0.0","","66.7","33.3","2","0.67","9","3.00","37.5","5.00","1","33.3","14","0","14.00","100.0","2","66.7","10","0","5.00","50.0","5.2","5.2","1.9","1.9"
"891","Bryce Young","CAR","QB","1","2024","1","18","ATL","5","24","24.0","4.80","2","0","3","","0","","50.0","40.0","60.0","25.0","1","0.20","7","1.40","29.2","-0.20","0","","0","0","","","0","","0","0","","","36.4","36.4","4.4","4.4"
"892","De'Von Achane","MIA","RB","1","2024","1","1","JAX","10","24","24.0","2.40","1","0","1","","0","","100.0","10.0","50.0","50.0","0","","11","1.10","45.8","1.30","3","30.0","12","0","4.00","66.7","6","60.0","15","1","2.50","50.0","23.0","23.0","21.6","21.6"
"893","Cam Akers","MIN","RB","1","2024","1","15","CHI","10","24","24.0","2.40","1","0","3","","0","","50.0","10.0","50.0","40.0","0","","28","2.80","116.7","-0.40","5","50.0","14","1","2.80","60.0","5","50.0","10","0","2.00","40.0","8.4","8.4","8.0","8.0"
"894","Kimani Vidal","LAC","RB","1","2024","1","17","NE","5","24","24.0","4.80","0","0","1","","0","","0.0","","60.0","20.0","0","","16","3.20","66.7","1.60","3","60.0","12","0","4.00","66.7","2","40.0","12","0","6.00","50.0","2.4","2.4","4.0","4.0"
"895","Emanuel Wilson","GB","RB","1","2024","1","5","LA","6","24","24.0","4.00","0","0","1","","0","","0.0","","66.7","33.3","1","0.17","14","2.33","58.3","1.67","1","16.7","4","0","4.00","100.0","5","83.3","20","0","4.00","60.0","2.5","2.5","4.7","4.7"
"896","Carson Steele","KC","RB","1","2024","1","2","CIN","7","24","24.0","3.43","0","1","4","","0","","40.0","","57.1","28.6","1","0.14","13","1.86","54.2","1.57","3","42.9","7","0","2.33","","3","42.9","16","0","5.33","100.0","1.4","1.4","5.8","5.8"
"897","James Conner","ARZ","RB","1","2024","1","6","GB","7","24","24.0","3.43","0","0","1","","0","","0.0","","28.6","71.4","6","0.86","19","2.71","79.2","0.71","3","42.9","18","0","6.00","66.7","4","57.1","6","0","1.50","","7.6","7.6","10.8","10.8"
"898","Brian Robinson","WAS","RB","1","2024","1","16","PHI","10","24","24.0","2.40","0","2","2","","0","","0.0","","30.0","70.0","1","0.10","15","1.50","62.5","0.90","6","60.0","17","0","2.83","33.3","4","40.0","7","0","1.75","25.0","4.1","4.1","10.2","10.2"
"899","Travis Etienne","JAX","RB","1","2024","1","9","PHI","3","24","24.0","8.00","0","0","1","33.3","16","66.7","0.0","","66.7","","0","","21","7.00","87.5","1.00","0","","0","0","","","2","66.7","8","0","4.00","50.0","5.0","5.0","5.5","5.5"
"900","Tank Bigsby","JAX","RB","1","2024","1","6","CHI","7","24","24.0","3.43","0","0","1","","0","","0.0","","42.9","57.1","0","","17","2.43","70.8","1.00","3","42.9","11","0","3.67","33.3","4","57.1","13","0","3.25","50.0","2.4","2.4","4.9","4.9"
"901","Devin Singletary","NYG","RB","1","2024","1","4","DAL","14","24","24.0","1.71","0","0","3","","0","","0.0","","35.7","57.1","5","0.36","19","1.36","79.2","0.36","10","71.4","12","0","1.20","10.0","4","28.6","12","0","3.00","100.0","4.8","4.8","9.2","9.2"
"902","Isaiah Davis","NYJ","RB","1","2024","1","15","JAX","5","24","24.0","4.80","0","0","1","","0","","0.0","","60.0","40.0","0","","7","1.40","29.2","3.40","3","60.0","7","0","2.33","33.3","1","20.0","6","0","6.00","100.0","3.6","3.6","7.1","7.1"
"903","Bo Nix","DEN","QB","1","2024","1","15","IND","8","23","23.0","2.88","0","0","4","12.5","16","69.6","0.0","","50.0","20.0","0","","3","0.38","13.0","-0.13","0","","0","0","","","0","","0","0","","","16.5","16.5","2.1","2.1"
"904","Devin Singletary","NYG","RB","1","2024","1","13","DAL","7","23","23.0","3.29","0","0","2","","0","","0.0","","71.4","28.6","0","","15","2.14","65.2","1.14","3","42.9","10","0","3.33","100.0","4","57.1","13","0","3.25","50.0","2.3","2.3","5.0","5.0"
"905","Rhamondre Stevenson","NE","RB","1","2024","1","3","NYJ","6","23","23.0","3.83","0","1","0","","0","","0.0","","33.3","66.7","1","0.17","16","2.67","69.6","1.17","2","33.3","0","0","","","4","66.7","23","0","5.75","50.0","1.3","1.3","2.7","2.7"
"906","C.J. Stroud","HST","QB","1","2024","1","16","KC","2","23","23.0","11.50","0","0","2","","0","","0.0","","100.0","","0","","1","0.50","4.3","0.00","0","","0","0","","","0","","0","0","","","18.1","18.1","0.9","0.9"
"907","Bucky Irving","TB","RB","1","2024","1","7","BLT","9","23","23.0","2.56","1","0","2","","0","","100.0","11.1","44.4","33.3","0","","13","1.44","56.5","1.11","7","77.8","22","1","3.14","42.9","1","11.1","3","0","3.00","100.0","16.7","16.7","14.2","14.2"
"908","Jordan Love","GB","QB","1","2024","1","14","DET","4","23","23.0","5.75","0","0","1","","0","","0.0","","25.0","33.3","0","","4","1.00","17.4","-0.25","0","","0","0","","","0","","0","0","","","14.5","14.5","1.2","1.2"
"909","Malik Willis","GB","QB","1","2024","1","8","JAX","4","23","23.0","5.75","0","0","1","25.0","20","87.0","50.0","","25.0","","1","0.25","5","1.25","21.7","-0.50","0","","0","0","","","0","","0","0","","","8.5","8.5","0.9","0.9"
"910","Chris Brooks","GB","RB","1","2024","1","16","NO","6","23","23.0","3.83","1","0","2","","0","","20.0","16.7","50.0","33.3","4","0.67","22","3.67","95.7","0.17","3","50.0","16","0","5.33","66.7","3","50.0","7","1","2.33","33.3","9.5","9.5","7.4","7.4"
"911","Javonte Williams","DEN","RB","1","2024","1","6","LAC","6","23","23.0","3.83","0","1","1","","0","","0.0","","50.0","50.0","0","","9","1.50","39.1","2.33","6","100.0","23","0","3.83","50.0","0","","0","0","","","5.6","5.6","11.2","11.2"
"912","Tyrone Tracy","NYG","RB","1","2024","1","3","CLV","5","23","23.0","4.60","0","0","1","","0","","0.0","","40.0","20.0","0","","15","3.00","65.2","1.60","1","20.0","4","0","4.00","","3","60.0","13","0","4.33","33.3","6.0","6.0","5.5","5.5"
"913","Breece Hall","NYJ","RB","1","2024","1","5","MIN","9","23","23.0","2.56","0","0","2","","0","","0.0","","33.3","66.7","1","0.11","21","2.33","91.3","0.22","6","66.7","27","0","4.50","50.0","3","33.3","-4","0","-1.33","","6.7","6.7","10.3","10.3"
"914","J.J. Taylor","HST","RB","1","2024","1","9","NYJ","3","23","23.0","7.67","0","0","1","","0","","0.0","","100.0","","0","","8","2.67","34.8","5.00","1","33.3","7","0","7.00","100.0","2","66.7","16","0","8.00","100.0","2.3","2.3","1.3","1.3"
"915","Javonte Williams","DEN","RB","1","2024","1","1","SEA","8","23","23.0","2.88","0","0","1","","0","","0.0","","37.5","62.5","2","0.25","14","1.75","60.9","1.13","3","37.5","12","0","4.00","33.3","5","62.5","11","0","2.20","40.0","3.3","3.3","9.5","9.5"
"916","Khalil Herbert","CIN","RB","1","2024","1","17","DEN","4","23","23.0","5.75","0","0","1","","0","","0.0","","50.0","50.0","2","0.50","10","2.50","43.5","3.25","3","75.0","24","0","8.00","66.7","1","25.0","-1","0","-1.00","","2.3","2.3","2.5","2.5"
"917","Tyrone Tracy","NYG","RB","1","2024","1","7","PHI","6","23","23.0","3.83","0","0","2","","0","","0.0","","66.7","33.3","1","0.17","13","2.17","56.5","1.67","1","16.7","6","0","6.00","100.0","5","83.3","17","0","3.40","60.0","6.2","6.2","7.4","7.4"
"918","Mason Rudolph","TEN","QB","1","2024","1","17","JAX","5","23","23.0","4.60","0","0","3","","0","","0.0","","80.0","","0","","7","1.40","30.4","0.00","0","","0","0","","","0","","0","0","","","13.0","13.0","2.6","2.6"
"919","Gus Edwards","LAC","RB","1","2024","1","15","TB","8","23","23.0","2.88","0","0","1","","0","","0.0","","37.5","62.5","2","0.25","13","1.63","56.5","1.25","4","50.0","16","0","4.00","50.0","4","50.0","7","0","1.75","25.0","2.3","2.3","4.2","4.2"
"920","Kenneth Gainwell","PHI","RB","1","2024","1","6","CLV","3","23","23.0","7.67","0","0","1","33.3","19","82.6","0.0","","33.3","33.3","0","","7","2.33","30.4","5.33","1","33.3","1","0","1.00","","2","66.7","22","0","11.00","50.0","2.3","2.3","2.9","2.9"
"921","Ty Johnson","BUF","RB","1","2024","1","9","MIA","3","23","23.0","7.67","0","0","2","33.3","17","73.9","0.0","","66.7","33.3","0","","6","2.00","26.1","5.67","2","66.7","21","0","10.50","100.0","1","33.3","2","0","2.00","","2.3","2.3","1.4","1.4"
"922","Joe Mixon","HST","RB","1","2024","1","18","TEN","5","23","23.0","4.60","0","0","2","","0","","100.0","","80.0","40.0","1","0.20","25","5.00","108.7","-0.40","3","60.0","13","0","4.33","100.0","2","40.0","10","0","5.00","50.0","3.8","3.8","6.8","6.8"
"923","Joe Mixon","HST","RB","1","2024","1","15","MIA","12","23","23.0","1.92","0","0","0","","0","","100.0","","41.7","50.0","0","","29","2.42","126.1","-0.50","5","41.7","16","0","3.20","40.0","4","33.3","6","0","1.50","50.0","10.6","10.6","16.6","16.6"
"924","Rico Dowdle","DAL","RB","1","2024","1","16","TB","13","23","23.0","1.77","0","0","0","","0","","0.0","","7.7","69.2","2","0.15","20","1.54","87.0","0.23","7","53.8","13","0","1.86","14.3","6","46.2","10","0","1.67","","8.1","8.1","11.1","11.1"
"925","Kenneth Gainwell","PHI","RB","1","2024","1","12","LA","5","22","22.0","4.40","1","0","1","","0","","0.0","20.0","20.0","40.0","4","0.80","10","2.00","45.5","2.40","3","60.0","9","0","3.00","","2","40.0","13","1","6.50","50.0","8.2","8.2","2.5","2.5"
"926","Isaac Guerendo","SF","RB","1","2024","1","5","ARZ","5","22","22.0","4.40","0","0","1","","0","","0.0","","60.0","20.0","0","","6","1.20","27.3","3.20","5","100.0","22","0","4.40","60.0","0","","0","0","","","2.2","2.2","3.3","3.3"
"927","Patrick Mahomes","KC","QB","1","2024","1","5","NO","6","22","22.0","3.67","0","0","3","","0","","0.0","","50.0","","0","","0","","","-0.50","0","","0","0","","","0","","0","0","","","14.4","14.4","2.1","2.1"
"928","Justice Hill","BLT","RB","1","2024","1","2","LV","4","22","22.0","5.50","0","0","1","","0","","0.0","","25.0","50.0","1","0.25","8","2.00","36.4","2.25","1","25.0","0","0","","","3","75.0","22","0","7.33","33.3","5.2","5.2","4.7","4.7"
"929","Miles Sanders","CAR","RB","1","2024","1","1","NO","5","22","22.0","4.40","0","0","0","","0","","0.0","","60.0","40.0","1","0.20","12","2.40","54.5","2.00","3","60.0","15","0","5.00","66.7","2","40.0","7","0","3.50","50.0","2.2","2.2","4.6","4.6"
"930","Austin Ekeler","WAS","RB","1","2024","1","12","DAL","9","22","22.0","2.44","0","0","1","","0","","0.0","","11.1","77.8","1","0.11","11","1.22","50.0","1.22","1","11.1","3","0","3.00","","8","88.9","19","0","2.38","12.5","4.4","4.4","9.3","9.3"
"931","Tyler Goodson","IND","RB","1","2024","1","16","TEN","4","22","22.0","5.50","0","0","1","","0","","0.0","","100.0","25.0","0","","14","3.50","63.6","2.00","2","50.0","9","0","4.50","100.0","2","50.0","13","0","6.50","100.0","2.2","2.2","2.1","2.1"
"932","Bucky Irving","TB","RB","1","2024","1","2","DET","7","22","22.0","3.14","0","0","0","","0","","0.0","","28.6","57.1","1","0.14","14","2.00","63.6","1.14","3","42.9","5","0","1.67","","2","28.6","5","0","2.50","","2.2","2.2","3.3","3.3"
"933","Devin Singletary","NYG","RB","1","2024","1","18","PHI","7","22","22.0","3.14","0","0","2","","0","","0.0","","57.1","42.9","2","0.29","12","1.71","54.5","1.43","5","71.4","15","0","3.00","40.0","2","28.6","7","0","3.50","100.0","2.7","2.7","6.0","6.0"
"934","Cam Akers","MIN","RB","1","2024","1","13","ARZ","4","22","22.0","5.50","0","0","1","25.0","18","81.8","0.0","","50.0","50.0","3","0.75","21","5.25","95.5","0.25","2","50.0","-1","0","-0.50","","2","50.0","23","0","11.50","100.0","2.2","2.2","2.0","2.0"
"935","Mac Jones","JAX","QB","1","2024","1","17","TEN","6","22","22.0","3.67","0","0","4","","0","","0.0","","83.3","","0","","5","0.83","22.7","0.67","0","","0","0","","","0","","0","0","","","17.2","17.2","1.9","1.9"
"936","Julius Chestnut","TEN","RB","1","2024","1","9","NE","5","22","22.0","4.40","0","0","0","","0","","0.0","","20.0","60.0","0","","11","2.20","50.0","2.20","3","60.0","5","0","1.67","","2","40.0","17","0","8.50","50.0","2.2","2.2","1.8","1.8"
"937","Tyler Allgeier","ATL","RB","1","2024","1","16","NYG","11","22","22.0","2.00","0","0","3","","0","","0.0","","36.4","63.6","0","","12","1.09","54.5","0.91","9","81.8","23","0","2.56","44.4","2","18.2","-1","0","-0.50","","4.1","4.1","6.4","6.4"
"938","DeeJay Dallas","ARZ","RB","1","2024","1","18","SF","1","22","22.0","22.00","0","0","1","100.0","22","100.0","0.0","","100.0","","0","","0","","","22.00","0","","0","0","","","0","","0","0","","","3.7","3.7","3.2","3.2"
"939","Jalen Hurts","PHI","QB","1","2024","1","7","NYG","7","22","22.0","3.14","2","0","4","14.3","16","72.7","50.0","28.6","57.1","33.3","0","","6","0.86","27.3","-0.14","0","","0","0","","","0","","0","0","","","22.8","22.8","14.8","14.8"
"940","Jeremy McNichols","WAS","RB","1","2024","1","12","DAL","3","22","22.0","7.33","0","0","1","","0","","0.0","","66.7","33.3","0","","4","1.33","18.2","6.00","3","100.0","22","0","7.33","66.7","0","","0","0","","","2.2","2.2","1.8","1.8"
"941","Jerome Ford","CLV","RB","1","2024","1","17","MIA","6","22","22.0","3.67","0","0","1","16.7","19","86.4","0.0","","33.3","66.7","2","0.33","19","3.17","86.4","0.50","3","50.0","1","0","0.33","33.3","3","50.0","21","0","7.00","33.3","2.2","2.2","4.7","4.7"
"942","Trey Benson","ARZ","RB","1","2024","1","15","NE","5","22","22.0","4.40","0","0","2","","0","","0.0","","60.0","","0","","9","1.80","40.9","2.60","0","","0","0","","","5","100.0","22","0","4.40","60.0","2.2","2.2","2.6","2.6"
"943","Tank Bigsby","JAX","RB","1","2024","1","9","PHI","8","22","22.0","2.75","0","0","1","","0","","0.0","","25.0","62.5","1","0.13","22","2.75","100.0","0.00","3","37.5","5","0","1.67","","5","62.5","17","0","3.40","40.0","2.2","2.2","3.6","3.6"
"944","Nick Chubb","CLV","RB","1","2024","1","7","CIN","11","22","22.0","2.00","1","0","1","","0","","100.0","9.1","36.4","54.5","1","0.09","19","1.73","86.4","0.27","6","54.5","13","1","2.17","50.0","5","45.5","9","0","1.80","20.0","10.2","10.2","16.5","16.5"
"945","Jaleel McLaughlin","DEN","RB","1","2024","1","5","LV","6","22","22.0","3.67","0","0","0","","0","","0.0","","33.3","66.7","1","0.17","8","1.33","36.4","2.33","4","66.7","18","0","4.50","25.0","2","33.3","4","0","2.00","50.0","11.5","11.5","8.2","8.2"
"946","Zach Charbonnet","SEA","RB","1","2024","1","12","ARZ","6","22","22.0","3.67","0","0","2","","0","","100.0","","50.0","50.0","1","0.17","8","1.33","36.4","2.33","2","33.3","6","0","3.00","50.0","4","66.7","16","0","4.00","50.0","2.2","2.2","6.9","6.9"
"947","Joe Mixon","HST","RB","1","2024","1","12","TEN","14","22","22.0","1.57","0","0","0","","0","","0.0","","14.3","71.4","1","0.07","21","1.50","95.5","0.07","12","85.7","16","0","1.33","16.7","2","14.3","6","0","3.00","","9.5","9.5","16.6","16.6"
"948","Ezekiel Elliott","DAL","RB","1","2024","1","10","PHI","6","22","22.0","3.67","0","1","0","","0","","0.0","","83.3","50.0","0","","15","2.50","68.2","1.17","4","66.7","11","0","2.75","75.0","2","33.3","11","0","5.50","100.0","1.2","1.2","3.7","3.7"
"949","Travis Etienne","JAX","RB","1","2024","1","16","LV","9","22","22.0","2.44","0","0","1","","0","","0.0","","11.1","77.8","1","0.11","16","1.78","72.7","0.67","5","55.6","-2","0","-0.40","","4","44.4","24","0","6.00","25.0","5.7","5.7","9.2","9.2"
"950","Joe Flacco","IND","QB","1","2024","1","5","JAX","3","22","22.0","7.33","0","0","2","33.3","21","95.5","0.0","","66.7","","0","","1","0.33","4.5","0.00","0","","0","0","","","0","","0","0","","","27.6","27.6","0.8","0.8"
"951","Gardner Minshew","LV","QB","1","2024","1","5","DEN","2","22","22.0","11.00","0","0","2","","0","","0.0","","100.0","","1","0.50","6","3.00","27.3","0.00","0","","0","0","","","0","","0","0","","","9.7","9.7","0.6","0.6"
"952","Ray Davis","BUF","RB","1","2024","1","3","JAX","7","22","22.0","3.14","1","0","1","","0","","50.0","14.3","28.6","57.1","3","0.43","14","2.00","63.6","1.14","5","71.4","12","0","2.40","20.0","2","28.6","10","1","5.00","50.0","9.3","9.3","6.6","6.6"
"953","Sam Darnold","MIN","QB","1","2024","1","13","ARZ","4","22","22.0","5.50","0","0","1","","0","","0.0","","50.0","33.3","0","","1","0.25","4.5","-0.25","0","","0","0","","","0","","0","0","","","19.6","19.6","1.4","1.4"
"954","Baker Mayfield","TB","QB","1","2024","1","7","BLT","5","22","22.0","4.40","0","0","1","","0","","0.0","","40.0","25.0","0","","5","1.00","22.7","-0.20","0","","0","0","","","0","","0","0","","","29.0","29.0","1.3","1.3"
"955","Kyler Murray","ARZ","QB","1","2024","1","18","SF","3","22","22.0","7.33","0","0","2","","0","","0.0","","100.0","","1","0.33","2","0.67","9.1","3.67","0","","0","0","","","2","66.7","13","0","6.50","100.0","27.9","27.9","2.6","2.6"
"956","Jayden Daniels","WAS","QB","1","2024","1","6","BLT","6","22","22.0","3.67","0","0","1","","0","","0.0","","33.3","33.3","1","0.17","6","1.00","27.3","-0.33","0","","0","0","","","2","33.3","0","0","","","21.0","21.0","8.4","8.4"
"957","Emari Demercado","ARZ","RB","1","2024","1","10","NYJ","3","22","22.0","7.33","0","0","1","","0","","0.0","","66.7","33.3","0","","18","6.00","81.8","1.33","0","","0","0","","","3","100.0","22","0","7.33","66.7","2.2","2.2","1.3","1.3"
"958","Lamar Jackson","BLT","QB","1","2024","1","16","PIT","9","22","22.0","2.44","0","0","1","","0","","0.0","","33.3","33.3","1","0.11","5","0.56","22.7","1.11","3","33.3","11","0","3.67","33.3","2","22.2","6","0","3.00","50.0","21.5","21.5","3.0","3.0"
"959","Aaron Jones","MIN","RB","1","2024","1","13","ARZ","5","22","22.0","4.40","0","1","1","","0","","0.0","","60.0","40.0","1","0.20","12","2.40","54.5","2.00","4","80.0","14","0","3.50","50.0","1","20.0","8","0","8.00","100.0","10.8","10.8","12.3","12.3"
"960","Craig Reynolds","DET","RB","1","2024","1","6","DAL","6","21","21.0","3.50","0","1","1","","0","","0.0","","66.7","33.3","2","0.33","17","2.83","81.0","0.67","5","83.3","16","0","3.20","60.0","1","16.7","5","0","5.00","100.0","2.1","2.1","3.1","3.1"
"961","Andy Dalton","CAR","QB","1","2024","1","6","ATL","3","21","21.0","7.00","0","0","1","33.3","18","85.7","0.0","","33.3","66.7","0","","-1","-0.33","-4.8","1.00","0","","0","0","","","1","33.3","2","0","2.00","","16.9","16.9","3.2","3.2"
"962","Tyjae Spears","TEN","RB","1","2024","1","14","JAX","6","21","21.0","3.50","0","0","0","","0","","0.0","","50.0","66.7","0","","11","1.83","52.4","1.67","3","50.0","10","0","3.33","33.3","3","50.0","11","0","3.67","66.7","3.3","3.3","6.1","6.1"
"963","Jaylen Warren","PIT","RB","1","2024","1","18","CIN","6","21","21.0","3.50","0","0","0","","0","","0.0","","50.0","33.3","0","","20","3.33","95.2","0.17","5","83.3","21","0","4.20","60.0","1","16.7","0","0","","","2.1","2.1","4.7","4.7"
"964","Tyler Allgeier","ATL","RB","1","2024","1","1","PIT","3","21","21.0","7.00","0","0","1","","0","","0.0","","66.7","33.3","0","","10","3.33","47.6","3.67","3","100.0","21","0","7.00","66.7","0","","0","0","","","2.1","2.1","1.2","1.2"
"965","Craig Reynolds","DET","RB","1","2024","1","11","JAX","2","21","21.0","10.50","0","0","1","50.0","19","90.5","0.0","","50.0","50.0","0","","4","2.00","19.0","8.50","2","100.0","21","0","10.50","50.0","0","","0","0","","","2.1","2.1","0.9","0.9"
"966","Blake Corum","LA","RB","1","2024","1","11","NE","5","21","21.0","4.20","0","0","1","","0","","100.0","","60.0","40.0","1","0.20","4","0.80","19.0","3.40","4","80.0","21","0","5.25","75.0","1","20.0","0","0","","","3.8","3.8","4.7","4.7"
"967","Jaleel McLaughlin","DEN","RB","1","2024","1","15","IND","7","21","21.0","3.00","0","0","1","","0","","0.0","","28.6","71.4","0","","12","1.71","57.1","1.29","4","57.1","17","0","4.25","25.0","3","42.9","4","0","1.33","33.3","6.4","6.4","7.6","7.6"
"968","Baker Mayfield","TB","QB","1","2024","1","1","WAS","3","21","21.0","7.00","0","0","1","","0","","0.0","","33.3","33.3","0","","0","","","0.00","0","","0","0","","","0","","0","0","","","29.7","29.7","2.1","2.1"
"969","Austin Ekeler","WAS","RB","1","2024","1","6","BLT","9","21","21.0","2.33","0","0","0","","0","","100.0","","33.3","66.7","0","","12","1.33","57.1","1.00","2","22.2","8","0","4.00","50.0","7","77.8","13","0","1.86","28.6","10.8","10.8","14.0","14.0"
"970","Devin Singletary","NYG","RB","1","2024","1","17","IND","5","21","21.0","4.20","0","0","1","","0","","0.0","","40.0","60.0","4","0.80","21","4.20","100.0","0.00","1","20.0","0","0","","","4","80.0","21","0","5.25","50.0","4.0","4.0","4.4","4.4"
"971","Tyjae Spears","TEN","RB","1","2024","1","1","CHI","4","21","21.0","5.25","0","0","2","","0","","0.0","","50.0","50.0","0","","11","2.75","52.4","2.50","1","25.0","11","0","11.00","100.0","3","75.0","10","0","3.33","33.3","7.2","7.2","8.4","8.4"
"972","Alexander Mattison","LV","RB","1","2024","1","15","ATL","7","21","21.0","3.00","0","1","2","","0","","0.0","","28.6","42.9","1","0.14","11","1.57","52.4","1.43","5","71.4","10","0","2.00","40.0","1","14.3","7","0","7.00","","3.4","3.4","9.6","9.6"
"973","Josh Allen","BUF","QB","1","2024","1","4","BLT","5","21","21.0","4.20","0","0","2","","0","","0.0","","60.0","","0","","7","1.40","33.3","1.40","0","","0","0","","","1","20.0","8","0","8.00","","8.3","8.3","2.1","2.1"
"974","Kyler Murray","ARZ","QB","1","2024","1","10","NYJ","3","21","21.0","7.00","2","0","3","","0","","25.0","66.7","100.0","","1","0.33","1","0.33","4.8","6.67","0","","0","0","","","2","66.7","20","1","10.00","100.0","28.7","28.7","4.4","4.4"
"975","Jared Goff","DET","QB","1","2024","1","11","JAX","4","21","21.0","5.25","0","0","2","","0","","0.0","","100.0","","0","","0","","","0.75","0","","0","0","","","0","","0","0","","","34.6","34.6","1.7","1.7"
"976","Chris Brooks","GB","RB","1","2024","1","6","ARZ","4","21","21.0","5.25","0","0","1","","0","","0.0","","50.0","50.0","1","0.25","14","3.50","66.7","1.75","4","100.0","21","0","5.25","50.0","0","","0","0","","","2.1","2.1","2.0","2.0"
"977","Cam Akers","HST","RB","1","2024","1","3","MIN","9","21","21.0","2.33","0","0","0","","0","","0.0","","22.2","66.7","2","0.22","33","3.67","157.1","-1.33","7","77.8","16","0","2.29","28.6","2","22.2","5","0","2.50","","9.9","9.9","6.2","6.2"
"978","Nick Chubb","CLV","RB","1","2024","1","13","DEN","9","21","21.0","2.33","0","0","1","","0","","0.0","","22.2","77.8","1","0.11","15","1.67","71.4","0.67","7","77.8","11","0","1.57","14.3","2","22.2","10","0","5.00","50.0","12.5","12.5","9.5","9.5"
"979","Alexander Mattison","LV","RB","1","2024","1","18","LAC","6","20","20.0","3.33","0","0","1","","0","","0.0","","50.0","50.0","0","","7","1.17","35.0","2.17","2","33.3","13","0","6.50","50.0","4","66.7","7","0","1.75","50.0","7.1","7.1","10.8","10.8"
"980","Kenneth Gainwell","PHI","RB","1","2024","1","15","PIT","7","20","20.0","2.86","0","0","1","","0","","0.0","","42.9","57.1","1","0.14","14","2.00","70.0","0.86","5","71.4","18","0","3.60","60.0","2","28.6","2","0","1.00","","9.0","9.0","7.9","7.9"
"981","Raheem Blackshear","CAR","RB","1","2024","1","17","TB","8","20","20.0","2.50","0","0","0","","0","","0.0","","25.0","62.5","1","0.13","13","1.63","65.0","0.88","8","100.0","20","0","2.50","25.0","0","","0","0","","","2.0","2.0","3.8","3.8"
"982","Daniel Jones","NYG","QB","1","2024","1","7","PHI","5","20","20.0","4.00","0","0","1","","0","","0.0","","40.0","20.0","0","","5","1.00","25.0","1.20","0","","0","0","","","2","40.0","6","0","3.00","","6.0","6.0","2.4","2.4"
