"Player Details","","","","","","","","","Rushing","","","","","","","Advanced","","","","","","","","","","","","","Zone Concept","","","","","","Man/Gap Concept","","","","","","FPTS","","",""
"1571","Joe Flacco","CLV","QB","1","2023","1","17","NYJ","2","3","3.0","1.50","0","1","1","","0","","0.0","","50.0","50.0","0","","1","0.50","33.3","1.00","0","","0","0","","","1","50.0","0","0","","","23.7","23.7","1.1","1.1"
"1572","Aidan O'Connell","LV","QB","1","2023","1","10","NYJ","2","3","3.0","1.50","0","1","1","","0","","0.0","","50.0","50.0","0","","2","1.00","66.7","0.50","1","50.0","0","0","","","0","","0","0","","","9.4","9.4","1.4","1.4"
"1573","Derrick Gore","WAS","RB","1","2023","1","18","DAL","1","3","3.0","3.00","0","0","0","","0","","0.0","","","100.0","0","","2","2.00","66.7","1.00","1","100.0","3","0","3.00","","0","","0","0","","","0.3","0.3","0.5","0.5"
"1574","Kene Nwangwu","MIN","RB","1","2023","1","14","LV","2","3","3.0","1.50","0","0","0","","0","","0.0","","50.0","50.0","0","","4","2.00","133.3","-0.50","2","100.0","3","0","1.50","50.0","0","","0","0","","","0.3","0.3","0.9","0.9"
"1575","Baker Mayfield","TB","QB","1","2023","1","14","ATL","3","3","3.0","1.00","1","0","1","","0","","100.0","33.3","33.3","66.7","0","","2","0.67","66.7","0.00","0","","0","0","","","2","66.7","1","1","0.50","50.0","20.1","20.1","4.1","4.1"
"1576","Bryce Young","CAR","QB","1","2023","1","11","DAL","2","3","3.0","1.50","0","0","0","","0","","0.0","","50.0","","0","","0","","","-0.50","0","","0","0","","","0","","0","0","","","7.2","7.2","0.5","0.5"
"1577","Aidan O'Connell","LV","QB","1","2023","1","4","LAC","3","3","3.0","1.00","1","0","2","","0","","66.7","33.3","66.7","33.3","0","","0","","","1.00","0","","0","0","","","0","","0","0","","","12.8","12.8","7.1","7.1"
"1578","Kenny Pickett","PIT","QB","1","2023","1","13","ARZ","3","3","3.0","1.00","0","1","0","","0","","25.0","","","100.0","0","","1","0.33","33.3","0.00","0","","0","0","","","1","33.3","0","0","","","3.1","3.1","3.6","3.6"
"1579","DeeJay Dallas","SEA","RB","1","2023","1","2","DET","1","3","3.0","3.00","0","0","0","","0","","0.0","","","100.0","0","","2","2.00","66.7","1.00","1","100.0","3","0","3.00","","0","","0","0","","","0.3","0.3","0.5","0.5"
"1580","Matt Breida","NYG","RB","1","2023","1","10","DAL","1","3","3.0","3.00","0","0","0","","0","","0.0","","","100.0","0","","2","2.00","66.7","1.00","1","100.0","3","0","3.00","","0","","0","0","","","0.3","0.3","0.5","0.5"
"1581","Boston Scott","PHI","RB","1","2023","1","1","NE","1","3","3.0","3.00","0","0","0","","0","","0.0","","","","0","","2","2.00","66.7","1.00","0","","0","0","","","1","100.0","3","0","3.00","","2.0","2.0","1.4","1.4"
"1582","Mac Jones","NE","QB","1","2023","1","9","WAS","3","3","3.0","1.00","0","0","0","","0","","0.0","","","100.0","0","","0","","","-0.67","0","","0","0","","","0","","0","0","","","12.1","12.1","0.9","0.9"
"1583","Isaiah Spiller","LAC","RB","1","2023","1","8","CHI","3","3","3.0","1.00","0","0","0","","0","","0.0","","","100.0","1","0.33","6","2.00","200.0","-1.00","1","33.3","1","0","1.00","","2","66.7","2","0","1.00","","1.8","1.8","2.4","2.4"
"1584","Aidan O'Connell","LV","QB","1","2023","1","17","IND","2","3","3.0","1.50","0","0","1","","0","","33.3","","50.0","50.0","0","","0","","","1.50","0","","0","0","","","0","","0","0","","","20.3","20.3","3.7","3.7"
"1585","Hunter Luepke","DAL","RB","1","2023","1","15","BUF","1","3","3.0","3.00","0","0","1","","0","","0.0","","100.0","","0","","1","1.00","33.3","2.00","0","","0","0","","","1","100.0","3","0","3.00","100.0","0.3","0.3","0.3","0.3"
"1586","Miles Sanders","CAR","RB","1","2023","1","16","GB","3","3","3.0","1.00","0","0","0","","0","","0.0","","","100.0","0","","4","1.33","133.3","-0.33","2","66.7","0","0","","","1","33.3","3","0","3.00","","1.8","1.8","4.3","4.3"
"1587","Mike Boone","HST","RB","1","2023","1","9","TB","1","3","3.0","3.00","0","0","0","","0","","0.0","","","","0","","2","2.00","66.7","1.00","0","","0","0","","","1","100.0","3","0","3.00","","0.3","0.3","0.5","0.5"
"1588","Dameon Pierce","HST","RB","1","2023","1","15","TEN","1","3","3.0","3.00","0","0","0","","0","","0.0","","","100.0","0","","2","2.00","66.7","1.00","1","100.0","3","0","3.00","","0","","0","0","","","0.3","0.3","0.5","0.5"
"1589","Jordan Mason","SF","RB","1","2023","1","17","WAS","2","3","3.0","1.50","0","0","0","","0","","0.0","","","50.0","0","","2","1.00","66.7","0.50","1","50.0","5","0","5.00","","1","50.0","-2","0","-2.00","","0.3","0.3","0.9","0.9"
"1590","Jared Goff","DET","QB","1","2023","1","11","CHI","2","3","3.0","1.50","0","0","0","","0","","0.0","","50.0","","0","","0","","","-0.50","0","","0","0","","","0","","0","0","","","16.7","16.7","0.5","0.5"
"1591","Hunter Luepke","DAL","RB","1","2023","1","16","MIA","2","3","3.0","1.50","0","0","2","","0","","0.0","","100.0","","0","","2","1.00","66.7","0.50","0","","0","0","","","0","","0","0","","","2.1","2.1","2.2","2.2"
"1592","Aidan O'Connell","LV","QB","1","2023","1","11","MIA","1","3","3.0","3.00","0","0","1","","0","","0.0","","100.0","","0","","1","1.00","33.3","2.00","0","","0","0","","","0","","0","0","","","12.1","12.1","0.4","0.4"
"1593","Damien Harris","BUF","RB","1","2023","1","1","NYJ","1","3","3.0","3.00","0","0","0","","0","","0.0","","","","0","","3","3.00","100.0","0.00","0","","0","0","","","1","100.0","3","0","3.00","","3.9","3.9","3.4","3.4"
"1594","Gardner Minshew","IND","QB","1","2023","1","2","HST","2","3","3.0","1.50","0","0","0","","0","","0.0","","","100.0","1","0.50","9","4.50","300.0","0.00","0","","0","0","","","0","","0","0","","","11.1","11.1","0.7","0.7"
"1595","Kendre Miller","NO","RB","1","2023","1","4","TB","1","3","3.0","3.00","0","0","0","","0","","0.0","","","100.0","0","","3","3.00","100.0","0.00","1","100.0","3","0","3.00","","0","","0","0","","","1.8","1.8","2.3","2.3"
"1596","Boston Scott","PHI","RB","1","2023","1","16","NYG","1","3","3.0","3.00","0","0","0","","0","","0.0","","","","0","","0","","","3.00","0","","0","0","","","1","100.0","3","0","3.00","","0.3","0.3","0.5","0.5"
"1597","Isaiah Spiller","LAC","RB","1","2023","1","2","TEN","1","3","3.0","3.00","0","0","0","","0","","0.0","","","","0","","0","","","3.00","0","","0","0","","","1","100.0","3","0","3.00","","0.3","0.3","0.7","0.7"
"1598","Jared Goff","DET","QB","1","2023","1","3","ATL","5","3","3.0","0.60","1","0","1","","0","","50.0","20.0","20.0","50.0","1","0.20","10","2.00","333.3","-0.60","1","20.0","3","1","3.00","100.0","0","","0","0","","","19.0","19.0","3.6","3.6"
"1599","Gardner Minshew","IND","QB","1","2023","1","8","NO","1","3","3.0","3.00","0","0","1","","0","","0.0","","100.0","","0","","1","1.00","33.3","0.00","0","","0","0","","","0","","0","0","","","15.8","15.8","0.1","0.1"
"1600","Bijan Robinson","ATL","RB","1","2023","1","7","TB","1","3","3.0","3.00","0","0","0","","0","","0.0","","","100.0","0","","1","1.00","33.3","2.00","1","100.0","3","0","3.00","","0","","0","0","","","0.3","0.3","0.4","0.4"
"1601","Zamir White","LV","RB","1","2023","1","6","NE","2","2","2.0","1.00","0","0","0","","0","","0.0","","","100.0","0","","3","1.50","150.0","-0.50","1","50.0","1","0","1.00","","1","50.0","1","0","1.00","","2.9","2.9","3.6","3.6"
"1602","Ty Johnson","BUF","RB","1","2023","1","10","DEN","1","2","2.0","2.00","0","0","0","","0","","0.0","","","100.0","0","","2","2.00","100.0","0.00","0","","0","0","","","1","100.0","2","0","2.00","","0.2","0.2","0.5","0.5"
"1603","Dak Prescott","DAL","QB","1","2023","1","5","SF","1","2","2.0","2.00","0","0","1","","0","","0.0","","100.0","","0","","1","1.00","50.0","1.00","0","","0","0","","","0","","0","0","","","7.3","7.3","0.3","0.3"
"1604","DeeJay Dallas","SEA","RB","1","2023","1","16","TEN","1","2","2.0","2.00","0","0","1","","0","","0.0","","100.0","","0","","2","2.00","100.0","0.00","0","","0","0","","","0","","0","0","","","0.2","0.2","0.3","0.3"
"1605","Will Levis","TEN","QB","1","2023","1","9","PIT","1","2","2.0","2.00","0","0","0","","0","","50.0","","","100.0","0","","4","4.00","200.0","0.00","0","","0","0","","","0","","0","0","","","9.7","9.7","1.8","1.8"
"1606","Tim Boyle","NYJ","QB","1","2023","1","12","MIA","2","2","2.0","1.00","0","1","1","","0","","0.0","","50.0","50.0","1","0.50","1","0.50","50.0","0.50","1","50.0","0","0","","","0","","0","0","","","9.4","9.4","0.8","0.8"
"1607","Damien Williams","ARZ","RB","1","2023","1","7","SEA","1","2","2.0","2.00","0","0","0","","0","","0.0","","","100.0","0","","4","4.00","200.0","-2.00","1","100.0","2","0","2.00","","0","","0","0","","","0.2","0.2","0.5","0.5"
"1608","Patrick Mahomes","KC","QB","1","2023","1","17","CIN","4","2","2.0","0.50","0","0","1","","0","","0.0","","25.0","50.0","1","0.25","4","1.00","200.0","-0.50","0","","0","0","","","0","","0","0","","","13.0","13.0","0.9","0.9"
"1609","Patrick Taylor","GB","RB","1","2023","1","5","LV","2","2","2.0","1.00","0","0","1","","0","","0.0","","50.0","50.0","0","","3","1.50","150.0","-0.50","2","100.0","2","0","1.00","50.0","0","","0","0","","","2.7","2.7","8.8","8.8"
"1610","Tank Bigsby","JAX","RB","1","2023","1","6","IND","3","2","2.0","0.67","0","0","1","","0","","0.0","","33.3","66.7","0","","6","2.00","300.0","-1.33","1","33.3","-3","0","-3.00","","1","33.3","3","0","3.00","","1.8","1.8","2.6","2.6"
"1611","Aidan O'Connell","LV","QB","1","2023","1","14","MIN","1","2","2.0","2.00","0","0","1","","0","","0.0","","100.0","","0","","1","1.00","50.0","1.00","0","","0","0","","","0","","0","0","","","6.0","6.0","0.3","0.3"
"1612","Gardner Minshew","IND","QB","1","2023","1","13","TEN","3","2","2.0","0.67","0","0","0","","0","","0.0","","","50.0","0","","1","0.33","50.0","-1.33","0","","0","0","","","0","","0","0","","","19.7","19.7","0.8","0.8"
"1613","Bailey Zappe","NE","QB","1","2023","1","15","KC","1","2","2.0","2.00","0","0","0","","0","","0.0","","","100.0","0","","0","","","2.00","0","","0","0","","","0","","0","0","","","10.4","10.4","0.4","0.4"
"1614","Deon Jackson","NYG","RB","1","2023","1","9","LV","1","2","2.0","2.00","0","0","0","","0","","0.0","","","100.0","0","","1","1.00","50.0","1.00","0","","0","0","","","1","100.0","2","0","2.00","","0.2","0.2","0.5","0.5"
"1615","Jerick McKinnon","KC","RB","1","2023","1","9","MIA","1","2","2.0","2.00","0","0","0","","0","","0.0","","","100.0","0","","2","2.00","100.0","0.00","1","100.0","2","0","2.00","","0","","0","0","","","10.4","10.4","3.3","3.3"
"1616","Derek Carr","NO","QB","1","2023","1","16","LA","2","2","2.0","1.00","0","0","0","","0","","0.0","","","100.0","0","","0","","","-0.50","0","","0","0","","","0","","0","0","","","26.0","26.0","0.7","0.7"
"1617","Bryce Young","CAR","QB","1","2023","1","17","JAX","1","2","2.0","2.00","0","0","0","","0","","0.0","","","100.0","0","","1","1.00","50.0","0.00","0","","0","0","","","0","","0","0","","","3.7","3.7","0.4","0.4"
"1618","Royce Freeman","LA","RB","1","2023","1","18","SF","4","2","2.0","0.50","0","0","1","","0","","100.0","","50.0","50.0","0","","6","1.50","300.0","-1.00","1","25.0","0","0","","","3","75.0","2","0","0.67","66.7","2.5","2.5","4.8","4.8"
"1619","Chase Brown","CIN","RB","1","2023","1","2","BLT","1","2","2.0","2.00","0","0","0","","0","","0.0","","","100.0","0","","0","","","2.00","1","100.0","2","0","2.00","","0","","0","0","","","0.2","0.2","0.4","0.4"
"1620","Jaleel McLaughlin","DEN","RB","1","2023","1","15","DET","2","2","2.0","1.00","0","0","0","","0","","0.0","","","100.0","0","","0","","","1.00","2","100.0","2","0","1.00","","0","","0","0","","","3.8","3.8","5.7","5.7"
"1621","Michael Carter","NYJ","RB","1","2023","1","8","NYG","2","2","2.0","1.00","0","0","0","","0","","0.0","","","100.0","0","","4","2.00","200.0","-1.00","2","100.0","2","0","1.00","","0","","0","0","","","0.2","0.2","2.5","2.5"
"1622","Baker Mayfield","TB","QB","1","2023","1","3","PHI","1","2","2.0","2.00","0","0","0","","0","","0.0","","","100.0","0","","3","3.00","150.0","0.00","0","","0","0","","","0","","0","0","","","11.0","11.0","0.2","0.2"
"1623","Zamir White","LV","RB","1","2023","1","1","DEN","1","2","2.0","2.00","0","0","0","","0","","0.0","","","100.0","0","","2","2.00","100.0","0.00","1","100.0","2","0","2.00","","0","","0","0","","","1.7","1.7","2.7","2.7"
"1624","Jarrett Stidham","DEN","QB","1","2023","1","18","LV","3","2","2.0","0.67","0","1","0","","0","","33.3","","","100.0","0","","1","0.33","50.0","-0.33","0","","0","0","","","1","33.3","0","0","","","14.1","14.1","3.8","3.8"
"1625","Deuce Vaughn","DAL","RB","1","2023","1","17","DET","2","2","2.0","1.00","0","0","0","","0","","0.0","","","100.0","0","","4","2.00","200.0","-1.00","1","50.0","-1","0","-1.00","","1","50.0","3","0","3.00","","2.2","2.2","2.5","2.5"
"1626","Elijah Mitchell","SF","RB","1","2023","1","8","CIN","3","2","2.0","0.67","0","0","1","","0","","0.0","","33.3","66.7","1","0.33","5","1.67","250.0","-1.00","2","66.7","1","0","0.50","50.0","1","33.3","1","0","1.00","","0.2","0.2","4.3","4.3"
"1627","Taysom Hill","NO","QB","1","2023","1","16","LA","2","2","2.0","1.00","0","0","1","","0","","0.0","","50.0","50.0","0","","2","1.00","100.0","0.00","0","","0","0","","","2","100.0","2","0","1.00","50.0","0.2","0.2","0.9","0.9"
"1628","Boston Scott","PHI","RB","1","2023","1","6","NYJ","2","2","2.0","1.00","0","0","0","","0","","33.3","","50.0","50.0","1","0.50","2","1.00","100.0","0.00","1","50.0","-7","0","-7.00","","1","50.0","9","0","9.00","100.0","2.6","2.6","4.0","4.0"
"1629","Joshua Kelley","LAC","RB","1","2023","1","17","DEN","2","2","2.0","1.00","0","0","0","","0","","0.0","","","100.0","0","","4","2.00","200.0","-1.00","1","50.0","1","0","1.00","","1","50.0","1","0","1.00","","0.2","0.2","1.1","1.1"
"1630","Dalvin Cook","NYJ","RB","1","2023","1","12","MIA","1","2","2.0","2.00","0","0","0","","0","","0.0","","100.0","100.0","0","","3","3.00","150.0","-1.00","1","100.0","2","0","2.00","100.0","0","","0","0","","","4.1","4.1","4.7","4.7"
"1631","Brock Purdy","SF","QB","1","2023","1","16","BLT","1","2","2.0","2.00","0","0","1","","0","","0.0","","100.0","","0","","1","1.00","50.0","1.00","0","","0","0","","","0","","0","0","","","6.4","6.4","0.3","0.3"
"1632","Zack Moss","IND","RB","1","2023","1","10","NE","1","2","2.0","2.00","0","0","0","","0","","0.0","","","100.0","0","","0","","","2.00","1","100.0","2","0","2.00","","0","","0","0","","","0.2","0.2","0.8","0.8"
"1633","Keaontay Ingram","ARZ","RB","1","2023","1","10","ATL","2","2","2.0","1.00","0","0","0","","0","","0.0","","","100.0","0","","2","1.00","100.0","0.00","1","50.0","2","0","2.00","","1","50.0","0","0","","","0.2","0.2","1.3","1.3"
"1634","Darrynton Evans","CHI","RB","1","2023","1","9","NO","1","2","2.0","2.00","0","0","0","","0","","0.0","","","100.0","0","","0","","","2.00","1","100.0","2","0","2.00","","0","","0","0","","","4.1","4.1","3.3","3.3"
"1635","Eric Gray","NYG","RB","1","2023","1","6","BUF","1","2","2.0","2.00","0","0","1","","0","","0.0","","100.0","","0","","1","1.00","50.0","1.00","0","","0","0","","","0","","0","0","","","0.2","0.2","0.7","0.7"
"1636","Isaiah Spiller","LAC","RB","1","2023","1","6","DAL","1","2","2.0","2.00","0","0","0","","0","","0.0","","","100.0","0","","2","2.00","100.0","0.00","0","","0","0","","","1","100.0","2","0","2.00","","0.2","0.2","0.4","0.4"
"1637","Matthew Stafford","LA","QB","1","2023","1","15","WAS","1","2","2.0","2.00","0","0","0","","0","","0.0","","","100.0","0","","0","","","0.00","0","","0","0","","","0","","0","0","","","18.5","18.5","1.0","1.0"
"1638","Samaje Perine","DEN","RB","1","2023","1","16","NE","1","2","2.0","2.00","0","0","0","","0","","0.0","","100.0","100.0","1","1.00","3","3.00","150.0","-1.00","1","100.0","2","0","2.00","100.0","0","","0","0","","","6.9","6.9","5.8","5.8"
"1639","Geno Smith","SEA","QB","1","2023","1","16","TEN","1","2","2.0","2.00","0","0","0","","0","","0.0","","","100.0","0","","0","","","0.00","0","","0","0","","","0","","0","0","","","17.3","17.3","0.6","0.6"
"1640","Pierre Strong","CLV","RB","1","2023","1","15","CHI","2","2","2.0","1.00","0","0","0","","0","","0.0","","","100.0","0","","4","2.00","200.0","-1.00","0","","0","0","","","2","100.0","2","0","1.00","","3.1","3.1","4.0","4.0"
"1641","Boston Scott","PHI","RB","1","2023","1","13","SF","1","2","2.0","2.00","0","0","0","","0","","0.0","","","100.0","1","1.00","2","2.00","100.0","0.00","0","","0","0","","","1","100.0","2","0","2.00","","3.9","3.9","1.8","1.8"
"1642","Matthew Stafford","LA","QB","1","2023","1","6","ARZ","1","2","2.0","2.00","0","0","0","","0","","0.0","","","100.0","0","","0","","","0.00","0","","0","0","","","0","","0","0","","","13.2","13.2","0.4","0.4"
"1643","Kyler Murray","ARZ","QB","1","2023","1","12","LA","1","2","2.0","2.00","1","0","1","","0","","50.0","100.0","100.0","","0","","0","","","2.00","1","100.0","2","1","2.00","100.0","0","","0","0","","","20.4","20.4","2.6","2.6"
"1644","Tim Boyle","NYJ","QB","1","2023","1","13","ATL","1","2","2.0","2.00","0","0","1","","0","","0.0","","100.0","","0","","2","2.00","100.0","0.00","0","","0","0","","","0","","0","0","","","5.1","5.1","0.4","0.4"
"1645","Tony Jones","ARZ","RB","1","2023","1","9","CLV","3","2","2.0","0.67","0","0","1","","0","","0.0","","66.7","33.3","0","","4","1.33","200.0","-0.67","2","66.7","-2","0","-1.00","50.0","1","33.3","4","0","4.00","100.0","2.7","2.7","5.5","5.5"
"1646","C.J. Stroud","HST","QB","1","2023","1","5","ATL","1","2","2.0","2.00","0","0","1","","0","","0.0","","100.0","","0","","1","1.00","50.0","1.00","0","","0","0","","","0","","0","0","","","14.2","14.2","0.3","0.3"
"1647","Jerick McKinnon","KC","RB","1","2023","1","7","LAC","2","2","2.0","1.00","0","0","0","","0","","0.0","","","100.0","0","","2","1.00","100.0","0.00","0","","0","0","","","2","100.0","2","0","1.00","","4.6","4.6","3.8","3.8"
"1648","James Robinson","GB","RB","1","2023","1","13","KC","1","2","2.0","2.00","0","0","0","","0","","0.0","","","100.0","0","","2","2.00","100.0","0.00","1","100.0","2","0","2.00","","0","","0","0","","","1.0","1.0","2.1","2.1"
"1649","Eric Gray","NYG","RB","1","2023","1","17","LA","1","2","2.0","2.00","0","0","0","","0","","0.0","","","100.0","0","","2","2.00","100.0","0.00","0","","0","0","","","1","100.0","2","0","2.00","","1.8","1.8","2.1","2.1"
"1650","Joshua Kelley","LAC","RB","1","2023","1","6","DAL","1","2","2.0","2.00","0","0","0","","0","","0.0","","","100.0","0","","2","2.00","100.0","0.00","1","100.0","2","0","2.00","","0","","0","0","","","1.4","1.4","4.5","4.5"
"1651","Zamir White","LV","RB","1","2023","1","7","CHI","2","2","2.0","1.00","0","0","0","","0","","0.0","","","100.0","0","","3","1.50","150.0","-0.50","1","50.0","0","0","","","0","","0","0","","","5.8","5.8","4.7","4.7"
"1652","Will Levis","TEN","QB","1","2023","1","11","JAX","4","2","2.0","0.50","0","1","1","","0","","0.0","","25.0","50.0","0","","1","0.25","50.0","-0.50","1","25.0","0","0","","","0","","0","0","","","13.5","13.5","0.7","0.7"
"1653","Tyrod Taylor","NYG","QB","1","2023","1","3","SF","1","2","2.0","2.00","0","0","0","","0","","0.0","","","100.0","0","","3","3.00","150.0","0.00","0","","0","0","","","0","","0","0","","","0.2","0.2","0.4","0.4"
"1654","Tank Bigsby","JAX","RB","1","2023","1","7","NO","2","2","2.0","1.00","0","0","0","","0","","0.0","","","100.0","0","","1","0.50","50.0","0.50","0","","0","0","","","2","100.0","2","0","1.00","","0.2","0.2","0.8","0.8"
"1655","C.J. Stroud","HST","QB","1","2023","1","6","NO","3","2","2.0","0.67","0","0","0","","0","","0.0","","","100.0","0","","0","","","0.00","0","","0","0","","","0","","0","0","","","15.2","15.2","0.9","0.9"
"1656","Zach Charbonnet","SEA","RB","1","2023","1","17","PIT","2","2","2.0","1.00","0","0","0","","0","","0.0","","50.0","50.0","1","0.50","4","2.00","200.0","-1.00","2","100.0","2","0","1.00","50.0","0","","0","0","","","9.1","9.1","7.9","7.9"
"1657","Emari Demercado","ARZ","RB","1","2023","1","3","DAL","2","2","2.0","1.00","0","0","0","","0","","0.0","","","100.0","0","","2","1.00","100.0","0.00","2","100.0","2","0","1.00","","0","","0","0","","","0.2","0.2","1.1","1.1"
"1658","Miles Sanders","CAR","RB","1","2023","1","15","ATL","6","2","2.0","0.33","0","0","0","","0","","0.0","","","100.0","0","","6","1.00","300.0","-0.67","2","33.3","4","0","2.00","","4","66.7","-2","0","-0.50","","3.3","3.3","6.2","6.2"
"1659","Chuba Hubbard","CAR","RB","1","2023","1","3","SEA","1","2","2.0","2.00","0","0","0","","0","","0.0","","","100.0","0","","1","1.00","50.0","1.00","1","100.0","2","0","2.00","","0","","0","0","","","2.4","2.4","3.6","3.6"
"1660","Bailey Zappe","NE","QB","1","2023","1","16","DEN","1","2","2.0","2.00","0","0","0","","0","","0.0","","","100.0","0","","0","","","0.00","0","","0","0","","","0","","0","0","","","17.4","17.4","0.8","0.8"
"1661","Derek Carr","NO","QB","1","2023","1","6","HST","1","2","2.0","2.00","0","0","1","","0","","0.0","","100.0","","0","","1","1.00","50.0","1.00","0","","0","0","","","0","","0","0","","","17.3","17.3","0.3","0.3"
"1662","Trayveon Williams","CIN","RB","1","2023","1","17","KC","1","2","2.0","2.00","0","0","0","","0","","0.0","","","100.0","0","","0","","","2.00","1","100.0","2","0","2.00","","0","","0","0","","","0.2","0.2","0.9","0.9"
"1663","Jordan Love","GB","QB","1","2023","1","14","NYG","2","2","2.0","1.00","0","1","0","","0","","0.0","","","100.0","0","","1","0.50","50.0","0.00","1","50.0","0","0","","","0","","0","0","","","10.9","10.9","1.9","1.9"
"1664","D'Ernest Johnson","JAX","RB","1","2023","1","16","TB","1","2","2.0","2.00","0","0","0","","0","","0.0","","","100.0","0","","3","3.00","150.0","-1.00","0","","0","0","","","0","","0","0","","","0.2","0.2","0.7","0.7"
"1665","Jordan Love","GB","QB","1","2023","1","17","MIN","2","2","2.0","1.00","1","0","1","","0","","50.0","50.0","50.0","50.0","0","","2","1.00","100.0","0.00","0","","0","0","","","0","","0","0","","","28.4","28.4","2.7","2.7"
"1666","Matthew Stafford","LA","QB","1","2023","1","12","ARZ","1","2","2.0","2.00","0","0","0","","0","","0.0","","","100.0","0","","1","1.00","50.0","0.00","0","","0","0","","","0","","0","0","","","24.4","24.4","0.5","0.5"
"1667","Kenneth Gainwell","PHI","RB","1","2023","1","11","KC","1","1","1.0","1.00","0","0","0","","0","","0.0","","","100.0","0","","2","2.00","200.0","-1.00","1","100.0","1","0","1.00","","0","","0","0","","","1.5","1.5","1.7","1.7"
"1668","Justin Herbert","LAC","QB","1","2023","1","8","CHI","1","1","1.0","1.00","0","0","0","","0","","0.0","","","100.0","0","","0","","","0.00","0","","0","0","","","0","","0","0","","","24.0","24.0","1.0","1.0"
"1669","Russell Wilson","DEN","QB","1","2023","1","1","LV","1","1","1.0","1.00","0","0","0","","0","","0.0","","","100.0","0","","0","","","0.00","0","","0","0","","","0","","0","0","","","15.2","15.2","1.2","1.2"
"1670","Brock Purdy","SF","QB","1","2023","1","12","SEA","3","1","1.0","0.33","0","0","0","","0","","0.0","","","100.0","0","","2","0.67","200.0","-0.67","0","","0","0","","","0","","0","0","","","11.5","11.5","0.6","0.6"
"1671","Dare Ogunbowale","HST","RB","1","2023","1","13","DEN","1","1","1.0","1.00","0","0","0","","0","","0.0","","","100.0","0","","0","","","1.00","1","100.0","1","0","1.00","","0","","0","0","","","2.5","2.5","1.6","1.6"
"1672","Tim Boyle","NYJ","QB","1","2023","1","11","BUF","1","1","1.0","1.00","0","0","1","","0","","0.0","","100.0","","0","","1","1.00","100.0","0.00","0","","0","0","","","0","","0","0","","","0.4","0.4","0.4","0.4"
"1673","Isaiah Spiller","LAC","RB","1","2023","1","16","BUF","2","1","1.0","0.50","0","0","0","","0","","0.0","","","100.0","0","","1","0.50","100.0","0.00","1","50.0","0","0","","","1","50.0","1","0","1.00","","1.5","1.5","2.4","2.4"
"1674","Joe Flacco","CLV","QB","1","2023","1","16","HST","2","1","1.0","0.50","0","0","1","","0","","0.0","","50.0","","0","","0","","","0.50","0","","0","0","","","0","","0","0","","","26.8","26.8","0.8","0.8"
"1675","Samaje Perine","DEN","RB","1","2023","1","13","HST","1","1","1.0","1.00","0","0","0","","0","","0.0","","","100.0","0","","1","1.00","100.0","0.00","0","","0","0","","","1","100.0","1","0","1.00","","2.6","2.6","4.7","4.7"
"1676","Mitchell Trubisky","PIT","QB","1","2023","1","15","IND","2","1","1.0","0.50","1","0","1","","0","","50.0","50.0","50.0","50.0","0","","0","","","0.50","0","","0","0","","","0","","0","0","","","14.9","14.9","6.6","6.6"
"1677","Kene Nwangwu","MIN","RB","1","2023","1","15","CIN","1","1","1.0","1.00","0","0","0","","0","","0.0","","","100.0","0","","1","1.00","100.0","0.00","0","","0","0","","","1","100.0","1","0","1.00","","0.1","0.1","0.4","0.4"
"1678","Case Keenum","HST","QB","1","2023","1","15","TEN","2","1","1.0","0.50","0","1","0","","0","","33.3","","","100.0","0","","0","","","0.50","0","","0","0","","","0","","0","0","","","12.3","12.3","2.7","2.7"
"1679","Jordan Love","GB","QB","1","2023","1","15","TB","2","1","1.0","0.50","0","0","1","","0","","0.0","","50.0","","0","","1","0.50","100.0","0.00","0","","0","0","","","0","","0","0","","","18.5","18.5","0.7","0.7"
"1680","Phillip Walker","CLV","QB","1","2023","1","6","SF","3","1","1.0","0.33","0","0","1","","0","","0.0","","33.3","50.0","1","0.33","7","2.33","700.0","0.00","0","","0","0","","","0","","0","0","","","5.8","5.8","0.6","0.6"
"1681","Devon Achane","MIA","RB","1","2023","1","11","LV","1","1","1.0","1.00","0","0","0","","0","","0.0","","","100.0","0","","2","2.00","200.0","-1.00","1","100.0","1","0","1.00","","0","","0","0","","","1.5","1.5","2.0","2.0"
"1682","Trevor Siemian","NYJ","QB","1","2023","1","18","NE","2","1","1.0","0.50","0","0","1","","0","","0.0","","50.0","50.0","0","","1","0.50","100.0","0.00","0","","0","0","","","0","","0","0","","","2.9","2.9","0.8","0.8"
"1683","Jaleel McLaughlin","DEN","RB","1","2023","1","11","MIN","1","1","1.0","1.00","0","0","0","","0","","0.0","","","100.0","0","","1","1.00","100.0","0.00","1","100.0","1","0","1.00","","0","","0","0","","","6.5","6.5","7.8","7.8"
"1684","Joe Burrow","CIN","QB","1","2023","1","4","TEN","3","1","1.0","0.33","0","0","1","","0","","0.0","","33.3","50.0","0","","0","","","-0.33","0","","0","0","","","0","","0","0","","","5.7","5.7","0.8","0.8"
"1685","Andy Dalton","CAR","QB","1","2023","1","5","DET","1","1","1.0","1.00","0","0","1","","0","","0.0","","100.0","","0","","0","","","1.00","0","","0","0","","","0","","0","0","","","0.1","0.1","0.6","0.6"
